"m11104","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence"
"Almost never or never","1984","Bavaria","Not Working","500","0.730866586775212","0.698243745724871","0.763489427825553"
"Almost never or never","1984","Berlin","Full Time","128","0.590636944164606","0.524132132051068","0.657141756278144"
"Almost never or never","1984","Berlin","Part Time","30","0.467887016663989","0.349292104005844","0.586481929322134"
"Almost never or never","1984","Berlin","Not Working","85","0.724909358276679","0.64693665704967","0.802882059503687"
"Almost never or never","1984","Brandenburg","Full Time","","","",""
"Almost never or never","1984","Brandenburg","Part Time","","","",""
"Almost never or never","1984","Brandenburg","Not Working","","","",""
"Almost never or never","1984","Mecklenburg-Western Pomerania","Full Time","","","",""
"Almost never or never","1984","Mecklenburg-Western Pomerania","Part Time","","","",""
"Almost never or never","1984","Mecklenburg-Western Pomerania","Not Working","","","",""
"Almost never or never","1984","Saxony","Full Time","","","",""
"Almost never or never","1984","Saxony","Part Time","","","",""
"Almost never or never","1984","Saxony","Not Working","","","",""
"Almost never or never","1984","Saxony-Anhalt","Full Time","","","",""
"Almost never or never","1984","Saxony-Anhalt","Part Time","","","",""
"Almost never or never","1984","Saxony-Anhalt","Not Working","","","",""
"Almost never or never","1984","Thuringia","Full Time","","","",""
"Almost never or never","1984","Thuringia","Part Time","","","",""
"Almost never or never","1984","Thuringia","Not Working","","","",""
"Several times a year","1984","Schleswig-Holstein","Full Time","38","0.213882922206476","0.152956575580567","0.274809268832386"
"Several times a year","1984","Schleswig-Holstein","Part Time","12","","",""
"Several times a year","1984","Schleswig-Holstein","Not Working","20","","",""
"Several times a year","1984","Hamburg","Full Time","26","","",""
"Several times a year","1984","Hamburg","Part Time","12","","",""
"Several times a year","1984","Hamburg","Not Working","19","","",""
"Several times a year","1984","Lower Saxony","Full Time","103","0.219889501328231","0.183329606318136","0.256449396338326"
"Several times a year","1984","Lower Saxony","Part Time","42","0.200222922146465","0.14405709495225","0.25638874934068"
"Several times a year","1984","Lower Saxony","Not Working","76","0.133147783429232","0.104003569776658","0.162291997081806"
"Several times a year","1984","Bremen","Full Time","4","","",""
"Several times a year","1984","Bremen","Part Time","4","","",""
"Several times a year","1984","Bremen","Not Working","7","","",""
"Several times a year","1984","North Rhine-Westphalia","Full Time","325","0.233351773467227","0.21151342853871","0.255190118395743"
"Several times a year","1984","North Rhine-Westphalia","Part Time","101","0.203956403752617","0.167984645071176","0.239928162434058"
"Several times a year","1984","North Rhine-Westphalia","Not Working","175","0.12557671100869","0.107549599096085","0.143603822921295"
"Several times a year","1984","Hesse","Full Time","109","0.177789335127124","0.146990687752957","0.208587982501292"
"Several times a year","1984","Hesse","Part Time","44","0.197725036455087","0.141679674547052","0.253770398363122"
"Several times a year","1984","Hesse","Not Working","61","0.11206269832945","0.0831418066304052","0.140983590028495"
"Several times a year","1984","Rhineland-Palatinate,Saarland","Full Time","74","0.2063708114695","0.165410296399388","0.247331326539612"
"Several times a year","1984","Rhineland-Palatinate,Saarland","Part Time","20","","",""
"Several times a year","1984","Rhineland-Palatinate,Saarland","Not Working","34","0.0797825687818165","0.0519089077736486","0.107656229789984"
"Several times a year","1984","Baden-Württemberg","Full Time","231","0.218505229586174","0.194704637166071","0.242305822006277"
"Several times a year","1984","Baden-Württemberg","Part Time","56","0.187342495554679","0.145371335324224","0.229313655785135"
"Several times a year","1984","Baden-Württemberg","Not Working","102","0.133867844020362","0.109383757816909","0.158351930223816"
"Several times a year","1984","Bavaria","Full Time","238","0.241800771348177","0.215169372624986","0.268432170071368"
"Several times a year","1984","Bavaria","Part Time","79","0.222615821911333","0.17915753310698","0.266074110715686"
"Several times a year","1984","Bavaria","Not Working","112","0.143328152703339","0.117553553786238","0.169102751620441"
"Several times a year","1984","Berlin","Full Time","45","0.204831447203441","0.150247321485748","0.259415572921133"
"Several times a year","1984","Berlin","Part Time","27","","",""
"Several times a year","1984","Berlin","Not Working","20","","",""
"Several times a year","1984","Brandenburg","Full Time","","","",""
"Several times a year","1984","Brandenburg","Part Time","","","",""
"Several times a year","1984","Brandenburg","Not Working","","","",""
"Several times a year","1984","Mecklenburg-Western Pomerania","Full Time","","","",""
"Several times a year","1984","Mecklenburg-Western Pomerania","Part Time","","","",""
"Several times a year","1984","Mecklenburg-Western Pomerania","Not Working","","","",""
"Several times a year","1984","Saxony","Full Time","","","",""
"Several times a year","1984","Saxony","Part Time","","","",""
"Several times a year","1984","Saxony","Not Working","","","",""
"Several times a year","1984","Saxony-Anhalt","Full Time","","","",""
"Several times a year","1984","Saxony-Anhalt","Part Time","","","",""
"Several times a year","1984","Saxony-Anhalt","Not Working","","","",""
"Several times a year","1984","Thuringia","Full Time","","","",""
"Several times a year","1984","Thuringia","Part Time","","","",""
"Several times a year","1984","Thuringia","Not Working","","","",""
"At least once a month","1984","Schleswig-Holstein","Full Time","53","0.309275267161901","0.240600283338246","0.377950250985555"
"At least once a month","1984","Schleswig-Holstein","Part Time","14","","",""
"At least once a month","1984","Schleswig-Holstein","Not Working","29","","",""
"At least once a month","1984","Hamburg","Full Time","32","0.26118946512028","0.19017713040968","0.332201799830879"
"At least once a month","1984","Hamburg","Part Time","11","","",""
"At least once a month","1984","Hamburg","Not Working","13","","",""
"At least once a month","1984","Lower Saxony","Full Time","118","0.255647019392271","0.21714048230367","0.294153556480872"
"At least once a month","1984","Lower Saxony","Part Time","42","0.215959989832182","0.158205394221847","0.273714585442518"
"At least once a month","1984","Lower Saxony","Not Working","80","0.145107106137244","0.114892771589898","0.17532144068459"
"At least once a month","1984","Bremen","Full Time","5","","",""
"At least once a month","1984","Bremen","Part Time","3","","",""
"At least once a month","1984","Bremen","Not Working","10","","",""
"At least once a month","1984","North Rhine-Westphalia","Full Time","263","0.208111969850787","0.187151716883339","0.229072222818234"
"At least once a month","1984","North Rhine-Westphalia","Part Time","96","0.224018634035222","0.1867972694838","0.261239998586644"
"At least once a month","1984","North Rhine-Westphalia","Not Working","194","0.141254151861067","0.122307011130122","0.160201292592012"
"At least once a month","1984","Hesse","Full Time","121","0.241085381169753","0.206629041877096","0.27554172046241"
"At least once a month","1984","Hesse","Part Time","30","0.175129118843905","0.121645671348473","0.228612566339337"
"At least once a month","1984","Hesse","Not Working","81","0.18529372592032","0.14967151436402","0.220915937476619"
"At least once a month","1984","Rhineland-Palatinate,Saarland","Full Time","78","0.213919075664202","0.17241499078549","0.255423160542914"
"At least once a month","1984","Rhineland-Palatinate,Saarland","Part Time","30","0.27032270123988","0.188070835784182","0.352574566695577"
"At least once a month","1984","Rhineland-Palatinate,Saarland","Not Working","53","0.135283882586228","0.100099123246737","0.170468641925719"
"At least once a month","1984","Baden-Württemberg","Full Time","179","0.185913484813959","0.163506442331128","0.20832052729679"
"At least once a month","1984","Baden-Württemberg","Part Time","57","0.190323967239421","0.148097822496606","0.232550111982236"
"At least once a month","1984","Baden-Württemberg","Not Working","83","0.102368732356558","0.0805722538822944","0.124165210830822"
"At least once a month","1984","Bavaria","Full Time","209","0.243835779305554","0.217128463309476","0.270543095301632"
"At least once a month","1984","Bavaria","Part Time","67","0.200604103784162","0.15877027418276","0.242437933385564"
"At least once a month","1984","Bavaria","Not Working","98","0.125805260521449","0.10141185634222","0.150198664700677"
"At least once a month","1984","Berlin","Full Time","37","0.204531608631953","0.149977165842541","0.259086051421366"
"At least once a month","1984","Berlin","Part Time","11","","",""
"At least once a month","1984","Berlin","Not Working","21","","",""
"At least once a month","1984","Brandenburg","Full Time","","","",""
"At least once a month","1984","Brandenburg","Part Time","","","",""
"At least once a month","1984","Brandenburg","Not Working","","","",""
"At least once a month","1984","Mecklenburg-Western Pomerania","Full Time","","","",""
"At least once a month","1984","Mecklenburg-Western Pomerania","Part Time","","","",""
"At least once a month","1984","Mecklenburg-Western Pomerania","Not Working","","","",""
"At least once a month","1984","Saxony","Full Time","","","",""
"At least once a month","1984","Saxony","Part Time","","","",""
"At least once a month","1984","Saxony","Not Working","","","",""
"At least once a month","1984","Saxony-Anhalt","Full Time","","","",""
"At least once a month","1984","Saxony-Anhalt","Part Time","","","",""
"At least once a month","1984","Saxony-Anhalt","Not Working","","","",""
"At least once a month","1984","Thuringia","Full Time","","","",""
"At least once a month","1984","Thuringia","Part Time","","","",""
"At least once a month","1984","Thuringia","Not Working","","","",""
"At lease once a week","1984","Schleswig-Holstein","Full Time","","","",""
"At lease once a week","1984","Schleswig-Holstein","Part Time","","","",""
"At lease once a week","1984","Schleswig-Holstein","Not Working","","","",""
"At lease once a week","1984","Hamburg","Full Time","","","",""
"At lease once a week","1984","Hamburg","Part Time","","","",""
"At lease once a week","1984","Hamburg","Not Working","","","",""
"At lease once a week","1984","Lower Saxony","Full Time","","","",""
"At lease once a week","1984","Lower Saxony","Part Time","","","",""
"At lease once a week","1984","Lower Saxony","Not Working","","","",""
"At lease once a week","1984","Bremen","Full Time","","","",""
"At lease once a week","1984","Bremen","Part Time","","","",""
"At lease once a week","1984","Bremen","Not Working","","","",""
"At lease once a week","1984","North Rhine-Westphalia","Full Time","","","",""
"At lease once a week","1984","North Rhine-Westphalia","Part Time","","","",""
"At lease once a week","1984","North Rhine-Westphalia","Not Working","","","",""
"At lease once a week","1984","Hesse","Full Time","","","",""
"At lease once a week","1984","Hesse","Part Time","","","",""
"At lease once a week","1984","Hesse","Not Working","","","",""
"At lease once a week","1984","Rhineland-Palatinate,Saarland","Full Time","","","",""
"At lease once a week","1984","Rhineland-Palatinate,Saarland","Part Time","","","",""
"At lease once a week","1984","Rhineland-Palatinate,Saarland","Not Working","","","",""
"At lease once a week","1984","Baden-Württemberg","Full Time","","","",""
"At lease once a week","1984","Baden-Württemberg","Part Time","","","",""
"At lease once a week","1984","Baden-Württemberg","Not Working","","","",""
"At lease once a week","1984","Bavaria","Full Time","","","",""
"At lease once a week","1984","Bavaria","Part Time","","","",""
"At lease once a week","1984","Bavaria","Not Working","","","",""
"At lease once a week","1984","Berlin","Full Time","","","",""
"At lease once a week","1984","Berlin","Part Time","","","",""
"At lease once a week","1984","Berlin","Not Working","","","",""
"At lease once a week","1984","Brandenburg","Full Time","","","",""
"At lease once a week","1984","Brandenburg","Part Time","","","",""
"At lease once a week","1984","Brandenburg","Not Working","","","",""
"At lease once a week","1984","Mecklenburg-Western Pomerania","Full Time","","","",""
"At lease once a week","1984","Mecklenburg-Western Pomerania","Part Time","","","",""
"At lease once a week","1984","Mecklenburg-Western Pomerania","Not Working","","","",""
"At lease once a week","1984","Saxony","Full Time","","","",""
"At lease once a week","1984","Saxony","Part Time","","","",""
"At lease once a week","1984","Saxony","Not Working","","","",""
"At lease once a week","1984","Saxony-Anhalt","Full Time","","","",""
"At lease once a week","1984","Saxony-Anhalt","Part Time","","","",""
"At lease once a week","1984","Saxony-Anhalt","Not Working","","","",""
"At lease once a week","1984","Thuringia","Full Time","","","",""
"At lease once a week","1984","Thuringia","Part Time","","","",""
"At lease once a week","1984","Thuringia","Not Working","","","",""
"Almost never or never","1985","Schleswig-Holstein","Full Time","72","0.4437533167859","0.364770826940662","0.522735806631138"
"Almost never or never","1985","Schleswig-Holstein","Part Time","33","0.511221259389242","0.387786230434636","0.634656288343848"
"Almost never or never","1985","Schleswig-Holstein","Not Working","87","0.684338052666031","0.605348667927899","0.763327437404164"
"Almost never or never","1985","Hamburg","Full Time","55","0.318003256967883","0.237009197822227","0.398997316113538"
"Almost never or never","1985","Hamburg","Part Time","19","","",""
"Almost never or never","1985","Hamburg","Not Working","75","0.711204050500759","0.625332587565068","0.79707551343645"
"Almost never or never","1985","Lower Saxony","Full Time","218","0.49038077097941","0.443456831532263","0.537304710426556"
"Almost never or never","1985","Lower Saxony","Part Time","105","0.554595822473296","0.482389065987965","0.626802578958627"
"Almost never or never","1985","Lower Saxony","Not Working","311","0.692701732074737","0.65116693307071","0.734236531078764"
"Almost never or never","1985","Bremen","Full Time","11","","",""
"Almost never or never","1985","Bremen","Part Time","14","","",""
"Almost never or never","1985","Bremen","Not Working","49","0.741235167759012","0.634766444269193","0.847703891248832"
"Almost never or never","1985","North Rhine-Westphalia","Full Time","698","0.494235939463407","0.466910399609084","0.52156147931773"
"Almost never or never","1985","North Rhine-Westphalia","Part Time","237","0.488417649602818","0.443178428307845","0.533656870897791"
"Almost never or never","1985","North Rhine-Westphalia","Not Working","811","0.699679463081981","0.673602031732522","0.72575689443144"
"Almost never or never","1985","Hesse","Full Time","301","0.510657397561551","0.467399965343228","0.553914829779874"
"Almost never or never","1985","Hesse","Part Time","101","0.497828407402094","0.426165702598865","0.569491112205323"
"Almost never or never","1985","Hesse","Not Working","297","0.732946477991374","0.69053384482273","0.775359111160018"
"Almost never or never","1985","Rhineland-Palatinate,Saarland","Full Time","169","0.460299829080794","0.406686134771457","0.51391352339013"
"Almost never or never","1985","Rhineland-Palatinate,Saarland","Part Time","59","0.576853773380334","0.481440766231823","0.672266780528845"
"Almost never or never","1985","Rhineland-Palatinate,Saarland","Not Working","239","0.757135570089779","0.710658044810276","0.803613095369282"
"Almost never or never","1985","Baden-Württemberg","Full Time","602","0.505641441577668","0.475018953679566","0.536263929475771"
"Almost never or never","1985","Baden-Württemberg","Part Time","200","0.56144115359972","0.508619219210517","0.614263087988923"
"Almost never or never","1985","Baden-Württemberg","Not Working","476","0.721626755365782","0.687815113223904","0.755438397507661"
"Almost never or never","1985","Bavaria","Full Time","448","0.470262732777372","0.437210821143342","0.503314644411402"
"Almost never or never","1985","Bavaria","Part Time","170","0.4399421957159","0.388808398893381","0.49107599253842"
"Almost never or never","1985","Bavaria","Not Working","434","0.701452927167675","0.666407358161073","0.736498496174277"
"Almost never or never","1985","Berlin","Full Time","86","0.472533972713662","0.396125779145645","0.548942166281678"
"Almost never or never","1985","Berlin","Part Time","41","0.49211852900133","0.381875639335477","0.602361418667183"
"Almost never or never","1985","Berlin","Not Working","86","0.741668583543156","0.663997076844965","0.819340090241346"
"Almost never or never","1985","Brandenburg","Full Time","","","",""
"Almost never or never","1985","Brandenburg","Part Time","","","",""
"Almost never or never","1985","Brandenburg","Not Working","","","",""
"Almost never or never","1985","Mecklenburg-Western Pomerania","Full Time","","","",""
"Almost never or never","1985","Mecklenburg-Western Pomerania","Part Time","","","",""
"Almost never or never","1985","Mecklenburg-Western Pomerania","Not Working","","","",""
"Almost never or never","1985","Saxony","Full Time","","","",""
"Almost never or never","1985","Saxony","Part Time","","","",""
"Almost never or never","1985","Saxony","Not Working","","","",""
"Almost never or never","1985","Saxony-Anhalt","Full Time","","","",""
"Almost never or never","1985","Saxony-Anhalt","Part Time","","","",""
"Almost never or never","1985","Saxony-Anhalt","Not Working","","","",""
"Almost never or never","1985","Thuringia","Full Time","","","",""
"Almost never or never","1985","Thuringia","Part Time","","","",""
"Almost never or never","1985","Thuringia","Not Working","","","",""
"Several times a year","1985","Schleswig-Holstein","Full Time","25","","",""
"Several times a year","1985","Schleswig-Holstein","Part Time","10","","",""
"Several times a year","1985","Schleswig-Holstein","Not Working","13","","",""
"Several times a year","1985","Hamburg","Full Time","14","","",""
"Several times a year","1985","Hamburg","Part Time","6","","",""
"Several times a year","1985","Hamburg","Not Working","5","","",""
"Several times a year","1985","Lower Saxony","Full Time","72","0.170381272219294","0.135090996751107","0.205671547687481"
"Several times a year","1985","Lower Saxony","Part Time","21","","",""
"Several times a year","1985","Lower Saxony","Not Working","49","0.0896463237740979","0.0639287355896617","0.115363911958534"
"Several times a year","1985","Bremen","Full Time","8","","",""
"Several times a year","1985","Bremen","Part Time","5","","",""
"Several times a year","1985","Bremen","Not Working","5","","",""
"Several times a year","1985","North Rhine-Westphalia","Full Time","206","0.167504008347347","0.147094559148066","0.187913457546628"
"Several times a year","1985","North Rhine-Westphalia","Part Time","77","0.158871511146992","0.125787675533598","0.191955346760386"
"Several times a year","1985","North Rhine-Westphalia","Not Working","113","0.0881927553589188","0.0720606627523186","0.104324847965519"
"Several times a year","1985","Hesse","Full Time","71","0.151917329741316","0.120856563726639","0.182978095755994"
"Several times a year","1985","Hesse","Part Time","28","","",""
"Several times a year","1985","Hesse","Not Working","34","0.0610039616169008","0.0380598709747567","0.0839480522590449"
"Several times a year","1985","Rhineland-Palatinate,Saarland","Full Time","56","0.183152108461137","0.141546142762849","0.224758074159425"
"Several times a year","1985","Rhineland-Palatinate,Saarland","Part Time","17","","",""
"Several times a year","1985","Rhineland-Palatinate,Saarland","Not Working","29","","",""
"Several times a year","1985","Baden-Württemberg","Full Time","154","0.180624843683556","0.157061970233802","0.20418771713331"
"Several times a year","1985","Baden-Württemberg","Part Time","47","0.139729467335787","0.102822380456113","0.17663655421546"
"Several times a year","1985","Baden-Württemberg","Not Working","48","0.0606960159851317","0.042683292610578","0.0787087393596854"
"Several times a year","1985","Bavaria","Full Time","138","0.160737770432536","0.136415514886739","0.185060025978333"
"Several times a year","1985","Bavaria","Part Time","59","0.174357523800388","0.135272519336561","0.213442528264216"
"Several times a year","1985","Bavaria","Not Working","72","0.0871994788645715","0.0655935806686307","0.108805377060512"
"Several times a year","1985","Berlin","Full Time","26","","",""
"Several times a year","1985","Berlin","Part Time","17","","",""
"Several times a year","1985","Berlin","Not Working","8","","",""
"Several times a year","1985","Brandenburg","Full Time","","","",""
"Several times a year","1985","Brandenburg","Part Time","","","",""
"Several times a year","1985","Brandenburg","Not Working","","","",""
"Several times a year","1985","Mecklenburg-Western Pomerania","Full Time","","","",""
"Several times a year","1985","Mecklenburg-Western Pomerania","Part Time","","","",""
"Several times a year","1985","Mecklenburg-Western Pomerania","Not Working","","","",""
"Several times a year","1985","Saxony","Full Time","","","",""
"Several times a year","1985","Saxony","Part Time","","","",""
"Several times a year","1985","Saxony","Not Working","","","",""
"Several times a year","1985","Saxony-Anhalt","Full Time","","","",""
"Several times a year","1985","Saxony-Anhalt","Part Time","","","",""
"Several times a year","1985","Saxony-Anhalt","Not Working","","","",""
"Several times a year","1985","Thuringia","Full Time","","","",""
"Several times a year","1985","Thuringia","Part Time","","","",""
"Several times a year","1985","Thuringia","Not Working","","","",""
"At least once a month","1985","Schleswig-Holstein","Full Time","7","","",""
"At least once a month","1985","Schleswig-Holstein","Part Time","2","","",""
"At least once a month","1985","Schleswig-Holstein","Not Working","8","","",""
"At least once a month","1985","Hamburg","Full Time","11","","",""
"At least once a month","1985","Hamburg","Part Time","","","",""
"At least once a month","1985","Hamburg","Not Working","9","","",""
"At least once a month","1985","Lower Saxony","Full Time","26","","",""
"At least once a month","1985","Lower Saxony","Part Time","5","","",""
"At least once a month","1985","Lower Saxony","Not Working","15","","",""
"At least once a month","1985","Bremen","Full Time","4","","",""
"At least once a month","1985","Bremen","Part Time","2","","",""
"At least once a month","1985","Bremen","Not Working","3","","",""
"At least once a month","1985","North Rhine-Westphalia","Full Time","67","0.0618595151402132","0.0486931831525175","0.0750258471279089"
"At least once a month","1985","North Rhine-Westphalia","Part Time","19","","",""
"At least once a month","1985","North Rhine-Westphalia","Not Working","43","0.030912183862261","0.0210659727733403","0.0407583949511818"
"At least once a month","1985","Hesse","Full Time","24","","",""
"At least once a month","1985","Hesse","Part Time","8","","",""
"At least once a month","1985","Hesse","Not Working","12","","",""
"At least once a month","1985","Rhineland-Palatinate,Saarland","Full Time","19","","",""
"At least once a month","1985","Rhineland-Palatinate,Saarland","Part Time","7","","",""
"At least once a month","1985","Rhineland-Palatinate,Saarland","Not Working","11","","",""
"At least once a month","1985","Baden-Württemberg","Full Time","60","0.0659887005048072","0.0507829112928807","0.0811944897167337"
"At least once a month","1985","Baden-Württemberg","Part Time","17","","",""
"At least once a month","1985","Baden-Württemberg","Not Working","30","0.0412596378496501","0.026255556296604","0.0562637194026962"
"At least once a month","1985","Bavaria","Full Time","55","0.0651652591187671","0.0488207635041262","0.081509754733408"
"At least once a month","1985","Bavaria","Part Time","31","0.0820670995308951","0.0537933233278703","0.11034087573392"
"At least once a month","1985","Bavaria","Not Working","24","","",""
"At least once a month","1985","Berlin","Full Time","11","","",""
"At least once a month","1985","Berlin","Part Time","8","","",""
"At least once a month","1985","Berlin","Not Working","4","","",""
"At least once a month","1985","Brandenburg","Full Time","","","",""
"At least once a month","1985","Brandenburg","Part Time","","","",""
"At least once a month","1985","Brandenburg","Not Working","","","",""
"At least once a month","1985","Mecklenburg-Western Pomerania","Full Time","","","",""
"At least once a month","1985","Mecklenburg-Western Pomerania","Part Time","","","",""
"At least once a month","1985","Mecklenburg-Western Pomerania","Not Working","","","",""
"At least once a month","1985","Saxony","Full Time","","","",""
"At least once a month","1985","Saxony","Part Time","","","",""
"At least once a month","1985","Saxony","Not Working","","","",""
"At least once a month","1985","Saxony-Anhalt","Full Time","","","",""
"At least once a month","1985","Saxony-Anhalt","Part Time","","","",""
"At least once a month","1985","Saxony-Anhalt","Not Working","","","",""
"At least once a month","1985","Thuringia","Full Time","","","",""
"At least once a month","1985","Thuringia","Part Time","","","",""
"At least once a month","1985","Thuringia","Not Working","","","",""
"At lease once a week","1985","Schleswig-Holstein","Full Time","48","0.340300744654857","0.264977200974929","0.415624288334784"
"At lease once a week","1985","Schleswig-Holstein","Part Time","18","","",""
"At lease once a week","1985","Schleswig-Holstein","Not Working","25","","",""
"At lease once a week","1985","Hamburg","Full Time","47","0.447170987731858","0.360698400462906","0.53364357500081"
"At lease once a week","1985","Hamburg","Part Time","17","","",""
"At lease once a week","1985","Hamburg","Not Working","18","","",""
"At lease once a week","1985","Lower Saxony","Full Time","120","0.283562170635372","0.241254584513526","0.325869756757217"
"At lease once a week","1985","Lower Saxony","Part Time","51","0.306337721620489","0.239366738392156","0.373308704848822"
"At lease once a week","1985","Lower Saxony","Not Working","99","0.190807405381909","0.15543354291117","0.226181267852648"
"At lease once a week","1985","Bremen","Full Time","4","","",""
"At lease once a week","1985","Bremen","Part Time","2","","",""
"At lease once a week","1985","Bremen","Not Working","8","","",""
"At lease once a week","1985","North Rhine-Westphalia","Full Time","315","0.276400537049033","0.251958006540853","0.300843067557213"
"At lease once a week","1985","North Rhine-Westphalia","Part Time","136","0.313031452282798","0.271062890703049","0.355000013862547"
"At lease once a week","1985","North Rhine-Westphalia","Not Working","220","0.181215597696839","0.159302423059423","0.203128772334256"
"At lease once a week","1985","Hesse","Full Time","117","0.290301914561426","0.251023750908015","0.329580078214836"
"At lease once a week","1985","Hesse","Part Time","50","0.32073111614396","0.253832259414619","0.387629972873302"
"At lease once a week","1985","Hesse","Not Working","75","0.179053907275898","0.142299521322609","0.215808293229188"
"At lease once a week","1985","Rhineland-Palatinate,Saarland","Full Time","88","0.30042852797271","0.251115044762513","0.349742011182908"
"At lease once a week","1985","Rhineland-Palatinate,Saarland","Part Time","20","","",""
"At lease once a week","1985","Rhineland-Palatinate,Saarland","Not Working","48","0.13374809460704","0.0968554219883774","0.170640767225702"
"At lease once a week","1985","Baden-Württemberg","Full Time","208","0.247745014233969","0.2213036954766","0.274186332991338"
"At lease once a week","1985","Baden-Württemberg","Part Time","75","0.255052288948557","0.208651458889699","0.301453119007415"
"At lease once a week","1985","Baden-Württemberg","Not Working","121","0.176417590799436","0.147662106983004","0.205173074615868"
"At lease once a week","1985","Bavaria","Full Time","235","0.303834237671325","0.27337838774749","0.334290087595159"
"At lease once a week","1985","Bavaria","Part Time","102","0.303633180952816","0.256264918415475","0.351001443490157"
"At lease once a week","1985","Bavaria","Not Working","125","0.175991987874991","0.146828490365894","0.205155485384089"
"At lease once a week","1985","Berlin","Full Time","41","0.291651192624621","0.222087659948983","0.361214725300259"
"At lease once a week","1985","Berlin","Part Time","13","","",""
"At lease once a week","1985","Berlin","Not Working","24","","",""
"At lease once a week","1985","Brandenburg","Full Time","","","",""
"At lease once a week","1985","Brandenburg","Part Time","","","",""
"At lease once a week","1985","Brandenburg","Not Working","","","",""
"At lease once a week","1985","Mecklenburg-Western Pomerania","Full Time","","","",""
"At lease once a week","1985","Mecklenburg-Western Pomerania","Part Time","","","",""
"At lease once a week","1985","Mecklenburg-Western Pomerania","Not Working","","","",""
"At lease once a week","1985","Saxony","Full Time","","","",""
"At lease once a week","1985","Saxony","Part Time","","","",""
"At lease once a week","1985","Saxony","Not Working","","","",""
"At lease once a week","1985","Saxony-Anhalt","Full Time","","","",""
"At lease once a week","1985","Saxony-Anhalt","Part Time","","","",""
"At lease once a week","1985","Saxony-Anhalt","Not Working","","","",""
"At lease once a week","1985","Thuringia","Full Time","","","",""
"At lease once a week","1985","Thuringia","Part Time","","","",""
"At lease once a week","1985","Thuringia","Not Working","","","",""
"Almost never or never","1986","Schleswig-Holstein","Full Time","73","0.49719344826648","0.414665376660232","0.579721519872727"
"Almost never or never","1986","Schleswig-Holstein","Part Time","34","0.440280880920648","0.326403716297554","0.554158045543741"
"Almost never or never","1986","Schleswig-Holstein","Not Working","71","0.710259455809725","0.623900316314347","0.796618595305103"
"Almost never or never","1986","Hamburg","Full Time","54","0.393014967845209","0.303356935899844","0.482672999790574"
"Almost never or never","1986","Hamburg","Part Time","13","","",""
"Almost never or never","1986","Hamburg","Not Working","76","0.783974695226378","0.703716250447703","0.864233140005052"
"Almost never or never","1986","Lower Saxony","Full Time","225","0.48867727865086","0.442543562492808","0.534810994808913"
