"m11104","year","age_gr","sex","n","percent","lower_confidence","upper_confidence"
"At lease once a week","1998","16-34 y.","Female","837","0.37566127360514","0.356484594580364","0.394837952629916"
"At lease once a week","1998","35-65 y.","Male","941","0.286450088879032","0.271896387591017","0.301003790167047"
"At lease once a week","1998","35-65 y.","Female","917","0.292339661343167","0.277836141550654","0.306843181135679"
"At lease once a week","1998","66 and older","Male","92","0.13632699877","0.11181852812581","0.16083546941419"
"At lease once a week","1998","66 and older","Female","141","0.135731851993444","0.115555649782799","0.155908054204089"
"Almost never or never","1999","16-34 y.","Male","540","0.2328980368896","0.215471811275823","0.250324262503376"
"Almost never or never","1999","16-34 y.","Female","805","0.316662983282162","0.297803279904107","0.335522686660216"
"Almost never or never","1999","35-65 y.","Male","1783","0.458663053243221","0.442356464582495","0.474969641903948"
"Almost never or never","1999","35-65 y.","Female","2022","0.50358804588387","0.48738764699116","0.51978844477658"
"Almost never or never","1999","66 and older","Male","589","0.777229590485495","0.747147512252198","0.807311668718791"
"Almost never or never","1999","66 and older","Female","895","0.84016718504324","0.818023186064357","0.862311184022123"
"Several times a year","1999","16-34 y.","Male","594","0.246889668084053","0.229112006601664","0.264667329566441"
"Several times a year","1999","16-34 y.","Female","656","0.270329978037159","0.252323486910716","0.288336469163601"
"Several times a year","1999","35-65 y.","Male","774","0.223340226789712","0.209710684079791","0.236969769499633"
"Several times a year","1999","35-65 y.","Female","665","0.181485725743241","0.168997485315752","0.19397396617073"
"Several times a year","1999","66 and older","Male","52","0.0859456650780752","0.0656827270528807","0.10620860310327"
"Several times a year","1999","66 and older","Female","40","0.0456907120425695","0.0330724727382476","0.0583089513468914"
"At least once a month","1999","16-34 y.","Male","255","0.10732721708219","0.094565916080615","0.120088518083764"
"At least once a month","1999","16-34 y.","Female","217","0.0905365259528897","0.078902680813152","0.102170371092627"
"At least once a month","1999","35-65 y.","Male","233","0.066174250381823","0.0580392076148644","0.0743092931487816"
"At least once a month","1999","35-65 y.","Female","186","0.0575972577347254","0.0500483162282757","0.0651461992411752"
"At least once a month","1999","66 and older","Male","22","","",""
"At least once a month","1999","66 and older","Female","14","","",""
"At lease once a week","1999","16-34 y.","Male","871","0.412885077944158","0.392586293845113","0.433183862043203"
"At lease once a week","1999","16-34 y.","Female","659","0.32247051272779","0.303519700018851","0.341421325436728"
"At lease once a week","1999","35-65 y.","Male","797","0.251822469585244","0.23761777263897","0.266027166531517"
"At lease once a week","1999","35-65 y.","Female","786","0.257328970638164","0.24316420252755","0.271493738748777"
"At lease once a week","1999","66 and older","Male","72","0.110564016201737","0.0878931208488889","0.133234911554585"
"At lease once a week","1999","66 and older","Female","103","0.097642449145018","0.079705487411442","0.115579410878594"
"Almost never or never","2000","16-34 y.","Male","","","",""
"Almost never or never","2000","16-34 y.","Female","","","",""
"Almost never or never","2000","35-65 y.","Male","","","",""
"Almost never or never","2000","35-65 y.","Female","","","",""
"Almost never or never","2000","66 and older","Male","","","",""
"Almost never or never","2000","66 and older","Female","","","",""
"Several times a year","2000","16-34 y.","Male","","","",""
"Several times a year","2000","16-34 y.","Female","","","",""
"Several times a year","2000","35-65 y.","Male","","","",""
"Several times a year","2000","35-65 y.","Female","","","",""
"Several times a year","2000","66 and older","Male","","","",""
"Several times a year","2000","66 and older","Female","","","",""
"At least once a month","2000","16-34 y.","Male","","","",""
"At least once a month","2000","16-34 y.","Female","","","",""
"At least once a month","2000","35-65 y.","Male","","","",""
"At least once a month","2000","35-65 y.","Female","","","",""
"At least once a month","2000","66 and older","Male","","","",""
"At least once a month","2000","66 and older","Female","","","",""
"At lease once a week","2000","16-34 y.","Male","","","",""
"At lease once a week","2000","16-34 y.","Female","","","",""
"At lease once a week","2000","35-65 y.","Male","","","",""
"At lease once a week","2000","35-65 y.","Female","","","",""
"At lease once a week","2000","66 and older","Male","","","",""
"At lease once a week","2000","66 and older","Female","","","",""
"Almost never or never","2001","16-34 y.","Male","822","0.267707876299817","0.251913979699068","0.283501772900566"
"Almost never or never","2001","16-34 y.","Female","1142","0.341147122562516","0.324840199338422","0.357454045786609"
"Almost never or never","2001","35-65 y.","Male","2982","0.481476561935815","0.468843205182686","0.494109918688944"
"Almost never or never","2001","35-65 y.","Female","3253","0.505452063951286","0.492997977588549","0.517906150314023"
"Almost never or never","2001","66 and older","Male","1129","0.769279985443662","0.74767729537115","0.790882675516175"
"Almost never or never","2001","66 and older","Female","1578","0.824491852789083","0.807529489711349","0.841454215866818"
"Several times a year","2001","16-34 y.","Male","659","0.215305437786302","0.200643399294457","0.229967476278146"
"Several times a year","2001","16-34 y.","Female","770","0.227864161367935","0.213436637074721","0.24229168566115"
"Several times a year","2001","35-65 y.","Male","1141","0.189312616506278","0.179407411348644","0.199217821663912"
"Several times a year","2001","35-65 y.","Female","941","0.151026793395414","0.1421072693236","0.159946317467229"
"Several times a year","2001","66 and older","Male","98","0.0726532078888512","0.0593434097955542","0.0859630059821481"
"Several times a year","2001","66 and older","Female","83","0.0395062968655724","0.0308201943155884","0.0481923994155564"
"At least once a month","2001","16-34 y.","Male","302","0.102721394492048","0.0918918386738205","0.113550950310275"
"At least once a month","2001","16-34 y.","Female","277","0.0833700549071341","0.073861620586566","0.0928784892277023"
"At least once a month","2001","35-65 y.","Male","400","0.0687889130972485","0.0623896453476159","0.075188180846881"
"At least once a month","2001","35-65 y.","Female","311","0.055275290914758","0.0495830162879349","0.0609675655415811"
"At least once a month","2001","66 and older","Male","43","0.0289314924095879","0.0203367406713593","0.0375262441478166"
"At least once a month","2001","66 and older","Female","39","0.0180026582265536","0.012073841788221","0.0239314746648863"
"At lease once a week","2001","16-34 y.","Male","1236","0.414265291421834","0.396693894533363","0.431836688310304"
"At lease once a week","2001","16-34 y.","Female","1058","0.347618661162415","0.331238836338334","0.363998485986495"
"At lease once a week","2001","35-65 y.","Male","1486","0.260421908460658","0.249325619278363","0.271518197642953"
"At lease once a week","2001","35-65 y.","Female","1686","0.288245851738542","0.276963120958452","0.299528582518632"
"At lease once a week","2001","66 and older","Male","191","0.129135314257898","0.111939575646134","0.146331052869663"
"At lease once a week","2001","66 and older","Female","232","0.117999192118791","0.103613904870049","0.132384479367532"
"Almost never or never","2002","16-34 y.","Male","","","",""
"Almost never or never","2002","16-34 y.","Female","","","",""
"Almost never or never","2002","35-65 y.","Male","","","",""
"Almost never or never","2002","35-65 y.","Female","","","",""
"Almost never or never","2002","66 and older","Male","","","",""
"Almost never or never","2002","66 and older","Female","","","",""
"Several times a year","2002","16-34 y.","Male","","","",""
"Several times a year","2002","16-34 y.","Female","","","",""
"Several times a year","2002","35-65 y.","Male","","","",""
"Several times a year","2002","35-65 y.","Female","","","",""
"Several times a year","2002","66 and older","Male","","","",""
"Several times a year","2002","66 and older","Female","","","",""
"At least once a month","2002","16-34 y.","Male","","","",""
"At least once a month","2002","16-34 y.","Female","","","",""
"At least once a month","2002","35-65 y.","Male","","","",""
"At least once a month","2002","35-65 y.","Female","","","",""
"At least once a month","2002","66 and older","Male","","","",""
"At least once a month","2002","66 and older","Female","","","",""
"At lease once a week","2002","16-34 y.","Male","","","",""
"At lease once a week","2002","16-34 y.","Female","","","",""
"At lease once a week","2002","35-65 y.","Male","","","",""
"At lease once a week","2002","35-65 y.","Female","","","",""
"At lease once a week","2002","66 and older","Male","","","",""
"At lease once a week","2002","66 and older","Female","","","",""
"Almost never or never","2003","16-34 y.","Male","544","0.204824461577825","0.189892162684206","0.219756760471445"
"Almost never or never","2003","16-34 y.","Female","774","0.256703885153434","0.241196528979256","0.272211241327612"
"Almost never or never","2003","35-65 y.","Male","2125","0.357560275470056","0.345626353011062","0.36949419792905"
"Almost never or never","2003","35-65 y.","Female","2294","0.371617043822299","0.359801015163538","0.38343307248106"
"Almost never or never","2003","66 and older","Male","1067","0.653551821847981","0.630695827085495","0.676407816610468"
"Almost never or never","2003","66 and older","Female","1470","0.731613500590542","0.712275287996775","0.750951713184309"
"Several times a year","2003","16-34 y.","Male","594","0.210957469710218","0.195861816233989","0.226053123186448"
"Several times a year","2003","16-34 y.","Female","745","0.238261333158919","0.223137203420706","0.253385462897132"
"Several times a year","2003","35-65 y.","Male","1441","0.2328671445704","0.222343121604384","0.243391167536416"
"Several times a year","2003","35-65 y.","Female","1192","0.191003400883754","0.181391585446963","0.200615216320545"
"Several times a year","2003","66 and older","Male","172","0.105331358330392","0.0905861496842582","0.120076566976525"
"Several times a year","2003","66 and older","Female","136","0.0682699510900516","0.0572633053430543","0.0792765968370489"
"At least once a month","2003","16-34 y.","Male","325","0.114170426015986","0.10240368604714","0.125937165984832"
"At least once a month","2003","16-34 y.","Female","297","0.0975991758763529","0.0870634751288298","0.108134876623876"
"At least once a month","2003","35-65 y.","Male","541","0.0937301913545387","0.0864731283359223","0.100987254373155"
"At least once a month","2003","35-65 y.","Female","451","0.0659265326015406","0.0598587199888498","0.0719943452142314"
"At least once a month","2003","66 and older","Male","66","0.0375761111958631","0.0284417099388707","0.0467105124528556"
"At least once a month","2003","66 and older","Female","54","0.0285241764998188","0.0212594762753016","0.0357888767243361"
"At lease once a week","2003","16-34 y.","Male","1343","0.470047642695971","0.451580759114162","0.488514526277779"
"At lease once a week","2003","16-34 y.","Female","1232","0.407435605811294","0.389991935274457","0.424879276348131"
"At lease once a week","2003","35-65 y.","Male","2089","0.315842388605006","0.30426779702044","0.327416980189571"
"At lease once a week","2003","35-65 y.","Female","2488","0.371453022692406","0.359638060275232","0.38326798510958"
"At lease once a week","2003","66 and older","Male","360","0.203540708625764","0.184201067774592","0.222880349476935"
"At lease once a week","2003","66 and older","Female","357","0.171592371819588","0.155138573290682","0.188046170348493"
"Almost never or never","2004","16-34 y.","Male","","","",""
"Almost never or never","2004","16-34 y.","Female","","","",""
"Almost never or never","2004","35-65 y.","Male","","","",""
"Almost never or never","2004","35-65 y.","Female","","","",""
"Almost never or never","2004","66 and older","Male","","","",""
"Almost never or never","2004","66 and older","Female","","","",""
"Several times a year","2004","16-34 y.","Male","","","",""
"Several times a year","2004","16-34 y.","Female","","","",""
"Several times a year","2004","35-65 y.","Male","","","",""
"Several times a year","2004","35-65 y.","Female","","","",""
"Several times a year","2004","66 and older","Male","","","",""
"Several times a year","2004","66 and older","Female","","","",""
"At least once a month","2004","16-34 y.","Male","","","",""
"At least once a month","2004","16-34 y.","Female","","","",""
"At least once a month","2004","35-65 y.","Male","","","",""
"At least once a month","2004","35-65 y.","Female","","","",""
"At least once a month","2004","66 and older","Male","","","",""
"At least once a month","2004","66 and older","Female","","","",""
"At lease once a week","2004","16-34 y.","Male","","","",""
"At lease once a week","2004","16-34 y.","Female","","","",""
"At lease once a week","2004","35-65 y.","Male","","","",""
"At lease once a week","2004","35-65 y.","Female","","","",""
"At lease once a week","2004","66 and older","Male","","","",""
"At lease once a week","2004","66 and older","Female","","","",""
"Almost never or never","2005","16-34 y.","Male","512","0.20314669557709","0.187509135863627","0.218784255290552"
"Almost never or never","2005","16-34 y.","Female","749","0.272181452356065","0.25560063745354","0.28876226725859"
"Almost never or never","2005","35-65 y.","Male","2196","0.41511486962587","0.402219766895324","0.428009972356415"
"Almost never or never","2005","35-65 y.","Female","2315","0.398657424727428","0.386238458087512","0.411076391367343"
"Almost never or never","2005","66 and older","Male","1144","0.673355249368349","0.65124922924277","0.695461269493927"
"Almost never or never","2005","66 and older","Female","1472","0.741868789383236","0.722925518486976","0.760812060279497"
"Several times a year","2005","16-34 y.","Male","576","0.227212840738079","0.210926583306115","0.243499098170043"
"Several times a year","2005","16-34 y.","Female","694","0.254446991529401","0.23822130909508","0.270672673963722"
"Several times a year","2005","35-65 y.","Male","1228","0.219293731558221","0.208465380854374","0.230122082262069"
"Several times a year","2005","35-65 y.","Female","1110","0.189966347959643","0.180016546311941","0.199916149607345"
"Several times a year","2005","66 and older","Male","152","0.091123923396775","0.0775589440903678","0.104688902703182"
"Several times a year","2005","66 and older","Female","115","0.051439343382938","0.0418772843104273","0.0610014024554487"
"At least once a month","2005","16-34 y.","Male","298","0.125380238522891","0.112509629442927","0.138250847602855"
"At least once a month","2005","16-34 y.","Female","309","0.111551879476872","0.0998239990194118","0.123279759934332"
"At least once a month","2005","35-65 y.","Male","469","0.0848522959388121","0.0775596896563724","0.0921449022212517"
"At least once a month","2005","35-65 y.","Female","406","0.074690266742143","0.0680221971169615","0.0813583363673246"
"At least once a month","2005","66 and older","Male","73","0.0402195440065289","0.0309586030218207","0.0494804849912371"
"At least once a month","2005","66 and older","Female","72","0.0301529400207646","0.0227502831525566","0.0375555968889726"
"At lease once a week","2005","16-34 y.","Male","1157","0.444260225161941","0.424948131123641","0.463572319200241"
"At lease once a week","2005","16-34 y.","Female","1016","0.361819676637662","0.343918447831745","0.379720905443579"
"At lease once a week","2005","35-65 y.","Male","1716","0.280739102877097","0.268979299780441","0.292498905973754"
"At lease once a week","2005","35-65 y.","Female","2140","0.336685960570786","0.32469934288303","0.348672578258542"
"At lease once a week","2005","66 and older","Male","360","0.195301283228347","0.176615134672676","0.213987431784019"
"At lease once a week","2005","66 and older","Female","391","0.176538927213061","0.160034025633515","0.193043828792607"
"Almost never or never","2006","16-34 y.","Male","","","",""
"Almost never or never","2006","16-34 y.","Female","","","",""
"Almost never or never","2006","35-65 y.","Male","","","",""
"Almost never or never","2006","35-65 y.","Female","","","",""
"Almost never or never","2006","66 and older","Male","","","",""
"Almost never or never","2006","66 and older","Female","","","",""
"Several times a year","2006","16-34 y.","Male","","","",""
"Several times a year","2006","16-34 y.","Female","","","",""
"Several times a year","2006","35-65 y.","Male","","","",""
"Several times a year","2006","35-65 y.","Female","","","",""
"Several times a year","2006","66 and older","Male","","","",""
"Several times a year","2006","66 and older","Female","","","",""
"At least once a month","2006","16-34 y.","Male","","","",""
"At least once a month","2006","16-34 y.","Female","","","",""
"At least once a month","2006","35-65 y.","Male","","","",""
"At least once a month","2006","35-65 y.","Female","","","",""
"At least once a month","2006","66 and older","Male","","","",""
"At least once a month","2006","66 and older","Female","","","",""
"At lease once a week","2006","16-34 y.","Male","","","",""
"At lease once a week","2006","16-34 y.","Female","","","",""
"At lease once a week","2006","35-65 y.","Male","","","",""
"At lease once a week","2006","35-65 y.","Female","","","",""
"At lease once a week","2006","66 and older","Male","","","",""
"At lease once a week","2006","66 and older","Female","","","",""
"Almost never or never","2007","16-34 y.","Male","471","0.215106947103022","0.198098575033329","0.232115319172716"
"Almost never or never","2007","16-34 y.","Female","688","0.281912005339712","0.264182612548383","0.29964139813104"
"Almost never or never","2007","35-65 y.","Male","2074","0.385655021436104","0.372779418641642","0.398530624230567"
"Almost never or never","2007","35-65 y.","Female","2164","0.376305931648565","0.363987991028866","0.388623872268264"
"Almost never or never","2007","66 and older","Male","1278","0.641250360397307","0.620396052222603","0.66210466857201"
"Almost never or never","2007","66 and older","Female","1532","0.68661406065153","0.667742551989796","0.705485569313264"
"Several times a year","2007","16-34 y.","Male","483","0.219202073574258","0.202077414205054","0.236326732943461"
"Several times a year","2007","16-34 y.","Female","559","0.230177602470799","0.21359032743981","0.246764877501787"
"Several times a year","2007","35-65 y.","Male","1184","0.22093058537116","0.209956257836308","0.231904912906011"
"Several times a year","2007","35-65 y.","Female","1061","0.18612429454065","0.176228234033479","0.196020355047821"
"Several times a year","2007","66 and older","Male","194","0.0918007963440894","0.0792462789744548","0.104355313713724"
"Several times a year","2007","66 and older","Female","159","0.0670363639273017","0.0568622146799281","0.0772105131746752"
"At least once a month","2007","16-34 y.","Male","271","0.119492420241517","0.106065790427846","0.132919050055188"
"At least once a month","2007","16-34 y.","Female","272","0.111581825306082","0.099175199282153","0.12398845133001"
"At least once a month","2007","35-65 y.","Male","443","0.0796642922292727","0.0725017547746985","0.0868268296838468"
"At least once a month","2007","35-65 y.","Female","381","0.0591403246821409","0.0531426066145009","0.065138042749781"
"At least once a month","2007","66 and older","Male","72","0.0343127036215515","0.0263980490010866","0.0422273582420164"
"At least once a month","2007","66 and older","Female","66","0.024549929274114","0.018254314212355","0.030845544335873"
"At lease once a week","2007","16-34 y.","Male","1017","0.446198559081203","0.425622063592542","0.466775054569865"
"At lease once a week","2007","16-34 y.","Female","955","0.376328566883408","0.357238398343238","0.395418735423578"
"At lease once a week","2007","35-65 y.","Male","1789","0.313750100963463","0.301475849888968","0.326024352037959"
"At lease once a week","2007","35-65 y.","Female","2336","0.378429449128644","0.36609784867436","0.390761049582928"
"At lease once a week","2007","66 and older","Male","488","0.232636139637052","0.214265448249747","0.251006831024358"
"At lease once a week","2007","66 and older","Female","564","0.221799646147055","0.204897702194318","0.238701590099792"
"Almost never or never","2008","16-34 y.","Male","371","0.186316473136638","0.169559440936764","0.203073505336511"
"Almost never or never","2008","16-34 y.","Female","504","0.211168729554076","0.194401209868536","0.227936249239615"
"Almost never or never","2008","35-65 y.","Male","1525","0.303438435986088","0.290814608651172","0.316062263321005"
"Almost never or never","2008","35-65 y.","Female","1571","0.297444308003634","0.285417654215792","0.309470961791475"
"Almost never or never","2008","66 and older","Male","1047","0.509706897991217","0.487997852754338","0.531415943228097"
"Almost never or never","2008","66 and older","Female","1352","0.60683253007117","0.586839929959885","0.626825130182454"
"Several times a year","2008","16-34 y.","Male","392","0.186378004009382","0.169618838740649","0.203137169278116"
"Several times a year","2008","16-34 y.","Female","518","0.236844435383942","0.219378168472991","0.254310702294894"
"Several times a year","2008","35-65 y.","Male","1204","0.241034030931888","0.229289752731801","0.252778309131975"
"Several times a year","2008","35-65 y.","Female","1076","0.20001829784508","0.189494403246254","0.210542192443906"
"Several times a year","2008","66 and older","Male","274","0.136212087745646","0.12131628329257","0.151107892198722"
"Several times a year","2008","66 and older","Female","187","0.0877136523947462","0.0761353403706909","0.0992919644188014"
"At least once a month","2008","16-34 y.","Male","236","0.117601455052179","0.103737649636842","0.131465260467516"
"At least once a month","2008","16-34 y.","Female","260","0.115393364476557","0.102267513277895","0.128519215675218"
"At least once a month","2008","35-65 y.","Male","453","0.0904812968023417","0.0826042899699506","0.0983583036347328"
"At least once a month","2008","35-65 y.","Female","397","0.0722091287914094","0.0653995115804076","0.0790187460024113"
"At least once a month","2008","66 and older","Male","78","0.0407006208215504","0.0321197734916421","0.0492814681514588"
"At least once a month","2008","66 and older","Female","67","0.027685814340506","0.0209703194075603","0.0344013092734516"
"At lease once a week","2008","16-34 y.","Male","1075","0.509704067801801","0.488189535484797","0.531218600118805"
"At lease once a week","2008","16-34 y.","Female","994","0.436593470585425","0.416217818414829","0.456969122756022"
"At lease once a week","2008","35-65 y.","Male","1913","0.365046236279682","0.351826554979135","0.378265917580229"
"At lease once a week","2008","35-65 y.","Female","2506","0.430328265359877","0.417302181441329","0.443354349278424"
"At lease once a week","2008","66 and older","Male","638","0.313380393441586","0.293236352865195","0.333524434017978"
"At lease once a week","2008","66 and older","Female","687","0.277768003193578","0.259435341062599","0.296100665324558"
"Almost never or never","2009","16-34 y.","Male","353","0.178205778864598","0.161065963668849","0.195345594060347"
"Almost never or never","2009","16-34 y.","Female","495","0.223983952436922","0.206023936345911","0.241943968527932"
"Almost never or never","2009","35-65 y.","Male","1663","0.35304224678934","0.339389271884391","0.36669522169429"
"Almost never or never","2009","35-65 y.","Female","1808","0.3687531631725","0.355577581400533","0.381928744944467"
"Almost never or never","2009","66 and older","Male","1201","0.616395071857213","0.594992872664271","0.637797271050156"
"Almost never or never","2009","66 and older","Female","1404","0.65618875252084","0.636345516371881","0.676031988669798"
"Several times a year","2009","16-34 y.","Male","425","0.233843021277889","0.214885358681772","0.252800683874005"
"Several times a year","2009","16-34 y.","Female","472","0.206379201352777","0.188944986148506","0.223813416557047"
"Several times a year","2009","35-65 y.","Male","1055","0.222436404418022","0.210555571600905","0.234317237235138"
"Several times a year","2009","35-65 y.","Female","934","0.183776151659503","0.173199418870103","0.194352884448903"
"Several times a year","2009","66 and older","Male","202","0.105049720626844","0.0915543865874936","0.118545054666195"
"Several times a year","2009","66 and older","Female","131","0.0560165071839397","0.0464097175110239","0.0656232968568556"
"At least once a month","2009","16-34 y.","Male","240","0.112349094359495","0.0982051809105698","0.12649300780842"
"At least once a month","2009","16-34 y.","Female","245","0.138176417653843","0.123310590818033","0.153042244489653"
"At least once a month","2009","35-65 y.","Male","386","0.0903084906102438","0.0821203111161012","0.0984966701043865"
"At least once a month","2009","35-65 y.","Female","330","0.060322604159088","0.0538208319918074","0.0668243763263685"
"At least once a month","2009","66 and older","Male","74","0.0415607707177072","0.032776396656448","0.0503451447789665"
"At least once a month","2009","66 and older","Female","61","0.0273937350754445","0.0205745539371748","0.0342129162137141"
"At lease once a week","2009","16-34 y.","Male","897","0.475602105498018","0.453234677097988","0.497969533898049"
"At lease once a week","2009","16-34 y.","Female","858","0.431460428556459","0.410124391721952","0.452796465390965"
"At lease once a week","2009","35-65 y.","Male","1603","0.334212858182394","0.320737036026031","0.347688680338757"
"At lease once a week","2009","35-65 y.","Female","2079","0.387148081008909","0.37384602884145","0.400450133176368"
"At lease once a week","2009","66 and older","Male","506","0.236994436798235","0.218278151273523","0.255710722322947"
"At lease once a week","2009","66 and older","Female","605","0.260401005219776","0.242066991413696","0.278735019025856"
"Almost never or never","2010","16-34 y.","Male","","","",""
"Almost never or never","2010","16-34 y.","Female","","","",""
"Almost never or never","2010","35-65 y.","Male","","","",""
"Almost never or never","2010","35-65 y.","Female","","","",""
"Almost never or never","2010","66 and older","Male","","","",""
"Almost never or never","2010","66 and older","Female","","","",""
"Several times a year","2010","16-34 y.","Male","","","",""
"Several times a year","2010","16-34 y.","Female","","","",""
"Several times a year","2010","35-65 y.","Male","","","",""
"Several times a year","2010","35-65 y.","Female","","","",""
"Several times a year","2010","66 and older","Male","","","",""
"Several times a year","2010","66 and older","Female","","","",""
"At least once a month","2010","16-34 y.","Male","","","",""
"At least once a month","2010","16-34 y.","Female","","","",""
"At least once a month","2010","35-65 y.","Male","","","",""
"At least once a month","2010","35-65 y.","Female","","","",""
"At least once a month","2010","66 and older","Male","","","",""
"At least once a month","2010","66 and older","Female","","","",""
"At lease once a week","2010","16-34 y.","Male","","","",""
"At lease once a week","2010","16-34 y.","Female","","","",""
"At lease once a week","2010","35-65 y.","Male","","","",""
"At lease once a week","2010","35-65 y.","Female","","","",""
"At lease once a week","2010","66 and older","Male","","","",""
"At lease once a week","2010","66 and older","Female","","","",""
"Almost never or never","2011","16-34 y.","Male","779","0.225276388246568","0.210087306495042","0.240465469998095"
"Almost never or never","2011","16-34 y.","Female","1469","0.275136256037187","0.261131225113379","0.289141286960995"
"Almost never or never","2011","35-65 y.","Male","2883","0.388786974100038","0.377734671843292","0.399839276356784"
"Almost never or never","2011","35-65 y.","Female","3374","0.372099313290463","0.362074576938269","0.382124049642658"
"Almost never or never","2011","66 and older","Male","1457","0.612778629903554","0.593572353148406","0.631984906658701"
"Almost never or never","2011","66 and older","Female","1623","0.635695143705141","0.617499342434569","0.653890944975712"
"Several times a year","2011","16-34 y.","Male","541","0.198795106260856","0.184284855184422","0.21330535733729"
"Several times a year","2011","16-34 y.","Female","764","0.202771619281531","0.190162727084133","0.215380511478929"
"Several times a year","2011","35-65 y.","Male","1440","0.196389198246949","0.187382154309058","0.20539624218484"
"Several times a year","2011","35-65 y.","Female","1467","0.170864154153106","0.163058013495761","0.178670294810451"
"Several times a year","2011","66 and older","Male","220","0.086528720636007","0.0754436284751338","0.0976138127968802"
"Several times a year","2011","66 and older","Female","164","0.0585938429094347","0.0497135198331153","0.067474165985754"
"At least once a month","2011","16-34 y.","Male","266","0.0967526296826634","0.0860044472852376","0.107500812080089"
"At least once a month","2011","16-34 y.","Female","301","0.088697521846938","0.079781543805296","0.09761349988858"
"At least once a month","2011","35-65 y.","Male","552","0.074588822258185","0.0686321343670877","0.0805455101492823"
"At least once a month","2011","35-65 y.","Female","555","0.0625726010059095","0.0575496496561564","0.0675955523556626"
"At least once a month","2011","66 and older","Male","75","0.0299891969632176","0.0232643497437838","0.0367140441826513"
"At least once a month","2011","66 and older","Female","66","0.0236815122884174","0.0179322154660741","0.0294308091107607"
"At lease once a week","2011","16-34 y.","Male","1320","0.479175875809912","0.461012636509499","0.497339115110325"
"At lease once a week","2011","16-34 y.","Female","1372","0.433394602834344","0.417854135514756","0.448935070153933"
"At lease once a week","2011","35-65 y.","Male","2598","0.340235005394828","0.329493015692112","0.350976995097543"
"At lease once a week","2011","35-65 y.","Female","3535","0.394463931550521","0.384327812466715","0.404600050634327"
"At lease once a week","2011","66 and older","Male","719","0.270703452497222","0.253184396754539","0.288222508239904"
"At lease once a week","2011","66 and older","Female","834","0.282029501097007","0.265015172063773","0.299043830130242"
"Almost never or never","2012","16-34 y.","Male","","","",""
"Almost never or never","2012","16-34 y.","Female","","","",""
"Almost never or never","2012","35-65 y.","Male","","","",""
"Almost never or never","2012","35-65 y.","Female","","","",""
"Almost never or never","2012","66 and older","Male","","","",""
"Almost never or never","2012","66 and older","Female","","","",""
"Several times a year","2012","16-34 y.","Male","","","",""
"Several times a year","2012","16-34 y.","Female","","","",""
"Several times a year","2012","35-65 y.","Male","","","",""
"Several times a year","2012","35-65 y.","Female","","","",""
"Several times a year","2012","66 and older","Male","","","",""
"Several times a year","2012","66 and older","Female","","","",""
"At least once a month","2012","16-34 y.","Male","","","",""
"At least once a month","2012","16-34 y.","Female","","","",""
"At least once a month","2012","35-65 y.","Male","","","",""
"At least once a month","2012","35-65 y.","Female","","","",""
"At least once a month","2012","66 and older","Male","","","",""
"At least once a month","2012","66 and older","Female","","","",""
"At lease once a week","2012","16-34 y.","Male","","","",""
"At lease once a week","2012","16-34 y.","Female","","","",""
"At lease once a week","2012","35-65 y.","Male","","","",""
"At lease once a week","2012","35-65 y.","Female","","","",""
"At lease once a week","2012","66 and older","Male","","","",""
"At lease once a week","2012","66 and older","Female","","","",""
"Almost never or never","2013","16-34 y.","Male","508","0.170248810106541","0.155399431897646","0.185098188315436"
"Almost never or never","2013","16-34 y.","Female","950","0.190708190520759","0.177043069837824","0.204373311203695"
"Almost never or never","2013","35-65 y.","Male","2200","0.316915166903696","0.305756785481488","0.328073548325903"
"Almost never or never","2013","35-65 y.","Female","2540","0.298093906603188","0.288208462304559","0.307979350901818"
"Almost never or never","2013","66 and older","Male","1058","0.46185106686309","0.441872252077258","0.481829881648922"
"Almost never or never","2013","66 and older","Female","1217","0.487818085402172","0.468481658531789","0.507154512272555"
"Several times a year","2013","16-34 y.","Male","337","0.12908812469489","0.115840972184892","0.142335277204887"
"Several times a year","2013","16-34 y.","Female","487","0.146771497126065","0.134462298892816","0.159080695359313"
"Several times a year","2013","35-65 y.","Male","1197","0.180546381787545","0.171321751852111","0.189771011722979"
"Several times a year","2013","35-65 y.","Female","1151","0.148527608148795","0.140842163185537","0.156213053112053"
"Several times a year","2013","66 and older","Male","291","0.124567789433308","0.111334078527375","0.137801500339241"
"Several times a year","2013","66 and older","Female","202","0.0787586861194351","0.0683386052154051","0.0891787670234652"
"At least once a month","2013","16-34 y.","Male","158","0.0707172649118599","0.0605891423969495","0.0808453874267703"
"At least once a month","2013","16-34 y.","Female","236","0.0883084463645784","0.0784388063171649","0.0981780864119919"
"At least once a month","2013","35-65 y.","Male","372","0.0586104245747471","0.0529771036223848","0.0642437455271094"
"At least once a month","2013","35-65 y.","Female","349","0.0424032830500786","0.03804845307701","0.0467581130231471"
"At least once a month","2013","66 and older","Male","88","0.0371779069177718","0.0295959206277029","0.0447598932078406"
"At least once a month","2013","66 and older","Female","52","0.0242890641681682","0.0183337985863575","0.0302443297499788"
"At lease once a week","2013","16-34 y.","Male","1458","0.629945800286709","0.610870273275697","0.649021327297721"
"At lease once a week","2013","16-34 y.","Female","1502","0.574211865988597","0.557012632799158","0.591411099178036"
"At lease once a week","2013","35-65 y.","Male","2910","0.443928026734012","0.432012475048486","0.455843578419539"
