"m11104","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"Several times a year","2011","Couple + C. LE 16 ","Rural Area","546","0.19280800952099","0.178198269286255","0.207417749755725"
"Several times a year","2011","Couple + C. GT 16 ","Urban Area","396","0.201950545050388","0.184697973348409","0.219203116752366"
"Several times a year","2011","Couple + C. GT 16 ","Rural Area","238","0.197180741965147","0.174697630350426","0.219663853579868"
"Several times a year","2011","Couple + C. LE and GT 16","Urban Area","193","0.187941190261924","0.16635318585402","0.209529194669828"
"Several times a year","2011","Couple + C. LE and GT 16","Rural Area","160","0.230097832873119","0.201148129936587","0.259047535809651"
"At least once a month","2011","1-pers.-HH","Urban Area","157","0.0682637298847628","0.0582895908505685","0.0782378689189571"
"At least once a month","2011","1-pers.-HH","Rural Area","64","0.0649899231209628","0.0505980510368349","0.0793817952050907"
"At least once a month","2011","(Married) couple without C. ","Urban Area","309","0.0656925555033051","0.0589498402796231","0.072435270726987"
"At least once a month","2011","(Married) couple without C. ","Rural Area","128","0.0455906057701645","0.0379973327149472","0.0531838788253818"
"At least once a month","2011","Single parent ","Urban Area","126","0.0810485195962377","0.068721963252606","0.0933750759398694"
"At least once a month","2011","Single parent ","Rural Area","61","0.0526919656410391","0.0386321367861813","0.0667517944958969"
"At least once a month","2011","Couple + C. LE 16 ","Urban Area","356","0.0679675738204891","0.0611293101571936","0.0748058374837847"
"At least once a month","2011","Couple + C. LE 16 ","Rural Area","194","0.0780030441553052","0.0680716079762082","0.0879344803344023"
"At least once a month","2011","Couple + C. GT 16 ","Urban Area","162","0.0636028602266659","0.0531150508305335","0.0740906696227983"
"At least once a month","2011","Couple + C. GT 16 ","Rural Area","75","0.0565095076677802","0.0434614819755551","0.0695575333600052"
"At least once a month","2011","Couple + C. LE and GT 16","Urban Area","98","0.0696654441158824","0.0555973245181856","0.0837335637135793"
"At least once a month","2011","Couple + C. LE and GT 16","Rural Area","58","0.0626003165620268","0.0459385616316538","0.0792620714923997"
"At lease once a week","2011","1-pers.-HH","Urban Area","930","0.361792328749864","0.342788347341547","0.380796310158181"
"At lease once a week","2011","1-pers.-HH","Rural Area","322","0.29973599333552","0.272988290844297","0.326483695826742"
"At lease once a week","2011","(Married) couple without C. ","Urban Area","2060","0.386349087656742","0.373097055762921","0.399601119550563"
"At lease once a week","2011","(Married) couple without C. ","Rural Area","968","0.323770440803556","0.306737499221158","0.340803382385955"
"At lease once a week","2011","Single parent ","Urban Area","697","0.333799694584094","0.312500248355013","0.355099140813176"
"At lease once a week","2011","Single parent ","Rural Area","318","0.348135258846872","0.318156408466013","0.37811410922773"
"At lease once a week","2011","Couple + C. LE 16 ","Urban Area","1979","0.397229304895647","0.383934678042897","0.410523931748397"
"At lease once a week","2011","Couple + C. LE 16 ","Rural Area","821","0.324706663028468","0.307365294441462","0.342048031615473"
"At lease once a week","2011","Couple + C. GT 16 ","Urban Area","910","0.431193326816751","0.409910231967658","0.452476421665845"
"At lease once a week","2011","Couple + C. GT 16 ","Rural Area","431","0.371407045396058","0.344103119235643","0.398710971556473"
"At lease once a week","2011","Couple + C. LE and GT 16","Urban Area","526","0.409433765327775","0.382260995844076","0.436606534811474"
"At lease once a week","2011","Couple + C. LE and GT 16","Rural Area","301","0.393162097502518","0.359565735871583","0.426758459133453"
"Almost never or never","2012","1-pers.-HH","Urban Area","","","",""
"Almost never or never","2012","1-pers.-HH","Rural Area","","","",""
"Almost never or never","2012","(Married) couple without C. ","Urban Area","","","",""
"Almost never or never","2012","(Married) couple without C. ","Rural Area","","","",""
"Almost never or never","2012","Single parent ","Urban Area","","","",""
"Almost never or never","2012","Single parent ","Rural Area","","","",""
"Almost never or never","2012","Couple + C. LE 16 ","Urban Area","","","",""
"Almost never or never","2012","Couple + C. LE 16 ","Rural Area","","","",""
"Almost never or never","2012","Couple + C. GT 16 ","Urban Area","","","",""
"Almost never or never","2012","Couple + C. GT 16 ","Rural Area","","","",""
"Almost never or never","2012","Couple + C. LE and GT 16","Urban Area","","","",""
"Almost never or never","2012","Couple + C. LE and GT 16","Rural Area","","","",""
"Several times a year","2012","1-pers.-HH","Urban Area","","","",""
"Several times a year","2012","1-pers.-HH","Rural Area","","","",""
"Several times a year","2012","(Married) couple without C. ","Urban Area","","","",""
"Several times a year","2012","(Married) couple without C. ","Rural Area","","","",""
"Several times a year","2012","Single parent ","Urban Area","","","",""
"Several times a year","2012","Single parent ","Rural Area","","","",""
"Several times a year","2012","Couple + C. LE 16 ","Urban Area","","","",""
"Several times a year","2012","Couple + C. LE 16 ","Rural Area","","","",""
"Several times a year","2012","Couple + C. GT 16 ","Urban Area","","","",""
"Several times a year","2012","Couple + C. GT 16 ","Rural Area","","","",""
"Several times a year","2012","Couple + C. LE and GT 16","Urban Area","","","",""
"Several times a year","2012","Couple + C. LE and GT 16","Rural Area","","","",""
"At least once a month","2012","1-pers.-HH","Urban Area","","","",""
"At least once a month","2012","1-pers.-HH","Rural Area","","","",""
"At least once a month","2012","(Married) couple without C. ","Urban Area","","","",""
"At least once a month","2012","(Married) couple without C. ","Rural Area","","","",""
"At least once a month","2012","Single parent ","Urban Area","","","",""
"At least once a month","2012","Single parent ","Rural Area","","","",""
"At least once a month","2012","Couple + C. LE 16 ","Urban Area","","","",""
"At least once a month","2012","Couple + C. LE 16 ","Rural Area","","","",""
"At least once a month","2012","Couple + C. GT 16 ","Urban Area","","","",""
"At least once a month","2012","Couple + C. GT 16 ","Rural Area","","","",""
"At least once a month","2012","Couple + C. LE and GT 16","Urban Area","","","",""
"At least once a month","2012","Couple + C. LE and GT 16","Rural Area","","","",""
"At lease once a week","2012","1-pers.-HH","Urban Area","","","",""
"At lease once a week","2012","1-pers.-HH","Rural Area","","","",""
"At lease once a week","2012","(Married) couple without C. ","Urban Area","","","",""
"At lease once a week","2012","(Married) couple without C. ","Rural Area","","","",""
"At lease once a week","2012","Single parent ","Urban Area","","","",""
"At lease once a week","2012","Single parent ","Rural Area","","","",""
"At lease once a week","2012","Couple + C. LE 16 ","Urban Area","","","",""
"At lease once a week","2012","Couple + C. LE 16 ","Rural Area","","","",""
"At lease once a week","2012","Couple + C. GT 16 ","Urban Area","","","",""
"At lease once a week","2012","Couple + C. GT 16 ","Rural Area","","","",""
"At lease once a week","2012","Couple + C. LE and GT 16","Urban Area","","","",""
"At lease once a week","2012","Couple + C. LE and GT 16","Rural Area","","","",""
"Almost never or never","2013","1-pers.-HH","Urban Area","823","0.351819954316811","0.332837005617315","0.370802903016306"
"Almost never or never","2013","1-pers.-HH","Rural Area","474","0.414842479709882","0.386153761660672","0.443531197759092"
"Almost never or never","2013","(Married) couple without C. ","Urban Area","1570","0.335113751597847","0.321771299209153","0.348456203986541"
"Almost never or never","2013","(Married) couple without C. ","Rural Area","1026","0.353684667442201","0.335991238582884","0.371378096301519"
"Almost never or never","2013","Single parent ","Urban Area","577","0.34498359088268","0.322306508437848","0.367660673327511"
"Almost never or never","2013","Single parent ","Rural Area","322","0.351083903157657","0.320190684677228","0.381977121638085"
"Almost never or never","2013","Couple + C. LE 16 ","Urban Area","1367","0.2770148543074","0.263469141114495","0.290560567500305"
"Almost never or never","2013","Couple + C. LE 16 ","Rural Area","829","0.301243274981347","0.2824357495156","0.320050800447093"
"Almost never or never","2013","Couple + C. GT 16 ","Urban Area","430","0.212227327244799","0.193184127689077","0.231270526800521"
"Almost never or never","2013","Couple + C. GT 16 ","Rural Area","274","0.274067768310283","0.246422226073025","0.301713310547542"
"Almost never or never","2013","Couple + C. LE and GT 16","Urban Area","346","0.284520651929821","0.259306115725283","0.309735188134359"
"Almost never or never","2013","Couple + C. LE and GT 16","Rural Area","216","0.257325957719675","0.226783664224608","0.287868251214743"
"Several times a year","2013","1-pers.-HH","Urban Area","279","0.121450312867869","0.10846542825358","0.134435197482158"
"Several times a year","2013","1-pers.-HH","Rural Area","161","0.147321322874546","0.126683748925861","0.167958896823231"
"Several times a year","2013","(Married) couple without C. ","Urban Area","555","0.114137596189748","0.105149590106592","0.123125602272904"
"Several times a year","2013","(Married) couple without C. ","Rural Area","425","0.163754819482524","0.150060340385596","0.177449298579452"
"Several times a year","2013","Single parent ","Urban Area","213","0.120002814532599","0.104500439915396","0.135505189149802"
"Several times a year","2013","Single parent ","Rural Area","135","0.132049201383886","0.110137360466343","0.153961042301429"
"Several times a year","2013","Couple + C. LE 16 ","Urban Area","701","0.192425671301008","0.18049380392422","0.204357538677795"
"Several times a year","2013","Couple + C. LE 16 ","Rural Area","420","0.18585864879625","0.169912666685168","0.201804630907331"
"Several times a year","2013","Couple + C. GT 16 ","Urban Area","270","0.150230137376315","0.133589574788429","0.166870699964202"
"Several times a year","2013","Couple + C. GT 16 ","Rural Area","163","0.153710023095721","0.131355841039134","0.176064205152309"
"Several times a year","2013","Couple + C. LE and GT 16","Urban Area","154","0.148727724732033","0.12884271778878","0.168612731675286"
"Several times a year","2013","Couple + C. LE and GT 16","Rural Area","141","0.165863550902768","0.139876634241153","0.191850467564383"
"At least once a month","2013","1-pers.-HH","Urban Area","108","0.0423608183789842","0.0343543916066941","0.0503672451512744"
"At least once a month","2013","1-pers.-HH","Rural Area","53","0.0502096807223446","0.037493967188876","0.0629253942558132"
"At least once a month","2013","(Married) couple without C. ","Urban Area","225","0.0535404279384143","0.0471774881367445","0.0599033677400841"
"At least once a month","2013","(Married) couple without C. ","Rural Area","112","0.0446242643207898","0.0369831922423215","0.0522653363992581"
"At least once a month","2013","Single parent ","Urban Area","78","0.0639566738500992","0.0522844722429907","0.0756288754572077"
"At least once a month","2013","Single parent ","Rural Area","44","0.0469549713274619","0.0332631594567461","0.0606467831981776"
"At least once a month","2013","Couple + C. LE 16 ","Urban Area","218","0.0547664801569447","0.0478797568912593","0.0616532034226301"
"At least once a month","2013","Couple + C. LE 16 ","Rural Area","123","0.0544831053397737","0.0451789800272246","0.0637872306523228"
"At least once a month","2013","Couple + C. GT 16 ","Urban Area","107","0.0540058283660482","0.0434788590586792","0.0645327976734172"
"At least once a month","2013","Couple + C. GT 16 ","Rural Area","70","0.0627642790655035","0.0477318632756746","0.0777966948553324"
"At least once a month","2013","Couple + C. LE and GT 16","Urban Area","69","0.0565146921587533","0.0436101146858066","0.0694192696317001"
"At least once a month","2013","Couple + C. LE and GT 16","Rural Area","27","","",""
"At lease once a week","2013","1-pers.-HH","Urban Area","1221","0.484368914436336","0.464502783703875","0.504235045168797"
"At lease once a week","2013","1-pers.-HH","Rural Area","445","0.387626516693227","0.359257253021028","0.415995780365426"
"At lease once a week","2013","(Married) couple without C. ","Urban Area","2458","0.497208224273991","0.483075395543697","0.511341053004285"
"At lease once a week","2013","(Married) couple without C. ","Rural Area","1242","0.437936248754485","0.419575943643903","0.456296553865066"
"At lease once a week","2013","Single parent ","Urban Area","820","0.471056920734622","0.447244528155953","0.494869313313292"
"At lease once a week","2013","Single parent ","Rural Area","416","0.469911924130995","0.437608714671555","0.502215133590436"
"At lease once a week","2013","Couple + C. LE 16 ","Urban Area","1907","0.475792994234647","0.460676673722226","0.490909314747069"
"At lease once a week","2013","Couple + C. LE 16 ","Rural Area","914","0.45841497088263","0.437989470740223","0.478840471025037"
"At lease once a week","2013","Couple + C. GT 16 ","Urban Area","964","0.583536707012837","0.560577268392742","0.606496145632932"
"At lease once a week","2013","Couple + C. GT 16 ","Rural Area","493","0.509457929528492","0.47847372262653","0.540442136430454"
"At lease once a week","2013","Couple + C. LE and GT 16","Urban Area","661","0.510236931179392","0.482300270234847","0.538173592123937"
"At lease once a week","2013","Couple + C. LE and GT 16","Rural Area","403","0.536458107242398","0.501618509965075","0.57129770451972"
"Almost never or never","2014","1-pers.-HH","Urban Area","","","",""
"Almost never or never","2014","1-pers.-HH","Rural Area","","","",""
"Almost never or never","2014","(Married) couple without C. ","Urban Area","","","",""
"Almost never or never","2014","(Married) couple without C. ","Rural Area","","","",""
"Almost never or never","2014","Single parent ","Urban Area","","","",""
"Almost never or never","2014","Single parent ","Rural Area","","","",""
"Almost never or never","2014","Couple + C. LE 16 ","Urban Area","","","",""
"Almost never or never","2014","Couple + C. LE 16 ","Rural Area","","","",""
"Almost never or never","2014","Couple + C. GT 16 ","Urban Area","","","",""
"Almost never or never","2014","Couple + C. GT 16 ","Rural Area","","","",""
"Almost never or never","2014","Couple + C. LE and GT 16","Urban Area","","","",""
"Almost never or never","2014","Couple + C. LE and GT 16","Rural Area","","","",""
"Several times a year","2014","1-pers.-HH","Urban Area","","","",""
"Several times a year","2014","1-pers.-HH","Rural Area","","","",""
"Several times a year","2014","(Married) couple without C. ","Urban Area","","","",""
"Several times a year","2014","(Married) couple without C. ","Rural Area","","","",""
"Several times a year","2014","Single parent ","Urban Area","","","",""
"Several times a year","2014","Single parent ","Rural Area","","","",""
"Several times a year","2014","Couple + C. LE 16 ","Urban Area","","","",""
"Several times a year","2014","Couple + C. LE 16 ","Rural Area","","","",""
"Several times a year","2014","Couple + C. GT 16 ","Urban Area","","","",""
"Several times a year","2014","Couple + C. GT 16 ","Rural Area","","","",""
"Several times a year","2014","Couple + C. LE and GT 16","Urban Area","","","",""
"Several times a year","2014","Couple + C. LE and GT 16","Rural Area","","","",""
"At least once a month","2014","1-pers.-HH","Urban Area","","","",""
"At least once a month","2014","1-pers.-HH","Rural Area","","","",""
"At least once a month","2014","(Married) couple without C. ","Urban Area","","","",""
"At least once a month","2014","(Married) couple without C. ","Rural Area","","","",""
"At least once a month","2014","Single parent ","Urban Area","","","",""
"At least once a month","2014","Single parent ","Rural Area","","","",""
"At least once a month","2014","Couple + C. LE 16 ","Urban Area","","","",""
"At least once a month","2014","Couple + C. LE 16 ","Rural Area","","","",""
"At least once a month","2014","Couple + C. GT 16 ","Urban Area","","","",""
"At least once a month","2014","Couple + C. GT 16 ","Rural Area","","","",""
"At least once a month","2014","Couple + C. LE and GT 16","Urban Area","","","",""
"At least once a month","2014","Couple + C. LE and GT 16","Rural Area","","","",""
"At lease once a week","2014","1-pers.-HH","Urban Area","","","",""
"At lease once a week","2014","1-pers.-HH","Rural Area","","","",""
"At lease once a week","2014","(Married) couple without C. ","Urban Area","","","",""
"At lease once a week","2014","(Married) couple without C. ","Rural Area","","","",""
"At lease once a week","2014","Single parent ","Urban Area","","","",""
"At lease once a week","2014","Single parent ","Rural Area","","","",""
"At lease once a week","2014","Couple + C. LE 16 ","Urban Area","","","",""
"At lease once a week","2014","Couple + C. LE 16 ","Rural Area","","","",""
"At lease once a week","2014","Couple + C. GT 16 ","Urban Area","","","",""
"At lease once a week","2014","Couple + C. GT 16 ","Rural Area","","","",""
"At lease once a week","2014","Couple + C. LE and GT 16","Urban Area","","","",""
"At lease once a week","2014","Couple + C. LE and GT 16","Rural Area","","","",""
"Almost never or never","2015","1-pers.-HH","Urban Area","986","0.41132762992468","0.392247408670017","0.430407851179342"
"Almost never or never","2015","1-pers.-HH","Rural Area","562","0.475684766592023","0.4470563917324","0.504313141451646"
"Almost never or never","2015","(Married) couple without C. ","Urban Area","1891","0.371878198707576","0.358579928515054","0.385176468900097"
"Almost never or never","2015","(Married) couple without C. ","Rural Area","1294","0.42188098905146","0.403752855767001","0.44000912233592"
"Almost never or never","2015","Single parent ","Urban Area","590","0.380951336855825","0.357066626009412","0.404836047702237"
"Almost never or never","2015","Single parent ","Rural Area","327","0.406291105203486","0.372405382023243","0.440176828383729"
"Almost never or never","2015","Couple + C. LE 16 ","Urban Area","1683","0.336641483407233","0.322812940328625","0.350470026485842"
"Almost never or never","2015","Couple + C. LE 16 ","Rural Area","958","0.365262137668604","0.345545399140956","0.384978876196253"
"Almost never or never","2015","Couple + C. GT 16 ","Urban Area","626","0.280779303570065","0.26095042365034","0.30060818348979"
"Almost never or never","2015","Couple + C. GT 16 ","Rural Area","350","0.334975191036937","0.30552997398822","0.364420408085655"
"Almost never or never","2015","Couple + C. LE and GT 16","Urban Area","492","0.329431779082476","0.305306432629425","0.353557125535527"
"Almost never or never","2015","Couple + C. LE and GT 16","Rural Area","283","0.335147301096517","0.301999101636212","0.368295500556823"
"Several times a year","2015","1-pers.-HH","Urban Area","256","0.0963006816372023","0.08486191245311","0.107739450821295"
"Several times a year","2015","1-pers.-HH","Rural Area","132","0.115919915330447","0.0975686646907857","0.134271165970108"
"Several times a year","2015","(Married) couple without C. ","Urban Area","613","0.116008303567912","0.107196973086687","0.124819634049137"
"Several times a year","2015","(Married) couple without C. ","Rural Area","369","0.142333360620907","0.129508221259047","0.155158499982766"
"Several times a year","2015","Single parent ","Urban Area","221","0.137454537042447","0.120519218134215","0.15438985595068"
"Several times a year","2015","Single parent ","Rural Area","119","0.173885509447098","0.147736024470473","0.200034994423722"
"Several times a year","2015","Couple + C. LE 16 ","Urban Area","745","0.165534674416984","0.154658727142982","0.176410621690987"
"Several times a year","2015","Couple + C. LE 16 ","Rural Area","398","0.224985714735877","0.207886826557843","0.242084602913912"
"Several times a year","2015","Couple + C. GT 16 ","Urban Area","278","0.151010890065002","0.135211521082778","0.166810259047225"
"Several times a year","2015","Couple + C. GT 16 ","Rural Area","162","0.171181318677048","0.147682422407609","0.194680214946487"
"Several times a year","2015","Couple + C. LE and GT 16","Urban Area","186","0.133547742202376","0.116087111661722","0.151008372743031"
"Several times a year","2015","Couple + C. LE and GT 16","Rural Area","113","0.131559921518098","0.107823726910114","0.155296116126082"
"At least once a month","2015","1-pers.-HH","Urban Area","128","0.0524270581625725","0.0437846114863115","0.0610695048388334"
"At least once a month","2015","1-pers.-HH","Rural Area","56","0.0599282293273305","0.0463220226312906","0.0735344360233705"
"At least once a month","2015","(Married) couple without C. ","Urban Area","217","0.0432562028586599","0.0376586927849588","0.0488537129323609"
"At least once a month","2015","(Married) couple without C. ","Rural Area","127","0.0509735607139835","0.0429000741991856","0.0590470472287813"
"At least once a month","2015","Single parent ","Urban Area","99","0.0761047695231331","0.0630628912596413","0.089146647786625"
"At least once a month","2015","Single parent ","Rural Area","52","0.0695463201865053","0.0519955661291547","0.0870970742438558"
"At least once a month","2015","Couple + C. LE 16 ","Urban Area","289","0.0865144546094208","0.0782879824290821","0.0947409267897595"
"At least once a month","2015","Couple + C. LE 16 ","Rural Area","142","0.0443153045463211","0.035888367856881","0.0527422412357613"
"At least once a month","2015","Couple + C. GT 16 ","Urban Area","121","0.0581457855526219","0.0478197049140143","0.0684718661912296"
"At least once a month","2015","Couple + C. GT 16 ","Rural Area","61","0.0524237803673722","0.0385191080371813","0.0663284526975632"
"At least once a month","2015","Couple + C. LE and GT 16","Urban Area","64","0.0435279367825203","0.033054492783245","0.0540013807817956"
"At least once a month","2015","Couple + C. LE and GT 16","Rural Area","57","0.0670997581291146","0.0495303374201953","0.0846691788380339"
"At lease once a week","2015","1-pers.-HH","Urban Area","1185","0.439944630275546","0.420697449196662","0.459191811354429"
"At lease once a week","2015","1-pers.-HH","Rural Area","419","0.348467088750199","0.321152799876244","0.375781377624155"
"At lease once a week","2015","(Married) couple without C. ","Urban Area","2353","0.468857294865852","0.455126401042599","0.482588188689105"
"At lease once a week","2015","(Married) couple without C. ","Rural Area","1061","0.38481208961365","0.366952242686034","0.402671936541265"
"At lease once a week","2015","Single parent ","Urban Area","678","0.405489356578595","0.381340732626257","0.429637980530932"
"At lease once a week","2015","Single parent ","Rural Area","309","0.350277065162911","0.317363019032998","0.383191111292824"
"At lease once a week","2015","Couple + C. LE 16 ","Urban Area","1769","0.411309387566361","0.396909923695844","0.425708851436878"
"At lease once a week","2015","Couple + C. LE 16 ","Rural Area","793","0.365436843049197","0.345718104068942","0.385155582029452"
"At lease once a week","2015","Couple + C. GT 16 ","Urban Area","948","0.510064020812311","0.488005999078757","0.532122042545865"
"At lease once a week","2015","Couple + C. GT 16 ","Rural Area","414","0.441419709918643","0.410441367293806","0.47239805254348"
"At lease once a week","2015","Couple + C. LE and GT 16","Urban Area","716","0.493492541932627","0.467829830050941","0.519155253814314"
"At lease once a week","2015","Couple + C. LE and GT 16","Rural Area","326","0.46619301925627","0.431161871260498","0.501224167252042"
"Almost never or never","2016","1-pers.-HH","Urban Area","","","",""
"Almost never or never","2016","1-pers.-HH","Rural Area","","","",""
"Almost never or never","2016","(Married) couple without C. ","Urban Area","","","",""
"Almost never or never","2016","(Married) couple without C. ","Rural Area","","","",""
"Almost never or never","2016","Single parent ","Urban Area","","","",""
"Almost never or never","2016","Single parent ","Rural Area","","","",""
"Almost never or never","2016","Couple + C. LE 16 ","Urban Area","","","",""
"Almost never or never","2016","Couple + C. LE 16 ","Rural Area","","","",""
"Almost never or never","2016","Couple + C. GT 16 ","Urban Area","","","",""
"Almost never or never","2016","Couple + C. GT 16 ","Rural Area","","","",""
"Almost never or never","2016","Couple + C. LE and GT 16","Urban Area","","","",""
"Almost never or never","2016","Couple + C. LE and GT 16","Rural Area","","","",""
"Several times a year","2016","1-pers.-HH","Urban Area","","","",""
"Several times a year","2016","1-pers.-HH","Rural Area","","","",""
"Several times a year","2016","(Married) couple without C. ","Urban Area","","","",""
"Several times a year","2016","(Married) couple without C. ","Rural Area","","","",""
"Several times a year","2016","Single parent ","Urban Area","","","",""
"Several times a year","2016","Single parent ","Rural Area","","","",""
"Several times a year","2016","Couple + C. LE 16 ","Urban Area","","","",""
"Several times a year","2016","Couple + C. LE 16 ","Rural Area","","","",""
"Several times a year","2016","Couple + C. GT 16 ","Urban Area","","","",""
"Several times a year","2016","Couple + C. GT 16 ","Rural Area","","","",""
"Several times a year","2016","Couple + C. LE and GT 16","Urban Area","","","",""
"Several times a year","2016","Couple + C. LE and GT 16","Rural Area","","","",""
"At least once a month","2016","1-pers.-HH","Urban Area","","","",""
"At least once a month","2016","1-pers.-HH","Rural Area","","","",""
"At least once a month","2016","(Married) couple without C. ","Urban Area","","","",""
"At least once a month","2016","(Married) couple without C. ","Rural Area","","","",""
"At least once a month","2016","Single parent ","Urban Area","","","",""
"At least once a month","2016","Single parent ","Rural Area","","","",""
"At least once a month","2016","Couple + C. LE 16 ","Urban Area","","","",""
"At least once a month","2016","Couple + C. LE 16 ","Rural Area","","","",""
"At least once a month","2016","Couple + C. GT 16 ","Urban Area","","","",""
"At least once a month","2016","Couple + C. GT 16 ","Rural Area","","","",""
"At least once a month","2016","Couple + C. LE and GT 16","Urban Area","","","",""
"At least once a month","2016","Couple + C. LE and GT 16","Rural Area","","","",""
"At lease once a week","2016","1-pers.-HH","Urban Area","","","",""
"At lease once a week","2016","1-pers.-HH","Rural Area","","","",""
"At lease once a week","2016","(Married) couple without C. ","Urban Area","","","",""
"At lease once a week","2016","(Married) couple without C. ","Rural Area","","","",""
"At lease once a week","2016","Single parent ","Urban Area","","","",""
"At lease once a week","2016","Single parent ","Rural Area","","","",""
"At lease once a week","2016","Couple + C. LE 16 ","Urban Area","","","",""
"At lease once a week","2016","Couple + C. LE 16 ","Rural Area","","","",""
"At lease once a week","2016","Couple + C. GT 16 ","Urban Area","","","",""
"At lease once a week","2016","Couple + C. GT 16 ","Rural Area","","","",""
"At lease once a week","2016","Couple + C. LE and GT 16","Urban Area","","","",""
"At lease once a week","2016","Couple + C. LE and GT 16","Rural Area","","","",""
"Almost never or never","2017","1-pers.-HH","Urban Area","1156","0.365013121226203","0.348955307501174","0.381070934951232"
"Almost never or never","2017","1-pers.-HH","Rural Area","669","0.472037128402895","0.44761405337233","0.496460203433459"
"Almost never or never","2017","(Married) couple without C. ","Urban Area","1786","0.343809863559686","0.330979973991555","0.356639753127818"
"Almost never or never","2017","(Married) couple without C. ","Rural Area","1355","0.408687695445149","0.391553196955785","0.425822193934514"
"Almost never or never","2017","Single parent ","Urban Area","686","0.368164074387165","0.34544989721949","0.390878251554839"
"Almost never or never","2017","Single parent ","Rural Area","385","0.387078855919704","0.355150146987862","0.419007564851546"
"Almost never or never","2017","Couple + C. LE 16 ","Urban Area","2230","0.330331401404801","0.317837619223045","0.342825183586557"
"Almost never or never","2017","Couple + C. LE 16 ","Rural Area","1243","0.37148447499446","0.353525731985869","0.38944321800305"
"Almost never or never","2017","Couple + C. GT 16 ","Urban Area","733","0.319280314319946","0.299839231100813","0.338721397539079"
"Almost never or never","2017","Couple + C. GT 16 ","Rural Area","393","0.302857588339464","0.276381038370403","0.329334138308524"
"Almost never or never","2017","Couple + C. LE and GT 16","Urban Area","718","0.34456043547037","0.323186492852115","0.365934378088625"
"Almost never or never","2017","Couple + C. LE and GT 16","Rural Area","386","0.332979704659339","0.303413090881864","0.362546318436813"
"Several times a year","2017","1-pers.-HH","Urban Area","382","0.105679554937392","0.0954255890269161","0.115933520847868"
"Several times a year","2017","1-pers.-HH","Rural Area","186","0.106181040315773","0.0911094582720937","0.121252622359453"
"Several times a year","2017","(Married) couple without C. ","Urban Area","657","0.127621514772145","0.118608640267572","0.136634389276718"
"Several times a year","2017","(Married) couple without C. ","Rural Area","424","0.134109815805989","0.122232211595617","0.145987420016361"
"Several times a year","2017","Single parent ","Urban Area","229","0.119751010652685","0.104460692980453","0.135041328324917"
"Several times a year","2017","Single parent ","Rural Area","150","0.168290055412208","0.14376587482369","0.192814236000726"
"Several times a year","2017","Couple + C. LE 16 ","Urban Area","782","0.145916778832842","0.136539177954449","0.155294379711235"
"Several times a year","2017","Couple + C. LE 16 ","Rural Area","458","0.194574419723273","0.179861353901226","0.20928748554532"
"Several times a year","2017","Couple + C. GT 16 ","Urban Area","289","0.130978902643653","0.116909810731361","0.145047994555944"
"Several times a year","2017","Couple + C. GT 16 ","Rural Area","159","0.138016294611334","0.118141798737223","0.157890790485446"
"Several times a year","2017","Couple + C. LE and GT 16","Urban Area","264","0.135899052391603","0.120486446848982","0.151311657934224"
"Several times a year","2017","Couple + C. LE and GT 16","Rural Area","133","0.17283677024704","0.149115558873336","0.196557981620744"
"At least once a month","2017","1-pers.-HH","Urban Area","175","0.044364753605031","0.0374969966335196","0.0512325105765424"
"At least once a month","2017","1-pers.-HH","Rural Area","93","0.0604042021941516","0.0487491376785236","0.0720592667097796"
"At least once a month","2017","(Married) couple without C. ","Urban Area","253","0.050669343445552","0.0447451354962839","0.0565935513948201"
"At least once a month","2017","(Married) couple without C. ","Rural Area","116","0.0333954722237685","0.02713315064816","0.0396577937993769"
"At least once a month","2017","Single parent ","Urban Area","86","0.0429604031919728","0.0334110649860147","0.0525097413979309"
"At least once a month","2017","Single parent ","Rural Area","49","0.0576263081050973","0.0423506015574525","0.0729020146527422"
"At least once a month","2017","Couple + C. LE 16 ","Urban Area","303","0.0689217002271785","0.0621925515111457","0.0756508489432113"
"At least once a month","2017","Couple + C. LE 16 ","Rural Area","171","0.0756591547664538","0.0658304925160975","0.0854878170168101"
"At least once a month","2017","Couple + C. GT 16 ","Urban Area","117","0.050483081513379","0.0413530029399796","0.0596131600867784"
"At least once a month","2017","Couple + C. GT 16 ","Rural Area","76","0.0673137114802711","0.0528759129869104","0.0817515099736318"
"At least once a month","2017","Couple + C. LE and GT 16","Urban Area","98","0.0374679036587476","0.0289266245025293","0.0460091828149659"
"At least once a month","2017","Couple + C. LE and GT 16","Rural Area","52","0.0384606455136706","0.0263959879759371","0.0505253030514042"
"At lease once a week","2017","1-pers.-HH","Urban Area","1740","0.484942570231374","0.468273062111183","0.501612078351565"
"At lease once a week","2017","1-pers.-HH","Rural Area","657","0.36137762908718","0.337875171984323","0.384880086190038"
"At lease once a week","2017","(Married) couple without C. ","Urban Area","2569","0.477899278222617","0.464406721970736","0.491391834474498"
"At lease once a week","2017","(Married) couple without C. ","Rural Area","1267","0.423807016525093","0.406582969115653","0.441031063934533"
"At lease once a week","2017","Single parent ","Urban Area","731","0.469124511768178","0.445621985508266","0.49262703802809"
"At lease once a week","2017","Single parent ","Rural Area","310","0.387004780562991","0.355077197729723","0.418932363396259"
