"m11104","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Several times a year","2010","Not Employed","Couple + C. GT 16 ","","","","","2"
"Several times a year","2010","Employed","(Married) couple without C. ","","","","","2"
"Several times a year","2010","Not Employed","1-pers.-HH","","","","","2"
"Several times a year","2010","Not Employed","(Married) couple without C. ","","","","","2"
"Several times a year","2010","Not Employed","Single parent ","","","","","2"
"Several times a year","2010","Employed","Couple + C. LE 16 ","","","","","2"
"Several times a year","2010","Employed","Couple + C. GT 16 ","","","","","2"
"Several times a year","2010","Employed","Couple + C. LE and GT 16","","","","","2"
"Several times a year","2010","Employed","Single parent ","","","","","2"
"Almost never or never","2011","Not Employed","1-pers.-HH","1197","0.641975617440302","0.620176404924832","0.663774829955772","1"
"Almost never or never","2011","Not Employed","(Married) couple without C. ","2282","0.577636614430418","0.562534056559931","0.592739172300904","1"
"Almost never or never","2011","Not Employed","Single parent ","462","0.504595951327874","0.470291168981629","0.538900733674118","1"
"Almost never or never","2011","Not Employed","Couple + C. LE 16 ","899","0.551411761406288","0.527414146884767","0.575409375927808","1"
"Almost never or never","2011","Not Employed","Couple + C. GT 16 ","357","0.421377543718678","0.388622792509735","0.454132294927622","1"
"Almost never or never","2011","Not Employed","Couple + C. LE and GT 16","202","0.313076647326439","0.275237646311218","0.350915648341661","1"
"Almost never or never","2011","Employed","1-pers.-HH","474","0.279685323690634","0.258504174855769","0.300866472525498","1"
"Almost never or never","2011","Employed","(Married) couple without C. ","1229","0.306501975766157","0.292171382946379","0.320832568585934","1"
"Almost never or never","2011","Employed","Couple + C. LE 16 ","2240","0.326750015363248","0.315218502228839","0.338281528497657","1"
"Almost never or never","2011","Employed","Couple + C. GT 16 ","714","0.295754058317637","0.277533272521773","0.313974844113501","1"
"Almost never or never","2011","Employed","Couple + C. LE and GT 16","532","0.330521145079202","0.306660276770004","0.354382013388401","1"
"Almost never or never","2011","Employed","Single parent ","724","0.367809843324326","0.346869291832906","0.388750394815747","1"
"At lease once a week","2011","Not Employed","1-pers.-HH","463","0.24118003664301","0.221727990613113","0.260632082672907","4"
"At lease once a week","2011","Not Employed","(Married) couple without C. ","1346","0.305779917117884","0.291692444456861","0.319867389778907","4"
"At lease once a week","2011","Not Employed","Single parent ","208","0.288468183333194","0.257383307730038","0.319553058936349","4"
"At lease once a week","2011","Not Employed","Couple + C. LE 16 ","424","0.252928981271378","0.231954735104563","0.273903227438194","4"
"At lease once a week","2011","Not Employed","Couple + C. GT 16 ","348","0.372462142995383","0.340391918270252","0.404532367720515","4"
"At lease once a week","2011","Not Employed","Couple + C. LE and GT 16","242","0.469977858188521","0.429254283819019","0.510701432558023","4"
"At lease once a week","2011","Employed","1-pers.-HH","789","0.441285473157163","0.417853528200277","0.464717418114049","4"
"At lease once a week","2011","Employed","(Married) couple without C. ","1682","0.419160025030287","0.403822930972354","0.434497119088221","4"
"At lease once a week","2011","Employed","Single parent ","807","0.361069965445472","0.34021185750506","0.381928073385883","4"
"At lease once a week","2011","Employed","Couple + C. LE 16 ","2376","0.396007615137021","0.383983370215391","0.408031860058651","4"
"At lease once a week","2011","Employed","Couple + C. GT 16 ","993","0.423992122766758","0.404261868818738","0.443722376714779","4"
"At lease once a week","2011","Employed","Couple + C. LE and GT 16","585","0.384291525442654","0.359617718834733","0.408965332050576","4"
"At least once a month","2011","Not Employed","Couple + C. LE 16 ","72","0.0414387686878789","0.0318222147881372","0.0510553225876206","3"
"At least once a month","2011","Not Employed","1-pers.-HH","59","0.036232036044599","0.027735188047395","0.0447288840418031","3"
"At least once a month","2011","Not Employed","(Married) couple without C. ","117","0.0293546613739812","0.0241934832900868","0.0345158394578756","3"
"At least once a month","2011","Not Employed","Single parent ","32","0.054256090229262","0.0387138350316769","0.0697983454268471","3"
"At least once a month","2011","Employed","Couple + C. LE and GT 16","120","0.0725863064960672","0.0594255065282953","0.085747106463839","3"
"At least once a month","2011","Not Employed","Couple + C. LE and GT 16","36","0.0492545514237488","0.0315976091958055","0.066911493651692","3"
"At least once a month","2011","Employed","1-pers.-HH","162","0.0966293582660343","0.0826868447163058","0.110571871815763","3"
"At least once a month","2011","Employed","Single parent ","155","0.0805640128662713","0.0687449274660814","0.0923830982664612","3"
"At least once a month","2011","Employed","Couple + C. LE 16 ","478","0.0763178896157222","0.0697901209385832","0.0828456582928613","3"
"At least once a month","2011","Employed","Couple + C. GT 16 ","185","0.0638487120310964","0.0540878390835806","0.0736095849786122","3"
"At least once a month","2011","Employed","(Married) couple without C. ","320","0.0856053694877533","0.0769089147732221","0.0943018242022844","3"
"At least once a month","2011","Not Employed","Couple + C. GT 16 ","52","0.0533782183990861","0.0384670644885301","0.0682893723096422","3"
"Several times a year","2011","Not Employed","Couple + C. LE 16 ","255","0.154220488634455","0.136794166557492","0.171646810711418","2"
"Several times a year","2011","Not Employed","Couple + C. GT 16 ","116","0.152782094886852","0.128916362730221","0.176647827043483","2"
"Several times a year","2011","Not Employed","Couple + C. LE and GT 16","97","0.167690943061291","0.137207971686043","0.198173914436539","2"
"Several times a year","2011","Employed","1-pers.-HH","300","0.182399844886169","0.164176157523444","0.200623532248893","2"
"Several times a year","2011","Employed","(Married) couple without C. ","745","0.188732629715803","0.176569918279136","0.20089534115247","2"
"Several times a year","2011","Not Employed","1-pers.-HH","139","0.0806123098720894","0.0682336035031171","0.0929910162410617","2"
"Several times a year","2011","Not Employed","(Married) couple without C. ","364","0.0872288070777171","0.0786011882477757","0.0958564259076584","2"
"Several times a year","2011","Not Employed","Single parent ","114","0.152679775109671","0.128001343593611","0.177358206625731","2"
"Several times a year","2011","Employed","Couple + C. GT 16 ","518","0.216405106884508","0.199964451698382","0.232845762070634","2"
"Several times a year","2011","Employed","Couple + C. LE 16 ","1261","0.200924479884009","0.191073018642556","0.210775941125461","2"
"Several times a year","2011","Employed","Couple + C. LE and GT 16","256","0.212601022982076","0.191847191537528","0.233354854426625","2"
"Several times a year","2011","Employed","Single parent ","351","0.190556178363931","0.173500953490429","0.207611403237433","2"
"Almost never or never","2012","Not Employed","1-pers.-HH","","","","","1"
"Almost never or never","2012","Not Employed","(Married) couple without C. ","","","","","1"
"Almost never or never","2012","Not Employed","Single parent ","","","","","1"
"Almost never or never","2012","Not Employed","Couple + C. LE 16 ","","","","","1"
"Almost never or never","2012","Not Employed","Couple + C. GT 16 ","","","","","1"
"Almost never or never","2012","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Almost never or never","2012","Employed","1-pers.-HH","","","","","1"
"Almost never or never","2012","Employed","(Married) couple without C. ","","","","","1"
"Almost never or never","2012","Employed","Couple + C. LE 16 ","","","","","1"
"Almost never or never","2012","Employed","Couple + C. LE and GT 16","","","","","1"
"Almost never or never","2012","Employed","Single parent ","","","","","1"
"Almost never or never","2012","Employed","Couple + C. GT 16 ","","","","","1"
"At lease once a week","2012","Not Employed","1-pers.-HH","","","","","4"
"At lease once a week","2012","Not Employed","(Married) couple without C. ","","","","","4"
"At lease once a week","2012","Not Employed","Single parent ","","","","","4"
"At lease once a week","2012","Not Employed","Couple + C. LE 16 ","","","","","4"
"At lease once a week","2012","Not Employed","Couple + C. GT 16 ","","","","","4"
"At lease once a week","2012","Not Employed","Couple + C. LE and GT 16","","","","","4"
"At lease once a week","2012","Employed","1-pers.-HH","","","","","4"
"At lease once a week","2012","Employed","(Married) couple without C. ","","","","","4"
"At lease once a week","2012","Employed","Single parent ","","","","","4"
"At lease once a week","2012","Employed","Couple + C. LE 16 ","","","","","4"
"At lease once a week","2012","Employed","Couple + C. GT 16 ","","","","","4"
"At lease once a week","2012","Employed","Couple + C. LE and GT 16","","","","","4"
"At least once a month","2012","Not Employed","(Married) couple without C. ","","","","","3"
"At least once a month","2012","Not Employed","1-pers.-HH","","","","","3"
"At least once a month","2012","Not Employed","Couple + C. LE 16 ","","","","","3"
"At least once a month","2012","Not Employed","Single parent ","","","","","3"
"At least once a month","2012","Not Employed","Couple + C. GT 16 ","","","","","3"
"At least once a month","2012","Not Employed","Couple + C. LE and GT 16","","","","","3"
"At least once a month","2012","Employed","1-pers.-HH","","","","","3"
"At least once a month","2012","Employed","(Married) couple without C. ","","","","","3"
"At least once a month","2012","Employed","Single parent ","","","","","3"
"At least once a month","2012","Employed","Couple + C. LE 16 ","","","","","3"
"At least once a month","2012","Employed","Couple + C. GT 16 ","","","","","3"
"At least once a month","2012","Employed","Couple + C. LE and GT 16","","","","","3"
"Several times a year","2012","Not Employed","1-pers.-HH","","","","","2"
"Several times a year","2012","Not Employed","(Married) couple without C. ","","","","","2"
"Several times a year","2012","Not Employed","Single parent ","","","","","2"
"Several times a year","2012","Not Employed","Couple + C. LE 16 ","","","","","2"
"Several times a year","2012","Not Employed","Couple + C. GT 16 ","","","","","2"
"Several times a year","2012","Not Employed","Couple + C. LE and GT 16","","","","","2"
"Several times a year","2012","Employed","1-pers.-HH","","","","","2"
"Several times a year","2012","Employed","(Married) couple without C. ","","","","","2"
"Several times a year","2012","Employed","Single parent ","","","","","2"
"Several times a year","2012","Employed","Couple + C. LE 16 ","","","","","2"
"Several times a year","2012","Employed","Couple + C. GT 16 ","","","","","2"
"Several times a year","2012","Employed","Couple + C. LE and GT 16","","","","","2"
"Almost never or never","2013","Not Employed","1-pers.-HH","879","0.50382682405596","0.480507818535411","0.52714582957651","1"
"Almost never or never","2013","Not Employed","(Married) couple without C. ","1643","0.425122684042923","0.409621277331962","0.440624090753883","1"
"Almost never or never","2013","Not Employed","Single parent ","320","0.46020545349682","0.422989546582828","0.497421360410811","1"
"Almost never or never","2013","Not Employed","Couple + C. LE 16 ","515","0.425738180044411","0.395844938995405","0.455631421093416","1"
"Almost never or never","2013","Not Employed","Couple + C. GT 16 ","205","0.305877663828601","0.270617196537508","0.341138131119694","1"
"Almost never or never","2013","Not Employed","Couple + C. LE and GT 16","148","0.293399700630719","0.253609068349379","0.333190332912059","1"
"Almost never or never","2013","Employed","1-pers.-HH","418","0.243236426162599","0.223405286917732","0.263067565407466","1"
"Almost never or never","2013","Employed","(Married) couple without C. ","953","0.260990433971976","0.246850977725682","0.27512989021827","1"
"Almost never or never","2013","Employed","Couple + C. LE 16 ","1681","0.263715892453746","0.251993424987103","0.275438359920389","1"
"Almost never or never","2013","Employed","Couple + C. GT 16 ","499","0.211553466087421","0.194147861951878","0.228959070222964","1"
"Almost never or never","2013","Employed","Couple + C. LE and GT 16","414","0.268267441805658","0.245949952928815","0.290584930682501","1"
"Almost never or never","2013","Employed","Single parent ","579","0.299927819094017","0.279410050681325","0.320445587506709","1"
"At lease once a week","2013","Not Employed","1-pers.-HH","670","0.363909619846029","0.341470339560587","0.38634890013147","4"
"At lease once a week","2013","Not Employed","(Married) couple without C. ","1727","0.421351719629324","0.405868684321114","0.436834754937534","4"
"At lease once a week","2013","Not Employed","Single parent ","266","0.386704636450989","0.350341359774013","0.423067913127964","4"
"At lease once a week","2013","Not Employed","Couple + C. LE 16 ","334","0.369681153845652","0.34049744158184","0.398864866109465","4"
"At lease once a week","2013","Not Employed","Couple + C. GT 16 ","324","0.509215007696961","0.470959637787614","0.547470377606308","4"
"At lease once a week","2013","Not Employed","Couple + C. LE and GT 16","285","0.547667998584017","0.504171786456626","0.591164210711409","4"
"At lease once a week","2013","Employed","1-pers.-HH","996","0.54337344736915","0.520349327671449","0.566397567066851","4"
"At lease once a week","2013","Employed","(Married) couple without C. ","1973","0.530538813934855","0.514471110382903","0.546606517486808","4"
"At lease once a week","2013","Employed","Single parent ","970","0.505823365283141","0.483436623717554","0.528210106848727","4"
"At lease once a week","2013","Employed","Couple + C. LE 16 ","2487","0.485247986244945","0.47195235168974","0.498543620800151","4"
"At lease once a week","2013","Employed","Couple + C. GT 16 ","1133","0.573278197979424","0.552199293579378","0.59435710237947","4"
"At lease once a week","2013","Employed","Couple + C. LE and GT 16","779","0.513478496749293","0.488301883764858","0.538655109733728","4"
"At least once a month","2013","Not Employed","(Married) couple without C. ","121","0.0352337373587125","0.029452553309497","0.0410149214079281","3"
"At least once a month","2013","Not Employed","1-pers.-HH","50","0.029490760021486","0.021600422863232","0.0373810971797399","3"
"At least once a month","2013","Not Employed","Couple + C. LE 16 ","40","0.0331628732698407","0.0223373357846234","0.0439884107550579","3"
"At least once a month","2013","Not Employed","Single parent ","25","","","","3"
"At least once a month","2013","Not Employed","Couple + C. GT 16 ","40","0.0566026287763233","0.0389193903381641","0.0742858672144824","3"
"At least once a month","2013","Not Employed","Couple + C. LE and GT 16","18","","","","3"
"At least once a month","2013","Employed","1-pers.-HH","111","0.0591732848567134","0.0482671489054707","0.0700794208079562","3"
"At least once a month","2013","Employed","(Married) couple without C. ","216","0.0651833771833012","0.0572359414338047","0.0731308129327977","3"
"At least once a month","2013","Employed","Single parent ","97","0.0631917689479879","0.0522973030434532","0.0740862348525225","3"
"At least once a month","2013","Employed","Couple + C. LE 16 ","301","0.0578883171709489","0.0516756966257356","0.0641009377161622","3"
"At least once a month","2013","Employed","Couple + C. GT 16 ","137","0.0570279254459341","0.0471449866108361","0.066910864281032","3"
"At least once a month","2013","Employed","Couple + C. LE and GT 16","78","0.0533716349270352","0.0420494520957065","0.0646938177583639","3"
"Several times a year","2013","Not Employed","1-pers.-HH","167","0.102772796076525","0.0886101942952277","0.116935397857823","2"
"Several times a year","2013","Not Employed","(Married) couple without C. ","416","0.118291858969041","0.108165198728779","0.128418519209302","2"
"Several times a year","2013","Not Employed","Single parent ","78","0.109057003456263","0.0857819750626422","0.132332031849884","2"
"Several times a year","2013","Not Employed","Couple + C. LE 16 ","162","0.171417792840096","0.148633136423347","0.194202449256846","2"
"Several times a year","2013","Not Employed","Couple + C. GT 16 ","87","0.128304699698115","0.102712960229557","0.153896439166673","2"
"Several times a year","2013","Not Employed","Couple + C. LE and GT 16","52","0.12125279878393","0.0927267275852223","0.149778869982638","2"
"Several times a year","2013","Employed","1-pers.-HH","273","0.154216841611538","0.137523293002717","0.170910390220358","2"
"Several times a year","2013","Employed","(Married) couple without C. ","564","0.143287374909867","0.132007171524672","0.154567578295063","2"
"Several times a year","2013","Employed","Single parent ","270","0.131057046674854","0.115946639752891","0.146167453596818","2"
"Several times a year","2013","Employed","Couple + C. LE 16 ","959","0.19314780413036","0.182645851580757","0.203649756679962","2"
"Several times a year","2013","Employed","Couple + C. GT 16 ","346","0.15814041048722","0.142590275346675","0.173690545627765","2"
"Several times a year","2013","Employed","Couple + C. LE and GT 16","243","0.164882426518014","0.146190840664081","0.183574012371947","2"
"Almost never or never","2014","Not Employed","Couple + C. GT 16 ","","","","","1"
"Almost never or never","2014","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Almost never or never","2014","Employed","1-pers.-HH","","","","","1"
"Almost never or never","2014","Employed","(Married) couple without C. ","","","","","1"
"Almost never or never","2014","Not Employed","1-pers.-HH","","","","","1"
"Almost never or never","2014","Not Employed","(Married) couple without C. ","","","","","1"
"Almost never or never","2014","Not Employed","Single parent ","","","","","1"
"Almost never or never","2014","Not Employed","Couple + C. LE 16 ","","","","","1"
"Almost never or never","2014","Employed","Couple + C. LE 16 ","","","","","1"
"Almost never or never","2014","Employed","Single parent ","","","","","1"
"Almost never or never","2014","Employed","Couple + C. GT 16 ","","","","","1"
"Almost never or never","2014","Employed","Couple + C. LE and GT 16","","","","","1"
"At lease once a week","2014","Not Employed","1-pers.-HH","","","","","4"
"At lease once a week","2014","Not Employed","(Married) couple without C. ","","","","","4"
"At lease once a week","2014","Not Employed","Single parent ","","","","","4"
"At lease once a week","2014","Not Employed","Couple + C. LE 16 ","","","","","4"
"At lease once a week","2014","Not Employed","Couple + C. GT 16 ","","","","","4"
"At lease once a week","2014","Not Employed","Couple + C. LE and GT 16","","","","","4"
"At lease once a week","2014","Employed","1-pers.-HH","","","","","4"
"At lease once a week","2014","Employed","(Married) couple without C. ","","","","","4"
"At lease once a week","2014","Employed","Single parent ","","","","","4"
"At lease once a week","2014","Employed","Couple + C. LE 16 ","","","","","4"
"At lease once a week","2014","Employed","Couple + C. GT 16 ","","","","","4"
"At lease once a week","2014","Employed","Couple + C. LE and GT 16","","","","","4"
"At least once a month","2014","Not Employed","(Married) couple without C. ","","","","","3"
"At least once a month","2014","Not Employed","Couple + C. LE 16 ","","","","","3"
"At least once a month","2014","Not Employed","1-pers.-HH","","","","","3"
"At least once a month","2014","Not Employed","Single parent ","","","","","3"
"At least once a month","2014","Not Employed","Couple + C. GT 16 ","","","","","3"
"At least once a month","2014","Not Employed","Couple + C. LE and GT 16","","","","","3"
"At least once a month","2014","Employed","1-pers.-HH","","","","","3"
"At least once a month","2014","Employed","(Married) couple without C. ","","","","","3"
"At least once a month","2014","Employed","Single parent ","","","","","3"
"At least once a month","2014","Employed","Couple + C. LE 16 ","","","","","3"
"At least once a month","2014","Employed","Couple + C. GT 16 ","","","","","3"
"At least once a month","2014","Employed","Couple + C. LE and GT 16","","","","","3"
"Several times a year","2014","Not Employed","1-pers.-HH","","","","","2"
"Several times a year","2014","Not Employed","(Married) couple without C. ","","","","","2"
"Several times a year","2014","Not Employed","Single parent ","","","","","2"
"Several times a year","2014","Not Employed","Couple + C. LE 16 ","","","","","2"
"Several times a year","2014","Not Employed","Couple + C. GT 16 ","","","","","2"
"Several times a year","2014","Not Employed","Couple + C. LE and GT 16","","","","","2"
"Several times a year","2014","Employed","1-pers.-HH","","","","","2"
"Several times a year","2014","Employed","(Married) couple without C. ","","","","","2"
"Several times a year","2014","Employed","Single parent ","","","","","2"
"Several times a year","2014","Employed","Couple + C. LE 16 ","","","","","2"
"Several times a year","2014","Employed","Couple + C. GT 16 ","","","","","2"
"Several times a year","2014","Employed","Couple + C. LE and GT 16","","","","","2"
"Almost never or never","2015","Not Employed","1-pers.-HH","1030","0.572033370774065","0.549820623346116","0.594246118202015","1"
"Almost never or never","2015","Not Employed","(Married) couple without C. ","1990","0.49731660119362","0.482045559258931","0.51258764312831","1"
"Almost never or never","2015","Not Employed","Single parent ","349","0.45906524963459","0.423844826317115","0.494285672952065","1"
"Almost never or never","2015","Not Employed","Couple + C. LE 16 ","902","0.546621138390934","0.522319283838839","0.570922992943028","1"
"Almost never or never","2015","Not Employed","Couple + C. GT 16 ","294","0.344079914242168","0.310952337317156","0.37720749116718","1"
"Almost never or never","2015","Not Employed","Couple + C. LE and GT 16","233","0.3712980248049","0.33295671850305","0.409639331106749","1"
"Almost never or never","2015","Employed","1-pers.-HH","518","0.297190526783631","0.276182394866216","0.318198658701047","1"
"Almost never or never","2015","Employed","(Married) couple without C. ","1195","0.291263406526511","0.276830890670011","0.305695922383012","1"
"Almost never or never","2015","Employed","Single parent ","568","0.355003519975227","0.331744960007334","0.37826207994312","1"
"Almost never or never","2015","Employed","Couple + C. LE 16 ","1739","0.304203637823519","0.291656744468652","0.316750531178385","1"
"Almost never or never","2015","Employed","Couple + C. GT 16 ","682","0.283600235080707","0.264635392826364","0.30256507733505","1"
"Almost never or never","2015","Employed","Couple + C. LE and GT 16","542","0.317693233287357","0.295070340566026","0.340316126008688","1"
"At lease once a week","2015","Not Employed","1-pers.-HH","668","0.317762629594263","0.296859765079198","0.338665494109329","4"
"At lease once a week","2015","Not Employed","(Married) couple without C. ","1570","0.369324957529813","0.354584462430625","0.384065452629","4"
"At lease once a week","2015","Not Employed","Single parent ","280","0.355783183832613","0.321946043050631","0.389620324614595","4"
"At lease once a week","2015","Not Employed","Couple + C. LE 16 ","396","0.260174258773599","0.238757070512639","0.28159144703456","4"
"At lease once a week","2015","Not Employed","Couple + C. GT 16 ","359","0.502046824218493","0.467180921767825","0.536912726669161","4"
"At lease once a week","2015","Not Employed","Couple + C. LE and GT 16","288","0.495737710965572","0.456060841604982","0.535414580326162","4"
"At lease once a week","2015","Employed","1-pers.-HH","936","0.502104942929772","0.479121382481527","0.525088503378017","4"
"At lease once a week","2015","Employed","(Married) couple without C. ","1844","0.505421279795467","0.489539428425004","0.521303131165929","4"
"At lease once a week","2015","Employed","Single parent ","707","0.40255932401765","0.378722402899586","0.426396245135715","4"
"At lease once a week","2015","Employed","Couple + C. LE 16 ","2166","0.425184894738233","0.411702534473858","0.438667255002608","4"
"At lease once a week","2015","Employed","Couple + C. GT 16 ","1003","0.483821450640202","0.462795252139374","0.50484764914103","4"
"At lease once a week","2015","Employed","Couple + C. LE and GT 16","754","0.481792667913845","0.457513366619051","0.506071969208639","4"
"At least once a month","2015","Not Employed","(Married) couple without C. ","138","0.0325751002833439","0.0271531387622207","0.0379970618044672","3"
"At least once a month","2015","Not Employed","Couple + C. LE 16 ","71","0.048458080886009","0.0379756347310405","0.0589405270409774","3"
"At least once a month","2015","Not Employed","1-pers.-HH","53","0.0312366609906466","0.0234270789300879","0.0390462430512054","3"
"At least once a month","2015","Not Employed","Single parent ","39","0.0655936990450654","0.0480958823849438","0.083091515705187","3"
"At least once a month","2015","Not Employed","Couple + C. GT 16 ","40","0.047755969325347","0.0328855742456062","0.0626263644050879","3"
"At least once a month","2015","Not Employed","Couple + C. LE and GT 16","24","","","","3"
"At least once a month","2015","Employed","1-pers.-HH","131","0.0767264763288739","0.0644918990291822","0.0889610536285656","3"
"At least once a month","2015","Employed","(Married) couple without C. ","206","0.0575162520941065","0.050120388767967","0.0649121154202459","3"
"At least once a month","2015","Employed","Single parent ","112","0.078030233447405","0.0649932350121119","0.0910672318826981","3"
"At least once a month","2015","Employed","Couple + C. LE 16 ","360","0.0785215737379953","0.0711857310156516","0.0858574164603391","3"
"At least once a month","2015","Employed","Couple + C. GT 16 ","142","0.0590124001241714","0.0490976490841448","0.0689271511641979","3"
"At least once a month","2015","Employed","Couple + C. LE and GT 16","97","0.052340585201251","0.041518779246436","0.0631623911560661","3"
"Several times a year","2015","Not Employed","1-pers.-HH","155","0.0789673386410247","0.0668600217565833","0.0910746555254661","2"
"Several times a year","2015","Not Employed","(Married) couple without C. ","420","0.100783340993223","0.0915887700611031","0.109977911925343","2"
"Several times a year","2015","Not Employed","Couple + C. LE 16 ","243","0.144746521949458","0.127570718354216","0.1619223255447","2"
"Several times a year","2015","Not Employed","Single parent ","101","0.119557867487732","0.096626792756799","0.142488942218664","2"
"Several times a year","2015","Not Employed","Couple + C. GT 16 ","97","0.106117292213992","0.084640575279487","0.127594009148497","2"
"Several times a year","2015","Not Employed","Couple + C. LE and GT 16","65","0.0875267530956243","0.065100141964277","0.109953364226972","2"
"Several times a year","2015","Employed","1-pers.-HH","233","0.123978053957723","0.108829155580662","0.139126952334783","2"
"Several times a year","2015","Employed","(Married) couple without C. ","562","0.145799061583915","0.134588844077795","0.157009279090035","2"
"Several times a year","2015","Employed","Single parent ","239","0.164406922559718","0.146391465404886","0.182422379714549","2"
"Several times a year","2015","Employed","Couple + C. LE 16 ","900","0.192089893700253","0.181346370979775","0.202833416420731","2"
"Several times a year","2015","Employed","Couple + C. GT 16 ","343","0.17356591415492","0.157630822907218","0.189501005402622","2"
"Several times a year","2015","Employed","Couple + C. LE and GT 16","234","0.148173513597547","0.130910557180983","0.165436470014111","2"
"Almost never or never","2016","Not Employed","1-pers.-HH","","","","","1"
"Almost never or never","2016","Not Employed","(Married) couple without C. ","","","","","1"
"Almost never or never","2016","Not Employed","Single parent ","","","","","1"
"Almost never or never","2016","Not Employed","Couple + C. LE 16 ","","","","","1"
"Almost never or never","2016","Not Employed","Couple + C. GT 16 ","","","","","1"
"Almost never or never","2016","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Almost never or never","2016","Employed","1-pers.-HH","","","","","1"
"Almost never or never","2016","Employed","(Married) couple without C. ","","","","","1"
"Almost never or never","2016","Employed","Couple + C. LE 16 ","","","","","1"
"Almost never or never","2016","Employed","Single parent ","","","","","1"
"Almost never or never","2016","Employed","Couple + C. GT 16 ","","","","","1"
"Almost never or never","2016","Employed","Couple + C. LE and GT 16","","","","","1"
"At lease once a week","2016","Not Employed","1-pers.-HH","","","","","4"
"At lease once a week","2016","Not Employed","(Married) couple without C. ","","","","","4"
"At lease once a week","2016","Not Employed","Single parent ","","","","","4"
"At lease once a week","2016","Not Employed","Couple + C. LE 16 ","","","","","4"
"At lease once a week","2016","Not Employed","Couple + C. GT 16 ","","","","","4"
"At lease once a week","2016","Not Employed","Couple + C. LE and GT 16","","","","","4"
"At lease once a week","2016","Employed","1-pers.-HH","","","","","4"
"At lease once a week","2016","Employed","(Married) couple without C. ","","","","","4"
"At lease once a week","2016","Employed","Single parent ","","","","","4"
"At lease once a week","2016","Employed","Couple + C. LE 16 ","","","","","4"
"At lease once a week","2016","Employed","Couple + C. GT 16 ","","","","","4"
"At lease once a week","2016","Employed","Couple + C. LE and GT 16","","","","","4"
"At least once a month","2016","Not Employed","1-pers.-HH","","","","","3"
"At least once a month","2016","Not Employed","(Married) couple without C. ","","","","","3"
"At least once a month","2016","Not Employed","Couple + C. LE 16 ","","","","","3"
"At least once a month","2016","Not Employed","Single parent ","","","","","3"
"At least once a month","2016","Employed","(Married) couple without C. ","","","","","3"
"At least once a month","2016","Employed","Couple + C. LE 16 ","","","","","3"
"At least once a month","2016","Employed","Couple + C. GT 16 ","","","","","3"
"At least once a month","2016","Not Employed","Couple + C. GT 16 ","","","","","3"
"At least once a month","2016","Not Employed","Couple + C. LE and GT 16","","","","","3"
"At least once a month","2016","Employed","1-pers.-HH","","","","","3"
"At least once a month","2016","Employed","Single parent ","","","","","3"
"At least once a month","2016","Employed","Couple + C. LE and GT 16","","","","","3"
"Several times a year","2016","Not Employed","1-pers.-HH","","","","","2"
"Several times a year","2016","Not Employed","(Married) couple without C. ","","","","","2"
"Several times a year","2016","Not Employed","Couple + C. LE 16 ","","","","","2"
"Several times a year","2016","Not Employed","Single parent ","","","","","2"
"Several times a year","2016","Not Employed","Couple + C. LE and GT 16","","","","","2"
"Several times a year","2016","Employed","(Married) couple without C. ","","","","","2"
"Several times a year","2016","Employed","Single parent ","","","","","2"
"Several times a year","2016","Employed","Couple + C. GT 16 ","","","","","2"
"Several times a year","2016","Employed","Couple + C. LE and GT 16","","","","","2"
"Several times a year","2016","Not Employed","Couple + C. GT 16 ","","","","","2"
"Several times a year","2016","Employed","1-pers.-HH","","","","","2"
"Several times a year","2016","Employed","Couple + C. LE 16 ","","","","","2"
"Almost never or never","2017","Not Employed","1-pers.-HH","1226","0.543010034636124","0.524418800529254","0.561601268742993","1"
"Almost never or never","2017","Not Employed","(Married) couple without C. ","1786","0.468743906764344","0.453060193302507","0.48442762022618","1"
"Almost never or never","2017","Not Employed","Single parent ","533","0.449235723995564","0.418917214593595","0.479554233397533","1"
"Almost never or never","2017","Not Employed","Couple + C. LE 16 ","1695","0.538878646167957","0.521158618179204","0.556598674156709","1"
"Almost never or never","2017","Not Employed","Couple + C. GT 16 ","371","0.373451958033885","0.341936881918218","0.404967034149552","1"
"Almost never or never","2017","Not Employed","Couple + C. LE and GT 16","551","0.389632968788995","0.361725370215604","0.417540567362386","1"
"Almost never or never","2017","Employed","1-pers.-HH","599","0.266300497174393","0.248235858719674","0.284365135629112","1"
"Almost never or never","2017","Employed","(Married) couple without C. ","1355","0.286313315792048","0.273161357726773","0.299465273857323","1"
"Almost never or never","2017","Employed","Single parent ","538","0.340047916436532","0.316777571517371","0.363318261355694","1"
"Almost never or never","2017","Employed","Couple + C. LE 16 ","1778","0.308379155475451","0.29580872197338","0.320949588977523","1"
"Almost never or never","2017","Employed","Couple + C. GT 16 ","755","0.294657547153085","0.276645997457211","0.312669096848959","1"
"Almost never or never","2017","Employed","Couple + C. LE and GT 16","553","0.325337336384849","0.303079722469682","0.347594950300015","1"
"At lease once a week","2017","Not Employed","1-pers.-HH","1140","0.357278745100206","0.339394694851567","0.375162795348845","4"
"At lease once a week","2017","Not Employed","(Married) couple without C. ","1580","0.397515489863857","0.382134684002801","0.412896295724913","4"
