"m11104","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence"
"Several times a year","2013","Full Time","Urban Area","999","0.157551900336238","0.148450306252017","0.166653494420459"
"Several times a year","2013","Full Time","Rural Area","645","0.170609006924537","0.158111047684711","0.183106966164363"
"Several times a year","2013","Part Time","Urban Area","622","0.137581548109256","0.127627303901319","0.147535792317193"
"Several times a year","2013","Part Time","Rural Area","422","0.17423325219131","0.159385348533917","0.189081155848703"
"Several times a year","2013","Not Working","Urban Area","573","0.105413206614081","0.0973803384310236","0.113446074797139"
"Several times a year","2013","Not Working","Rural Area","404","0.137816394908137","0.125765307867471","0.149867481948804"
"At least once a month","2013","Full Time","Urban Area","377","0.0624816992787577","0.0564352508149101","0.0685281477426054"
"At least once a month","2013","Full Time","Rural Area","223","0.0677545739905445","0.0594044502923604","0.0761046976887287"
"At least once a month","2013","Part Time","Urban Area","240","0.0601110944485196","0.0532422330300658","0.0669799558669733"
"At least once a month","2013","Part Time","Rural Area","117","0.0468199958937246","0.0385505945325412","0.0550893972549081"
"At least once a month","2013","Not Working","Urban Area","198","0.0355275315079468","0.030685369443115","0.0403696935727786"
"At least once a month","2013","Not Working","Rural Area","100","0.0342209034592388","0.0278652452100206","0.040576561708457"
"At lease once a week","2013","Full Time","Urban Area","3217","0.551364620599749","0.538939509817993","0.563789731381505"
"At lease once a week","2013","Full Time","Rural Area","1618","0.4964730591396","0.479861221855574","0.513084896423626"
"At lease once a week","2013","Part Time","Urban Area","2444","0.541424624210682","0.527025252517018","0.555823995904346"
"At lease once a week","2013","Part Time","Rural Area","1169","0.479566414363337","0.460010507420062","0.499122321306612"
"At lease once a week","2013","Not Working","Urban Area","2466","0.426481075606355","0.413544014016079","0.439418137196632"
"At lease once a week","2013","Not Working","Rural Area","1192","0.365691554322697","0.348853821548937","0.382529287096457"
"Almost never or never","2014","Full Time","Urban Area","","","",""
"Almost never or never","2014","Full Time","Rural Area","","","",""
"Almost never or never","2014","Part Time","Urban Area","","","",""
"Almost never or never","2014","Part Time","Rural Area","","","",""
"Almost never or never","2014","Not Working","Urban Area","","","",""
"Almost never or never","2014","Not Working","Rural Area","","","",""
"Several times a year","2014","Full Time","Urban Area","","","",""
"Several times a year","2014","Full Time","Rural Area","","","",""
"Several times a year","2014","Part Time","Urban Area","","","",""
"Several times a year","2014","Part Time","Rural Area","","","",""
"Several times a year","2014","Not Working","Urban Area","","","",""
"Several times a year","2014","Not Working","Rural Area","","","",""
"At least once a month","2014","Full Time","Urban Area","","","",""
"At least once a month","2014","Full Time","Rural Area","","","",""
"At least once a month","2014","Part Time","Urban Area","","","",""
"At least once a month","2014","Part Time","Rural Area","","","",""
"At least once a month","2014","Not Working","Urban Area","","","",""
"At least once a month","2014","Not Working","Rural Area","","","",""
"At lease once a week","2014","Full Time","Urban Area","","","",""
"At lease once a week","2014","Full Time","Rural Area","","","",""
"At lease once a week","2014","Part Time","Urban Area","","","",""
"At lease once a week","2014","Part Time","Rural Area","","","",""
"At lease once a week","2014","Not Working","Urban Area","","","",""
"At lease once a week","2014","Not Working","Rural Area","","","",""
"Almost never or never","2015","Full Time","Urban Area","1837","0.267740754664105","0.256736072950665","0.278745436377545"
"Almost never or never","2015","Full Time","Rural Area","1114","0.315952816992612","0.300047843561907","0.331857790423316"
"Almost never or never","2015","Part Time","Urban Area","1505","0.303956885772532","0.290781709021154","0.317132062523911"
"Almost never or never","2015","Part Time","Rural Area","936","0.364037973281493","0.34493463515514","0.383141311407846"
"Almost never or never","2015","Not Working","Urban Area","3182","0.493191346862368","0.481315405290711","0.505067288434025"
"Almost never or never","2015","Not Working","Rural Area","1853","0.536081410681213","0.519394574843736","0.55276824651869"
"Several times a year","2015","Full Time","Urban Area","986","0.146724671633172","0.137930721875573","0.15551862139077"
"Several times a year","2015","Full Time","Rural Area","574","0.189333994511944","0.175930622171153","0.202737366852734"
"Several times a year","2015","Part Time","Urban Area","634","0.142495805938304","0.132483097875571","0.152508514001036"
"Several times a year","2015","Part Time","Rural Area","374","0.163102368301637","0.148433837083869","0.177770899519405"
"Several times a year","2015","Not Working","Urban Area","749","0.093906263788981","0.086977238243671","0.100835289334291"
"Several times a year","2015","Not Working","Rural Area","378","0.109948517348349","0.0994810892919869","0.120415945404712"
"At least once a month","2015","Full Time","Urban Area","417","0.0708464914848923","0.0644698687681305","0.0772231142016542"
"At least once a month","2015","Full Time","Rural Area","250","0.0753798051199638","0.0663477205532655","0.0844118896866621"
"At least once a month","2015","Part Time","Urban Area","265","0.0613964491900572","0.0545203028612699","0.0682725955188445"
"At least once a month","2015","Part Time","Rural Area","138","0.0551812655931827","0.0461157939673085","0.064246737219057"
"At least once a month","2015","Not Working","Urban Area","261","0.0386809256299517","0.0341003450619776","0.0432615061979258"
"At least once a month","2015","Not Working","Rural Area","118","0.0323792797244108","0.0264565228752388","0.0383020365735827"
"At lease once a week","2015","Full Time","Urban Area","2979","0.514688082217831","0.502266687952304","0.527109476483358"
"At lease once a week","2015","Full Time","Rural Area","1344","0.419333383375481","0.402451458977987","0.436215307772975"
"At lease once a week","2015","Part Time","Urban Area","2278","0.492150859099107","0.477830666100117","0.506471052098096"
"At lease once a week","2015","Part Time","Rural Area","989","0.417678392823687","0.398097937643725","0.437258848003649"
"At lease once a week","2015","Not Working","Urban Area","2616","0.3742214637187","0.362726357316254","0.385716570121145"
"At lease once a week","2015","Not Working","Rural Area","1082","0.321590792246026","0.30596164072171","0.337219943770343"
"Almost never or never","2016","Full Time","Urban Area","","","",""
"Almost never or never","2016","Full Time","Rural Area","","","",""
"Almost never or never","2016","Part Time","Urban Area","","","",""
"Almost never or never","2016","Part Time","Rural Area","","","",""
"Almost never or never","2016","Not Working","Urban Area","","","",""
"Almost never or never","2016","Not Working","Rural Area","","","",""
"Several times a year","2016","Full Time","Urban Area","","","",""
"Several times a year","2016","Full Time","Rural Area","","","",""
"Several times a year","2016","Part Time","Urban Area","","","",""
"Several times a year","2016","Part Time","Rural Area","","","",""
"Several times a year","2016","Not Working","Urban Area","","","",""
"Several times a year","2016","Not Working","Rural Area","","","",""
"At least once a month","2016","Full Time","Urban Area","","","",""
"At least once a month","2016","Full Time","Rural Area","","","",""
"At least once a month","2016","Part Time","Urban Area","","","",""
"At least once a month","2016","Part Time","Rural Area","","","",""
"At least once a month","2016","Not Working","Urban Area","","","",""
"At least once a month","2016","Not Working","Rural Area","","","",""
"At lease once a week","2016","Full Time","Urban Area","","","",""
"At lease once a week","2016","Full Time","Rural Area","","","",""
"At lease once a week","2016","Part Time","Urban Area","","","",""
"At lease once a week","2016","Part Time","Rural Area","","","",""
"At lease once a week","2016","Not Working","Urban Area","","","",""
"At lease once a week","2016","Not Working","Rural Area","","","",""
"Almost never or never","2017","Full Time","Urban Area","1924","0.269793721545108","0.259158628915071","0.280428814175145"
"Almost never or never","2017","Full Time","Rural Area","1260","0.299240845482931","0.284603949210819","0.313877741755042"
"Almost never or never","2017","Part Time","Urban Area","1570","0.289766015706695","0.277413206202336","0.302118825211054"
"Almost never or never","2017","Part Time","Rural Area","993","0.373158977503329","0.354755278638282","0.391562676368375"
"Almost never or never","2017","Not Working","Urban Area","4328","0.466096145658187","0.455957594414107","0.476234696902268"
"Almost never or never","2017","Not Working","Rural Area","2391","0.537746473942419","0.523318258355203","0.552174689529635"
"Several times a year","2017","Full Time","Urban Area","951","0.153661838819774","0.145020967237904","0.162302710401644"
"Several times a year","2017","Full Time","Rural Area","649","0.16528851462984","0.153415972984056","0.177161056275625"
"Several times a year","2017","Part Time","Urban Area","699","0.124393257014687","0.115406680773687","0.133379833255688"
"Several times a year","2017","Part Time","Rural Area","421","0.154908559667368","0.141140617741748","0.168676501592987"
"Several times a year","2017","Not Working","Urban Area","1108","0.0942147921141698","0.0882776317994279","0.100151952428912"
"Several times a year","2017","Not Working","Rural Area","487","0.100431630029156","0.0917332963245624","0.10912996373375"
"At least once a month","2017","Full Time","Urban Area","439","0.0684178582281625","0.0623686589623081","0.0744670574940168"
"At least once a month","2017","Full Time","Rural Area","256","0.072196422593748","0.0639238606247161","0.0804689845627798"
"At least once a month","2017","Part Time","Urban Area","267","0.0468500489955869","0.0410959552315479","0.052604142759626"
"At least once a month","2017","Part Time","Rural Area","144","0.0588005331149479","0.0498487215015497","0.0677523447283462"
"At least once a month","2017","Not Working","Urban Area","372","0.0337660852429404","0.0300950537387237","0.037437116747157"
"At least once a month","2017","Not Working","Rural Area","169","0.0262915387947225","0.0216612700821753","0.0309218075072696"
"At lease once a week","2017","Full Time","Urban Area","3377","0.508126581406955","0.496147729106864","0.520105433707046"
"At lease once a week","2017","Full Time","Rural Area","1595","0.463274217293481","0.44733564329648","0.479212791290483"
"At lease once a week","2017","Part Time","Urban Area","2645","0.538990678283031","0.525417336795889","0.552564019770173"
"At lease once a week","2017","Part Time","Rural Area","1095","0.413131929714356","0.394395187245737","0.431868672182975"
"At lease once a week","2017","Not Working","Urban Area","3492","0.405922976984703","0.395942534137497","0.415903419831908"
"At lease once a week","2017","Not Working","Rural Area","1540","0.335530357233702","0.321866063074337","0.349194651393067"
"Almost never or never","2018","Full Time","Urban Area","36","0.200977732404051","0.122435814278233","0.279519650529869"
"Almost never or never","2018","Full Time","Rural Area","27","","",""
"Almost never or never","2018","Part Time","Urban Area","89","0.263150964610472","0.210529407644968","0.315772521575977"
"Almost never or never","2018","Part Time","Rural Area","42","0.313337583098079","0.215303577286015","0.411371588910142"
"Almost never or never","2018","Not Working","Urban Area","1201","0.423784404129553","0.404304408855335","0.44326439940377"
"Almost never or never","2018","Not Working","Rural Area","424","0.389156288129495","0.356869628311457","0.421442947947533"
"Several times a year","2018","Full Time","Urban Area","11","","",""
"Several times a year","2018","Full Time","Rural Area","3","","",""
"Several times a year","2018","Part Time","Urban Area","48","0.146079352282738","0.103873261793607","0.188285442771868"
"Several times a year","2018","Part Time","Rural Area","5","","",""
"Several times a year","2018","Not Working","Urban Area","419","0.181569933305573","0.166373676903133","0.196766189708013"
"Several times a year","2018","Not Working","Rural Area","132","0.159760222324049","0.135497921406881","0.184022523241216"
"At least once a month","2018","Full Time","Urban Area","13","","",""
"At least once a month","2018","Full Time","Rural Area","2","","",""
"At least once a month","2018","Part Time","Urban Area","19","","",""
"At least once a month","2018","Part Time","Rural Area","3","","",""
"At least once a month","2018","Not Working","Urban Area","140","0.0661522851920735","0.0563543556152759","0.0759502147688711"
"At least once a month","2018","Not Working","Rural Area","39","0.0610804239301928","0.0452219549784709","0.0769388928819146"
"At lease once a week","2018","Full Time","Urban Area","40","0.547362878715781","0.449805337626989","0.644920419804572"
"At lease once a week","2018","Full Time","Rural Area","20","","",""
"At lease once a week","2018","Part Time","Urban Area","113","0.528387313307054","0.468733133145219","0.58804149346889"
"At lease once a week","2018","Part Time","Rural Area","36","0.572390037337219","0.467829259347502","0.676950815326936"
"At lease once a week","2018","Not Working","Urban Area","712","0.328493377372801","0.309978863345932","0.347007891399669"
"At lease once a week","2018","Not Working","Rural Area","281","0.390003065616264","0.357703708775763","0.422302422456764"
"Almost never or never","2019","Full Time","Urban Area","1453","0.211518328590332","0.201577332924479","0.221459324256185"
"Almost never or never","2019","Full Time","Rural Area","928","0.232854910479215","0.219313071215365","0.246396749743066"
"Almost never or never","2019","Part Time","Urban Area","1189","0.244650384093263","0.232436966796162","0.256863801390364"
"Almost never or never","2019","Part Time","Rural Area","671","0.239342504145293","0.222686678799647","0.25599832949094"
"Almost never or never","2019","Not Working","Urban Area","2459","0.370154909672826","0.358578577187396","0.381731242158257"
"Almost never or never","2019","Not Working","Rural Area","1479","0.413397593086943","0.397161904575415","0.429633281598471"
"Several times a year","2019","Full Time","Urban Area","883","0.145260966581045","0.136683652489577","0.153838280672512"
"Several times a year","2019","Full Time","Rural Area","599","0.16518669528145","0.15328857341671","0.17708481714619"
"Several times a year","2019","Part Time","Urban Area","586","0.125017295421463","0.115620602760245","0.134413988082681"
"Several times a year","2019","Part Time","Rural Area","368","0.147217558256991","0.133386334785835","0.161048781728147"
"Several times a year","2019","Not Working","Urban Area","765","0.106318525605967","0.0989282912501871","0.113708759961748"
"Several times a year","2019","Not Working","Rural Area","430","0.131773093389784","0.120621297567862","0.142924889211707"
"At least once a month","2019","Full Time","Urban Area","328","0.0559189766186758","0.050325983028007","0.0615119702093447"
"At least once a month","2019","Full Time","Rural Area","239","0.0613370053274664","0.0536490237832464","0.0690249868716865"
"At least once a month","2019","Part Time","Urban Area","204","0.0457307984795887","0.0397956705486333","0.051665926410544"
"At least once a month","2019","Part Time","Rural Area","117","0.0472061220952313","0.0389274570799249","0.0554847871105377"
"At least once a month","2019","Not Working","Urban Area","267","0.0346048743197692","0.0302227615509363","0.0389869870886021"
"At least once a month","2019","Not Working","Rural Area","129","0.0346278435723618","0.0285998202181526","0.0406558669265709"
"At lease once a week","2019","Full Time","Urban Area","3819","0.587301728209947","0.575317583494525","0.59928587292537"
"At lease once a week","2019","Full Time","Rural Area","1976","0.540621388911868","0.524654209815959","0.556588568007778"
"At lease once a week","2019","Part Time","Urban Area","2780","0.584601522005685","0.570600728190304","0.598602315821067"
"At lease once a week","2019","Part Time","Rural Area","1365","0.566233815502484","0.546887983357408","0.585579647647561"
"At lease once a week","2019","Not Working","Urban Area","3192","0.488921690401437","0.476937029854223","0.500906350948651"
"At lease once a week","2019","Not Working","Rural Area","1496","0.420201469950911","0.403927925404297","0.436475014497525"
