"m11104","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence"
"At lease once a week","1987","Not Working","Rural Area","","","",""
"Almost never or never","1988","Full Time","Urban Area","1914","0.457647219818262","0.441539807760758","0.473754631875765"
"Almost never or never","1988","Full Time","Rural Area","410","0.443066376916258","0.410338896510413","0.475793857322103"
"Almost never or never","1988","Part Time","Urban Area","737","0.497296772709554","0.471152679333203","0.523440866085904"
"Almost never or never","1988","Part Time","Rural Area","211","0.494541460525794","0.446895945047937","0.542186976003651"
"Almost never or never","1988","Not Working","Urban Area","1901","0.698288587557816","0.681383601862369","0.715193573253262"
"Almost never or never","1988","Not Working","Rural Area","470","0.702498728244039","0.668510942393349","0.736486514094729"
"Several times a year","1988","Full Time","Urban Area","575","0.171300937487917","0.159119523221669","0.183482351754166"
"Several times a year","1988","Full Time","Rural Area","169","0.205103821650681","0.17850156148615","0.231706081815211"
"Several times a year","1988","Part Time","Urban Area","193","0.145168258764056","0.126748409044026","0.163588108484087"
"Several times a year","1988","Part Time","Rural Area","73","0.175454066209043","0.139207484727152","0.211700647690933"
"Several times a year","1988","Not Working","Urban Area","249","0.0807234529102401","0.0706906005380383","0.0907563052824419"
"Several times a year","1988","Not Working","Rural Area","73","0.0926621324015327","0.0711049819835789","0.114219282819487"
"At least once a month","1988","Full Time","Urban Area","230","0.0712603176699791","0.06294286578222","0.0795777695577383"
"At least once a month","1988","Full Time","Rural Area","68","0.0804677589500183","0.0625464020236353","0.0983891158764013"
"At least once a month","1988","Part Time","Urban Area","72","0.0509761593688912","0.0394752535737546","0.0624770651640277"
"At least once a month","1988","Part Time","Rural Area","28","","",""
"At least once a month","1988","Not Working","Urban Area","103","0.0335938154114373","0.0269577450433354","0.0402298857795392"
"At least once a month","1988","Not Working","Rural Area","20","","",""
"At lease once a week","1988","Full Time","Urban Area","956","0.299791525023842","0.284978533427021","0.314604516620663"
"At lease once a week","1988","Full Time","Rural Area","238","0.271362042483043","0.242066138662429","0.300657946303657"
"At lease once a week","1988","Part Time","Urban Area","403","0.306558809157499","0.282450228285674","0.330667390029324"
"At lease once a week","1988","Part Time","Rural Area","111","0.264248178736424","0.222228804392343","0.306267553080505"
"At lease once a week","1988","Not Working","Urban Area","579","0.187394144120507","0.173022070007276","0.201766218233738"
"At lease once a week","1988","Not Working","Rural Area","132","0.177473620647879","0.149068442914632","0.205878798381126"
"Almost never or never","1989","Full Time","Urban Area","","","",""
"Almost never or never","1989","Full Time","Rural Area","","","",""
"Almost never or never","1989","Part Time","Urban Area","","","",""
"Almost never or never","1989","Part Time","Rural Area","","","",""
"Almost never or never","1989","Not Working","Urban Area","","","",""
"Almost never or never","1989","Not Working","Rural Area","","","",""
"Several times a year","1989","Full Time","Urban Area","","","",""
"Several times a year","1989","Full Time","Rural Area","","","",""
"Several times a year","1989","Part Time","Urban Area","","","",""
"Several times a year","1989","Part Time","Rural Area","","","",""
"Several times a year","1989","Not Working","Urban Area","","","",""
"Several times a year","1989","Not Working","Rural Area","","","",""
"At least once a month","1989","Full Time","Urban Area","","","",""
"At least once a month","1989","Full Time","Rural Area","","","",""
"At least once a month","1989","Part Time","Urban Area","","","",""
"At least once a month","1989","Part Time","Rural Area","","","",""
"At least once a month","1989","Not Working","Urban Area","","","",""
"At least once a month","1989","Not Working","Rural Area","","","",""
"At lease once a week","1989","Full Time","Urban Area","","","",""
"At lease once a week","1989","Full Time","Rural Area","","","",""
"At lease once a week","1989","Part Time","Urban Area","","","",""
"At lease once a week","1989","Part Time","Rural Area","","","",""
"At lease once a week","1989","Not Working","Urban Area","","","",""
"At lease once a week","1989","Not Working","Rural Area","","","",""
"Almost never or never","1990","Full Time","Urban Area","1353","0.309725859677007","0.294479161338559","0.324972558015456"
"Almost never or never","1990","Full Time","Rural Area","280","0.272929122042627","0.24351381061113","0.302344433474124"
"Almost never or never","1990","Part Time","Urban Area","522","0.32122583546776","0.296399864209786","0.346051806725734"
"Almost never or never","1990","Part Time","Rural Area","115","0.301875368205991","0.254584844298964","0.349165892113017"
"Almost never or never","1990","Not Working","Urban Area","1587","0.612013795522864","0.593492230947546","0.630535360098181"
"Almost never or never","1990","Not Working","Rural Area","396","0.609742918682227","0.572555490870718","0.646930346493736"
"Several times a year","1990","Full Time","Urban Area","761","0.238702809666306","0.224646149312463","0.252759470020148"
"Several times a year","1990","Full Time","Rural Area","242","0.303161104866923","0.272810799213558","0.333511410520287"
"Several times a year","1990","Part Time","Urban Area","280","0.232339159403546","0.209885648251277","0.254792670555814"
"Several times a year","1990","Part Time","Rural Area","89","0.2505223417942","0.205885199528297","0.295159484060103"
"Several times a year","1990","Not Working","Urban Area","332","0.116746578280389","0.104541131904768","0.128952024656009"
"Several times a year","1990","Not Working","Rural Area","95","0.137518847280478","0.111264375824568","0.163773318736388"
"At least once a month","1990","Full Time","Urban Area","355","0.110583639831956","0.100242360493855","0.120924919170057"
"At least once a month","1990","Full Time","Rural Area","106","0.122059383481852","0.100443236061647","0.143675530902057"
"At least once a month","1990","Part Time","Urban Area","127","0.102009341940795","0.085917926590408","0.118100757291182"
"At least once a month","1990","Part Time","Rural Area","38","0.10636784518469","0.0746079997605552","0.138127690608825"
"At least once a month","1990","Not Working","Urban Area","142","0.0484155769843955","0.0402571742460281","0.056573979722763"
"At least once a month","1990","Not Working","Rural Area","37","0.0561249527087001","0.0385787715971101","0.0736711338202901"
"At lease once a week","1990","Full Time","Urban Area","1064","0.340987690824731","0.325356488427524","0.356618893221937"
"At lease once a week","1990","Full Time","Rural Area","253","0.301850389608598","0.27153729624086","0.332163482976336"
"At lease once a week","1990","Part Time","Urban Area","430","0.344425663187899","0.319161955573509","0.369689370802289"
"At lease once a week","1990","Part Time","Rural Area","120","0.341234444815119","0.292393317559559","0.390075572070679"
"At lease once a week","1990","Not Working","Urban Area","598","0.222824049212352","0.207006848342044","0.23864125008266"
"At lease once a week","1990","Not Working","Rural Area","133","0.196613281328595","0.166315131364473","0.226911431292717"
"Almost never or never","1991","Full Time","Urban Area","","","",""
"Almost never or never","1991","Full Time","Rural Area","","","",""
"Almost never or never","1991","Part Time","Urban Area","","","",""
"Almost never or never","1991","Part Time","Rural Area","","","",""
"Almost never or never","1991","Not Working","Urban Area","","","",""
"Almost never or never","1991","Not Working","Rural Area","","","",""
"Several times a year","1991","Full Time","Urban Area","","","",""
"Several times a year","1991","Full Time","Rural Area","","","",""
"Several times a year","1991","Part Time","Urban Area","","","",""
"Several times a year","1991","Part Time","Rural Area","","","",""
"Several times a year","1991","Not Working","Urban Area","","","",""
"Several times a year","1991","Not Working","Rural Area","","","",""
"At least once a month","1991","Full Time","Urban Area","","","",""
"At least once a month","1991","Full Time","Rural Area","","","",""
"At least once a month","1991","Part Time","Urban Area","","","",""
"At least once a month","1991","Part Time","Rural Area","","","",""
"At least once a month","1991","Not Working","Urban Area","","","",""
"At least once a month","1991","Not Working","Rural Area","","","",""
"At lease once a week","1991","Full Time","Urban Area","","","",""
"At lease once a week","1991","Full Time","Rural Area","","","",""
"At lease once a week","1991","Part Time","Urban Area","","","",""
"At lease once a week","1991","Part Time","Rural Area","","","",""
"At lease once a week","1991","Not Working","Urban Area","","","",""
"At lease once a week","1991","Not Working","Rural Area","","","",""
"Almost never or never","1992","Full Time","Urban Area","2050","0.425918069316889","0.411116037934618","0.440720100699161"
"Almost never or never","1992","Full Time","Rural Area","1149","0.477850313050176","0.456780279930746","0.498920346169606"
"Almost never or never","1992","Part Time","Urban Area","780","0.458496512116535","0.43373871829042","0.483254305942651"
"Almost never or never","1992","Part Time","Rural Area","504","0.525305665611761","0.492461769124111","0.558149562099412"
"Almost never or never","1992","Not Working","Urban Area","1875","0.692069671408534","0.675031433489999","0.709107909327068"
"Almost never or never","1992","Not Working","Rural Area","971","0.768918023241446","0.746161105311823","0.791674941171069"
"Several times a year","1992","Full Time","Urban Area","844","0.208583113605479","0.196420873342849","0.220745353868109"
"Several times a year","1992","Full Time","Rural Area","486","0.228390252651734","0.210682664807417","0.24609784049605"
"Several times a year","1992","Part Time","Urban Area","275","0.176873921968103","0.157915229660913","0.195832614275294"
"Several times a year","1992","Part Time","Rural Area","177","0.198614879026955","0.172374618926292","0.224855139127619"
"Several times a year","1992","Not Working","Urban Area","270","0.0847935583141688","0.0745118684132175","0.0950752482151201"
"Several times a year","1992","Not Working","Rural Area","113","0.0666962144774542","0.0532266829205751","0.0801657460343333"
"At least once a month","1992","Full Time","Urban Area","330","0.0865308188811151","0.0781148580435356","0.0949467797186945"
"At least once a month","1992","Full Time","Rural Area","135","0.0724957275836722","0.0615577775351757","0.0834336776321688"
"At least once a month","1992","Part Time","Urban Area","111","0.0801462052920077","0.0666552041486351","0.0936372064353804"
"At least once a month","1992","Part Time","Rural Area","38","0.0493615541298612","0.0351138887218244","0.063609219537898"
"At least once a month","1992","Not Working","Urban Area","114","0.0359892070774117","0.0291145565754227","0.0428638575794007"
"At least once a month","1992","Not Working","Rural Area","35","0.0208890454037608","0.0131681861142565","0.028609904693265"
"At lease once a week","1992","Full Time","Urban Area","1063","0.278967998196517","0.265542642138436","0.292393354254598"
"At lease once a week","1992","Full Time","Rural Area","389","0.221263706714418","0.203754274249692","0.238773139179144"
"At lease once a week","1992","Part Time","Urban Area","390","0.284483360623354","0.262066148652294","0.306900572594414"
"At lease once a week","1992","Part Time","Rural Area","169","0.226717901231422","0.199178563462771","0.254257239000074"
"At lease once a week","1992","Not Working","Urban Area","561","0.187147563199886","0.172752237971174","0.201542888428598"
"At lease once a week","1992","Not Working","Rural Area","199","0.143496716877339","0.124569973909196","0.162423459845481"
"Almost never or never","1993","Full Time","Urban Area","","","",""
"Almost never or never","1993","Full Time","Rural Area","","","",""
"Almost never or never","1993","Part Time","Urban Area","","","",""
"Almost never or never","1993","Part Time","Rural Area","","","",""
"Almost never or never","1993","Not Working","Urban Area","","","",""
"Almost never or never","1993","Not Working","Rural Area","","","",""
"Several times a year","1993","Full Time","Urban Area","","","",""
"Several times a year","1993","Full Time","Rural Area","","","",""
"Several times a year","1993","Part Time","Urban Area","","","",""
"Several times a year","1993","Part Time","Rural Area","","","",""
"Several times a year","1993","Not Working","Urban Area","","","",""
"Several times a year","1993","Not Working","Rural Area","","","",""
"At least once a month","1993","Full Time","Urban Area","","","",""
"At least once a month","1993","Full Time","Rural Area","","","",""
"At least once a month","1993","Part Time","Urban Area","","","",""
"At least once a month","1993","Part Time","Rural Area","","","",""
"At least once a month","1993","Not Working","Urban Area","","","",""
"At least once a month","1993","Not Working","Rural Area","","","",""
"At lease once a week","1993","Full Time","Urban Area","","","",""
"At lease once a week","1993","Full Time","Rural Area","","","",""
"At lease once a week","1993","Part Time","Urban Area","","","",""
"At lease once a week","1993","Part Time","Rural Area","","","",""
"At lease once a week","1993","Not Working","Urban Area","","","",""
"At lease once a week","1993","Not Working","Rural Area","","","",""
"Almost never or never","1994","Full Time","Urban Area","1757","0.403294059611694","0.3879374214736","0.418650697749788"
"Almost never or never","1994","Full Time","Rural Area","1003","0.47021352403014","0.448289995554703","0.492137052505578"
"Almost never or never","1994","Part Time","Urban Area","755","0.435427303941934","0.410940868028252","0.459913739855615"
"Almost never or never","1994","Part Time","Rural Area","401","0.464228690137174","0.429139532232535","0.499317848041813"
"Almost never or never","1994","Not Working","Urban Area","2011","0.691100263186191","0.674566688483155","0.707633837889226"
"Almost never or never","1994","Not Working","Rural Area","1082","0.746037541911774","0.72378628613986","0.768288797683688"
"Several times a year","1994","Full Time","Urban Area","877","0.233267188688946","0.220028227483966","0.246506149893925"
"Several times a year","1994","Full Time","Rural Area","456","0.222063068662176","0.203806345749089","0.240319791575263"
"Several times a year","1994","Part Time","Urban Area","325","0.20347946863261","0.183597169809946","0.223361767455273"
"Several times a year","1994","Part Time","Rural Area","163","0.226464418975709","0.197016313046707","0.255912524904712"
"Several times a year","1994","Not Working","Urban Area","309","0.09532615914573","0.0848176882092787","0.105834630082181"
"Several times a year","1994","Not Working","Rural Area","154","0.0952182690550489","0.0802137708387637","0.110222767271334"
"At least once a month","1994","Full Time","Urban Area","317","0.0794515811502291","0.0709855541751133","0.0879176081253449"
"At least once a month","1994","Full Time","Rural Area","145","0.0740795010859945","0.0625755153404356","0.0855834868315534"
"At least once a month","1994","Part Time","Urban Area","101","0.0654742670508599","0.0532579929959145","0.0776905411058053"
"At least once a month","1994","Part Time","Rural Area","57","0.0950014175320421","0.074371085266997","0.115631749797087"
"At least once a month","1994","Not Working","Urban Area","128","0.0388295437131872","0.0319165077862284","0.0457425796401461"
"At least once a month","1994","Not Working","Rural Area","30","0.021767094120639","0.0143075757985679","0.0292266124427101"
"At lease once a week","1994","Full Time","Urban Area","969","0.283987170549132","0.269871067506805","0.298103273591458"
"At lease once a week","1994","Full Time","Rural Area","387","0.233643906221689","0.215057090302017","0.252230722141361"
"At lease once a week","1994","Part Time","Urban Area","394","0.295618960374597","0.273082911116613","0.318155009632581"
"At lease once a week","1994","Part Time","Rural Area","155","0.214305473355075","0.185434546543017","0.243176400167133"
"At lease once a week","1994","Not Working","Urban Area","552","0.174744033954892","0.161155175386363","0.188332892523422"
"At lease once a week","1994","Not Working","Rural Area","204","0.136977094912538","0.11940091212875","0.154553277696326"
"Almost never or never","1995","Full Time","Urban Area","1340","0.303497413413569","0.288921304204774","0.318073522622364"
"Almost never or never","1995","Full Time","Rural Area","714","0.317133416707154","0.297057185982801","0.337209647431507"
"Almost never or never","1995","Part Time","Urban Area","701","0.330743984118589","0.308912021218773","0.352575947018405"
"Almost never or never","1995","Part Time","Rural Area","312","0.351679098309962","0.318795913607291","0.384562283012633"
"Almost never or never","1995","Not Working","Urban Area","1901","0.605849436537043","0.588984035928407","0.622714837145679"
"Almost never or never","1995","Not Working","Rural Area","916","0.610920904994291","0.586735237313527","0.635106572675055"
"Several times a year","1995","Full Time","Urban Area","944","0.249784197682889","0.236060272764873","0.263508122600904"
"Several times a year","1995","Full Time","Rural Area","653","0.300531337715302","0.280751521239179","0.320311154191425"
"Several times a year","1995","Part Time","Urban Area","413","0.235981726019895","0.21627830098888","0.255685151050909"
"Several times a year","1995","Part Time","Rural Area","220","0.259541268560248","0.229351539014907","0.289730998105589"
"Several times a year","1995","Not Working","Urban Area","436","0.135042913891491","0.123247412336212","0.14683841544677"
"Several times a year","1995","Not Working","Rural Area","271","0.15993212412265","0.14174886695804","0.17811538128726"
"At least once a month","1995","Full Time","Urban Area","358","0.106768025402364","0.0969775115656081","0.11655853923912"
"At least once a month","1995","Full Time","Rural Area","175","0.0829223946603177","0.0710255386210318","0.0948192506996036"
"At least once a month","1995","Part Time","Urban Area","123","0.0736266588427123","0.0615078136810838","0.0857455040043408"
"At least once a month","1995","Part Time","Rural Area","67","0.0775275095970174","0.0591108775975043","0.0959441415965305"
"At least once a month","1995","Not Working","Urban Area","158","0.0440313523163883","0.0369504913322936","0.051112213300483"
"At least once a month","1995","Not Working","Rural Area","79","0.0516210754283817","0.040644898204694","0.0625972526520695"
"At lease once a week","1995","Full Time","Urban Area","1180","0.339950363501178","0.324932823316903","0.354967903685453"
"At lease once a week","1995","Full Time","Rural Area","522","0.299412850917226","0.27965409728338","0.319171604551072"
"At lease once a week","1995","Part Time","Urban Area","547","0.359647631018804","0.337378730341769","0.38191653169584"
"At lease once a week","1995","Part Time","Rural Area","211","0.311252123532772","0.279366722797645","0.343137524267899"
"At lease once a week","1995","Not Working","Urban Area","730","0.215076297255078","0.200895742242753","0.229256852267403"
"At lease once a week","1995","Not Working","Rural Area","295","0.177525895454677","0.158570248474473","0.196481542434882"
"Almost never or never","1996","Full Time","Urban Area","1437","0.350173077974164","0.334804673738678","0.36554148220965"
"Almost never or never","1996","Full Time","Rural Area","895","0.41542086453555","0.393930775529207","0.436910953541894"
"Almost never or never","1996","Part Time","Urban Area","823","0.394800598805692","0.372423436870308","0.417177760741076"
"Almost never or never","1996","Part Time","Rural Area","396","0.420822648595998","0.387750185032289","0.453895112159707"
"Almost never or never","1996","Not Working","Urban Area","1975","0.647993798550495","0.631162457769196","0.664825139331793"
"Almost never or never","1996","Not Working","Rural Area","981","0.650423793028511","0.626428589201829","0.674418996855192"
"Several times a year","1996","Full Time","Urban Area","906","0.255695212958294","0.241640394081638","0.26975003183495"
"Several times a year","1996","Full Time","Rural Area","541","0.260640361677661","0.241496871910911","0.279783851444412"
"Several times a year","1996","Part Time","Urban Area","419","0.233507125030874","0.214139739935839","0.252874510125909"
"Several times a year","1996","Part Time","Rural Area","219","0.262814901325304","0.233328316464443","0.292301486186165"
"Several times a year","1996","Not Working","Urban Area","394","0.115239855703997","0.103986753602713","0.126492957805281"
"Several times a year","1996","Not Working","Rural Area","221","0.134725156582868","0.117543830203071","0.151906482962666"
"At least once a month","1996","Full Time","Urban Area","342","0.0912184645876928","0.0819424873422059","0.10049444183318"
"At least once a month","1996","Full Time","Rural Area","152","0.079560419798804","0.0677594260004024","0.0913614135972056"
"At least once a month","1996","Part Time","Urban Area","136","0.0740718227524462","0.0620828485773751","0.0860607969275173"
"At least once a month","1996","Part Time","Rural Area","54","0.0565757146961998","0.041098964998483","0.0720524643939166"
"At least once a month","1996","Not Working","Urban Area","159","0.0527111356667291","0.0448361361887711","0.0605861351446871"
"At least once a month","1996","Not Working","Rural Area","78","0.0539414432334907","0.0425736650503631","0.0653092214166183"
"At lease once a week","1996","Full Time","Urban Area","1016","0.30291324447985","0.288108834774804","0.317717654184896"
"At lease once a week","1996","Full Time","Rural Area","432","0.244378353987984","0.225638941573984","0.263117766401985"
"At lease once a week","1996","Part Time","Urban Area","455","0.297620453410988","0.276689733134974","0.318551173687002"
"At lease once a week","1996","Part Time","Rural Area","187","0.259786735382498","0.230410365585305","0.289163105179691"
"At lease once a week","1996","Not Working","Urban Area","565","0.184055210078779","0.170397981579944","0.197712438577614"
"At lease once a week","1996","Not Working","Rural Area","237","0.16090960715513","0.142419021696454","0.179400192613807"
"Almost never or never","1997","Full Time","Urban Area","1427","0.354695944057948","0.339111040672474","0.370280847443423"
"Almost never or never","1997","Full Time","Rural Area","845","0.407219834516959","0.385401835988794","0.429037833045125"
"Almost never or never","1997","Part Time","Urban Area","828","0.42804670530926","0.404629131854706","0.451464278763814"
"Almost never or never","1997","Part Time","Rural Area","420","0.472572327389154","0.438546324401529","0.506598330376778"
"Almost never or never","1997","Not Working","Urban Area","2019","0.670963797948784","0.654450292180756","0.687477303716813"
"Almost never or never","1997","Not Working","Rural Area","1020","0.669094718905963","0.645684909235007","0.69250452857692"
"Several times a year","1997","Full Time","Urban Area","851","0.245319071045894","0.231302520446063","0.259335621645724"
"Several times a year","1997","Full Time","Rural Area","524","0.252767889789783","0.233468555477148","0.272067224102417"
"Several times a year","1997","Part Time","Urban Area","322","0.20988051904247","0.190607556448946","0.229153481635993"
"Several times a year","1997","Part Time","Rural Area","214","0.25861607628766","0.228772925199331","0.288459227375989"
"Several times a year","1997","Not Working","Urban Area","356","0.104365968126717","0.0936208141508772","0.115111122102556"
"Several times a year","1997","Not Working","Rural Area","211","0.112984691395346","0.0972347989630308","0.12873458382766"
"At least once a month","1997","Full Time","Urban Area","280","0.0753048631407324","0.0667087008855112","0.0839010253959537"
"At least once a month","1997","Full Time","Rural Area","154","0.0826144103528017","0.0703891680523537","0.0948396526532497"
"At least once a month","1997","Part Time","Urban Area","115","0.067462561305041","0.0555917451257344","0.0793333774843475"
"At least once a month","1997","Part Time","Rural Area","34","0.0442209177870138","0.030209309970301","0.0582325256037266"
"At least once a month","1997","Not Working","Urban Area","114","0.032061398755067","0.0258700818490135","0.0382527156611205"
"At least once a month","1997","Not Working","Rural Area","66","0.0404644148926493","0.0306611800220916","0.050267649763207"
"At lease once a week","1997","Full Time","Urban Area","1062","0.324680121755426","0.309426378839719","0.339933864671132"
"At lease once a week","1997","Full Time","Rural Area","425","0.257397865340456","0.237983008978024","0.276812721702888"
"At lease once a week","1997","Part Time","Urban Area","450","0.294610214343229","0.273035030146376","0.316185398540083"
"At lease once a week","1997","Part Time","Rural Area","159","0.224590678536173","0.196148902738725","0.253032454333621"
"At lease once a week","1997","Not Working","Urban Area","621","0.192608835169432","0.178749321369258","0.206468348969606"
"At lease once a week","1997","Not Working","Rural Area","255","0.177456174806042","0.158448573507646","0.196463776104438"
"Almost never or never","1998","Full Time","Urban Area","1212","0.283701936969821","0.269502914202405","0.297900959737237"
"Almost never or never","1998","Full Time","Rural Area","659","0.299210329698971","0.279573968675271","0.31884669072267"
"Almost never or never","1998","Part Time","Urban Area","645","0.296023881771901","0.275513627963638","0.316534135580165"
"Almost never or never","1998","Part Time","Rural Area","342","0.334020552638721","0.304091641821336","0.363949463456106"
"Almost never or never","1998","Not Working","Urban Area","2059","0.580098245768417","0.563931180252213","0.59626531128462"
"Almost never or never","1998","Not Working","Rural Area","1024","0.575661764924291","0.552842036427719","0.598481493420863"
"Several times a year","1998","Full Time","Urban Area","978","0.245085821973478","0.231537412874293","0.258634231072662"
"Several times a year","1998","Full Time","Rural Area","649","0.301325199092098","0.281649320367925","0.321001077816272"
"Several times a year","1998","Part Time","Urban Area","455","0.230475547156684","0.211554187685","0.249396906628368"
"Several times a year","1998","Part Time","Rural Area","273","0.283716085957933","0.255109997145899","0.312322174769966"
"Several times a year","1998","Not Working","Urban Area","527","0.140188880995554","0.128816146749708","0.151561615241401"
"Several times a year","1998","Not Working","Rural Area","321","0.175693192927313","0.158122349509687","0.193264036344938"
"At least once a month","1998","Full Time","Urban Area","395","0.106171492627629","0.0964683709146924","0.115874614340565"
"At least once a month","1998","Full Time","Rural Area","199","0.092099298936274","0.0796991697728199","0.104499428099728"
"At least once a month","1998","Part Time","Urban Area","170","0.0947838517764543","0.0816233629758482","0.10794434057706"
"At least once a month","1998","Part Time","Rural Area","73","0.08097652410804","0.0636657387375915","0.0982873094784885"
"At least once a month","1998","Not Working","Urban Area","188","0.050416696722061","0.0432493187715209","0.0575840746726012"
