"m11104","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence","value"
"At least once a month","2011","Saxony","Not Employed","27","","","","3"
"At least once a month","2011","Saxony","Employed","94","0.0667669069678877","0.0525063806717231","0.0810274332640523","3"
"At least once a month","2011","Saxony-Anhalt","Not Employed","15","","","","3"
"At least once a month","2011","Saxony-Anhalt","Employed","51","0.0915924169092951","0.0696855075428402","0.11349932627575","3"
"At least once a month","2011","Thuringia","Not Employed","14","","","","3"
"At least once a month","2011","Thuringia","Employed","65","0.0963269917036726","0.0744078711507767","0.118246112256569","3"
"Several times a year","2011","Schleswig-Holstein","Not Employed","40","0.0980188960797094","0.0670446971527006","0.128993095006718","2"
"Several times a year","2011","Schleswig-Holstein","Employed","132","0.209828291486386","0.177956455574242","0.24170012739853","2"
"Several times a year","2011","Hamburg","Employed","42","0.148867603830267","0.106565467690675","0.191169739969859","2"
"Several times a year","2011","Hamburg","Not Employed","10","","","","2"
"Several times a year","2011","Lower Saxony","Not Employed","111","0.104961590528565","0.0855222090135825","0.124400972043548","2"
"Several times a year","2011","Lower Saxony","Employed","293","0.16784258422592","0.150008764493102","0.185676403958737","2"
"Several times a year","2011","Bremen","Not Employed","10","","","","2"
"Several times a year","2011","Bremen","Employed","22","","","","2"
"Several times a year","2011","North Rhine-Westphalia","Employed","661","0.197579749654671","0.18458201663656","0.210577482672782","2"
"Several times a year","2011","North Rhine-Westphalia","Not Employed","219","0.101319241109754","0.0884895172299725","0.114148964989536","2"
"Several times a year","2011","Hesse","Not Employed","68","0.0817767026489199","0.0604969132150489","0.103056492082791","2"
"Several times a year","2011","Hesse","Employed","262","0.203663832493271","0.181995883433635","0.225331781552906","2"
"Several times a year","2011","Rhineland-Palatinate,Saarland","Not Employed","50","0.0844907365697255","0.0617580853741572","0.107223387765294","2"
"Several times a year","2011","Rhineland-Palatinate,Saarland","Employed","199","0.205782287860047","0.181117236612869","0.230447339107225","2"
"Several times a year","2011","Baden-Württemberg","Employed","425","0.180892932026503","0.165447715283843","0.196338148769162","2"
"Several times a year","2011","Baden-Württemberg","Not Employed","113","0.0852007463150797","0.0690722072851951","0.101329285344964","2"
"Several times a year","2011","Bavaria","Not Employed","178","0.117035618583367","0.100557598628255","0.133513638538478","2"
"Several times a year","2011","Bavaria","Employed","586","0.208823997329921","0.194188448239921","0.22345954641992","2"
"Several times a year","2011","Berlin","Not Employed","49","0.129081274306281","0.0952360144996387","0.162926534112923","2"
"Several times a year","2011","Berlin","Employed","122","0.182121618736996","0.152197402993268","0.212045834480724","2"
"Several times a year","2011","Brandenburg","Not Employed","66","0.14640232958425","0.114374628339146","0.178430030829355","2"
"Several times a year","2011","Mecklenburg-Western Pomerania","Employed","73","0.186389710222032","0.148179376918555","0.224600043525509","2"
"Several times a year","2011","Brandenburg","Employed","154","0.233109463723718","0.20128362292879","0.264935304518647","2"
"Several times a year","2011","Mecklenburg-Western Pomerania","Not Employed","24","","","","2"
"Several times a year","2011","Saxony","Employed","259","0.246549179947447","0.221926285933713","0.271172073961181","2"
"Several times a year","2011","Saxony-Anhalt","Not Employed","39","0.092844000820254","0.0654771938162148","0.120210807824293","2"
"Several times a year","2011","Saxony-Anhalt","Employed","129","0.195524700921233","0.165403786755452","0.225645615087014","2"
"Several times a year","2011","Saxony","Not Employed","82","0.115169927205985","0.0908524465107761","0.139487407901194","2"
"Several times a year","2011","Thuringia","Not Employed","43","0.0914155930866738","0.0635869351090867","0.119244251064261","2"
"Several times a year","2011","Thuringia","Employed","135","0.163602192946713","0.13612043726629","0.191083948627135","2"
"Almost never or never","2012","Schleswig-Holstein","Not Employed","","","","","1"
"Almost never or never","2012","Schleswig-Holstein","Employed","","","","","1"
"Almost never or never","2012","Hamburg","Not Employed","","","","","1"
"Almost never or never","2012","Hamburg","Employed","","","","","1"
"Almost never or never","2012","Lower Saxony","Not Employed","","","","","1"
"Almost never or never","2012","Lower Saxony","Employed","","","","","1"
"Almost never or never","2012","Bremen","Not Employed","","","","","1"
"Almost never or never","2012","Bremen","Employed","","","","","1"
"Almost never or never","2012","North Rhine-Westphalia","Not Employed","","","","","1"
"Almost never or never","2012","North Rhine-Westphalia","Employed","","","","","1"
"Almost never or never","2012","Hesse","Not Employed","","","","","1"
"Almost never or never","2012","Hesse","Employed","","","","","1"
"Almost never or never","2012","Rhineland-Palatinate,Saarland","Not Employed","","","","","1"
"Almost never or never","2012","Bavaria","Not Employed","","","","","1"
"Almost never or never","2012","Bavaria","Employed","","","","","1"
"Almost never or never","2012","Berlin","Not Employed","","","","","1"
"Almost never or never","2012","Berlin","Employed","","","","","1"
"Almost never or never","2012","Brandenburg","Not Employed","","","","","1"
"Almost never or never","2012","Brandenburg","Employed","","","","","1"
"Almost never or never","2012","Mecklenburg-Western Pomerania","Not Employed","","","","","1"
"Almost never or never","2012","Mecklenburg-Western Pomerania","Employed","","","","","1"
"Almost never or never","2012","Saxony","Not Employed","","","","","1"
"Almost never or never","2012","Saxony","Employed","","","","","1"
"Almost never or never","2012","Baden-Württemberg","Employed","","","","","1"
"Almost never or never","2012","Rhineland-Palatinate,Saarland","Employed","","","","","1"
"Almost never or never","2012","Baden-Württemberg","Not Employed","","","","","1"
"Almost never or never","2012","Saxony-Anhalt","Not Employed","","","","","1"
"Almost never or never","2012","Thuringia","Employed","","","","","1"
"Almost never or never","2012","Saxony-Anhalt","Employed","","","","","1"
"Almost never or never","2012","Thuringia","Not Employed","","","","","1"
"At lease once a week","2012","Schleswig-Holstein","Not Employed","","","","","4"
"At lease once a week","2012","Schleswig-Holstein","Employed","","","","","4"
"At lease once a week","2012","Hamburg","Not Employed","","","","","4"
"At lease once a week","2012","Hamburg","Employed","","","","","4"
"At lease once a week","2012","Lower Saxony","Not Employed","","","","","4"
"At lease once a week","2012","Lower Saxony","Employed","","","","","4"
"At lease once a week","2012","Bremen","Not Employed","","","","","4"
"At lease once a week","2012","Bremen","Employed","","","","","4"
"At lease once a week","2012","North Rhine-Westphalia","Not Employed","","","","","4"
"At lease once a week","2012","North Rhine-Westphalia","Employed","","","","","4"
"At lease once a week","2012","Hesse","Not Employed","","","","","4"
"At lease once a week","2012","Hesse","Employed","","","","","4"
"At lease once a week","2012","Rhineland-Palatinate,Saarland","Not Employed","","","","","4"
"At lease once a week","2012","Rhineland-Palatinate,Saarland","Employed","","","","","4"
"At lease once a week","2012","Baden-Württemberg","Not Employed","","","","","4"
"At lease once a week","2012","Baden-Württemberg","Employed","","","","","4"
"At lease once a week","2012","Bavaria","Not Employed","","","","","4"
"At lease once a week","2012","Bavaria","Employed","","","","","4"
"At lease once a week","2012","Berlin","Not Employed","","","","","4"
"At lease once a week","2012","Berlin","Employed","","","","","4"
"At lease once a week","2012","Brandenburg","Not Employed","","","","","4"
"At lease once a week","2012","Brandenburg","Employed","","","","","4"
"At lease once a week","2012","Mecklenburg-Western Pomerania","Not Employed","","","","","4"
"At lease once a week","2012","Mecklenburg-Western Pomerania","Employed","","","","","4"
"At lease once a week","2012","Saxony","Not Employed","","","","","4"
"At lease once a week","2012","Saxony","Employed","","","","","4"
"At lease once a week","2012","Saxony-Anhalt","Not Employed","","","","","4"
"At lease once a week","2012","Saxony-Anhalt","Employed","","","","","4"
"At lease once a week","2012","Thuringia","Not Employed","","","","","4"
"At lease once a week","2012","Thuringia","Employed","","","","","4"
"At least once a month","2012","Schleswig-Holstein","Employed","","","","","3"
"At least once a month","2012","Hamburg","Employed","","","","","3"
"At least once a month","2012","Lower Saxony","Not Employed","","","","","3"
"At least once a month","2012","Lower Saxony","Employed","","","","","3"
"At least once a month","2012","Schleswig-Holstein","Not Employed","","","","","3"
"At least once a month","2012","Hamburg","Not Employed","","","","","3"
"At least once a month","2012","Bremen","Not Employed","","","","","3"
"At least once a month","2012","Bremen","Employed","","","","","3"
"At least once a month","2012","North Rhine-Westphalia","Not Employed","","","","","3"
"At least once a month","2012","North Rhine-Westphalia","Employed","","","","","3"
"At least once a month","2012","Hesse","Not Employed","","","","","3"
"At least once a month","2012","Hesse","Employed","","","","","3"
"At least once a month","2012","Rhineland-Palatinate,Saarland","Not Employed","","","","","3"
"At least once a month","2012","Rhineland-Palatinate,Saarland","Employed","","","","","3"
"At least once a month","2012","Baden-Württemberg","Not Employed","","","","","3"
"At least once a month","2012","Baden-Württemberg","Employed","","","","","3"
"At least once a month","2012","Bavaria","Not Employed","","","","","3"
"At least once a month","2012","Bavaria","Employed","","","","","3"
"At least once a month","2012","Berlin","Not Employed","","","","","3"
"At least once a month","2012","Berlin","Employed","","","","","3"
"At least once a month","2012","Brandenburg","Not Employed","","","","","3"
"At least once a month","2012","Brandenburg","Employed","","","","","3"
"At least once a month","2012","Mecklenburg-Western Pomerania","Not Employed","","","","","3"
"At least once a month","2012","Mecklenburg-Western Pomerania","Employed","","","","","3"
"At least once a month","2012","Saxony","Employed","","","","","3"
"At least once a month","2012","Saxony","Not Employed","","","","","3"
"At least once a month","2012","Saxony-Anhalt","Not Employed","","","","","3"
"At least once a month","2012","Saxony-Anhalt","Employed","","","","","3"
"At least once a month","2012","Thuringia","Not Employed","","","","","3"
"At least once a month","2012","Thuringia","Employed","","","","","3"
"Several times a year","2012","Schleswig-Holstein","Employed","","","","","2"
"Several times a year","2012","Hamburg","Not Employed","","","","","2"
"Several times a year","2012","Hamburg","Employed","","","","","2"
"Several times a year","2012","Lower Saxony","Not Employed","","","","","2"
"Several times a year","2012","Lower Saxony","Employed","","","","","2"
"Several times a year","2012","Bremen","Not Employed","","","","","2"
"Several times a year","2012","Bremen","Employed","","","","","2"
"Several times a year","2012","North Rhine-Westphalia","Not Employed","","","","","2"
"Several times a year","2012","North Rhine-Westphalia","Employed","","","","","2"
"Several times a year","2012","Hesse","Not Employed","","","","","2"
"Several times a year","2012","Hesse","Employed","","","","","2"
"Several times a year","2012","Schleswig-Holstein","Not Employed","","","","","2"
"Several times a year","2012","Rhineland-Palatinate,Saarland","Not Employed","","","","","2"
"Several times a year","2012","Rhineland-Palatinate,Saarland","Employed","","","","","2"
"Several times a year","2012","Baden-Württemberg","Not Employed","","","","","2"
"Several times a year","2012","Baden-Württemberg","Employed","","","","","2"
"Several times a year","2012","Bavaria","Employed","","","","","2"
"Several times a year","2012","Bavaria","Not Employed","","","","","2"
"Several times a year","2012","Berlin","Not Employed","","","","","2"
"Several times a year","2012","Berlin","Employed","","","","","2"
"Several times a year","2012","Mecklenburg-Western Pomerania","Not Employed","","","","","2"
"Several times a year","2012","Brandenburg","Not Employed","","","","","2"
"Several times a year","2012","Brandenburg","Employed","","","","","2"
"Several times a year","2012","Mecklenburg-Western Pomerania","Employed","","","","","2"
"Several times a year","2012","Saxony","Not Employed","","","","","2"
"Several times a year","2012","Saxony","Employed","","","","","2"
"Several times a year","2012","Saxony-Anhalt","Not Employed","","","","","2"
"Several times a year","2012","Saxony-Anhalt","Employed","","","","","2"
"Several times a year","2012","Thuringia","Employed","","","","","2"
"Several times a year","2012","Thuringia","Not Employed","","","","","2"
"Almost never or never","2013","Schleswig-Holstein","Not Employed","136","0.426985200690303","0.371198079587615","0.482772321792991","1"
"Almost never or never","2013","Schleswig-Holstein","Employed","187","0.284609452904344","0.248504338564202","0.320714567244487","1"
"Almost never or never","2013","Hamburg","Not Employed","59","0.513541351784444","0.431906140846084","0.595176562722805","1"
"Almost never or never","2013","Hamburg","Employed","76","0.216688438991984","0.166513904988431","0.266862972995537","1"
"Almost never or never","2013","Lower Saxony","Not Employed","339","0.414863852993633","0.38218082911608","0.447546876871186","1"
"Almost never or never","2013","Lower Saxony","Employed","420","0.223765961336913","0.203209404217727","0.244322518456098","1"
"Almost never or never","2013","Bremen","Not Employed","24","","","","1"
"Almost never or never","2013","Bremen","Employed","28","","","","1"
"Almost never or never","2013","North Rhine-Westphalia","Not Employed","792","0.453047022623426","0.42988278992797","0.476211255318882","1"
"Almost never or never","2013","North Rhine-Westphalia","Employed","951","0.252096632703136","0.237339797230952","0.266853468175319","1"
"Almost never or never","2013","Hesse","Not Employed","236","0.436947745222864","0.396012476912875","0.477883013532852","1"
"Almost never or never","2013","Hesse","Employed","278","0.22010844924969","0.196578137835276","0.243638760664103","1"
"Almost never or never","2013","Rhineland-Palatinate,Saarland","Not Employed","241","0.484198012895546","0.440910152791924","0.527485872999167","1"
"Almost never or never","2013","Bavaria","Not Employed","473","0.43004438314197","0.402631815626273","0.457456950657667","1"
"Almost never or never","2013","Bavaria","Employed","672","0.245975977807734","0.229917787981963","0.262034167633504","1"
"Almost never or never","2013","Berlin","Not Employed","140","0.379626051078446","0.32856519010161","0.430686912055282","1"
"Almost never or never","2013","Berlin","Employed","164","0.250217617374233","0.216634251571995","0.283800983176472","1"
"Almost never or never","2013","Brandenburg","Not Employed","211","0.488863379821381","0.441170437411818","0.536556322230943","1"
"Almost never or never","2013","Brandenburg","Employed","187","0.304633388766857","0.267806236834997","0.341460540698718","1"
"Almost never or never","2013","Mecklenburg-Western Pomerania","Not Employed","129","0.470502065846586","0.40641313407787","0.534590997615302","1"
"Almost never or never","2013","Mecklenburg-Western Pomerania","Employed","128","0.330254640439577","0.281468854722493","0.379040426156661","1"
"Almost never or never","2013","Saxony","Not Employed","283","0.43844395758396","0.399259726238187","0.477628188929733","1"
"Almost never or never","2013","Saxony","Employed","325","0.245623562846041","0.220080981423854","0.271166144268229","1"
"Almost never or never","2013","Baden-Württemberg","Not Employed","348","0.369728323576888","0.338703317658366","0.400753329495409","1"
"Almost never or never","2013","Baden-Württemberg","Employed","523","0.238340026607795","0.220020916299005","0.256659136916584","1"
"Almost never or never","2013","Rhineland-Palatinate,Saarland","Employed","285","0.282122588608361","0.252802324667881","0.311442852548841","1"
"Almost never or never","2013","Saxony-Anhalt","Not Employed","200","0.581750197139287","0.530581998858452","0.632918395420122","1"
"Almost never or never","2013","Thuringia","Not Employed","213","0.619088077635995","0.56926963327366","0.668906521998331","1"
"Almost never or never","2013","Thuringia","Employed","211","0.350887087765176","0.313620327987944","0.388153847542407","1"
"Almost never or never","2013","Saxony-Anhalt","Employed","214","0.306821839281541","0.270073647526121","0.343570031036961","1"
"At lease once a week","2013","Schleswig-Holstein","Not Employed","130","0.452058991703123","0.395927177653562","0.508190805752684","4"
"At lease once a week","2013","Schleswig-Holstein","Employed","305","0.544590023884616","0.504741835992726","0.584438211776507","4"
"At lease once a week","2013","Hamburg","Not Employed","68","0.396988499911269","0.317075284503059","0.47690171531948","4"
"At lease once a week","2013","Hamburg","Employed","133","0.512154936014069","0.451279813550257","0.57303005847788","4"
"At lease once a week","2013","Lower Saxony","Not Employed","404","0.456263498144688","0.423223267030945","0.48930372925843","4"
"At lease once a week","2013","Lower Saxony","Employed","825","0.57450744390198","0.550120867228285","0.598894020575675","4"
"At lease once a week","2013","Bremen","Not Employed","30","0.512341912551938","0.390827142105076","0.633856682998799","4"
"At lease once a week","2013","Bremen","Employed","66","0.550170120544104","0.460788698422382","0.639551542665826","4"
"At lease once a week","2013","North Rhine-Westphalia","Not Employed","749","0.415793139308206","0.392858428452052","0.43872785016436","4"
"At lease once a week","2013","North Rhine-Westphalia","Employed","1700","0.529896579690344","0.51293449480718","0.546858664573508","4"
"At lease once a week","2013","Hesse","Not Employed","258","0.424849517526666","0.384053586585528","0.465645448467803","4"
"At lease once a week","2013","Hesse","Employed","667","0.588074317271981","0.560122004197761","0.616026630346201","4"
"At lease once a week","2013","Rhineland-Palatinate,Saarland","Not Employed","195","0.351328797761511","0.309978152186819","0.392679443336203","4"
"At lease once a week","2013","Rhineland-Palatinate,Saarland","Employed","426","0.51718200004445","0.484625536124703","0.549738463964197","4"
"At lease once a week","2013","Baden-Württemberg","Not Employed","451","0.493652295411373","0.461520009702837","0.525784581119909","4"
"At lease once a week","2013","Baden-Württemberg","Employed","1151","0.564656320977656","0.543338955157769","0.585973686797543","4"
"At lease once a week","2013","Bavaria","Not Employed","550","0.380629990799346","0.35374566536234","0.407514316236353","4"
"At lease once a week","2013","Bavaria","Employed","1465","0.528905612028198","0.510293283853029","0.547517940203367","4"
"At lease once a week","2013","Berlin","Not Employed","159","0.46038326809161","0.407940473912957","0.512826062270263","4"
"At lease once a week","2013","Berlin","Employed","327","0.537351851111614","0.498692687753434","0.576011014469794","4"
"At lease once a week","2013","Brandenburg","Not Employed","151","0.314658367732872","0.270352110400816","0.358964625064928","4"
"At lease once a week","2013","Brandenburg","Employed","248","0.436518156262659","0.396834325815246","0.476201986710073","4"
"At lease once a week","2013","Mecklenburg-Western Pomerania","Not Employed","81","0.369865199471696","0.307877060452437","0.431853338490955","4"
"At lease once a week","2013","Mecklenburg-Western Pomerania","Employed","157","0.432129182194299","0.380743094168156","0.483515270220441","4"
"At lease once a week","2013","Saxony","Not Employed","231","0.3698027229919","0.331680251489408","0.407925194494392","4"
"At lease once a week","2013","Saxony","Employed","485","0.478411191519949","0.448769668588821","0.508052714451077","4"
"At lease once a week","2013","Saxony-Anhalt","Not Employed","99","0.260593777302948","0.215059593732285","0.306127960873611","4"
"At lease once a week","2013","Saxony-Anhalt","Employed","245","0.446354289944075","0.406742339246885","0.485966240641265","4"
"At lease once a week","2013","Thuringia","Not Employed","102","0.230972697149482","0.187735965123259","0.274209429175706","4"
"At lease once a week","2013","Thuringia","Employed","248","0.393628705426939","0.355479059274807","0.431778351579071","4"
"At least once a month","2013","Schleswig-Holstein","Not Employed","12","","","","3"
"At least once a month","2013","Schleswig-Holstein","Employed","22","","","","3"
"At least once a month","2013","Hamburg","Employed","17","","","","3"
"At least once a month","2013","Lower Saxony","Not Employed","28","","","","3"
"At least once a month","2013","Lower Saxony","Employed","77","0.0474925193086637","0.0370018347733415","0.0579832038439858","3"
"At least once a month","2013","Hamburg","Not Employed","4","","","","3"
"At least once a month","2013","Bremen","Not Employed","4","","","","3"
"At least once a month","2013","Bremen","Employed","2","","","","3"
"At least once a month","2013","North Rhine-Westphalia","Not Employed","52","0.0281209429346336","0.0204280031221516","0.0358138827471157","3"
"At least once a month","2013","North Rhine-Westphalia","Employed","168","0.0547641646911437","0.047031925297681","0.0624964040846064","3"
"At least once a month","2013","Hesse","Not Employed","23","","","","3"
"At least once a month","2013","Hesse","Employed","69","0.0600150478934398","0.046525955189378","0.0735041405975017","3"
"At least once a month","2013","Rhineland-Palatinate,Saarland","Not Employed","14","","","","3"
"At least once a month","2013","Rhineland-Palatinate,Saarland","Employed","52","0.0749692605109764","0.0578121757270254","0.0921263452949274","3"
"At least once a month","2013","Baden-Württemberg","Not Employed","28","","","","3"
"At least once a month","2013","Baden-Württemberg","Employed","110","0.058202999972769","0.0481365426685977","0.0682694572769403","3"
"At least once a month","2013","Bavaria","Not Employed","71","0.0594514687712715","0.0463583093889253","0.0725446281536176","3"
"At least once a month","2013","Bavaria","Employed","192","0.0782484817003543","0.0682345980959751","0.0882623653047336","3"
"At least once a month","2013","Berlin","Not Employed","11","","","","3"
"At least once a month","2013","Berlin","Employed","44","0.0628480937620257","0.0440311661915807","0.0816650213324708","3"
"At least once a month","2013","Brandenburg","Not Employed","9","","","","3"
"At least once a month","2013","Brandenburg","Employed","32","0.0555994311311466","0.0372642265596596","0.0739346357026337","3"
"At least once a month","2013","Mecklenburg-Western Pomerania","Not Employed","4","","","","3"
"At least once a month","2013","Mecklenburg-Western Pomerania","Employed","30","0.0814945432226198","0.0531141036169929","0.109874982828247","3"
"At least once a month","2013","Saxony","Employed","78","0.0549247912928595","0.0414055254272998","0.0684440571584192","3"
"At least once a month","2013","Saxony","Not Employed","23","","","","3"
"At least once a month","2013","Saxony-Anhalt","Employed","28","","","","3"
"At least once a month","2013","Thuringia","Not Employed","9","","","","3"
"At least once a month","2013","Saxony-Anhalt","Not Employed","6","","","","3"
"At least once a month","2013","Thuringia","Employed","36","0.0650971955004823","0.0458333854624791","0.0843610055384854","3"
"Several times a year","2013","Schleswig-Holstein","Employed","86","0.132159733560716","0.105061440111711","0.159258027009722","2"
"Several times a year","2013","Hamburg","Not Employed","13","","","","2"
"Several times a year","2013","Hamburg","Employed","33","0.157938627449741","0.113525202869814","0.202352052029669","2"
"Several times a year","2013","Lower Saxony","Not Employed","102","0.105830071107777","0.0854241810089436","0.126235961206611","2"
"Several times a year","2013","Lower Saxony","Employed","257","0.154234075452443","0.136419630928001","0.172048519976886","2"
"Several times a year","2013","Bremen","Not Employed","7","","","","2"
"Several times a year","2013","Bremen","Employed","23","","","","2"
"Several times a year","2013","North Rhine-Westphalia","Not Employed","181","0.103038895133734","0.0888920797705009","0.117185710496968","2"
"Several times a year","2013","North Rhine-Westphalia","Employed","507","0.163242622915377","0.150682221312328","0.175803024518425","2"
"Several times a year","2013","Hesse","Not Employed","47","0.0947887145332495","0.0706139732077116","0.118963455858787","2"
"Several times a year","2013","Hesse","Employed","177","0.13180218558489","0.112590615460855","0.151013755708924","2"
"Several times a year","2013","Schleswig-Holstein","Not Employed","24","","","","2"
"Several times a year","2013","Baden-Württemberg","Not Employed","103","0.108606916728132","0.0886096799479923","0.128604153508272","2"
"Several times a year","2013","Rhineland-Palatinate,Saarland","Not Employed","62","0.141296546464067","0.11112479727718","0.171468295650953","2"
"Several times a year","2013","Rhineland-Palatinate,Saarland","Employed","142","0.125726150836213","0.104125822369495","0.14732647930293","2"
"Several times a year","2013","Baden-Württemberg","Employed","294","0.138800652441781","0.123935378420348","0.153665926463213","2"
"Several times a year","2013","Bavaria","Not Employed","159","0.129874157287412","0.111260789426789","0.148487525148035","2"
"Several times a year","2013","Bavaria","Employed","434","0.146869928463714","0.133671211512126","0.160068645415302","2"
"Several times a year","2013","Berlin","Not Employed","37","0.120834118285185","0.0865404805949904","0.155127755975379","2"
"Several times a year","2013","Berlin","Employed","104","0.149582437752127","0.121928685007155","0.177236190497098","2"
"Several times a year","2013","Brandenburg","Employed","133","0.203249023839336","0.171049607306202","0.235448440372471","2"
"Several times a year","2013","Mecklenburg-Western Pomerania","Employed","42","0.156121634143504","0.118469859227626","0.193773409059382","2"
"Several times a year","2013","Brandenburg","Not Employed","51","0.173728738615388","0.137580343333759","0.209877133897018","2"
"Several times a year","2013","Mecklenburg-Western Pomerania","Not Employed","19","","","","2"
"Several times a year","2013","Saxony-Anhalt","Not Employed","52","0.140982960624575","0.104883710093548","0.177082211155601","2"
"Several times a year","2013","Saxony","Not Employed","79","0.137394667340207","0.110208452618643","0.164580882061772","2"
"Several times a year","2013","Saxony","Employed","203","0.22104045434115","0.196418129884069","0.245662778798231","2"
"Several times a year","2013","Thuringia","Employed","135","0.190387011307403","0.159729619239374","0.221044403375432","2"
"Several times a year","2013","Saxony-Anhalt","Employed","118","0.195881251982664","0.164256514204106","0.227505989761223","2"
"Several times a year","2013","Thuringia","Not Employed","41","0.126600734278496","0.0924872419306493","0.160714226626343","2"
"Almost never or never","2014","Schleswig-Holstein","Not Employed","","","","","1"
"Almost never or never","2014","Schleswig-Holstein","Employed","","","","","1"
"Almost never or never","2014","Hamburg","Not Employed","","","","","1"
"Almost never or never","2014","Hamburg","Employed","","","","","1"
"Almost never or never","2014","Lower Saxony","Not Employed","","","","","1"
"Almost never or never","2014","Lower Saxony","Employed","","","","","1"
"Almost never or never","2014","Bremen","Not Employed","","","","","1"
"Almost never or never","2014","Bremen","Employed","","","","","1"
"Almost never or never","2014","North Rhine-Westphalia","Not Employed","","","","","1"
"Almost never or never","2014","North Rhine-Westphalia","Employed","","","","","1"
"Almost never or never","2014","Hesse","Not Employed","","","","","1"
"Almost never or never","2014","Hesse","Employed","","","","","1"
"Almost never or never","2014","Rhineland-Palatinate,Saarland","Not Employed","","","","","1"
"Almost never or never","2014","Bavaria","Not Employed","","","","","1"
"Almost never or never","2014","Bavaria","Employed","","","","","1"
"Almost never or never","2014","Berlin","Not Employed","","","","","1"
"Almost never or never","2014","Berlin","Employed","","","","","1"
"Almost never or never","2014","Brandenburg","Not Employed","","","","","1"
"Almost never or never","2014","Brandenburg","Employed","","","","","1"
"Almost never or never","2014","Mecklenburg-Western Pomerania","Not Employed","","","","","1"
"Almost never or never","2014","Mecklenburg-Western Pomerania","Employed","","","","","1"
"Almost never or never","2014","Saxony","Not Employed","","","","","1"
"Almost never or never","2014","Saxony","Employed","","","","","1"
"Almost never or never","2014","Rhineland-Palatinate,Saarland","Employed","","","","","1"
"Almost never or never","2014","Baden-Württemberg","Employed","","","","","1"
"Almost never or never","2014","Baden-Württemberg","Not Employed","","","","","1"
"Almost never or never","2014","Thuringia","Employed","","","","","1"
"Almost never or never","2014","Saxony-Anhalt","Not Employed","","","","","1"
"Almost never or never","2014","Saxony-Anhalt","Employed","","","","","1"
"Almost never or never","2014","Thuringia","Not Employed","","","","","1"
"At lease once a week","2014","Schleswig-Holstein","Not Employed","","","","","4"
"At lease once a week","2014","Schleswig-Holstein","Employed","","","","","4"
"At lease once a week","2014","Hamburg","Not Employed","","","","","4"
"At lease once a week","2014","Hamburg","Employed","","","","","4"
"At lease once a week","2014","Lower Saxony","Not Employed","","","","","4"
"At lease once a week","2014","Lower Saxony","Employed","","","","","4"
"At lease once a week","2014","Bremen","Not Employed","","","","","4"
"At lease once a week","2014","Bremen","Employed","","","","","4"
"At lease once a week","2014","North Rhine-Westphalia","Not Employed","","","","","4"
"At lease once a week","2014","North Rhine-Westphalia","Employed","","","","","4"
"At lease once a week","2014","Hesse","Not Employed","","","","","4"
"At lease once a week","2014","Hesse","Employed","","","","","4"
"At lease once a week","2014","Rhineland-Palatinate,Saarland","Not Employed","","","","","4"
"At lease once a week","2014","Rhineland-Palatinate,Saarland","Employed","","","","","4"
"At lease once a week","2014","Baden-Württemberg","Not Employed","","","","","4"
"At lease once a week","2014","Baden-Württemberg","Employed","","","","","4"
"At lease once a week","2014","Bavaria","Not Employed","","","","","4"
"At lease once a week","2014","Bavaria","Employed","","","","","4"
"At lease once a week","2014","Berlin","Not Employed","","","","","4"
"At lease once a week","2014","Berlin","Employed","","","","","4"
"At lease once a week","2014","Brandenburg","Not Employed","","","","","4"
"At lease once a week","2014","Brandenburg","Employed","","","","","4"
"At lease once a week","2014","Mecklenburg-Western Pomerania","Not Employed","","","","","4"
"At lease once a week","2014","Mecklenburg-Western Pomerania","Employed","","","","","4"
"At lease once a week","2014","Saxony","Not Employed","","","","","4"
"At lease once a week","2014","Saxony","Employed","","","","","4"
"At lease once a week","2014","Saxony-Anhalt","Not Employed","","","","","4"
"At lease once a week","2014","Saxony-Anhalt","Employed","","","","","4"
"At lease once a week","2014","Thuringia","Not Employed","","","","","4"
"At lease once a week","2014","Thuringia","Employed","","","","","4"
"At least once a month","2014","Schleswig-Holstein","Not Employed","","","","","3"
"At least once a month","2014","Schleswig-Holstein","Employed","","","","","3"
"At least once a month","2014","Hamburg","Employed","","","","","3"
"At least once a month","2014","Lower Saxony","Not Employed","","","","","3"
"At least once a month","2014","Lower Saxony","Employed","","","","","3"
"At least once a month","2014","Hamburg","Not Employed","","","","","3"
"At least once a month","2014","Bremen","Not Employed","","","","","3"
"At least once a month","2014","Bremen","Employed","","","","","3"
"At least once a month","2014","North Rhine-Westphalia","Not Employed","","","","","3"
"At least once a month","2014","North Rhine-Westphalia","Employed","","","","","3"
"At least once a month","2014","Hesse","Not Employed","","","","","3"
"At least once a month","2014","Hesse","Employed","","","","","3"
"At least once a month","2014","Rhineland-Palatinate,Saarland","Not Employed","","","","","3"
"At least once a month","2014","Rhineland-Palatinate,Saarland","Employed","","","","","3"
"At least once a month","2014","Baden-Württemberg","Not Employed","","","","","3"
"At least once a month","2014","Baden-Württemberg","Employed","","","","","3"
"At least once a month","2014","Bavaria","Not Employed","","","","","3"
"At least once a month","2014","Bavaria","Employed","","","","","3"
"At least once a month","2014","Berlin","Not Employed","","","","","3"
"At least once a month","2014","Berlin","Employed","","","","","3"
