"m11104","year","n","percent","lower_confidence","upper_confidence"
"At lease once a week","1997","2972","0.249970797262176","0.24246174098485","0.257479853539503"
"Almost never or never","1998","5941","0.417110974174348","0.409000940333825","0.425221008014871"
"Several times a year","1998","3203","0.211116787988607","0.204404483319606","0.217829092657609"
"At least once a month","1998","1106","0.0759890561500352","0.0716307473170485","0.080347364983022"
"At lease once a week","1998","3950","0.295783181687009","0.288276571681199","0.30328979169282"
"Almost never or never","1999","6634","0.489514590132252","0.481122412834131","0.497906767430372"
"Several times a year","1999","2781","0.190310491017308","0.183720409539652","0.196900572494964"
"At least once a month","1999","927","0.064000750244913","0.0598918041300143","0.0681096963598116"
"At lease once a week","1999","3288","0.256174168605527","0.24884586490732","0.263502472303735"
"Almost never or never","2000","","","",""
"Several times a year","2000","","","",""
"At least once a month","2000","","","",""
"At lease once a week","2000","","","",""
"Almost never or never","2001","10906","0.506722452901554","0.500094739899235","0.513350165903873"
"Several times a year","2001","3692","0.159820129710629","0.154962383502316","0.164677875918942"
"At least once a month","2001","1372","0.0621277603433293","0.0589277776053234","0.0653277430813353"
"At lease once a week","2001","5889","0.271329657044487","0.265435154955779","0.277224159133195"
"Almost never or never","2002","","","",""
"Several times a year","2002","","","",""
"At least once a month","2002","","","",""
"At lease once a week","2002","","","",""
"Almost never or never","2003","8274","0.403684045242748","0.397223761108772","0.410144329376724"
"Several times a year","2003","4280","0.187387012313641","0.182248892404808","0.192525132222474"
"At least once a month","2003","1734","0.0760813071769347","0.0725903182442833","0.0795722961095861"
"At lease once a week","2003","7869","0.332847635266676","0.326642834158677","0.339052436374675"
"Almost never or never","2004","","","",""
"Several times a year","2004","","","",""
"At least once a month","2004","","","",""
"At lease once a week","2004","","","",""
"Almost never or never","2005","8388","0.430363751298225","0.42361389536019","0.437113607236261"
"Several times a year","2005","3875","0.184055327125424","0.178772305307215","0.189338348943633"
"At least once a month","2005","1627","0.0797717469341196","0.0760781441780806","0.0834653496901587"
"At lease once a week","2005","6780","0.305809174642231","0.299527975787629","0.312090373496833"
"Almost never or never","2006","","","",""
"Several times a year","2006","","","",""
"At least once a month","2006","","","",""
"At lease once a week","2006","","","",""
"Almost never or never","2007","8207","0.41597695642561","0.409229964408294","0.422723948442926"
"Several times a year","2007","3640","0.179282100038311","0.174031293875133","0.184532906201489"
"At least once a month","2007","1505","0.0708984065423857","0.0673851455976767","0.0744116674870946"
"At lease once a week","2007","7149","0.333842536993693","0.327387186116578","0.340297887870809"
"Almost never or never","2008","6370","0.339106519322739","0.332431966979675","0.345781071665803"
"Several times a year","2008","3651","0.191834014612485","0.186282628542028","0.197385400682942"
"At least once a month","2008","1491","0.0782749308720301","0.074487886567893","0.0820619751761672"
"At lease once a week","2008","7813","0.390784535192746","0.383905263155675","0.397663807229818"
"Almost never or never","2009","6924","0.388387614394883","0.38127290471043","0.395502324079335"
"Several times a year","2009","3219","0.177382777139011","0.171806543196638","0.182959011081384"
"At least once a month","2009","1336","0.0774097680911202","0.073508653828209","0.0813108823540314"
"At lease once a week","2009","6548","0.356819840374986","0.349826620575041","0.363813060174931"
"Almost never or never","2010","","","",""
"Several times a year","2010","","","",""
"At least once a month","2010","","","",""
"At lease once a week","2010","","","",""
"Almost never or never","2011","11585","0.408621146829921","0.402901343142771","0.41434095051707"
"Several times a year","2011","4596","0.160432670312525","0.156162334976897","0.164703005648153"
"At least once a month","2011","1815","0.0641387564133323","0.0612880413695842","0.0669894714570804"
"At lease once a week","2011","10378","0.366807426444222","0.361199855522246","0.372414997366199"
"Almost never or never","2012","","","",""
"Several times a year","2012","","","",""
"At least once a month","2012","","","",""
"At lease once a week","2012","","","",""
"Almost never or never","2013","8473","0.325649666828081","0.319897855605423","0.331401478050738"
"Several times a year","2013","3665","0.141533937700545","0.13725556734113","0.145812308059959"
"At least once a month","2013","1255","0.0510736812163284","0.0483715816776215","0.0537757807550353"
"At lease once a week","2013","12106","0.481742714255046","0.47560980127876","0.487875627231332"
"Almost never or never","2014","","","",""
"Several times a year","2014","","","",""
"At least once a month","2014","","","",""
"At lease once a week","2014","","","",""
"Almost never or never","2015","10427","0.378183519312531","0.372384085649144","0.383982952975918"
"Several times a year","2015","3695","0.134039309420802","0.129964865438215","0.138113753403389"
"At least once a month","2015","1449","0.0555896191859348","0.0528494309534843","0.0583298074183852"
"At lease once a week","2015","11288","0.432187552080732","0.426263187824108","0.438111916337356"
"Almost never or never","2016","","","",""
"Several times a year","2016","","","",""
"At least once a month","2016","","","",""
"At lease once a week","2016","","","",""
"Almost never or never","2017","12466","0.364181615854698","0.358923446002939","0.369439785706457"
"Several times a year","2017","4315","0.129236513627653","0.125570856985981","0.132902170269326"
"At least once a month","2017","1647","0.0509834102537502","0.0485798201672433","0.0533870003402572"
"At lease once a week","2017","13744","0.455598460263898","0.450156443725605","0.461040476802192"
"Almost never or never","2018","1819","0.38969492964526","0.37430021063411","0.405089648656411"
"Several times a year","2018","618","0.164752659472124","0.153042584718915","0.176462734225333"
"At least once a month","2018","216","0.0674288361578568","0.0595129466624246","0.075344725653289"
"At lease once a week","2018","1202","0.378123574724759","0.362816055129572","0.393431094319945"
"Almost never or never","2019","8603","0.281943782509998","0.276798113873494","0.287089451146502"
"Several times a year","2019","3826","0.131329095032212","0.127466408682308","0.135191781382117"
"At least once a month","2019","1365","0.0470178951232359","0.0445971152746737","0.0494386749717981"
"At lease once a week","2019","15578","0.539709227334554","0.534009194108211","0.545409260560896"
