"plb0050","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2001","Saxony-Anhalt","(1c) basic vocational qualification","25","","",""
"Yes","2001","Saxony-Anhalt","(2b) intermediate general qualification","4","","",""
"Yes","2001","Saxony-Anhalt","(2a) intermediate vocational","81","0.35553339122051","0.291549703231389","0.419517079209632"
"Yes","2001","Saxony-Anhalt","(2c_gen) general maturity certificate","9","","",""
"Yes","2001","Saxony-Anhalt","(2c_voc) vocational maturity certificate","12","","",""
"Yes","2001","Saxony-Anhalt","(3a) lower tertiary education","53","0.49568645312112","0.394612789845224","0.596760116397016"
"Yes","2001","Saxony-Anhalt","(3b) higher tertiary education","38","0.574985771018337","0.452916008402762","0.697055533633912"
"Yes","2001","Thuringia","(0) in school","","","",""
"Yes","2001","Thuringia","(1a) inadequately completed","","","",""
"Yes","2001","Thuringia","(1b) general elementary school","1","","",""
"Yes","2001","Thuringia","(1c) basic vocational qualification","28","","",""
"Yes","2001","Thuringia","(2b) intermediate general qualification","8","","",""
"Yes","2001","Thuringia","(2a) intermediate vocational","112","0.363184273775065","0.307054415686288","0.419314131863842"
"Yes","2001","Thuringia","(2c_gen) general maturity certificate","4","","",""
"Yes","2001","Thuringia","(2c_voc) vocational maturity certificate","11","","",""
"Yes","2001","Thuringia","(3a) lower tertiary education","37","0.601096337171362","0.48018031010563","0.722012364237094"
"Yes","2001","Thuringia","(3b) higher tertiary education","34","0.692036082626586","0.564075156090774","0.819997009162398"
"No","2001","Schleswig-Holstein","(0) in school","4","","",""
"No","2001","Schleswig-Holstein","(1a) inadequately completed","","","",""
"No","2001","Schleswig-Holstein","(1b) general elementary school","19","","",""
"No","2001","Schleswig-Holstein","(1c) basic vocational qualification","66","0.527719881426738","0.437259852967519","0.618179909885956"
"No","2001","Schleswig-Holstein","(2b) intermediate general qualification","5","","",""
"No","2001","Schleswig-Holstein","(2a) intermediate vocational","51","0.435902241768129","0.343235586749775","0.528568896786483"
"No","2001","Schleswig-Holstein","(2c_gen) general maturity certificate","8","","",""
"No","2001","Schleswig-Holstein","(2c_voc) vocational maturity certificate","10","","",""
"No","2001","Schleswig-Holstein","(3a) lower tertiary education","12","","",""
"No","2001","Schleswig-Holstein","(3b) higher tertiary education","15","","",""
"No","2001","Hamburg","(0) in school","","","",""
"No","2001","Hamburg","(1a) inadequately completed","1","","",""
"No","2001","Hamburg","(1b) general elementary school","2","","",""
"No","2001","Hamburg","(1c) basic vocational qualification","13","","",""
"No","2001","Hamburg","(2b) intermediate general qualification","2","","",""
"No","2001","Hamburg","(2a) intermediate vocational","14","","",""
"No","2001","Hamburg","(2c_gen) general maturity certificate","7","","",""
"No","2001","Hamburg","(2c_voc) vocational maturity certificate","5","","",""
"No","2001","Hamburg","(3a) lower tertiary education","7","","",""
"No","2001","Hamburg","(3b) higher tertiary education","14","","",""
"No","2001","Lower Saxony","(0) in school","7","","",""
"No","2001","Lower Saxony","(1a) inadequately completed","1","","",""
"No","2001","Lower Saxony","(1b) general elementary school","36","0.447217983861098","0.328163084529808","0.566272883192388"
"No","2001","Lower Saxony","(1c) basic vocational qualification","171","0.527924490867343","0.474305626162125","0.581543355572561"
"No","2001","Lower Saxony","(2b) intermediate general qualification","19","","",""
"No","2001","Lower Saxony","(2a) intermediate vocational","144","0.463661555157173","0.407696339797032","0.519626770517314"
"No","2001","Lower Saxony","(2c_gen) general maturity certificate","15","","",""
"No","2001","Lower Saxony","(2c_voc) vocational maturity certificate","30","0.454921503620432","0.344412275050185","0.565430732190679"
"No","2001","Lower Saxony","(3a) lower tertiary education","24","","",""
"No","2001","Lower Saxony","(3b) higher tertiary education","32","0.346012118737263","0.257116111784508","0.434908125690018"
"No","2001","Bremen","(0) in school","","","",""
"No","2001","Bremen","(1a) inadequately completed","","","",""
"No","2001","Bremen","(1b) general elementary school","2","","",""
"No","2001","Bremen","(1c) basic vocational qualification","12","","",""
"No","2001","Bremen","(2b) intermediate general qualification","1","","",""
"No","2001","Bremen","(2a) intermediate vocational","12","","",""
"No","2001","Bremen","(2c_gen) general maturity certificate","1","","",""
"No","2001","Bremen","(2c_voc) vocational maturity certificate","3","","",""
"No","2001","Bremen","(3a) lower tertiary education","1","","",""
"No","2001","Bremen","(3b) higher tertiary education","6","","",""
"No","2001","North Rhine-Westphalia","(0) in school","16","","",""
"No","2001","North Rhine-Westphalia","(1a) inadequately completed","18","","",""
"No","2001","North Rhine-Westphalia","(1b) general elementary school","110","0.576052613456109","0.508071679179382","0.644033547732837"
"No","2001","North Rhine-Westphalia","(1c) basic vocational qualification","382","0.471375996918915","0.436935572465665","0.505816421372164"
"No","2001","North Rhine-Westphalia","(2b) intermediate general qualification","46","0.516090659203283","0.409221239788577","0.622960078617989"
"No","2001","North Rhine-Westphalia","(2a) intermediate vocational","267","0.45809731120755","0.417337546424123","0.498857075990977"
"No","2001","North Rhine-Westphalia","(2c_gen) general maturity certificate","61","0.611038883668062","0.51734333922236","0.704734428113764"
"No","2001","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","130","0.400468934918176","0.346614088337706","0.454323781498646"
"No","2001","North Rhine-Westphalia","(3a) lower tertiary education","60","0.411100057517286","0.335564956641142","0.486635158393429"
"No","2001","North Rhine-Westphalia","(3b) higher tertiary education","144","0.450754666508196","0.396825026868374","0.504684306148019"
"No","2001","Hesse","(0) in school","6","","",""
"No","2001","Hesse","(1a) inadequately completed","3","","",""
"No","2001","Hesse","(1b) general elementary school","37","0.567736068347637","0.453308785517679","0.682163351177596"
"No","2001","Hesse","(1c) basic vocational qualification","111","0.451543304975759","0.388583504215543","0.514503105735975"
"No","2001","Hesse","(2b) intermediate general qualification","7","","",""
"No","2001","Hesse","(2a) intermediate vocational","84","0.379115608388407","0.314711874358873","0.443519342417941"
"No","2001","Hesse","(2c_gen) general maturity certificate","20","","",""
"No","2001","Hesse","(2c_voc) vocational maturity certificate","35","0.394787929467501","0.293801606396599","0.495774252538402"
"No","2001","Hesse","(3a) lower tertiary education","22","","",""
"No","2001","Hesse","(3b) higher tertiary education","43","0.362228864371566","0.273213897033348","0.451243831709784"
"No","2001","Rhineland-Palatinate,Saarland","(0) in school","4","","",""
"No","2001","Rhineland-Palatinate,Saarland","(1a) inadequately completed","4","","",""
"No","2001","Rhineland-Palatinate,Saarland","(1b) general elementary school","41","0.59030390816614","0.469820611035303","0.710787205296976"
"No","2001","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","150","0.561143821178961","0.504127420496908","0.618160221861014"
"No","2001","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","7","","",""
"No","2001","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","75","0.476839423404738","0.398462290285254","0.555216556524221"
"No","2001","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","12","","",""
"No","2001","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","33","0.578882446819455","0.454979956301453","0.702784937337458"
"No","2001","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","18","","",""
"No","2001","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","18","","",""
"No","2001","Baden-Württemberg","(0) in school","8","","",""
"No","2001","Baden-Württemberg","(1a) inadequately completed","11","","",""
"No","2001","Baden-Württemberg","(1b) general elementary school","86","0.413358375267664","0.346597079681017","0.480119670854312"
"No","2001","Baden-Württemberg","(1c) basic vocational qualification","259","0.49927250483999","0.455136382372567","0.543408627307414"
"No","2001","Baden-Württemberg","(2b) intermediate general qualification","23","","",""
"No","2001","Baden-Württemberg","(2a) intermediate vocational","159","0.464846653038469","0.412594036085208","0.517099269991731"
"No","2001","Baden-Württemberg","(2c_gen) general maturity certificate","20","","",""
"No","2001","Baden-Württemberg","(2c_voc) vocational maturity certificate","59","0.482065898614599","0.394117546417501","0.570014250811697"
"No","2001","Baden-Württemberg","(3a) lower tertiary education","36","0.376710468206484","0.283582488366021","0.469838448046947"
"No","2001","Baden-Württemberg","(3b) higher tertiary education","66","0.437409480934344","0.360544521853436","0.514274440015251"
"No","2001","Bavaria","(0) in school","2","","",""
"No","2001","Bavaria","(1a) inadequately completed","6","","",""
"No","2001","Bavaria","(1b) general elementary school","90","0.56522509093416","0.489355259413207","0.641094922455114"
"No","2001","Bavaria","(1c) basic vocational qualification","350","0.512571862175406","0.47575352749866","0.549390196852152"
"No","2001","Bavaria","(2b) intermediate general qualification","30","0.641541174547245","0.512436471712425","0.770645877382065"
"No","2001","Bavaria","(2a) intermediate vocational","207","0.490856987387728","0.443328826579904","0.538385148195551"
"No","2001","Bavaria","(2c_gen) general maturity certificate","24","","",""
"No","2001","Bavaria","(2c_voc) vocational maturity certificate","63","0.478488365548844","0.389111491745489","0.567865239352198"
"No","2001","Bavaria","(3a) lower tertiary education","52","0.387647036175932","0.30546056137437","0.469833510977494"
"No","2001","Bavaria","(3b) higher tertiary education","80","0.427530915082906","0.355656854988395","0.499404975177416"
"No","2001","Berlin","(0) in school","7","","",""
"No","2001","Berlin","(1a) inadequately completed","2","","",""
"No","2001","Berlin","(1b) general elementary school","7","","",""
"No","2001","Berlin","(1c) basic vocational qualification","27","","",""
"No","2001","Berlin","(2b) intermediate general qualification","5","","",""
"No","2001","Berlin","(2a) intermediate vocational","64","0.467345577358197","0.386414839418102","0.548276315298291"
"No","2001","Berlin","(2c_gen) general maturity certificate","14","","",""
"No","2001","Berlin","(2c_voc) vocational maturity certificate","18","","",""
"No","2001","Berlin","(3a) lower tertiary education","25","","",""
"No","2001","Berlin","(3b) higher tertiary education","36","0.483229667200262","0.375069650372778","0.591389684027746"
"No","2001","Brandenburg","(0) in school","1","","",""
"No","2001","Brandenburg","(1a) inadequately completed","","","",""
"No","2001","Brandenburg","(1b) general elementary school","12","","",""
"No","2001","Brandenburg","(1c) basic vocational qualification","31","0.656408018108241","0.519168993066215","0.793647043150267"
"No","2001","Brandenburg","(2b) intermediate general qualification","19","","",""
"No","2001","Brandenburg","(2a) intermediate vocational","119","0.519074157000931","0.453644017992324","0.584504296009539"
"No","2001","Brandenburg","(2c_gen) general maturity certificate","9","","",""
"No","2001","Brandenburg","(2c_voc) vocational maturity certificate","8","","",""
"No","2001","Brandenburg","(3a) lower tertiary education","33","0.323387374404892","0.228318534227727","0.418456214582056"
"No","2001","Brandenburg","(3b) higher tertiary education","24","","",""
"No","2001","Mecklenburg-Western Pomerania","(0) in school","","","",""
"No","2001","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"No","2001","Mecklenburg-Western Pomerania","(1b) general elementary school","3","","",""
"No","2001","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","16","","",""
"No","2001","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","10","","",""
"No","2001","Mecklenburg-Western Pomerania","(2a) intermediate vocational","77","0.486294825696054","0.406041737899211","0.566547913492897"
"No","2001","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","5","","",""
"No","2001","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","3","","",""
"No","2001","Mecklenburg-Western Pomerania","(3a) lower tertiary education","24","","",""
"No","2001","Mecklenburg-Western Pomerania","(3b) higher tertiary education","16","","",""
"No","2001","Saxony","(0) in school","","","",""
"No","2001","Saxony","(1a) inadequately completed","2","","",""
"No","2001","Saxony","(1b) general elementary school","17","","",""
"No","2001","Saxony","(1c) basic vocational qualification","61","0.788497088634713","0.699009806206097","0.877984371063328"
"No","2001","Saxony","(2b) intermediate general qualification","21","","",""
"No","2001","Saxony","(2a) intermediate vocational","259","0.596553234675695","0.550972029177862","0.642134440173529"
"No","2001","Saxony","(2c_gen) general maturity certificate","13","","",""
"No","2001","Saxony","(2c_voc) vocational maturity certificate","19","","",""
"No","2001","Saxony","(3a) lower tertiary education","66","0.486899304059829","0.399277142370918","0.57452146574874"
"No","2001","Saxony","(3b) higher tertiary education","50","0.418471497545533","0.331292076670401","0.505650918420665"
"No","2001","Saxony-Anhalt","(0) in school","2","","",""
"No","2001","Saxony-Anhalt","(1a) inadequately completed","1","","",""
"No","2001","Saxony-Anhalt","(1b) general elementary school","11","","",""
"No","2001","Saxony-Anhalt","(1c) basic vocational qualification","50","0.708562602751964","0.605718542850069","0.811406662653859"
"No","2001","Saxony-Anhalt","(2b) intermediate general qualification","12","","",""
"No","2001","Saxony-Anhalt","(2a) intermediate vocational","134","0.64446660877949","0.580482920790368","0.708450296768611"
"No","2001","Saxony-Anhalt","(2c_gen) general maturity certificate","12","","",""
"No","2001","Saxony-Anhalt","(2c_voc) vocational maturity certificate","8","","",""
"No","2001","Saxony-Anhalt","(3a) lower tertiary education","41","0.50431354687888","0.403239883602984","0.605387210154776"
"No","2001","Saxony-Anhalt","(3b) higher tertiary education","25","","",""
"No","2001","Thuringia","(0) in school","2","","",""
"No","2001","Thuringia","(1a) inadequately completed","1","","",""
"No","2001","Thuringia","(1b) general elementary school","4","","",""
"No","2001","Thuringia","(1c) basic vocational qualification","40","0.5799290527014","0.462617065702603","0.697241039700196"
"No","2001","Thuringia","(2b) intermediate general qualification","7","","",""
"No","2001","Thuringia","(2a) intermediate vocational","170","0.636815726224935","0.580685868136158","0.692945584313712"
"No","2001","Thuringia","(2c_gen) general maturity certificate","5","","",""
"No","2001","Thuringia","(2c_voc) vocational maturity certificate","5","","",""
"No","2001","Thuringia","(3a) lower tertiary education","26","","",""
"No","2001","Thuringia","(3b) higher tertiary education","16","","",""
"Yes","2002","Schleswig-Holstein","(0) in school","","","",""
"Yes","2002","Schleswig-Holstein","(1a) inadequately completed","","","",""
"Yes","2002","Schleswig-Holstein","(1b) general elementary school","","","",""
"Yes","2002","Schleswig-Holstein","(1c) basic vocational qualification","","","",""
"Yes","2002","Schleswig-Holstein","(2b) intermediate general qualification","","","",""
"Yes","2002","Schleswig-Holstein","(2a) intermediate vocational","","","",""
"Yes","2002","Schleswig-Holstein","(2c_gen) general maturity certificate","","","",""
"Yes","2002","Schleswig-Holstein","(2c_voc) vocational maturity certificate","","","",""
"Yes","2002","Schleswig-Holstein","(3a) lower tertiary education","","","",""
"Yes","2002","Schleswig-Holstein","(3b) higher tertiary education","","","",""
"Yes","2002","Hamburg","(0) in school","","","",""
"Yes","2002","Hamburg","(1a) inadequately completed","","","",""
"Yes","2002","Hamburg","(1b) general elementary school","","","",""
"Yes","2002","Hamburg","(1c) basic vocational qualification","","","",""
"Yes","2002","Hamburg","(2b) intermediate general qualification","","","",""
"Yes","2002","Hamburg","(2a) intermediate vocational","","","",""
"Yes","2002","Hamburg","(2c_gen) general maturity certificate","","","",""
"Yes","2002","Hamburg","(2c_voc) vocational maturity certificate","","","",""
"Yes","2002","Hamburg","(3a) lower tertiary education","","","",""
"Yes","2002","Hamburg","(3b) higher tertiary education","","","",""
"Yes","2002","Lower Saxony","(0) in school","","","",""
"Yes","2002","Lower Saxony","(1a) inadequately completed","","","",""
"Yes","2002","Lower Saxony","(1b) general elementary school","","","",""
"Yes","2002","Lower Saxony","(1c) basic vocational qualification","","","",""
"Yes","2002","Lower Saxony","(2b) intermediate general qualification","","","",""
"Yes","2002","Lower Saxony","(2a) intermediate vocational","","","",""
"Yes","2002","Lower Saxony","(2c_gen) general maturity certificate","","","",""
"Yes","2002","Lower Saxony","(2c_voc) vocational maturity certificate","","","",""
"Yes","2002","Lower Saxony","(3a) lower tertiary education","","","",""
"Yes","2002","Lower Saxony","(3b) higher tertiary education","","","",""
"Yes","2002","Bremen","(0) in school","","","",""
"Yes","2002","Bremen","(1a) inadequately completed","","","",""
"Yes","2002","Bremen","(1b) general elementary school","","","",""
"Yes","2002","Bremen","(1c) basic vocational qualification","","","",""
"Yes","2002","Bremen","(2b) intermediate general qualification","","","",""
"Yes","2002","Bremen","(2a) intermediate vocational","","","",""
"Yes","2002","Bremen","(2c_gen) general maturity certificate","","","",""
"Yes","2002","Bremen","(2c_voc) vocational maturity certificate","","","",""
"Yes","2002","Bremen","(3a) lower tertiary education","","","",""
"Yes","2002","Bremen","(3b) higher tertiary education","","","",""
"Yes","2002","North Rhine-Westphalia","(0) in school","","","",""
"Yes","2002","North Rhine-Westphalia","(1a) inadequately completed","","","",""
"Yes","2002","North Rhine-Westphalia","(1b) general elementary school","","","",""
"Yes","2002","North Rhine-Westphalia","(1c) basic vocational qualification","","","",""
"Yes","2002","North Rhine-Westphalia","(2b) intermediate general qualification","","","",""
"Yes","2002","North Rhine-Westphalia","(2a) intermediate vocational","","","",""
"Yes","2002","North Rhine-Westphalia","(2c_gen) general maturity certificate","","","",""
