"plb0050","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2001","Not Working","(0) in school","1","","",""
"Yes","2001","Not Working","(1a) inadequately completed","1","","",""
"Yes","2001","Not Working","(1b) general elementary school","3","","",""
"Yes","2001","Not Working","(1c) basic vocational qualification","14","","",""
"Yes","2001","Not Working","(2b) intermediate general qualification","2","","",""
"Yes","2001","Not Working","(2a) intermediate vocational","14","","",""
"Yes","2001","Not Working","(2c_gen) general maturity certificate","5","","",""
"Yes","2001","Not Working","(2c_voc) vocational maturity certificate","4","","",""
"Yes","2001","Not Working","(3a) lower tertiary education","3","","",""
"Yes","2001","Not Working","(3b) higher tertiary education","6","","",""
"No","2001","Full Time","(0) in school","2","","",""
"No","2001","Full Time","(1a) inadequately completed","33","0.492979663897016","0.376688663045133","0.609270664748899"
"No","2001","Full Time","(1b) general elementary school","245","0.483727637275649","0.440733988820059","0.526721285731239"
"No","2001","Full Time","(1c) basic vocational qualification","1141","0.468096774131355","0.448162786607941","0.488030761654769"
"No","2001","Full Time","(2b) intermediate general qualification","124","0.489536866503163","0.426160982028907","0.552912750977418"
"No","2001","Full Time","(2a) intermediate vocational","1217","0.44881315261468","0.429822495524174","0.467803809705186"
"No","2001","Full Time","(2c_gen) general maturity certificate","87","0.532714250808031","0.456354484128713","0.609074017487348"
"No","2001","Full Time","(2c_voc) vocational maturity certificate","266","0.382654239072032","0.346150106359713","0.41915837178435"
"No","2001","Full Time","(3a) lower tertiary education","345","0.398597512454064","0.366358544381073","0.430836480527055"
"No","2001","Full Time","(3b) higher tertiary education","421","0.390693196487862","0.361820940792145","0.419565452183579"
"No","2001","Part Time","(0) in school","48","0.86972717211167","0.78310031984666","0.956354024376679"
"No","2001","Part Time","(1a) inadequately completed","16","","",""
"No","2001","Part Time","(1b) general elementary school","211","0.604815109007631","0.553669775525278","0.655960442489983"
"No","2001","Part Time","(1c) basic vocational qualification","566","0.604294202766608","0.573165978785251","0.635422426747964"
"No","2001","Part Time","(2b) intermediate general qualification","79","0.615562513988051","0.531616093476529","0.699508934499573"
"No","2001","Part Time","(2a) intermediate vocational","578","0.604728782658756","0.573913740268856","0.635543825048657"
"No","2001","Part Time","(2c_gen) general maturity certificate","129","0.623653516033424","0.559635476596387","0.687671555470462"
"No","2001","Part Time","(2c_voc) vocational maturity certificate","154","0.544963651165826","0.486000644301147","0.603926658030504"
"No","2001","Part Time","(3a) lower tertiary education","91","0.426549630953149","0.360745837934272","0.492353423972026"
"No","2001","Part Time","(3b) higher tertiary education","152","0.487629099034161","0.434262420218745","0.540995777849577"
"No","2001","Not Working","(0) in school","9","","",""
"No","2001","Not Working","(1a) inadequately completed","1","","",""
"No","2001","Not Working","(1b) general elementary school","21","","",""
"No","2001","Not Working","(1c) basic vocational qualification","32","0.76147572001783","0.638317472049048","0.884633967986612"
"No","2001","Not Working","(2b) intermediate general qualification","11","","",""
"No","2001","Not Working","(2a) intermediate vocational","41","0.741804603105999","0.626143919211117","0.857465287000882"
"No","2001","Not Working","(2c_gen) general maturity certificate","10","","",""
"No","2001","Not Working","(2c_voc) vocational maturity certificate","9","","",""
"No","2001","Not Working","(3a) lower tertiary education","11","","",""
"No","2001","Not Working","(3b) higher tertiary education","12","","",""
"Yes","2002","Full Time","(0) in school","","","",""
"Yes","2002","Full Time","(1a) inadequately completed","","","",""
"Yes","2002","Full Time","(1b) general elementary school","","","",""
"Yes","2002","Full Time","(1c) basic vocational qualification","","","",""
"Yes","2002","Full Time","(2b) intermediate general qualification","","","",""
"Yes","2002","Full Time","(2a) intermediate vocational","","","",""
"Yes","2002","Full Time","(2c_gen) general maturity certificate","","","",""
"Yes","2002","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Yes","2002","Full Time","(3a) lower tertiary education","","","",""
"Yes","2002","Full Time","(3b) higher tertiary education","","","",""
"Yes","2002","Part Time","(0) in school","","","",""
"Yes","2002","Part Time","(1a) inadequately completed","","","",""
"Yes","2002","Part Time","(1b) general elementary school","","","",""
"Yes","2002","Part Time","(1c) basic vocational qualification","","","",""
"Yes","2002","Part Time","(2b) intermediate general qualification","","","",""
"Yes","2002","Part Time","(2a) intermediate vocational","","","",""
"Yes","2002","Part Time","(2c_gen) general maturity certificate","","","",""
"Yes","2002","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Yes","2002","Part Time","(3a) lower tertiary education","","","",""
"Yes","2002","Part Time","(3b) higher tertiary education","","","",""
"Yes","2002","Not Working","(0) in school","","","",""
"Yes","2002","Not Working","(1a) inadequately completed","","","",""
"Yes","2002","Not Working","(1b) general elementary school","","","",""
"Yes","2002","Not Working","(1c) basic vocational qualification","","","",""
"Yes","2002","Not Working","(2b) intermediate general qualification","","","",""
"Yes","2002","Not Working","(2a) intermediate vocational","","","",""
"Yes","2002","Not Working","(2c_gen) general maturity certificate","","","",""
"Yes","2002","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Yes","2002","Not Working","(3a) lower tertiary education","","","",""
"Yes","2002","Not Working","(3b) higher tertiary education","","","",""
"No","2002","Full Time","(0) in school","","","",""
"No","2002","Full Time","(1a) inadequately completed","","","",""
"No","2002","Full Time","(1b) general elementary school","","","",""
"No","2002","Full Time","(1c) basic vocational qualification","","","",""
"No","2002","Full Time","(2b) intermediate general qualification","","","",""
"No","2002","Full Time","(2a) intermediate vocational","","","",""
"No","2002","Full Time","(2c_gen) general maturity certificate","","","",""
"No","2002","Full Time","(2c_voc) vocational maturity certificate","","","",""
"No","2002","Full Time","(3a) lower tertiary education","","","",""
"No","2002","Full Time","(3b) higher tertiary education","","","",""
"No","2002","Part Time","(0) in school","","","",""
"No","2002","Part Time","(1a) inadequately completed","","","",""
"No","2002","Part Time","(1b) general elementary school","","","",""
"No","2002","Part Time","(1c) basic vocational qualification","","","",""
"No","2002","Part Time","(2b) intermediate general qualification","","","",""
"No","2002","Part Time","(2a) intermediate vocational","","","",""
"No","2002","Part Time","(2c_gen) general maturity certificate","","","",""
"No","2002","Part Time","(2c_voc) vocational maturity certificate","","","",""
"No","2002","Part Time","(3a) lower tertiary education","","","",""
"No","2002","Part Time","(3b) higher tertiary education","","","",""
"No","2002","Not Working","(0) in school","","","",""
"No","2002","Not Working","(1a) inadequately completed","","","",""
"No","2002","Not Working","(1b) general elementary school","","","",""
"No","2002","Not Working","(1c) basic vocational qualification","","","",""
"No","2002","Not Working","(2b) intermediate general qualification","","","",""
"No","2002","Not Working","(2a) intermediate vocational","","","",""
"No","2002","Not Working","(2c_gen) general maturity certificate","","","",""
"No","2002","Not Working","(2c_voc) vocational maturity certificate","","","",""
"No","2002","Not Working","(3a) lower tertiary education","","","",""
"No","2002","Not Working","(3b) higher tertiary education","","","",""
"Yes","2003","Full Time","(0) in school","","","",""
"Yes","2003","Full Time","(1a) inadequately completed","","","",""
"Yes","2003","Full Time","(1b) general elementary school","","","",""
"Yes","2003","Full Time","(1c) basic vocational qualification","","","",""
"Yes","2003","Full Time","(2b) intermediate general qualification","","","",""
"Yes","2003","Full Time","(2a) intermediate vocational","","","",""
"Yes","2003","Full Time","(2c_gen) general maturity certificate","","","",""
"Yes","2003","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Yes","2003","Full Time","(3a) lower tertiary education","","","",""
"Yes","2003","Full Time","(3b) higher tertiary education","","","",""
"Yes","2003","Part Time","(0) in school","","","",""
"Yes","2003","Part Time","(1a) inadequately completed","","","",""
"Yes","2003","Part Time","(1b) general elementary school","","","",""
"Yes","2003","Part Time","(1c) basic vocational qualification","","","",""
"Yes","2003","Part Time","(2b) intermediate general qualification","","","",""
"Yes","2003","Part Time","(2a) intermediate vocational","","","",""
"Yes","2003","Part Time","(2c_gen) general maturity certificate","","","",""
"Yes","2003","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Yes","2003","Part Time","(3a) lower tertiary education","","","",""
"Yes","2003","Part Time","(3b) higher tertiary education","","","",""
"Yes","2003","Not Working","(0) in school","","","",""
"Yes","2003","Not Working","(1a) inadequately completed","","","",""
"Yes","2003","Not Working","(1b) general elementary school","","","",""
"Yes","2003","Not Working","(1c) basic vocational qualification","","","",""
"Yes","2003","Not Working","(2b) intermediate general qualification","","","",""
"Yes","2003","Not Working","(2a) intermediate vocational","","","",""
"Yes","2003","Not Working","(2c_gen) general maturity certificate","","","",""
"Yes","2003","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Yes","2003","Not Working","(3a) lower tertiary education","","","",""
"Yes","2003","Not Working","(3b) higher tertiary education","","","",""
"No","2003","Full Time","(0) in school","","","",""
"No","2003","Full Time","(1a) inadequately completed","","","",""
"No","2003","Full Time","(1b) general elementary school","","","",""
"No","2003","Full Time","(1c) basic vocational qualification","","","",""
"No","2003","Full Time","(2b) intermediate general qualification","","","",""
"No","2003","Full Time","(2a) intermediate vocational","","","",""
"No","2003","Full Time","(2c_gen) general maturity certificate","","","",""
"No","2003","Full Time","(2c_voc) vocational maturity certificate","","","",""
"No","2003","Full Time","(3a) lower tertiary education","","","",""
"No","2003","Full Time","(3b) higher tertiary education","","","",""
"No","2003","Part Time","(0) in school","","","",""
"No","2003","Part Time","(1a) inadequately completed","","","",""
"No","2003","Part Time","(1b) general elementary school","","","",""
"No","2003","Part Time","(1c) basic vocational qualification","","","",""
"No","2003","Part Time","(2b) intermediate general qualification","","","",""
"No","2003","Part Time","(2a) intermediate vocational","","","",""
"No","2003","Part Time","(2c_gen) general maturity certificate","","","",""
"No","2003","Part Time","(2c_voc) vocational maturity certificate","","","",""
"No","2003","Part Time","(3a) lower tertiary education","","","",""
"No","2003","Part Time","(3b) higher tertiary education","","","",""
"No","2003","Not Working","(0) in school","","","",""
"No","2003","Not Working","(1a) inadequately completed","","","",""
"No","2003","Not Working","(1b) general elementary school","","","",""
"No","2003","Not Working","(1c) basic vocational qualification","","","",""
"No","2003","Not Working","(2b) intermediate general qualification","","","",""
"No","2003","Not Working","(2a) intermediate vocational","","","",""
"No","2003","Not Working","(2c_gen) general maturity certificate","","","",""
"No","2003","Not Working","(2c_voc) vocational maturity certificate","","","",""
"No","2003","Not Working","(3a) lower tertiary education","","","",""
"No","2003","Not Working","(3b) higher tertiary education","","","",""
"Yes","2004","Full Time","(0) in school","","","",""
"Yes","2004","Full Time","(1a) inadequately completed","","","",""
"Yes","2004","Full Time","(1b) general elementary school","","","",""
"Yes","2004","Full Time","(1c) basic vocational qualification","","","",""
"Yes","2004","Full Time","(2b) intermediate general qualification","","","",""
"Yes","2004","Full Time","(2a) intermediate vocational","","","",""
"Yes","2004","Full Time","(2c_gen) general maturity certificate","","","",""
"Yes","2004","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Yes","2004","Full Time","(3a) lower tertiary education","","","",""
"Yes","2004","Full Time","(3b) higher tertiary education","","","",""
"Yes","2004","Part Time","(0) in school","","","",""
"Yes","2004","Part Time","(1a) inadequately completed","","","",""
"Yes","2004","Part Time","(1b) general elementary school","","","",""
"Yes","2004","Part Time","(1c) basic vocational qualification","","","",""
"Yes","2004","Part Time","(2b) intermediate general qualification","","","",""
"Yes","2004","Part Time","(2a) intermediate vocational","","","",""
"Yes","2004","Part Time","(2c_gen) general maturity certificate","","","",""
"Yes","2004","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Yes","2004","Part Time","(3a) lower tertiary education","","","",""
"Yes","2004","Part Time","(3b) higher tertiary education","","","",""
"Yes","2004","Not Working","(0) in school","","","",""
"Yes","2004","Not Working","(1a) inadequately completed","","","",""
"Yes","2004","Not Working","(1b) general elementary school","","","",""
"Yes","2004","Not Working","(1c) basic vocational qualification","","","",""
"Yes","2004","Not Working","(2b) intermediate general qualification","","","",""
"Yes","2004","Not Working","(2a) intermediate vocational","","","",""
"Yes","2004","Not Working","(2c_gen) general maturity certificate","","","",""
"Yes","2004","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Yes","2004","Not Working","(3a) lower tertiary education","","","",""
"Yes","2004","Not Working","(3b) higher tertiary education","","","",""
"No","2004","Full Time","(0) in school","","","",""
"No","2004","Full Time","(1a) inadequately completed","","","",""
"No","2004","Full Time","(1b) general elementary school","","","",""
"No","2004","Full Time","(1c) basic vocational qualification","","","",""
"No","2004","Full Time","(2b) intermediate general qualification","","","",""
"No","2004","Full Time","(2a) intermediate vocational","","","",""
"No","2004","Full Time","(2c_gen) general maturity certificate","","","",""
"No","2004","Full Time","(2c_voc) vocational maturity certificate","","","",""
"No","2004","Full Time","(3a) lower tertiary education","","","",""
"No","2004","Full Time","(3b) higher tertiary education","","","",""
"No","2004","Part Time","(0) in school","","","",""
"No","2004","Part Time","(1a) inadequately completed","","","",""
"No","2004","Part Time","(1b) general elementary school","","","",""
"No","2004","Part Time","(1c) basic vocational qualification","","","",""
"No","2004","Part Time","(2b) intermediate general qualification","","","",""
"No","2004","Part Time","(2a) intermediate vocational","","","",""
"No","2004","Part Time","(2c_gen) general maturity certificate","","","",""
"No","2004","Part Time","(2c_voc) vocational maturity certificate","","","",""
"No","2004","Part Time","(3a) lower tertiary education","","","",""
"No","2004","Part Time","(3b) higher tertiary education","","","",""
"No","2004","Not Working","(0) in school","","","",""
"No","2004","Not Working","(1a) inadequately completed","","","",""
"No","2004","Not Working","(1b) general elementary school","","","",""
"No","2004","Not Working","(1c) basic vocational qualification","","","",""
"No","2004","Not Working","(2b) intermediate general qualification","","","",""
"No","2004","Not Working","(2a) intermediate vocational","","","",""
"No","2004","Not Working","(2c_gen) general maturity certificate","","","",""
"No","2004","Not Working","(2c_voc) vocational maturity certificate","","","",""
"No","2004","Not Working","(3a) lower tertiary education","","","",""
"No","2004","Not Working","(3b) higher tertiary education","","","",""
"Yes","2005","Full Time","(0) in school","","","",""
"Yes","2005","Full Time","(1a) inadequately completed","","","",""
"Yes","2005","Full Time","(1b) general elementary school","","","",""
"Yes","2005","Full Time","(1c) basic vocational qualification","","","",""
"Yes","2005","Full Time","(2b) intermediate general qualification","","","",""
"Yes","2005","Full Time","(2a) intermediate vocational","","","",""
"Yes","2005","Full Time","(2c_gen) general maturity certificate","","","",""
"Yes","2005","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Yes","2005","Full Time","(3a) lower tertiary education","","","",""
"Yes","2005","Full Time","(3b) higher tertiary education","","","",""
"Yes","2005","Part Time","(0) in school","","","",""
"Yes","2005","Part Time","(1a) inadequately completed","","","",""
"Yes","2005","Part Time","(1b) general elementary school","","","",""
"Yes","2005","Part Time","(1c) basic vocational qualification","","","",""
"Yes","2005","Part Time","(2b) intermediate general qualification","","","",""
"Yes","2005","Part Time","(2a) intermediate vocational","","","",""
"Yes","2005","Part Time","(2c_gen) general maturity certificate","","","",""
"Yes","2005","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Yes","2005","Part Time","(3a) lower tertiary education","","","",""
"Yes","2005","Part Time","(3b) higher tertiary education","","","",""
"Yes","2005","Not Working","(0) in school","","","",""
"Yes","2005","Not Working","(1a) inadequately completed","","","",""
"Yes","2005","Not Working","(1b) general elementary school","","","",""
"Yes","2005","Not Working","(1c) basic vocational qualification","","","",""
"Yes","2005","Not Working","(2b) intermediate general qualification","","","",""
"Yes","2005","Not Working","(2a) intermediate vocational","","","",""
"Yes","2005","Not Working","(2c_gen) general maturity certificate","","","",""
"Yes","2005","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Yes","2005","Not Working","(3a) lower tertiary education","","","",""
"Yes","2005","Not Working","(3b) higher tertiary education","","","",""
"No","2005","Full Time","(0) in school","","","",""
"No","2005","Full Time","(1a) inadequately completed","","","",""
"No","2005","Full Time","(1b) general elementary school","","","",""
"No","2005","Full Time","(1c) basic vocational qualification","","","",""
"No","2005","Full Time","(2b) intermediate general qualification","","","",""
"No","2005","Full Time","(2a) intermediate vocational","","","",""
"No","2005","Full Time","(2c_gen) general maturity certificate","","","",""
"No","2005","Full Time","(2c_voc) vocational maturity certificate","","","",""
"No","2005","Full Time","(3a) lower tertiary education","","","",""
"No","2005","Full Time","(3b) higher tertiary education","","","",""
"No","2005","Part Time","(0) in school","","","",""
"No","2005","Part Time","(1a) inadequately completed","","","",""
"No","2005","Part Time","(1b) general elementary school","","","",""
"No","2005","Part Time","(1c) basic vocational qualification","","","",""
"No","2005","Part Time","(2b) intermediate general qualification","","","",""
"No","2005","Part Time","(2a) intermediate vocational","","","",""
"No","2005","Part Time","(2c_gen) general maturity certificate","","","",""
"No","2005","Part Time","(2c_voc) vocational maturity certificate","","","",""
"No","2005","Part Time","(3a) lower tertiary education","","","",""
"No","2005","Part Time","(3b) higher tertiary education","","","",""
"No","2005","Not Working","(0) in school","","","",""
"No","2005","Not Working","(1a) inadequately completed","","","",""
"No","2005","Not Working","(1b) general elementary school","","","",""
"No","2005","Not Working","(1c) basic vocational qualification","","","",""
"No","2005","Not Working","(2b) intermediate general qualification","","","",""
"No","2005","Not Working","(2a) intermediate vocational","","","",""
"No","2005","Not Working","(2c_gen) general maturity certificate","","","",""
"No","2005","Not Working","(2c_voc) vocational maturity certificate","","","",""
"No","2005","Not Working","(3a) lower tertiary education","","","",""
"No","2005","Not Working","(3b) higher tertiary education","","","",""
"Yes","2006","Full Time","(0) in school","1","","",""
"Yes","2006","Full Time","(1a) inadequately completed","24","","",""
"Yes","2006","Full Time","(1b) general elementary school","146","0.451639274255485","0.396330132661797","0.506948415849173"
"Yes","2006","Full Time","(1c) basic vocational qualification","963","0.534838128209795","0.511872293796644","0.557803962622946"
"Yes","2006","Full Time","(2b) intermediate general qualification","101","0.50881802707192","0.436973436635354","0.580662617508485"
"Yes","2006","Full Time","(2a) intermediate vocational","1232","0.546821370249361","0.526716092105624","0.566926648393098"
"Yes","2006","Full Time","(2c_gen) general maturity certificate","70","0.512162579837132","0.430521578576058","0.593803581098207"
"Yes","2006","Full Time","(2c_voc) vocational maturity certificate","428","0.553142775753441","0.517561585375797","0.588723966131084"
"Yes","2006","Full Time","(3a) lower tertiary education","555","0.622348015745239","0.590568895397666","0.654127136092811"
"Yes","2006","Full Time","(3b) higher tertiary education","963","0.63702142494471","0.612539728736357","0.661503121153063"
"Yes","2006","Part Time","(0) in school","3","","",""
"Yes","2006","Part Time","(1a) inadequately completed","9","","",""
"Yes","2006","Part Time","(1b) general elementary school","88","0.370052053896999","0.310440346332398","0.4296637614616"
"Yes","2006","Part Time","(1c) basic vocational qualification","311","0.345682397241271","0.313841110142317","0.377523684340225"
"Yes","2006","Part Time","(2b) intermediate general qualification","60","0.39404101319215","0.311916848405182","0.476165177979119"
"Yes","2006","Part Time","(2a) intermediate vocational","464","0.414531124050672","0.385601954030273","0.443460294071072"
"Yes","2006","Part Time","(2c_gen) general maturity certificate","82","0.407165735715056","0.340074353230394","0.474257118199717"
"Yes","2006","Part Time","(2c_voc) vocational maturity certificate","171","0.466730415322113","0.415051542040225","0.518409288604"
"Yes","2006","Part Time","(3a) lower tertiary education","141","0.51113632794562","0.452480894762151","0.569791761129089"
"Yes","2006","Part Time","(3b) higher tertiary education","239","0.465995345839549","0.421553844617576","0.510436847061522"
"Yes","2006","Not Working","(0) in school","","","",""
"Yes","2006","Not Working","(1a) inadequately completed","","","",""
"Yes","2006","Not Working","(1b) general elementary school","5","","",""
"Yes","2006","Not Working","(1c) basic vocational qualification","9","","",""
"Yes","2006","Not Working","(2b) intermediate general qualification","2","","",""
"Yes","2006","Not Working","(2a) intermediate vocational","14","","",""
"Yes","2006","Not Working","(2c_gen) general maturity certificate","5","","",""
"Yes","2006","Not Working","(2c_voc) vocational maturity certificate","2","","",""
"Yes","2006","Not Working","(3a) lower tertiary education","5","","",""
"Yes","2006","Not Working","(3b) higher tertiary education","10","","",""
"No","2006","Full Time","(0) in school","3","","",""
"No","2006","Full Time","(1a) inadequately completed","21","","",""
"No","2006","Full Time","(1b) general elementary school","165","0.548360725744515","0.493051584150827","0.603669867338203"
"No","2006","Full Time","(1c) basic vocational qualification","849","0.465161871790205","0.442196037377054","0.488127706203356"
"No","2006","Full Time","(2b) intermediate general qualification","85","0.49118197292808","0.419337382491515","0.563026563364646"
"No","2006","Full Time","(2a) intermediate vocational","1123","0.453178629750639","0.433073351606902","0.473283907894377"
"No","2006","Full Time","(2c_gen) general maturity certificate","74","0.487837420162867","0.406196418901793","0.569478421423942"
"No","2006","Full Time","(2c_voc) vocational maturity certificate","322","0.44685722424656","0.411276033868916","0.482438414624203"
"No","2006","Full Time","(3a) lower tertiary education","339","0.377651984254761","0.345872863907189","0.409431104602334"
"No","2006","Full Time","(3b) higher tertiary education","519","0.36297857505529","0.338496878846937","0.387460271263643"
"No","2006","Part Time","(0) in school","30","0.955670751763196","0.885445961373468","1.02589554215292"
"No","2006","Part Time","(1a) inadequately completed","11","","",""
"No","2006","Part Time","(1b) general elementary school","164","0.629947946103001","0.5703362385384","0.689559653667602"
"No","2006","Part Time","(1c) basic vocational qualification","546","0.654317602758729","0.622476315659775","0.686158889857683"
"No","2006","Part Time","(2b) intermediate general qualification","76","0.60595898680785","0.523834822020881","0.688083151594818"
"No","2006","Part Time","(2a) intermediate vocational","650","0.585468875949328","0.556539705928928","0.614398045969727"
"No","2006","Part Time","(2c_gen) general maturity certificate","124","0.592834264284944","0.525742881800283","0.659925646769606"
"No","2006","Part Time","(2c_voc) vocational maturity certificate","187","0.533269584677887","0.481590711396","0.584948457959775"
"No","2006","Part Time","(3a) lower tertiary education","138","0.48886367205438","0.430208238870911","0.547519105237849"
"No","2006","Part Time","(3b) higher tertiary education","245","0.534004654160451","0.489563152938477","0.578446155382424"
"No","2006","Not Working","(0) in school","3","","",""
"No","2006","Not Working","(1a) inadequately completed","4","","",""
"No","2006","Not Working","(1b) general elementary school","17","","",""
"No","2006","Not Working","(1c) basic vocational qualification","24","","",""
"No","2006","Not Working","(2b) intermediate general qualification","8","","",""
"No","2006","Not Working","(2a) intermediate vocational","41","0.696786801467359","0.57531072536509","0.818262877569628"
"No","2006","Not Working","(2c_gen) general maturity certificate","10","","",""
"No","2006","Not Working","(2c_voc) vocational maturity certificate","8","","",""
"No","2006","Not Working","(3a) lower tertiary education","6","","",""
"No","2006","Not Working","(3b) higher tertiary education","13","","",""
"Yes","2007","Full Time","(0) in school","","","",""
"Yes","2007","Full Time","(1a) inadequately completed","","","",""
"Yes","2007","Full Time","(1b) general elementary school","","","",""
"Yes","2007","Full Time","(1c) basic vocational qualification","","","",""
"Yes","2007","Full Time","(2b) intermediate general qualification","","","",""
"Yes","2007","Full Time","(2a) intermediate vocational","","","",""
"Yes","2007","Full Time","(2c_gen) general maturity certificate","","","",""
"Yes","2007","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Yes","2007","Full Time","(3a) lower tertiary education","","","",""
"Yes","2007","Full Time","(3b) higher tertiary education","","","",""
"Yes","2007","Part Time","(0) in school","","","",""
"Yes","2007","Part Time","(1a) inadequately completed","","","",""
"Yes","2007","Part Time","(1b) general elementary school","","","",""
"Yes","2007","Part Time","(1c) basic vocational qualification","","","",""
"Yes","2007","Part Time","(2b) intermediate general qualification","","","",""
"Yes","2007","Part Time","(2a) intermediate vocational","","","",""
"Yes","2007","Part Time","(2c_gen) general maturity certificate","","","",""
"Yes","2007","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Yes","2007","Part Time","(3a) lower tertiary education","","","",""
"Yes","2007","Part Time","(3b) higher tertiary education","","","",""
"Yes","2007","Not Working","(0) in school","","","",""
"Yes","2007","Not Working","(1a) inadequately completed","","","",""
"Yes","2007","Not Working","(1b) general elementary school","","","",""
"Yes","2007","Not Working","(1c) basic vocational qualification","","","",""
"Yes","2007","Not Working","(2b) intermediate general qualification","","","",""
"Yes","2007","Not Working","(2a) intermediate vocational","","","",""
"Yes","2007","Not Working","(2c_gen) general maturity certificate","","","",""
"Yes","2007","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Yes","2007","Not Working","(3a) lower tertiary education","","","",""
"Yes","2007","Not Working","(3b) higher tertiary education","","","",""
"No","2007","Full Time","(0) in school","","","",""
"No","2007","Full Time","(1a) inadequately completed","","","",""
"No","2007","Full Time","(1b) general elementary school","","","",""
"No","2007","Full Time","(1c) basic vocational qualification","","","",""
"No","2007","Full Time","(2b) intermediate general qualification","","","",""
"No","2007","Full Time","(2a) intermediate vocational","","","",""
"No","2007","Full Time","(2c_gen) general maturity certificate","","","",""
"No","2007","Full Time","(2c_voc) vocational maturity certificate","","","",""
"No","2007","Full Time","(3a) lower tertiary education","","","",""
"No","2007","Full Time","(3b) higher tertiary education","","","",""
"No","2007","Part Time","(0) in school","","","",""
"No","2007","Part Time","(1a) inadequately completed","","","",""
"No","2007","Part Time","(1b) general elementary school","","","",""
"No","2007","Part Time","(1c) basic vocational qualification","","","",""
"No","2007","Part Time","(2b) intermediate general qualification","","","",""
"No","2007","Part Time","(2a) intermediate vocational","","","",""
"No","2007","Part Time","(2c_gen) general maturity certificate","","","",""
"No","2007","Part Time","(2c_voc) vocational maturity certificate","","","",""
"No","2007","Part Time","(3a) lower tertiary education","","","",""
"No","2007","Part Time","(3b) higher tertiary education","","","",""
"No","2007","Not Working","(0) in school","","","",""
"No","2007","Not Working","(1a) inadequately completed","","","",""
"No","2007","Not Working","(1b) general elementary school","","","",""
"No","2007","Not Working","(1c) basic vocational qualification","","","",""
"No","2007","Not Working","(2b) intermediate general qualification","","","",""
"No","2007","Not Working","(2a) intermediate vocational","","","",""
"No","2007","Not Working","(2c_gen) general maturity certificate","","","",""
"No","2007","Not Working","(2c_voc) vocational maturity certificate","","","",""
"No","2007","Not Working","(3a) lower tertiary education","","","",""
"No","2007","Not Working","(3b) higher tertiary education","","","",""
"Yes","2008","Full Time","(0) in school","","","",""
"Yes","2008","Full Time","(1a) inadequately completed","","","",""
"Yes","2008","Full Time","(1b) general elementary school","","","",""
