"plb0050","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"No","2001","Bavaria","(Married) couple without C. ","196","0.506590043246618","0.458488797721925","0.554691288771311","2"
"No","2001","Lower Saxony","1-pers.-HH","39","0.413420626928305","0.313870085046623","0.512971168809987","2"
"No","2001","Lower Saxony","(Married) couple without C. ","116","0.470491279574736","0.409821311750938","0.531161247398534","2"
"No","2001","Lower Saxony","Single parent ","28","","","","2"
"No","2001","Lower Saxony","Couple + C. LE 16 ","156","0.504132435952498","0.449774672244665","0.558490199660331","2"
"No","2001","Brandenburg","Single parent ","12","","","","2"
"No","2001","Brandenburg","Couple + C. LE 16 ","68","0.517414692357031","0.43050811294821","0.604321271765852","2"
"No","2001","Bremen","1-pers.-HH","6","","","","2"
"No","2001","Bremen","(Married) couple without C. ","17","","","","2"
"No","2001","Bremen","Single parent ","2","","","","2"
"No","2001","Brandenburg","1-pers.-HH","20","","","","2"
"No","2001","Brandenburg","(Married) couple without C. ","62","0.516692905295135","0.429089513999418","0.604296296590853","2"
"No","2001","Baden-Württemberg","Single parent ","42","0.523629600025362","0.416824269995205","0.63043493005552","2"
"No","2001","Baden-Württemberg","Couple + C. LE 16 ","235","0.495154123100814","0.449808094516023","0.540500151685605","2"
"No","2001","Baden-Württemberg","Couple + C. GT 16 ","135","0.46788594622452","0.411329141948467","0.524442750500572","2"
"No","2001","Lower Saxony","Couple + C. GT 16 ","77","0.482716198459805","0.407819890140938","0.557612506778672","2"
"No","2001","Lower Saxony","Couple + C. LE and GT 16","48","0.462779699497239","0.364061230636099","0.56149816835838","2"
"No","2001","Bremen","Couple + C. LE 16 ","9","","","","2"
"No","2001","Bremen","Couple + C. GT 16 ","4","","","","2"
"No","2001","Bremen","Couple + C. LE and GT 16","","","","","2"
"No","2001","North Rhine-Westphalia","1-pers.-HH","145","0.482835012409344","0.426937454001385","0.538732570817303","2"
"No","2001","North Rhine-Westphalia","(Married) couple without C. ","309","0.443531346559443","0.407039939776149","0.480022753342738","2"
"No","2001","North Rhine-Westphalia","Single parent ","54","0.408990628716194","0.320656511643092","0.497324745789296","2"
"No","2001","North Rhine-Westphalia","Couple + C. LE 16 ","346","0.461867073124941","0.426376192757748","0.497357953492134","2"
"No","2001","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","41","0.642769055368684","0.528029620655214","0.757508490082154","2"
"No","2001","Baden-Württemberg","1-pers.-HH","86","0.429962563302756","0.359005718017737","0.500919408587774","2"
"No","2001","Baden-Württemberg","(Married) couple without C. ","139","0.443269980827503","0.389753126967846","0.49678683468716","2"
"No","2001","Brandenburg","Couple + C. GT 16 ","57","0.475928504979759","0.383846451234076","0.568010558725443","2"
"No","2001","Brandenburg","Couple + C. LE and GT 16","31","0.550343709348278","0.420053609284722","0.680633809411834","2"
"No","2001","Mecklenburg-Western Pomerania","1-pers.-HH","15","","","","2"
"No","2001","Mecklenburg-Western Pomerania","(Married) couple without C. ","31","0.322551387871551","0.220752456808064","0.424350318935039","2"
"No","2001","Mecklenburg-Western Pomerania","Single parent ","12","","","","2"
"No","2001","North Rhine-Westphalia","Couple + C. GT 16 ","214","0.521963843508956","0.47424854707245","0.569679139945461","2"
"No","2001","North Rhine-Westphalia","Couple + C. LE and GT 16","124","0.493321753942935","0.430590431856122","0.556053076029747","2"
"No","2001","Hesse","1-pers.-HH","35","0.367731827610163","0.265822218511288","0.469641436709038","2"
"No","2001","Hesse","(Married) couple without C. ","107","0.451286317233755","0.388719518840535","0.513853115626975","2"
"No","2001","Hesse","Single parent ","13","","","","2"
"No","2001","Hesse","Couple + C. LE and GT 16","33","0.667013615904544","0.542462582949287","0.791564648859801","2"
"No","2001","Rhineland-Palatinate,Saarland","1-pers.-HH","39","0.578710071499115","0.465441944339203","0.691978198659026","2"
"No","2001","Rhineland-Palatinate,Saarland","(Married) couple without C. ","70","0.462266030263198","0.385960521298343","0.538571539228053","2"
"No","2001","Rhineland-Palatinate,Saarland","Single parent ","19","","","","2"
"No","2001","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","129","0.532152291403721","0.47066886644192","0.593635716365522","2"
"No","2001","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","49","0.470036036107094","0.375022844713137","0.565049227501052","2"
"No","2001","Hesse","Couple + C. LE 16 ","91","0.356623457520662","0.297365211234652","0.415881703806672","2"
"No","2001","Hesse","Couple + C. GT 16 ","78","0.470156373611642","0.392577307006843","0.547735440216441","2"
"No","2001","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","48","0.601728691344423","0.495119302907806","0.708338079781039","2"
"No","2001","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","31","0.563947460413812","0.427849462754683","0.700045458072941","2"
"No","2001","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","18","","","","2"
"No","2001","Saxony","1-pers.-HH","36","0.520851967711904","0.405460458939293","0.636243476484515","2"
"No","2001","Saxony","(Married) couple without C. ","128","0.587809613028632","0.524057054082233","0.65156217197503","2"
"No","2001","Saxony","Single parent ","28","","","","2"
"No","2001","Saxony","Couple + C. LE 16 ","131","0.643067103925112","0.578727301327446","0.707406906522778","2"
"No","2001","Saxony","Couple + C. GT 16 ","100","0.538256212812361","0.466993192915349","0.609519232709373","2"
"No","2001","Saxony","Couple + C. LE and GT 16","76","0.604576238549389","0.517457350326691","0.691695126772087","2"
"No","2001","Saxony-Anhalt","1-pers.-HH","20","","","","2"
"No","2001","Saxony-Anhalt","(Married) couple without C. ","83","0.62600187722614","0.545851309646011","0.706152444806269","2"
"No","2001","Saxony-Anhalt","Single parent ","16","","","","2"
"No","2001","Saxony-Anhalt","Couple + C. LE 16 ","53","0.591412718430467","0.494088078635317","0.688737358225617","2"
"No","2001","Thuringia","(Married) couple without C. ","57","0.535559074736186","0.440615825498594","0.630502323973779","2"
"No","2001","Saxony-Anhalt","Couple + C. GT 16 ","97","0.636127166577068","0.561345297314323","0.710909035839813","2"
"No","2001","Saxony-Anhalt","Couple + C. LE and GT 16","27","","","","2"
"No","2001","Thuringia","1-pers.-HH","32","0.655626219284084","0.525217629411352","0.786034809156816","2"
"No","2001","Thuringia","Single parent ","14","","","","2"
"No","2001","Thuringia","Couple + C. LE 16 ","73","0.63693915862682","0.55053924861643","0.723339068637211","2"
"No","2001","Thuringia","Couple + C. GT 16 ","63","0.446333371255394","0.36513997676075","0.527526765750038","2"
"No","2001","Thuringia","Couple + C. LE and GT 16","31","0.646095336455337","0.513553026639581","0.778637646271093","2"
"Yes","2001","Schleswig-Holstein","1-pers.-HH","26","","","","1"
"Yes","2001","Schleswig-Holstein","(Married) couple without C. ","47","0.439674496692992","0.346919443044773","0.532429550341212","1"
"Yes","2001","Schleswig-Holstein","Single parent ","7","","","","1"
"Yes","2001","Schleswig-Holstein","Couple + C. LE 16 ","57","0.473190341096719","0.382721305611869","0.563659376581569","1"
"Yes","2001","Schleswig-Holstein","Couple + C. GT 16 ","23","","","","1"
"Yes","2001","Schleswig-Holstein","Couple + C. LE and GT 16","17","","","","1"
"Yes","2001","Hamburg","1-pers.-HH","26","","","","1"
"Yes","2001","Hamburg","(Married) couple without C. ","27","","","","1"
"Yes","2001","Hamburg","Single parent ","8","","","","1"
"Yes","2001","Hamburg","Couple + C. LE 16 ","22","","","","1"
"Yes","2001","Hamburg","Couple + C. GT 16 ","8","","","","1"
"Yes","2001","Hamburg","Couple + C. LE and GT 16","4","","","","1"
"Yes","2001","Lower Saxony","1-pers.-HH","55","0.586579373071695","0.487028831190013","0.686129914953377","1"
"Yes","2001","Lower Saxony","(Married) couple without C. ","144","0.529508720425264","0.468838752601466","0.590178688249062","1"
"Yes","2001","Lower Saxony","Single parent ","25","","","","1"
"Yes","2001","Lower Saxony","Couple + C. LE 16 ","169","0.495867564047502","0.441509800339669","0.550225327755336","1"
"Yes","2001","Lower Saxony","Couple + C. GT 16 ","94","0.517283801540195","0.442387493221328","0.592180109859062","1"
"Yes","2001","Lower Saxony","Couple + C. LE and GT 16","50","0.537220300502761","0.43850183164162","0.635938769363901","1"
"Yes","2001","Bremen","1-pers.-HH","14","","","","1"
"Yes","2001","Bremen","(Married) couple without C. ","14","","","","1"
"Yes","2001","Bremen","Single parent ","1","","","","1"
"Yes","2001","Bremen","Couple + C. LE 16 ","14","","","","1"
"Yes","2001","Bremen","Couple + C. GT 16 ","4","","","","1"
"Yes","2001","Bremen","Couple + C. LE and GT 16","2","","","","1"
"Yes","2001","North Rhine-Westphalia","1-pers.-HH","162","0.517164987590656","0.461267429182697","0.573062545998615","1"
"Yes","2001","North Rhine-Westphalia","(Married) couple without C. ","403","0.556468653440557","0.519977246657263","0.592960060223851","1"
"Yes","2001","North Rhine-Westphalia","Single parent ","65","0.591009371283806","0.502675254210704","0.679343488356908","1"
"Yes","2001","North Rhine-Westphalia","Couple + C. LE 16 ","412","0.538132926875059","0.502642046507866","0.573623807242252","1"
"Yes","2001","North Rhine-Westphalia","Couple + C. GT 16 ","207","0.478036156491044","0.430320860054539","0.52575145292755","1"
"Yes","2001","North Rhine-Westphalia","Couple + C. LE and GT 16","120","0.506678246057065","0.443946923970253","0.569409568143878","1"
"Yes","2001","Hesse","1-pers.-HH","51","0.632268172389837","0.530358563290962","0.734177781488712","1"
"Yes","2001","Hesse","(Married) couple without C. ","136","0.548713682766245","0.486146884373025","0.611280481159465","1"
"Yes","2001","Hesse","Single parent ","22","","","","1"
"Yes","2001","Hesse","Couple + C. LE 16 ","160","0.643376542479338","0.584118296193328","0.702634788765348","1"
"Yes","2001","Hesse","Couple + C. GT 16 ","81","0.529843626388358","0.452264559783559","0.607422692993157","1"
"Yes","2001","Hesse","Couple + C. LE and GT 16","22","","","","1"
"Yes","2001","Rhineland-Palatinate,Saarland","1-pers.-HH","34","0.421289928500885","0.308021801340974","0.534558055660797","1"
"Yes","2001","Rhineland-Palatinate,Saarland","(Married) couple without C. ","94","0.537733969736802","0.461428460771947","0.614039478701657","1"
"Yes","2001","Rhineland-Palatinate,Saarland","Single parent ","12","","","","1"
"Yes","2001","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","124","0.467847708596279","0.406364283634478","0.52933113355808","1"
"Yes","2001","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","57","0.529963963892906","0.434950772498948","0.624977155286863","1"
"Yes","2001","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","26","","","","1"
"Yes","2001","Baden-Württemberg","1-pers.-HH","101","0.570037436697244","0.499080591412226","0.640994281982263","1"
"Yes","2001","Baden-Württemberg","(Married) couple without C. ","192","0.556730019172497","0.50321316531284","0.610246873032154","1"
"Yes","2001","Baden-Württemberg","Single parent ","42","0.476370399974638","0.36956506994448","0.583175730004795","1"
"Yes","2001","Baden-Württemberg","Couple + C. LE 16 ","232","0.504845876899186","0.459499848314395","0.550191905483977","1"
"Yes","2001","Baden-Württemberg","Couple + C. GT 16 ","164","0.53211405377548","0.475557249499428","0.588670858051533","1"
"Yes","2001","Baden-Württemberg","Couple + C. LE and GT 16","80","0.541339833639523","0.46264101098668","0.620038656292367","1"
"Yes","2001","Bavaria","1-pers.-HH","121","0.49647156729587","0.432546182612147","0.560396951979592","1"
"Yes","2001","Bavaria","(Married) couple without C. ","219","0.493409956753382","0.445308711228689","0.541511202278075","1"
"Yes","2001","Bavaria","Single parent ","49","0.410274500063939","0.320762489417542","0.499786510710335","1"
"Yes","2001","Bavaria","Couple + C. LE 16 ","255","0.530872891843937","0.486820938499207","0.574924845188666","1"
"Yes","2001","Bavaria","Couple + C. GT 16 ","191","0.524818344068984","0.474002929524258","0.575633758613709","1"
"Yes","2001","Bavaria","Couple + C. LE and GT 16","77","0.472260264325138","0.395620371393007","0.54890015725727","1"
"Yes","2001","Berlin","1-pers.-HH","47","0.452615344683766","0.353046510854733","0.552184178512799","1"
"Yes","2001","Berlin","(Married) couple without C. ","57","0.655215823027265","0.558093283623676","0.752338362430855","1"
"Yes","2001","Berlin","Single parent ","20","","","","1"
"Yes","2001","Berlin","Couple + C. LE 16 ","63","0.478753986415179","0.387053161972566","0.570454810857793","1"
"Yes","2001","Berlin","Couple + C. GT 16 ","41","0.619782935270075","0.504403278075797","0.735162592464352","1"
"Yes","2001","Berlin","Couple + C. LE and GT 16","15","","","","1"
"Yes","2001","Brandenburg","1-pers.-HH","22","","","","1"
"Yes","2001","Brandenburg","(Married) couple without C. ","63","0.483307094704865","0.395703703409147","0.570910486000582","1"
"Yes","2001","Brandenburg","Single parent ","20","","","","1"
"Yes","2001","Brandenburg","Couple + C. LE 16 ","59","0.482585307642969","0.395678728234148","0.56949188705179","1"
"Yes","2001","Brandenburg","Couple + C. GT 16 ","56","0.524071495020241","0.431989441274557","0.616153548765924","1"
"Yes","2001","Brandenburg","Couple + C. LE and GT 16","25","","","","1"
"Yes","2001","Mecklenburg-Western Pomerania","1-pers.-HH","13","","","","1"
"Yes","2001","Mecklenburg-Western Pomerania","(Married) couple without C. ","50","0.677448612128449","0.575649681064961","0.779247543191936","1"
"Yes","2001","Mecklenburg-Western Pomerania","Single parent ","8","","","","1"
"Yes","2001","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","33","0.398271308655577","0.291661920218961","0.504880697092194","1"
"Yes","2001","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","20","","","","1"
"Yes","2001","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","15","","","","1"
"Yes","2001","Saxony","1-pers.-HH","36","0.479148032288096","0.363756523515485","0.594539541060707","1"
"Yes","2001","Saxony","(Married) couple without C. ","101","0.412190386971368","0.34843782802497","0.475942945917766","1"
"Yes","2001","Saxony","Single parent ","15","","","","1"
"Yes","2001","Saxony","Couple + C. LE 16 ","82","0.356932896074888","0.292593093477222","0.421272698672554","1"
"Yes","2001","Saxony","Couple + C. GT 16 ","88","0.461743787187639","0.390480767290627","0.533006807084652","1"
"Yes","2001","Saxony","Couple + C. LE and GT 16","45","0.395423761450611","0.308304873227913","0.482542649673309","1"
"Yes","2001","Saxony-Anhalt","1-pers.-HH","14","","","","1"
"Yes","2001","Saxony-Anhalt","(Married) couple without C. ","57","0.37399812277386","0.293847555193731","0.454148690353989","1"
"Yes","2001","Saxony-Anhalt","Single parent ","7","","","","1"
"Yes","2001","Saxony-Anhalt","Couple + C. LE 16 ","45","0.408587281569533","0.311262641774383","0.505911921364683","1"
"Yes","2001","Saxony-Anhalt","Couple + C. GT 16 ","62","0.363872833422932","0.289090964160187","0.438654702685677","1"
"Yes","2001","Saxony-Anhalt","Couple + C. LE and GT 16","36","0.473427000678413","0.350135363081745","0.596718638275081","1"
"Yes","2001","Thuringia","1-pers.-HH","19","","","","1"
"Yes","2001","Thuringia","(Married) couple without C. ","49","0.464440925263814","0.369497676026221","0.559384174501406","1"
"Yes","2001","Thuringia","Single parent ","15","","","","1"
"Yes","2001","Thuringia","Couple + C. LE 16 ","46","0.36306084137318","0.276660931362789","0.44946075138357","1"
"Yes","2001","Thuringia","Couple + C. GT 16 ","81","0.553666628744606","0.472473234249962","0.63486002323925","1"
"Yes","2001","Thuringia","Couple + C. LE and GT 16","19","","","","1"
"No","2002","Schleswig-Holstein","1-pers.-HH","","","","","2"
"No","2002","Hamburg","Couple + C. GT 16 ","","","","","2"
"No","2002","Hamburg","Couple + C. LE and GT 16","","","","","2"
"No","2002","Berlin","1-pers.-HH","","","","","2"
"No","2002","Schleswig-Holstein","(Married) couple without C. ","","","","","2"
"No","2002","Bavaria","Couple + C. LE and GT 16","","","","","2"
"No","2002","Schleswig-Holstein","Couple + C. GT 16 ","","","","","2"
"No","2002","Schleswig-Holstein","Single parent ","","","","","2"
"No","2002","Schleswig-Holstein","Couple + C. LE 16 ","","","","","2"
"No","2002","Hamburg","Single parent ","","","","","2"
"No","2002","Bavaria","Single parent ","","","","","2"
"No","2002","Lower Saxony","1-pers.-HH","","","","","2"
"No","2002","Hamburg","Couple + C. LE 16 ","","","","","2"
"No","2002","Berlin","(Married) couple without C. ","","","","","2"
"No","2002","Berlin","Single parent ","","","","","2"
"No","2002","Berlin","Couple + C. LE 16 ","","","","","2"
"No","2002","Bavaria","Couple + C. LE 16 ","","","","","2"
"No","2002","Lower Saxony","(Married) couple without C. ","","","","","2"
"No","2002","Schleswig-Holstein","Couple + C. LE and GT 16","","","","","2"
"No","2002","Hamburg","1-pers.-HH","","","","","2"
"No","2002","Hamburg","(Married) couple without C. ","","","","","2"
"No","2002","Bavaria","Couple + C. GT 16 ","","","","","2"
"No","2002","Berlin","Couple + C. GT 16 ","","","","","2"
"No","2002","Berlin","Couple + C. LE and GT 16","","","","","2"
"No","2002","Baden-Württemberg","Couple + C. LE and GT 16","","","","","2"
"No","2002","Bavaria","1-pers.-HH","","","","","2"
"No","2002","Bavaria","(Married) couple without C. ","","","","","2"
"No","2002","Lower Saxony","Single parent ","","","","","2"
"No","2002","Lower Saxony","Couple + C. LE 16 ","","","","","2"
"No","2002","Lower Saxony","Couple + C. GT 16 ","","","","","2"
"No","2002","Brandenburg","Single parent ","","","","","2"
"No","2002","Lower Saxony","Couple + C. LE and GT 16","","","","","2"
"No","2002","Bremen","1-pers.-HH","","","","","2"
"No","2002","Brandenburg","1-pers.-HH","","","","","2"
"No","2002","Brandenburg","(Married) couple without C. ","","","","","2"
"No","2002","Bremen","Couple + C. LE and GT 16","","","","","2"
"No","2002","Brandenburg","Couple + C. LE 16 ","","","","","2"
"No","2002","Baden-Württemberg","Single parent ","","","","","2"
"No","2002","Baden-Württemberg","Couple + C. LE 16 ","","","","","2"
"No","2002","Baden-Württemberg","Couple + C. GT 16 ","","","","","2"
"No","2002","Bremen","(Married) couple without C. ","","","","","2"
"No","2002","Bremen","Single parent ","","","","","2"
"No","2002","Bremen","Couple + C. LE 16 ","","","","","2"
"No","2002","Bremen","Couple + C. GT 16 ","","","","","2"
"No","2002","North Rhine-Westphalia","1-pers.-HH","","","","","2"
"No","2002","North Rhine-Westphalia","(Married) couple without C. ","","","","","2"
"No","2002","North Rhine-Westphalia","Single parent ","","","","","2"
"No","2002","North Rhine-Westphalia","Couple + C. LE 16 ","","","","","2"
"No","2002","North Rhine-Westphalia","Couple + C. GT 16 ","","","","","2"
"No","2002","North Rhine-Westphalia","Couple + C. LE and GT 16","","","","","2"
"No","2002","Hesse","1-pers.-HH","","","","","2"
"No","2002","Hesse","Couple + C. LE and GT 16","","","","","2"
"No","2002","Rhineland-Palatinate,Saarland","Single parent ","","","","","2"
"No","2002","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","","","2"
"No","2002","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","","","2"
"No","2002","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","","","2"
"No","2002","Baden-Württemberg","1-pers.-HH","","","","","2"
"No","2002","Baden-Württemberg","(Married) couple without C. ","","","","","2"
"No","2002","Brandenburg","Couple + C. GT 16 ","","","","","2"
"No","2002","Brandenburg","Couple + C. LE and GT 16","","","","","2"
"No","2002","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","2"
"No","2002","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","2"
"No","2002","Mecklenburg-Western Pomerania","Single parent ","","","","","2"
"No","2002","Hesse","(Married) couple without C. ","","","","","2"
"No","2002","Hesse","Single parent ","","","","","2"
"No","2002","Hesse","Couple + C. LE 16 ","","","","","2"
"No","2002","Hesse","Couple + C. GT 16 ","","","","","2"
"No","2002","Rhineland-Palatinate,Saarland","1-pers.-HH","","","","","2"
"No","2002","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","","","2"
"No","2002","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","","","2"
"No","2002","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","2"
"No","2002","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","2"
"No","2002","Saxony","1-pers.-HH","","","","","2"
"No","2002","Saxony","(Married) couple without C. ","","","","","2"
"No","2002","Saxony","Single parent ","","","","","2"
"No","2002","Saxony","Couple + C. LE 16 ","","","","","2"
"No","2002","Saxony","Couple + C. GT 16 ","","","","","2"
"No","2002","Saxony","Couple + C. LE and GT 16","","","","","2"
"No","2002","Saxony-Anhalt","1-pers.-HH","","","","","2"
"No","2002","Saxony-Anhalt","(Married) couple without C. ","","","","","2"
"No","2002","Saxony-Anhalt","Single parent ","","","","","2"
"No","2002","Saxony-Anhalt","Couple + C. LE 16 ","","","","","2"
"No","2002","Saxony-Anhalt","Couple + C. GT 16 ","","","","","2"
"No","2002","Saxony-Anhalt","Couple + C. LE and GT 16","","","","","2"
"No","2002","Thuringia","1-pers.-HH","","","","","2"
"No","2002","Thuringia","(Married) couple without C. ","","","","","2"
"No","2002","Thuringia","Single parent ","","","","","2"
"No","2002","Thuringia","Couple + C. LE 16 ","","","","","2"
"No","2002","Thuringia","Couple + C. GT 16 ","","","","","2"
"No","2002","Thuringia","Couple + C. LE and GT 16","","","","","2"
"Yes","2002","Hesse","(Married) couple without C. ","","","","","1"
"Yes","2002","Hesse","Single parent ","","","","","1"
"Yes","2002","Hesse","Couple + C. LE 16 ","","","","","1"
"Yes","2002","Hesse","Couple + C. GT 16 ","","","","","1"
"Yes","2002","Hesse","Couple + C. LE and GT 16","","","","","1"
"Yes","2002","Rhineland-Palatinate,Saarland","1-pers.-HH","","","","","1"
"Yes","2002","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","","","1"
"Yes","2002","Rhineland-Palatinate,Saarland","Single parent ","","","","","1"
"Yes","2002","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","","","1"
"Yes","2002","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","","","1"
"Yes","2002","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","","","1"
"Yes","2002","Baden-Württemberg","1-pers.-HH","","","","","1"
"Yes","2002","Baden-Württemberg","(Married) couple without C. ","","","","","1"
"Yes","2002","Baden-Württemberg","Single parent ","","","","","1"
"Yes","2002","Baden-Württemberg","Couple + C. LE 16 ","","","","","1"
"Yes","2002","Baden-Württemberg","Couple + C. GT 16 ","","","","","1"
"Yes","2002","Baden-Württemberg","Couple + C. LE and GT 16","","","","","1"
"Yes","2002","Bavaria","1-pers.-HH","","","","","1"
"Yes","2002","Bavaria","(Married) couple without C. ","","","","","1"
"Yes","2002","Bavaria","Single parent ","","","","","1"
"Yes","2002","Bavaria","Couple + C. LE 16 ","","","","","1"
"Yes","2002","Bavaria","Couple + C. GT 16 ","","","","","1"
"Yes","2002","Bavaria","Couple + C. LE and GT 16","","","","","1"
"Yes","2002","Berlin","1-pers.-HH","","","","","1"
"Yes","2002","Berlin","(Married) couple without C. ","","","","","1"
"Yes","2002","Berlin","Single parent ","","","","","1"
"Yes","2002","Berlin","Couple + C. LE 16 ","","","","","1"
"Yes","2002","Berlin","Couple + C. GT 16 ","","","","","1"
"Yes","2002","Berlin","Couple + C. LE and GT 16","","","","","1"
"Yes","2002","Brandenburg","1-pers.-HH","","","","","1"
"Yes","2002","Brandenburg","(Married) couple without C. ","","","","","1"
"Yes","2002","Brandenburg","Single parent ","","","","","1"
"Yes","2002","Brandenburg","Couple + C. LE 16 ","","","","","1"
"Yes","2002","Brandenburg","Couple + C. GT 16 ","","","","","1"
"Yes","2002","Brandenburg","Couple + C. LE and GT 16","","","","","1"
"Yes","2002","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","1"
"Yes","2002","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","1"
"Yes","2002","Mecklenburg-Western Pomerania","Single parent ","","","","","1"
"Yes","2002","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","","","1"
"Yes","2002","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","1"
"Yes","2002","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","1"
"Yes","2002","Saxony","1-pers.-HH","","","","","1"
"Yes","2002","Saxony","(Married) couple without C. ","","","","","1"
"Yes","2002","Saxony","Single parent ","","","","","1"
"Yes","2002","Saxony","Couple + C. LE 16 ","","","","","1"
"Yes","2002","Saxony","Couple + C. GT 16 ","","","","","1"
"Yes","2002","Saxony","Couple + C. LE and GT 16","","","","","1"
"Yes","2002","Saxony-Anhalt","1-pers.-HH","","","","","1"
"Yes","2002","Saxony-Anhalt","(Married) couple without C. ","","","","","1"
"Yes","2002","Saxony-Anhalt","Single parent ","","","","","1"
"Yes","2002","Saxony-Anhalt","Couple + C. LE 16 ","","","","","1"
"Yes","2002","Saxony-Anhalt","Couple + C. GT 16 ","","","","","1"
"Yes","2002","Saxony-Anhalt","Couple + C. LE and GT 16","","","","","1"
"Yes","2002","Thuringia","1-pers.-HH","","","","","1"
"Yes","2002","Thuringia","(Married) couple without C. ","","","","","1"
"Yes","2002","Thuringia","Single parent ","","","","","1"
"Yes","2002","Schleswig-Holstein","1-pers.-HH","","","","","1"
"Yes","2002","Schleswig-Holstein","(Married) couple without C. ","","","","","1"
"Yes","2002","Schleswig-Holstein","Single parent ","","","","","1"
"Yes","2002","Schleswig-Holstein","Couple + C. LE 16 ","","","","","1"
"Yes","2002","Schleswig-Holstein","Couple + C. GT 16 ","","","","","1"
"Yes","2002","Schleswig-Holstein","Couple + C. LE and GT 16","","","","","1"
"Yes","2002","Hamburg","1-pers.-HH","","","","","1"
"Yes","2002","Hamburg","(Married) couple without C. ","","","","","1"
"Yes","2002","Hamburg","Single parent ","","","","","1"
"Yes","2002","Hamburg","Couple + C. LE 16 ","","","","","1"
"Yes","2002","Hamburg","Couple + C. GT 16 ","","","","","1"
"Yes","2002","Hamburg","Couple + C. LE and GT 16","","","","","1"
