"plb0050","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"No","2017","Couple + C. LE and GT 16","Urban Area","","","",""
"No","2017","Couple + C. LE and GT 16","Rural Area","","","",""
"Yes","2018","1-pers.-HH","Urban Area","","","",""
"Yes","2018","1-pers.-HH","Rural Area","","","",""
"Yes","2018","(Married) couple without C. ","Urban Area","","","",""
"Yes","2018","(Married) couple without C. ","Rural Area","","","",""
"Yes","2018","Single parent ","Urban Area","","","",""
"Yes","2018","Single parent ","Rural Area","","","",""
"Yes","2018","Couple + C. LE 16 ","Urban Area","","","",""
"Yes","2018","Couple + C. LE 16 ","Rural Area","","","",""
"Yes","2018","Couple + C. GT 16 ","Urban Area","","","",""
"Yes","2018","Couple + C. GT 16 ","Rural Area","","","",""
"Yes","2018","Couple + C. LE and GT 16","Urban Area","","","",""
"Yes","2018","Couple + C. LE and GT 16","Rural Area","","","",""
"No","2018","1-pers.-HH","Urban Area","","","",""
"No","2018","1-pers.-HH","Rural Area","","","",""
"No","2018","(Married) couple without C. ","Urban Area","","","",""
"No","2018","(Married) couple without C. ","Rural Area","","","",""
"No","2018","Single parent ","Urban Area","","","",""
"No","2018","Single parent ","Rural Area","","","",""
"No","2018","Couple + C. LE 16 ","Urban Area","","","",""
"No","2018","Couple + C. LE 16 ","Rural Area","","","",""
"No","2018","Couple + C. GT 16 ","Urban Area","","","",""
"No","2018","Couple + C. GT 16 ","Rural Area","","","",""
"No","2018","Couple + C. LE and GT 16","Urban Area","","","",""
"No","2018","Couple + C. LE and GT 16","Rural Area","","","",""
"Yes","2019","1-pers.-HH","Urban Area","664","0.595074046771861","0.56760781243418","0.622540281109543"
"Yes","2019","1-pers.-HH","Rural Area","305","0.560517972315984","0.520637991650148","0.600397952981821"
"Yes","2019","(Married) couple without C. ","Urban Area","1153","0.52948847519802","0.509907280342306","0.549069670053733"
"Yes","2019","(Married) couple without C. ","Rural Area","652","0.517501117646032","0.491956863554368","0.543045371737695"
"Yes","2019","Single parent ","Urban Area","409","0.552340959833318","0.517905242223489","0.586776677443146"
"Yes","2019","Single parent ","Rural Area","192","0.413734915640408","0.367346211105088","0.460123620175727"
"Yes","2019","Couple + C. LE 16 ","Urban Area","1274","0.574460328909566","0.554910382968429","0.594010274850703"
"Yes","2019","Couple + C. LE 16 ","Rural Area","691","0.500320239716987","0.47485542755419","0.525785051879784"
"Yes","2019","Couple + C. GT 16 ","Urban Area","635","0.54027553080773","0.513204857469263","0.567346204146197"
"Yes","2019","Couple + C. GT 16 ","Rural Area","363","0.526171618305003","0.49009852139335","0.562244715216656"
"Yes","2019","Couple + C. LE and GT 16","Urban Area","499","0.518548070738011","0.487088182201679","0.550007959274343"
"Yes","2019","Couple + C. LE and GT 16","Rural Area","225","0.450021514874806","0.407425209055468","0.492617820694144"
"No","2019","1-pers.-HH","Urban Area","563","0.404925953228139","0.377459718890457","0.43239218756582"
"No","2019","1-pers.-HH","Rural Area","290","0.439482027684016","0.399602047018179","0.479362008349852"
"No","2019","(Married) couple without C. ","Urban Area","1343","0.47051152480198","0.450930329946267","0.490092719657694"
"No","2019","(Married) couple without C. ","Rural Area","818","0.482498882353968","0.456954628262305","0.508043136445632"
"No","2019","Single parent ","Urban Area","392","0.447659040166682","0.413223322556854","0.482094757776511"
"No","2019","Single parent ","Rural Area","241","0.586265084359592","0.539876379824273","0.632653788894912"
"No","2019","Couple + C. LE 16 ","Urban Area","1183","0.425539671090434","0.405989725149297","0.445089617031571"
"No","2019","Couple + C. LE 16 ","Rural Area","790","0.499679760283013","0.474214948120216","0.52514457244581"
"No","2019","Couple + C. GT 16 ","Urban Area","667","0.45972446919227","0.432653795853803","0.486795142530737"
"No","2019","Couple + C. GT 16 ","Rural Area","373","0.473828381694997","0.437755284783344","0.50990147860665"
"No","2019","Couple + C. LE and GT 16","Urban Area","470","0.481451929261989","0.449992040725657","0.512911817798321"
"No","2019","Couple + C. LE and GT 16","Rural Area","299","0.549978485125194","0.507382179305856","0.592574790944532"
