"plb0050","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence","value"
"No","2002","Hamburg","East Germany","","","","","2"
"No","2002","Lower Saxony","West Germany","","","","","2"
"No","2002","Lower Saxony","East Germany","","","","","2"
"No","2002","Brandenburg","West Germany","","","","","2"
"No","2002","Bremen","West Germany","","","","","2"
"No","2002","Bremen","East Germany","","","","","2"
"No","2002","North Rhine-Westphalia","East Germany","","","","","2"
"No","2002","Brandenburg","East Germany","","","","","2"
"No","2002","North Rhine-Westphalia","West Germany","","","","","2"
"No","2002","Hesse","West Germany","","","","","2"
"No","2002","Hesse","East Germany","","","","","2"
"No","2002","Baden-Württemberg","West Germany","","","","","2"
"No","2002","Baden-Württemberg","East Germany","","","","","2"
"No","2002","Rhineland-Palatinate,Saarland","West Germany","","","","","2"
"No","2002","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"No","2002","Mecklenburg-Western Pomerania","East Germany","","","","","2"
"No","2002","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"No","2002","Bavaria","West Germany","","","","","2"
"No","2002","Bavaria","East Germany","","","","","2"
"No","2002","Berlin","West Germany","","","","","2"
"No","2002","Berlin","East Germany","","","","","2"
"No","2002","Saxony","West Germany","","","","","2"
"No","2002","Saxony","East Germany","","","","","2"
"No","2002","Saxony-Anhalt","West Germany","","","","","2"
"No","2002","Saxony-Anhalt","East Germany","","","","","2"
"No","2002","Thuringia","West Germany","","","","","2"
"No","2002","Thuringia","East Germany","","","","","2"
"Yes","2002","Hesse","West Germany","","","","","1"
"Yes","2002","Hesse","East Germany","","","","","1"
"Yes","2002","Rhineland-Palatinate,Saarland","West Germany","","","","","1"
"Yes","2002","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Yes","2002","Baden-Württemberg","West Germany","","","","","1"
"Yes","2002","Baden-Württemberg","East Germany","","","","","1"
"Yes","2002","Bavaria","West Germany","","","","","1"
"Yes","2002","Bavaria","East Germany","","","","","1"
"Yes","2002","Berlin","West Germany","","","","","1"
"Yes","2002","Berlin","East Germany","","","","","1"
"Yes","2002","Brandenburg","West Germany","","","","","1"
"Yes","2002","Brandenburg","East Germany","","","","","1"
"Yes","2002","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Yes","2002","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Yes","2002","Saxony","West Germany","","","","","1"
"Yes","2002","Saxony","East Germany","","","","","1"
"Yes","2002","Saxony-Anhalt","West Germany","","","","","1"
"Yes","2002","Saxony-Anhalt","East Germany","","","","","1"
"Yes","2002","Thuringia","West Germany","","","","","1"
"Yes","2002","Thuringia","East Germany","","","","","1"
"Yes","2002","Schleswig-Holstein","West Germany","","","","","1"
"Yes","2002","Schleswig-Holstein","East Germany","","","","","1"
"Yes","2002","Hamburg","West Germany","","","","","1"
"Yes","2002","Hamburg","East Germany","","","","","1"
"Yes","2002","Lower Saxony","West Germany","","","","","1"
"Yes","2002","Lower Saxony","East Germany","","","","","1"
"Yes","2002","Bremen","West Germany","","","","","1"
"Yes","2002","Bremen","East Germany","","","","","1"
"Yes","2002","North Rhine-Westphalia","West Germany","","","","","1"
"Yes","2002","North Rhine-Westphalia","East Germany","","","","","1"
"No","2003","Schleswig-Holstein","East Germany","","","","","2"
"No","2003","Schleswig-Holstein","West Germany","","","","","2"
"No","2003","Brandenburg","West Germany","","","","","2"
"No","2003","Hamburg","West Germany","","","","","2"
"No","2003","Hamburg","East Germany","","","","","2"
"No","2003","Lower Saxony","West Germany","","","","","2"
"No","2003","Lower Saxony","East Germany","","","","","2"
"No","2003","Bremen","West Germany","","","","","2"
"No","2003","Bremen","East Germany","","","","","2"
"No","2003","Brandenburg","East Germany","","","","","2"
"No","2003","North Rhine-Westphalia","East Germany","","","","","2"
"No","2003","North Rhine-Westphalia","West Germany","","","","","2"
"No","2003","Hesse","West Germany","","","","","2"
"No","2003","Hesse","East Germany","","","","","2"
"No","2003","Baden-Württemberg","West Germany","","","","","2"
"No","2003","Baden-Württemberg","East Germany","","","","","2"
"No","2003","Rhineland-Palatinate,Saarland","West Germany","","","","","2"
"No","2003","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"No","2003","Bavaria","West Germany","","","","","2"
"No","2003","Bavaria","East Germany","","","","","2"
"No","2003","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"No","2003","Mecklenburg-Western Pomerania","East Germany","","","","","2"
"No","2003","Saxony","West Germany","","","","","2"
"No","2003","Berlin","West Germany","","","","","2"
"No","2003","Berlin","East Germany","","","","","2"
"No","2003","Saxony","East Germany","","","","","2"
"No","2003","Saxony-Anhalt","West Germany","","","","","2"
"No","2003","Saxony-Anhalt","East Germany","","","","","2"
"No","2003","Thuringia","West Germany","","","","","2"
"No","2003","Thuringia","East Germany","","","","","2"
"Yes","2003","Schleswig-Holstein","West Germany","","","","","1"
"Yes","2003","Schleswig-Holstein","East Germany","","","","","1"
"Yes","2003","Hamburg","West Germany","","","","","1"
"Yes","2003","Hamburg","East Germany","","","","","1"
"Yes","2003","Lower Saxony","West Germany","","","","","1"
"Yes","2003","Lower Saxony","East Germany","","","","","1"
"Yes","2003","Bremen","West Germany","","","","","1"
"Yes","2003","Bremen","East Germany","","","","","1"
"Yes","2003","North Rhine-Westphalia","West Germany","","","","","1"
"Yes","2003","North Rhine-Westphalia","East Germany","","","","","1"
"Yes","2003","Hesse","West Germany","","","","","1"
"Yes","2003","Hesse","East Germany","","","","","1"
"Yes","2003","Rhineland-Palatinate,Saarland","West Germany","","","","","1"
"Yes","2003","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Yes","2003","Baden-Württemberg","West Germany","","","","","1"
"Yes","2003","Baden-Württemberg","East Germany","","","","","1"
"Yes","2003","Bavaria","West Germany","","","","","1"
"Yes","2003","Bavaria","East Germany","","","","","1"
"Yes","2003","Berlin","West Germany","","","","","1"
"Yes","2003","Berlin","East Germany","","","","","1"
"Yes","2003","Brandenburg","West Germany","","","","","1"
"Yes","2003","Brandenburg","East Germany","","","","","1"
"Yes","2003","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Yes","2003","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Yes","2003","Saxony","West Germany","","","","","1"
"Yes","2003","Saxony","East Germany","","","","","1"
"Yes","2003","Saxony-Anhalt","West Germany","","","","","1"
"Yes","2003","Saxony-Anhalt","East Germany","","","","","1"
"Yes","2003","Thuringia","West Germany","","","","","1"
"Yes","2003","Thuringia","East Germany","","","","","1"
"No","2004","Hamburg","East Germany","","","","","2"
"No","2004","Brandenburg","West Germany","","","","","2"
"No","2004","Schleswig-Holstein","West Germany","","","","","2"
"No","2004","Schleswig-Holstein","East Germany","","","","","2"
"No","2004","Hamburg","West Germany","","","","","2"
"No","2004","Lower Saxony","West Germany","","","","","2"
"No","2004","Lower Saxony","East Germany","","","","","2"
"No","2004","Bremen","East Germany","","","","","2"
"No","2004","Brandenburg","East Germany","","","","","2"
"No","2004","North Rhine-Westphalia","East Germany","","","","","2"
"No","2004","Bremen","West Germany","","","","","2"
"No","2004","North Rhine-Westphalia","West Germany","","","","","2"
"No","2004","Hesse","West Germany","","","","","2"
"No","2004","Hesse","East Germany","","","","","2"
"No","2004","Rhineland-Palatinate,Saarland","West Germany","","","","","2"
"No","2004","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"No","2004","Baden-Württemberg","West Germany","","","","","2"
"No","2004","Baden-Württemberg","East Germany","","","","","2"
"No","2004","Bavaria","West Germany","","","","","2"
"No","2004","Bavaria","East Germany","","","","","2"
"No","2004","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"No","2004","Mecklenburg-Western Pomerania","East Germany","","","","","2"
"No","2004","Saxony","West Germany","","","","","2"
"No","2004","Berlin","West Germany","","","","","2"
"No","2004","Berlin","East Germany","","","","","2"
"No","2004","Saxony","East Germany","","","","","2"
"No","2004","Saxony-Anhalt","West Germany","","","","","2"
"No","2004","Saxony-Anhalt","East Germany","","","","","2"
"No","2004","Thuringia","West Germany","","","","","2"
"No","2004","Thuringia","East Germany","","","","","2"
"Yes","2004","Hesse","West Germany","","","","","1"
"Yes","2004","Hesse","East Germany","","","","","1"
"Yes","2004","Rhineland-Palatinate,Saarland","West Germany","","","","","1"
"Yes","2004","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Yes","2004","Baden-Württemberg","West Germany","","","","","1"
"Yes","2004","Baden-Württemberg","East Germany","","","","","1"
"Yes","2004","Bavaria","West Germany","","","","","1"
"Yes","2004","Bavaria","East Germany","","","","","1"
"Yes","2004","Berlin","West Germany","","","","","1"
"Yes","2004","Berlin","East Germany","","","","","1"
"Yes","2004","Brandenburg","West Germany","","","","","1"
"Yes","2004","Brandenburg","East Germany","","","","","1"
"Yes","2004","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Yes","2004","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Yes","2004","Saxony","West Germany","","","","","1"
"Yes","2004","Saxony","East Germany","","","","","1"
"Yes","2004","Saxony-Anhalt","West Germany","","","","","1"
"Yes","2004","Saxony-Anhalt","East Germany","","","","","1"
"Yes","2004","Thuringia","West Germany","","","","","1"
"Yes","2004","Thuringia","East Germany","","","","","1"
"Yes","2004","Schleswig-Holstein","West Germany","","","","","1"
"Yes","2004","Schleswig-Holstein","East Germany","","","","","1"
"Yes","2004","Hamburg","West Germany","","","","","1"
"Yes","2004","Hamburg","East Germany","","","","","1"
"Yes","2004","Lower Saxony","West Germany","","","","","1"
"Yes","2004","Lower Saxony","East Germany","","","","","1"
"Yes","2004","Bremen","West Germany","","","","","1"
"Yes","2004","Bremen","East Germany","","","","","1"
"Yes","2004","North Rhine-Westphalia","West Germany","","","","","1"
"Yes","2004","North Rhine-Westphalia","East Germany","","","","","1"
"No","2005","Hamburg","East Germany","","","","","2"
"No","2005","Schleswig-Holstein","East Germany","","","","","2"
"No","2005","Hamburg","West Germany","","","","","2"
"No","2005","Schleswig-Holstein","West Germany","","","","","2"
"No","2005","Lower Saxony","West Germany","","","","","2"
"No","2005","Lower Saxony","East Germany","","","","","2"
"No","2005","Brandenburg","West Germany","","","","","2"
"No","2005","Brandenburg","East Germany","","","","","2"
"No","2005","Bremen","West Germany","","","","","2"
"No","2005","Bremen","East Germany","","","","","2"
"No","2005","North Rhine-Westphalia","West Germany","","","","","2"
"No","2005","North Rhine-Westphalia","East Germany","","","","","2"
"No","2005","Hesse","West Germany","","","","","2"
"No","2005","Hesse","East Germany","","","","","2"
"No","2005","Rhineland-Palatinate,Saarland","West Germany","","","","","2"
"No","2005","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"No","2005","Baden-Württemberg","West Germany","","","","","2"
"No","2005","Baden-Württemberg","East Germany","","","","","2"
"No","2005","Bavaria","West Germany","","","","","2"
"No","2005","Bavaria","East Germany","","","","","2"
"No","2005","Berlin","West Germany","","","","","2"
"No","2005","Berlin","East Germany","","","","","2"
"No","2005","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"No","2005","Mecklenburg-Western Pomerania","East Germany","","","","","2"
"No","2005","Saxony","West Germany","","","","","2"
"No","2005","Saxony","East Germany","","","","","2"
"No","2005","Saxony-Anhalt","West Germany","","","","","2"
"No","2005","Saxony-Anhalt","East Germany","","","","","2"
"No","2005","Thuringia","West Germany","","","","","2"
"No","2005","Thuringia","East Germany","","","","","2"
"Yes","2005","Hesse","West Germany","","","","","1"
"Yes","2005","Hesse","East Germany","","","","","1"
"Yes","2005","Schleswig-Holstein","West Germany","","","","","1"
"Yes","2005","Schleswig-Holstein","East Germany","","","","","1"
"Yes","2005","Hamburg","West Germany","","","","","1"
"Yes","2005","Hamburg","East Germany","","","","","1"
"Yes","2005","Lower Saxony","West Germany","","","","","1"
"Yes","2005","Lower Saxony","East Germany","","","","","1"
"Yes","2005","Bremen","West Germany","","","","","1"
"Yes","2005","Bremen","East Germany","","","","","1"
"Yes","2005","North Rhine-Westphalia","West Germany","","","","","1"
"Yes","2005","North Rhine-Westphalia","East Germany","","","","","1"
"Yes","2005","Rhineland-Palatinate,Saarland","West Germany","","","","","1"
"Yes","2005","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Yes","2005","Baden-Württemberg","West Germany","","","","","1"
"Yes","2005","Baden-Württemberg","East Germany","","","","","1"
"Yes","2005","Bavaria","West Germany","","","","","1"
"Yes","2005","Bavaria","East Germany","","","","","1"
"Yes","2005","Berlin","West Germany","","","","","1"
"Yes","2005","Berlin","East Germany","","","","","1"
"Yes","2005","Brandenburg","West Germany","","","","","1"
"Yes","2005","Brandenburg","East Germany","","","","","1"
"Yes","2005","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Yes","2005","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Yes","2005","Saxony","West Germany","","","","","1"
"Yes","2005","Saxony","East Germany","","","","","1"
"Yes","2005","Saxony-Anhalt","West Germany","","","","","1"
"Yes","2005","Saxony-Anhalt","East Germany","","","","","1"
"Yes","2005","Thuringia","West Germany","","","","","1"
"Yes","2005","Thuringia","East Germany","","","","","1"
"No","2006","Hamburg","West Germany","85","0.545736735065668","0.467098612985039","0.624374857146297","2"
"No","2006","Hamburg","East Germany","","","","","2"
"No","2006","Brandenburg","West Germany","","","","","2"
"No","2006","Brandenburg","East Germany","242","0.521607361246652","0.477012104155289","0.566202618338016","2"
"No","2006","Schleswig-Holstein","East Germany","","","","","2"
"No","2006","Lower Saxony","West Germany","529","0.48438748117328","0.454498980324517","0.514275982022042","2"
"No","2006","Lower Saxony","East Germany","","","","","2"
"No","2006","Bremen","West Germany","31","0.495166174627239","0.382759783972918","0.60757256528156","2"
"No","2006","Bremen","East Germany","","","","","2"
"No","2006","Schleswig-Holstein","West Germany","186","0.526046422346759","0.474821465950499","0.577271378743019","2"
"No","2006","North Rhine-Westphalia","West Germany","1132","0.464814142597674","0.445176496864723","0.484451788330625","2"
"No","2006","North Rhine-Westphalia","East Germany","","","","","2"
"No","2006","Hesse","West Germany","399","0.462632097156254","0.42980103211183","0.495463162200677","2"
"No","2006","Hesse","East Germany","","","","","2"
"No","2006","Rhineland-Palatinate,Saarland","West Germany","376","0.558630752486331","0.522610221045471","0.594651283927191","2"
"No","2006","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"No","2006","Baden-Württemberg","West Germany","731","0.459359543858266","0.434645818355572","0.484073269360961","2"
"No","2006","Baden-Württemberg","East Germany","","","","","2"
"No","2006","Bavaria","West Germany","890","0.498310474756937","0.475402321964922","0.521218627548952","2"
"No","2006","Bavaria","East Germany","","","","","2"
"No","2006","Berlin","West Germany","126","0.507551779497686","0.446429155119882","0.56867440387549","2"
"No","2006","Berlin","East Germany","83","0.53907711097648","0.467441131609635","0.610713090343326","2"
"No","2006","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"No","2006","Mecklenburg-Western Pomerania","East Germany","143","0.555021708468847","0.496285468539364","0.613757948398331","2"
"No","2006","Saxony","West Germany","","","","","2"
"No","2006","Saxony","East Germany","460","0.521924985095897","0.488043930442064","0.55580603974973","2"
"No","2006","Saxony-Anhalt","West Germany","","","","","2"
"No","2006","Saxony-Anhalt","East Germany","250","0.610136185139464","0.565371500954429","0.654900869324499","2"
"No","2006","Thuringia","West Germany","","","","","2"
"No","2006","Thuringia","East Germany","276","0.645363254221929","0.602654337562407","0.688072170881451","2"
"Yes","2006","Hesse","West Germany","487","0.537367902843746","0.504536837799322","0.57019896788817","1"
"Yes","2006","Hesse","East Germany","","","","","1"
"Yes","2006","Rhineland-Palatinate,Saarland","West Germany","354","0.441369247513669","0.405348716072809","0.477389778954529","1"
"Yes","2006","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Yes","2006","Baden-Württemberg","West Germany","831","0.540640456141734","0.515926730639039","0.565354181644428","1"
"Yes","2006","Baden-Württemberg","East Germany","","","","","1"
"Yes","2006","Bavaria","West Germany","940","0.501689525243063","0.478781372451048","0.524597678035078","1"
"Yes","2006","Bavaria","East Germany","","","","","1"
"Yes","2006","Berlin","West Germany","131","0.492448220502314","0.43132559612451","0.553570844880118","1"
"Yes","2006","Berlin","East Germany","103","0.46092288902352","0.389286909656674","0.532558868390365","1"
"Yes","2006","Brandenburg","West Germany","","","","","1"
"Yes","2006","Brandenburg","East Germany","240","0.478392638753348","0.433797381661984","0.522987895844711","1"
"Yes","2006","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Yes","2006","Mecklenburg-Western Pomerania","East Germany","132","0.444978291531153","0.386242051601669","0.503714531460636","1"
"Yes","2006","Saxony","West Germany","","","","","1"
"Yes","2006","Saxony","East Germany","375","0.478075014904103","0.44419396025027","0.511956069557936","1"
"Yes","2006","Saxony-Anhalt","West Germany","","","","","1"
"Yes","2006","Saxony-Anhalt","East Germany","206","0.389863814860536","0.345099130675501","0.434628499045571","1"
"Yes","2006","Thuringia","West Germany","","","","","1"
"Yes","2006","Thuringia","East Germany","206","0.354636745778071","0.311927829118549","0.397345662437593","1"
"Yes","2006","Schleswig-Holstein","West Germany","179","0.473953577653241","0.422728621256981","0.525178534049501","1"
"Yes","2006","Schleswig-Holstein","East Germany","","","","","1"
"Yes","2006","Hamburg","West Germany","69","0.454263264934332","0.375625142853703","0.532901387014961","1"
"Yes","2006","Hamburg","East Germany","","","","","1"
"Yes","2006","Lower Saxony","West Germany","545","0.51561251882672","0.485724017977958","0.545501019675483","1"
"Yes","2006","Lower Saxony","East Germany","","","","","1"
"Yes","2006","Bremen","West Germany","45","0.504833825372761","0.39242743471844","0.617240216027082","1"
"Yes","2006","Bremen","East Germany","","","","","1"
"Yes","2006","North Rhine-Westphalia","West Germany","1346","0.535185857402326","0.515548211669375","0.554823503135278","1"
"Yes","2006","North Rhine-Westphalia","East Germany","","","","","1"
"No","2007","Hamburg","West Germany","","","","","2"
"No","2007","Schleswig-Holstein","East Germany","","","","","2"
"No","2007","Hamburg","East Germany","","","","","2"
"No","2007","Lower Saxony","West Germany","","","","","2"
"No","2007","Lower Saxony","East Germany","","","","","2"
"No","2007","Bremen","East Germany","","","","","2"
"No","2007","Brandenburg","East Germany","","","","","2"
"No","2007","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"No","2007","Schleswig-Holstein","West Germany","","","","","2"
"No","2007","Bremen","West Germany","","","","","2"
"No","2007","Brandenburg","West Germany","","","","","2"
"No","2007","Mecklenburg-Western Pomerania","East Germany","","","","","2"
"No","2007","Saxony","West Germany","","","","","2"
"No","2007","Saxony","East Germany","","","","","2"
"No","2007","North Rhine-Westphalia","West Germany","","","","","2"
"No","2007","North Rhine-Westphalia","East Germany","","","","","2"
"No","2007","Hesse","West Germany","","","","","2"
"No","2007","Hesse","East Germany","","","","","2"
"No","2007","Rhineland-Palatinate,Saarland","West Germany","","","","","2"
"No","2007","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"No","2007","Baden-Württemberg","West Germany","","","","","2"
"No","2007","Baden-Württemberg","East Germany","","","","","2"
"No","2007","Bavaria","West Germany","","","","","2"
"No","2007","Bavaria","East Germany","","","","","2"
"No","2007","Berlin","West Germany","","","","","2"
"No","2007","Berlin","East Germany","","","","","2"
"No","2007","Saxony-Anhalt","West Germany","","","","","2"
"No","2007","Saxony-Anhalt","East Germany","","","","","2"
"No","2007","Thuringia","West Germany","","","","","2"
"No","2007","Thuringia","East Germany","","","","","2"
"Yes","2007","Hesse","West Germany","","","","","1"
"Yes","2007","Hesse","East Germany","","","","","1"
"Yes","2007","Rhineland-Palatinate,Saarland","West Germany","","","","","1"
"Yes","2007","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Yes","2007","Schleswig-Holstein","West Germany","","","","","1"
"Yes","2007","Schleswig-Holstein","East Germany","","","","","1"
"Yes","2007","Hamburg","West Germany","","","","","1"
"Yes","2007","Hamburg","East Germany","","","","","1"
"Yes","2007","Lower Saxony","West Germany","","","","","1"
"Yes","2007","Lower Saxony","East Germany","","","","","1"
"Yes","2007","Bremen","West Germany","","","","","1"
"Yes","2007","Bremen","East Germany","","","","","1"
"Yes","2007","North Rhine-Westphalia","West Germany","","","","","1"
"Yes","2007","North Rhine-Westphalia","East Germany","","","","","1"
"Yes","2007","Baden-Württemberg","West Germany","","","","","1"
"Yes","2007","Baden-Württemberg","East Germany","","","","","1"
"Yes","2007","Bavaria","West Germany","","","","","1"
"Yes","2007","Bavaria","East Germany","","","","","1"
"Yes","2007","Berlin","West Germany","","","","","1"
"Yes","2007","Berlin","East Germany","","","","","1"
"Yes","2007","Brandenburg","West Germany","","","","","1"
"Yes","2007","Brandenburg","East Germany","","","","","1"
"Yes","2007","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Yes","2007","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Yes","2007","Saxony","West Germany","","","","","1"
"Yes","2007","Saxony","East Germany","","","","","1"
"Yes","2007","Saxony-Anhalt","West Germany","","","","","1"
"Yes","2007","Saxony-Anhalt","East Germany","","","","","1"
"Yes","2007","Thuringia","West Germany","","","","","1"
"Yes","2007","Thuringia","East Germany","","","","","1"
"No","2008","Brandenburg","East Germany","","","","","2"
"No","2008","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"No","2008","Mecklenburg-Western Pomerania","East Germany","","","","","2"
"No","2008","Saxony","West Germany","","","","","2"
"No","2008","Brandenburg","West Germany","","","","","2"
"No","2008","Saxony","East Germany","","","","","2"
"No","2008","Schleswig-Holstein","West Germany","","","","","2"
"No","2008","Schleswig-Holstein","East Germany","","","","","2"
"No","2008","Hamburg","West Germany","","","","","2"
"No","2008","Hamburg","East Germany","","","","","2"
"No","2008","Lower Saxony","West Germany","","","","","2"
"No","2008","Bremen","East Germany","","","","","2"
"No","2008","North Rhine-Westphalia","West Germany","","","","","2"
"No","2008","North Rhine-Westphalia","East Germany","","","","","2"
"No","2008","Lower Saxony","East Germany","","","","","2"
"No","2008","Bremen","West Germany","","","","","2"
"No","2008","Hesse","West Germany","","","","","2"
"No","2008","Hesse","East Germany","","","","","2"
"No","2008","Rhineland-Palatinate,Saarland","West Germany","","","","","2"
"No","2008","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"No","2008","Baden-Württemberg","West Germany","","","","","2"
"No","2008","Baden-Württemberg","East Germany","","","","","2"
"No","2008","Bavaria","West Germany","","","","","2"
"No","2008","Bavaria","East Germany","","","","","2"
"No","2008","Berlin","West Germany","","","","","2"
"No","2008","Berlin","East Germany","","","","","2"
"No","2008","Saxony-Anhalt","West Germany","","","","","2"
"No","2008","Saxony-Anhalt","East Germany","","","","","2"
"No","2008","Thuringia","West Germany","","","","","2"
"No","2008","Thuringia","East Germany","","","","","2"
"Yes","2008","Schleswig-Holstein","West Germany","","","","","1"
"Yes","2008","Schleswig-Holstein","East Germany","","","","","1"
"Yes","2008","Hamburg","West Germany","","","","","1"
