"plb0050","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2001","66 and older","(1b) general elementary school","","","",""
"Yes","2001","66 and older","(1c) basic vocational qualification","6","","",""
"Yes","2001","66 and older","(2b) intermediate general qualification","","","",""
"Yes","2001","66 and older","(2a) intermediate vocational","1","","",""
"Yes","2001","66 and older","(2c_gen) general maturity certificate","","","",""
"Yes","2001","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Yes","2001","66 and older","(3a) lower tertiary education","3","","",""
"Yes","2001","66 and older","(3b) higher tertiary education","2","","",""
"No","2001","16-34 y.","(0) in school","59","0.839628165441749","0.754868469369457","0.924387861514042"
"No","2001","16-34 y.","(1a) inadequately completed","16","","",""
"No","2001","16-34 y.","(1b) general elementary school","226","0.632000252605845","0.582727529131904","0.681272976079786"
"No","2001","16-34 y.","(1c) basic vocational qualification","403","0.567967782683834","0.531734658148448","0.60420090721922"
"No","2001","16-34 y.","(2b) intermediate general qualification","191","0.550605779591264","0.497098462765555","0.604113096416973"
"No","2001","16-34 y.","(2a) intermediate vocational","680","0.531031300545884","0.503498499122597","0.558564101969171"
"No","2001","16-34 y.","(2c_gen) general maturity certificate","184","0.60093584671808","0.547695383527121","0.65417630990904"
"No","2001","16-34 y.","(2c_voc) vocational maturity certificate","173","0.441659369975908","0.392625821839002","0.490692918112815"
"No","2001","16-34 y.","(3a) lower tertiary education","100","0.478175427977802","0.413478115531341","0.542872740424262"
"No","2001","16-34 y.","(3b) higher tertiary education","120","0.416362636890543","0.360673272423185","0.472052001357901"
"No","2001","35-65 y.","(0) in school","","","",""
"No","2001","35-65 y.","(1a) inadequately completed","34","0.445698219763897","0.337455382373062","0.553941057154731"
"No","2001","35-65 y.","(1b) general elementary school","245","0.481547268982472","0.438601491993043","0.524493045971901"
"No","2001","35-65 y.","(1c) basic vocational qualification","1303","0.489086416866287","0.470032516458735","0.50814031727384"
"No","2001","35-65 y.","(2b) intermediate general qualification","23","","",""
"No","2001","35-65 y.","(2a) intermediate vocational","1145","0.468865981362231","0.448829913643246","0.488902049081216"
"No","2001","35-65 y.","(2c_gen) general maturity certificate","41","0.51949437192011","0.404883366118249","0.634105377721971"
"No","2001","35-65 y.","(2c_voc) vocational maturity certificate","251","0.422159103828137","0.381577035744232","0.462741171912042"
"No","2001","35-65 y.","(3a) lower tertiary education","337","0.380499065565816","0.348329748242204","0.412668382889429"
"No","2001","35-65 y.","(3b) higher tertiary education","452","0.405748294358685","0.377193930109384","0.434302658607987"
"No","2001","66 and older","(0) in school","","","",""
"No","2001","66 and older","(1a) inadequately completed","","","",""
"No","2001","66 and older","(1b) general elementary school","6","","",""
"No","2001","66 and older","(1c) basic vocational qualification","33","0.81685552031433","0.695464844834511","0.93824619579415"
"No","2001","66 and older","(2b) intermediate general qualification","","","",""
"No","2001","66 and older","(2a) intermediate vocational","11","","",""
"No","2001","66 and older","(2c_gen) general maturity certificate","1","","",""
"No","2001","66 and older","(2c_voc) vocational maturity certificate","5","","",""
"No","2001","66 and older","(3a) lower tertiary education","10","","",""
"No","2001","66 and older","(3b) higher tertiary education","13","","",""
"Yes","2002","16-34 y.","(0) in school","","","",""
"Yes","2002","16-34 y.","(1a) inadequately completed","","","",""
"Yes","2002","16-34 y.","(1b) general elementary school","","","",""
"Yes","2002","16-34 y.","(1c) basic vocational qualification","","","",""
"Yes","2002","16-34 y.","(2b) intermediate general qualification","","","",""
"Yes","2002","16-34 y.","(2a) intermediate vocational","","","",""
"Yes","2002","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2002","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2002","16-34 y.","(3a) lower tertiary education","","","",""
"Yes","2002","16-34 y.","(3b) higher tertiary education","","","",""
"Yes","2002","35-65 y.","(0) in school","","","",""
"Yes","2002","35-65 y.","(1a) inadequately completed","","","",""
"Yes","2002","35-65 y.","(1b) general elementary school","","","",""
"Yes","2002","35-65 y.","(1c) basic vocational qualification","","","",""
"Yes","2002","35-65 y.","(2b) intermediate general qualification","","","",""
"Yes","2002","35-65 y.","(2a) intermediate vocational","","","",""
"Yes","2002","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2002","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2002","35-65 y.","(3a) lower tertiary education","","","",""
"Yes","2002","35-65 y.","(3b) higher tertiary education","","","",""
"Yes","2002","66 and older","(0) in school","","","",""
"Yes","2002","66 and older","(1a) inadequately completed","","","",""
"Yes","2002","66 and older","(1b) general elementary school","","","",""
"Yes","2002","66 and older","(1c) basic vocational qualification","","","",""
"Yes","2002","66 and older","(2b) intermediate general qualification","","","",""
"Yes","2002","66 and older","(2a) intermediate vocational","","","",""
"Yes","2002","66 and older","(2c_gen) general maturity certificate","","","",""
"Yes","2002","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Yes","2002","66 and older","(3a) lower tertiary education","","","",""
"Yes","2002","66 and older","(3b) higher tertiary education","","","",""
"No","2002","16-34 y.","(0) in school","","","",""
"No","2002","16-34 y.","(1a) inadequately completed","","","",""
"No","2002","16-34 y.","(1b) general elementary school","","","",""
"No","2002","16-34 y.","(1c) basic vocational qualification","","","",""
"No","2002","16-34 y.","(2b) intermediate general qualification","","","",""
"No","2002","16-34 y.","(2a) intermediate vocational","","","",""
"No","2002","16-34 y.","(2c_gen) general maturity certificate","","","",""
"No","2002","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"No","2002","16-34 y.","(3a) lower tertiary education","","","",""
"No","2002","16-34 y.","(3b) higher tertiary education","","","",""
"No","2002","35-65 y.","(0) in school","","","",""
"No","2002","35-65 y.","(1a) inadequately completed","","","",""
"No","2002","35-65 y.","(1b) general elementary school","","","",""
"No","2002","35-65 y.","(1c) basic vocational qualification","","","",""
"No","2002","35-65 y.","(2b) intermediate general qualification","","","",""
"No","2002","35-65 y.","(2a) intermediate vocational","","","",""
"No","2002","35-65 y.","(2c_gen) general maturity certificate","","","",""
"No","2002","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"No","2002","35-65 y.","(3a) lower tertiary education","","","",""
"No","2002","35-65 y.","(3b) higher tertiary education","","","",""
"No","2002","66 and older","(0) in school","","","",""
"No","2002","66 and older","(1a) inadequately completed","","","",""
"No","2002","66 and older","(1b) general elementary school","","","",""
"No","2002","66 and older","(1c) basic vocational qualification","","","",""
"No","2002","66 and older","(2b) intermediate general qualification","","","",""
"No","2002","66 and older","(2a) intermediate vocational","","","",""
"No","2002","66 and older","(2c_gen) general maturity certificate","","","",""
"No","2002","66 and older","(2c_voc) vocational maturity certificate","","","",""
"No","2002","66 and older","(3a) lower tertiary education","","","",""
"No","2002","66 and older","(3b) higher tertiary education","","","",""
"Yes","2003","16-34 y.","(0) in school","","","",""
"Yes","2003","16-34 y.","(1a) inadequately completed","","","",""
"Yes","2003","16-34 y.","(1b) general elementary school","","","",""
"Yes","2003","16-34 y.","(1c) basic vocational qualification","","","",""
"Yes","2003","16-34 y.","(2b) intermediate general qualification","","","",""
"Yes","2003","16-34 y.","(2a) intermediate vocational","","","",""
"Yes","2003","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2003","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2003","16-34 y.","(3a) lower tertiary education","","","",""
"Yes","2003","16-34 y.","(3b) higher tertiary education","","","",""
"Yes","2003","35-65 y.","(0) in school","","","",""
"Yes","2003","35-65 y.","(1a) inadequately completed","","","",""
"Yes","2003","35-65 y.","(1b) general elementary school","","","",""
"Yes","2003","35-65 y.","(1c) basic vocational qualification","","","",""
"Yes","2003","35-65 y.","(2b) intermediate general qualification","","","",""
"Yes","2003","35-65 y.","(2a) intermediate vocational","","","",""
"Yes","2003","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2003","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2003","35-65 y.","(3a) lower tertiary education","","","",""
"Yes","2003","35-65 y.","(3b) higher tertiary education","","","",""
"Yes","2003","66 and older","(0) in school","","","",""
"Yes","2003","66 and older","(1a) inadequately completed","","","",""
"Yes","2003","66 and older","(1b) general elementary school","","","",""
"Yes","2003","66 and older","(1c) basic vocational qualification","","","",""
"Yes","2003","66 and older","(2b) intermediate general qualification","","","",""
"Yes","2003","66 and older","(2a) intermediate vocational","","","",""
"Yes","2003","66 and older","(2c_gen) general maturity certificate","","","",""
"Yes","2003","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Yes","2003","66 and older","(3a) lower tertiary education","","","",""
"Yes","2003","66 and older","(3b) higher tertiary education","","","",""
"No","2003","16-34 y.","(0) in school","","","",""
"No","2003","16-34 y.","(1a) inadequately completed","","","",""
"No","2003","16-34 y.","(1b) general elementary school","","","",""
"No","2003","16-34 y.","(1c) basic vocational qualification","","","",""
"No","2003","16-34 y.","(2b) intermediate general qualification","","","",""
"No","2003","16-34 y.","(2a) intermediate vocational","","","",""
"No","2003","16-34 y.","(2c_gen) general maturity certificate","","","",""
"No","2003","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"No","2003","16-34 y.","(3a) lower tertiary education","","","",""
"No","2003","16-34 y.","(3b) higher tertiary education","","","",""
"No","2003","35-65 y.","(0) in school","","","",""
"No","2003","35-65 y.","(1a) inadequately completed","","","",""
"No","2003","35-65 y.","(1b) general elementary school","","","",""
"No","2003","35-65 y.","(1c) basic vocational qualification","","","",""
"No","2003","35-65 y.","(2b) intermediate general qualification","","","",""
"No","2003","35-65 y.","(2a) intermediate vocational","","","",""
"No","2003","35-65 y.","(2c_gen) general maturity certificate","","","",""
"No","2003","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"No","2003","35-65 y.","(3a) lower tertiary education","","","",""
"No","2003","35-65 y.","(3b) higher tertiary education","","","",""
"No","2003","66 and older","(0) in school","","","",""
"No","2003","66 and older","(1a) inadequately completed","","","",""
"No","2003","66 and older","(1b) general elementary school","","","",""
"No","2003","66 and older","(1c) basic vocational qualification","","","",""
"No","2003","66 and older","(2b) intermediate general qualification","","","",""
"No","2003","66 and older","(2a) intermediate vocational","","","",""
"No","2003","66 and older","(2c_gen) general maturity certificate","","","",""
"No","2003","66 and older","(2c_voc) vocational maturity certificate","","","",""
"No","2003","66 and older","(3a) lower tertiary education","","","",""
"No","2003","66 and older","(3b) higher tertiary education","","","",""
"Yes","2004","16-34 y.","(0) in school","","","",""
"Yes","2004","16-34 y.","(1a) inadequately completed","","","",""
"Yes","2004","16-34 y.","(1b) general elementary school","","","",""
"Yes","2004","16-34 y.","(1c) basic vocational qualification","","","",""
"Yes","2004","16-34 y.","(2b) intermediate general qualification","","","",""
"Yes","2004","16-34 y.","(2a) intermediate vocational","","","",""
"Yes","2004","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2004","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2004","16-34 y.","(3a) lower tertiary education","","","",""
"Yes","2004","16-34 y.","(3b) higher tertiary education","","","",""
"Yes","2004","35-65 y.","(0) in school","","","",""
"Yes","2004","35-65 y.","(1a) inadequately completed","","","",""
"Yes","2004","35-65 y.","(1b) general elementary school","","","",""
"Yes","2004","35-65 y.","(1c) basic vocational qualification","","","",""
"Yes","2004","35-65 y.","(2b) intermediate general qualification","","","",""
"Yes","2004","35-65 y.","(2a) intermediate vocational","","","",""
"Yes","2004","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2004","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2004","35-65 y.","(3a) lower tertiary education","","","",""
"Yes","2004","35-65 y.","(3b) higher tertiary education","","","",""
"Yes","2004","66 and older","(0) in school","","","",""
"Yes","2004","66 and older","(1a) inadequately completed","","","",""
"Yes","2004","66 and older","(1b) general elementary school","","","",""
"Yes","2004","66 and older","(1c) basic vocational qualification","","","",""
"Yes","2004","66 and older","(2b) intermediate general qualification","","","",""
"Yes","2004","66 and older","(2a) intermediate vocational","","","",""
"Yes","2004","66 and older","(2c_gen) general maturity certificate","","","",""
"Yes","2004","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Yes","2004","66 and older","(3a) lower tertiary education","","","",""
"Yes","2004","66 and older","(3b) higher tertiary education","","","",""
"No","2004","16-34 y.","(0) in school","","","",""
"No","2004","16-34 y.","(1a) inadequately completed","","","",""
"No","2004","16-34 y.","(1b) general elementary school","","","",""
"No","2004","16-34 y.","(1c) basic vocational qualification","","","",""
"No","2004","16-34 y.","(2b) intermediate general qualification","","","",""
"No","2004","16-34 y.","(2a) intermediate vocational","","","",""
"No","2004","16-34 y.","(2c_gen) general maturity certificate","","","",""
"No","2004","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"No","2004","16-34 y.","(3a) lower tertiary education","","","",""
"No","2004","16-34 y.","(3b) higher tertiary education","","","",""
"No","2004","35-65 y.","(0) in school","","","",""
"No","2004","35-65 y.","(1a) inadequately completed","","","",""
"No","2004","35-65 y.","(1b) general elementary school","","","",""
"No","2004","35-65 y.","(1c) basic vocational qualification","","","",""
"No","2004","35-65 y.","(2b) intermediate general qualification","","","",""
"No","2004","35-65 y.","(2a) intermediate vocational","","","",""
"No","2004","35-65 y.","(2c_gen) general maturity certificate","","","",""
"No","2004","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"No","2004","35-65 y.","(3a) lower tertiary education","","","",""
"No","2004","35-65 y.","(3b) higher tertiary education","","","",""
"No","2004","66 and older","(0) in school","","","",""
"No","2004","66 and older","(1a) inadequately completed","","","",""
"No","2004","66 and older","(1b) general elementary school","","","",""
"No","2004","66 and older","(1c) basic vocational qualification","","","",""
"No","2004","66 and older","(2b) intermediate general qualification","","","",""
"No","2004","66 and older","(2a) intermediate vocational","","","",""
"No","2004","66 and older","(2c_gen) general maturity certificate","","","",""
"No","2004","66 and older","(2c_voc) vocational maturity certificate","","","",""
"No","2004","66 and older","(3a) lower tertiary education","","","",""
"No","2004","66 and older","(3b) higher tertiary education","","","",""
"Yes","2005","16-34 y.","(0) in school","","","",""
"Yes","2005","16-34 y.","(1a) inadequately completed","","","",""
"Yes","2005","16-34 y.","(1b) general elementary school","","","",""
"Yes","2005","16-34 y.","(1c) basic vocational qualification","","","",""
"Yes","2005","16-34 y.","(2b) intermediate general qualification","","","",""
"Yes","2005","16-34 y.","(2a) intermediate vocational","","","",""
"Yes","2005","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2005","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2005","16-34 y.","(3a) lower tertiary education","","","",""
"Yes","2005","16-34 y.","(3b) higher tertiary education","","","",""
"Yes","2005","35-65 y.","(0) in school","","","",""
"Yes","2005","35-65 y.","(1a) inadequately completed","","","",""
"Yes","2005","35-65 y.","(1b) general elementary school","","","",""
"Yes","2005","35-65 y.","(1c) basic vocational qualification","","","",""
"Yes","2005","35-65 y.","(2b) intermediate general qualification","","","",""
"Yes","2005","35-65 y.","(2a) intermediate vocational","","","",""
"Yes","2005","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2005","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2005","35-65 y.","(3a) lower tertiary education","","","",""
"Yes","2005","35-65 y.","(3b) higher tertiary education","","","",""
"Yes","2005","66 and older","(0) in school","","","",""
"Yes","2005","66 and older","(1a) inadequately completed","","","",""
"Yes","2005","66 and older","(1b) general elementary school","","","",""
"Yes","2005","66 and older","(1c) basic vocational qualification","","","",""
"Yes","2005","66 and older","(2b) intermediate general qualification","","","",""
"Yes","2005","66 and older","(2a) intermediate vocational","","","",""
"Yes","2005","66 and older","(2c_gen) general maturity certificate","","","",""
"Yes","2005","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Yes","2005","66 and older","(3a) lower tertiary education","","","",""
"Yes","2005","66 and older","(3b) higher tertiary education","","","",""
"No","2005","16-34 y.","(0) in school","","","",""
"No","2005","16-34 y.","(1a) inadequately completed","","","",""
"No","2005","16-34 y.","(1b) general elementary school","","","",""
"No","2005","16-34 y.","(1c) basic vocational qualification","","","",""
"No","2005","16-34 y.","(2b) intermediate general qualification","","","",""
"No","2005","16-34 y.","(2a) intermediate vocational","","","",""
"No","2005","16-34 y.","(2c_gen) general maturity certificate","","","",""
"No","2005","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"No","2005","16-34 y.","(3a) lower tertiary education","","","",""
"No","2005","16-34 y.","(3b) higher tertiary education","","","",""
"No","2005","35-65 y.","(0) in school","","","",""
"No","2005","35-65 y.","(1a) inadequately completed","","","",""
"No","2005","35-65 y.","(1b) general elementary school","","","",""
"No","2005","35-65 y.","(1c) basic vocational qualification","","","",""
"No","2005","35-65 y.","(2b) intermediate general qualification","","","",""
"No","2005","35-65 y.","(2a) intermediate vocational","","","",""
"No","2005","35-65 y.","(2c_gen) general maturity certificate","","","",""
"No","2005","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"No","2005","35-65 y.","(3a) lower tertiary education","","","",""
"No","2005","35-65 y.","(3b) higher tertiary education","","","",""
"No","2005","66 and older","(0) in school","","","",""
"No","2005","66 and older","(1a) inadequately completed","","","",""
"No","2005","66 and older","(1b) general elementary school","","","",""
"No","2005","66 and older","(1c) basic vocational qualification","","","",""
"No","2005","66 and older","(2b) intermediate general qualification","","","",""
"No","2005","66 and older","(2a) intermediate vocational","","","",""
"No","2005","66 and older","(2c_gen) general maturity certificate","","","",""
"No","2005","66 and older","(2c_voc) vocational maturity certificate","","","",""
"No","2005","66 and older","(3a) lower tertiary education","","","",""
"No","2005","66 and older","(3b) higher tertiary education","","","",""
"Yes","2006","16-34 y.","(0) in school","4","","",""
"Yes","2006","16-34 y.","(1a) inadequately completed","4","","",""
"Yes","2006","16-34 y.","(1b) general elementary school","58","0.323341038212802","0.259620673695769","0.387061402729834"
"Yes","2006","16-34 y.","(1c) basic vocational qualification","182","0.424398613670534","0.377519213365321","0.471278013975748"
"Yes","2006","16-34 y.","(2b) intermediate general qualification","127","0.444973111301168","0.384566383219377","0.505379839382958"
"Yes","2006","16-34 y.","(2a) intermediate vocational","377","0.488752643668091","0.455382770537806","0.522122516798376"
"Yes","2006","16-34 y.","(2c_gen) general maturity certificate","125","0.449876698401772","0.391502254089134","0.508251142714411"
"Yes","2006","16-34 y.","(2c_voc) vocational maturity certificate","190","0.489262791030477","0.439329801326776","0.539195780734179"
"Yes","2006","16-34 y.","(3a) lower tertiary education","102","0.60732964607904","0.533920541305376","0.680738750852704"
"Yes","2006","16-34 y.","(3b) higher tertiary education","167","0.569222040039057","0.512522194971838","0.625921885106276"
"Yes","2006","35-65 y.","(0) in school","","","",""
"Yes","2006","35-65 y.","(1a) inadequately completed","29","","",""
"Yes","2006","35-65 y.","(1b) general elementary school","179","0.494805248168808","0.442941900422325","0.54666859591529"
"Yes","2006","35-65 y.","(1c) basic vocational qualification","1097","0.496947075469544","0.47612504228081","0.517769108658279"
"Yes","2006","35-65 y.","(2b) intermediate general qualification","35","0.482410431776014","0.366179954993515","0.598640908558512"
"Yes","2006","35-65 y.","(2a) intermediate vocational","1330","0.515417864834417","0.496335982452392","0.534499747216443"
"Yes","2006","35-65 y.","(2c_gen) general maturity certificate","32","0.415610767078966","0.310841688097167","0.520379846060766"
"Yes","2006","35-65 y.","(2c_voc) vocational maturity certificate","411","0.542632104043278","0.506443820695668","0.578820387390887"
"Yes","2006","35-65 y.","(3a) lower tertiary education","597","0.604591666902203","0.574104041051204","0.635079292753201"
"Yes","2006","35-65 y.","(3b) higher tertiary education","1033","0.598388120701223","0.574784338772584","0.621991902629862"
"Yes","2006","66 and older","(0) in school","","","",""
"Yes","2006","66 and older","(1a) inadequately completed","","","",""
"Yes","2006","66 and older","(1b) general elementary school","2","","",""
"Yes","2006","66 and older","(1c) basic vocational qualification","4","","",""
"Yes","2006","66 and older","(2b) intermediate general qualification","1","","",""
"Yes","2006","66 and older","(2a) intermediate vocational","3","","",""
"Yes","2006","66 and older","(2c_gen) general maturity certificate","","","",""
"Yes","2006","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Yes","2006","66 and older","(3a) lower tertiary education","2","","",""
"Yes","2006","66 and older","(3b) higher tertiary education","12","","",""
"No","2006","16-34 y.","(0) in school","32","0.96022173115141","0.896379869134118","1.0240635931687"
"No","2006","16-34 y.","(1a) inadequately completed","13","","",""
"No","2006","16-34 y.","(1b) general elementary school","149","0.676658961787198","0.612938597270166","0.740379326304231"
"No","2006","16-34 y.","(1c) basic vocational qualification","245","0.575601386329466","0.528721986024252","0.622480786634679"
"No","2006","16-34 y.","(2b) intermediate general qualification","133","0.555026888698832","0.494620160617042","0.615433616780623"
"No","2006","16-34 y.","(2a) intermediate vocational","485","0.511247356331909","0.477877483201624","0.544617229462194"
"No","2006","16-34 y.","(2c_gen) general maturity certificate","154","0.550123301598228","0.491748857285589","0.608497745910866"
"No","2006","16-34 y.","(2c_voc) vocational maturity certificate","195","0.510737208969523","0.460804219265821","0.560670198673224"
"No","2006","16-34 y.","(3a) lower tertiary education","68","0.39267035392096","0.319261249147296","0.466079458694624"
"No","2006","16-34 y.","(3b) higher tertiary education","126","0.430777959960943","0.374078114893724","0.487477805028162"
"No","2006","35-65 y.","(0) in school","3","","",""
"No","2006","35-65 y.","(1a) inadequately completed","21","","",""
"No","2006","35-65 y.","(1b) general elementary school","178","0.505194751831192","0.45333140408471","0.557058099577675"
"No","2006","35-65 y.","(1c) basic vocational qualification","1118","0.503052924530456","0.482230891341721","0.52387495771919"
"No","2006","35-65 y.","(2b) intermediate general qualification","36","0.517589568223986","0.401359091441488","0.633820045006485"
"No","2006","35-65 y.","(2a) intermediate vocational","1305","0.484582135165583","0.465500252783557","0.503664017547608"
"No","2006","35-65 y.","(2c_gen) general maturity certificate","53","0.584389232921034","0.479620153939234","0.689158311902834"
"No","2006","35-65 y.","(2c_voc) vocational maturity certificate","317","0.457367895956722","0.421179612609113","0.493556179304332"
"No","2006","35-65 y.","(3a) lower tertiary education","391","0.395408333097798","0.3649207072468","0.425895958948796"
"No","2006","35-65 y.","(3b) higher tertiary education","624","0.401611879298777","0.378008097370138","0.425215661227416"
"No","2006","66 and older","(0) in school","1","","",""
"No","2006","66 and older","(1a) inadequately completed","2","","",""
"No","2006","66 and older","(1b) general elementary school","19","","",""
"No","2006","66 and older","(1c) basic vocational qualification","56","0.912584861283472","0.84111837643779","0.984051346129153"
"No","2006","66 and older","(2b) intermediate general qualification","","","",""
"No","2006","66 and older","(2a) intermediate vocational","24","","",""
"No","2006","66 and older","(2c_gen) general maturity certificate","1","","",""
"No","2006","66 and older","(2c_voc) vocational maturity certificate","5","","",""
"No","2006","66 and older","(3a) lower tertiary education","24","","",""
"No","2006","66 and older","(3b) higher tertiary education","27","","",""
"Yes","2007","16-34 y.","(0) in school","","","",""
"Yes","2007","16-34 y.","(1a) inadequately completed","","","",""
"Yes","2007","16-34 y.","(1b) general elementary school","","","",""
"Yes","2007","16-34 y.","(1c) basic vocational qualification","","","",""
"Yes","2007","16-34 y.","(2b) intermediate general qualification","","","",""
"Yes","2007","16-34 y.","(2a) intermediate vocational","","","",""
"Yes","2007","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2007","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2007","16-34 y.","(3a) lower tertiary education","","","",""
"Yes","2007","16-34 y.","(3b) higher tertiary education","","","",""
"Yes","2007","35-65 y.","(0) in school","","","",""
"Yes","2007","35-65 y.","(1a) inadequately completed","","","",""
"Yes","2007","35-65 y.","(1b) general elementary school","","","",""
"Yes","2007","35-65 y.","(1c) basic vocational qualification","","","",""
"Yes","2007","35-65 y.","(2b) intermediate general qualification","","","",""
"Yes","2007","35-65 y.","(2a) intermediate vocational","","","",""
"Yes","2007","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2007","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2007","35-65 y.","(3a) lower tertiary education","","","",""
"Yes","2007","35-65 y.","(3b) higher tertiary education","","","",""
"Yes","2007","66 and older","(0) in school","","","",""
"Yes","2007","66 and older","(1a) inadequately completed","","","",""
"Yes","2007","66 and older","(1b) general elementary school","","","",""
"Yes","2007","66 and older","(1c) basic vocational qualification","","","",""
"Yes","2007","66 and older","(2b) intermediate general qualification","","","",""
"Yes","2007","66 and older","(2a) intermediate vocational","","","",""
"Yes","2007","66 and older","(2c_gen) general maturity certificate","","","",""
"Yes","2007","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Yes","2007","66 and older","(3a) lower tertiary education","","","",""
"Yes","2007","66 and older","(3b) higher tertiary education","","","",""
"No","2007","16-34 y.","(0) in school","","","",""
"No","2007","16-34 y.","(1a) inadequately completed","","","",""
"No","2007","16-34 y.","(1b) general elementary school","","","",""
"No","2007","16-34 y.","(1c) basic vocational qualification","","","",""
"No","2007","16-34 y.","(2b) intermediate general qualification","","","",""
"No","2007","16-34 y.","(2a) intermediate vocational","","","",""
"No","2007","16-34 y.","(2c_gen) general maturity certificate","","","",""
"No","2007","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"No","2007","16-34 y.","(3a) lower tertiary education","","","",""
"No","2007","16-34 y.","(3b) higher tertiary education","","","",""
"No","2007","35-65 y.","(0) in school","","","",""
"No","2007","35-65 y.","(1a) inadequately completed","","","",""
"No","2007","35-65 y.","(1b) general elementary school","","","",""
"No","2007","35-65 y.","(1c) basic vocational qualification","","","",""
"No","2007","35-65 y.","(2b) intermediate general qualification","","","",""
"No","2007","35-65 y.","(2a) intermediate vocational","","","",""
