"plb0050","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence","value"
"No","2016","Hesse","Full Time","227","0.411983521429797","0.372468735608343","0.451498307251251","2"
"No","2016","Hesse","Part Time","169","0.461363813818488","0.407981767846769","0.514745859790206","2"
"No","2016","Hesse","Not Working","12","","","","2"
"No","2016","Rhineland-Palatinate,Saarland","Full Time","221","0.406605434874423","0.363377386918211","0.449833482830636","2"
"No","2016","Rhineland-Palatinate,Saarland","Part Time","202","0.503915331583271","0.450052301301775","0.557778361864767","2"
"No","2016","Rhineland-Palatinate,Saarland","Not Working","17","","","","2"
"No","2016","Baden-Württemberg","Full Time","420","0.393368972980546","0.363975374349052","0.42276257161204","2"
"No","2016","Baden-Württemberg","Part Time","377","0.56581248090504","0.528476403705499","0.603148558104582","2"
"No","2016","Baden-Württemberg","Not Working","25","","","","2"
"No","2016","Bavaria","Full Time","603","0.41589802004985","0.390423476353166","0.441372563746533","2"
"No","2016","Bavaria","Part Time","476","0.559832977407496","0.527238259357071","0.592427695457921","2"
"No","2016","Bavaria","Not Working","22","","","","2"
"No","2016","Berlin","Full Time","115","0.420303553159873","0.36217492730997","0.478432179009777","2"
"No","2016","Brandenburg","Full Time","130","0.392744335482349","0.338728136645438","0.446760534319259","2"
"No","2016","Brandenburg","Part Time","83","0.555142648863183","0.474533498141025","0.63575179958534","2"
"No","2016","Brandenburg","Not Working","7","","","","2"
"No","2016","Mecklenburg-Western Pomerania","Full Time","91","0.542046106603911","0.467370453720027","0.616721759487796","2"
"No","2016","Mecklenburg-Western Pomerania","Part Time","46","0.474715477053165","0.373226093463422","0.576204860642908","2"
"No","2016","Mecklenburg-Western Pomerania","Not Working","4","","","","2"
"No","2016","Saxony","Full Time","269","0.479624203613194","0.43775800613156","0.521490401094827","2"
"No","2016","Saxony","Part Time","140","0.594203665101978","0.532078981000671","0.656328349203285","2"
"No","2016","Saxony","Not Working","13","","","","2"
"No","2016","Saxony-Anhalt","Full Time","128","0.422558090083464","0.365901031178993","0.479215148987934","2"
"No","2016","Saxony-Anhalt","Part Time","79","0.696589130962238","0.617255533189485","0.77592272873499","2"
"No","2016","Saxony-Anhalt","Not Working","9","","","","2"
"No","2016","Thuringia","Full Time","159","0.542435311062585","0.487935398901862","0.596935223223309","2"
"No","2016","Thuringia","Part Time","95","0.549235617542753","0.473543929660327","0.624927305425178","2"
"No","2016","Thuringia","Not Working","6","","","","2"
"Yes","2016","Schleswig-Holstein","Full Time","150","0.627407095483819","0.566988233553676","0.687825957413962","1"
"Yes","2016","Schleswig-Holstein","Part Time","89","0.41457040819604","0.346294171034491","0.482846645357588","1"
"Yes","2016","Schleswig-Holstein","Not Working","5","","","","1"
"Yes","2016","Hamburg","Full Time","89","0.698321355747412","0.623870171740123","0.772772539754701","1"
"Yes","2016","Hamburg","Part Time","45","0.579843359316164","0.474913379802443","0.684773338829885","1"
"Yes","2016","Hamburg","Not Working","2","","","","1"
"Yes","2016","Lower Saxony","Full Time","469","0.647827952093477","0.613779727107293","0.681876177079662","1"
"Yes","2016","Lower Saxony","Part Time","293","0.533182519475406","0.492510505487127","0.573854533463686","1"
"Yes","2016","Baden-Württemberg","Not Working","14","","","","1"
"Yes","2016","Bavaria","Not Working","14","","","","1"
"Yes","2016","Berlin","Full Time","162","0.579696446840127","0.521567820990223","0.63782507269003","1"
"Yes","2016","Berlin","Part Time","68","0.385420983490904","0.310475213577146","0.460366753404662","1"
"Yes","2016","Lower Saxony","Not Working","15","","","","1"
"Yes","2016","Bremen","Full Time","28","","","","1"
"Yes","2016","Bremen","Part Time","21","","","","1"
"Yes","2016","Bremen","Not Working","1","","","","1"
"Yes","2016","Rhineland-Palatinate,Saarland","Not Working","4","","","","1"
"Yes","2016","Baden-Württemberg","Full Time","641","0.606631027019454","0.57723742838796","0.636024625650948","1"
"Yes","2016","Baden-Württemberg","Part Time","300","0.43418751909496","0.396851441895418","0.471523596294501","1"
"Yes","2016","Bavaria","Full Time","835","0.58410197995015","0.558627436253467","0.609576523646834","1"
"Yes","2016","Bavaria","Part Time","415","0.440167022592504","0.407572304542079","0.472761740642929","1"
"Yes","2016","Berlin","Not Working","5","","","","1"
"Yes","2016","Brandenburg","Full Time","184","0.607255664517651","0.553239465680741","0.661271863354562","1"
"Yes","2016","Brandenburg","Part Time","63","0.444857351136817","0.36424820041466","0.525466501858975","1"
"Yes","2016","Brandenburg","Not Working","6","","","","1"
"Yes","2016","Mecklenburg-Western Pomerania","Full Time","80","0.457953893396089","0.383278240512205","0.532629546279973","1"
"Yes","2016","Mecklenburg-Western Pomerania","Part Time","47","0.525284522946835","0.423795139357093","0.626773906536578","1"
"Yes","2016","Mecklenburg-Western Pomerania","Not Working","1","","","","1"
"Yes","2016","Saxony","Full Time","278","0.520375796386806","0.478509598905173","0.56224199386844","1"
"Yes","2016","Saxony","Part Time","100","0.405796334898022","0.343671650796715","0.467921018999329","1"
"Yes","2016","Saxony","Not Working","5","","","","1"
"Yes","2016","Hesse","Not Working","9","","","","1"
"Yes","2016","Rhineland-Palatinate,Saarland","Full Time","275","0.593394565125577","0.550166517169364","0.636622613081789","1"
"Yes","2016","Rhineland-Palatinate,Saarland","Part Time","129","0.496084668416729","0.442221638135233","0.549947698698225","1"
"Yes","2016","Thuringia","Part Time","71","0.450764382457247","0.375072694574822","0.526456070339673","1"
"Yes","2016","Thuringia","Not Working","3","","","","1"
"Yes","2016","North Rhine-Westphalia","Full Time","988","0.59414780144102","0.570893644015434","0.617401958866605","1"
"Yes","2016","Saxony-Anhalt","Full Time","164","0.577441909916536","0.520784851012066","0.634098968821006","1"
"Yes","2016","Saxony-Anhalt","Part Time","50","0.303410869037762","0.22407727126501","0.382744466810515","1"
"Yes","2016","Saxony-Anhalt","Not Working","5","","","","1"
"Yes","2016","Thuringia","Full Time","162","0.457564688937415","0.403064776776691","0.512064601098138","1"
"Yes","2016","Hesse","Part Time","166","0.538636186181512","0.485254140209794","0.592018232153231","1"
"Yes","2016","North Rhine-Westphalia","Part Time","466","0.40582216114319","0.37686919539446","0.43477512689192","1"
"Yes","2016","North Rhine-Westphalia","Not Working","24","","","","1"
"Yes","2016","Hesse","Full Time","369","0.588016478570203","0.548501692748749","0.627531264391657","1"
"No","2017","Schleswig-Holstein","Full Time","","","","","2"
"No","2017","Schleswig-Holstein","Part Time","","","","","2"
"No","2017","Schleswig-Holstein","Not Working","","","","","2"
"No","2017","Hamburg","Full Time","","","","","2"
"No","2017","Hamburg","Part Time","","","","","2"
"No","2017","Hamburg","Not Working","","","","","2"
"No","2017","Lower Saxony","Full Time","","","","","2"
"No","2017","Lower Saxony","Part Time","","","","","2"
"No","2017","Lower Saxony","Not Working","","","","","2"
"No","2017","Bremen","Full Time","","","","","2"
"No","2017","Bremen","Part Time","","","","","2"
"No","2017","Bremen","Not Working","","","","","2"
"No","2017","North Rhine-Westphalia","Full Time","","","","","2"
"No","2017","North Rhine-Westphalia","Part Time","","","","","2"
"No","2017","North Rhine-Westphalia","Not Working","","","","","2"
"No","2017","Hesse","Full Time","","","","","2"
"No","2017","Hesse","Part Time","","","","","2"
"No","2017","Hesse","Not Working","","","","","2"
"No","2017","Rhineland-Palatinate,Saarland","Full Time","","","","","2"
"No","2017","Rhineland-Palatinate,Saarland","Part Time","","","","","2"
"No","2017","Rhineland-Palatinate,Saarland","Not Working","","","","","2"
"No","2017","Baden-Württemberg","Full Time","","","","","2"
"No","2017","Baden-Württemberg","Part Time","","","","","2"
"No","2017","Baden-Württemberg","Not Working","","","","","2"
"No","2017","Bavaria","Full Time","","","","","2"
"No","2017","Bavaria","Part Time","","","","","2"
"No","2017","Bavaria","Not Working","","","","","2"
"No","2017","Berlin","Full Time","","","","","2"
"No","2017","Berlin","Part Time","","","","","2"
"No","2017","Berlin","Not Working","","","","","2"
"No","2017","Brandenburg","Full Time","","","","","2"
"No","2017","Brandenburg","Part Time","","","","","2"
"No","2017","Brandenburg","Not Working","","","","","2"
"No","2017","Mecklenburg-Western Pomerania","Full Time","","","","","2"
"No","2017","Mecklenburg-Western Pomerania","Part Time","","","","","2"
"No","2017","Mecklenburg-Western Pomerania","Not Working","","","","","2"
"No","2017","Saxony","Full Time","","","","","2"
"No","2017","Saxony","Part Time","","","","","2"
"No","2017","Saxony","Not Working","","","","","2"
"No","2017","Saxony-Anhalt","Full Time","","","","","2"
"No","2017","Saxony-Anhalt","Part Time","","","","","2"
"No","2017","Saxony-Anhalt","Not Working","","","","","2"
"No","2017","Thuringia","Full Time","","","","","2"
"No","2017","Thuringia","Part Time","","","","","2"
"No","2017","Thuringia","Not Working","","","","","2"
"Yes","2017","Schleswig-Holstein","Full Time","","","","","1"
"Yes","2017","Schleswig-Holstein","Part Time","","","","","1"
"Yes","2017","Schleswig-Holstein","Not Working","","","","","1"
"Yes","2017","Hamburg","Full Time","","","","","1"
"Yes","2017","Hamburg","Part Time","","","","","1"
"Yes","2017","Hamburg","Not Working","","","","","1"
"Yes","2017","Lower Saxony","Full Time","","","","","1"
"Yes","2017","Lower Saxony","Part Time","","","","","1"
"Yes","2017","Bavaria","Not Working","","","","","1"
"Yes","2017","Berlin","Full Time","","","","","1"
"Yes","2017","Baden-Württemberg","Not Working","","","","","1"
"Yes","2017","Bavaria","Full Time","","","","","1"
"Yes","2017","Bavaria","Part Time","","","","","1"
"Yes","2017","Berlin","Part Time","","","","","1"
"Yes","2017","Berlin","Not Working","","","","","1"
"Yes","2017","Brandenburg","Full Time","","","","","1"
"Yes","2017","Brandenburg","Part Time","","","","","1"
"Yes","2017","Brandenburg","Not Working","","","","","1"
"Yes","2017","Mecklenburg-Western Pomerania","Not Working","","","","","1"
"Yes","2017","Saxony","Full Time","","","","","1"
"Yes","2017","Lower Saxony","Not Working","","","","","1"
"Yes","2017","Bremen","Full Time","","","","","1"
"Yes","2017","Bremen","Part Time","","","","","1"
"Yes","2017","Bremen","Not Working","","","","","1"
"Yes","2017","Rhineland-Palatinate,Saarland","Not Working","","","","","1"
"Yes","2017","Baden-Württemberg","Full Time","","","","","1"
"Yes","2017","Baden-Württemberg","Part Time","","","","","1"
"Yes","2017","Mecklenburg-Western Pomerania","Full Time","","","","","1"
"Yes","2017","Mecklenburg-Western Pomerania","Part Time","","","","","1"
"Yes","2017","Saxony","Part Time","","","","","1"
"Yes","2017","Hesse","Not Working","","","","","1"
"Yes","2017","Saxony-Anhalt","Not Working","","","","","1"
"Yes","2017","North Rhine-Westphalia","Not Working","","","","","1"
"Yes","2017","Rhineland-Palatinate,Saarland","Full Time","","","","","1"
"Yes","2017","Rhineland-Palatinate,Saarland","Part Time","","","","","1"
"Yes","2017","Saxony","Not Working","","","","","1"
"Yes","2017","Saxony-Anhalt","Full Time","","","","","1"
"Yes","2017","Saxony-Anhalt","Part Time","","","","","1"
"Yes","2017","North Rhine-Westphalia","Part Time","","","","","1"
"Yes","2017","Thuringia","Full Time","","","","","1"
"Yes","2017","Hesse","Full Time","","","","","1"
"Yes","2017","North Rhine-Westphalia","Full Time","","","","","1"
"Yes","2017","Thuringia","Not Working","","","","","1"
"Yes","2017","Hesse","Part Time","","","","","1"
"Yes","2017","Thuringia","Part Time","","","","","1"
"No","2018","Schleswig-Holstein","Full Time","","","","","2"
"No","2018","Schleswig-Holstein","Part Time","","","","","2"
"No","2018","Schleswig-Holstein","Not Working","","","","","2"
"No","2018","Hamburg","Full Time","","","","","2"
"No","2018","Hamburg","Part Time","","","","","2"
"No","2018","Hamburg","Not Working","","","","","2"
"No","2018","Lower Saxony","Full Time","","","","","2"
"No","2018","Lower Saxony","Part Time","","","","","2"
"No","2018","Lower Saxony","Not Working","","","","","2"
"No","2018","Bremen","Full Time","","","","","2"
"No","2018","Bremen","Part Time","","","","","2"
"No","2018","Bremen","Not Working","","","","","2"
"No","2018","North Rhine-Westphalia","Full Time","","","","","2"
"No","2018","North Rhine-Westphalia","Part Time","","","","","2"
"No","2018","North Rhine-Westphalia","Not Working","","","","","2"
"No","2018","Hesse","Full Time","","","","","2"
"No","2018","Hesse","Part Time","","","","","2"
"No","2018","Hesse","Not Working","","","","","2"
"No","2018","Rhineland-Palatinate,Saarland","Full Time","","","","","2"
"No","2018","Rhineland-Palatinate,Saarland","Part Time","","","","","2"
"No","2018","Rhineland-Palatinate,Saarland","Not Working","","","","","2"
"No","2018","Baden-Württemberg","Full Time","","","","","2"
"No","2018","Baden-Württemberg","Part Time","","","","","2"
"No","2018","Baden-Württemberg","Not Working","","","","","2"
"No","2018","Bavaria","Full Time","","","","","2"
"No","2018","Bavaria","Part Time","","","","","2"
"No","2018","Bavaria","Not Working","","","","","2"
"No","2018","Berlin","Full Time","","","","","2"
"No","2018","Berlin","Part Time","","","","","2"
"No","2018","Berlin","Not Working","","","","","2"
"No","2018","Brandenburg","Full Time","","","","","2"
"No","2018","Brandenburg","Part Time","","","","","2"
"No","2018","Brandenburg","Not Working","","","","","2"
"No","2018","Mecklenburg-Western Pomerania","Full Time","","","","","2"
"No","2018","Mecklenburg-Western Pomerania","Part Time","","","","","2"
"No","2018","Mecklenburg-Western Pomerania","Not Working","","","","","2"
"No","2018","Saxony","Full Time","","","","","2"
"No","2018","Saxony","Part Time","","","","","2"
"No","2018","Saxony","Not Working","","","","","2"
"No","2018","Saxony-Anhalt","Full Time","","","","","2"
"No","2018","Saxony-Anhalt","Part Time","","","","","2"
"No","2018","Saxony-Anhalt","Not Working","","","","","2"
"No","2018","Thuringia","Full Time","","","","","2"
"No","2018","Thuringia","Part Time","","","","","2"
"No","2018","Thuringia","Not Working","","","","","2"
"Yes","2018","Schleswig-Holstein","Full Time","","","","","1"
"Yes","2018","Schleswig-Holstein","Part Time","","","","","1"
"Yes","2018","Schleswig-Holstein","Not Working","","","","","1"
"Yes","2018","Hamburg","Full Time","","","","","1"
"Yes","2018","Hamburg","Part Time","","","","","1"
"Yes","2018","Hamburg","Not Working","","","","","1"
"Yes","2018","Lower Saxony","Full Time","","","","","1"
"Yes","2018","Lower Saxony","Part Time","","","","","1"
"Yes","2018","Lower Saxony","Not Working","","","","","1"
"Yes","2018","Bremen","Full Time","","","","","1"
"Yes","2018","Bremen","Part Time","","","","","1"
"Yes","2018","Bremen","Not Working","","","","","1"
"Yes","2018","Bavaria","Not Working","","","","","1"
"Yes","2018","Berlin","Full Time","","","","","1"
"Yes","2018","Baden-Württemberg","Not Working","","","","","1"
"Yes","2018","Bavaria","Full Time","","","","","1"
"Yes","2018","Bavaria","Part Time","","","","","1"
"Yes","2018","Berlin","Part Time","","","","","1"
"Yes","2018","Berlin","Not Working","","","","","1"
"Yes","2018","Brandenburg","Full Time","","","","","1"
"Yes","2018","Brandenburg","Part Time","","","","","1"
"Yes","2018","Brandenburg","Not Working","","","","","1"
"Yes","2018","North Rhine-Westphalia","Not Working","","","","","1"
"Yes","2018","Hesse","Full Time","","","","","1"
"Yes","2018","Mecklenburg-Western Pomerania","Part Time","","","","","1"
"Yes","2018","North Rhine-Westphalia","Full Time","","","","","1"
"Yes","2018","North Rhine-Westphalia","Part Time","","","","","1"
"Yes","2018","Rhineland-Palatinate,Saarland","Not Working","","","","","1"
"Yes","2018","Baden-Württemberg","Full Time","","","","","1"
"Yes","2018","Baden-Württemberg","Part Time","","","","","1"
"Yes","2018","Mecklenburg-Western Pomerania","Full Time","","","","","1"
"Yes","2018","Mecklenburg-Western Pomerania","Not Working","","","","","1"
"Yes","2018","Saxony","Full Time","","","","","1"
"Yes","2018","Saxony","Part Time","","","","","1"
"Yes","2018","Thuringia","Full Time","","","","","1"
"Yes","2018","Hesse","Not Working","","","","","1"
"Yes","2018","Rhineland-Palatinate,Saarland","Full Time","","","","","1"
"Yes","2018","Rhineland-Palatinate,Saarland","Part Time","","","","","1"
"Yes","2018","Saxony","Not Working","","","","","1"
"Yes","2018","Saxony-Anhalt","Not Working","","","","","1"
"Yes","2018","Thuringia","Not Working","","","","","1"
"Yes","2018","Saxony-Anhalt","Full Time","","","","","1"
"Yes","2018","Saxony-Anhalt","Part Time","","","","","1"
"Yes","2018","Thuringia","Part Time","","","","","1"
"Yes","2018","Hesse","Part Time","","","","","1"
"No","2019","Schleswig-Holstein","Full Time","172","0.407792047870579","0.356011512629777","0.459572583111382","2"
"No","2019","Schleswig-Holstein","Part Time","124","0.595404417026452","0.530101163556821","0.660707670496082","2"
"No","2019","Schleswig-Holstein","Not Working","20","","","","2"
"No","2019","Hamburg","Full Time","100","0.361057962988261","0.295468560334106","0.426647365642417","2"
"No","2019","Hamburg","Part Time","52","0.457970005018719","0.353873312124079","0.56206669791336","2"
"No","2019","Hamburg","Not Working","8","","","","2"
"No","2019","Lower Saxony","Full Time","405","0.424478973723341","0.392151734915204","0.456806212531478","2"
"No","2019","Lower Saxony","Part Time","316","0.528542805936692","0.488365393720132","0.568720218153251","2"
"No","2019","Lower Saxony","Not Working","45","0.732379870686831","0.621280714284447","0.843479027089215","2"
"No","2019","Bremen","Full Time","28","","","","2"
"No","2019","Bremen","Part Time","24","","","","2"
"No","2019","Bremen","Not Working","3","","","","2"
"No","2019","North Rhine-Westphalia","Full Time","865","0.393580959877261","0.371408589350647","0.415753330403875","2"
"No","2019","North Rhine-Westphalia","Part Time","660","0.503250714993842","0.47543289926714","0.531068530720545","2"
"No","2019","North Rhine-Westphalia","Not Working","91","0.624025970615208","0.542318557196466","0.70573338403395","2"
"No","2019","Hesse","Full Time","335","0.389544332605974","0.353825513688999","0.42526315152295","2"
"No","2019","Hesse","Part Time","170","0.453645875100152","0.401637611339152","0.505654138861152","2"
"No","2019","Hesse","Not Working","24","","","","2"
"No","2019","Rhineland-Palatinate,Saarland","Full Time","271","0.414192755603741","0.372685112217147","0.455700398990335","2"
"No","2019","Rhineland-Palatinate,Saarland","Part Time","196","0.606159086904098","0.553680794009336","0.658637379798859","2"
"No","2019","Rhineland-Palatinate,Saarland","Not Working","25","","","","2"
"No","2019","Baden-Württemberg","Full Time","502","0.423283908699752","0.394059627708236","0.452508189691269","2"
"No","2019","Baden-Württemberg","Part Time","342","0.525355813190215","0.486967213821204","0.563744412559226","2"
"No","2019","Baden-Württemberg","Not Working","34","0.719386902013174","0.594849924517826","0.843923879508521","2"
"No","2019","Bavaria","Full Time","743","0.435246573587699","0.410580538198875","0.459912608976524","2"
"No","2019","Bavaria","Part Time","475","0.525836527645889","0.492405701959327","0.559267353332451","2"
"No","2019","Bavaria","Not Working","54","0.568606185986673","0.459392442869823","0.677819929103523","2"
"No","2019","Berlin","Full Time","191","0.440575980857087","0.390791111422375","0.4903608502918","2"
"No","2019","Berlin","Part Time","103","0.522798407450795","0.453226555188819","0.592370259712771","2"
"No","2019","Berlin","Not Working","10","","","","2"
"No","2019","Brandenburg","Full Time","199","0.429797798540106","0.382111407184608","0.477484189895603","2"
"No","2019","Brandenburg","Part Time","101","0.473638992648098","0.397221682602548","0.550056302693648","2"
"No","2019","Brandenburg","Not Working","15","","","","2"
"No","2019","Mecklenburg-Western Pomerania","Full Time","134","0.5077451270214","0.440918928718716","0.574571325324084","2"
"No","2019","Mecklenburg-Western Pomerania","Part Time","58","0.583412746143601","0.487739843425738","0.679085648861465","2"
"No","2019","Mecklenburg-Western Pomerania","Not Working","4","","","","2"
"No","2019","Saxony","Full Time","377","0.493175949806828","0.455543473532566","0.530808426081089","2"
"No","2019","Saxony","Part Time","166","0.564626542607024","0.505812858188531","0.623440227025518","2"
"No","2019","Saxony","Not Working","33","0.728584100941734","0.595669910528915","0.861498291354553","2"
"No","2019","Saxony-Anhalt","Full Time","165","0.380585789406752","0.328437166946073","0.432734411867432","2"
"No","2019","Saxony-Anhalt","Part Time","88","0.559480531033678","0.478112254924581","0.640848807142774","2"
"No","2019","Saxony-Anhalt","Not Working","17","","","","2"
"No","2019","Thuringia","Full Time","188","0.541147695938222","0.489384932085021","0.592910459791422","2"
"No","2019","Thuringia","Part Time","90","0.461668586635691","0.384900519220705","0.538436654050677","2"
"No","2019","Thuringia","Not Working","12","","","","2"
"Yes","2019","Schleswig-Holstein","Not Working","8","","","","1"
"Yes","2019","Hamburg","Full Time","106","0.638942037011738","0.573352634357583","0.704531439665894","1"
"Yes","2019","Schleswig-Holstein","Full Time","174","0.592207952129421","0.540427416888618","0.643988487370223","1"
"Yes","2019","Schleswig-Holstein","Part Time","93","0.404595582973548","0.339292329503918","0.469898836443179","1"
"Yes","2019","Hamburg","Part Time","36","0.542029994981281","0.43793330208664","0.646126687875921","1"
"Yes","2019","Hamburg","Not Working","5","","","","1"
"Yes","2019","Lower Saxony","Full Time","493","0.575521026276659","0.543193787468521","0.607848265084796","1"
"Yes","2019","Lower Saxony","Part Time","277","0.471457194063308","0.431279781846749","0.511634606279868","1"
"Yes","2019","Lower Saxony","Not Working","16","","","","1"
"Yes","2019","Bremen","Full Time","40","0.712125269818566","0.604510072795462","0.819740466841671","1"
"Yes","2019","Bremen","Part Time","24","","","","1"
"Yes","2019","Bremen","Not Working","3","","","","1"
"Yes","2019","Bavaria","Not Working","25","","","","1"
"Yes","2019","Baden-Württemberg","Not Working","16","","","","1"
"Yes","2019","Bavaria","Full Time","809","0.564753426412301","0.540087391023476","0.589419461801125","1"
"Yes","2019","Bavaria","Part Time","382","0.474163472354111","0.440732646667549","0.507594298040673","1"
"Yes","2019","Berlin","Full Time","191","0.559424019142913","0.5096391497082","0.609208888577625","1"
"Yes","2019","Berlin","Part Time","95","0.477201592549205","0.40762974028723","0.546773444811181","1"
"Yes","2019","Berlin","Not Working","9","","","","1"
"Yes","2019","Brandenburg","Full Time","215","0.570202201459894","0.522515810104397","0.617888592815392","1"
"Yes","2019","Brandenburg","Part Time","63","0.526361007351902","0.449943697306352","0.602778317397452","1"
"Yes","2019","Mecklenburg-Western Pomerania","Part Time","44","0.416587253856399","0.320914351138535","0.512260156574262","1"
"Yes","2019","North Rhine-Westphalia","Full Time","1000","0.606419040122739","0.584246669596125","0.628591410649353","1"
"Yes","2019","North Rhine-Westphalia","Part Time","581","0.496749285006158","0.468931469279455","0.524567100732861","1"
"Yes","2019","North Rhine-Westphalia","Not Working","44","0.375974029384792","0.29426661596605","0.457681442803534","1"
"Yes","2019","Brandenburg","Not Working","4","","","","1"
"Yes","2019","Mecklenburg-Western Pomerania","Full Time","81","0.4922548729786","0.425428674675916","0.559081071281284","1"
"Yes","2019","Mecklenburg-Western Pomerania","Not Working","4","","","","1"
"Yes","2019","Saxony","Full Time","301","0.506824050193172","0.469191573918911","0.544456526467434","1"
"Yes","2019","Hesse","Full Time","381","0.610455667394026","0.57473684847705","0.646174486311001","1"
"Yes","2019","Rhineland-Palatinate,Saarland","Not Working","7","","","","1"
"Yes","2019","Baden-Württemberg","Full Time","596","0.576716091300247","0.547491810308731","0.605940372291764","1"
"Yes","2019","Baden-Württemberg","Part Time","308","0.474644186809785","0.436255587440774","0.513032786178796","1"
"Yes","2019","Saxony","Part Time","107","0.435373457392976","0.376559772974482","0.494187141811469","1"
"Yes","2019","Saxony","Not Working","10","","","","1"
"Yes","2019","Saxony-Anhalt","Not Working","10","","","","1"
"Yes","2019","Thuringia","Full Time","168","0.458852304061778","0.407089540208578","0.510615067914979","1"
"Yes","2019","Thuringia","Part Time","72","0.538331413364309","0.461563345949323","0.615099480779295","1"
"Yes","2019","Thuringia","Not Working","10","","","","1"
"Yes","2019","Hesse","Not Working","17","","","","1"
"Yes","2019","Rhineland-Palatinate,Saarland","Full Time","270","0.585807244396259","0.544299601009665","0.627314887782853","1"
"Yes","2019","Rhineland-Palatinate,Saarland","Part Time","137","0.393840913095902","0.341362620201141","0.446319205990664","1"
"Yes","2019","Saxony-Anhalt","Part Time","55","0.440519468966322","0.359151192857226","0.521887745075419","1"
"Yes","2019","Hesse","Part Time","182","0.546354124899848","0.494345861138848","0.598362388660848","1"
"Yes","2019","Saxony-Anhalt","Full Time","168","0.619414210593248","0.567265588132568","0.671562833053927","1"
