"plb0050","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2001","Mecklenburg-Western Pomerania","Female","72","0.455291703228814","0.377144641210625","0.533438765247003"
"Yes","2001","Saxony","Male","189","0.390458842797159","0.346632648106858","0.43428503748746"
"Yes","2001","Saxony","Female","189","0.452629817612993","0.404508298573034","0.500751336652952"
"Yes","2001","Saxony-Anhalt","Male","102","0.348493471032177","0.291657547913538","0.405329394150816"
"Yes","2001","Saxony-Anhalt","Female","123","0.428759029697853","0.367776681380499","0.489741378015207"
"Yes","2001","Thuringia","Male","131","0.427508636108737","0.370471713466094","0.48454555875138"
"Yes","2001","Thuringia","Female","107","0.454893154164179","0.389971527919603","0.519814780408756"
"No","2001","Schleswig-Holstein","Male","93","0.44870138179764","0.379771862685167","0.517630900910113"
"No","2001","Schleswig-Holstein","Female","97","0.541676807842685","0.467213914827384","0.616139700857986"
"No","2001","Hamburg","Male","37","0.44039353520679","0.332944382830273","0.547842687583307"
"No","2001","Hamburg","Female","28","","",""
"No","2001","Lower Saxony","Male","245","0.424551715935658","0.384600695378403","0.464502736492914"
"No","2001","Lower Saxony","Female","237","0.540646326375675","0.494906354331047","0.586386298420303"
"No","2001","Bremen","Male","21","","",""
"No","2001","Bremen","Female","17","","",""
"No","2001","North Rhine-Westphalia","Male","626","0.430493503995696","0.405318396789862","0.45566861120153"
"No","2001","North Rhine-Westphalia","Female","614","0.524416494116655","0.495652752770911","0.553180235462399"
"No","2001","Hesse","Male","185","0.380469148157975","0.33699095109637","0.42394734521958"
"No","2001","Hesse","Female","184","0.486202972025151","0.435883846561661","0.536522097488642"
"No","2001","Rhineland-Palatinate,Saarland","Male","189","0.496517645924151","0.448586322431127","0.544448969417176"
"No","2001","Rhineland-Palatinate,Saarland","Female","178","0.580949028367766","0.526024076509696","0.635873980225835"
"No","2001","Baden-Württemberg","Male","373","0.414800091742385","0.382539997426722","0.447060186058047"
"No","2001","Baden-Württemberg","Female","358","0.534357387279714","0.496810364024645","0.571904410534782"
"No","2001","Bavaria","Male","421","0.439016831061551","0.408009381723432","0.47002428039967"
"No","2001","Bavaria","Female","490","0.572239848449456","0.539230883680363","0.605248813218548"
"No","2001","Berlin","Male","104","0.484182350670624","0.421732254179096","0.546632447162152"
"No","2001","Berlin","Female","103","0.4788885146219","0.411323639734496","0.546453389509304"
"No","2001","Brandenburg","Male","149","0.551081948714639","0.491533243729888","0.610630653699391"
"No","2001","Brandenburg","Female","108","0.395814875349892","0.334201999831167","0.457427750868616"
"No","2001","Mecklenburg-Western Pomerania","Male","73","0.48864773250878","0.406430670047034","0.570864794970526"
"No","2001","Mecklenburg-Western Pomerania","Female","84","0.544708296771186","0.466561234752997","0.622855358789375"
"No","2001","Saxony","Male","287","0.609541157202841","0.56571496251254","0.653367351893142"
"No","2001","Saxony","Female","222","0.547370182387007","0.499248663347048","0.595491701426966"
"No","2001","Saxony-Anhalt","Male","168","0.651506528967823","0.594670605849184","0.708342452086462"
"No","2001","Saxony-Anhalt","Female","130","0.571240970302147","0.510258621984793","0.632223318619501"
"No","2001","Thuringia","Male","158","0.572491363891263","0.51545444124862","0.629528286533906"
"No","2001","Thuringia","Female","119","0.545106845835821","0.480185219591244","0.610028472080397"
"Yes","2002","Schleswig-Holstein","Male","","","",""
"Yes","2002","Schleswig-Holstein","Female","","","",""
"Yes","2002","Hamburg","Male","","","",""
"Yes","2002","Hamburg","Female","","","",""
"Yes","2002","Lower Saxony","Male","","","",""
"Yes","2002","Lower Saxony","Female","","","",""
"Yes","2002","Bremen","Male","","","",""
"Yes","2002","Bremen","Female","","","",""
"Yes","2002","North Rhine-Westphalia","Male","","","",""
"Yes","2002","North Rhine-Westphalia","Female","","","",""
"Yes","2002","Hesse","Male","","","",""
"Yes","2002","Hesse","Female","","","",""
"Yes","2002","Rhineland-Palatinate,Saarland","Male","","","",""
"Yes","2002","Rhineland-Palatinate,Saarland","Female","","","",""
"Yes","2002","Baden-Württemberg","Male","","","",""
"Yes","2002","Baden-Württemberg","Female","","","",""
"Yes","2002","Bavaria","Male","","","",""
"Yes","2002","Bavaria","Female","","","",""
"Yes","2002","Berlin","Male","","","",""
"Yes","2002","Berlin","Female","","","",""
"Yes","2002","Brandenburg","Male","","","",""
"Yes","2002","Brandenburg","Female","","","",""
"Yes","2002","Mecklenburg-Western Pomerania","Male","","","",""
"Yes","2002","Mecklenburg-Western Pomerania","Female","","","",""
"Yes","2002","Saxony","Male","","","",""
"Yes","2002","Saxony","Female","","","",""
"Yes","2002","Saxony-Anhalt","Male","","","",""
"Yes","2002","Saxony-Anhalt","Female","","","",""
"Yes","2002","Thuringia","Male","","","",""
"Yes","2002","Thuringia","Female","","","",""
"No","2002","Schleswig-Holstein","Male","","","",""
"No","2002","Schleswig-Holstein","Female","","","",""
"No","2002","Hamburg","Male","","","",""
"No","2002","Hamburg","Female","","","",""
"No","2002","Lower Saxony","Male","","","",""
"No","2002","Lower Saxony","Female","","","",""
"No","2002","Bremen","Male","","","",""
"No","2002","Bremen","Female","","","",""
"No","2002","North Rhine-Westphalia","Male","","","",""
"No","2002","North Rhine-Westphalia","Female","","","",""
"No","2002","Hesse","Male","","","",""
"No","2002","Hesse","Female","","","",""
"No","2002","Rhineland-Palatinate,Saarland","Male","","","",""
"No","2002","Rhineland-Palatinate,Saarland","Female","","","",""
"No","2002","Baden-Württemberg","Male","","","",""
"No","2002","Baden-Württemberg","Female","","","",""
"No","2002","Bavaria","Male","","","",""
"No","2002","Bavaria","Female","","","",""
"No","2002","Berlin","Male","","","",""
"No","2002","Berlin","Female","","","",""
"No","2002","Brandenburg","Male","","","",""
"No","2002","Brandenburg","Female","","","",""
"No","2002","Mecklenburg-Western Pomerania","Male","","","",""
"No","2002","Mecklenburg-Western Pomerania","Female","","","",""
"No","2002","Saxony","Male","","","",""
"No","2002","Saxony","Female","","","",""
"No","2002","Saxony-Anhalt","Male","","","",""
"No","2002","Saxony-Anhalt","Female","","","",""
"No","2002","Thuringia","Male","","","",""
"No","2002","Thuringia","Female","","","",""
"Yes","2003","Schleswig-Holstein","Male","","","",""
"Yes","2003","Schleswig-Holstein","Female","","","",""
"Yes","2003","Hamburg","Male","","","",""
"Yes","2003","Hamburg","Female","","","",""
"Yes","2003","Lower Saxony","Male","","","",""
"Yes","2003","Lower Saxony","Female","","","",""
"Yes","2003","Bremen","Male","","","",""
"Yes","2003","Bremen","Female","","","",""
"Yes","2003","North Rhine-Westphalia","Male","","","",""
"Yes","2003","North Rhine-Westphalia","Female","","","",""
"Yes","2003","Hesse","Male","","","",""
"Yes","2003","Hesse","Female","","","",""
"Yes","2003","Rhineland-Palatinate,Saarland","Male","","","",""
"Yes","2003","Rhineland-Palatinate,Saarland","Female","","","",""
"Yes","2003","Baden-Württemberg","Male","","","",""
"Yes","2003","Baden-Württemberg","Female","","","",""
"Yes","2003","Bavaria","Male","","","",""
"Yes","2003","Bavaria","Female","","","",""
"Yes","2003","Berlin","Male","","","",""
"Yes","2003","Berlin","Female","","","",""
"Yes","2003","Brandenburg","Male","","","",""
"Yes","2003","Brandenburg","Female","","","",""
"Yes","2003","Mecklenburg-Western Pomerania","Male","","","",""
"Yes","2003","Mecklenburg-Western Pomerania","Female","","","",""
"Yes","2003","Saxony","Male","","","",""
"Yes","2003","Saxony","Female","","","",""
"Yes","2003","Saxony-Anhalt","Male","","","",""
"Yes","2003","Saxony-Anhalt","Female","","","",""
"Yes","2003","Thuringia","Male","","","",""
"Yes","2003","Thuringia","Female","","","",""
"No","2003","Schleswig-Holstein","Male","","","",""
"No","2003","Schleswig-Holstein","Female","","","",""
"No","2003","Hamburg","Male","","","",""
"No","2003","Hamburg","Female","","","",""
"No","2003","Lower Saxony","Male","","","",""
"No","2003","Lower Saxony","Female","","","",""
"No","2003","Bremen","Male","","","",""
"No","2003","Bremen","Female","","","",""
"No","2003","North Rhine-Westphalia","Male","","","",""
"No","2003","North Rhine-Westphalia","Female","","","",""
"No","2003","Hesse","Male","","","",""
"No","2003","Hesse","Female","","","",""
"No","2003","Rhineland-Palatinate,Saarland","Male","","","",""
"No","2003","Rhineland-Palatinate,Saarland","Female","","","",""
"No","2003","Baden-Württemberg","Male","","","",""
"No","2003","Baden-Württemberg","Female","","","",""
"No","2003","Bavaria","Male","","","",""
"No","2003","Bavaria","Female","","","",""
"No","2003","Berlin","Male","","","",""
"No","2003","Berlin","Female","","","",""
"No","2003","Brandenburg","Male","","","",""
"No","2003","Brandenburg","Female","","","",""
"No","2003","Mecklenburg-Western Pomerania","Male","","","",""
"No","2003","Mecklenburg-Western Pomerania","Female","","","",""
"No","2003","Saxony","Male","","","",""
"No","2003","Saxony","Female","","","",""
"No","2003","Saxony-Anhalt","Male","","","",""
"No","2003","Saxony-Anhalt","Female","","","",""
"No","2003","Thuringia","Male","","","",""
"No","2003","Thuringia","Female","","","",""
"Yes","2004","Schleswig-Holstein","Male","","","",""
"Yes","2004","Schleswig-Holstein","Female","","","",""
"Yes","2004","Hamburg","Male","","","",""
"Yes","2004","Hamburg","Female","","","",""
"Yes","2004","Lower Saxony","Male","","","",""
"Yes","2004","Lower Saxony","Female","","","",""
"Yes","2004","Bremen","Male","","","",""
"Yes","2004","Bremen","Female","","","",""
"Yes","2004","North Rhine-Westphalia","Male","","","",""
"Yes","2004","North Rhine-Westphalia","Female","","","",""
"Yes","2004","Hesse","Male","","","",""
"Yes","2004","Hesse","Female","","","",""
"Yes","2004","Rhineland-Palatinate,Saarland","Male","","","",""
"Yes","2004","Rhineland-Palatinate,Saarland","Female","","","",""
"Yes","2004","Baden-Württemberg","Male","","","",""
"Yes","2004","Baden-Württemberg","Female","","","",""
"Yes","2004","Bavaria","Male","","","",""
"Yes","2004","Bavaria","Female","","","",""
"Yes","2004","Berlin","Male","","","",""
"Yes","2004","Berlin","Female","","","",""
"Yes","2004","Brandenburg","Male","","","",""
"Yes","2004","Brandenburg","Female","","","",""
"Yes","2004","Mecklenburg-Western Pomerania","Male","","","",""
"Yes","2004","Mecklenburg-Western Pomerania","Female","","","",""
"Yes","2004","Saxony","Male","","","",""
"Yes","2004","Saxony","Female","","","",""
"Yes","2004","Saxony-Anhalt","Male","","","",""
"Yes","2004","Saxony-Anhalt","Female","","","",""
"Yes","2004","Thuringia","Male","","","",""
"Yes","2004","Thuringia","Female","","","",""
"No","2004","Schleswig-Holstein","Male","","","",""
"No","2004","Schleswig-Holstein","Female","","","",""
"No","2004","Hamburg","Male","","","",""
"No","2004","Hamburg","Female","","","",""
"No","2004","Lower Saxony","Male","","","",""
"No","2004","Lower Saxony","Female","","","",""
"No","2004","Bremen","Male","","","",""
"No","2004","Bremen","Female","","","",""
"No","2004","North Rhine-Westphalia","Male","","","",""
"No","2004","North Rhine-Westphalia","Female","","","",""
"No","2004","Hesse","Male","","","",""
"No","2004","Hesse","Female","","","",""
"No","2004","Rhineland-Palatinate,Saarland","Male","","","",""
"No","2004","Rhineland-Palatinate,Saarland","Female","","","",""
"No","2004","Baden-Württemberg","Male","","","",""
"No","2004","Baden-Württemberg","Female","","","",""
"No","2004","Bavaria","Male","","","",""
"No","2004","Bavaria","Female","","","",""
"No","2004","Berlin","Male","","","",""
"No","2004","Berlin","Female","","","",""
"No","2004","Brandenburg","Male","","","",""
"No","2004","Brandenburg","Female","","","",""
"No","2004","Mecklenburg-Western Pomerania","Male","","","",""
"No","2004","Mecklenburg-Western Pomerania","Female","","","",""
"No","2004","Saxony","Male","","","",""
"No","2004","Saxony","Female","","","",""
"No","2004","Saxony-Anhalt","Male","","","",""
"No","2004","Saxony-Anhalt","Female","","","",""
"No","2004","Thuringia","Male","","","",""
"No","2004","Thuringia","Female","","","",""
"Yes","2005","Schleswig-Holstein","Male","","","",""
"Yes","2005","Schleswig-Holstein","Female","","","",""
"Yes","2005","Hamburg","Male","","","",""
"Yes","2005","Hamburg","Female","","","",""
"Yes","2005","Lower Saxony","Male","","","",""
"Yes","2005","Lower Saxony","Female","","","",""
"Yes","2005","Bremen","Male","","","",""
"Yes","2005","Bremen","Female","","","",""
"Yes","2005","North Rhine-Westphalia","Male","","","",""
"Yes","2005","North Rhine-Westphalia","Female","","","",""
"Yes","2005","Hesse","Male","","","",""
"Yes","2005","Hesse","Female","","","",""
"Yes","2005","Rhineland-Palatinate,Saarland","Male","","","",""
"Yes","2005","Rhineland-Palatinate,Saarland","Female","","","",""
"Yes","2005","Baden-Württemberg","Male","","","",""
"Yes","2005","Baden-Württemberg","Female","","","",""
"Yes","2005","Bavaria","Male","","","",""
"Yes","2005","Bavaria","Female","","","",""
"Yes","2005","Berlin","Male","","","",""
"Yes","2005","Berlin","Female","","","",""
"Yes","2005","Brandenburg","Male","","","",""
"Yes","2005","Brandenburg","Female","","","",""
"Yes","2005","Mecklenburg-Western Pomerania","Male","","","",""
"Yes","2005","Mecklenburg-Western Pomerania","Female","","","",""
"Yes","2005","Saxony","Male","","","",""
"Yes","2005","Saxony","Female","","","",""
"Yes","2005","Saxony-Anhalt","Male","","","",""
"Yes","2005","Saxony-Anhalt","Female","","","",""
"Yes","2005","Thuringia","Male","","","",""
"Yes","2005","Thuringia","Female","","","",""
"No","2005","Schleswig-Holstein","Male","","","",""
"No","2005","Schleswig-Holstein","Female","","","",""
"No","2005","Hamburg","Male","","","",""
"No","2005","Hamburg","Female","","","",""
"No","2005","Lower Saxony","Male","","","",""
"No","2005","Lower Saxony","Female","","","",""
"No","2005","Bremen","Male","","","",""
"No","2005","Bremen","Female","","","",""
"No","2005","North Rhine-Westphalia","Male","","","",""
"No","2005","North Rhine-Westphalia","Female","","","",""
"No","2005","Hesse","Male","","","",""
"No","2005","Hesse","Female","","","",""
"No","2005","Rhineland-Palatinate,Saarland","Male","","","",""
"No","2005","Rhineland-Palatinate,Saarland","Female","","","",""
"No","2005","Baden-Württemberg","Male","","","",""
"No","2005","Baden-Württemberg","Female","","","",""
"No","2005","Bavaria","Male","","","",""
"No","2005","Bavaria","Female","","","",""
"No","2005","Berlin","Male","","","",""
"No","2005","Berlin","Female","","","",""
"No","2005","Brandenburg","Male","","","",""
"No","2005","Brandenburg","Female","","","",""
"No","2005","Mecklenburg-Western Pomerania","Male","","","",""
"No","2005","Mecklenburg-Western Pomerania","Female","","","",""
"No","2005","Saxony","Male","","","",""
"No","2005","Saxony","Female","","","",""
"No","2005","Saxony-Anhalt","Male","","","",""
"No","2005","Saxony-Anhalt","Female","","","",""
"No","2005","Thuringia","Male","","","",""
"No","2005","Thuringia","Female","","","",""
"Yes","2006","Schleswig-Holstein","Male","95","0.479557662553023","0.409438372212858","0.549676952893189"
"Yes","2006","Schleswig-Holstein","Female","84","0.466978862348186","0.391981764536111","0.541975960160262"
"Yes","2006","Hamburg","Male","36","0.428073873015161","0.320978552695162","0.53516919333516"
"Yes","2006","Hamburg","Female","33","0.50001424907824","0.384522263762665","0.615506234393815"
"Yes","2006","Lower Saxony","Male","311","0.542047351889964","0.50167360473791","0.582421099042018"
"Yes","2006","Lower Saxony","Female","234","0.4797857302024","0.435505644224846","0.524065816179953"
"Yes","2006","Bremen","Male","17","","",""
"Yes","2006","Bremen","Female","28","","",""
"Yes","2006","North Rhine-Westphalia","Male","762","0.552639596952368","0.525867035631646","0.57941215827309"
"Yes","2006","North Rhine-Westphalia","Female","584","0.512291082704169","0.483439331155437","0.541142834252901"
"Yes","2006","Hesse","Male","265","0.545915776600618","0.50056459313301","0.591266960068225"
"Yes","2006","Hesse","Female","222","0.524457014054032","0.476865694501481","0.572048333606583"
"Yes","2006","Rhineland-Palatinate,Saarland","Male","205","0.471384314170555","0.420928437672945","0.521840190668165"
"Yes","2006","Rhineland-Palatinate,Saarland","Female","149","0.408562744465481","0.357355644604089","0.459769844326873"
"Yes","2006","Baden-Württemberg","Male","483","0.574526187528044","0.541597040822758","0.607455334233329"
"Yes","2006","Baden-Württemberg","Female","348","0.499255590970685","0.462109510585245","0.536401671356125"
"Yes","2006","Bavaria","Male","528","0.534000440734319","0.50221222999319","0.565788651475447"
"Yes","2006","Bavaria","Female","412","0.466025734802939","0.433141550631564","0.498909918974313"
"Yes","2006","Berlin","Male","112","0.45052261817004","0.384776523556574","0.516268712783506"
"Yes","2006","Berlin","Female","122","0.510211779696623","0.444601019746329","0.575822539646918"
"Yes","2006","Brandenburg","Male","110","0.433511091937893","0.370945525318701","0.496076658557085"
"Yes","2006","Brandenburg","Female","130","0.529540280008243","0.46652435828649","0.592556201729996"
"Yes","2006","Mecklenburg-Western Pomerania","Male","59","0.342579440514829","0.261000379248993","0.424158501780665"
"Yes","2006","Mecklenburg-Western Pomerania","Female","73","0.54551763491637","0.464472489593061","0.62656278023968"
"Yes","2006","Saxony","Male","183","0.464040275334524","0.416958441362438","0.511122109306611"
"Yes","2006","Saxony","Female","192","0.497708184921531","0.448952770694834","0.546463599148228"
"Yes","2006","Saxony-Anhalt","Male","98","0.405556112690125","0.342238721944527","0.468873503435722"
"Yes","2006","Saxony-Anhalt","Female","108","0.371774923016232","0.308627662830628","0.434922183201836"
"Yes","2006","Thuringia","Male","105","0.32736612417178","0.270327682302931","0.384404566040629"
"Yes","2006","Thuringia","Female","101","0.393004596864844","0.328756078039804","0.457253115689885"
"No","2006","Schleswig-Holstein","Male","100","0.520442337446977","0.450323047106811","0.590561627787142"
"No","2006","Schleswig-Holstein","Female","86","0.533021137651814","0.458024039839738","0.608018235463889"
"No","2006","Hamburg","Male","46","0.571926126984839","0.46483080666484","0.679021447304838"
"No","2006","Hamburg","Female","39","0.49998575092176","0.384493765606185","0.615477736237335"
"No","2006","Lower Saxony","Male","274","0.457952648110036","0.417578900957981","0.49832639526209"
"No","2006","Lower Saxony","Female","255","0.520214269797601","0.475934183820047","0.564494355775154"
"No","2006","Bremen","Male","19","","",""
"No","2006","Bremen","Female","12","","",""
"No","2006","North Rhine-Westphalia","Male","563","0.447360403047632","0.42058784172691","0.474132964368354"
"No","2006","North Rhine-Westphalia","Female","569","0.487708917295831","0.458857165747099","0.516560668844563"
"No","2006","Hesse","Male","198","0.454084223399382","0.408733039931775","0.49943540686699"
"No","2006","Hesse","Female","201","0.475542985945968","0.427951666393417","0.523134305498519"
"No","2006","Rhineland-Palatinate,Saarland","Male","171","0.528615685829445","0.478159809331835","0.579071562327055"
"No","2006","Rhineland-Palatinate,Saarland","Female","205","0.591437255534519","0.540230155673127","0.642644355395911"
"No","2006","Baden-Württemberg","Male","383","0.425473812471957","0.392544665766671","0.458402959177242"
"No","2006","Baden-Württemberg","Female","348","0.500744409029315","0.463598328643875","0.537890489414755"
"No","2006","Bavaria","Male","418","0.465999559265681","0.434211348524553","0.49778777000681"
"No","2006","Bavaria","Female","472","0.533974265197061","0.501090081025687","0.566858449368436"
"No","2006","Berlin","Male","108","0.54947738182996","0.483731287216494","0.615223476443426"
"No","2006","Berlin","Female","101","0.489788220303377","0.424177460353082","0.555398980253671"
"No","2006","Brandenburg","Male","131","0.566488908062107","0.503923341442915","0.629054474681299"
"No","2006","Brandenburg","Female","111","0.470459719991757","0.407443798270004","0.53347564171351"
"No","2006","Mecklenburg-Western Pomerania","Male","71","0.657420559485171","0.575841498219335","0.738999620751007"
"No","2006","Mecklenburg-Western Pomerania","Female","72","0.45448236508363","0.37343721976032","0.535527510406939"
"No","2006","Saxony","Male","248","0.535959724665475","0.488877890693389","0.583041558637562"
"No","2006","Saxony","Female","212","0.502291815078469","0.453536400851771","0.551047229305166"
"No","2006","Saxony-Anhalt","Male","133","0.594443887309875","0.531126496564278","0.657761278055473"
"No","2006","Saxony-Anhalt","Female","117","0.628225076983768","0.565077816798164","0.691372337169372"
"No","2006","Thuringia","Male","155","0.67263387582822","0.615595433959371","0.729672317697069"
"No","2006","Thuringia","Female","121","0.606995403135156","0.542746884310115","0.671243921960196"
"Yes","2007","Schleswig-Holstein","Male","","","",""
"Yes","2007","Schleswig-Holstein","Female","","","",""
"Yes","2007","Hamburg","Male","","","",""
"Yes","2007","Hamburg","Female","","","",""
"Yes","2007","Lower Saxony","Male","","","",""
"Yes","2007","Lower Saxony","Female","","","",""
"Yes","2007","Bremen","Male","","","",""
"Yes","2007","Bremen","Female","","","",""
"Yes","2007","North Rhine-Westphalia","Male","","","",""
"Yes","2007","North Rhine-Westphalia","Female","","","",""
"Yes","2007","Hesse","Male","","","",""
"Yes","2007","Hesse","Female","","","",""
"Yes","2007","Rhineland-Palatinate,Saarland","Male","","","",""
"Yes","2007","Rhineland-Palatinate,Saarland","Female","","","",""
"Yes","2007","Baden-Württemberg","Male","","","",""
"Yes","2007","Baden-Württemberg","Female","","","",""
"Yes","2007","Bavaria","Male","","","",""
"Yes","2007","Bavaria","Female","","","",""
"Yes","2007","Berlin","Male","","","",""
"Yes","2007","Berlin","Female","","","",""
"Yes","2007","Brandenburg","Male","","","",""
"Yes","2007","Brandenburg","Female","","","",""
"Yes","2007","Mecklenburg-Western Pomerania","Male","","","",""
"Yes","2007","Mecklenburg-Western Pomerania","Female","","","",""
"Yes","2007","Saxony","Male","","","",""
"Yes","2007","Saxony","Female","","","",""
"Yes","2007","Saxony-Anhalt","Male","","","",""
"Yes","2007","Saxony-Anhalt","Female","","","",""
"Yes","2007","Thuringia","Male","","","",""
"Yes","2007","Thuringia","Female","","","",""
"No","2007","Schleswig-Holstein","Male","","","",""
"No","2007","Schleswig-Holstein","Female","","","",""
"No","2007","Hamburg","Male","","","",""
"No","2007","Hamburg","Female","","","",""
"No","2007","Lower Saxony","Male","","","",""
"No","2007","Lower Saxony","Female","","","",""
"No","2007","Bremen","Male","","","",""
"No","2007","Bremen","Female","","","",""
"No","2007","North Rhine-Westphalia","Male","","","",""
"No","2007","North Rhine-Westphalia","Female","","","",""
"No","2007","Hesse","Male","","","",""
"No","2007","Hesse","Female","","","",""
"No","2007","Rhineland-Palatinate,Saarland","Male","","","",""
"No","2007","Rhineland-Palatinate,Saarland","Female","","","",""
"No","2007","Baden-Württemberg","Male","","","",""
"No","2007","Baden-Württemberg","Female","","","",""
"No","2007","Bavaria","Male","","","",""
"No","2007","Bavaria","Female","","","",""
"No","2007","Berlin","Male","","","",""
"No","2007","Berlin","Female","","","",""
"No","2007","Brandenburg","Male","","","",""
"No","2007","Brandenburg","Female","","","",""
"No","2007","Mecklenburg-Western Pomerania","Male","","","",""
"No","2007","Mecklenburg-Western Pomerania","Female","","","",""
"No","2007","Saxony","Male","","","",""
"No","2007","Saxony","Female","","","",""
"No","2007","Saxony-Anhalt","Male","","","",""
"No","2007","Saxony-Anhalt","Female","","","",""
"No","2007","Thuringia","Male","","","",""
"No","2007","Thuringia","Female","","","",""
"Yes","2008","Schleswig-Holstein","Male","","","",""
"Yes","2008","Schleswig-Holstein","Female","","","",""
"Yes","2008","Hamburg","Male","","","",""
"Yes","2008","Hamburg","Female","","","",""
"Yes","2008","Lower Saxony","Male","","","",""
"Yes","2008","Lower Saxony","Female","","","",""
"Yes","2008","Bremen","Male","","","",""
"Yes","2008","Bremen","Female","","","",""
"Yes","2008","North Rhine-Westphalia","Male","","","",""
"Yes","2008","North Rhine-Westphalia","Female","","","",""
"Yes","2008","Hesse","Male","","","",""
"Yes","2008","Hesse","Female","","","",""
"Yes","2008","Rhineland-Palatinate,Saarland","Male","","","",""
"Yes","2008","Rhineland-Palatinate,Saarland","Female","","","",""
"Yes","2008","Baden-Württemberg","Male","","","",""
"Yes","2008","Baden-Württemberg","Female","","","",""
"Yes","2008","Bavaria","Male","","","",""
"Yes","2008","Bavaria","Female","","","",""
"Yes","2008","Berlin","Male","","","",""
"Yes","2008","Berlin","Female","","","",""
"Yes","2008","Brandenburg","Male","","","",""
"Yes","2008","Brandenburg","Female","","","",""
"Yes","2008","Mecklenburg-Western Pomerania","Male","","","",""
"Yes","2008","Mecklenburg-Western Pomerania","Female","","","",""
"Yes","2008","Saxony","Male","","","",""
"Yes","2008","Saxony","Female","","","",""
"Yes","2008","Saxony-Anhalt","Male","","","",""
"Yes","2008","Saxony-Anhalt","Female","","","",""
"Yes","2008","Thuringia","Male","","","",""
"Yes","2008","Thuringia","Female","","","",""
"No","2008","Schleswig-Holstein","Male","","","",""
"No","2008","Schleswig-Holstein","Female","","","",""
"No","2008","Hamburg","Male","","","",""
"No","2008","Hamburg","Female","","","",""
"No","2008","Lower Saxony","Male","","","",""
"No","2008","Lower Saxony","Female","","","",""
"No","2008","Bremen","Male","","","",""
"No","2008","Bremen","Female","","","",""
"No","2008","North Rhine-Westphalia","Male","","","",""
"No","2008","North Rhine-Westphalia","Female","","","",""
"No","2008","Hesse","Male","","","",""
"No","2008","Hesse","Female","","","",""
"No","2008","Rhineland-Palatinate,Saarland","Male","","","",""
"No","2008","Rhineland-Palatinate,Saarland","Female","","","",""
"No","2008","Baden-Württemberg","Male","","","",""
"No","2008","Baden-Württemberg","Female","","","",""
"No","2008","Bavaria","Male","","","",""
"No","2008","Bavaria","Female","","","",""
"No","2008","Berlin","Male","","","",""
"No","2008","Berlin","Female","","","",""
"No","2008","Brandenburg","Male","","","",""
"No","2008","Brandenburg","Female","","","",""
"No","2008","Mecklenburg-Western Pomerania","Male","","","",""
"No","2008","Mecklenburg-Western Pomerania","Female","","","",""
"No","2008","Saxony","Male","","","",""
"No","2008","Saxony","Female","","","",""
"No","2008","Saxony-Anhalt","Male","","","",""
"No","2008","Saxony-Anhalt","Female","","","",""
"No","2008","Thuringia","Male","","","",""
"No","2008","Thuringia","Female","","","",""
"Yes","2009","Schleswig-Holstein","Male","","","",""
"Yes","2009","Schleswig-Holstein","Female","","","",""
"Yes","2009","Hamburg","Male","","","",""
"Yes","2009","Hamburg","Female","","","",""
