"plb0050","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Yes","2005","Employed","Couple + C. LE and GT 16","","","","","1"
"No","2006","Employed","Single parent ","332","0.505270180413861","0.466655625314077","0.543884735513645","2"
"No","2006","Employed","Couple + C. LE 16 ","1356","0.485163497392806","0.466801946197435","0.503525048588176","2"
"No","2006","Not Employed","(Married) couple without C. ","20","","","","2"
"No","2006","Not Employed","Couple + C. LE 16 ","40","0.666425922035895","0.544025546272385","0.788826297799405","2"
"No","2006","Not Employed","1-pers.-HH","21","","","","2"
"No","2006","Not Employed","Single parent ","11","","","","2"
"No","2006","Not Employed","Couple + C. GT 16 ","34","0.742581691767616","0.620164648535106","0.864998735000126","2"
"No","2006","Not Employed","Couple + C. LE and GT 16","13","","","","2"
"No","2006","Employed","Couple + C. GT 16 ","1156","0.51753842397997","0.497235781617702","0.537841066342238","2"
"No","2006","Employed","1-pers.-HH","702","0.469478393861749","0.443948770589569","0.49500801713393","2"
"No","2006","Employed","(Married) couple without C. ","1635","0.482641360048421","0.465876957984034","0.499405762112807","2"
"No","2006","Employed","Couple + C. LE and GT 16","481","0.530897064893423","0.499652513717119","0.562141616069726","2"
"Yes","2006","Not Employed","Couple + C. GT 16 ","15","","","","1"
"Yes","2006","Not Employed","1-pers.-HH","4","","","","1"
"Yes","2006","Not Employed","(Married) couple without C. ","9","","","","1"
"Yes","2006","Not Employed","Single parent ","6","","","","1"
"Yes","2006","Not Employed","Couple + C. LE 16 ","17","","","","1"
"Yes","2006","Not Employed","Couple + C. LE and GT 16","3","","","","1"
"Yes","2006","Employed","1-pers.-HH","766","0.530521606138251","0.50499198286607","0.556051229410431","1"
"Yes","2006","Employed","(Married) couple without C. ","1778","0.517358639951579","0.500594237887193","0.534123042015966","1"
"Yes","2006","Employed","Single parent ","312","0.494729819586139","0.456115264486355","0.533344374685924","1"
"Yes","2006","Employed","Couple + C. LE 16 ","1490","0.514836502607194","0.496474951411824","0.533198053802564","1"
"Yes","2006","Employed","Couple + C. GT 16 ","1171","0.48246157602003","0.462158933657762","0.502764218382298","1"
"Yes","2006","Employed","Couple + C. LE and GT 16","499","0.469102935106577","0.437858383930274","0.500347486282881","1"
"No","2007","Employed","Single parent ","","","","","2"
"No","2007","Employed","Couple + C. LE 16 ","","","","","2"
"No","2007","Not Employed","(Married) couple without C. ","","","","","2"
"No","2007","Not Employed","Couple + C. LE 16 ","","","","","2"
"No","2007","Not Employed","1-pers.-HH","","","","","2"
"No","2007","Not Employed","Single parent ","","","","","2"
"No","2007","Not Employed","Couple + C. GT 16 ","","","","","2"
"No","2007","Not Employed","Couple + C. LE and GT 16","","","","","2"
"No","2007","Employed","Couple + C. GT 16 ","","","","","2"
"No","2007","Employed","1-pers.-HH","","","","","2"
"No","2007","Employed","(Married) couple without C. ","","","","","2"
"No","2007","Employed","Couple + C. LE and GT 16","","","","","2"
"Yes","2007","Not Employed","1-pers.-HH","","","","","1"
"Yes","2007","Not Employed","Couple + C. GT 16 ","","","","","1"
"Yes","2007","Not Employed","(Married) couple without C. ","","","","","1"
"Yes","2007","Not Employed","Single parent ","","","","","1"
"Yes","2007","Not Employed","Couple + C. LE 16 ","","","","","1"
"Yes","2007","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Yes","2007","Employed","1-pers.-HH","","","","","1"
"Yes","2007","Employed","(Married) couple without C. ","","","","","1"
"Yes","2007","Employed","Single parent ","","","","","1"
"Yes","2007","Employed","Couple + C. LE 16 ","","","","","1"
"Yes","2007","Employed","Couple + C. GT 16 ","","","","","1"
"Yes","2007","Employed","Couple + C. LE and GT 16","","","","","1"
"No","2008","Not Employed","Couple + C. GT 16 ","","","","","2"
"No","2008","Employed","Single parent ","","","","","2"
"No","2008","Not Employed","1-pers.-HH","","","","","2"
"No","2008","Not Employed","(Married) couple without C. ","","","","","2"
"No","2008","Not Employed","Single parent ","","","","","2"
"No","2008","Not Employed","Couple + C. LE 16 ","","","","","2"
"No","2008","Employed","Couple + C. LE 16 ","","","","","2"
"No","2008","Not Employed","Couple + C. LE and GT 16","","","","","2"
"No","2008","Employed","1-pers.-HH","","","","","2"
"No","2008","Employed","(Married) couple without C. ","","","","","2"
"No","2008","Employed","Couple + C. GT 16 ","","","","","2"
"No","2008","Employed","Couple + C. LE and GT 16","","","","","2"
"Yes","2008","Not Employed","1-pers.-HH","","","","","1"
"Yes","2008","Not Employed","Couple + C. GT 16 ","","","","","1"
"Yes","2008","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Yes","2008","Employed","1-pers.-HH","","","","","1"
"Yes","2008","Employed","(Married) couple without C. ","","","","","1"
"Yes","2008","Employed","Single parent ","","","","","1"
"Yes","2008","Employed","Couple + C. LE 16 ","","","","","1"
"Yes","2008","Employed","Couple + C. GT 16 ","","","","","1"
"Yes","2008","Employed","Couple + C. LE and GT 16","","","","","1"
"Yes","2008","Not Employed","(Married) couple without C. ","","","","","1"
"Yes","2008","Not Employed","Single parent ","","","","","1"
"Yes","2008","Not Employed","Couple + C. LE 16 ","","","","","1"
"No","2009","Not Employed","1-pers.-HH","","","","","2"
"No","2009","Not Employed","(Married) couple without C. ","","","","","2"
"No","2009","Not Employed","Single parent ","","","","","2"
"No","2009","Not Employed","Couple + C. LE 16 ","","","","","2"
"No","2009","Not Employed","Couple + C. GT 16 ","","","","","2"
"No","2009","Employed","Single parent ","","","","","2"
"No","2009","Employed","Couple + C. LE 16 ","","","","","2"
"No","2009","Employed","Couple + C. GT 16 ","","","","","2"
"No","2009","Not Employed","Couple + C. LE and GT 16","","","","","2"
"No","2009","Employed","1-pers.-HH","","","","","2"
"No","2009","Employed","(Married) couple without C. ","","","","","2"
"No","2009","Employed","Couple + C. LE and GT 16","","","","","2"
"Yes","2009","Not Employed","1-pers.-HH","","","","","1"
"Yes","2009","Not Employed","Couple + C. GT 16 ","","","","","1"
"Yes","2009","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Yes","2009","Employed","1-pers.-HH","","","","","1"
"Yes","2009","Employed","(Married) couple without C. ","","","","","1"
"Yes","2009","Employed","Single parent ","","","","","1"
"Yes","2009","Employed","Couple + C. LE 16 ","","","","","1"
"Yes","2009","Employed","Couple + C. GT 16 ","","","","","1"
"Yes","2009","Employed","Couple + C. LE and GT 16","","","","","1"
"Yes","2009","Not Employed","(Married) couple without C. ","","","","","1"
"Yes","2009","Not Employed","Single parent ","","","","","1"
"Yes","2009","Not Employed","Couple + C. LE 16 ","","","","","1"
"No","2010","Not Employed","1-pers.-HH","","","","","2"
"No","2010","Not Employed","(Married) couple without C. ","","","","","2"
"No","2010","Not Employed","Single parent ","","","","","2"
"No","2010","Not Employed","Couple + C. LE 16 ","","","","","2"
"No","2010","Not Employed","Couple + C. GT 16 ","","","","","2"
"No","2010","Employed","Single parent ","","","","","2"
"No","2010","Employed","Couple + C. LE 16 ","","","","","2"
"No","2010","Employed","Couple + C. GT 16 ","","","","","2"
"No","2010","Not Employed","Couple + C. LE and GT 16","","","","","2"
"No","2010","Employed","1-pers.-HH","","","","","2"
"No","2010","Employed","(Married) couple without C. ","","","","","2"
"No","2010","Employed","Couple + C. LE and GT 16","","","","","2"
"Yes","2010","Not Employed","1-pers.-HH","","","","","1"
"Yes","2010","Not Employed","Couple + C. GT 16 ","","","","","1"
"Yes","2010","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Yes","2010","Employed","1-pers.-HH","","","","","1"
"Yes","2010","Not Employed","(Married) couple without C. ","","","","","1"
"Yes","2010","Not Employed","Single parent ","","","","","1"
"Yes","2010","Not Employed","Couple + C. LE 16 ","","","","","1"
"Yes","2010","Employed","(Married) couple without C. ","","","","","1"
"Yes","2010","Employed","Single parent ","","","","","1"
"Yes","2010","Employed","Couple + C. LE 16 ","","","","","1"
"Yes","2010","Employed","Couple + C. GT 16 ","","","","","1"
"Yes","2010","Employed","Couple + C. LE and GT 16","","","","","1"
"No","2011","Employed","Single parent ","345","0.523184647956483","0.485699561696714","0.560669734216251","2"
"No","2011","Employed","Couple + C. LE 16 ","1085","0.423188840023876","0.40328938547714","0.443088294570613","2"
"No","2011","Employed","Couple + C. GT 16 ","977","0.488398083941308","0.466796579333723","0.509999588548894","2"
"No","2011","Not Employed","1-pers.-HH","11","","","","2"
"No","2011","Not Employed","(Married) couple without C. ","17","","","","2"
"No","2011","Not Employed","Single parent ","16","","","","2"
"No","2011","Not Employed","Couple + C. LE 16 ","26","","","","2"
"No","2011","Not Employed","Couple + C. GT 16 ","15","","","","2"
"No","2011","Not Employed","Couple + C. LE and GT 16","5","","","","2"
"No","2011","Employed","1-pers.-HH","653","0.457584343951374","0.431897197957211","0.483271489945537","2"
"No","2011","Employed","(Married) couple without C. ","1526","0.44694990111693","0.430240671197127","0.463659131036732","2"
"No","2011","Employed","Couple + C. LE and GT 16","420","0.509253774512152","0.475120331496455","0.54338721752785","2"
"Yes","2011","Not Employed","1-pers.-HH","15","","","","1"
"Yes","2011","Not Employed","Couple + C. GT 16 ","12","","","","1"
"Yes","2011","Not Employed","Couple + C. LE and GT 16","8","","","","1"
"Yes","2011","Employed","1-pers.-HH","792","0.542415656048626","0.516728510054463","0.568102802042789","1"
"Yes","2011","Not Employed","(Married) couple without C. ","7","","","","1"
"Yes","2011","Not Employed","Single parent ","4","","","","1"
"Yes","2011","Not Employed","Couple + C. LE 16 ","18","","","","1"
"Yes","2011","Employed","(Married) couple without C. ","1875","0.55305009888307","0.536340868963268","0.569759328802873","1"
"Yes","2011","Employed","Single parent ","337","0.476815352043517","0.439330265783749","0.514300438303286","1"
"Yes","2011","Employed","Couple + C. LE 16 ","1283","0.576811159976124","0.556911705429387","0.59671061452286","1"
"Yes","2011","Employed","Couple + C. GT 16 ","1080","0.511601916058692","0.490000411451106","0.533203420666277","1"
"Yes","2011","Employed","Couple + C. LE and GT 16","404","0.490746225487848","0.45661278247215","0.524879668503545","1"
"No","2012","Employed","Single parent ","","","","","2"
"No","2012","Employed","Couple + C. LE 16 ","","","","","2"
"No","2012","Employed","Couple + C. GT 16 ","","","","","2"
"No","2012","Not Employed","1-pers.-HH","","","","","2"
"No","2012","Not Employed","(Married) couple without C. ","","","","","2"
"No","2012","Not Employed","Single parent ","","","","","2"
"No","2012","Not Employed","Couple + C. LE 16 ","","","","","2"
"No","2012","Not Employed","Couple + C. GT 16 ","","","","","2"
"No","2012","Not Employed","Couple + C. LE and GT 16","","","","","2"
"No","2012","Employed","1-pers.-HH","","","","","2"
"No","2012","Employed","(Married) couple without C. ","","","","","2"
"No","2012","Employed","Couple + C. LE and GT 16","","","","","2"
"Yes","2012","Not Employed","1-pers.-HH","","","","","1"
"Yes","2012","Not Employed","(Married) couple without C. ","","","","","1"
"Yes","2012","Not Employed","Couple + C. GT 16 ","","","","","1"
"Yes","2012","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Yes","2012","Employed","1-pers.-HH","","","","","1"
"Yes","2012","Not Employed","Single parent ","","","","","1"
"Yes","2012","Employed","Single parent ","","","","","1"
"Yes","2012","Employed","Couple + C. LE 16 ","","","","","1"
"Yes","2012","Employed","Couple + C. GT 16 ","","","","","1"
"Yes","2012","Employed","Couple + C. LE and GT 16","","","","","1"
"Yes","2012","Not Employed","Couple + C. LE 16 ","","","","","1"
"Yes","2012","Employed","(Married) couple without C. ","","","","","1"
"No","2013","Not Employed","1-pers.-HH","","","","","2"
"No","2013","Not Employed","(Married) couple without C. ","","","","","2"
"No","2013","Not Employed","Single parent ","","","","","2"
"No","2013","Not Employed","Couple + C. LE 16 ","","","","","2"
"No","2013","Not Employed","Couple + C. GT 16 ","","","","","2"
"No","2013","Not Employed","Couple + C. LE and GT 16","","","","","2"
"No","2013","Employed","1-pers.-HH","","","","","2"
"No","2013","Employed","Single parent ","","","","","2"
"No","2013","Employed","Couple + C. LE 16 ","","","","","2"
"No","2013","Employed","Couple + C. GT 16 ","","","","","2"
"No","2013","Employed","(Married) couple without C. ","","","","","2"
"No","2013","Employed","Couple + C. LE and GT 16","","","","","2"
"Yes","2013","Not Employed","1-pers.-HH","","","","","1"
"Yes","2013","Not Employed","Couple + C. GT 16 ","","","","","1"
"Yes","2013","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Yes","2013","Not Employed","(Married) couple without C. ","","","","","1"
"Yes","2013","Employed","1-pers.-HH","","","","","1"
"Yes","2013","Employed","(Married) couple without C. ","","","","","1"
"Yes","2013","Employed","Couple + C. LE 16 ","","","","","1"
"Yes","2013","Employed","Couple + C. LE and GT 16","","","","","1"
"Yes","2013","Employed","Single parent ","","","","","1"
"Yes","2013","Employed","Couple + C. GT 16 ","","","","","1"
"Yes","2013","Not Employed","Single parent ","","","","","1"
"Yes","2013","Not Employed","Couple + C. LE 16 ","","","","","1"
"No","2014","Not Employed","1-pers.-HH","","","","","2"
"No","2014","Not Employed","(Married) couple without C. ","","","","","2"
"No","2014","Not Employed","Single parent ","","","","","2"
"No","2014","Not Employed","Couple + C. LE 16 ","","","","","2"
"No","2014","Not Employed","Couple + C. GT 16 ","","","","","2"
"No","2014","Not Employed","Couple + C. LE and GT 16","","","","","2"
"No","2014","Employed","1-pers.-HH","","","","","2"
"No","2014","Employed","Single parent ","","","","","2"
"No","2014","Employed","Couple + C. LE 16 ","","","","","2"
"No","2014","Employed","Couple + C. GT 16 ","","","","","2"
"No","2014","Employed","Couple + C. LE and GT 16","","","","","2"
"No","2014","Employed","(Married) couple without C. ","","","","","2"
"Yes","2014","Not Employed","1-pers.-HH","","","","","1"
"Yes","2014","Not Employed","Couple + C. GT 16 ","","","","","1"
"Yes","2014","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Yes","2014","Not Employed","(Married) couple without C. ","","","","","1"
"Yes","2014","Employed","1-pers.-HH","","","","","1"
"Yes","2014","Employed","(Married) couple without C. ","","","","","1"
"Yes","2014","Employed","Couple + C. LE 16 ","","","","","1"
"Yes","2014","Employed","Couple + C. LE and GT 16","","","","","1"
"Yes","2014","Employed","Single parent ","","","","","1"
"Yes","2014","Employed","Couple + C. GT 16 ","","","","","1"
"Yes","2014","Not Employed","Single parent ","","","","","1"
"Yes","2014","Not Employed","Couple + C. LE 16 ","","","","","1"
"No","2015","Not Employed","1-pers.-HH","","","","","2"
"No","2015","Not Employed","(Married) couple without C. ","","","","","2"
"No","2015","Not Employed","Single parent ","","","","","2"
"No","2015","Not Employed","Couple + C. LE 16 ","","","","","2"
"No","2015","Not Employed","Couple + C. GT 16 ","","","","","2"
"No","2015","Not Employed","Couple + C. LE and GT 16","","","","","2"
"No","2015","Employed","1-pers.-HH","","","","","2"
"No","2015","Employed","Single parent ","","","","","2"
"No","2015","Employed","Couple + C. LE 16 ","","","","","2"
"No","2015","Employed","Couple + C. GT 16 ","","","","","2"
"No","2015","Employed","Couple + C. LE and GT 16","","","","","2"
"No","2015","Employed","(Married) couple without C. ","","","","","2"
"Yes","2015","Not Employed","1-pers.-HH","","","","","1"
"Yes","2015","Not Employed","Couple + C. GT 16 ","","","","","1"
"Yes","2015","Not Employed","(Married) couple without C. ","","","","","1"
"Yes","2015","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Yes","2015","Employed","1-pers.-HH","","","","","1"
"Yes","2015","Employed","(Married) couple without C. ","","","","","1"
"Yes","2015","Employed","Single parent ","","","","","1"
"Yes","2015","Not Employed","Single parent ","","","","","1"
"Yes","2015","Not Employed","Couple + C. LE 16 ","","","","","1"
"Yes","2015","Employed","Couple + C. LE 16 ","","","","","1"
"Yes","2015","Employed","Couple + C. LE and GT 16","","","","","1"
"Yes","2015","Employed","Couple + C. GT 16 ","","","","","1"
"No","2016","Employed","Single parent ","631","0.480613256860011","0.4532318270833","0.507994686636722","2"
"No","2016","Employed","Couple + C. LE 16 ","1981","0.433796197187559","0.41882925190355","0.448763142471568","2"
"No","2016","Employed","Couple + C. GT 16 ","855","0.508291354475333","0.484848422781084","0.531734286169583","2"
"No","2016","Employed","Couple + C. LE and GT 16","678","0.487789729433608","0.461311628453226","0.51426783041399","2"
"No","2016","Not Employed","1-pers.-HH","19","","","","2"
"No","2016","Not Employed","(Married) couple without C. ","23","","","","2"
"No","2016","Not Employed","Single parent ","49","0.685392984037496","0.569806707091196","0.800979260983796","2"
"No","2016","Not Employed","Couple + C. LE 16 ","58","0.550373225536822","0.450340749233327","0.650405701840318","2"
"No","2016","Not Employed","Couple + C. GT 16 ","20","","","","2"
"No","2016","Not Employed","Couple + C. LE and GT 16","35","0.770511325307129","0.662292145907037","0.87873050470722","2"
"No","2016","Employed","1-pers.-HH","624","0.423354977199485","0.398182622527103","0.448527331871867","2"
"No","2016","Employed","(Married) couple without C. ","1471","0.453987598148407","0.436745390546506","0.471229805750308","2"
"Yes","2016","Not Employed","1-pers.-HH","9","","","","1"
"Yes","2016","Not Employed","Couple + C. GT 16 ","13","","","","1"
"Yes","2016","Employed","1-pers.-HH","856","0.576645022800515","0.551472668128133","0.601817377472897","1"
"Yes","2016","Not Employed","(Married) couple without C. ","12","","","","1"
"Yes","2016","Not Employed","Couple + C. LE and GT 16","23","","","","1"
"Yes","2016","Employed","(Married) couple without C. ","1732","0.546012401851593","0.528770194249692","0.563254609453494","1"
"Yes","2016","Employed","Single parent ","648","0.519386743139989","0.492005313363277","0.5467681729167","1"
"Yes","2016","Employed","Couple + C. LE 16 ","2231","0.566203802812441","0.551236857528432","0.58117074809645","1"
"Yes","2016","Employed","Couple + C. GT 16 ","892","0.491708645524667","0.468265713830417","0.515151577218916","1"
"Yes","2016","Employed","Couple + C. LE and GT 16","691","0.512210270566392","0.48573216958601","0.538688371546774","1"
"Yes","2016","Not Employed","Single parent ","13","","","","1"
"Yes","2016","Not Employed","Couple + C. LE 16 ","37","0.449626774463178","0.349594298159682","0.549659250766673","1"
"No","2017","Employed","Single parent ","","","","","2"
"No","2017","Employed","Couple + C. LE 16 ","","","","","2"
"No","2017","Employed","Couple + C. GT 16 ","","","","","2"
"No","2017","Employed","Couple + C. LE and GT 16","","","","","2"
"No","2017","Not Employed","1-pers.-HH","","","","","2"
"No","2017","Not Employed","(Married) couple without C. ","","","","","2"
"No","2017","Not Employed","Single parent ","","","","","2"
"No","2017","Not Employed","Couple + C. LE 16 ","","","","","2"
"No","2017","Not Employed","Couple + C. GT 16 ","","","","","2"
"No","2017","Not Employed","Couple + C. LE and GT 16","","","","","2"
"No","2017","Employed","1-pers.-HH","","","","","2"
"No","2017","Employed","(Married) couple without C. ","","","","","2"
"Yes","2017","Not Employed","1-pers.-HH","","","","","1"
"Yes","2017","Not Employed","(Married) couple without C. ","","","","","1"
"Yes","2017","Not Employed","Couple + C. GT 16 ","","","","","1"
"Yes","2017","Not Employed","Single parent ","","","","","1"
"Yes","2017","Employed","1-pers.-HH","","","","","1"
"Yes","2017","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Yes","2017","Employed","(Married) couple without C. ","","","","","1"
"Yes","2017","Employed","Single parent ","","","","","1"
"Yes","2017","Employed","Couple + C. LE 16 ","","","","","1"
"Yes","2017","Employed","Couple + C. GT 16 ","","","","","1"
"Yes","2017","Employed","Couple + C. LE and GT 16","","","","","1"
"Yes","2017","Not Employed","Couple + C. LE 16 ","","","","","1"
"No","2018","Not Employed","1-pers.-HH","","","","","2"
"No","2018","Not Employed","(Married) couple without C. ","","","","","2"
"No","2018","Not Employed","Single parent ","","","","","2"
"No","2018","Not Employed","Couple + C. LE 16 ","","","","","2"
"No","2018","Not Employed","Couple + C. GT 16 ","","","","","2"
"No","2018","Not Employed","Couple + C. LE and GT 16","","","","","2"
"No","2018","Employed","1-pers.-HH","","","","","2"
"No","2018","Employed","(Married) couple without C. ","","","","","2"
"No","2018","Employed","Single parent ","","","","","2"
"No","2018","Employed","Couple + C. LE 16 ","","","","","2"
"No","2018","Employed","Couple + C. GT 16 ","","","","","2"
"No","2018","Employed","Couple + C. LE and GT 16","","","","","2"
"Yes","2018","Not Employed","1-pers.-HH","","","","","1"
