"pli0081","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"Never","2009","16-34 y.","indirect migration background","","","",""
"Never","2009","35-65 y.","no migration background","","","",""
"Never","2009","35-65 y.","direct migration background","","","",""
"Never","2009","35-65 y.","indirect migration background","","","",""
"Never","2009","66 and older","no migration background","","","",""
"Never","2009","66 and older","direct migration background","","","",""
"Never","2009","66 and older","indirect migration background","","","",""
"Daily","2010","16-34 y.","no migration background","","","",""
"Daily","2010","16-34 y.","direct migration background","","","",""
"Daily","2010","16-34 y.","indirect migration background","","","",""
"Daily","2010","35-65 y.","no migration background","","","",""
"Daily","2010","35-65 y.","direct migration background","","","",""
"Daily","2010","35-65 y.","indirect migration background","","","",""
"Daily","2010","66 and older","no migration background","","","",""
"Daily","2010","66 and older","direct migration background","","","",""
"Daily","2010","66 and older","indirect migration background","","","",""
"Min 1x per week","2010","16-34 y.","no migration background","","","",""
"Min 1x per week","2010","16-34 y.","direct migration background","","","",""
"Min 1x per week","2010","16-34 y.","indirect migration background","","","",""
"Min 1x per week","2010","35-65 y.","no migration background","","","",""
"Min 1x per week","2010","35-65 y.","direct migration background","","","",""
"Min 1x per week","2010","35-65 y.","indirect migration background","","","",""
"Min 1x per week","2010","66 and older","no migration background","","","",""
"Min 1x per week","2010","66 and older","direct migration background","","","",""
"Min 1x per week","2010","66 and older","indirect migration background","","","",""
"Min 1x per month","2010","16-34 y.","no migration background","","","",""
"Min 1x per month","2010","16-34 y.","direct migration background","","","",""
"Min 1x per month","2010","16-34 y.","indirect migration background","","","",""
"Min 1x per month","2010","35-65 y.","no migration background","","","",""
"Min 1x per month","2010","35-65 y.","direct migration background","","","",""
"Min 1x per month","2010","35-65 y.","indirect migration background","","","",""
"Min 1x per month","2010","66 and older","no migration background","","","",""
"Min 1x per month","2010","66 and older","direct migration background","","","",""
"Min 1x per month","2010","66 and older","indirect migration background","","","",""
"Rarely","2010","16-34 y.","no migration background","","","",""
"Rarely","2010","16-34 y.","direct migration background","","","",""
"Rarely","2010","16-34 y.","indirect migration background","","","",""
"Rarely","2010","35-65 y.","no migration background","","","",""
"Rarely","2010","35-65 y.","direct migration background","","","",""
"Rarely","2010","35-65 y.","indirect migration background","","","",""
"Rarely","2010","66 and older","no migration background","","","",""
"Rarely","2010","66 and older","direct migration background","","","",""
"Rarely","2010","66 and older","indirect migration background","","","",""
"Never","2010","16-34 y.","no migration background","","","",""
"Never","2010","16-34 y.","direct migration background","","","",""
"Never","2010","16-34 y.","indirect migration background","","","",""
"Never","2010","35-65 y.","no migration background","","","",""
"Never","2010","35-65 y.","direct migration background","","","",""
"Never","2010","35-65 y.","indirect migration background","","","",""
"Never","2010","66 and older","no migration background","","","",""
"Never","2010","66 and older","direct migration background","","","",""
"Never","2010","66 and older","indirect migration background","","","",""
"Daily","2011","16-34 y.","no migration background","","","",""
"Daily","2011","16-34 y.","direct migration background","","","",""
"Daily","2011","16-34 y.","indirect migration background","","","",""
"Daily","2011","35-65 y.","no migration background","","","",""
"Daily","2011","35-65 y.","direct migration background","","","",""
"Daily","2011","35-65 y.","indirect migration background","","","",""
"Daily","2011","66 and older","no migration background","","","",""
"Daily","2011","66 and older","direct migration background","","","",""
"Daily","2011","66 and older","indirect migration background","","","",""
"Min 1x per week","2011","16-34 y.","no migration background","","","",""
"Min 1x per week","2011","16-34 y.","direct migration background","","","",""
"Min 1x per week","2011","16-34 y.","indirect migration background","","","",""
"Min 1x per week","2011","35-65 y.","no migration background","","","",""
"Min 1x per week","2011","35-65 y.","direct migration background","","","",""
"Min 1x per week","2011","35-65 y.","indirect migration background","","","",""
"Min 1x per week","2011","66 and older","no migration background","","","",""
"Min 1x per week","2011","66 and older","direct migration background","","","",""
"Min 1x per week","2011","66 and older","indirect migration background","","","",""
"Min 1x per month","2011","16-34 y.","no migration background","","","",""
"Min 1x per month","2011","16-34 y.","direct migration background","","","",""
"Min 1x per month","2011","16-34 y.","indirect migration background","","","",""
"Min 1x per month","2011","35-65 y.","no migration background","","","",""
"Min 1x per month","2011","35-65 y.","direct migration background","","","",""
"Min 1x per month","2011","35-65 y.","indirect migration background","","","",""
"Min 1x per month","2011","66 and older","no migration background","","","",""
"Min 1x per month","2011","66 and older","direct migration background","","","",""
"Min 1x per month","2011","66 and older","indirect migration background","","","",""
"Rarely","2011","16-34 y.","no migration background","","","",""
"Rarely","2011","16-34 y.","direct migration background","","","",""
"Rarely","2011","16-34 y.","indirect migration background","","","",""
"Rarely","2011","35-65 y.","no migration background","","","",""
"Rarely","2011","35-65 y.","direct migration background","","","",""
"Rarely","2011","35-65 y.","indirect migration background","","","",""
"Rarely","2011","66 and older","no migration background","","","",""
"Rarely","2011","66 and older","direct migration background","","","",""
"Rarely","2011","66 and older","indirect migration background","","","",""
"Never","2011","16-34 y.","no migration background","","","",""
"Never","2011","16-34 y.","direct migration background","","","",""
"Never","2011","16-34 y.","indirect migration background","","","",""
"Never","2011","35-65 y.","no migration background","","","",""
"Never","2011","35-65 y.","direct migration background","","","",""
"Never","2011","35-65 y.","indirect migration background","","","",""
"Never","2011","66 and older","no migration background","","","",""
"Never","2011","66 and older","direct migration background","","","",""
"Never","2011","66 and older","indirect migration background","","","",""
"Daily","2012","16-34 y.","no migration background","","","",""
"Daily","2012","16-34 y.","direct migration background","","","",""
"Daily","2012","16-34 y.","indirect migration background","","","",""
"Daily","2012","35-65 y.","no migration background","","","",""
"Daily","2012","35-65 y.","direct migration background","","","",""
"Daily","2012","35-65 y.","indirect migration background","","","",""
"Daily","2012","66 and older","no migration background","","","",""
"Daily","2012","66 and older","direct migration background","","","",""
"Daily","2012","66 and older","indirect migration background","","","",""
"Min 1x per week","2012","16-34 y.","no migration background","","","",""
"Min 1x per week","2012","16-34 y.","direct migration background","","","",""
"Min 1x per week","2012","16-34 y.","indirect migration background","","","",""
"Min 1x per week","2012","35-65 y.","no migration background","","","",""
"Min 1x per week","2012","35-65 y.","direct migration background","","","",""
"Min 1x per week","2012","35-65 y.","indirect migration background","","","",""
"Min 1x per week","2012","66 and older","no migration background","","","",""
"Min 1x per week","2012","66 and older","direct migration background","","","",""
"Min 1x per week","2012","66 and older","indirect migration background","","","",""
"Min 1x per month","2012","16-34 y.","no migration background","","","",""
"Min 1x per month","2012","16-34 y.","direct migration background","","","",""
"Min 1x per month","2012","16-34 y.","indirect migration background","","","",""
"Min 1x per month","2012","35-65 y.","no migration background","","","",""
"Min 1x per month","2012","35-65 y.","direct migration background","","","",""
"Min 1x per month","2012","35-65 y.","indirect migration background","","","",""
"Min 1x per month","2012","66 and older","no migration background","","","",""
"Min 1x per month","2012","66 and older","direct migration background","","","",""
"Min 1x per month","2012","66 and older","indirect migration background","","","",""
"Rarely","2012","16-34 y.","no migration background","","","",""
"Rarely","2012","16-34 y.","direct migration background","","","",""
"Rarely","2012","16-34 y.","indirect migration background","","","",""
"Rarely","2012","35-65 y.","no migration background","","","",""
"Rarely","2012","35-65 y.","direct migration background","","","",""
"Rarely","2012","35-65 y.","indirect migration background","","","",""
"Rarely","2012","66 and older","no migration background","","","",""
"Rarely","2012","66 and older","direct migration background","","","",""
"Rarely","2012","66 and older","indirect migration background","","","",""
"Never","2012","16-34 y.","no migration background","","","",""
"Never","2012","16-34 y.","direct migration background","","","",""
"Never","2012","16-34 y.","indirect migration background","","","",""
"Never","2012","35-65 y.","no migration background","","","",""
"Never","2012","35-65 y.","direct migration background","","","",""
"Never","2012","35-65 y.","indirect migration background","","","",""
"Never","2012","66 and older","no migration background","","","",""
"Never","2012","66 and older","direct migration background","","","",""
"Never","2012","66 and older","indirect migration background","","","",""
"Daily","2013","16-34 y.","no migration background","392","0.0744332048638295","0.0666600328556353","0.0822063768720237"
"Daily","2013","16-34 y.","direct migration background","61","0.0976763102483896","0.0739018600457436","0.121450760451036"
"Daily","2013","16-34 y.","indirect migration background","70","0.0819971604070283","0.0609699996215196","0.103024321192537"
"Daily","2013","35-65 y.","no migration background","927","0.0710407572620015","0.0665723818601927","0.0755091326638104"
"Daily","2013","35-65 y.","direct migration background","122","0.0725467175871515","0.0601798519109833","0.0849135832633197"
"Daily","2013","35-65 y.","indirect migration background","38","0.080084767877685","0.0568228181846539","0.103346717570716"
"Daily","2013","66 and older","no migration background","396","0.0882025601972502","0.080021586981294","0.0963835334132065"
"Daily","2013","66 and older","direct migration background","35","0.0799036265050198","0.0523501421966475","0.107457110813392"
"Daily","2013","66 and older","indirect migration background","","","",""
"Min 1x per week","2013","16-34 y.","no migration background","1711","0.379837677146457","0.365464170129573","0.394211184163342"
"Min 1x per week","2013","16-34 y.","direct migration background","291","0.441606929887064","0.401839948161277","0.48137391161285"
"Min 1x per week","2013","16-34 y.","indirect migration background","255","0.36530184104417","0.328398238295728","0.402205443792613"
"Min 1x per week","2013","35-65 y.","no migration background","4706","0.34623754314558","0.337962036372701","0.35451304991846"
"Min 1x per week","2013","35-65 y.","direct migration background","673","0.374736877840366","0.351658814382541","0.397814941298191"
"Min 1x per week","2013","35-65 y.","indirect migration background","219","0.371515353937971","0.330102709253245","0.412927998622696"
"Min 1x per week","2013","66 and older","no migration background","1698","0.357468475170386","0.343642961209367","0.371293989131405"
"Min 1x per week","2013","66 and older","direct migration background","149","0.43206269943231","0.381724207002589","0.48240119186203"
"Min 1x per week","2013","66 and older","indirect migration background","3","","",""
"Min 1x per month","2013","16-34 y.","no migration background","1406","0.328528277191025","0.314618784903875","0.342437769478176"
"Min 1x per month","2013","16-34 y.","direct migration background","130","0.271983504338604","0.236348519998164","0.307618488679043"
"Min 1x per month","2013","16-34 y.","indirect migration background","186","0.326213736632105","0.290282561948047","0.362144911316163"
"Min 1x per month","2013","35-65 y.","no migration background","4013","0.319356240285681","0.311246719931185","0.327465760640176"
"Min 1x per month","2013","35-65 y.","direct migration background","429","0.271515923063064","0.250312185400345","0.292719660725782"
"Min 1x per month","2013","35-65 y.","indirect migration background","150","0.303073558577512","0.263685484888748","0.342461632266275"
"Min 1x per month","2013","66 and older","no migration background","1356","0.276577823560376","0.2636739595573","0.289481687563452"
"Min 1x per month","2013","66 and older","direct migration background","85","0.209808027356512","0.168431505753095","0.251184548959929"
"Min 1x per month","2013","66 and older","indirect migration background","2","","",""
"Rarely","2013","16-34 y.","no migration background","811","0.203719208416567","0.191791413990092","0.215647002843041"
"Rarely","2013","16-34 y.","direct migration background","100","0.167743909713831","0.137822189936144","0.197665629491518"
"Rarely","2013","16-34 y.","indirect migration background","126","0.202920039065933","0.172097200554889","0.233742877576976"
"Rarely","2013","35-65 y.","no migration background","2744","0.231176157689083","0.223843144378835","0.238509170999332"
"Rarely","2013","35-65 y.","direct migration background","388","0.218682855865128","0.198975616837888","0.238390094892368"
"Rarely","2013","35-65 y.","indirect migration background","106","0.216471733817726","0.181175759184711","0.251767708450742"
"Rarely","2013","66 and older","no migration background","1006","0.23908400225343","0.22677964854688","0.25138835595998"
"Rarely","2013","66 and older","direct migration background","74","0.183436547586425","0.144107400869506","0.222765694303345"
"Rarely","2013","66 and older","indirect migration background","","","",""
"Never","2013","16-34 y.","no migration background","60","0.0134816323821211","0.0100662851524136","0.0168969796118285"
"Never","2013","16-34 y.","direct migration background","17","","",""
"Never","2013","16-34 y.","indirect migration background","17","","",""
"Never","2013","35-65 y.","no migration background","307","0.032189301617654","0.0291192299223628","0.0352593733129451"
"Never","2013","35-65 y.","direct migration background","78","0.0625176256442908","0.0509754539011846","0.0740597973873969"
"Never","2013","35-65 y.","indirect migration background","10","","",""
"Never","2013","66 and older","no migration background","160","0.0386671388185575","0.0331052397466707","0.0442290378904443"
"Never","2013","66 and older","direct migration background","29","","",""
"Never","2013","66 and older","indirect migration background","","","",""
"Daily","2014","16-34 y.","no migration background","","","",""
"Daily","2014","16-34 y.","direct migration background","","","",""
"Daily","2014","16-34 y.","indirect migration background","","","",""
"Daily","2014","35-65 y.","no migration background","","","",""
"Daily","2014","35-65 y.","direct migration background","","","",""
"Daily","2014","35-65 y.","indirect migration background","","","",""
"Daily","2014","66 and older","no migration background","","","",""
"Daily","2014","66 and older","direct migration background","","","",""
"Daily","2014","66 and older","indirect migration background","","","",""
"Min 1x per week","2014","16-34 y.","no migration background","","","",""
"Min 1x per week","2014","16-34 y.","direct migration background","","","",""
"Min 1x per week","2014","16-34 y.","indirect migration background","","","",""
"Min 1x per week","2014","35-65 y.","no migration background","","","",""
"Min 1x per week","2014","35-65 y.","direct migration background","","","",""
"Min 1x per week","2014","35-65 y.","indirect migration background","","","",""
"Min 1x per week","2014","66 and older","no migration background","","","",""
"Min 1x per week","2014","66 and older","direct migration background","","","",""
"Min 1x per week","2014","66 and older","indirect migration background","","","",""
"Min 1x per month","2014","16-34 y.","no migration background","","","",""
"Min 1x per month","2014","16-34 y.","direct migration background","","","",""
"Min 1x per month","2014","16-34 y.","indirect migration background","","","",""
"Min 1x per month","2014","35-65 y.","no migration background","","","",""
"Min 1x per month","2014","35-65 y.","direct migration background","","","",""
"Min 1x per month","2014","35-65 y.","indirect migration background","","","",""
"Min 1x per month","2014","66 and older","no migration background","","","",""
"Min 1x per month","2014","66 and older","direct migration background","","","",""
"Min 1x per month","2014","66 and older","indirect migration background","","","",""
"Rarely","2014","16-34 y.","no migration background","","","",""
"Rarely","2014","16-34 y.","direct migration background","","","",""
"Rarely","2014","16-34 y.","indirect migration background","","","",""
"Rarely","2014","35-65 y.","no migration background","","","",""
"Rarely","2014","35-65 y.","direct migration background","","","",""
"Rarely","2014","35-65 y.","indirect migration background","","","",""
"Rarely","2014","66 and older","no migration background","","","",""
"Rarely","2014","66 and older","direct migration background","","","",""
"Rarely","2014","66 and older","indirect migration background","","","",""
"Never","2014","16-34 y.","no migration background","","","",""
"Never","2014","16-34 y.","direct migration background","","","",""
"Never","2014","16-34 y.","indirect migration background","","","",""
"Never","2014","35-65 y.","no migration background","","","",""
"Never","2014","35-65 y.","direct migration background","","","",""
"Never","2014","35-65 y.","indirect migration background","","","",""
"Never","2014","66 and older","no migration background","","","",""
"Never","2014","66 and older","direct migration background","","","",""
"Never","2014","66 and older","indirect migration background","","","",""
"Daily","2015","16-34 y.","no migration background","","","",""
"Daily","2015","16-34 y.","direct migration background","","","",""
"Daily","2015","16-34 y.","indirect migration background","","","",""
"Daily","2015","35-65 y.","no migration background","","","",""
"Daily","2015","35-65 y.","direct migration background","","","",""
"Daily","2015","35-65 y.","indirect migration background","","","",""
"Daily","2015","66 and older","no migration background","","","",""
"Daily","2015","66 and older","direct migration background","","","",""
"Daily","2015","66 and older","indirect migration background","","","",""
"Min 1x per week","2015","16-34 y.","no migration background","","","",""
"Min 1x per week","2015","16-34 y.","direct migration background","","","",""
"Min 1x per week","2015","16-34 y.","indirect migration background","","","",""
"Min 1x per week","2015","35-65 y.","no migration background","","","",""
"Min 1x per week","2015","35-65 y.","direct migration background","","","",""
"Min 1x per week","2015","35-65 y.","indirect migration background","","","",""
"Min 1x per week","2015","66 and older","no migration background","","","",""
"Min 1x per week","2015","66 and older","direct migration background","","","",""
"Min 1x per week","2015","66 and older","indirect migration background","","","",""
"Min 1x per month","2015","16-34 y.","no migration background","","","",""
"Min 1x per month","2015","16-34 y.","direct migration background","","","",""
"Min 1x per month","2015","16-34 y.","indirect migration background","","","",""
"Min 1x per month","2015","35-65 y.","no migration background","","","",""
"Min 1x per month","2015","35-65 y.","direct migration background","","","",""
"Min 1x per month","2015","35-65 y.","indirect migration background","","","",""
"Min 1x per month","2015","66 and older","no migration background","","","",""
"Min 1x per month","2015","66 and older","direct migration background","","","",""
"Min 1x per month","2015","66 and older","indirect migration background","","","",""
"Rarely","2015","16-34 y.","no migration background","","","",""
"Rarely","2015","16-34 y.","direct migration background","","","",""
"Rarely","2015","16-34 y.","indirect migration background","","","",""
"Rarely","2015","35-65 y.","no migration background","","","",""
"Rarely","2015","35-65 y.","direct migration background","","","",""
"Rarely","2015","35-65 y.","indirect migration background","","","",""
"Rarely","2015","66 and older","no migration background","","","",""
"Rarely","2015","66 and older","direct migration background","","","",""
"Rarely","2015","66 and older","indirect migration background","","","",""
"Never","2015","16-34 y.","no migration background","","","",""
"Never","2015","16-34 y.","direct migration background","","","",""
"Never","2015","16-34 y.","indirect migration background","","","",""
"Never","2015","35-65 y.","no migration background","","","",""
"Never","2015","35-65 y.","direct migration background","","","",""
"Never","2015","35-65 y.","indirect migration background","","","",""
"Never","2015","66 and older","no migration background","","","",""
"Never","2015","66 and older","direct migration background","","","",""
"Never","2015","66 and older","indirect migration background","","","",""
"Daily","2016","16-34 y.","no migration background","","","",""
"Daily","2016","16-34 y.","direct migration background","","","",""
"Daily","2016","16-34 y.","indirect migration background","","","",""
"Daily","2016","35-65 y.","no migration background","","","",""
"Daily","2016","35-65 y.","direct migration background","","","",""
"Daily","2016","35-65 y.","indirect migration background","","","",""
"Daily","2016","66 and older","no migration background","","","",""
"Daily","2016","66 and older","direct migration background","","","",""
"Daily","2016","66 and older","indirect migration background","","","",""
"Min 1x per week","2016","16-34 y.","no migration background","","","",""
"Min 1x per week","2016","16-34 y.","direct migration background","","","",""
"Min 1x per week","2016","16-34 y.","indirect migration background","","","",""
"Min 1x per week","2016","35-65 y.","no migration background","","","",""
"Min 1x per week","2016","35-65 y.","direct migration background","","","",""
"Min 1x per week","2016","35-65 y.","indirect migration background","","","",""
"Min 1x per week","2016","66 and older","no migration background","","","",""
"Min 1x per week","2016","66 and older","direct migration background","","","",""
"Min 1x per week","2016","66 and older","indirect migration background","","","",""
"Min 1x per month","2016","16-34 y.","no migration background","","","",""
"Min 1x per month","2016","16-34 y.","direct migration background","","","",""
"Min 1x per month","2016","16-34 y.","indirect migration background","","","",""
"Min 1x per month","2016","35-65 y.","no migration background","","","",""
"Min 1x per month","2016","35-65 y.","direct migration background","","","",""
"Min 1x per month","2016","35-65 y.","indirect migration background","","","",""
"Min 1x per month","2016","66 and older","no migration background","","","",""
"Min 1x per month","2016","66 and older","direct migration background","","","",""
"Min 1x per month","2016","66 and older","indirect migration background","","","",""
"Rarely","2016","16-34 y.","no migration background","","","",""
"Rarely","2016","16-34 y.","direct migration background","","","",""
"Rarely","2016","16-34 y.","indirect migration background","","","",""
"Rarely","2016","35-65 y.","no migration background","","","",""
"Rarely","2016","35-65 y.","direct migration background","","","",""
"Rarely","2016","35-65 y.","indirect migration background","","","",""
"Rarely","2016","66 and older","no migration background","","","",""
"Rarely","2016","66 and older","direct migration background","","","",""
"Rarely","2016","66 and older","indirect migration background","","","",""
"Never","2016","16-34 y.","no migration background","","","",""
"Never","2016","16-34 y.","direct migration background","","","",""
"Never","2016","16-34 y.","indirect migration background","","","",""
"Never","2016","35-65 y.","no migration background","","","",""
"Never","2016","35-65 y.","direct migration background","","","",""
"Never","2016","35-65 y.","indirect migration background","","","",""
"Never","2016","66 and older","no migration background","","","",""
"Never","2016","66 and older","direct migration background","","","",""
"Never","2016","66 and older","indirect migration background","","","",""
"Daily","2017","16-34 y.","no migration background","","","",""
"Daily","2017","16-34 y.","direct migration background","","","",""
"Daily","2017","16-34 y.","indirect migration background","","","",""
"Daily","2017","35-65 y.","no migration background","","","",""
"Daily","2017","35-65 y.","direct migration background","","","",""
"Daily","2017","35-65 y.","indirect migration background","","","",""
"Daily","2017","66 and older","no migration background","","","",""
"Daily","2017","66 and older","direct migration background","","","",""
"Daily","2017","66 and older","indirect migration background","","","",""
"Min 1x per week","2017","16-34 y.","no migration background","","","",""
"Min 1x per week","2017","16-34 y.","direct migration background","","","",""
"Min 1x per week","2017","16-34 y.","indirect migration background","","","",""
"Min 1x per week","2017","35-65 y.","no migration background","","","",""
"Min 1x per week","2017","35-65 y.","direct migration background","","","",""
"Min 1x per week","2017","35-65 y.","indirect migration background","","","",""
"Min 1x per week","2017","66 and older","no migration background","","","",""
"Min 1x per week","2017","66 and older","direct migration background","","","",""
"Min 1x per week","2017","66 and older","indirect migration background","","","",""
"Min 1x per month","2017","16-34 y.","no migration background","","","",""
"Min 1x per month","2017","16-34 y.","direct migration background","","","",""
"Min 1x per month","2017","16-34 y.","indirect migration background","","","",""
"Min 1x per month","2017","35-65 y.","no migration background","","","",""
"Min 1x per month","2017","35-65 y.","direct migration background","","","",""
"Min 1x per month","2017","35-65 y.","indirect migration background","","","",""
"Min 1x per month","2017","66 and older","no migration background","","","",""
"Min 1x per month","2017","66 and older","direct migration background","","","",""
"Min 1x per month","2017","66 and older","indirect migration background","","","",""
"Rarely","2017","16-34 y.","no migration background","","","",""
"Rarely","2017","16-34 y.","direct migration background","","","",""
"Rarely","2017","16-34 y.","indirect migration background","","","",""
"Rarely","2017","35-65 y.","no migration background","","","",""
"Rarely","2017","35-65 y.","direct migration background","","","",""
"Rarely","2017","35-65 y.","indirect migration background","","","",""
"Rarely","2017","66 and older","no migration background","","","",""
"Rarely","2017","66 and older","direct migration background","","","",""
"Rarely","2017","66 and older","indirect migration background","","","",""
"Never","2017","16-34 y.","no migration background","","","",""
"Never","2017","16-34 y.","direct migration background","","","",""
"Never","2017","16-34 y.","indirect migration background","","","",""
"Never","2017","35-65 y.","no migration background","","","",""
"Never","2017","35-65 y.","direct migration background","","","",""
"Never","2017","35-65 y.","indirect migration background","","","",""
"Never","2017","66 and older","no migration background","","","",""
"Never","2017","66 and older","direct migration background","","","",""
"Never","2017","66 and older","indirect migration background","","","",""
"Daily","2018","16-34 y.","no migration background","","","",""
"Daily","2018","16-34 y.","direct migration background","","","",""
"Daily","2018","16-34 y.","indirect migration background","","","",""
"Daily","2018","35-65 y.","no migration background","","","",""
"Daily","2018","35-65 y.","direct migration background","","","",""
"Daily","2018","35-65 y.","indirect migration background","","","",""
"Daily","2018","66 and older","no migration background","","","",""
"Daily","2018","66 and older","direct migration background","","","",""
"Daily","2018","66 and older","indirect migration background","","","",""
"Min 1x per week","2018","16-34 y.","no migration background","","","",""
"Min 1x per week","2018","16-34 y.","direct migration background","","","",""
"Min 1x per week","2018","16-34 y.","indirect migration background","","","",""
"Min 1x per week","2018","35-65 y.","no migration background","","","",""
"Min 1x per week","2018","35-65 y.","direct migration background","","","",""
"Min 1x per week","2018","35-65 y.","indirect migration background","","","",""
"Min 1x per week","2018","66 and older","no migration background","","","",""
"Min 1x per week","2018","66 and older","direct migration background","","","",""
"Min 1x per week","2018","66 and older","indirect migration background","","","",""
"Min 1x per month","2018","16-34 y.","no migration background","","","",""
"Min 1x per month","2018","16-34 y.","direct migration background","","","",""
"Min 1x per month","2018","16-34 y.","indirect migration background","","","",""
"Min 1x per month","2018","35-65 y.","no migration background","","","",""
"Min 1x per month","2018","35-65 y.","direct migration background","","","",""
"Min 1x per month","2018","35-65 y.","indirect migration background","","","",""
"Min 1x per month","2018","66 and older","no migration background","","","",""
"Min 1x per month","2018","66 and older","direct migration background","","","",""
"Min 1x per month","2018","66 and older","indirect migration background","","","",""
"Rarely","2018","16-34 y.","no migration background","","","",""
"Rarely","2018","16-34 y.","direct migration background","","","",""
"Rarely","2018","16-34 y.","indirect migration background","","","",""
"Rarely","2018","35-65 y.","no migration background","","","",""
"Rarely","2018","35-65 y.","direct migration background","","","",""
"Rarely","2018","35-65 y.","indirect migration background","","","",""
"Rarely","2018","66 and older","no migration background","","","",""
"Rarely","2018","66 and older","direct migration background","","","",""
"Rarely","2018","66 and older","indirect migration background","","","",""
"Never","2018","16-34 y.","no migration background","","","",""
"Never","2018","16-34 y.","direct migration background","","","",""
"Never","2018","16-34 y.","indirect migration background","","","",""
"Never","2018","35-65 y.","no migration background","","","",""
"Never","2018","35-65 y.","direct migration background","","","",""
"Never","2018","35-65 y.","indirect migration background","","","",""
"Never","2018","66 and older","no migration background","","","",""
"Never","2018","66 and older","direct migration background","","","",""
"Never","2018","66 and older","indirect migration background","","","",""
"Daily","2019","16-34 y.","no migration background","247","0.0683439548584945","0.0602655399226834","0.0764223697943056"
"Daily","2019","16-34 y.","direct migration background","75","0.0897578439371915","0.0701098825154759","0.109405805358907"
"Daily","2019","16-34 y.","indirect migration background","62","0.0642716396465634","0.0480871732824498","0.0804561060106771"
"Daily","2019","35-65 y.","no migration background","763","0.0564746325188249","0.0522983339636661","0.0606509310739838"
"Daily","2019","35-65 y.","direct migration background","184","0.0776947733003409","0.0674289273832325","0.0879606192174494"
"Daily","2019","35-65 y.","indirect migration background","54","0.0582074639992625","0.0418599415102601","0.0745549864882649"
"Daily","2019","66 and older","no migration background","348","0.0814234361175306","0.0736558551513151","0.0891910170837461"
"Daily","2019","66 and older","direct migration background","49","0.0824350550242983","0.0564401499454241","0.108429960103172"
"Daily","2019","66 and older","indirect migration background","6","","",""
"Min 1x per week","2019","16-34 y.","no migration background","1398","0.373100603132797","0.357617421751391","0.388583784514203"
"Min 1x per week","2019","16-34 y.","direct migration background","279","0.299169286491575","0.26769413100445","0.3306444419787"
"Min 1x per week","2019","16-34 y.","indirect migration background","370","0.440610218086765","0.407846110355111","0.473374325818419"
"Min 1x per week","2019","35-65 y.","no migration background","4297","0.355167661609794","0.346509450851817","0.36382587236777"
"Min 1x per week","2019","35-65 y.","direct migration background","929","0.34577192211073","0.327532084969048","0.364011759252412"
"Min 1x per week","2019","35-65 y.","indirect migration background","293","0.368912694748605","0.335223432205413","0.402601957291798"
"Min 1x per week","2019","66 and older","no migration background","1737","0.346939243986739","0.33341986001854","0.360458627954939"
"Min 1x per week","2019","66 and older","direct migration background","165","0.450954971987987","0.403923948002143","0.497985995973831"
"Min 1x per week","2019","66 and older","indirect migration background","13","","",""
"Min 1x per month","2019","16-34 y.","no migration background","1255","0.335592406615546","0.32047519625923","0.350709616971862"
"Min 1x per month","2019","16-34 y.","direct migration background","175","0.259195249411718","0.229074330545197","0.289316168278238"
"Min 1x per month","2019","16-34 y.","indirect migration background","256","0.272731092643956","0.243339126748872","0.30212305853904"
"Min 1x per month","2019","35-65 y.","no migration background","3845","0.326880965645603","0.318394462187059","0.335367469104147"
"Min 1x per month","2019","35-65 y.","direct migration background","627","0.242564825708499","0.226126856922424","0.259002794494573"
"Min 1x per month","2019","35-65 y.","indirect migration background","226","0.287447271605591","0.255848326726054","0.319046216485127"
"Min 1x per month","2019","66 and older","no migration background","1410","0.28061343634929","0.267852316497873","0.293374556200708"
"Min 1x per month","2019","66 and older","direct migration background","103","0.18267564356235","0.146153908065607","0.219197379059092"
"Min 1x per month","2019","66 and older","indirect migration background","8","","",""
"Rarely","2019","16-34 y.","no migration background","760","0.201953329481317","0.189100819385298","0.214805839577336"
"Rarely","2019","16-34 y.","direct migration background","220","0.280793604327641","0.249903228341117","0.311683980314164"
"Rarely","2019","16-34 y.","indirect migration background","170","0.197568460954628","0.171291411294225","0.22384551061503"
"Rarely","2019","35-65 y.","no migration background","2517","0.231323741827739","0.22369470206159","0.238952781593888"
"Rarely","2019","35-65 y.","direct migration background","699","0.268161314808524","0.251172336993663","0.285150292623385"
"Rarely","2019","35-65 y.","indirect migration background","182","0.23650608472953","0.206836673255374","0.266175496203686"
"Rarely","2019","66 and older","no migration background","1079","0.244944441434211","0.232729914704807","0.257158968163616"
"Rarely","2019","66 and older","direct migration background","90","0.228156188519786","0.188492353501533","0.267820023538039"
"Rarely","2019","66 and older","indirect migration background","7","","",""
"Never","2019","16-34 y.","no migration background","88","0.0210097059118461","0.0164182810700075","0.0256011307536848"
"Never","2019","16-34 y.","direct migration background","64","0.0710840158318754","0.0534205056225395","0.0887475260412113"
"Never","2019","16-34 y.","indirect migration background","24","","",""
"Never","2019","35-65 y.","no migration background","314","0.0301529983980389","0.0270591081280739","0.0332468886680039"
"Never","2019","35-65 y.","direct migration background","173","0.0658071640719065","0.0562985688784765","0.0753157592653365"
"Never","2019","35-65 y.","indirect migration background","33","0.0489264849170115","0.0338651303049775","0.0639878395290456"
