"pli0081","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Daily","1996","Couple + C. LE and GT 16","West Germany","","","","","1"
"Min 1x per month","1996","1-pers.-HH","West Germany","","","","","3"
"Min 1x per month","1996","(Married) couple without C. ","West Germany","","","","","3"
"Min 1x per month","1996","1-pers.-HH","East Germany","","","","","3"
"Min 1x per month","1996","(Married) couple without C. ","East Germany","","","","","3"
"Min 1x per month","1996","Single parent ","East Germany","","","","","3"
"Min 1x per month","1996","Single parent ","West Germany","","","","","3"
"Min 1x per month","1996","Couple + C. LE 16 ","West Germany","","","","","3"
"Min 1x per month","1996","Couple + C. GT 16 ","West Germany","","","","","3"
"Min 1x per month","1996","Couple + C. LE 16 ","East Germany","","","","","3"
"Min 1x per month","1996","Couple + C. GT 16 ","East Germany","","","","","3"
"Min 1x per month","1996","Couple + C. LE and GT 16","East Germany","","","","","3"
"Min 1x per month","1996","Couple + C. LE and GT 16","West Germany","","","","","3"
"Min 1x per week","1996","1-pers.-HH","East Germany","","","","","2"
"Min 1x per week","1996","Single parent ","West Germany","","","","","2"
"Min 1x per week","1996","1-pers.-HH","West Germany","","","","","2"
"Min 1x per week","1996","(Married) couple without C. ","East Germany","","","","","2"
"Min 1x per week","1996","Single parent ","East Germany","","","","","2"
"Min 1x per week","1996","(Married) couple without C. ","West Germany","","","","","2"
"Min 1x per week","1996","Couple + C. LE 16 ","East Germany","","","","","2"
"Min 1x per week","1996","Couple + C. LE 16 ","West Germany","","","","","2"
"Min 1x per week","1996","Couple + C. GT 16 ","West Germany","","","","","2"
"Min 1x per week","1996","Couple + C. GT 16 ","East Germany","","","","","2"
"Min 1x per week","1996","Couple + C. LE and GT 16","West Germany","","","","","2"
"Min 1x per week","1996","Couple + C. LE and GT 16","East Germany","","","","","2"
"Never","1996","1-pers.-HH","West Germany","","","","","5"
"Never","1996","(Married) couple without C. ","West Germany","","","","","5"
"Never","1996","1-pers.-HH","East Germany","","","","","5"
"Never","1996","(Married) couple without C. ","East Germany","","","","","5"
"Never","1996","Single parent ","West Germany","","","","","5"
"Never","1996","Couple + C. LE 16 ","West Germany","","","","","5"
"Never","1996","Couple + C. LE 16 ","East Germany","","","","","5"
"Never","1996","Couple + C. GT 16 ","West Germany","","","","","5"
"Never","1996","Couple + C. GT 16 ","East Germany","","","","","5"
"Never","1996","Couple + C. LE and GT 16","West Germany","","","","","5"
"Never","1996","Couple + C. LE and GT 16","East Germany","","","","","5"
"Never","1996","Single parent ","East Germany","","","","","5"
"Rarely","1996","1-pers.-HH","West Germany","","","","","4"
"Rarely","1996","1-pers.-HH","East Germany","","","","","4"
"Rarely","1996","(Married) couple without C. ","West Germany","","","","","4"
"Rarely","1996","(Married) couple without C. ","East Germany","","","","","4"
"Rarely","1996","Single parent ","West Germany","","","","","4"
"Rarely","1996","Single parent ","East Germany","","","","","4"
"Rarely","1996","Couple + C. LE 16 ","West Germany","","","","","4"
"Rarely","1996","Couple + C. LE 16 ","East Germany","","","","","4"
"Rarely","1996","Couple + C. GT 16 ","West Germany","","","","","4"
"Rarely","1996","Couple + C. GT 16 ","East Germany","","","","","4"
"Rarely","1996","Couple + C. LE and GT 16","West Germany","","","","","4"
"Rarely","1996","Couple + C. LE and GT 16","East Germany","","","","","4"
"Daily","1997","1-pers.-HH","West Germany","","","","","1"
"Daily","1997","1-pers.-HH","East Germany","","","","","1"
"Daily","1997","(Married) couple without C. ","West Germany","","","","","1"
"Daily","1997","(Married) couple without C. ","East Germany","","","","","1"
"Daily","1997","Single parent ","West Germany","","","","","1"
"Daily","1997","Single parent ","East Germany","","","","","1"
"Daily","1997","Couple + C. LE 16 ","West Germany","","","","","1"
"Daily","1997","Couple + C. LE 16 ","East Germany","","","","","1"
"Daily","1997","Couple + C. LE and GT 16","West Germany","","","","","1"
"Daily","1997","Couple + C. GT 16 ","West Germany","","","","","1"
"Daily","1997","Couple + C. GT 16 ","East Germany","","","","","1"
"Daily","1997","Couple + C. LE and GT 16","East Germany","","","","","1"
"Min 1x per month","1997","1-pers.-HH","East Germany","","","","","3"
"Min 1x per month","1997","(Married) couple without C. ","West Germany","","","","","3"
"Min 1x per month","1997","1-pers.-HH","West Germany","","","","","3"
"Min 1x per month","1997","(Married) couple without C. ","East Germany","","","","","3"
"Min 1x per month","1997","Single parent ","West Germany","","","","","3"
"Min 1x per month","1997","Single parent ","East Germany","","","","","3"
"Min 1x per month","1997","Couple + C. LE 16 ","East Germany","","","","","3"
"Min 1x per month","1997","Couple + C. LE 16 ","West Germany","","","","","3"
"Min 1x per month","1997","Couple + C. GT 16 ","West Germany","","","","","3"
"Min 1x per month","1997","Couple + C. GT 16 ","East Germany","","","","","3"
"Min 1x per month","1997","Couple + C. LE and GT 16","West Germany","","","","","3"
"Min 1x per month","1997","Couple + C. LE and GT 16","East Germany","","","","","3"
"Min 1x per week","1997","1-pers.-HH","West Germany","","","","","2"
"Min 1x per week","1997","(Married) couple without C. ","West Germany","","","","","2"
"Min 1x per week","1997","(Married) couple without C. ","East Germany","","","","","2"
"Min 1x per week","1997","1-pers.-HH","East Germany","","","","","2"
"Min 1x per week","1997","Single parent ","West Germany","","","","","2"
"Min 1x per week","1997","Single parent ","East Germany","","","","","2"
"Min 1x per week","1997","Couple + C. LE 16 ","West Germany","","","","","2"
"Min 1x per week","1997","Couple + C. GT 16 ","West Germany","","","","","2"
"Min 1x per week","1997","Couple + C. LE 16 ","East Germany","","","","","2"
"Min 1x per week","1997","Couple + C. GT 16 ","East Germany","","","","","2"
"Min 1x per week","1997","Couple + C. LE and GT 16","East Germany","","","","","2"
"Min 1x per week","1997","Couple + C. LE and GT 16","West Germany","","","","","2"
"Never","1997","1-pers.-HH","East Germany","","","","","5"
"Never","1997","1-pers.-HH","West Germany","","","","","5"
"Never","1997","(Married) couple without C. ","West Germany","","","","","5"
"Never","1997","(Married) couple without C. ","East Germany","","","","","5"
"Never","1997","Single parent ","West Germany","","","","","5"
"Never","1997","Single parent ","East Germany","","","","","5"
"Never","1997","Couple + C. LE 16 ","West Germany","","","","","5"
"Never","1997","Couple + C. LE 16 ","East Germany","","","","","5"
"Never","1997","Couple + C. GT 16 ","West Germany","","","","","5"
"Never","1997","Couple + C. GT 16 ","East Germany","","","","","5"
"Never","1997","Couple + C. LE and GT 16","West Germany","","","","","5"
"Never","1997","Couple + C. LE and GT 16","East Germany","","","","","5"
"Rarely","1997","1-pers.-HH","East Germany","","","","","4"
"Rarely","1997","1-pers.-HH","West Germany","","","","","4"
"Rarely","1997","(Married) couple without C. ","West Germany","","","","","4"
"Rarely","1997","(Married) couple without C. ","East Germany","","","","","4"
"Rarely","1997","Single parent ","West Germany","","","","","4"
"Rarely","1997","Single parent ","East Germany","","","","","4"
"Rarely","1997","Couple + C. LE 16 ","East Germany","","","","","4"
"Rarely","1997","Couple + C. GT 16 ","East Germany","","","","","4"
"Rarely","1997","Couple + C. GT 16 ","West Germany","","","","","4"
"Rarely","1997","Couple + C. LE and GT 16","East Germany","","","","","4"
"Rarely","1997","Couple + C. LE 16 ","West Germany","","","","","4"
"Rarely","1997","Couple + C. LE and GT 16","West Germany","","","","","4"
"Daily","1998","1-pers.-HH","West Germany","152","0.103193840581811","0.0869178281729716","0.119469852990651","1"
"Daily","1998","1-pers.-HH","East Germany","52","0.110129285346755","0.0799740454211089","0.140284525272402","1"
"Daily","1998","(Married) couple without C. ","West Germany","239","0.0673989163087229","0.0584244900893503","0.0763733425280955","1"
"Daily","1998","(Married) couple without C. ","East Germany","103","0.0853829194741619","0.0693084319786188","0.101457406969705","1"
"Daily","1998","Single parent ","West Germany","60","0.106036593696736","0.079700206765695","0.132372980627778","1"
"Daily","1998","Single parent ","East Germany","18","","","","1"
"Daily","1998","Couple + C. LE 16 ","West Germany","244","0.0861278761356618","0.0747848549328397","0.0974708973384838","1"
"Daily","1998","Couple + C. LE 16 ","East Germany","44","0.0510232498687919","0.0352645992539361","0.0667819004836476","1"
"Daily","1998","Couple + C. GT 16 ","West Germany","180","0.0833687127790193","0.0704976289556368","0.0962397966024018","1"
"Daily","1998","Couple + C. GT 16 ","East Germany","32","0.0332314620291052","0.0207008352004412","0.0457620888577692","1"
"Daily","1998","Couple + C. LE and GT 16","West Germany","58","0.0509460217977624","0.0362328928017868","0.0656591507937381","1"
"Daily","1998","Couple + C. LE and GT 16","East Germany","17","","","","1"
"Min 1x per month","1998","1-pers.-HH","East Germany","97","0.262730712829214","0.220335539630576","0.305125886027853","3"
"Min 1x per month","1998","1-pers.-HH","West Germany","312","0.235211683031213","0.212519728727741","0.257903637334685","3"
"Min 1x per month","1998","(Married) couple without C. ","East Germany","378","0.344459753995422","0.317125897842131","0.371793610148713","3"
"Min 1x per month","1998","(Married) couple without C. ","West Germany","846","0.290402558181872","0.274153113780782","0.306652002582962","3"
"Min 1x per month","1998","Single parent ","West Germany","135","0.274941066653863","0.23674884696441","0.313133286343316","3"
"Min 1x per month","1998","Single parent ","East Germany","53","0.251361572661139","0.188682194424396","0.314040950897881","3"
"Min 1x per month","1998","Couple + C. LE 16 ","West Germany","608","0.306121725129869","0.287487862866664","0.324755587393073","3"
"Min 1x per month","1998","Couple + C. LE 16 ","East Germany","304","0.40476624950431","0.369614001576097","0.439918497432523","3"
"Min 1x per month","1998","Couple + C. GT 16 ","West Germany","493","0.298788304691062","0.277476383340057","0.320100226042066","3"
"Min 1x per month","1998","Couple + C. GT 16 ","East Germany","332","0.411195932970309","0.37679686910789","0.445594996832727","3"
"Min 1x per month","1998","Couple + C. LE and GT 16","East Germany","163","0.427576636885697","0.37828669938526","0.476866574386134","3"
"Min 1x per month","1998","Couple + C. LE and GT 16","West Germany","253","0.305084482227738","0.274275275865403","0.335893688590072","3"
"Min 1x per week","1998","1-pers.-HH","West Germany","543","0.388445739954864","0.362368926964629","0.414522552945099","2"
"Min 1x per week","1998","1-pers.-HH","East Germany","184","0.417465426806502","0.369962646374629","0.464968207238375","2"
"Min 1x per week","1998","(Married) couple without C. ","East Germany","517","0.42596720717002","0.397523354796512","0.454411059543528","2"
"Min 1x per week","1998","(Married) couple without C. ","West Germany","1325","0.417592636953164","0.399939490611009","0.435245783295318","2"
"Min 1x per week","1998","Single parent ","West Germany","198","0.351075264395511","0.310246548650989","0.391903980140032","2"
"Min 1x per week","1998","Single parent ","East Germany","73","0.4291227480516","0.357607060700473","0.500638435402728","2"
"Min 1x per week","1998","Couple + C. LE 16 ","West Germany","1119","0.429208762826452","0.409196919298287","0.449220606354617","2"
"Min 1x per week","1998","Couple + C. LE 16 ","East Germany","306","0.408494364787426","0.373291366031061","0.44369736354379","2"
"Min 1x per week","1998","Couple + C. GT 16 ","West Germany","661","0.349124462804945","0.326929452702434","0.371319472907455","2"
"Min 1x per week","1998","Couple + C. GT 16 ","East Germany","256","0.349939044901096","0.316595631276091","0.383282458526101","2"
"Min 1x per week","1998","Couple + C. LE and GT 16","West Germany","318","0.361966950973358","0.329811063933197","0.394122838013519","2"
"Min 1x per week","1998","Couple + C. LE and GT 16","East Germany","112","0.280481874099244","0.235724368123307","0.32523938007518","2"
"Never","1998","1-pers.-HH","East Germany","13","","","","5"
"Never","1998","1-pers.-HH","West Germany","61","0.0490196422156739","0.0374680280389049","0.0605712563924429","5"
"Never","1998","(Married) couple without C. ","West Germany","37","0.0142745241858432","0.0100284156838913","0.0185206326877952","5"
"Never","1998","(Married) couple without C. ","East Germany","7","","","","5"
"Never","1998","Single parent ","West Germany","16","","","","5"
"Never","1998","Single parent ","East Germany","5","","","","5"
"Never","1998","Couple + C. LE 16 ","West Germany","18","","","","5"
"Never","1998","Couple + C. LE 16 ","East Germany","3","","","","5"
"Never","1998","Couple + C. GT 16 ","West Germany","49","0.0236767825086685","0.0165977422326688","0.0307558227846681","5"
"Never","1998","Couple + C. GT 16 ","East Germany","9","","","","5"
"Never","1998","Couple + C. LE and GT 16","West Germany","19","","","","5"
"Never","1998","Couple + C. LE and GT 16","East Germany","1","","","","5"
"Rarely","1998","(Married) couple without C. ","West Germany","551","0.210331364370399","0.195742995342617","0.22491973339818","4"
"Rarely","1998","1-pers.-HH","West Germany","274","0.224129094216438","0.201818266406472","0.246439922026404","4"
"Rarely","1998","1-pers.-HH","East Germany","68","0.171884206959136","0.135541987935735","0.208226425982537","4"
"Rarely","1998","(Married) couple without C. ","East Germany","156","0.129011451802022","0.109729440421166","0.148293463182879","4"
"Rarely","1998","Single parent ","West Germany","116","0.244394056953721","0.207635247054895","0.281152866852548","4"
"Rarely","1998","Single parent ","East Germany","35","0.208954759836573","0.150210427169624","0.267699092503521","4"
"Rarely","1998","Couple + C. LE 16 ","West Germany","361","0.171272507816511","0.156040264743603","0.18650475088942","4"
"Rarely","1998","Couple + C. LE 16 ","East Germany","92","0.132845277836321","0.108538435745782","0.15715211992686","4"
"Rarely","1998","Couple + C. GT 16 ","West Germany","389","0.245041737216306","0.225015574758706","0.265067899673906","4"
"Rarely","1998","Couple + C. GT 16 ","East Germany","157","0.193266510922833","0.165661993198715","0.220871028646952","4"
"Rarely","1998","Couple + C. LE and GT 16","West Germany","210","0.264965587846531","0.235436296817549","0.294494878875512","4"
"Rarely","1998","Couple + C. LE and GT 16","East Germany","94","0.244824075170379","0.201984639825687","0.28766351051507","4"
"Daily","1999","1-pers.-HH","West Germany","","","","","1"
"Daily","1999","1-pers.-HH","East Germany","","","","","1"
"Daily","1999","(Married) couple without C. ","West Germany","","","","","1"
"Daily","1999","(Married) couple without C. ","East Germany","","","","","1"
"Daily","1999","Single parent ","West Germany","","","","","1"
"Daily","1999","Single parent ","East Germany","","","","","1"
"Daily","1999","Couple + C. LE 16 ","West Germany","","","","","1"
"Daily","1999","Couple + C. LE 16 ","East Germany","","","","","1"
"Daily","1999","Couple + C. GT 16 ","East Germany","","","","","1"
"Daily","1999","Couple + C. GT 16 ","West Germany","","","","","1"
"Daily","1999","Couple + C. LE and GT 16","West Germany","","","","","1"
"Daily","1999","Couple + C. LE and GT 16","East Germany","","","","","1"
"Min 1x per month","1999","1-pers.-HH","West Germany","","","","","3"
"Min 1x per month","1999","(Married) couple without C. ","West Germany","","","","","3"
"Min 1x per month","1999","1-pers.-HH","East Germany","","","","","3"
"Min 1x per month","1999","(Married) couple without C. ","East Germany","","","","","3"
"Min 1x per month","1999","Single parent ","West Germany","","","","","3"
"Min 1x per month","1999","Single parent ","East Germany","","","","","3"
"Min 1x per month","1999","Couple + C. LE 16 ","East Germany","","","","","3"
"Min 1x per month","1999","Couple + C. LE 16 ","West Germany","","","","","3"
"Min 1x per month","1999","Couple + C. GT 16 ","East Germany","","","","","3"
"Min 1x per month","1999","Couple + C. GT 16 ","West Germany","","","","","3"
"Min 1x per month","1999","Couple + C. LE and GT 16","West Germany","","","","","3"
"Min 1x per month","1999","Couple + C. LE and GT 16","East Germany","","","","","3"
"Min 1x per week","1999","1-pers.-HH","West Germany","","","","","2"
"Min 1x per week","1999","1-pers.-HH","East Germany","","","","","2"
"Min 1x per week","1999","(Married) couple without C. ","West Germany","","","","","2"
"Min 1x per week","1999","(Married) couple without C. ","East Germany","","","","","2"
"Min 1x per week","1999","Single parent ","East Germany","","","","","2"
"Min 1x per week","1999","Single parent ","West Germany","","","","","2"
"Min 1x per week","1999","Couple + C. LE 16 ","West Germany","","","","","2"
"Min 1x per week","1999","Couple + C. GT 16 ","West Germany","","","","","2"
"Min 1x per week","1999","Couple + C. LE 16 ","East Germany","","","","","2"
"Min 1x per week","1999","Couple + C. GT 16 ","East Germany","","","","","2"
"Min 1x per week","1999","Couple + C. LE and GT 16","East Germany","","","","","2"
"Min 1x per week","1999","Couple + C. LE and GT 16","West Germany","","","","","2"
"Never","1999","1-pers.-HH","West Germany","","","","","5"
"Never","1999","1-pers.-HH","East Germany","","","","","5"
"Never","1999","(Married) couple without C. ","West Germany","","","","","5"
"Never","1999","(Married) couple without C. ","East Germany","","","","","5"
"Never","1999","Single parent ","West Germany","","","","","5"
"Never","1999","Single parent ","East Germany","","","","","5"
"Never","1999","Couple + C. LE 16 ","West Germany","","","","","5"
"Never","1999","Couple + C. LE 16 ","East Germany","","","","","5"
"Never","1999","Couple + C. GT 16 ","West Germany","","","","","5"
"Never","1999","Couple + C. GT 16 ","East Germany","","","","","5"
"Never","1999","Couple + C. LE and GT 16","West Germany","","","","","5"
"Never","1999","Couple + C. LE and GT 16","East Germany","","","","","5"
"Rarely","1999","1-pers.-HH","East Germany","","","","","4"
"Rarely","1999","1-pers.-HH","West Germany","","","","","4"
"Rarely","1999","(Married) couple without C. ","East Germany","","","","","4"
"Rarely","1999","(Married) couple without C. ","West Germany","","","","","4"
"Rarely","1999","Single parent ","West Germany","","","","","4"
"Rarely","1999","Single parent ","East Germany","","","","","4"
"Rarely","1999","Couple + C. LE 16 ","West Germany","","","","","4"
"Rarely","1999","Couple + C. GT 16 ","West Germany","","","","","4"
"Rarely","1999","Couple + C. LE 16 ","East Germany","","","","","4"
"Rarely","1999","Couple + C. GT 16 ","East Germany","","","","","4"
"Rarely","1999","Couple + C. LE and GT 16","West Germany","","","","","4"
"Rarely","1999","Couple + C. LE and GT 16","East Germany","","","","","4"
"Daily","2000","1-pers.-HH","West Germany","","","","","1"
"Daily","2000","1-pers.-HH","East Germany","","","","","1"
"Daily","2000","(Married) couple without C. ","West Germany","","","","","1"
"Daily","2000","(Married) couple without C. ","East Germany","","","","","1"
"Daily","2000","Single parent ","East Germany","","","","","1"
"Daily","2000","Single parent ","West Germany","","","","","1"
"Daily","2000","Couple + C. LE 16 ","West Germany","","","","","1"
"Daily","2000","Couple + C. GT 16 ","East Germany","","","","","1"
"Daily","2000","Couple + C. LE 16 ","East Germany","","","","","1"
"Daily","2000","Couple + C. GT 16 ","West Germany","","","","","1"
"Daily","2000","Couple + C. LE and GT 16","East Germany","","","","","1"
"Daily","2000","Couple + C. LE and GT 16","West Germany","","","","","1"
"Min 1x per month","2000","1-pers.-HH","East Germany","","","","","3"
"Min 1x per month","2000","1-pers.-HH","West Germany","","","","","3"
"Min 1x per month","2000","(Married) couple without C. ","East Germany","","","","","3"
"Min 1x per month","2000","(Married) couple without C. ","West Germany","","","","","3"
"Min 1x per month","2000","Single parent ","East Germany","","","","","3"
"Min 1x per month","2000","Single parent ","West Germany","","","","","3"
"Min 1x per month","2000","Couple + C. LE 16 ","West Germany","","","","","3"
"Min 1x per month","2000","Couple + C. GT 16 ","West Germany","","","","","3"
"Min 1x per month","2000","Couple + C. LE 16 ","East Germany","","","","","3"
"Min 1x per month","2000","Couple + C. GT 16 ","East Germany","","","","","3"
"Min 1x per month","2000","Couple + C. LE and GT 16","West Germany","","","","","3"
"Min 1x per month","2000","Couple + C. LE and GT 16","East Germany","","","","","3"
"Min 1x per week","2000","1-pers.-HH","West Germany","","","","","2"
"Min 1x per week","2000","1-pers.-HH","East Germany","","","","","2"
"Min 1x per week","2000","(Married) couple without C. ","West Germany","","","","","2"
"Min 1x per week","2000","(Married) couple without C. ","East Germany","","","","","2"
"Min 1x per week","2000","Single parent ","West Germany","","","","","2"
"Min 1x per week","2000","Single parent ","East Germany","","","","","2"
"Min 1x per week","2000","Couple + C. LE 16 ","West Germany","","","","","2"
"Min 1x per week","2000","Couple + C. LE 16 ","East Germany","","","","","2"
"Min 1x per week","2000","Couple + C. GT 16 ","East Germany","","","","","2"
"Min 1x per week","2000","Couple + C. GT 16 ","West Germany","","","","","2"
"Min 1x per week","2000","Couple + C. LE and GT 16","West Germany","","","","","2"
"Min 1x per week","2000","Couple + C. LE and GT 16","East Germany","","","","","2"
"Never","2000","1-pers.-HH","West Germany","","","","","5"
"Never","2000","1-pers.-HH","East Germany","","","","","5"
"Never","2000","(Married) couple without C. ","West Germany","","","","","5"
"Never","2000","(Married) couple without C. ","East Germany","","","","","5"
"Never","2000","Single parent ","West Germany","","","","","5"
"Never","2000","Single parent ","East Germany","","","","","5"
"Never","2000","Couple + C. LE 16 ","West Germany","","","","","5"
"Never","2000","Couple + C. LE 16 ","East Germany","","","","","5"
"Never","2000","Couple + C. GT 16 ","West Germany","","","","","5"
"Never","2000","Couple + C. GT 16 ","East Germany","","","","","5"
"Never","2000","Couple + C. LE and GT 16","West Germany","","","","","5"
"Never","2000","Couple + C. LE and GT 16","East Germany","","","","","5"
"Rarely","2000","1-pers.-HH","East Germany","","","","","4"
"Rarely","2000","1-pers.-HH","West Germany","","","","","4"
"Rarely","2000","(Married) couple without C. ","West Germany","","","","","4"
"Rarely","2000","Single parent ","West Germany","","","","","4"
"Rarely","2000","(Married) couple without C. ","East Germany","","","","","4"
"Rarely","2000","Single parent ","East Germany","","","","","4"
"Rarely","2000","Couple + C. LE 16 ","East Germany","","","","","4"
"Rarely","2000","Couple + C. LE 16 ","West Germany","","","","","4"
"Rarely","2000","Couple + C. GT 16 ","West Germany","","","","","4"
"Rarely","2000","Couple + C. GT 16 ","East Germany","","","","","4"
"Rarely","2000","Couple + C. LE and GT 16","West Germany","","","","","4"
"Rarely","2000","Couple + C. LE and GT 16","East Germany","","","","","4"
"Daily","2001","1-pers.-HH","West Germany","","","","","1"
"Daily","2001","1-pers.-HH","East Germany","","","","","1"
"Daily","2001","(Married) couple without C. ","West Germany","","","","","1"
"Daily","2001","(Married) couple without C. ","East Germany","","","","","1"
"Daily","2001","Single parent ","West Germany","","","","","1"
"Daily","2001","Single parent ","East Germany","","","","","1"
"Daily","2001","Couple + C. LE 16 ","West Germany","","","","","1"
"Daily","2001","Couple + C. LE 16 ","East Germany","","","","","1"
"Daily","2001","Couple + C. GT 16 ","West Germany","","","","","1"
"Daily","2001","Couple + C. LE and GT 16","West Germany","","","","","1"
"Daily","2001","Couple + C. GT 16 ","East Germany","","","","","1"
"Daily","2001","Couple + C. LE and GT 16","East Germany","","","","","1"
"Min 1x per month","2001","1-pers.-HH","East Germany","","","","","3"
"Min 1x per month","2001","1-pers.-HH","West Germany","","","","","3"
"Min 1x per month","2001","(Married) couple without C. ","West Germany","","","","","3"
"Min 1x per month","2001","Single parent ","West Germany","","","","","3"
"Min 1x per month","2001","(Married) couple without C. ","East Germany","","","","","3"
"Min 1x per month","2001","Single parent ","East Germany","","","","","3"
"Min 1x per month","2001","Couple + C. LE 16 ","West Germany","","","","","3"
"Min 1x per month","2001","Couple + C. LE 16 ","East Germany","","","","","3"
"Min 1x per month","2001","Couple + C. GT 16 ","East Germany","","","","","3"
"Min 1x per month","2001","Couple + C. GT 16 ","West Germany","","","","","3"
"Min 1x per month","2001","Couple + C. LE and GT 16","West Germany","","","","","3"
"Min 1x per month","2001","Couple + C. LE and GT 16","East Germany","","","","","3"
"Min 1x per week","2001","1-pers.-HH","West Germany","","","","","2"
"Min 1x per week","2001","1-pers.-HH","East Germany","","","","","2"
"Min 1x per week","2001","(Married) couple without C. ","West Germany","","","","","2"
"Min 1x per week","2001","(Married) couple without C. ","East Germany","","","","","2"
"Min 1x per week","2001","Single parent ","West Germany","","","","","2"
"Min 1x per week","2001","Single parent ","East Germany","","","","","2"
"Min 1x per week","2001","Couple + C. LE 16 ","West Germany","","","","","2"
"Min 1x per week","2001","Couple + C. LE 16 ","East Germany","","","","","2"
"Min 1x per week","2001","Couple + C. GT 16 ","West Germany","","","","","2"
"Min 1x per week","2001","Couple + C. GT 16 ","East Germany","","","","","2"
"Min 1x per week","2001","Couple + C. LE and GT 16","West Germany","","","","","2"
"Min 1x per week","2001","Couple + C. LE and GT 16","East Germany","","","","","2"
"Never","2001","1-pers.-HH","West Germany","","","","","5"
"Never","2001","(Married) couple without C. ","East Germany","","","","","5"
"Never","2001","1-pers.-HH","East Germany","","","","","5"
"Never","2001","(Married) couple without C. ","West Germany","","","","","5"
"Never","2001","Single parent ","East Germany","","","","","5"
"Never","2001","Single parent ","West Germany","","","","","5"
"Never","2001","Couple + C. LE 16 ","West Germany","","","","","5"
"Never","2001","Couple + C. LE 16 ","East Germany","","","","","5"
"Never","2001","Couple + C. GT 16 ","West Germany","","","","","5"
"Never","2001","Couple + C. GT 16 ","East Germany","","","","","5"
"Never","2001","Couple + C. LE and GT 16","West Germany","","","","","5"
"Never","2001","Couple + C. LE and GT 16","East Germany","","","","","5"
"Rarely","2001","1-pers.-HH","West Germany","","","","","4"
"Rarely","2001","1-pers.-HH","East Germany","","","","","4"
"Rarely","2001","(Married) couple without C. ","West Germany","","","","","4"
"Rarely","2001","(Married) couple without C. ","East Germany","","","","","4"
"Rarely","2001","Single parent ","West Germany","","","","","4"
"Rarely","2001","Single parent ","East Germany","","","","","4"
"Rarely","2001","Couple + C. LE 16 ","East Germany","","","","","4"
"Rarely","2001","Couple + C. GT 16 ","East Germany","","","","","4"
"Rarely","2001","Couple + C. LE 16 ","West Germany","","","","","4"
"Rarely","2001","Couple + C. GT 16 ","West Germany","","","","","4"
"Rarely","2001","Couple + C. LE and GT 16","West Germany","","","","","4"
"Rarely","2001","Couple + C. LE and GT 16","East Germany","","","","","4"
"Daily","2002","1-pers.-HH","West Germany","","","","","1"
"Daily","2002","1-pers.-HH","East Germany","","","","","1"
"Daily","2002","(Married) couple without C. ","West Germany","","","","","1"
"Daily","2002","(Married) couple without C. ","East Germany","","","","","1"
"Daily","2002","Single parent ","East Germany","","","","","1"
"Daily","2002","Single parent ","West Germany","","","","","1"
"Daily","2002","Couple + C. GT 16 ","East Germany","","","","","1"
"Daily","2002","Couple + C. LE 16 ","West Germany","","","","","1"
"Daily","2002","Couple + C. LE 16 ","East Germany","","","","","1"
"Daily","2002","Couple + C. GT 16 ","West Germany","","","","","1"
"Daily","2002","Couple + C. LE and GT 16","East Germany","","","","","1"
"Daily","2002","Couple + C. LE and GT 16","West Germany","","","","","1"
"Min 1x per month","2002","1-pers.-HH","West Germany","","","","","3"
"Min 1x per month","2002","1-pers.-HH","East Germany","","","","","3"
"Min 1x per month","2002","(Married) couple without C. ","West Germany","","","","","3"
"Min 1x per month","2002","(Married) couple without C. ","East Germany","","","","","3"
"Min 1x per month","2002","Single parent ","East Germany","","","","","3"
"Min 1x per month","2002","Single parent ","West Germany","","","","","3"
"Min 1x per month","2002","Couple + C. LE 16 ","West Germany","","","","","3"
"Min 1x per month","2002","Couple + C. GT 16 ","West Germany","","","","","3"
"Min 1x per month","2002","Couple + C. LE 16 ","East Germany","","","","","3"
"Min 1x per month","2002","Couple + C. GT 16 ","East Germany","","","","","3"
"Min 1x per month","2002","Couple + C. LE and GT 16","East Germany","","","","","3"
"Min 1x per month","2002","Couple + C. LE and GT 16","West Germany","","","","","3"
"Min 1x per week","2002","1-pers.-HH","East Germany","","","","","2"
"Min 1x per week","2002","1-pers.-HH","West Germany","","","","","2"
"Min 1x per week","2002","Single parent ","East Germany","","","","","2"
"Min 1x per week","2002","(Married) couple without C. ","West Germany","","","","","2"
"Min 1x per week","2002","(Married) couple without C. ","East Germany","","","","","2"
"Min 1x per week","2002","Single parent ","West Germany","","","","","2"
"Min 1x per week","2002","Couple + C. LE 16 ","West Germany","","","","","2"
"Min 1x per week","2002","Couple + C. LE 16 ","East Germany","","","","","2"
"Min 1x per week","2002","Couple + C. GT 16 ","West Germany","","","","","2"
"Min 1x per week","2002","Couple + C. GT 16 ","East Germany","","","","","2"
"Min 1x per week","2002","Couple + C. LE and GT 16","West Germany","","","","","2"
"Min 1x per week","2002","Couple + C. LE and GT 16","East Germany","","","","","2"
"Never","2002","1-pers.-HH","East Germany","","","","","5"
"Never","2002","(Married) couple without C. ","West Germany","","","","","5"
"Never","2002","1-pers.-HH","West Germany","","","","","5"
"Never","2002","(Married) couple without C. ","East Germany","","","","","5"
"Never","2002","Single parent ","West Germany","","","","","5"
"Never","2002","Single parent ","East Germany","","","","","5"
"Never","2002","Couple + C. LE 16 ","West Germany","","","","","5"
