"ple0005","year","e11102","sex","n","percent","lower_confidence","upper_confidence","value"
"Not at all","2005","Not Employed","Male","","","","","3"
"Not at all","2005","Not Employed","Female","","","","","3"
"Not at all","2005","Employed","Male","","","","","3"
"Not at all","2005","Employed","Female","","","","","3"
"Strong","2005","Not Employed","Male","","","","","1"
"Strong","2005","Not Employed","Female","","","","","1"
"Strong","2005","Employed","Male","","","","","1"
"Strong","2005","Employed","Female","","","","","1"
"A little","2006","Not Employed","Male","1364","0.393090531303371","0.37683910055352","0.409341962053223","2"
"A little","2006","Not Employed","Female","1913","0.382139592622957","0.368802480986303","0.395476704259611","2"
"A little","2006","Employed","Male","2122","0.301887331126024","0.291147543994634","0.312627118257414","2"
"A little","2006","Employed","Female","2282","0.367396508158066","0.355612048264134","0.379180968051998","2"
"Not at all","2006","Not Employed","Male","1238","0.338618825756449","0.322873022605252","0.354364628907646","3"
"Not at all","2006","Not Employed","Female","1784","0.307973039443826","0.295301673252602","0.32064440563505","3"
"Not at all","2006","Employed","Male","4475","0.632221546463537","0.620940789120503","0.643502303806571","3"
"Not at all","2006","Employed","Female","3688","0.554988098698012","0.542840119876781","0.567136077519242","3"
"Strong","2006","Not Employed","Male","868","0.268290642940179","0.253548676400197","0.283032609480162","1"
"Strong","2006","Not Employed","Female","1402","0.309887367933217","0.297194273527591","0.322580462338843","1"
"Strong","2006","Employed","Male","422","0.065891122410439","0.060087185641703","0.071695059179175","1"
"Strong","2006","Employed","Female","459","0.0776153931439224","0.0710749626864337","0.0841558236014112","1"
"A little","2007","Not Employed","Male","","","","","2"
"A little","2007","Not Employed","Female","","","","","2"
"A little","2007","Employed","Male","","","","","2"
"A little","2007","Employed","Female","","","","","2"
"Not at all","2007","Not Employed","Male","","","","","3"
"Not at all","2007","Not Employed","Female","","","","","3"
"Not at all","2007","Employed","Male","","","","","3"
"Not at all","2007","Employed","Female","","","","","3"
"Strong","2007","Not Employed","Male","","","","","1"
"Strong","2007","Not Employed","Female","","","","","1"
"Strong","2007","Employed","Male","","","","","1"
"Strong","2007","Employed","Female","","","","","1"
"A little","2008","Not Employed","Male","1227","0.392450342054907","0.375171936649303","0.40972874746051","2"
"A little","2008","Not Employed","Female","1695","0.398578869464859","0.384126983752586","0.413030755177131","2"
"A little","2008","Employed","Male","1863","0.311868264006725","0.300303463084304","0.323433064929146","2"
"A little","2008","Employed","Female","2023","0.373449359926951","0.360928012417765","0.385970707436138","2"
"Not at all","2008","Not Employed","Male","1034","0.329309655629243","0.312679984034662","0.345939327223825","3"
"Not at all","2008","Not Employed","Female","1486","0.297657244032515","0.284161065224274","0.311153422840755","3"
"Not at all","2008","Employed","Male","3950","0.619484862917702","0.607364431056441","0.631605294778963","3"
"Not at all","2008","Employed","Female","3332","0.550704262722279","0.537828217648191","0.563580307796367","3"
"Strong","2008","Not Employed","Male","807","0.27824000231585","0.262382798741136","0.294097205890564","1"
"Strong","2008","Not Employed","Female","1228","0.303763886502627","0.290189369523037","0.317338403482216","1"
"Strong","2008","Employed","Male","351","0.0686468730755724","0.062334620847995","0.0749591253031499","1"
"Strong","2008","Employed","Female","378","0.0758463773507694","0.0689931265345519","0.0826996281669869","1"
"A little","2009","Not Employed","Male","","","","","2"
"A little","2009","Not Employed","Female","","","","","2"
"A little","2009","Employed","Male","","","","","2"
"A little","2009","Employed","Female","","","","","2"
"Not at all","2009","Not Employed","Male","","","","","3"
"Not at all","2009","Not Employed","Female","","","","","3"
"Not at all","2009","Employed","Male","","","","","3"
"Not at all","2009","Employed","Female","","","","","3"
"Strong","2009","Not Employed","Male","","","","","1"
"Strong","2009","Not Employed","Female","","","","","1"
"Strong","2009","Employed","Male","","","","","1"
"Strong","2009","Employed","Female","","","","","1"
"A little","2010","Not Employed","Male","1091","0.412107885076266","0.393493471169239","0.430722298983293","2"
"A little","2010","Not Employed","Female","1540","0.425508933933991","0.409491109490621","0.441526758377361","2"
"A little","2010","Employed","Male","1670","0.334616758298896","0.321872415733999","0.347361100863792","2"
"A little","2010","Employed","Female","1948","0.396195946884175","0.382743392113436","0.409648501654915","2"
"Not at all","2010","Not Employed","Male","862","0.307506152049193","0.290054764987757","0.324957539110629","3"
"Not at all","2010","Not Employed","Female","1076","0.23122935500876","0.217570086947957","0.244888623069564","3"
"Not at all","2010","Employed","Male","3263","0.591452425657609","0.57817576392099","0.604729087394228","3"
"Not at all","2010","Employed","Female","2789","0.53057792915083","0.516851483797724","0.544304374503936","3"
"Strong","2010","Not Employed","Male","733","0.280385962874541","0.263398714617205","0.297373211131876","1"
"Strong","2010","Not Employed","Female","1044","0.343261711057248","0.327879583856753","0.358643838257744","1"
"Strong","2010","Employed","Male","333","0.0739308160434948","0.0668637015065676","0.080997930580422","1"
"Strong","2010","Employed","Female","341","0.0732261239649949","0.0660610338365836","0.0803912140934062","1"
"A little","2011","Not Employed","Male","","","","","2"
"A little","2011","Not Employed","Female","","","","","2"
"A little","2011","Employed","Male","","","","","2"
"A little","2011","Employed","Female","","","","","2"
"Not at all","2011","Not Employed","Male","","","","","3"
"Not at all","2011","Not Employed","Female","","","","","3"
"Not at all","2011","Employed","Male","","","","","3"
"Not at all","2011","Employed","Female","","","","","3"
"Strong","2011","Not Employed","Male","","","","","1"
"Strong","2011","Not Employed","Female","","","","","1"
"Strong","2011","Employed","Male","","","","","1"
"Strong","2011","Employed","Female","","","","","1"
"A little","2012","Not Employed","Male","1426","0.398365183172335","0.382090393866825","0.414639972477845","2"
"A little","2012","Not Employed","Female","1865","0.421595136244692","0.407281211016103","0.435909061473281","2"
"A little","2012","Employed","Male","1970","0.32783585843078","0.316149257815929","0.339522459045632","2"
"A little","2012","Employed","Female","2265","0.373654623773164","0.36170774642362","0.385601501122709","2"
"Not at all","2012","Not Employed","Male","1101","0.308380753421519","0.293028031812476","0.323733475030562","3"
"Not at all","2012","Not Employed","Female","1387","0.257292738395538","0.244621543237665","0.269963933553412","3"
"Not at all","2012","Employed","Male","3839","0.611353428436806","0.59921825740635","0.623488599467261","3"
"Not at all","2012","Employed","Female","3530","0.54280933178499","0.530507079805338","0.555111583764641","3"
"Strong","2012","Not Employed","Male","949","0.293254063406146","0.278119779158391","0.308388347653902","1"
"Strong","2012","Not Employed","Female","1320","0.32111212535977","0.307578244199183","0.334646006520357","1"
"Strong","2012","Employed","Male","389","0.0608107131324142","0.0548610973803696","0.0667603288844587","1"
"Strong","2012","Employed","Female","504","0.0835360444418459","0.0767031150219931","0.0903689738616987","1"
"A little","2013","Not Employed","Male","","","","","2"
"A little","2013","Not Employed","Female","","","","","2"
"A little","2013","Employed","Male","","","","","2"
"A little","2013","Employed","Female","","","","","2"
"Not at all","2013","Not Employed","Male","","","","","3"
"Not at all","2013","Not Employed","Female","","","","","3"
"Not at all","2013","Employed","Male","","","","","3"
"Not at all","2013","Employed","Female","","","","","3"
"Strong","2013","Not Employed","Male","","","","","1"
"Strong","2013","Not Employed","Female","","","","","1"
"Strong","2013","Employed","Male","","","","","1"
"Strong","2013","Employed","Female","","","","","1"
"A little","2014","Not Employed","Male","1429","0.38787162174987","0.372385231886372","0.403358011613369","2"
"A little","2014","Not Employed","Female","2129","0.422243375451774","0.409265356034606","0.435221394868942","2"
"A little","2014","Employed","Male","2449","0.293257716818722","0.283668801500428","0.302846632137016","2"
"A little","2014","Employed","Female","3045","0.345612653174039","0.335854498081564","0.355370808266513","2"
"Not at all","2014","Not Employed","Male","1420","0.328279594500601","0.313355048009024","0.343204140992178","3"
"Not at all","2014","Not Employed","Female","2021","0.273024093512526","0.26131791813901","0.284730268886041","3"
"Not at all","2014","Employed","Male","5680","0.640334446492047","0.630226403587063","0.650442489397031","3"
"Not at all","2014","Employed","Female","5340","0.569251320520776","0.559090718205721","0.579411922835831","3"
"Strong","2014","Not Employed","Male","954","0.283848783749529","0.269519291098609","0.298178276400448","1"
"Strong","2014","Not Employed","Female","1414","0.304732531035701","0.292637976015196","0.316827086056205","1"
"Strong","2014","Employed","Male","530","0.0664078366892311","0.0611633560513121","0.0716523173271502","1"
"Strong","2014","Employed","Female","739","0.0851360263051852","0.0794095112931738","0.0908625413171966","1"
"A little","2015","Not Employed","Male","","","","","2"
"A little","2015","Not Employed","Female","","","","","2"
"A little","2015","Employed","Male","","","","","2"
"A little","2015","Employed","Female","","","","","2"
"Not at all","2015","Not Employed","Male","","","","","3"
"Not at all","2015","Not Employed","Female","","","","","3"
"Not at all","2015","Employed","Male","","","","","3"
"Not at all","2015","Employed","Female","","","","","3"
"Strong","2015","Not Employed","Male","","","","","1"
"Strong","2015","Not Employed","Female","","","","","1"
"Strong","2015","Employed","Male","","","","","1"
"Strong","2015","Employed","Female","","","","","1"
"A little","2016","Not Employed","Male","1862","0.378785125116685","0.366573948685674","0.390996301547696","2"
"A little","2016","Not Employed","Female","2433","0.40222315914823","0.390251903390523","0.414194414905936","2"
"A little","2016","Employed","Male","2238","0.306134173640767","0.295888337343629","0.316380009937905","2"
"A little","2016","Employed","Female","2802","0.352160348889577","0.341922163960506","0.362398533818648","2"
"Not at all","2016","Not Employed","Male","3175","0.355668554002102","0.343617708371599","0.367719399632605","3"
"Not at all","2016","Not Employed","Female","2524","0.28326956611298","0.272269013264231","0.294270118961729","3"
"Not at all","2016","Employed","Male","5070","0.627994932335736","0.617249936418304","0.638739928253169","3"
"Not at all","2016","Employed","Female","4911","0.563780888853009","0.553151054459098","0.57441072324692","3"
"Strong","2016","Not Employed","Male","1025","0.265546320881213","0.254429196243743","0.276663445518682","1"
"Strong","2016","Not Employed","Female","1488","0.314507274738791","0.30317144268514","0.325843106792441","1"
"Strong","2016","Employed","Male","465","0.0658708940234967","0.0603564213593642","0.0713853666876292","1"
"Strong","2016","Employed","Female","648","0.084058762257414","0.0781111276349016","0.0900063968799265","1"
"A little","2017","Not Employed","Male","320","0.185424783077779","0.166740257826957","0.204109308328602","2"
"A little","2017","Not Employed","Female","408","0.311881400910589","0.286054919502452","0.337707882318726","2"
"A little","2017","Employed","Male","","","","","2"
"A little","2017","Employed","Female","","","","","2"
"Not at all","2017","Not Employed","Male","1228","0.763750692711569","0.74332890949275","0.784172475930387","3"
"Not at all","2017","Not Employed","Female","660","0.548697754317828","0.520955663169221","0.576439845466435","3"
"Not at all","2017","Employed","Male","","","","","3"
"Not at all","2017","Employed","Female","","","","","3"
"Strong","2017","Not Employed","Male","114","0.050824524210652","0.0402650450731654","0.0613840033481386","1"
"Strong","2017","Not Employed","Female","168","0.139420844771583","0.120110140108754","0.158731549434412","1"
"Strong","2017","Employed","Male","","","","","1"
"Strong","2017","Employed","Female","","","","","1"
"A little","2018","Not Employed","Male","1870","0.399820753566941","0.38696084850384","0.412680658630042","2"
"A little","2018","Not Employed","Female","2413","0.407001894560215","0.394984634896326","0.419019154224104","2"
"A little","2018","Employed","Male","2477","0.296768421340848","0.28725120490037","0.306285637781327","2"
"A little","2018","Employed","Female","3151","0.358016022879748","0.348180501379075","0.36785154438042","2"
"Not at all","2018","Not Employed","Male","2636","0.343009049041454","0.330546780897641","0.355471317185267","3"
"Not at all","2018","Not Employed","Female","2444","0.278771392387433","0.267803046146772","0.289739738628094","3"
"Not at all","2018","Employed","Male","5806","0.636839250548204","0.626820437244767","0.64685806385164","3"
"Not at all","2018","Employed","Female","5259","0.557924941535952","0.547736213719612","0.568113669352292","3"
"Strong","2018","Not Employed","Male","1068","0.257170197391605","0.245696072104599","0.268644322678611","1"
"Strong","2018","Not Employed","Female","1563","0.314226713052352","0.302871575219111","0.325581850885592","1"
"Strong","2018","Employed","Male","568","0.0663923281109481","0.0612056048643744","0.0715790513575218","1"
"Strong","2018","Employed","Female","717","0.0840590355843003","0.0783664442329297","0.0897516269356708","1"
"A little","2019","Not Employed","Male","29","","","","2"
"A little","2019","Not Employed","Female","31","0.214878423835564","0.147321668943464","0.282435178727663","2"
"A little","2019","Employed","Male","","","","","2"
"A little","2019","Employed","Female","","","","","2"
"Not at all","2019","Not Employed","Male","89","0.657023548488143","0.577242221432462","0.736804875543824","3"
"Not at all","2019","Not Employed","Female","89","0.625766715875098","0.54617252833425","0.705360903415946","3"
"Not at all","2019","Employed","Male","","","","","3"
"Not at all","2019","Employed","Female","","","","","3"
"Strong","2019","Not Employed","Male","18","","","","1"
"Strong","2019","Not Employed","Female","22","","","","1"
"Strong","2019","Employed","Male","","","","","1"
"Strong","2019","Employed","Female","","","","","1"
