"ple0005","year","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Not at all","2012","East Germany","1993","0.395120663847144","0.381378982948523","0.408862344745764","3"
"Strong","2012","West Germany","2265","0.155157866077324","0.149491453389666","0.160824278764983","1"
"Strong","2012","East Germany","897","0.203094652583509","0.19178645915258","0.214402846014439","1"
"A little","2013","West Germany","","","","","2"
"A little","2013","East Germany","","","","","2"
"Not at all","2013","West Germany","","","","","3"
"Not at all","2013","East Germany","","","","","3"
"Strong","2013","West Germany","","","","","1"
"Strong","2013","East Germany","","","","","1"
"A little","2014","West Germany","6839","0.340441284541152","0.334113628812298","0.346768940270007","2"
"A little","2014","East Germany","2213","0.403673326992477","0.390831111366364","0.41651554261859","2"
"Not at all","2014","West Germany","11932","0.504384170436695","0.497707678806675","0.511060662066715","3"
"Not at all","2014","East Germany","2529","0.424085200741385","0.411149543754309","0.437020857728461","3"
"Strong","2014","West Germany","2772","0.155174545022153","0.150339631216821","0.160009458827485","1"
"Strong","2014","East Germany","865","0.172241472266138","0.16235813742331","0.182124807108966","1"
"A little","2015","West Germany","","","","","2"
"A little","2015","East Germany","","","","","2"
"Not at all","2015","West Germany","","","","","3"
"Not at all","2015","East Germany","","","","","3"
"Strong","2015","West Germany","","","","","1"
"Strong","2015","East Germany","","","","","1"
"A little","2016","West Germany","7173","0.344439867363602","0.3382757965281","0.350603938199104","2"
"A little","2016","East Germany","2169","0.384417011918648","0.371934284627475","0.396899739209821","2"
"Not at all","2016","West Germany","12927","0.504750764252525","0.49826509127786","0.51123643722719","3"
"Not at all","2016","East Germany","2766","0.442771655742593","0.430025729997176","0.45551758148801","3"
"Strong","2016","West Germany","2729","0.150809368383873","0.14616719449272","0.155451542275026","1"
"Strong","2016","East Germany","899","0.172811332338759","0.163109510929046","0.182513153748472","1"
"A little","2017","West Germany","659","0.233996970435893","0.217816521107483","0.250177419764303","2"
"A little","2017","East Germany","69","0.186145874464774","0.139546435675986","0.232745313253561","2"
"Not at all","2017","West Germany","1712","0.68328978712591","0.665510935086353","0.701068639165467","3"
"Not at all","2017","East Germany","176","0.746892925634927","0.694837978600198","0.798947872669655","3"
"Strong","2017","West Germany","259","0.0827132424381969","0.0721861047889531","0.0932403800874407","1"
"Strong","2017","East Germany","23","","","","1"
"A little","2018","West Germany","7540","0.345693452114517","0.339659349646966","0.351727554582069","2"
"A little","2018","East Germany","2371","0.390096692323906","0.377864192868229","0.402329191779582","2"
"Not at all","2018","West Germany","13297","0.507349266998135","0.501006196239098","0.513692337757172","3"
"Not at all","2018","East Germany","2848","0.443133654797063","0.43067585262586","0.455591456968267","3"
"Strong","2018","West Germany","3027","0.146957280887348","0.142465098146089","0.151449463628606","1"
"Strong","2018","East Germany","889","0.166769652879031","0.157421202466217","0.176118103291845","1"
"A little","2019","West Germany","54","0.175147502506975","0.128586938797933","0.221708066216016","2"
"A little","2019","East Germany","6","","","","2"
"Not at all","2019","West Germany","164","0.643507554359048","0.584835661603292","0.702179447114803","3"
"Not at all","2019","East Germany","14","","","","3"
"Strong","2019","West Germany","38","0.181344943133977","0.134146105043602","0.228543781224352","1"
"Strong","2019","East Germany","2","","","","1"
