"ple0005","year","sex","n","percent","lower_confidence","upper_confidence","value"
"Strong","2016","Male","1491","0.13060048289681","0.124987832182936","0.136213133610683","1"
"Strong","2016","Female","2137","0.177936202761533","0.171778015782366","0.1840943897407","1"
"A little","2017","Male","320","0.185424783077779","0.166740257826957","0.204109308328602","2"
"A little","2017","Female","408","0.311881400910589","0.286054919502452","0.337707882318726","2"
"Not at all","2017","Male","1228","0.763750692711569","0.74332890949275","0.784172475930387","3"
"Not at all","2017","Female","660","0.548697754317828","0.520955663169221","0.576439845466435","3"
"Strong","2017","Male","114","0.050824524210652","0.0402650450731654","0.0613840033481386","1"
"Strong","2017","Female","168","0.139420844771583","0.120110140108754","0.158731549434412","1"
"A little","2018","Male","4347","0.328549845292716","0.320885100435034","0.336214590150397","2"
"A little","2018","Female","5564","0.377302875774177","0.369683694972002","0.384922056576352","2"
"Not at all","2018","Male","8442","0.546221774919795","0.538097277394901","0.554346272444689","3"
"Not at all","2018","Female","7703","0.448015834018076","0.440198929928627","0.455832738107525","3"
"Strong","2018","Male","1636","0.125228379787489","0.119827196645936","0.130629562929042","1"
"Strong","2018","Female","2280","0.174681290207747","0.16871287769049","0.180649702725004","1"
"A little","2019","Male","29","","","","2"
"A little","2019","Female","31","0.214878423835564","0.147321668943464","0.282435178727663","2"
"Not at all","2019","Male","89","0.657023548488143","0.577242221432462","0.736804875543824","3"
"Not at all","2019","Female","89","0.625766715875098","0.54617252833425","0.705360903415946","3"
"Strong","2019","Male","18","","","","1"
"Strong","2019","Female","22","","","","1"
