"ple0005","year","sampreg","sex","n","percent","lower_confidence","upper_confidence","value"
"Strong","2006","West Germany","Female","1400","0.185359912601399","0.177228058535445","0.193491766667352","1"
"Strong","2006","East Germany","Male","334","0.145256984090415","0.13154312261633","0.1589708455645","1"
"Strong","2006","East Germany","Female","461","0.207814542620777","0.192666382572376","0.222962702669178","1"
"A little","2007","West Germany","Male","","","","","2"
"A little","2007","West Germany","Female","","","","","2"
"A little","2007","East Germany","Male","","","","","2"
"A little","2007","East Germany","Female","","","","","2"
"Not at all","2007","West Germany","Male","","","","","3"
"Not at all","2007","West Germany","Female","","","","","3"
"Not at all","2007","East Germany","Male","","","","","3"
"Not at all","2007","East Germany","Female","","","","","3"
"Strong","2007","West Germany","Male","","","","","1"
"Strong","2007","West Germany","Female","","","","","1"
"Strong","2007","East Germany","Male","","","","","1"
"Strong","2007","East Germany","Female","","","","","1"
"A little","2008","West Germany","Male","2196","0.323642616958188","0.31262159431008","0.334663639606296","2"
"A little","2008","West Germany","Female","2681","0.372521538832125","0.361698053897575","0.383345023766674","2"
"A little","2008","East Germany","Male","894","0.398128113264002","0.378161722041012","0.418094504486992","2"
"A little","2008","East Germany","Female","1037","0.442200453420627","0.422642033872329","0.461758872968925","2"
"Not at all","2008","West Germany","Male","3892","0.54087514380236","0.529136583381222","0.552613704223499","3"
"Not at all","2008","West Germany","Female","3767","0.444583837082098","0.433459398484688","0.455708275679508","3"
"Not at all","2008","East Germany","Male","1092","0.462793261053229","0.44245563003514","0.483130892071318","3"
"Not at all","2008","East Germany","Female","1051","0.382995867739484","0.363852155030067","0.402139580448902","3"
"Strong","2008","West Germany","Male","835","0.135482239239452","0.127420494030607","0.143543984448296","1"
"Strong","2008","West Germany","Female","1217","0.182894624085778","0.174240332662962","0.191548915508593","1"
"Strong","2008","East Germany","Male","323","0.139078625682769","0.124964692244236","0.153192559121303","1"
"Strong","2008","East Germany","Female","389","0.174803678839889","0.159846867574373","0.189760490105404","1"
"A little","2009","West Germany","Male","","","","","2"
"A little","2009","West Germany","Female","","","","","2"
"A little","2009","East Germany","Male","","","","","2"
"A little","2009","East Germany","Female","","","","","2"
"Not at all","2009","West Germany","Male","","","","","3"
"Not at all","2009","West Germany","Female","","","","","3"
"Not at all","2009","East Germany","Male","","","","","3"
"Not at all","2009","East Germany","Female","","","","","3"
"Strong","2009","West Germany","Male","","","","","1"
"Strong","2009","West Germany","Female","","","","","1"
"Strong","2009","East Germany","Male","","","","","1"
"Strong","2009","East Germany","Female","","","","","1"
"A little","2010","West Germany","Male","1952","0.346961766668162","0.334882154760091","0.359041378576233","2"
"A little","2010","West Germany","Female","2525","0.397421175006766","0.385606960013125","0.409235390000408","2"
"A little","2010","East Germany","Male","809","0.420616315295069","0.398910537866058","0.442322092724081","2"
"A little","2010","East Germany","Female","963","0.462185284802373","0.44109626151927","0.483274308085476","2"
"Not at all","2010","West Germany","Male","3245","0.510533445094498","0.497847685497057","0.523219204691938","3"
"Not at all","2010","West Germany","Female","3056","0.41653204677074","0.404630452274239","0.42843364126724","3"
"Not at all","2010","East Germany","Male","880","0.427189424395779","0.405439141119319","0.44893970767224","3"
"Not at all","2010","East Germany","Female","809","0.31799949987667","0.298300796807736","0.337698202945604","3"
"Strong","2010","West Germany","Male","768","0.142504788237341","0.133633770504403","0.151375805970278","1"
"Strong","2010","West Germany","Female","1010","0.186046778222494","0.176652071322873","0.195441485122114","1"
"Strong","2010","East Germany","Male","298","0.152194260309151","0.136400102580131","0.167988418038172","1"
"Strong","2010","East Germany","Female","375","0.219815215320957","0.202298217248045","0.237332213393869","1"
"A little","2011","West Germany","Male","","","","","2"
"A little","2011","West Germany","Female","","","","","2"
"A little","2011","East Germany","Male","","","","","2"
"A little","2011","East Germany","Female","","","","","2"
"Not at all","2011","West Germany","Male","","","","","3"
"Not at all","2011","West Germany","Female","","","","","3"
"Not at all","2011","East Germany","Male","","","","","3"
"Not at all","2011","East Germany","Female","","","","","3"
"Strong","2011","West Germany","Male","","","","","1"
"Strong","2011","West Germany","Female","","","","","1"
"Strong","2011","East Germany","Male","","","","","1"
"Strong","2011","East Germany","Female","","","","","1"
"A little","2012","West Germany","Male","2480","0.34383001384474","0.332988097620179","0.354671930069301","2"
"A little","2012","West Germany","Female","3074","0.389687482499435","0.379202156306895","0.400172808691975","2"
"A little","2012","East Germany","Male","916","0.385437568596044","0.365551459976721","0.405323677215368","2"
"A little","2012","East Germany","Female","1056","0.418122273141504","0.399018866515565","0.437225679767444","2"
"Not at all","2012","West Germany","Male","3936","0.525081932393109","0.513683402106564","0.536480462679653","3"
"Not at all","2012","West Germany","Female","3928","0.43221994964869","0.421568957910051","0.442870941387329","3"
"Not at all","2012","East Germany","Male","1004","0.441931384238743","0.421640031349263","0.462222737128224","3"
"Not at all","2012","East Germany","Female","989","0.348337219882629","0.329884741683324","0.366789698081935","3"
"Strong","2012","West Germany","Male","957","0.131088053762151","0.123384423758434","0.138791683765868","1"
"Strong","2012","West Germany","Female","1308","0.178092567851875","0.169866696163329","0.18631843954042","1"
"Strong","2012","East Germany","Male","381","0.172631047165212","0.157189214422889","0.188072879907536","1"
"Strong","2012","East Germany","Female","516","0.233540506975866","0.217154655467121","0.249926358484611","1"
"A little","2013","West Germany","Male","","","","","2"
"A little","2013","West Germany","Female","","","","","2"
"A little","2013","East Germany","Male","","","","","2"
"A little","2013","East Germany","Female","","","","","2"
"Not at all","2013","West Germany","Male","","","","","3"
"Not at all","2013","West Germany","Female","","","","","3"
"Not at all","2013","East Germany","Male","","","","","3"
"Not at all","2013","East Germany","Female","","","","","3"
"Strong","2013","West Germany","Male","","","","","1"
"Strong","2013","West Germany","Female","","","","","1"
"Strong","2013","East Germany","Male","","","","","1"
"Strong","2013","East Germany","Female","","","","","1"
"A little","2014","West Germany","Male","2911","0.30957519177286","0.30047286268418","0.318677520861539","2"
"A little","2014","West Germany","Female","3928","0.369862006719388","0.361089172539877","0.3786348408989","2"
"A little","2014","East Germany","Male","967","0.391184960264973","0.37225099758163","0.410118922948315","2"
"A little","2014","East Germany","Female","1246","0.415569315005947","0.398093770156084","0.43304485985581","2"
"Not at all","2014","West Germany","Male","5872","0.555075036139609","0.545290719505397","0.564859352773822","3"
"Not at all","2014","West Germany","Female","6060","0.456067012576282","0.447016164891213","0.465117860261351","3"
"Not at all","2014","East Germany","Male","1228","0.461837077860207","0.442494736627939","0.481179419092475","3"
"Not at all","2014","East Germany","Female","1301","0.388124062868776","0.37084343749121","0.405404688246342","3"
"Strong","2014","West Germany","Male","1127","0.135349772087531","0.12861442069599","0.142085123479072","1"
"Strong","2014","West Germany","Female","1645","0.174070980704329","0.167180702178386","0.180961259230273","1"
"Strong","2014","East Germany","Male","357","0.146977961874821","0.133240263014465","0.160715660735176","1"
"Strong","2014","East Germany","Female","508","0.196306622125277","0.182221677180029","0.210391567070526","1"
"A little","2015","West Germany","Male","","","","","2"
"A little","2015","West Germany","Female","","","","","2"
"A little","2015","East Germany","Male","","","","","2"
"A little","2015","East Germany","Female","","","","","2"
"Not at all","2015","West Germany","Male","","","","","3"
"Not at all","2015","West Germany","Female","","","","","3"
"Not at all","2015","East Germany","Male","","","","","3"
"Not at all","2015","East Germany","Female","","","","","3"
"Strong","2015","West Germany","Male","","","","","1"
"Strong","2015","West Germany","Female","","","","","1"
"Strong","2015","East Germany","Male","","","","","1"
"Strong","2015","East Germany","Female","","","","","1"
"A little","2016","West Germany","Male","3151","0.321146113079172","0.312441539604154","0.32985068655419","2"
"A little","2016","West Germany","Female","4022","0.366916181391892","0.358211292510936","0.375621070272849","2"
"A little","2016","East Germany","Male","954","0.369527250483136","0.351626591524018","0.387427909442255","2"
"A little","2016","East Germany","Female","1215","0.398692998392602","0.381290671763147","0.416095325022057","2"
"Not at all","2016","West Germany","Male","6774","0.551017855643781","0.541745173411916","0.560290537875647","3"
"Not at all","2016","West Germany","Female","6153","0.460107309076192","0.451105444343076","0.469109173809307","3"
"Not at all","2016","East Germany","Male","1476","0.486979233583125","0.468442410002665","0.505516057163585","3"
"Not at all","2016","East Germany","Female","1290","0.400386370657195","0.382971699757498","0.417801041556893","3"
"Strong","2016","West Germany","Male","1128","0.127836031277047","0.121611112112796","0.134060950441297","1"
"Strong","2016","West Germany","Female","1601","0.172976509531916","0.166145235929547","0.179807783134286","1"
"Strong","2016","East Germany","Male","363","0.143493515933738","0.130491997106924","0.156495034760553","1"
"Strong","2016","East Germany","Female","536","0.200920630950202","0.186679413865701","0.215161848034703","1"
"A little","2017","West Germany","Male","293","0.192829572761344","0.172996238215014","0.212662907307673","2"
"A little","2017","West Germany","Female","366","0.3138615037989","0.286561574618442","0.341161432979357","2"
"A little","2017","East Germany","Male","27","","","","2"
"A little","2017","East Germany","Female","42","0.296829665135756","0.217058352243855","0.376600978027658","2"
"Not at all","2017","West Germany","Male","1116","0.752583911011761","0.730891005199257","0.774276816824266","3"
"Not at all","2017","West Germany","Female","596","0.548859553942547","0.519586158593952","0.578132949291143","3"
"Not at all","2017","East Germany","Male","112","0.843636608794817","0.78389881658868","0.903374401000953","3"
"Not at all","2017","East Germany","Female","64","0.547467835804947","0.46055841627002","0.634377255339874","3"
"Strong","2017","West Germany","Male","111","0.0545865162268949","0.0431661539168164","0.0660068785369734","1"
"Strong","2017","West Germany","Female","148","0.137278942258553","0.117033663401826","0.157524221115279","1"
"Strong","2017","East Germany","Male","3","","","","1"
"Strong","2017","East Germany","Female","20","","","","1"
"A little","2018","West Germany","Male","3314","0.318276236011881","0.309775713636227","0.326776758387535","2"
"A little","2018","West Germany","Female","4226","0.372270333593509","0.363737373670587","0.380803293516431","2"
"A little","2018","East Germany","Male","1033","0.3783081027917","0.360626989991381","0.395989215592019","2"
"A little","2018","East Germany","Female","1338","0.401388862349257","0.38445289037123","0.418324834327284","2"
"Not at all","2018","West Germany","Male","6955","0.558306657018702","0.549244405292388","0.567368908745016","3"
"Not at all","2018","West Germany","Female","6342","0.45795371531318","0.449159174997944","0.466748255628417","3"
"Not at all","2018","East Germany","Male","1487","0.487690964677281","0.469467223776237","0.505914705578324","3"
"Not at all","2018","East Germany","Female","1361","0.400452660801547","0.383523228193119","0.417382093409974","3"
"Strong","2018","West Germany","Male","1266","0.123417106969417","0.117414727223541","0.129419486715293","1"
"Strong","2018","West Germany","Female","1761","0.169775951093311","0.163148906309656","0.176402995876965","1"
"Strong","2018","East Germany","Male","370","0.134000932531019","0.121581212894387","0.146420652167652","1"
"Strong","2018","East Germany","Female","519","0.198158476849197","0.18438620235577","0.211930751342623","1"
"A little","2019","West Germany","Male","27","","","","2"
"A little","2019","West Germany","Female","27","","","","2"
"A little","2019","East Germany","Male","2","","","","2"
"A little","2019","East Germany","Female","4","","","","2"
"Not at all","2019","West Germany","Male","80","0.635345122707919","0.550965234040043","0.719725011375794","3"
"Not at all","2019","West Germany","Female","84","0.650956341169459","0.569330390873373","0.732582291465544","3"
"Not at all","2019","East Germany","Male","9","","","","3"
"Not at all","2019","East Germany","Female","5","","","","3"
"Strong","2019","West Germany","Male","18","","","","1"
"Strong","2019","West Germany","Female","20","","","","1"
"Strong","2019","East Germany","Male","","","","","1"
"Strong","2019","East Germany","Female","2","","","","1"
