"ple0005","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Not at all","2004","66 and older","East Germany","113","0.111212690796789","0.0913351573037212","0.131090224289856","3"
"Strong","2004","16-34 y.","West Germany","80","0.0259419897908898","0.0211367972919488","0.0307471822898307","1"
"Strong","2004","16-34 y.","East Germany","32","0.0307747051728168","0.0218139332201863","0.0397354771254473","1"
"Strong","2004","35-65 y.","West Germany","1013","0.130576247565999","0.123758385367609","0.137394109764389","1"
"Strong","2004","35-65 y.","East Germany","376","0.144577501803605","0.131657239359731","0.157497764247479","1"
"Strong","2004","66 and older","West Germany","1012","0.387860968985192","0.369880143628397","0.405841794341987","1"
"Strong","2004","66 and older","East Germany","351","0.388537482095948","0.357720665190596","0.4193542990013","1"
"A little","2005","35-65 y.","West Germany","","","","","2"
"A little","2005","35-65 y.","East Germany","","","","","2"
"A little","2005","16-34 y.","West Germany","","","","","2"
"A little","2005","16-34 y.","East Germany","","","","","2"
"A little","2005","66 and older","West Germany","","","","","2"
"A little","2005","66 and older","East Germany","","","","","2"
"Not at all","2005","16-34 y.","East Germany","","","","","3"
"Not at all","2005","35-65 y.","West Germany","","","","","3"
"Not at all","2005","35-65 y.","East Germany","","","","","3"
"Not at all","2005","16-34 y.","West Germany","","","","","3"
"Not at all","2005","66 and older","West Germany","","","","","3"
"Not at all","2005","66 and older","East Germany","","","","","3"
"Strong","2005","16-34 y.","West Germany","","","","","1"
"Strong","2005","16-34 y.","East Germany","","","","","1"
"Strong","2005","35-65 y.","West Germany","","","","","1"
"Strong","2005","35-65 y.","East Germany","","","","","1"
"Strong","2005","66 and older","West Germany","","","","","1"
"Strong","2005","66 and older","East Germany","","","","","1"
"A little","2006","35-65 y.","West Germany","3346","0.370649585296407","0.360962409859552","0.380336760733262","2"
"A little","2006","35-65 y.","East Germany","1303","0.443254421169348","0.425048192171802","0.461460650166894","2"
"A little","2006","16-34 y.","West Germany","688","0.191054571855912","0.178626758242641","0.203482385469183","2"
"A little","2006","16-34 y.","East Germany","320","0.258111133912163","0.234240840026614","0.281981427797711","2"
"A little","2006","66 and older","West Germany","1444","0.430237377836871","0.413426258109494","0.447048497564247","2"
"A little","2006","66 and older","East Germany","580","0.490025860202388","0.461019793208189","0.519031927196588","2"
"Not at all","2006","16-34 y.","East Germany","954","0.725211503628977","0.700860515670066","0.749562491587888","3"
"Not at all","2006","35-65 y.","West Germany","5140","0.506479657015958","0.49645192597306","0.516507388058856","3"
"Not at all","2006","35-65 y.","East Germany","1181","0.406374545439747","0.388374044954246","0.424375045925249","3"
"Not at all","2006","16-34 y.","West Germany","3072","0.790349674295432","0.777481592536824","0.80321775605404","3"
"Not at all","2006","66 and older","West Germany","679","0.175555227402601","0.162637584880813","0.188472869924389","3"
"Not at all","2006","66 and older","East Germany","159","0.124458942281708","0.105305070314304","0.143612814249112","3"
"Strong","2006","16-34 y.","West Germany","84","0.0185957538486562","0.0143251699111464","0.0228663377861661","1"
"Strong","2006","16-34 y.","East Germany","17","","","","1"
"Strong","2006","35-65 y.","West Germany","1063","0.122870757687635","0.116286221215978","0.129455294159292","1"
"Strong","2006","35-65 y.","East Germany","376","0.150371033390905","0.137271319153835","0.163470747627975","1"
"Strong","2006","66 and older","West Germany","1209","0.394207394760528","0.377614583932983","0.410800205588073","1"
"Strong","2006","66 and older","East Germany","402","0.385515197515904","0.357274098494731","0.413756296537076","1"
"A little","2007","16-34 y.","West Germany","","","","","2"
"A little","2007","16-34 y.","East Germany","","","","","2"
"A little","2007","35-65 y.","West Germany","","","","","2"
"A little","2007","35-65 y.","East Germany","","","","","2"
"A little","2007","66 and older","West Germany","","","","","2"
"A little","2007","66 and older","East Germany","","","","","2"
"Not at all","2007","16-34 y.","West Germany","","","","","3"
"Not at all","2007","16-34 y.","East Germany","","","","","3"
"Not at all","2007","35-65 y.","West Germany","","","","","3"
"Not at all","2007","35-65 y.","East Germany","","","","","3"
"Not at all","2007","66 and older","West Germany","","","","","3"
"Not at all","2007","66 and older","East Germany","","","","","3"
"Strong","2007","16-34 y.","West Germany","","","","","1"
"Strong","2007","16-34 y.","East Germany","","","","","1"
"Strong","2007","35-65 y.","West Germany","","","","","1"
"Strong","2007","35-65 y.","East Germany","","","","","1"
"Strong","2007","66 and older","West Germany","","","","","1"
"Strong","2007","66 and older","East Germany","","","","","1"
"A little","2008","16-34 y.","West Germany","555","0.196717878999143","0.182987702432979","0.210448055565306","2"
"A little","2008","16-34 y.","East Germany","253","0.243226271700398","0.218343239365085","0.26810930403571","2"
"A little","2008","35-65 y.","West Germany","2883","0.370682729893438","0.360201982785452","0.381163477001423","2"
"A little","2008","35-65 y.","East Germany","1097","0.456009773906238","0.436525068037737","0.475494479774739","2"
"A little","2008","66 and older","West Germany","1439","0.450686645612175","0.433474183461763","0.467899107762586","2"
"A little","2008","66 and older","East Germany","581","0.520958609174806","0.49188294170978","0.550034276639833","2"
"Not at all","2008","16-34 y.","West Germany","2597","0.779777728413009","0.765464546608497","0.794090910217522","3"
"Not at all","2008","16-34 y.","East Germany","864","0.733732357869419","0.70809678237764","0.759367933361198","3"
"Not at all","2008","35-65 y.","West Germany","4391","0.501760378815552","0.490910533335482","0.512610224295621","3"
"Not at all","2008","35-65 y.","East Germany","1115","0.42167546588615","0.402356396365352","0.440994535406948","3"
"Not at all","2008","66 and older","West Germany","671","0.179268775315903","0.165999464137626","0.192538086494181","3"
"Not at all","2008","66 and older","East Germany","164","0.124862943947155","0.10562332857173","0.14410255932258","3"
"Strong","2008","16-34 y.","West Germany","68","0.0235043925878478","0.0182716446117381","0.0287371405639575","1"
"Strong","2008","16-34 y.","East Germany","25","","","","1"
"Strong","2008","35-65 y.","West Germany","884","0.12755689129101","0.120317921537324","0.134795861044697","1"
"Strong","2008","35-65 y.","East Germany","298","0.122314760207612","0.109496766271344","0.135132754143881","1"
"Strong","2008","66 and older","West Germany","1100","0.370044579071922","0.353342231893018","0.386746926250825","1"
"Strong","2008","66 and older","East Germany","389","0.354178446878038","0.326342314338818","0.382014579417259","1"
"A little","2009","16-34 y.","West Germany","","","","","2"
"A little","2009","16-34 y.","East Germany","","","","","2"
"A little","2009","35-65 y.","West Germany","","","","","2"
"A little","2009","35-65 y.","East Germany","","","","","2"
"A little","2009","66 and older","West Germany","","","","","2"
"A little","2009","66 and older","East Germany","","","","","2"
"Not at all","2009","16-34 y.","West Germany","","","","","3"
"Not at all","2009","16-34 y.","East Germany","","","","","3"
"Not at all","2009","35-65 y.","West Germany","","","","","3"
"Not at all","2009","35-65 y.","East Germany","","","","","3"
"Not at all","2009","66 and older","West Germany","","","","","3"
"Not at all","2009","66 and older","East Germany","","","","","3"
"Strong","2009","16-34 y.","West Germany","","","","","1"
"Strong","2009","16-34 y.","East Germany","","","","","1"
"Strong","2009","35-65 y.","West Germany","","","","","1"
"Strong","2009","35-65 y.","East Germany","","","","","1"
"Strong","2009","66 and older","West Germany","","","","","1"
"Strong","2009","66 and older","East Germany","","","","","1"
"A little","2010","16-34 y.","West Germany","502","0.178801858385971","0.164313330836611","0.193290385935331","2"
"A little","2010","16-34 y.","East Germany","215","0.254836212653961","0.226287073656483","0.28338535165144","2"
"A little","2010","35-65 y.","West Germany","2581","0.405910281187258","0.394315047007238","0.417505515367279","2"
"A little","2010","35-65 y.","East Germany","1013","0.484611598902109","0.463594033716525","0.505629164087692","2"
"A little","2010","66 and older","West Germany","1394","0.467945525638235","0.450027566625037","0.485863484651432","2"
"A little","2010","66 and older","East Germany","544","0.509653324949446","0.479657906174439","0.539648743724453","2"
"Not at all","2010","16-34 y.","West Germany","2132","0.797482952497155","0.782287775772361","0.812678129221949","3"
"Not at all","2010","16-34 y.","East Germany","671","0.737190862018518","0.708354081242443","0.766027642794593","3"
"Not at all","2010","35-65 y.","West Germany","3530","0.461984190903586","0.45021220981371","0.473756171993462","3"
"Not at all","2010","35-65 y.","East Germany","886","0.361517504440181","0.341312574755147","0.381722434125215","3"
"Not at all","2010","66 and older","West Germany","639","0.187211018461862","0.173203298652906","0.201218738270817","3"
"Not at all","2010","66 and older","East Germany","132","0.10668084451259","0.0881577975782011","0.125203891446979","3"
"Strong","2010","16-34 y.","West Germany","53","0.0237151891168737","0.0179619050168282","0.0294684732169192","1"
"Strong","2010","16-34 y.","East Germany","9","","","","1"
"Strong","2010","35-65 y.","West Germany","779","0.132105527909156","0.124110270755894","0.140100785062417","1"
"Strong","2010","35-65 y.","East Germany","273","0.153870896657711","0.138696384446118","0.169045408869303","1"
"Strong","2010","66 and older","West Germany","946","0.344843455899904","0.3277749158508","0.361911995949007","1"
"Strong","2010","66 and older","East Germany","391","0.383665830537964","0.354488163411037","0.412843497664891","1"
"A little","2011","16-34 y.","West Germany","","","","","2"
"A little","2011","16-34 y.","East Germany","","","","","2"
"A little","2011","35-65 y.","West Germany","","","","","2"
"A little","2011","35-65 y.","East Germany","","","","","2"
"A little","2011","66 and older","West Germany","","","","","2"
"A little","2011","66 and older","East Germany","","","","","2"
"Not at all","2011","16-34 y.","West Germany","","","","","3"
"Not at all","2011","16-34 y.","East Germany","","","","","3"
"Not at all","2011","35-65 y.","West Germany","","","","","3"
"Not at all","2011","35-65 y.","East Germany","","","","","3"
"Not at all","2011","66 and older","West Germany","","","","","3"
"Not at all","2011","66 and older","East Germany","","","","","3"
"Strong","2011","16-34 y.","West Germany","","","","","1"
"Strong","2011","16-34 y.","East Germany","","","","","1"
"Strong","2011","35-65 y.","West Germany","","","","","1"
"Strong","2011","35-65 y.","East Germany","","","","","1"
"Strong","2011","66 and older","West Germany","","","","","1"
"Strong","2011","66 and older","East Germany","","","","","1"
"A little","2012","16-34 y.","West Germany","618","0.200822810279814","0.186970545375826","0.214675075183801","2"
"A little","2012","16-34 y.","East Germany","205","0.21997754603221","0.193283158964767","0.246671933099652","2"
"A little","2012","35-65 y.","West Germany","3144","0.39420984175355","0.38384908482846","0.40457059867864","2"
"A little","2012","35-65 y.","East Germany","1155","0.450949752494514","0.431972470429416","0.469927034559611","2"
"A little","2012","66 and older","West Germany","1792","0.458000613150159","0.442411693485009","0.473589532815309","2"
"A little","2012","66 and older","East Germany","612","0.451536001168633","0.424442455465922","0.478629546871344","2"
"Not at all","2012","16-34 y.","West Germany","2529","0.778277798891544","0.763914154653329","0.792641443129759","3"
"Not at all","2012","16-34 y.","East Germany","695","0.745160093067756","0.717077594998939","0.773242591136573","3"
"Not at all","2012","35-65 y.","West Germany","4399","0.482189538534478","0.471595514622463","0.492783562446494","3"
"Not at all","2012","35-65 y.","East Germany","1102","0.386912046566471","0.368336935994009","0.405487157138934","3"
"Not at all","2012","66 and older","West Germany","936","0.21010582992017","0.197359442999598","0.222852216840742","3"
"Not at all","2012","66 and older","East Germany","196","0.138348834856077","0.119551378591593","0.157146291120561","3"
"Strong","2012","16-34 y.","West Germany","66","0.0208993908286424","0.0159531734113319","0.0258456082459529","1"
"Strong","2012","16-34 y.","East Germany","25","","","","1"
"Strong","2012","35-65 y.","West Germany","1003","0.123600619711972","0.116622667324738","0.130578572099206","1"
"Strong","2012","35-65 y.","East Germany","384","0.162138200939015","0.148081197201631","0.176195204676399","1"
"Strong","2012","66 and older","West Germany","1196","0.331893556929671","0.317160060152895","0.346627053706447","1"
"Strong","2012","66 and older","East Germany","488","0.41011516397529","0.383336918397339","0.43689340955324","1"
"A little","2013","16-34 y.","West Germany","","","","","2"
"A little","2013","16-34 y.","East Germany","","","","","2"
"A little","2013","35-65 y.","West Germany","","","","","2"
"A little","2013","35-65 y.","East Germany","","","","","2"
"A little","2013","66 and older","West Germany","","","","","2"
"A little","2013","66 and older","East Germany","","","","","2"
"Not at all","2013","16-34 y.","West Germany","","","","","3"
"Not at all","2013","16-34 y.","East Germany","","","","","3"
"Not at all","2013","35-65 y.","West Germany","","","","","3"
"Not at all","2013","35-65 y.","East Germany","","","","","3"
"Not at all","2013","66 and older","West Germany","","","","","3"
"Not at all","2013","66 and older","East Germany","","","","","3"
"Strong","2013","16-34 y.","West Germany","","","","","1"
"Strong","2013","16-34 y.","East Germany","","","","","1"
"Strong","2013","35-65 y.","West Germany","","","","","1"
"Strong","2013","35-65 y.","East Germany","","","","","1"
"Strong","2013","66 and older","West Germany","","","","","1"
"Strong","2013","66 and older","East Germany","","","","","1"
"A little","2014","16-34 y.","West Germany","967","0.176267685359784","0.166093170742141","0.186442199977427","2"
"A little","2014","16-34 y.","East Germany","258","0.196081147833106","0.173437459478286","0.218724836187927","2"
"A little","2014","35-65 y.","West Germany","4124","0.3518063213553","0.343400570953099","0.360212071757501","2"
"A little","2014","35-65 y.","East Germany","1327","0.441739664899252","0.424504223265826","0.458975106532679","2"
"A little","2014","66 and older","West Germany","1748","0.477029482537018","0.461058239915723","0.493000725158313","2"
"A little","2014","66 and older","East Germany","628","0.50449120102624","0.476628980542775","0.532353421509706","2"
"Not at all","2014","16-34 y.","West Germany","4242","0.793056054524878","0.782238910741979","0.803873198307778","3"
"Not at all","2014","16-34 y.","East Germany","885","0.772598994563814","0.748693573271069","0.796504415856559","3"
"Not at all","2014","35-65 y.","West Germany","6818","0.513044156150765","0.504245943823187","0.521842368478344","3"
"Not at all","2014","35-65 y.","East Germany","1464","0.418771604496162","0.401648486240254","0.435894722752069","3"
"Not at all","2014","66 and older","West Germany","872","0.204039507709145","0.191153144055826","0.216925871362464","3"
"Not at all","2014","66 and older","East Germany","180","0.13044483891816","0.111676524942198","0.149213152894122","3"
"Strong","2014","16-34 y.","West Germany","179","0.0306762601153379","0.0260718931648682","0.0352806270658076","1"
"Strong","2014","16-34 y.","East Germany","38","0.0313198576030798","0.0213858787739088","0.0412538364322507","1"
"Strong","2014","35-65 y.","West Germany","1456","0.135149522493934","0.129131552089856","0.141167492898012","1"
"Strong","2014","35-65 y.","East Germany","398","0.139488730604586","0.127464185006406","0.151513276202766","1"
"Strong","2014","66 and older","West Germany","1137","0.318931009753837","0.304028088013138","0.333833931494536","1"
"Strong","2014","66 and older","East Germany","429","0.365063960055599","0.33823445191216","0.391893468199039","1"
"A little","2015","16-34 y.","West Germany","","","","","2"
"A little","2015","16-34 y.","East Germany","","","","","2"
"A little","2015","66 and older","West Germany","","","","","2"
"A little","2015","66 and older","East Germany","","","","","2"
"A little","2015","35-65 y.","West Germany","","","","","2"
"A little","2015","35-65 y.","East Germany","","","","","2"
"Not at all","2015","16-34 y.","West Germany","","","","","3"
"Not at all","2015","16-34 y.","East Germany","","","","","3"
"Not at all","2015","35-65 y.","West Germany","","","","","3"
"Not at all","2015","35-65 y.","East Germany","","","","","3"
"Not at all","2015","66 and older","West Germany","","","","","3"
"Not at all","2015","66 and older","East Germany","","","","","3"
"Strong","2015","16-34 y.","West Germany","","","","","1"
"Strong","2015","16-34 y.","East Germany","","","","","1"
"Strong","2015","66 and older","East Germany","","","","","1"
"Strong","2015","35-65 y.","West Germany","","","","","1"
"Strong","2015","35-65 y.","East Germany","","","","","1"
"Strong","2015","66 and older","West Germany","","","","","1"
"A little","2016","16-34 y.","West Germany","1236","0.170347155958423","0.16134944654593","0.179344865370915","2"
"A little","2016","16-34 y.","East Germany","327","0.243715995469352","0.221409563132216","0.266022427806487","2"
"A little","2016","66 and older","West Germany","1727","0.480928345700184","0.464613994614115","0.497242696786252","2"
"A little","2016","66 and older","East Germany","565","0.455659749215656","0.427375297259596","0.483944201171717","2"
"A little","2016","35-65 y.","West Germany","4209","0.361520213860841","0.353104263987628","0.369936163734054","2"
"A little","2016","35-65 y.","East Germany","1277","0.411906630076487","0.394906874072809","0.428906386080166","2"
"Not at all","2016","16-34 y.","West Germany","5227","0.798107490040292","0.788500062594545","0.807714917486039","3"
"Not at all","2016","16-34 y.","East Germany","1024","0.714282765464849","0.690810827664434","0.737754703265264","3"
"Not at all","2016","35-65 y.","West Germany","6847","0.507289840947164","0.498532200469765","0.516047481424562","3"
"Not at all","2016","35-65 y.","East Germany","1537","0.451684736770593","0.43449564103366","0.468873832507526","3"
"Not at all","2016","66 and older","West Germany","853","0.208551465429894","0.195285650856428","0.221817280003359","3"
"Not at all","2016","66 and older","East Germany","205","0.165065685131047","0.143981988193952","0.186149382068141","3"
"Strong","2016","16-34 y.","West Germany","243","0.0315453540012853","0.0273620091902738","0.0357286988122967","1"
"Strong","2016","16-34 y.","East Germany","72","0.0420012390657992","0.0315790447530372","0.0524234333785612","1"
"Strong","2016","66 and older","East Germany","421","0.379274565653297","0.351718396586422","0.406830734720172","1"
"Strong","2016","35-65 y.","West Germany","1463","0.131189945191995","0.125276018104657","0.137103872279333","1"
"Strong","2016","35-65 y.","East Germany","406","0.13640863315292","0.124553805900892","0.148263460404947","1"
"Strong","2016","66 and older","West Germany","1023","0.310520188869923","0.295411678125081","0.325628699614765","1"
"A little","2017","16-34 y.","West Germany","328","0.193783567933071","0.174977782937019","0.212589352929122","2"
"A little","2017","16-34 y.","East Germany","44","0.169679708810675","0.11573741631088","0.223622001310469","2"
"A little","2017","66 and older","West Germany","6","","","","2"
"A little","2017","66 and older","East Germany","2","","","","2"
"A little","2017","35-65 y.","West Germany","325","0.35356074509955","0.322309730203191","0.38481175999591","2"
"A little","2017","35-65 y.","East Germany","23","","","","2"
"Not at all","2017","16-34 y.","West Germany","1288","0.755494129755469","0.735045351658173","0.775942907852765","3"
"Not at all","2017","16-34 y.","East Germany","134","0.798588271564769","0.740952055474813","0.856224487654726","3"
"Not at all","2017","35-65 y.","West Germany","413","0.491022260156775","0.45834329990616","0.523701220407391","3"
"Not at all","2017","35-65 y.","East Germany","42","0.564338142821211","0.454299490899353","0.674376794743068","3"
"Not at all","2017","66 and older","West Germany","11","","","","3"
"Not at all","2017","66 and older","East Germany","","","","","3"
"Strong","2017","16-34 y.","West Germany","81","0.0507223023114604","0.0402822352635135","0.0611623693594073","1"
"Strong","2017","16-34 y.","East Germany","8","","","","1"
"Strong","2017","66 and older","East Germany","2","","","","1"
"Strong","2017","35-65 y.","West Germany","161","0.155416994743674","0.131733888255979","0.179100101231369","1"
"Strong","2017","35-65 y.","East Germany","13","","","","1"
"Strong","2017","66 and older","West Germany","17","","","","1"
"A little","2018","16-34 y.","West Germany","1288","0.184515418283279","0.175349455699552","0.193681380867006","2"
"A little","2018","16-34 y.","East Germany","321","0.212111779605767","0.190735868906863","0.23348769030467","2"
"A little","2018","35-65 y.","East Germany","1399","0.417066454063877","0.400596524812324","0.43353638331543","2"
"A little","2018","66 and older","West Germany","1763","0.469210113292693","0.45340720510506","0.485013021480326","2"
"A little","2018","66 and older","East Germany","651","0.488321002758622","0.460720670144427","0.515921335372816","2"
"A little","2018","35-65 y.","West Germany","4489","0.360180490297942","0.351976511812793","0.368384468783091","2"
"Not at all","2018","16-34 y.","West Germany","5303","0.779191400918831","0.769390095135502","0.788992706702161","3"
"Not at all","2018","16-34 y.","East Germany","1031","0.754029378877795","0.73151055618009","0.776548201575499","3"
"Not at all","2018","35-65 y.","West Germany","7028","0.516790977021989","0.5082509221761","0.525331031867878","3"
"Not at all","2018","35-65 y.","East Germany","1593","0.441681090901547","0.425093811831531","0.458268369971563","3"
"Not at all","2018","66 and older","West Germany","966","0.229810316772611","0.216488126743994","0.243132506801228","3"
"Not at all","2018","66 and older","East Germany","224","0.172386100529837","0.151530253667416","0.193241947392258","3"
"Strong","2018","16-34 y.","West Germany","289","0.0362931807978896","0.0318740296695604","0.0407123319262188","1"
"Strong","2018","16-34 y.","East Germany","53","0.0338588415164386","0.0244015610632062","0.043316121969671","1"
"Strong","2018","35-65 y.","West Germany","1636","0.123028532680069","0.117415063598341","0.128642001761797","1"
"Strong","2018","35-65 y.","East Germany","451","0.141252455034576","0.129618956584705","0.152885953484447","1"
"Strong","2018","66 and older","West Germany","1102","0.300979569934697","0.286454927221021","0.315504212648372","1"
"Strong","2018","66 and older","East Germany","385","0.339292896711541","0.313149940817278","0.365435852605805","1"
"A little","2019","16-34 y.","West Germany","21","","","","2"
"A little","2019","16-34 y.","East Germany","2","","","","2"
"A little","2019","35-65 y.","East Germany","4","","","","2"
"A little","2019","66 and older","West Germany","2","","","","2"
"A little","2019","66 and older","East Germany","","","","","2"
"A little","2019","35-65 y.","West Germany","31","0.218952325707963","0.143371310005582","0.294533341410345","2"
"Not at all","2019","16-34 y.","West Germany","102","0.698426410949645","0.621009081508267","0.775843740391024","3"
"Not at all","2019","16-34 y.","East Germany","8","","","","3"
"Not at all","2019","35-65 y.","West Germany","62","0.597972661099315","0.508360360121322","0.687584962077309","3"
"Not at all","2019","35-65 y.","East Germany","6","","","","3"
"Not at all","2019","66 and older","West Germany","","","","","3"
"Not at all","2019","66 and older","East Germany","","","","","3"
"Strong","2019","16-34 y.","West Germany","12","","","","1"
"Strong","2019","16-34 y.","East Germany","","","","","1"
"Strong","2019","66 and older","West Germany","4","","","","1"
"Strong","2019","66 and older","East Germany","","","","","1"
"Strong","2019","35-65 y.","West Germany","22","","","","1"
"Strong","2019","35-65 y.","East Germany","2","","","","1"
