"year","age_gr","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2002","16-34 y.","35.96","38.5","3337","20","37","40","40","35.67","36.25","38.5","38.5"
"2002","35-65 y.","33.95","38","7200","20","30","40","40","33.74","34.16","38","38"
"2002","66 and older","","","","","","","","","","",""
"2003","16-34 y.","34.97","38.5","3211","20","35","40","40","34.64","35.3","38.5","38.5"
"2003","35-65 y.","33.74","38","7046","19.2999992370605","30","40","40","33.52","33.96","38","38"
"2003","66 and older","17.03","12","40","7","8","20","40","12.86","21.2","10","15"
"2004","16-34 y.","35.79","38.5","2874","22","37","40","40","35.47","36.11","38.5","38.5"
"2004","35-65 y.","33.92","38","6662","19.5","30","40","40","33.7","34.14","38","38.5"
"2004","66 and older","11.4","10","36","5","6.5","15","20","8.86","13.94","8","12"
"2005","16-34 y.","36.07","38.5","2657","24","37","40","40","35.74","36.4","38.5","39"
"2005","35-65 y.","34.27","38.5","6412","20","30","40","40","34.04","34.5","38","38.5"
"2005","66 and older","14.17","10","36","4","7","20","25","10.41","17.93","8","12"
"2006","16-34 y.","35.85","38.5","2620","20.5","37","40","40","35.51","36.19","38.5","39"
"2006","35-65 y.","34.09","38.5","6828","20","30","40","40","33.87","34.31","38.5","38.5"
"2006","66 and older","16.03","14.11","49","5","9","20","25","12.84","19.22","10","15"
"2007","16-34 y.","35.84","40","2517","20","37","40","40","35.48","36.2","39","40"
"2007","35-65 y.","34.19","38.5","6593","20","30","40","40","33.96","34.42","38.5","38.5"
"2007","66 and older","14.32","10","51","4","10","18","25","10.77","17.87","10","15"
"2008","16-34 y.","36.09","40","2355","20","37.5","40","40","35.73","36.45","39","40"
"2008","35-65 y.","34.18","38.5","6287","20","30","40","40","33.95","34.41","38.5","38.5"
"2008","66 and older","14.27","10","42","6","8","18","24","10.59","17.95","10","18"
"2009","16-34 y.","35.47","40","2201","20","36","40","40","35.09","35.85","39","40"
"2009","35-65 y.","34.36","38.5","5913","20","30","40","40","34.12","34.6","38.5","38.5"
"2009","66 and older","14.46","10","53","6","8","18","25","11.55","17.37","10","16"
"2010","16-34 y.","35.39","39","3288","20","35","40","40","35.03","35.75","39","39"
"2010","35-65 y.","33.85","38.5","8074","18.5","30","40","40","33.62","34.08","38","38.5"
"2010","66 and older","13.36","8","71","4","6","18","25","10.72","16","8","12"
"2011","16-34 y.","35.76","40","3670","20","36","40","40","35.42","36.1","39","39"
"2011","35-65 y.","33.96","38.5","10131","19.2000007629395","30","40","40","33.76","34.16","38","38"
"2011","66 and older","16.35","10","65","6","8","20","40","13.33","19.37","10","14"
"2012","16-34 y.","35.36","40","3454","20","35","40","40","35.02","35.7","39","39"
"2012","35-65 y.","34.16","38.5","10119","20","30","40","40","33.96","34.36","38","38.5"
"2012","66 and older","15.7","10","87","4","6","20","30","13.07","18.33","10","15"
"2013","16-34 y.","35.31","40","4330","20","35","40","40","35","35.62","39","39"
"2013","35-65 y.","34.22","38.5","11161","20","30","40","40","34.03","34.41","38","38"
"2013","66 and older","10.78","10","86","3.20000004768372","5","15","20","8.88","12.68","9","10.5"
"2014","16-34 y.","34.47","39","3740","16","35","40","40","34.13","34.81","39","39"
"2014","35-65 y.","33.77","38.5","10142","19.5","30","40","40","33.57","33.97","38","38"
"2014","66 and older","13.03","10","117","3","6","20","25","11.01","15.05","9","12"
"2015","16-34 y.","35.02","39.5","3753","20","35","40","40","34.69","35.35","39","40"
"2015","35-65 y.","33.86","38.5","9897","19.5","30","40","40","33.66","34.06","38","38"
"2015","66 and older","11.19","10","115","4","6","12","24","9.31","13.07","9","11"
"2016","16-34 y.","34.41","39","3237","15","35","40","40","34.05","34.77","39","39"
"2016","35-65 y.","33.82","38.5","9302","19.5","30","40","40","33.61","34.03","38","38"
"2016","66 and older","12.06","10","122","5","7.5","12","20","10.2","13.92","10","11"
"2017","16-34 y.","34.53","39","3958","18","35","40","40","34.2","34.86","39","39"
"2017","35-65 y.","33.89","38.5","10674","20","30","40","40","33.7","34.08","38","38"
"2017","66 and older","12.71","10","152","4","8","15","24","11.09","14.33","10","12"
"2018","16-34 y.","34.3","39","4114","16","35","40","40","33.97","34.63","39","40"
"2018","35-65 y.","33.92","38.5","10404","20","30","40","40","33.73","34.11","38","38"
"2018","66 and older","12.87","10","188","4","6","15","25","11.37","14.37","10","12"
"2019","16-34 y.","34.94","39","3816","20","35","40","40","34.61","35.27","39","40"
"2019","35-65 y.","33.89","38","9969","20","30","40","40","33.7","34.08","38","38"
"2019","66 and older","15.06","10","192","5","8","20","35","13.29","16.83","10","15"
