"plh0112","year","age_gr","n","percent","lower_confidence","upper_confidence"
"Less important","1995","35-65 y.","2655","0.445930964214262","0.433125374452189","0.458736553976336"
"Less important","1995","66 and older","532","0.352131060782535","0.327722762515951","0.376539359049118"
"Quite unimportant","1995","16-34 y.","254","0.0598572576500407","0.0524929020555868","0.0672216132444946"
"Quite unimportant","1995","35-65 y.","553","0.100303329803474","0.0925642457822156","0.108042413824732"
"Quite unimportant","1995","66 and older","394","0.273070183063959","0.250302169741193","0.295838196386726"
"Very important","1996","16-34 y.","","","",""
"Very important","1996","35-65 y.","","","",""
"Very important","1996","66 and older","","","",""
"Important","1996","16-34 y.","","","",""
"Important","1996","35-65 y.","","","",""
"Important","1996","66 and older","","","",""
"Less important","1996","16-34 y.","","","",""
"Less important","1996","35-65 y.","","","",""
"Less important","1996","66 and older","","","",""
"Quite unimportant","1996","16-34 y.","","","",""
"Quite unimportant","1996","35-65 y.","","","",""
"Quite unimportant","1996","66 and older","","","",""
"Very important","1997","16-34 y.","","","",""
"Very important","1997","35-65 y.","","","",""
"Very important","1997","66 and older","","","",""
"Important","1997","16-34 y.","","","",""
"Important","1997","35-65 y.","","","",""
"Important","1997","66 and older","","","",""
"Less important","1997","16-34 y.","","","",""
"Less important","1997","35-65 y.","","","",""
"Less important","1997","66 and older","","","",""
"Quite unimportant","1997","16-34 y.","","","",""
"Quite unimportant","1997","35-65 y.","","","",""
"Quite unimportant","1997","66 and older","","","",""
"Very important","1998","16-34 y.","","","",""
"Very important","1998","35-65 y.","","","",""
"Very important","1998","66 and older","","","",""
"Important","1998","16-34 y.","","","",""
"Important","1998","35-65 y.","","","",""
"Important","1998","66 and older","","","",""
"Less important","1998","16-34 y.","","","",""
"Less important","1998","35-65 y.","","","",""
"Less important","1998","66 and older","","","",""
"Quite unimportant","1998","16-34 y.","","","",""
"Quite unimportant","1998","35-65 y.","","","",""
"Quite unimportant","1998","66 and older","","","",""
"Very important","1999","16-34 y.","","","",""
"Very important","1999","35-65 y.","","","",""
"Very important","1999","66 and older","","","",""
"Important","1999","16-34 y.","","","",""
"Important","1999","35-65 y.","","","",""
"Important","1999","66 and older","","","",""
"Less important","1999","16-34 y.","","","",""
"Less important","1999","35-65 y.","","","",""
"Less important","1999","66 and older","","","",""
"Quite unimportant","1999","16-34 y.","","","",""
"Quite unimportant","1999","35-65 y.","","","",""
"Quite unimportant","1999","66 and older","","","",""
"Very important","2000","16-34 y.","","","",""
"Very important","2000","35-65 y.","","","",""
"Very important","2000","66 and older","","","",""
"Important","2000","16-34 y.","","","",""
"Important","2000","35-65 y.","","","",""
"Important","2000","66 and older","","","",""
"Less important","2000","16-34 y.","","","",""
"Less important","2000","35-65 y.","","","",""
"Less important","2000","66 and older","","","",""
"Quite unimportant","2000","16-34 y.","","","",""
"Quite unimportant","2000","35-65 y.","","","",""
"Quite unimportant","2000","66 and older","","","",""
"Very important","2001","16-34 y.","","","",""
"Very important","2001","35-65 y.","","","",""
"Very important","2001","66 and older","","","",""
"Important","2001","16-34 y.","","","",""
"Important","2001","35-65 y.","","","",""
"Important","2001","66 and older","","","",""
"Less important","2001","16-34 y.","","","",""
"Less important","2001","35-65 y.","","","",""
"Less important","2001","66 and older","","","",""
"Quite unimportant","2001","16-34 y.","","","",""
"Quite unimportant","2001","35-65 y.","","","",""
"Quite unimportant","2001","66 and older","","","",""
"Very important","2002","16-34 y.","","","",""
"Very important","2002","35-65 y.","","","",""
"Very important","2002","66 and older","","","",""
"Important","2002","16-34 y.","","","",""
"Important","2002","35-65 y.","","","",""
"Important","2002","66 and older","","","",""
"Less important","2002","16-34 y.","","","",""
"Less important","2002","35-65 y.","","","",""
"Less important","2002","66 and older","","","",""
"Quite unimportant","2002","16-34 y.","","","",""
"Quite unimportant","2002","35-65 y.","","","",""
"Quite unimportant","2002","66 and older","","","",""
"Very important","2003","16-34 y.","","","",""
"Very important","2003","35-65 y.","","","",""
"Very important","2003","66 and older","","","",""
"Important","2003","16-34 y.","","","",""
"Important","2003","35-65 y.","","","",""
"Important","2003","66 and older","","","",""
"Less important","2003","16-34 y.","","","",""
"Less important","2003","35-65 y.","","","",""
"Less important","2003","66 and older","","","",""
"Quite unimportant","2003","16-34 y.","","","",""
"Quite unimportant","2003","35-65 y.","","","",""
"Quite unimportant","2003","66 and older","","","",""
"Very important","2004","16-34 y.","783","0.134906908203767","0.125971349191625","0.143842467215908"
"Very important","2004","35-65 y.","1051","0.0896760071565558","0.084612685927189","0.0947393283859225"
"Very important","2004","66 and older","285","0.0760354491473751","0.0675902821935528","0.0844806161011974"
"Important","2004","16-34 y.","2298","0.408673357918469","0.395815308307465","0.421531407529472"
"Important","2004","35-65 y.","4313","0.339454898830463","0.331063359525184","0.347846438135742"
"Important","2004","66 and older","1207","0.303190906984826","0.288545969641566","0.317835844328085"
"Less important","2004","16-34 y.","2124","0.376601755065121","0.363928237585391","0.389275272544851"
"Less important","2004","35-65 y.","5609","0.457151651310312","0.448323520457131","0.465979782163494"
"Less important","2004","66 and older","1484","0.386446898399763","0.370932193547103","0.401961603252423"
"Quite unimportant","2004","16-34 y.","410","0.0798179788126438","0.0727293792170008","0.0869065784082868"
"Quite unimportant","2004","35-65 y.","1259","0.113717442702669","0.108091452154372","0.119343433250966"
"Quite unimportant","2004","66 and older","808","0.234326745468036","0.220830741536533","0.247822749399539"
"Very important","2005","16-34 y.","","","",""
"Very important","2005","35-65 y.","","","",""
"Very important","2005","66 and older","","","",""
"Important","2005","16-34 y.","","","",""
"Important","2005","35-65 y.","","","",""
"Important","2005","66 and older","","","",""
"Less important","2005","16-34 y.","","","",""
"Less important","2005","35-65 y.","","","",""
"Less important","2005","66 and older","","","",""
"Quite unimportant","2005","16-34 y.","","","",""
"Quite unimportant","2005","35-65 y.","","","",""
"Quite unimportant","2005","66 and older","","","",""
"Very important","2006","16-34 y.","","","",""
"Very important","2006","35-65 y.","","","",""
"Very important","2006","66 and older","","","",""
"Important","2006","16-34 y.","","","",""
"Important","2006","35-65 y.","","","",""
"Important","2006","66 and older","","","",""
"Less important","2006","16-34 y.","","","",""
"Less important","2006","35-65 y.","","","",""
"Less important","2006","66 and older","","","",""
"Quite unimportant","2006","16-34 y.","","","",""
"Quite unimportant","2006","35-65 y.","","","",""
"Quite unimportant","2006","66 and older","","","",""
"Very important","2007","16-34 y.","","","",""
"Very important","2007","35-65 y.","","","",""
"Very important","2007","66 and older","","","",""
"Important","2007","16-34 y.","","","",""
"Important","2007","35-65 y.","","","",""
"Important","2007","66 and older","","","",""
"Less important","2007","16-34 y.","","","",""
"Less important","2007","35-65 y.","","","",""
"Less important","2007","66 and older","","","",""
"Quite unimportant","2007","16-34 y.","","","",""
"Quite unimportant","2007","35-65 y.","","","",""
"Quite unimportant","2007","66 and older","","","",""
"Very important","2008","16-34 y.","565","0.129702407899821","0.119737703834967","0.139667111964674"
"Very important","2008","35-65 y.","711","0.0697411482773327","0.0649061583709847","0.0745761381836807"
"Very important","2008","66 and older","288","0.0701833620777772","0.0625612833194634","0.0778054408360911"
"Important","2008","16-34 y.","1708","0.400221684018706","0.385690460510359","0.414752907527053"
"Important","2008","35-65 y.","3595","0.319215334375351","0.31036630015375","0.328064368596952"
"Important","2008","66 and older","1268","0.271916083274061","0.258640125640721","0.285192040907402"
"Less important","2008","16-34 y.","1719","0.385261401653609","0.37082764142755","0.399695161879667"
"Less important","2008","35-65 y.","5022","0.470742197620526","0.461267304511803","0.480217090729249"
"Less important","2008","66 and older","1771","0.403598308474106","0.388959632663824","0.418236984284387"
"Quite unimportant","2008","16-34 y.","375","0.0848145064278647","0.076551347069278","0.0930776657864513"
"Quite unimportant","2008","35-65 y.","1333","0.14030131972679","0.133708774354274","0.146893865099306"
"Quite unimportant","2008","66 and older","988","0.254302246174056","0.241309103523792","0.26729538882432"
"Very important","2009","16-34 y.","","","",""
"Very important","2009","35-65 y.","","","",""
"Very important","2009","66 and older","","","",""
"Important","2009","16-34 y.","","","",""
"Important","2009","35-65 y.","","","",""
"Important","2009","66 and older","","","",""
"Less important","2009","16-34 y.","","","",""
"Less important","2009","35-65 y.","","","",""
"Less important","2009","66 and older","","","",""
"Quite unimportant","2009","16-34 y.","","","",""
"Quite unimportant","2009","35-65 y.","","","",""
"Quite unimportant","2009","66 and older","","","",""
"Very important","2010","16-34 y.","316","0.11963946260977","0.107993135751429","0.131285789468111"
"Very important","2010","35-65 y.","393","0.0975371305779917","0.0886755592598113","0.106398701896172"
"Very important","2010","66 and older","","","",""
"Important","2010","16-34 y.","1044","0.374865613371672","0.35749376776944","0.392237458973903"
"Important","2010","35-65 y.","1438","0.342174150233505","0.328003488058874","0.356344812408137"
"Important","2010","66 and older","5","","",""
"Less important","2010","16-34 y.","1286","0.407855510897315","0.390219982456222","0.425491039338408"
"Less important","2010","35-65 y.","1988","0.447359180119493","0.432508007868584","0.462210352370401"
"Less important","2010","66 and older","5","","",""
"Quite unimportant","2010","16-34 y.","337","0.0976394131212435","0.0869875861401152","0.108291240102372"
"Quite unimportant","2010","35-65 y.","487","0.112929539069011","0.103476011068592","0.122383067069429"
"Quite unimportant","2010","66 and older","4","","",""
"Very important","2011","16-34 y.","","","",""
"Very important","2011","35-65 y.","","","",""
"Very important","2011","66 and older","","","",""
"Important","2011","16-34 y.","","","",""
"Important","2011","35-65 y.","","","",""
"Important","2011","66 and older","","","",""
"Less important","2011","16-34 y.","","","",""
"Less important","2011","35-65 y.","","","",""
"Less important","2011","66 and older","","","",""
"Quite unimportant","2011","16-34 y.","","","",""
"Quite unimportant","2011","35-65 y.","","","",""
"Quite unimportant","2011","66 and older","","","",""
"Very important","2012","16-34 y.","939","0.166206892058643","0.157050700013161","0.175363084104125"
"Very important","2012","35-65 y.","1500","0.100334061943528","0.095691743741116","0.10497638014594"
"Very important","2012","66 and older","436","0.0817467010015659","0.0743178557826379","0.0891755462204939"
"Important","2012","16-34 y.","2458","0.425485852810989","0.413325276583615","0.437646429038364"
"Important","2012","35-65 y.","5438","0.346304193102257","0.338952509740938","0.353655876463575"
"Important","2012","66 and older","1668","0.300881845858589","0.288445917088577","0.313317774628601"
"Less important","2012","16-34 y.","2486","0.345582987081668","0.333886250859703","0.357279723303632"
"Less important","2012","35-65 y.","7380","0.436739048532716","0.429075394283911","0.44440270278152"
"Less important","2012","66 and older","2071","0.399263877040726","0.385984526749929","0.412543227331524"
"Quite unimportant","2012","16-34 y.","467","0.0627242680487005","0.0567606102444537","0.0686879258529473"
"Quite unimportant","2012","35-65 y.","1772","0.1166226964215","0.111663232598559","0.121582160244442"
"Quite unimportant","2012","66 and older","1050","0.218107576099119","0.206910263007334","0.229304889190904"
"Very important","2013","16-34 y.","","","",""
"Very important","2013","35-65 y.","","","",""
"Very important","2013","66 and older","","","",""
"Important","2013","16-34 y.","","","",""
"Important","2013","35-65 y.","","","",""
"Important","2013","66 and older","","","",""
"Less important","2013","16-34 y.","","","",""
"Less important","2013","35-65 y.","","","",""
"Less important","2013","66 and older","","","",""
"Quite unimportant","2013","16-34 y.","","","",""
"Quite unimportant","2013","35-65 y.","","","",""
"Quite unimportant","2013","66 and older","","","",""
"Very important","2014","16-34 y.","","","",""
"Very important","2014","35-65 y.","","","",""
"Very important","2014","66 and older","","","",""
"Important","2014","16-34 y.","","","",""
"Important","2014","35-65 y.","","","",""
"Important","2014","66 and older","","","",""
"Less important","2014","16-34 y.","","","",""
"Less important","2014","35-65 y.","","","",""
"Less important","2014","66 and older","","","",""
"Quite unimportant","2014","16-34 y.","","","",""
"Quite unimportant","2014","35-65 y.","","","",""
"Quite unimportant","2014","66 and older","","","",""
"Very important","2015","16-34 y.","","","",""
"Very important","2015","35-65 y.","","","",""
"Very important","2015","66 and older","","","",""
"Important","2015","16-34 y.","","","",""
"Important","2015","35-65 y.","","","",""
"Important","2015","66 and older","","","",""
"Less important","2015","16-34 y.","","","",""
"Less important","2015","35-65 y.","","","",""
"Less important","2015","66 and older","","","",""
"Quite unimportant","2015","16-34 y.","","","",""
"Quite unimportant","2015","35-65 y.","","","",""
"Quite unimportant","2015","66 and older","","","",""
"Very important","2016","16-34 y.","1198","0.213707352452747","0.203039381628063","0.224375323277432"
"Very important","2016","35-65 y.","1404","0.105591821021181","0.10048828549023","0.110695356552132"
"Very important","2016","66 and older","404","0.0830863257377277","0.0752452866937277","0.0909273647817276"
"Important","2016","16-34 y.","2360","0.423762603694979","0.410902572744252","0.436622634645706"
"Important","2016","35-65 y.","5111","0.358575395466226","0.350611030149797","0.366539760782654"
"Important","2016","66 and older","1497","0.301392312480923","0.288356821899442","0.314427803062405"
"Less important","2016","16-34 y.","1798","0.310123827067049","0.298086415210949","0.322161238923149"
"Less important","2016","35-65 y.","6007","0.430228706262011","0.422006505126355","0.438450907397667"
"Less important","2016","66 and older","1970","0.403896111060197","0.389956828296457","0.417835393823937"
"Quite unimportant","2016","16-34 y.","316","0.0524062167852243","0.0466068245084284","0.0582056090620203"
"Quite unimportant","2016","35-65 y.","1407","0.105604077250582","0.100500280509491","0.110707873991674"
"Quite unimportant","2016","66 and older","889","0.211625250721152","0.200021598324846","0.223228903117459"
