"plh0204_h","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"8","2017","Part Time","Single parent ","81","0.0902240318881802","0.0711312864143609","0.109316777362","8"
"8","2017","Part Time","Couple + C. LE 16 ","163","0.0705855287194113","0.0601428799881213","0.0810281774507013","8"
"8","2017","Part Time","Couple + C. GT 16 ","106","0.0829704984513695","0.0664041500564623","0.0995368468462767","8"
"8","2017","Part Time","Couple + C. LE and GT 16","73","0.0861156783128739","0.066478603872667","0.105752752753081","8"
"8","2017","Not Working","1-pers.-HH","186","0.0570230061166199","0.0483037612424627","0.0657422509907772","8"
"8","2017","Not Working","Couple + C. GT 16 ","93","0.111242903014647","0.0907344966779833","0.13175130935131","8"
"8","2017","Not Working","Couple + C. LE and GT 16","94","0.118665523647986","0.100015054597176","0.137315992698795","8"
"9","2017","Full Time","1-pers.-HH","50","0.0340280872528433","0.0245514021704596","0.0435047723352269","9"
"9","2017","Full Time","(Married) couple without C. ","81","0.0339879729549811","0.0273215050250298","0.0406544408849323","9"
"9","2017","Full Time","Single parent ","30","0.050602057533023","0.0347347099674695","0.0664694050985766","9"
"9","2017","Full Time","Couple + C. LE 16 ","106","0.0291964825864753","0.0230392322582081","0.0353537329147426","9"
"9","2017","Full Time","Couple + C. GT 16 ","55","0.032404021634839","0.0231286662789294","0.0416793769907487","9"
"9","2017","Full Time","Couple + C. LE and GT 16","31","0.0327801224729522","0.0212616565194445","0.04429858842646","9"
"9","2017","Part Time","1-pers.-HH","24","","","","9"
"9","2017","Part Time","(Married) couple without C. ","31","0.0200545603211261","0.0134003975542659","0.0267087230879863","9"
"9","2017","Part Time","Single parent ","23","","","","9"
"9","2017","Part Time","Couple + C. LE 16 ","57","0.0172319514993675","0.0119262738045377","0.0225376291941973","9"
"9","2017","Not Working","1-pers.-HH","66","0.015018544856267","0.0104452286867214","0.0195918610258127","9"
"9","2017","Not Working","(Married) couple without C. ","56","0.0143663681774478","0.010636521621839","0.0180962147330566","9"
"9","2017","Part Time","Couple + C. LE and GT 16","11","","","","9"
"9","2017","Not Working","Single parent ","36","0.0317553175616353","0.0209891337726131","0.0425215013506576","9"
"9","2017","Not Working","Couple + C. LE 16 ","80","0.014885610777057","0.0105290597658126","0.0192421617883014","9"
"9","2017","Not Working","Couple + C. LE and GT 16","35","0.0497554151659642","0.0372154890468576","0.0622953412850708","9"
"9","2017","Part Time","Couple + C. GT 16 ","25","","","","9"
"9","2017","Not Working","Couple + C. GT 16 ","27","","","","9"
"0 Not at all Willing to take risks","2018","Full Time","Single parent ","32","0.0282837049312202","0.0162904254895679","0.0402769843728725","0"
"0 Not at all Willing to take risks","2018","Full Time","Couple + C. LE and GT 16","32","0.047086042772138","0.033106700482681","0.061065385061595","0"
"0 Not at all Willing to take risks","2018","Part Time","Couple + C. LE and GT 16","44","0.0852254816254046","0.0662299782727056","0.104220984978104","0"
"0 Not at all Willing to take risks","2018","Full Time","1-pers.-HH","50","0.0203839918319458","0.0132016650335625","0.027566318630329","0"
"0 Not at all Willing to take risks","2018","Full Time","(Married) couple without C. ","77","0.029906229549054","0.0235215879238237","0.0362908711742844","0"
"0 Not at all Willing to take risks","2018","Full Time","Couple + C. LE 16 ","107","0.0268427428535874","0.0207213850848663","0.0329641006223085","0"
"0 Not at all Willing to take risks","2018","Full Time","Couple + C. GT 16 ","34","0.0302775453181155","0.0209915539308915","0.0395635367053395","0"
"0 Not at all Willing to take risks","2018","Part Time","Couple + C. GT 16 ","55","0.0587631115854253","0.0443161651073791","0.0732100580634716","0"
"0 Not at all Willing to take risks","2018","Part Time","1-pers.-HH","78","0.0318118590339225","0.0211713023440995","0.0424524157237455","0"
"0 Not at all Willing to take risks","2018","Part Time","Single parent ","40","0.0396753652823067","0.0265453948613196","0.0528053357032938","0"
"0 Not at all Willing to take risks","2018","Not Working","Single parent ","162","0.0772839379218496","0.0605219916221487","0.0940458842215504","0"
"0 Not at all Willing to take risks","2018","Not Working","Couple + C. LE and GT 16","274","0.106459194170628","0.0882328095401292","0.124685578801126","0"
"0 Not at all Willing to take risks","2018","Not Working","Couple + C. LE 16 ","706","0.144025760282572","0.129648174014856","0.158403346550289","0"
"0 Not at all Willing to take risks","2018","Not Working","(Married) couple without C. ","313","0.0808846562639057","0.0721509566403575","0.0896183558874538","0"
"0 Not at all Willing to take risks","2018","Part Time","(Married) couple without C. ","94","0.0511880205897279","0.0406497899865915","0.0617262511928644","0"
"0 Not at all Willing to take risks","2018","Not Working","Couple + C. GT 16 ","85","0.0554202036337018","0.039575459965722","0.0712649473016817","0"
"0 Not at all Willing to take risks","2018","Not Working","1-pers.-HH","400","0.117635176045457","0.104631417790468","0.130638934300445","0"
"0 Not at all Willing to take risks","2018","Part Time","Couple + C. LE 16 ","143","0.0348525085286103","0.0272809549594415","0.042424062097779","0"
"1","2018","Full Time","1-pers.-HH","65","0.0389517085573867","0.0291177478591689","0.0487856692556046","1"
"1","2018","Full Time","(Married) couple without C. ","131","0.0445490896032884","0.0368156545634456","0.0522825246431311","1"
"1","2018","Full Time","Single parent ","50","0.0758494749151145","0.0566959942470419","0.095002955583187","1"
"1","2018","Full Time","Couple + C. LE 16 ","122","0.0395893832006281","0.032204210619925","0.0469745557813312","1"
"1","2018","Full Time","Couple + C. GT 16 ","63","0.0523576168095593","0.0402862515179869","0.0644289821011317","1"
"1","2018","Full Time","Couple + C. LE and GT 16","35","0.0488973932768263","0.0346652489848788","0.0631295375687737","1"
"1","2018","Part Time","1-pers.-HH","72","0.0738146157521598","0.0579616657797274","0.0896675657245921","1"
"1","2018","Part Time","Couple + C. LE and GT 16","38","0.0564830514459533","0.0407778694570257","0.072188233434881","1"
"1","2018","Not Working","1-pers.-HH","203","0.0957557977473728","0.0838789388615791","0.107632656633167","1"
"1","2018","Not Working","(Married) couple without C. ","289","0.0714851275035725","0.0632326860625202","0.0797375689446248","1"
"1","2018","Not Working","Single parent ","76","0.0797353114686533","0.0627322349328028","0.0967383880045038","1"
"1","2018","Not Working","Couple + C. LE 16 ","195","0.0636233154788719","0.0536286332532836","0.0736179977044601","1"
"1","2018","Not Working","Couple + C. GT 16 ","40","0.055419071966697","0.03957448058103","0.071263663352364","1"
"1","2018","Not Working","Couple + C. LE and GT 16","61","0.069473340767541","0.0544479681800114","0.0844987133550705","1"
"1","2018","Part Time","(Married) couple without C. ","122","0.0726047283485348","0.0601965410269291","0.0850129156701405","1"
"1","2018","Part Time","Single parent ","67","0.0643844641099887","0.0478749800656529","0.0808939481543246","1"
"1","2018","Part Time","Couple + C. LE 16 ","146","0.0707556247892873","0.0601699976956941","0.0813412518828805","1"
"1","2018","Part Time","Couple + C. GT 16 ","54","0.0770533518102362","0.0606716782250786","0.0934350253953938","1"
"10 Very willing to take risks","2018","Not Working","(Married) couple without C. ","38","0.0108953568094111","0.00757012428294998","0.0142205893358722","10"
"10 Very willing to take risks","2018","Not Working","Single parent ","35","0.0163008137577251","0.00835237958266746","0.0242492479327828","10"
"10 Very willing to take risks","2018","Not Working","Couple + C. LE 16 ","111","0.044240115128185","0.0358199992204739","0.0526602310358962","10"
"10 Very willing to take risks","2018","Not Working","Couple + C. GT 16 ","16","","","","10"
"10 Very willing to take risks","2018","Not Working","Couple + C. LE and GT 16","54","0.0322994272382515","0.0218517521498104","0.0427471023266925","10"
"10 Very willing to take risks","2018","Full Time","1-pers.-HH","31","0.0162962423833281","0.00986094664928533","0.0227315381173708","10"
"10 Very willing to take risks","2018","Full Time","(Married) couple without C. ","35","0.0119481552257667","0.00787539230015642","0.0160209181513769","10"
"10 Very willing to take risks","2018","Full Time","Single parent ","13","","","","10"
"10 Very willing to take risks","2018","Full Time","Couple + C. LE 16 ","44","0.0131981051837457","0.00887581834323752","0.0175203920242539","10"
"10 Very willing to take risks","2018","Full Time","Couple + C. GT 16 ","20","","","","10"
"10 Very willing to take risks","2018","Full Time","Couple + C. LE and GT 16","22","","","","10"
"10 Very willing to take risks","2018","Part Time","1-pers.-HH","27","","","","10"
"10 Very willing to take risks","2018","Part Time","(Married) couple without C. ","19","","","","10"
"10 Very willing to take risks","2018","Part Time","Single parent ","21","","","","10"
"10 Very willing to take risks","2018","Part Time","Couple + C. LE 16 ","36","0.0131687399648831","0.00846260156094486","0.0178748783688214","10"
"10 Very willing to take risks","2018","Part Time","Couple + C. GT 16 ","13","","","","10"
"10 Very willing to take risks","2018","Part Time","Couple + C. LE and GT 16","17","","","","10"
"10 Very willing to take risks","2018","Not Working","1-pers.-HH","72","0.00959895300539775","0.0056635096229803","0.0135343963878152","10"
"2","2018","Full Time","1-pers.-HH","157","0.0953459115252991","0.0804184857833131","0.110273337267285","2"
"2","2018","Full Time","(Married) couple without C. ","357","0.12874483594638","0.116190711551798","0.141298960340963","2"
"2","2018","Full Time","Single parent ","90","0.119158368366891","0.0957208701884779","0.142595866545305","2"
"2","2018","Full Time","Couple + C. LE 16 ","297","0.108073898833878","0.096314973007883","0.119832824659873","2"
"2","2018","Full Time","Couple + C. GT 16 ","128","0.0867452893884123","0.0714920133545376","0.101998565422287","2"
"2","2018","Full Time","Couple + C. LE and GT 16","94","0.0995372222985777","0.0797793834174488","0.119295061179707","2"
"2","2018","Part Time","1-pers.-HH","104","0.123340120311093","0.103403217331905","0.143277023290282","2"
"2","2018","Part Time","(Married) couple without C. ","251","0.144797247839926","0.127970191503993","0.161624304175858","2"
"2","2018","Part Time","Couple + C. GT 16 ","134","0.133895079247094","0.11297603862088","0.154814119873309","2"
"2","2018","Part Time","Couple + C. LE and GT 16","107","0.115911620437954","0.0941335010342727","0.137689739841635","2"
"2","2018","Not Working","1-pers.-HH","306","0.15603001475675","0.141383180527678","0.170676848985822","2"
"2","2018","Not Working","(Married) couple without C. ","566","0.156727391130456","0.14508246815912","0.168372314101792","2"
"2","2018","Not Working","Single parent ","82","0.110472567863137","0.0907958489981573","0.130149286728116","2"
"2","2018","Not Working","Couple + C. LE 16 ","233","0.150689968556443","0.136040871904682","0.165339065208204","2"
"2","2018","Not Working","Couple + C. GT 16 ","81","0.0922753426339763","0.0722328500030001","0.112317835264953","2"
"2","2018","Not Working","Couple + C. LE and GT 16","89","0.105402106458151","0.087255712748877","0.123548500167426","2"
"2","2018","Part Time","Single parent ","114","0.142732884665463","0.119203295207328","0.166262474123599","2"
"2","2018","Part Time","Couple + C. LE 16 ","363","0.164621464404001","0.14931214014895","0.179930788659053","2"
"3","2018","Not Working","Single parent ","94","0.138473005785452","0.116792830571987","0.160153180998917","3"
"3","2018","Not Working","Couple + C. LE 16 ","179","0.134356958332731","0.120392147750994","0.148321768914469","3"
"3","2018","Not Working","(Married) couple without C. ","574","0.143261255058026","0.132039294172137","0.154483215943914","3"
"3","2018","Full Time","1-pers.-HH","192","0.153278761574622","0.134968108897201","0.171589414252043","3"
"3","2018","Full Time","(Married) couple without C. ","425","0.150367009718117","0.136968984184843","0.16376503525139","3"
"3","2018","Full Time","Single parent ","104","0.126993016010905","0.102905121595532","0.151080910426277","3"
"3","2018","Part Time","Couple + C. LE and GT 16","110","0.11125417816429","0.0898619512904538","0.132646405038125","3"
"3","2018","Not Working","1-pers.-HH","258","0.125002529246557","0.111653828727416","0.138351229765698","3"
"3","2018","Part Time","1-pers.-HH","131","0.142303825048678","0.121121922319669","0.163485727777688","3"
"3","2018","Part Time","(Married) couple without C. ","271","0.154799417361288","0.137502926373535","0.172095908349041","3"
"3","2018","Full Time","Couple + C. LE 16 ","380","0.159355179083215","0.145492978877235","0.173217379289194","3"
"3","2018","Full Time","Couple + C. LE and GT 16","125","0.149987212382132","0.126422961121912","0.173551463642352","3"
"3","2018","Part Time","Couple + C. GT 16 ","150","0.142149271966009","0.120698032849355","0.163600511082662","3"
"3","2018","Full Time","Couple + C. GT 16 ","185","0.140565186372189","0.121729147572198","0.15940122517218","3"
"3","2018","Not Working","Couple + C. LE and GT 16","85","0.0651530381550651","0.0505686120293336","0.0797374642807965","3"
"3","2018","Part Time","Single parent ","108","0.129242592545705","0.106677055947145","0.151808129144265","3"
"3","2018","Part Time","Couple + C. LE 16 ","368","0.190508752886453","0.174296824346199","0.206720681426707","3"
"3","2018","Not Working","Couple + C. GT 16 ","118","0.160121664123169","0.134725678647849","0.185517649598489","3"
"4","2018","Full Time","1-pers.-HH","155","0.108650043514163","0.0928327678765301","0.124467319151796","4"
"4","2018","Full Time","(Married) couple without C. ","309","0.104694975486651","0.0932187977278642","0.116171153245438","4"
"4","2018","Full Time","Single parent ","58","0.0671477014368289","0.0490417196396921","0.0852536832339657","4"
"4","2018","Full Time","Couple + C. LE 16 ","234","0.0804824763463432","0.0701792444398948","0.0907857082527916","4"
"4","2018","Full Time","Couple + C. GT 16 ","134","0.0881008212085864","0.072740241381941","0.103461401035232","4"
"4","2018","Part Time","Couple + C. GT 16 ","108","0.0956860269960211","0.0776160298500074","0.113756024142035","4"
"4","2018","Part Time","Couple + C. LE and GT 16","80","0.0887519424516416","0.0694048242016809","0.108099060701602","4"
"4","2018","Not Working","Single parent ","81","0.0935379655960507","0.0752605598606994","0.111815371331402","4"
"4","2018","Not Working","Couple + C. LE 16 ","100","0.0687558095938817","0.0583943238275784","0.079117295360185","4"
"4","2018","Part Time","1-pers.-HH","96","0.0994364512836029","0.0812929986040965","0.117579903963109","4"
"4","2018","Not Working","1-pers.-HH","162","0.0784968225753348","0.0676413021722809","0.0893523429783887","4"
"4","2018","Not Working","(Married) couple without C. ","337","0.0935396065084471","0.0842123835822124","0.102866829434682","4"
"4","2018","Not Working","Couple + C. GT 16 ","56","0.0828076382938374","0.0637224149370794","0.101892861650595","4"
"4","2018","Not Working","Couple + C. LE and GT 16","66","0.0907718391022934","0.073794729401133","0.107748948803454","4"
"4","2018","Full Time","Couple + C. LE and GT 16","75","0.0871655139598031","0.0685496941936069","0.105781333725999","4"
"4","2018","Part Time","(Married) couple without C. ","148","0.101834793624359","0.0873730833208248","0.116296503927892","4"
"4","2018","Part Time","Single parent ","84","0.13548766568845","0.112466372119007","0.158508959257893","4"
"4","2018","Part Time","Couple + C. LE 16 ","221","0.11067580346414","0.0977240809503516","0.123627525977929","4"
"5","2018","Full Time","1-pers.-HH","257","0.168462417381889","0.149439152186992","0.187485682576786","5"
"5","2018","Full Time","(Married) couple without C. ","478","0.182819476346479","0.168331121641287","0.19730783105167","5"
"5","2018","Full Time","Single parent ","137","0.199777730958332","0.170852361444561","0.228703100472104","5"
"5","2018","Full Time","Couple + C. LE 16 ","472","0.169337187312582","0.155132510410209","0.183541864214954","5"
"5","2018","Full Time","Couple + C. GT 16 ","232","0.168849798142119","0.14854801197051","0.189151584313729","5"
"5","2018","Full Time","Couple + C. LE and GT 16","167","0.191342982930771","0.165383128775534","0.217302837086008","5"
"5","2018","Part Time","1-pers.-HH","176","0.167134738901914","0.144513797047842","0.189755680755986","5"
"5","2018","Part Time","(Married) couple without C. ","306","0.181483200636064","0.163053195180471","0.199913206091658","5"
"5","2018","Part Time","Single parent ","153","0.157156473662345","0.132675208305575","0.181637739019116","5"
"5","2018","Part Time","Couple + C. LE 16 ","388","0.167867105524236","0.152437661355657","0.183296549692816","5"
"5","2018","Part Time","Couple + C. GT 16 ","191","0.192187482423898","0.167983209564741","0.216391755283054","5"
"5","2018","Part Time","Couple + C. LE and GT 16","151","0.195268728351875","0.16830059835708","0.222236858346669","5"
"5","2018","Not Working","(Married) couple without C. ","711","0.200539105795088","0.187713487209062","0.213364724381113","5"
"5","2018","Not Working","Single parent ","165","0.172747940150595","0.149019392865255","0.196476487435936","5"
"5","2018","Not Working","Couple + C. LE 16 ","328","0.145807906131303","0.131356707953773","0.160259104308833","5"
"5","2018","Not Working","Couple + C. GT 16 ","168","0.216444292735788","0.187924928392904","0.244963657078671","5"
"5","2018","Not Working","Couple + C. LE and GT 16","186","0.135065593101532","0.11486725208744","0.155263934115625","5"
"5","2018","Not Working","1-pers.-HH","443","0.20533514078708","0.18903092798576","0.2216393535884","5"
"6","2018","Full Time","1-pers.-HH","197","0.149248384242345","0.131137117907131","0.16735965057756","6"
"6","2018","Full Time","(Married) couple without C. ","265","0.0952484486999464","0.0842446544915922","0.106252242908301","6"
"6","2018","Full Time","Single parent ","71","0.0960161537873313","0.0747027629711654","0.117329544603497","6"
"6","2018","Full Time","Couple + C. LE 16 ","298","0.133053812302274","0.120190508210864","0.145917116393685","6"
"6","2018","Full Time","Couple + C. GT 16 ","150","0.117256798327212","0.0998214581322308","0.134692138522193","6"
"6","2018","Full Time","Couple + C. LE and GT 16","97","0.100677408376223","0.0808193142973903","0.120535502455055","6"
"6","2018","Part Time","1-pers.-HH","97","0.0851188149899856","0.068199410299773","0.102038219680198","6"
"6","2018","Part Time","(Married) couple without C. ","127","0.0816858837093336","0.0685891623960653","0.094782605022602","6"
"6","2018","Part Time","Couple + C. LE and GT 16","80","0.0843607869459788","0.0654529630931056","0.103268610798852","6"
"6","2018","Not Working","1-pers.-HH","169","0.0730357622773823","0.062533678860387","0.0835378456943777","6"
"6","2018","Not Working","Single parent ","73","0.0842419244108387","0.0668077935540436","0.101676055267634","6"
"6","2018","Not Working","Couple + C. LE 16 ","131","0.110505052117687","0.0976670230059349","0.123343081229439","6"
"6","2018","Not Working","Couple + C. GT 16 ","79","0.118536132964497","0.0961510108592197","0.140921255069775","6"
"6","2018","Not Working","Couple + C. LE and GT 16","88","0.133708842759059","0.113596449412062","0.153821236106057","6"
"6","2018","Part Time","Single parent ","79","0.103948862386627","0.0834197338432989","0.124477990929954","6"
"6","2018","Part Time","Couple + C. LE 16 ","198","0.0882423543236523","0.0765325568069513","0.0999521518403533","6"
"6","2018","Part Time","Couple + C. GT 16 ","99","0.0941393389949944","0.0762006593469194","0.112078018643069","6"
"6","2018","Not Working","(Married) couple without C. ","325","0.0950052558924216","0.085612846471052","0.104397665313791","6"
"7","2018","Full Time","(Married) couple without C. ","339","0.1178511925411","0.105765076704056","0.129937308378143","7"
"7","2018","Full Time","1-pers.-HH","179","0.118404426830803","0.101982985348343","0.134825868313264","7"
"7","2018","Full Time","Single parent ","82","0.135708860021221","0.110932688852142","0.160485031190301","7"
"7","2018","Full Time","Couple + C. LE 16 ","378","0.136864654315235","0.123847144678882","0.149882163951588","7"
"7","2018","Full Time","Couple + C. GT 16 ","193","0.142625227149281","0.123674418608475","0.161576035690086","7"
"7","2018","Full Time","Couple + C. LE and GT 16","120","0.121288733533678","0.0997437023760647","0.14283376469129","7"
"7","2018","Part Time","1-pers.-HH","127","0.115042530486187","0.0956970126901342","0.134388048282239","7"
"7","2018","Part Time","(Married) couple without C. ","191","0.109631222907197","0.0946913968709588","0.124571048943435","7"
"7","2018","Not Working","(Married) couple without C. ","314","0.0783414911619684","0.0697343067835449","0.0869486755403919","7"
"7","2018","Not Working","Single parent ","89","0.10191926494122","0.0829289741604499","0.120909555721991","7"
"7","2018","Not Working","Couple + C. LE 16 ","128","0.0596541016128167","0.0499557144224067","0.0693524888032267","7"
"7","2018","Not Working","Couple + C. GT 16 ","76","0.0813216006014959","0.062393085560582","0.10025011564241","7"
"7","2018","Not Working","Couple + C. LE and GT 16","81","0.112800722265303","0.0941060318138165","0.131495412716789","7"
"7","2018","Part Time","Couple + C. LE 16 ","205","0.0923962693309069","0.0804413544187751","0.104351184243039","7"
"7","2018","Part Time","Single parent ","66","0.0533658011428824","0.0382470173048158","0.068484584980949","7"
"7","2018","Part Time","Couple + C. GT 16 ","113","0.11560147270028","0.0959597357377009","0.135243209662859","7"
"7","2018","Not Working","1-pers.-HH","165","0.0699674082150163","0.0596712983501727","0.0802635180798598","7"
"7","2018","Part Time","Couple + C. LE and GT 16","100","0.0835137256811006","0.0646923676250417","0.10233508373716","7"
"8","2018","Full Time","Single parent ","71","0.0885919483259295","0.0680352379106765","0.109148658741183","8"
"8","2018","Full Time","Couple + C. LE 16 ","269","0.107960260332878","0.0962067696499355","0.11971375101582","8"
"8","2018","Not Working","Single parent ","81","0.0833805672152363","0.0660276403713405","0.100733494059132","8"
"8","2018","Not Working","Couple + C. LE 16 ","142","0.0643766002406227","0.0543269695420701","0.0744262309391754","8"
"8","2018","Full Time","1-pers.-HH","165","0.108415495868306","0.092613223504759","0.124217768231852","8"
"8","2018","Full Time","(Married) couple without C. ","256","0.108892702933189","0.0972161883810911","0.120569217485286","8"
"8","2018","Full Time","Couple + C. GT 16 ","131","0.117575939312833","0.100120044421874","0.135031834203791","8"
"8","2018","Full Time","Couple + C. LE and GT 16","86","0.107023925468455","0.0866218594739419","0.127425991462969","8"
"8","2018","Part Time","1-pers.-HH","101","0.104633599347008","0.0860758234925305","0.123191375201486","8"
"8","2018","Part Time","(Married) couple without C. ","124","0.0720110397829219","0.0596497326858389","0.0843723468800049","8"
"8","2018","Part Time","Single parent ","84","0.115326983483951","0.0938412045616459","0.136812762406256","8"
"8","2018","Part Time","Couple + C. LE 16 ","144","0.0505670959690432","0.0415214980110512","0.0596126939270351","8"
"8","2018","Part Time","Couple + C. GT 16 ","70","0.0589211016550421","0.0444559614025484","0.0733862419075358","8"
"8","2018","Part Time","Couple + C. LE and GT 16","80","0.106333069705643","0.0853614939136738","0.127304645497612","8"
"8","2018","Not Working","1-pers.-HH","134","0.0555569556043152","0.0463113940030383","0.0648025172055921","8"
"8","2018","Not Working","(Married) couple without C. ","231","0.0591546494603607","0.0515979224213675","0.0667113764993539","8"
"8","2018","Not Working","Couple + C. GT 16 ","58","0.0967009600133458","0.0762335447936248","0.117168375233067","8"
"8","2018","Not Working","Couple + C. LE and GT 16","81","0.0893449479791693","0.0724885918088921","0.106201304149447","8"
"9","2018","Full Time","1-pers.-HH","39","0.0225626162899125","0.0150146177367484","0.0301106148430766","9"
"9","2018","Full Time","(Married) couple without C. ","62","0.0249778839500295","0.0191281799492708","0.0308275879507882","9"
"9","2018","Full Time","Couple + C. LE 16 ","77","0.0252423002356338","0.019301354221894","0.0311832462493736","9"
"9","2018","Full Time","Single parent ","26","","","","9"
"9","2018","Full Time","Couple + C. GT 16 ","38","0.0354783241211101","0.0254533845470037","0.0455032636952165","9"
"9","2018","Full Time","Couple + C. LE and GT 16","29","","","","9"
"9","2018","Part Time","1-pers.-HH","36","0.0360931342961319","0.0247842494627148","0.047402019129549","9"
"9","2018","Part Time","(Married) couple without C. ","27","","","","9"
"9","2018","Part Time","Single parent ","33","0.0364226741025641","0.0238211392225155","0.0490242089826126","9"
"9","2018","Part Time","Couple + C. LE 16 ","42","0.016344280814786","0.0111097760007024","0.0215787856288696","9"
"9","2018","Not Working","1-pers.-HH","46","0.0135854397393374","0.00891301001678836","0.0182578694618864","9"
"9","2018","Not Working","Couple + C. LE and GT 16","35","0.0595209480030065","0.0455392076896049","0.073502688316408","9"
"9","2018","Part Time","Couple + C. LE and GT 16","23","","","","9"
"9","2018","Not Working","(Married) couple without C. ","46","0.0101661044163438","0.00695289807932274","0.0133793107533649","9"
"9","2018","Not Working","Single parent ","37","0.0419067008892426","0.0293292850292321","0.0544841167492532","9"
"9","2018","Not Working","Couple + C. LE 16 ","38","0.0139644125248853","0.00915941491311388","0.0187694101366568","9"
"9","2018","Not Working","Couple + C. GT 16 ","24","","","","9"
"9","2018","Part Time","Couple + C. GT 16 ","31","0.019644611763543","0.0111197430926369","0.0281694804344491","9"
"0 Not at all Willing to take risks","2019","Full Time","1-pers.-HH","49","0.0130008968578744","0.00759860178436245","0.0184031919313864","0"
"0 Not at all Willing to take risks","2019","Full Time","(Married) couple without C. ","48","0.021486962815325","0.0164120230925939","0.026561902538056","0"
"0 Not at all Willing to take risks","2019","Full Time","Single parent ","20","","","","0"
"0 Not at all Willing to take risks","2019","Full Time","Couple + C. LE 16 ","68","0.0145123145059743","0.0100708168933865","0.018953812118562","0"
"0 Not at all Willing to take risks","2019","Full Time","Couple + C. GT 16 ","22","","","","0"
"0 Not at all Willing to take risks","2019","Full Time","Couple + C. LE and GT 16","21","","","","0"
"0 Not at all Willing to take risks","2019","Part Time","Couple + C. LE and GT 16","35","0.0432049730105133","0.0294473490579453","0.0569625969630812","0"
"0 Not at all Willing to take risks","2019","Part Time","(Married) couple without C. ","62","0.0419133861881277","0.0326892023552675","0.051137570020988","0"
"0 Not at all Willing to take risks","2019","Part Time","Couple + C. LE 16 ","105","0.0292516895354256","0.0220615774143625","0.0364418016564886","0"
"0 Not at all Willing to take risks","2019","Part Time","Couple + C. GT 16 ","36","0.0298764245663218","0.0190732412830113","0.0406796078496324","0"
"0 Not at all Willing to take risks","2019","Not Working","Couple + C. GT 16 ","55","0.046317846954068","0.0317538993799996","0.0608817945281364","0"
"0 Not at all Willing to take risks","2019","Part Time","Single parent ","15","","","","0"
"0 Not at all Willing to take risks","2019","Not Working","1-pers.-HH","216","0.086720326481099","0.074949843840426","0.098490809121772","0"
"0 Not at all Willing to take risks","2019","Not Working","(Married) couple without C. ","204","0.0500446922928882","0.0430409175240015","0.057048467061775","0"
"0 Not at all Willing to take risks","2019","Part Time","1-pers.-HH","70","0.0240206393138014","0.0147858130425867","0.0332554655850162","0"
"0 Not at all Willing to take risks","2019","Not Working","Couple + C. LE and GT 16","182","0.0398129820456145","0.0280148804902403","0.0516110836009886","0"
"0 Not at all Willing to take risks","2019","Not Working","Single parent ","106","0.0713250819437711","0.0540537204901442","0.0885964433973979","0"
"0 Not at all Willing to take risks","2019","Not Working","Couple + C. LE 16 ","398","0.0841115042042956","0.0716477291323881","0.0965752792762031","0"
"1","2019","Full Time","1-pers.-HH","46","0.0263444818087888","0.0187064623358341","0.0339825012817435","1"
"1","2019","Not Working","(Married) couple without C. ","186","0.0535208209980657","0.0462911507591154","0.0607504912370161","1"
"1","2019","Not Working","Single parent ","66","0.0602602794589506","0.0442907199145993","0.0762298390033019","1"
"1","2019","Not Working","Couple + C. LE 16 ","148","0.0606022997003416","0.0498878492746198","0.0713167501260634","1"
"1","2019","Not Working","Couple + C. GT 16 ","34","0.0415506876025961","0.0277221332772475","0.0553792419279447","1"
"1","2019","Not Working","Couple + C. LE and GT 16","67","0.056603318483566","0.0426592348155511","0.0705474021515809","1"
"1","2019","Full Time","(Married) couple without C. ","72","0.0167058182623882","0.0122200619702927","0.0211915745544837","1"
"1","2019","Full Time","Single parent ","26","","","","1"
"1","2019","Part Time","(Married) couple without C. ","68","0.0409479486984973","0.0318260267158474","0.0500698706811473","1"
"1","2019","Part Time","Single parent ","35","0.0509739237924961","0.0352539334028991","0.0666939141820931","1"
"1","2019","Part Time","Couple + C. LE 16 ","110","0.0498623029331426","0.0405750707226882","0.059149535143597","1"
"1","2019","Part Time","Couple + C. GT 16 ","35","0.0401115032414662","0.0276600865751823","0.05256291990775","1"
"1","2019","Part Time","Couple + C. LE and GT 16","22","","","","1"
"1","2019","Not Working","1-pers.-HH","163","0.0789110504777678","0.0676351399399589","0.0901869610155768","1"
"1","2019","Part Time","1-pers.-HH","37","0.0266269304262686","0.0169169948851862","0.0363368659673511","1"
"1","2019","Full Time","Couple + C. LE 16 ","60","0.018449069437148","0.0134512663204771","0.0234468725538189","1"
"1","2019","Full Time","Couple + C. GT 16 ","37","0.0252810460542259","0.0168572585731832","0.0337048335352687","1"
"1","2019","Full Time","Couple + C. LE and GT 16","27","","","","1"
"10 Very willing to take risks","2019","Full Time","1-pers.-HH","71","0.0251860932530843","0.0177134452080281","0.0326587412981405","10"
"10 Very willing to take risks","2019","Full Time","(Married) couple without C. ","98","0.0235873476522121","0.0182758582747633","0.0288988370296609","10"
"10 Very willing to take risks","2019","Full Time","Single parent ","24","","","","10"
"10 Very willing to take risks","2019","Full Time","Couple + C. LE 16 ","86","0.0194207451636048","0.0142955573295702","0.0245459329976394","10"
"10 Very willing to take risks","2019","Full Time","Couple + C. GT 16 ","35","0.0288505389822671","0.0198681847424358","0.0378328932220985","10"
