"plh0204_h","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence","value"
"6","2004","35-65 y.","East Germany","331","0.103901188724086","0.092698716654823","0.115103660793349","6"
"6","2004","16-34 y.","West Germany","550","0.132319553190689","0.122052538786716","0.142586567594663","6"
"7","2004","16-34 y.","East Germany","235","0.157376316419289","0.138442525769078","0.176310107069501","7"
"7","2004","35-65 y.","East Germany","345","0.118714439728452","0.106839381118544","0.130589498338361","7"
"7","2004","66 and older","West Germany","145","0.0455441011814336","0.0378489432434381","0.0532392591194292","7"
"7","2004","66 and older","East Germany","40","0.0374008712158568","0.0253794527931784","0.0494222896385352","7"
"7","2004","35-65 y.","West Germany","1059","0.105981155415794","0.0997466063087074","0.11221570452288","7"
"7","2004","16-34 y.","West Germany","624","0.146813155883491","0.136089155636283","0.157537156130699","7"
"8","2004","16-34 y.","East Germany","158","0.106164031546342","0.0901474928732897","0.122180570219395","8"
"8","2004","35-65 y.","West Germany","605","0.0601033107588177","0.0552893045486771","0.0649173169689583","8"
"8","2004","66 and older","West Germany","102","0.0321936580203668","0.0256788303555438","0.0387084856851897","8"
"8","2004","66 and older","East Germany","36","0.0387788480763753","0.026546742136724","0.0510109540160266","8"
"8","2004","35-65 y.","East Germany","210","0.0741740786604295","0.0645531629609166","0.0837949943599424","8"
"8","2004","16-34 y.","West Germany","419","0.106125056391479","0.0967925219376834","0.115457590845274","8"
"9","2004","66 and older","East Germany","6","","","","9"
"9","2004","16-34 y.","West Germany","117","0.0227413197952875","0.018224166240362","0.0272584733502129","9"
"9","2004","35-65 y.","West Germany","157","0.015912306860788","0.0133777568703701","0.018446856851206","9"
"9","2004","35-65 y.","East Germany","49","0.0146680805530925","0.0102543727344108","0.0190817883717742","9"
"9","2004","66 and older","West Germany","16","","","","9"
"9","2004","16-34 y.","East Germany","36","0.0219582350783543","0.0143387000925762","0.0295777700641325","9"
"0 Not at all Willing to take risks","2005","35-65 y.","West Germany","","","","","0"
"0 Not at all Willing to take risks","2005","35-65 y.","East Germany","","","","","0"
"0 Not at all Willing to take risks","2005","66 and older","West Germany","","","","","0"
"0 Not at all Willing to take risks","2005","66 and older","East Germany","","","","","0"
"0 Not at all Willing to take risks","2005","16-34 y.","East Germany","","","","","0"
"0 Not at all Willing to take risks","2005","16-34 y.","West Germany","","","","","0"
"1","2005","66 and older","West Germany","","","","","1"
"1","2005","35-65 y.","East Germany","","","","","1"
"1","2005","16-34 y.","East Germany","","","","","1"
"1","2005","35-65 y.","West Germany","","","","","1"
"1","2005","16-34 y.","West Germany","","","","","1"
"1","2005","66 and older","East Germany","","","","","1"
"10 Very willing to take risks","2005","35-65 y.","West Germany","","","","","10"
"10 Very willing to take risks","2005","16-34 y.","East Germany","","","","","10"
"10 Very willing to take risks","2005","66 and older","East Germany","","","","","10"
"10 Very willing to take risks","2005","16-34 y.","West Germany","","","","","10"
"10 Very willing to take risks","2005","35-65 y.","East Germany","","","","","10"
"10 Very willing to take risks","2005","66 and older","West Germany","","","","","10"
"2","2005","16-34 y.","East Germany","","","","","2"
"2","2005","35-65 y.","West Germany","","","","","2"
"2","2005","35-65 y.","East Germany","","","","","2"
"2","2005","66 and older","West Germany","","","","","2"
"2","2005","66 and older","East Germany","","","","","2"
"2","2005","16-34 y.","West Germany","","","","","2"
"3","2005","35-65 y.","West Germany","","","","","3"
"3","2005","35-65 y.","East Germany","","","","","3"
"3","2005","16-34 y.","East Germany","","","","","3"
"3","2005","66 and older","West Germany","","","","","3"
"3","2005","66 and older","East Germany","","","","","3"
"3","2005","16-34 y.","West Germany","","","","","3"
"4","2005","16-34 y.","East Germany","","","","","4"
"4","2005","35-65 y.","West Germany","","","","","4"
"4","2005","35-65 y.","East Germany","","","","","4"
"4","2005","66 and older","West Germany","","","","","4"
"4","2005","66 and older","East Germany","","","","","4"
"4","2005","16-34 y.","West Germany","","","","","4"
"5","2005","35-65 y.","West Germany","","","","","5"
"5","2005","35-65 y.","East Germany","","","","","5"
"5","2005","66 and older","West Germany","","","","","5"
"5","2005","66 and older","East Germany","","","","","5"
"5","2005","16-34 y.","East Germany","","","","","5"
"5","2005","16-34 y.","West Germany","","","","","5"
"6","2005","16-34 y.","East Germany","","","","","6"
"6","2005","35-65 y.","West Germany","","","","","6"
"6","2005","16-34 y.","West Germany","","","","","6"
"6","2005","35-65 y.","East Germany","","","","","6"
"6","2005","66 and older","East Germany","","","","","6"
"6","2005","66 and older","West Germany","","","","","6"
"7","2005","66 and older","West Germany","","","","","7"
"7","2005","66 and older","East Germany","","","","","7"
"7","2005","16-34 y.","East Germany","","","","","7"
"7","2005","16-34 y.","West Germany","","","","","7"
"7","2005","35-65 y.","West Germany","","","","","7"
"7","2005","35-65 y.","East Germany","","","","","7"
"8","2005","35-65 y.","West Germany","","","","","8"
"8","2005","16-34 y.","West Germany","","","","","8"
"8","2005","16-34 y.","East Germany","","","","","8"
"8","2005","66 and older","East Germany","","","","","8"
"8","2005","35-65 y.","East Germany","","","","","8"
"8","2005","66 and older","West Germany","","","","","8"
"9","2005","66 and older","West Germany","","","","","9"
"9","2005","16-34 y.","West Germany","","","","","9"
"9","2005","16-34 y.","East Germany","","","","","9"
"9","2005","35-65 y.","West Germany","","","","","9"
"9","2005","35-65 y.","East Germany","","","","","9"
"9","2005","66 and older","East Germany","","","","","9"
"0 Not at all Willing to take risks","2006","16-34 y.","West Germany","87","0.0314127383510762","0.0258827397086668","0.0369427369934857","0"
"0 Not at all Willing to take risks","2006","16-34 y.","East Germany","17","","","","0"
"0 Not at all Willing to take risks","2006","35-65 y.","West Germany","402","0.0483712021022927","0.0440602725784813","0.0526821316261041","0"
"0 Not at all Willing to take risks","2006","35-65 y.","East Germany","81","0.0321011769057301","0.025633137404093","0.0385692164073671","0"
"0 Not at all Willing to take risks","2006","66 and older","West Germany","409","0.135819379402512","0.124169232294323","0.147469526510702","0"
"0 Not at all Willing to take risks","2006","66 and older","East Germany","82","0.0767906981222832","0.0612937579112024","0.0922876383333639","0"
"1","2006","35-65 y.","West Germany","371","0.0426279374998735","0.0385688236750775","0.0466870513246696","1"
"1","2006","66 and older","West Germany","256","0.0788469724101071","0.0696825166347745","0.0880114281854397","1"
"1","2006","35-65 y.","East Germany","72","0.0290474747817312","0.0228850675480582","0.0352098820154041","1"
"1","2006","16-34 y.","East Germany","19","","","","1"
"1","2006","16-34 y.","West Germany","63","0.0179473525812808","0.0137384358634987","0.0221562692990628","1"
"1","2006","66 and older","East Germany","74","0.0667187419491734","0.0521952261896053","0.0812422577087415","1"
"10 Very willing to take risks","2006","16-34 y.","East Germany","12","","","","10"
"10 Very willing to take risks","2006","35-65 y.","West Germany","119","0.0156894781639415","0.0131925042341879","0.018186452093695","10"
"10 Very willing to take risks","2006","66 and older","West Germany","26","","","","10"
"10 Very willing to take risks","2006","66 and older","East Germany","6","","","","10"
"10 Very willing to take risks","2006","16-34 y.","West Germany","89","0.0242664032671369","0.019388074287683","0.0291447322465907","10"
"10 Very willing to take risks","2006","35-65 y.","East Germany","42","0.0161789136162951","0.0115494577672733","0.0208083694653168","10"
"2","2006","16-34 y.","East Germany","79","0.0552883814347485","0.0428071704145797","0.0677695924549173","2"
"2","2006","35-65 y.","West Germany","844","0.0904461565913781","0.0846830989979388","0.0962092141848174","2"
"2","2006","66 and older","West Germany","401","0.126207482725107","0.11491485555727","0.137500109892943","2"
"2","2006","66 and older","East Germany","131","0.104836236180987","0.0870063520513559","0.122666120310617","2"
"2","2006","16-34 y.","West Germany","258","0.0585361720577837","0.0510937083036237","0.0659786358119437","2"
"2","2006","35-65 y.","East Germany","220","0.0771180654593653","0.0673288397787296","0.086907291140001","2"
"3","2006","35-65 y.","West Germany","1231","0.124134147488987","0.117508808179459","0.130759486798516","3"
"3","2006","35-65 y.","East Germany","335","0.122515651997843","0.110484348501563","0.134546955494123","3"
"3","2006","16-34 y.","East Germany","139","0.0966210363678975","0.0804863327612882","0.112755739974507","3"
"3","2006","66 and older","East Germany","141","0.135704206696751","0.115771355776894","0.155637057616608","3"
"3","2006","16-34 y.","West Germany","369","0.0960269016623496","0.0866862546313756","0.105367548693324","3"
"3","2006","66 and older","West Germany","433","0.124754486877482","0.113517721559675","0.135991252195289","3"
"4","2006","35-65 y.","West Germany","1021","0.108752017890858","0.102496523536054","0.115007512245662","4"
"4","2006","16-34 y.","East Germany","123","0.124123125367068","0.106116263182278","0.142129987551857","4"
"4","2006","16-34 y.","West Germany","355","0.0920460980718421","0.0828809952658066","0.101211200877878","4"
"4","2006","66 and older","West Germany","337","0.0969241244098706","0.086863467460353","0.106984781359388","4"
"4","2006","35-65 y.","East Germany","311","0.104241836305857","0.0930290480935711","0.115454624518143","4"
"4","2006","66 and older","East Germany","114","0.0982662939821787","0.0809409045930085","0.115591683371349","4"
"5","2006","66 and older","West Germany","714","0.209906563271277","0.196058134132664","0.22375499240989","5"
"5","2006","66 and older","East Germany","293","0.275557770305658","0.249553194488742","0.301562346122573","5"
"5","2006","35-65 y.","West Germany","2211","0.239176865310705","0.230605596126829","0.247748134494581","5"
"5","2006","16-34 y.","East Germany","319","0.242539272748064","0.219131437328814","0.265947108167314","5"
"5","2006","16-34 y.","West Germany","822","0.216494432938626","0.203437320031815","0.229551545845437","5"
"5","2006","35-65 y.","East Germany","780","0.273884662098512","0.257520873268917","0.290248450928106","5"
"6","2006","35-65 y.","East Germany","366","0.132384965300128","0.119948983644069","0.144820946956187","6"
"6","2006","16-34 y.","East Germany","177","0.128003833422157","0.109758200409189","0.146249466435126","6"
"6","2006","35-65 y.","West Germany","1121","0.112035057944927","0.105697549134722","0.118372566755132","6"
"6","2006","16-34 y.","West Germany","550","0.143851319835693","0.132725442413221","0.154977197258166","6"
"6","2006","66 and older","West Germany","275","0.081952104152858","0.0726246955731952","0.0912795127325207","6"
"6","2006","66 and older","East Germany","125","0.0957854547652861","0.0786566487529449","0.112914260777627","6"
"7","2006","66 and older","West Germany","283","0.0808380921555014","0.0715686774287124","0.0901075068822904","7"
"7","2006","66 and older","East Germany","91","0.0749321129488014","0.0596084582950953","0.0902557676025074","7"
"7","2006","16-34 y.","East Germany","226","0.160574802589457","0.140524549516141","0.180625055662773","7"
"7","2006","35-65 y.","West Germany","1192","0.117855816006225","0.111377099272729","0.124334532739722","7"
"7","2006","35-65 y.","East Germany","358","0.112310910458595","0.100724774507626","0.123897046409563","7"
"7","2006","16-34 y.","West Germany","603","0.156749999486476","0.145223838031233","0.16827616094172","7"
"8","2006","35-65 y.","East Germany","232","0.0795570813463081","0.0696274058323784","0.0894867568602378","8"
"8","2006","16-34 y.","West Germany","488","0.127568114969535","0.116991673179869","0.138144556759201","8"
"8","2006","35-65 y.","West Germany","802","0.0805209979227528","0.0750537448553782","0.0859882509901274","8"
"8","2006","16-34 y.","East Germany","142","0.126826702226868","0.108652902719909","0.145000501733828","8"
"8","2006","66 and older","West Germany","157","0.0469773062906246","0.0397820883459686","0.0541725242352806","8"
"8","2006","66 and older","East Germany","68","0.0578713223039197","0.0442810431235798","0.0714616014842595","8"
"9","2006","16-34 y.","West Germany","138","0.0351004667781998","0.0292660124606234","0.0409349210957761","9"
"9","2006","16-34 y.","East Germany","35","0.0319592228137682","0.022353388529067","0.0415650570984694","9"
"9","2006","35-65 y.","West Germany","201","0.0203903230780589","0.0175505588671364","0.0232300872889814","9"
"9","2006","35-65 y.","East Germany","56","0.0206592617296361","0.0154398505158715","0.0258786729434007","9"
"9","2006","66 and older","West Germany","31","0.00639412116250848","0.00368364380349235","0.00910459852152462","9"
"9","2006","66 and older","East Germany","9","","","","9"
"0 Not at all Willing to take risks","2007","35-65 y.","West Germany","","","","","0"
"0 Not at all Willing to take risks","2007","35-65 y.","East Germany","","","","","0"
"0 Not at all Willing to take risks","2007","66 and older","West Germany","","","","","0"
"0 Not at all Willing to take risks","2007","66 and older","East Germany","","","","","0"
"0 Not at all Willing to take risks","2007","16-34 y.","West Germany","","","","","0"
"0 Not at all Willing to take risks","2007","16-34 y.","East Germany","","","","","0"
"1","2007","66 and older","West Germany","","","","","1"
"1","2007","16-34 y.","East Germany","","","","","1"
"1","2007","35-65 y.","West Germany","","","","","1"
"1","2007","35-65 y.","East Germany","","","","","1"
"1","2007","16-34 y.","West Germany","","","","","1"
"1","2007","66 and older","East Germany","","","","","1"
"10 Very willing to take risks","2007","66 and older","East Germany","","","","","10"
"10 Very willing to take risks","2007","66 and older","West Germany","","","","","10"
"10 Very willing to take risks","2007","16-34 y.","East Germany","","","","","10"
"10 Very willing to take risks","2007","35-65 y.","West Germany","","","","","10"
"10 Very willing to take risks","2007","16-34 y.","West Germany","","","","","10"
"10 Very willing to take risks","2007","35-65 y.","East Germany","","","","","10"
"2","2007","66 and older","East Germany","","","","","2"
"2","2007","35-65 y.","West Germany","","","","","2"
"2","2007","35-65 y.","East Germany","","","","","2"
"2","2007","66 and older","West Germany","","","","","2"
"2","2007","16-34 y.","East Germany","","","","","2"
"2","2007","16-34 y.","West Germany","","","","","2"
"3","2007","66 and older","East Germany","","","","","3"
"3","2007","66 and older","West Germany","","","","","3"
"3","2007","16-34 y.","East Germany","","","","","3"
"3","2007","35-65 y.","West Germany","","","","","3"
"3","2007","35-65 y.","East Germany","","","","","3"
"3","2007","16-34 y.","West Germany","","","","","3"
"4","2007","35-65 y.","West Germany","","","","","4"
"4","2007","35-65 y.","East Germany","","","","","4"
"4","2007","16-34 y.","East Germany","","","","","4"
"4","2007","16-34 y.","West Germany","","","","","4"
"4","2007","66 and older","West Germany","","","","","4"
"4","2007","66 and older","East Germany","","","","","4"
"5","2007","66 and older","East Germany","","","","","5"
"5","2007","35-65 y.","West Germany","","","","","5"
"5","2007","66 and older","West Germany","","","","","5"
"5","2007","16-34 y.","East Germany","","","","","5"
"5","2007","16-34 y.","West Germany","","","","","5"
"5","2007","35-65 y.","East Germany","","","","","5"
"6","2007","35-65 y.","West Germany","","","","","6"
"6","2007","16-34 y.","East Germany","","","","","6"
"6","2007","35-65 y.","East Germany","","","","","6"
"6","2007","16-34 y.","West Germany","","","","","6"
"6","2007","66 and older","West Germany","","","","","6"
"6","2007","66 and older","East Germany","","","","","6"
"7","2007","66 and older","East Germany","","","","","7"
"7","2007","66 and older","West Germany","","","","","7"
"7","2007","16-34 y.","East Germany","","","","","7"
"7","2007","16-34 y.","West Germany","","","","","7"
"7","2007","35-65 y.","West Germany","","","","","7"
"7","2007","35-65 y.","East Germany","","","","","7"
"8","2007","16-34 y.","East Germany","","","","","8"
"8","2007","35-65 y.","West Germany","","","","","8"
"8","2007","35-65 y.","East Germany","","","","","8"
"8","2007","16-34 y.","West Germany","","","","","8"
"8","2007","66 and older","West Germany","","","","","8"
"8","2007","66 and older","East Germany","","","","","8"
"9","2007","66 and older","East Germany","","","","","9"
"9","2007","16-34 y.","West Germany","","","","","9"
"9","2007","66 and older","West Germany","","","","","9"
"9","2007","16-34 y.","East Germany","","","","","9"
"9","2007","35-65 y.","West Germany","","","","","9"
"9","2007","35-65 y.","East Germany","","","","","9"
"0 Not at all Willing to take risks","2008","16-34 y.","West Germany","73","0.0224644584076781","0.0173508182464902","0.027578098568866","0"
"0 Not at all Willing to take risks","2008","16-34 y.","East Germany","20","","","","0"
"0 Not at all Willing to take risks","2008","35-65 y.","West Germany","338","0.0463032319651404","0.0417448847660285","0.0508615791642524","0"
"0 Not at all Willing to take risks","2008","35-65 y.","East Germany","88","0.0376713750575508","0.0302241895313895","0.0451185605837121","0"
"0 Not at all Willing to take risks","2008","66 and older","West Germany","276","0.0960975538307149","0.0859067210476242","0.106288386613806","0"
"0 Not at all Willing to take risks","2008","66 and older","East Germany","78","0.0756585759416152","0.0602532756953957","0.0910638761878346","0"
"1","2008","66 and older","West Germany","335","0.105686184231605","0.0950558527471517","0.116316515716059","1"
"1","2008","16-34 y.","East Germany","28","","","","1"
"1","2008","16-34 y.","West Germany","95","0.0306860582497907","0.0247346644020938","0.0366374520974875","1"
"1","2008","35-65 y.","West Germany","400","0.0512830006899564","0.0464983344478505","0.0560676669320623","1"
"1","2008","35-65 y.","East Germany","113","0.0393806874856753","0.0317731861338097","0.0469881888375409","1"
"1","2008","66 and older","East Germany","78","0.075957088585931","0.0605239199214415","0.0913902572504206","1"
"10 Very willing to take risks","2008","16-34 y.","East Germany","14","","","","10"
"10 Very willing to take risks","2008","66 and older","West Germany","27","","","","10"
"10 Very willing to take risks","2008","66 and older","East Germany","6","","","","10"
"10 Very willing to take risks","2008","35-65 y.","West Germany","88","0.0111033370934175","0.00883034036209296","0.0133763338247421","10"
"10 Very willing to take risks","2008","16-34 y.","West Germany","71","0.0218276908506815","0.01678540469531","0.026869977006053","10"
"10 Very willing to take risks","2008","35-65 y.","East Germany","23","","","","10"
"2","2008","16-34 y.","East Germany","114","0.0798205860134191","0.0641090484408476","0.0955321235859907","2"
"2","2008","35-65 y.","West Germany","1030","0.127963539067505","0.120717393801357","0.135209684333653","2"
"2","2008","35-65 y.","East Germany","296","0.111395628980965","0.0990897388795943","0.123701519082336","2"
"2","2008","16-34 y.","West Germany","288","0.0912444347362848","0.0813077240834952","0.101181145389074","2"
"2","2008","66 and older","West Germany","460","0.150608146206876","0.138240956990856","0.162975335422897","2"
"2","2008","66 and older","East Germany","181","0.155832980427227","0.134704476012894","0.17696148484156","2"
"3","2008","66 and older","East Germany","158","0.146415079772838","0.125821058887171","0.167009100658506","3"
"3","2008","16-34 y.","West Germany","438","0.140701793011848","0.128702996775346","0.15270058924835","3"
"3","2008","16-34 y.","East Germany","158","0.124430938260566","0.105295678265841","0.14356619825529","3"
"3","2008","35-65 y.","West Germany","1290","0.150570013516052","0.142812373338465","0.158327653693639","3"
"3","2008","35-65 y.","East Germany","402","0.160872711056535","0.146501947385013","0.175243474728056","3"
"3","2008","66 and older","West Germany","473","0.142470443011793","0.130384524418863","0.154556361604722","3"
"4","2008","35-65 y.","West Germany","945","0.116418841669189","0.10946169029144","0.123375993046938","4"
"4","2008","35-65 y.","East Germany","304","0.131879663451274","0.118645283013054","0.145114043889494","4"
"4","2008","66 and older","East Germany","129","0.114541910831822","0.0959898955035488","0.133093926160096","4"
"4","2008","16-34 y.","East Germany","134","0.111969520374623","0.0936889887764254","0.130250051972821","4"
"4","2008","16-34 y.","West Germany","357","0.102552949668755","0.0920842098859954","0.113021689451515","4"
"4","2008","66 and older","West Germany","322","0.0965363562339207","0.0863247626959665","0.106747949771875","4"
"5","2008","66 and older","East Germany","223","0.192757507327266","0.169778432690313","0.215736581964219","5"
"5","2008","16-34 y.","West Germany","651","0.204967071280197","0.191037090550151","0.218897052010243","5"
"5","2008","16-34 y.","East Germany","234","0.226749763673667","0.202474808977057","0.251024718370278","5"
"5","2008","35-65 y.","West Germany","1595","0.201750510840718","0.19304542136963","0.210455600311807","5"
"5","2008","66 and older","West Germany","604","0.183297194399785","0.169918841098941","0.196675547700629","5"
"5","2008","35-65 y.","East Germany","540","0.219202440384472","0.203021019628995","0.235383861139949","5"
"6","2008","66 and older","East Germany","111","0.0874490468256143","0.0709927929325754","0.103905300718653","6"
"6","2008","16-34 y.","East Germany","142","0.121519270599639","0.10257780095093","0.140460740248347","6"
"6","2008","35-65 y.","West Germany","846","0.103024774923649","0.0964306426568604","0.109618907190438","6"
"6","2008","35-65 y.","East Germany","267","0.0925445551912144","0.08120978221087","0.103879328171559","6"
"6","2008","66 and older","West Germany","264","0.0838902731252947","0.0743046074103202","0.0934759388402691","6"
"6","2008","16-34 y.","West Germany","401","0.12669098637998","0.115212814084268","0.138169158675692","6"
"7","2008","16-34 y.","West Germany","441","0.144915668432525","0.132768416019787","0.157062920845264","7"
"7","2008","16-34 y.","East Germany","175","0.157292215539299","0.136185673187337","0.178398757891261","7"
"7","2008","66 and older","West Germany","229","0.0648575433240355","0.0563420098014288","0.0733730768466422","7"
"7","2008","66 and older","East Germany","79","0.0797251358851034","0.0639460699217319","0.0955042018484748","7"
"7","2008","35-65 y.","West Germany","888","0.100783938219238","0.0942537712896376","0.107314105148838","7"
"7","2008","35-65 y.","East Germany","258","0.110077562683287","0.0978356235618257","0.122319501804747","7"
"8","2008","66 and older","West Germany","185","0.0537968077672859","0.045995575908339","0.0615980396262328","8"
"8","2008","66 and older","East Germany","77","0.0581069306822373","0.0444786946669453","0.0717351666975292","8"
"8","2008","16-34 y.","West Germany","304","0.0809941976597585","0.0715795951190523","0.0904088002004648","8"
"8","2008","16-34 y.","East Germany","91","0.092288107341476","0.0755088838636668","0.109067330819285","8"
"8","2008","35-65 y.","West Germany","587","0.0687955957852318","0.0633052534856221","0.0742859380848414","8"
"8","2008","35-65 y.","East Germany","182","0.0703385905021731","0.0603366568999064","0.0803405241044399","8"
"9","2008","16-34 y.","West Germany","107","0.0329546913225006","0.026794446892021","0.0391149357529802","9"
"9","2008","35-65 y.","West Germany","157","0.0220032162299016","0.0188211560444924","0.0251852764153107","9"
"9","2008","16-34 y.","East Germany","33","0.0326550856934611","0.0223514364486261","0.0429587349382961","9"
"9","2008","35-65 y.","East Germany","38","0.015237424349911","0.0104462024664953","0.0200286462333268","9"
"9","2008","66 and older","West Germany","38","0.0124588106386903","0.00862342859993574","0.0162941926774449","9"
"9","2008","66 and older","East Germany","12","","","","9"
"0 Not at all Willing to take risks","2009","35-65 y.","West Germany","619","0.0896637771217165","0.0831914327656541","0.0961361214777788","0"
"0 Not at all Willing to take risks","2009","16-34 y.","West Germany","124","0.0361927007024299","0.029457532490533","0.0429278689143269","0"
"0 Not at all Willing to take risks","2009","16-34 y.","East Germany","30","0.0374399783294228","0.0258968899298526","0.048983066728993","0"
"0 Not at all Willing to take risks","2009","35-65 y.","East Germany","159","0.0689998717022174","0.058838597930525","0.0791611454739097","0"
"0 Not at all Willing to take risks","2009","66 and older","West Germany","555","0.202478167276014","0.188249504006692","0.216706830545335","0"
"0 Not at all Willing to take risks","2009","66 and older","East Germany","135","0.137669363773666","0.117463516549614","0.157875210997717","0"
"1","2009","66 and older","West Germany","372","0.133204259554438","0.121172721440998","0.145235797667878","1"
"1","2009","16-34 y.","East Germany","49","0.0384683618759487","0.0267740693555067","0.0501626543963907","1"
"1","2009","35-65 y.","West Germany","545","0.0721278559654576","0.0662671792118206","0.0779885327190947","1"
"1","2009","35-65 y.","East Germany","152","0.0587207815177704","0.0492952838723016","0.0681462791632392","1"
"1","2009","16-34 y.","West Germany","121","0.0362896884894315","0.0295458413365139","0.0430335356423491","1"
"1","2009","66 and older","East Germany","114","0.118295219385977","0.0993557983308635","0.137234640441091","1"
"10 Very willing to take risks","2009","66 and older","West Germany","8","","","","10"
"10 Very willing to take risks","2009","66 and older","East Germany","1","","","","10"
"10 Very willing to take risks","2009","16-34 y.","West Germany","18","","","","10"
"10 Very willing to take risks","2009","16-34 y.","East Germany","3","","","","10"
"10 Very willing to take risks","2009","35-65 y.","West Germany","26","","","","10"
"10 Very willing to take risks","2009","35-65 y.","East Germany","7","","","","10"
"2","2009","35-65 y.","West Germany","1145","0.147287451492448","0.139258914929157","0.155315988055738","2"
"2","2009","66 and older","East Germany","191","0.166953532537714","0.145083273633307","0.188823791442121","2"
"2","2009","16-34 y.","West Germany","274","0.0848730295589982","0.074822976019773","0.0949230830982233","2"
"2","2009","16-34 y.","East Germany","113","0.114900532361866","0.0955096586706665","0.134291406053064","2"
