"plh0204_h","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"5","2016","no degree/no degree yet","West Germany","314","0.126729912126448","0.112095283887533","0.141364540365363"
"5","2016","no degree/no degree yet","East Germany","73","0.213158763636793","0.171982072473975","0.254335454799611"
"6","2016","lower secondary degree","West Germany","535","0.103005668208157","0.0944747235530811","0.111536612863233"
"6","2016","lower secondary degree","East Germany","125","0.118567958271623","0.0986208201198866","0.138515096423359"
"6","2016","secondary school degree","West Germany","523","0.125954931244784","0.116193152878252","0.135716709611317"
"6","2016","secondary school degree","East Germany","282","0.126937295086077","0.113079868622908","0.140794721549245"
"6","2016","college entrance qualification","West Germany","803","0.146744489430767","0.13743256463876","0.156056414222773"
"6","2016","college entrance qualification","East Germany","203","0.179264668849888","0.158267874494622","0.200261463205155"
"6","2016","Other degree","West Germany","445","0.089326067417685","0.0813181341515344","0.0973340006838356"
"6","2016","Other degree","East Germany","57","0.12110908657297","0.0969230138330057","0.145295159312933"
"6","2016","no degree/no degree yet","West Germany","170","0.133821498227103","0.118844165440994","0.148798831013213"
"6","2016","no degree/no degree yet","East Germany","23","","",""
"7","2016","lower secondary degree","West Germany","580","0.109762522256865","0.100989450347829","0.1185355941659"
"7","2016","lower secondary degree","East Germany","117","0.137851141031179","0.116579606583047","0.159122675479312"
"7","2016","secondary school degree","West Germany","633","0.148800113034869","0.138329506227102","0.159270719842636"
"7","2016","secondary school degree","East Germany","347","0.152048765082415","0.137102174737425","0.166995355427404"
"7","2016","college entrance qualification","West Germany","883","0.160942999385023","0.151272458039323","0.170613540730722"
"7","2016","college entrance qualification","East Germany","199","0.14416930843591","0.124941295106762","0.163397321765057"
"7","2016","Other degree","West Germany","519","0.115887157888953","0.106900020295795","0.124874295482111"
"7","2016","Other degree","East Germany","81","0.104216894868542","0.0815662797074665","0.126867510029618"
"7","2016","no degree/no degree yet","West Germany","202","0.133638707989315","0.118670028485904","0.148607387492726"
"7","2016","no degree/no degree yet","East Germany","36","0.16734656575815","0.129814986967984","0.204878144548316"
"8","2016","lower secondary degree","West Germany","572","0.108778396323302","0.100039916417422","0.117516876229181"
"8","2016","lower secondary degree","East Germany","100","0.0963929787311748","0.0781827665200452","0.114603190942304"
"8","2016","secondary school degree","West Germany","449","0.0995298384644","0.0907220727309924","0.108337604197808"
"8","2016","secondary school degree","East Germany","237","0.113490590282916","0.10028715786787","0.126694022697963"
"8","2016","college entrance qualification","West Germany","513","0.0943297703993778","0.0866379622600425","0.102021578538713"
"8","2016","college entrance qualification","East Germany","129","0.0838669683439947","0.0686937110717345","0.0990402256162548"
"8","2016","Other degree","West Germany","504","0.0984982666897803","0.0901316964308319","0.106864836948729"
"8","2016","Other degree","East Germany","81","0.118608479785218","0.0946393753938826","0.142577584176554"
"8","2016","no degree/no degree yet","West Germany","188","0.13501831576186","0.119984555018486","0.150052076505234"
"8","2016","no degree/no degree yet","East Germany","31","0.161673402117716","0.124658022811022","0.19868878142441"
"9","2016","lower secondary degree","West Germany","152","0.0239815045080969","0.0196877328025444","0.0282752762136495"
"9","2016","lower secondary degree","East Germany","26","","",""
"9","2016","secondary school degree","West Germany","140","0.0292447009346299","0.0242875411330563","0.0342018607362035"
"9","2016","secondary school degree","East Germany","45","0.021127605003514","0.0151413747222655","0.0271138352847626"
"9","2016","college entrance qualification","West Germany","144","0.0268805044223566","0.0226243164330925","0.0311366924116206"
"9","2016","college entrance qualification","East Germany","30","0.0194341261827294","0.0118775515705927","0.0269907007948661"
"9","2016","Other degree","West Germany","183","0.0467852698079425","0.0408560189241517","0.0527145206917333"
"9","2016","Other degree","East Germany","30","0.0404894776075969","0.0258776190094275","0.0551013362057662"
"9","2016","no degree/no degree yet","West Germany","59","0.0275242378223754","0.0203270161465934","0.0347214594981574"
"9","2016","no degree/no degree yet","East Germany","15","","",""
"10 Very willing to take risks","2016","lower secondary degree","West Germany","131","0.0206487061137855","0.016657654121056","0.0246397581065149"
"10 Very willing to take risks","2016","lower secondary degree","East Germany","22","","",""
"10 Very willing to take risks","2016","secondary school degree","West Germany","88","0.0175922875289883","0.013724510043928","0.0214600650140486"
"10 Very willing to take risks","2016","secondary school degree","East Germany","31","0.0118106569443431","0.00731366245898637","0.0163076514296998"
"10 Very willing to take risks","2016","college entrance qualification","West Germany","55","0.00787574125259597","0.00554953744501372","0.0102019450601782"
"10 Very willing to take risks","2016","college entrance qualification","East Germany","8","","",""
"10 Very willing to take risks","2016","Other degree","West Germany","310","0.0275235790797022","0.0229300985581426","0.0321170596012619"
"10 Very willing to take risks","2016","Other degree","East Germany","53","0.028069946329927","0.015825256175778","0.0403146364840761"
"10 Very willing to take risks","2016","no degree/no degree yet","West Germany","168","0.0421342356371066","0.0332965668577576","0.0509719044164556"
"10 Very willing to take risks","2016","no degree/no degree yet","East Germany","40","0.0197998332010938","0.00579285526374649","0.0338068111384411"
"0 Not at all Willing to take risks","2017","lower secondary degree","West Germany","269","0.0560805725942904","0.04976486728844","0.0623962779001407"
"0 Not at all Willing to take risks","2017","lower secondary degree","East Germany","46","0.0601396962800317","0.045613474437527","0.0746659181225364"
"0 Not at all Willing to take risks","2017","secondary school degree","West Germany","159","0.0316915967373957","0.0268753395336746","0.0365078539411167"
"0 Not at all Willing to take risks","2017","secondary school degree","East Germany","69","0.0261780564088529","0.0199687983370774","0.0323873144806283"
"0 Not at all Willing to take risks","2017","college entrance qualification","West Germany","119","0.0155834392323722","0.0125715000767933","0.0185953783879511"
"0 Not at all Willing to take risks","2017","college entrance qualification","East Germany","28","","",""
"0 Not at all Willing to take risks","2017","Other degree","West Germany","904","0.0754972902514587","0.068361062868754","0.0826335176341635"
"0 Not at all Willing to take risks","2017","Other degree","East Germany","116","0.072128071015517","0.0528810051425406","0.0913751368884933"
"0 Not at all Willing to take risks","2017","no degree/no degree yet","West Germany","642","0.0793150340350823","0.0689834076240381","0.0896466604461265"
"0 Not at all Willing to take risks","2017","no degree/no degree yet","East Germany","85","0.116965589390569","0.0857045837431104","0.148226595038029"
"1","2017","lower secondary degree","West Germany","275","0.0617809422985958","0.0551720668890956","0.068389817708096"
"1","2017","lower secondary degree","East Germany","50","0.0574550203720278","0.0432364661859642","0.0716735745580914"
"1","2017","secondary school degree","West Germany","226","0.0437787912647458","0.0381535412442425","0.0494040412852492"
"1","2017","secondary school degree","East Germany","124","0.0448653855529233","0.0368149527925131","0.0529158183133335"
"1","2017","college entrance qualification","West Germany","209","0.0324224783431526","0.0281153176731197","0.0367296390131856"
"1","2017","college entrance qualification","East Germany","59","0.0416393419174332","0.0314030574830523","0.0518756263518141"
"1","2017","Other degree","West Germany","290","0.0767501866245078","0.0695598663126087","0.0839405069364069"
"1","2017","Other degree","East Germany","34","0.088267220946326","0.0671614185886548","0.109373023303997"
"1","2017","no degree/no degree yet","West Germany","131","0.0652258393314758","0.0557852610398108","0.0746664176231407"
"1","2017","no degree/no degree yet","East Germany","13","","",""
"2","2017","lower secondary degree","West Germany","588","0.123860103890238","0.114817351816747","0.132902855963729"
"2","2017","lower secondary degree","East Germany","116","0.122364611480587","0.102341784949533","0.14238743801164"
"2","2017","secondary school degree","West Germany","585","0.11016891783582","0.101560683355103","0.118777152316537"
"2","2017","secondary school degree","East Germany","294","0.111463526812713","0.0992248278424431","0.123702225782983"
"2","2017","college entrance qualification","West Germany","719","0.10946095001343","0.101868513424765","0.117053386602095"
"2","2017","college entrance qualification","East Germany","129","0.0903776054826712","0.0756854026522973","0.105069808313045"
"2","2017","Other degree","West Germany","508","0.127440037831339","0.118432636991878","0.136447438670799"
"2","2017","Other degree","East Germany","61","0.0902845696479208","0.0689625714402233","0.111606567855618"
"2","2017","no degree/no degree yet","West Germany","193","0.0955799456957691","0.084338973020244","0.106820918371294"
"2","2017","no degree/no degree yet","East Germany","35","0.0475391825558796","0.0268408915594982","0.068237473552261"
"3","2017","lower secondary degree","West Germany","640","0.132521436778988","0.123214203076272","0.141828670481703"
"3","2017","lower secondary degree","East Germany","121","0.126160489628834","0.105873485144554","0.146447494113114"
"3","2017","secondary school degree","West Germany","711","0.141859170567403","0.132266517194935","0.151451823939871"
"3","2017","secondary school degree","East Germany","327","0.135887582062242","0.122561384686017","0.149213779438467"
"3","2017","college entrance qualification","West Germany","986","0.152569838471579","0.143825813590148","0.16131386335301"
"3","2017","college entrance qualification","East Germany","222","0.173408819632506","0.154008588569809","0.192809050695202"
"3","2017","Other degree","West Germany","404","0.114679211627048","0.106072414154739","0.123286009099357"
"3","2017","Other degree","East Germany","52","0.0959509132954604","0.0740385652153195","0.117863261375601"
"3","2017","no degree/no degree yet","West Germany","183","0.116781102471632","0.104502303974106","0.129059900969157"
"3","2017","no degree/no degree yet","East Germany","34","0.0522357371924206","0.0305926552994153","0.073878819085426"
"4","2017","lower secondary degree","West Germany","471","0.0969082146692402","0.0887874968882144","0.105028932450266"
"4","2017","lower secondary degree","East Germany","98","0.0739987748039254","0.0580047248214855","0.0899928247863653"
"4","2017","secondary school degree","West Germany","475","0.0908397535977279","0.0829386282221815","0.0987408789732744"
"4","2017","secondary school degree","East Germany","250","0.0981407811690726","0.0865709942007581","0.109710568137387"
"4","2017","college entrance qualification","West Germany","660","0.101747356587601","0.0943956883131349","0.109099024862068"
"4","2017","college entrance qualification","East Germany","147","0.0947023047171617","0.0796984824998393","0.109706126934484"
"4","2017","Other degree","West Germany","305","0.0697289769280271","0.0628494227279891","0.0766085311280652"
"4","2017","Other degree","East Germany","45","0.0815430915976947","0.0611824558268819","0.101903727368508"
"4","2017","no degree/no degree yet","West Germany","153","0.0932206359204821","0.0821047967319007","0.104336475109064"
"4","2017","no degree/no degree yet","East Germany","23","","",""
"5","2017","lower secondary degree","West Germany","971","0.195211928921006","0.184331597683659","0.206092260158353"
"5","2017","lower secondary degree","East Germany","240","0.243137974671255","0.216927483542144","0.269348465800365"
"5","2017","secondary school degree","West Germany","965","0.189496671669652","0.178721878180676","0.200271465158627"
"5","2017","secondary school degree","East Germany","529","0.205937506396411","0.190211215700638","0.221663797092184"
"5","2017","college entrance qualification","West Germany","1153","0.175459517726466","0.166209990394781","0.184709045058151"
"5","2017","college entrance qualification","East Germany","305","0.211007552645699","0.190099607542787","0.23191549774861"
"5","2017","Other degree","West Germany","935","0.171353687775749","0.161175270952808","0.181532104598691"
"5","2017","Other degree","East Germany","118","0.197341313993814","0.167731013244905","0.226951614742724"
"5","2017","no degree/no degree yet","West Germany","409","0.164810532087665","0.150625824224202","0.178995239951127"
"5","2017","no degree/no degree yet","East Germany","67","0.169090830152188","0.132630392423659","0.205551267880716"
"6","2017","lower secondary degree","West Germany","537","0.0978477307211946","0.0896919887474642","0.106003472694925"
"6","2017","lower secondary degree","East Germany","108","0.11021785470222","0.0910837465755253","0.129351962828915"
"6","2017","secondary school degree","West Germany","583","0.116487044286774","0.107666892993927","0.125307195579621"
"6","2017","secondary school degree","East Germany","304","0.121795879803577","0.109077105337252","0.134514654269903"
"6","2017","college entrance qualification","West Germany","935","0.143639633239898","0.135110782649846","0.15216848382995"
"6","2017","college entrance qualification","East Germany","206","0.124216955087979","0.107315868213908","0.141118041962049"
"6","2017","Other degree","West Germany","451","0.0927232030297696","0.0848886717632248","0.100557734296314"
"6","2017","Other degree","East Germany","59","0.0702427068158501","0.0512295700549519","0.0892558435767483"
"6","2017","no degree/no degree yet","West Germany","187","0.0818827067854985","0.07139982738029","0.092365586190707"
"6","2017","no degree/no degree yet","East Germany","30","0.0808461966607001","0.0543301383503419","0.107362254971058"
"7","2017","lower secondary degree","West Germany","599","0.107628181039365","0.0991210308686973","0.116135331210033"
"7","2017","lower secondary degree","East Germany","114","0.103957484821998","0.0853094705192278","0.122605499124768"
"7","2017","secondary school degree","West Germany","683","0.140314718830515","0.130765845739192","0.149863591921839"
"7","2017","secondary school degree","East Germany","319","0.127301869566762","0.114339612013774","0.140264127119749"
"7","2017","college entrance qualification","West Germany","938","0.152189865592008","0.143454778257423","0.160924952926594"
"7","2017","college entrance qualification","East Germany","193","0.115944695933709","0.0995391348575157","0.132350257009903"
"7","2017","Other degree","West Germany","560","0.11168816832301","0.103180016894794","0.120196319751227"
"7","2017","Other degree","East Germany","68","0.100034523874016","0.0777113349215204","0.122357712826513"
"7","2017","no degree/no degree yet","West Germany","239","0.119565671411359","0.107160946211957","0.131970396610762"
"7","2017","no degree/no degree yet","East Germany","25","","",""
"8","2017","lower secondary degree","West Germany","471","0.0881686478369295","0.0803853701345126","0.0959519255393464"
"8","2017","lower secondary degree","East Germany","79","0.0561769100944458","0.0421078648418544","0.0702459553470371"
"8","2017","secondary school degree","West Germany","462","0.0912277865402535","0.0833114937358891","0.0991440793446178"
"8","2017","secondary school degree","East Germany","235","0.09528404897496","0.0838658539057425","0.106702244044177"
"8","2017","college entrance qualification","West Germany","577","0.0864552566249414","0.0796210879020378","0.0932894253478449"
"8","2017","college entrance qualification","East Germany","135","0.0945211535437605","0.0795301885855808","0.10951211850194"
"8","2017","Other degree","West Germany","453","0.0997332863381247","0.0916394472761602","0.107827125400089"
"8","2017","Other degree","East Germany","68","0.101278702102674","0.078832651573306","0.123724752632042"
"8","2017","no degree/no degree yet","West Germany","192","0.103017633424693","0.091395572500345","0.114639694349042"
"8","2017","no degree/no degree yet","East Germany","39","0.187988848921848","0.149984603393654","0.225993094450042"
"9","2017","lower secondary degree","West Germany","160","0.0219609692101876","0.0179379507973776","0.0259839876229975"
"9","2017","lower secondary degree","East Germany","34","0.0235588835308397","0.0142918489098908","0.0328259181517886"
"9","2017","secondary school degree","West Germany","149","0.0311790641299995","0.0264006470301254","0.0359574812298735"
"9","2017","secondary school degree","East Germany","51","0.0172891357864099","0.0122200370097059","0.0223582345631138"
"9","2017","college entrance qualification","West Germany","138","0.021432212633567","0.0179104989456511","0.0249539263214828"
"9","2017","college entrance qualification","East Germany","27","","",""
"9","2017","Other degree","West Germany","164","0.0317049045937482","0.0269721281075473","0.036437681079949"
"9","2017","Other degree","East Germany","22","","",""
"9","2017","no degree/no degree yet","West Germany","78","0.032214957252363","0.0254641821010193","0.0389657324037067"
"9","2017","no degree/no degree yet","East Germany","16","","",""
"10 Very willing to take risks","2017","lower secondary degree","West Germany","117","0.018031272039965","0.0143786041488029","0.0216839399311272"
"10 Very willing to take risks","2017","lower secondary degree","East Germany","23","","",""
"10 Very willing to take risks","2017","secondary school degree","West Germany","84","0.0129564845397132","0.00984732862536939","0.016065640454057"
"10 Very willing to take risks","2017","secondary school degree","East Germany","38","0.0158562274660761","0.0109981946880452","0.0207142602441071"
"10 Very willing to take risks","2017","college entrance qualification","West Germany","62","0.00903945153498407","0.00673788091161941","0.0113410221583487"
"10 Very willing to take risks","2017","college entrance qualification","East Germany","12","","",""
"10 Very willing to take risks","2017","Other degree","West Germany","291","0.0287010466772178","0.0241910706735698","0.0332110226808657"
"10 Very willing to take risks","2017","Other degree","East Germany","51","0.0630313013515152","0.0449508597344188","0.0811117429686116"
"10 Very willing to take risks","2017","no degree/no degree yet","West Germany","221","0.0483859415839802","0.0401819457031546","0.0565899374648058"
"10 Very willing to take risks","2017","no degree/no degree yet","East Germany","39","0.0484476653049421","0.0275625036840354","0.0693328269258489"
"0 Not at all Willing to take risks","2018","lower secondary degree","West Germany","356","0.079054417781182","0.0714188156849751","0.0866900198773889"
"0 Not at all Willing to take risks","2018","lower secondary degree","East Germany","75","0.0821098523561599","0.06497412185324","0.0992455828590799"
"0 Not at all Willing to take risks","2018","secondary school degree","West Germany","241","0.0538117330505941","0.0474249663252053","0.0601984997759829"
"0 Not at all Willing to take risks","2018","secondary school degree","East Germany","103","0.0392146270378718","0.031578301428287","0.0468509526474566"
"0 Not at all Willing to take risks","2018","college entrance qualification","West Germany","143","0.017934219538055","0.0146506005671366","0.0212178385089734"
"0 Not at all Willing to take risks","2018","college entrance qualification","East Germany","33","0.0222098665744309","0.0145504781713256","0.0298692549775361"
"0 Not at all Willing to take risks","2018","Other degree","West Germany","946","0.0928264745975199","0.0843289937143255","0.101323955480714"
"0 Not at all Willing to take risks","2018","Other degree","East Germany","91","0.0724583803671311","0.052035651082017","0.0928811096522451"
"0 Not at all Willing to take risks","2018","no degree/no degree yet","West Germany","679","0.161298177741514","0.145611908757882","0.176984446725146"
"0 Not at all Willing to take risks","2018","no degree/no degree yet","East Germany","59","0.104771689554131","0.072408020811278","0.137135358296983"
"1","2018","lower secondary degree","West Germany","347","0.0780704708628365","0.0704784831960523","0.0856624585296207"
"1","2018","lower secondary degree","East Germany","76","0.0770176728600017","0.0603758259621589","0.0936595197578446"
"1","2018","secondary school degree","West Germany","305","0.0675208251600207","0.0604186361407556","0.0746230141792859"
"1","2018","secondary school degree","East Germany","151","0.0611190877277099","0.0516949659589716","0.0705432094964482"
"1","2018","college entrance qualification","West Germany","293","0.0420247670398876","0.0370603183790528","0.0469892157007223"
"1","2018","college entrance qualification","East Germany","61","0.0536564910784017","0.0419444164588179","0.0653685656979856"
"1","2018","Other degree","West Germany","340","0.0765061716322805","0.0687226825971364","0.0842896606674246"
"1","2018","Other degree","East Germany","53","0.0683264671026148","0.0484504606802827","0.088202473524947"
"1","2018","no degree/no degree yet","West Germany","154","0.0760376481779795","0.0647333758923634","0.0873419204635956"
"1","2018","no degree/no degree yet","East Germany","29","","",""
"2","2018","lower secondary degree","West Germany","669","0.144128179817349","0.134189194558789","0.154067165075909"
"2","2018","lower secondary degree","East Germany","149","0.159056041830703","0.136228021732843","0.181884061928563"
"2","2018","secondary school degree","West Germany","657","0.128325806047509","0.118859340032339","0.13779227206268"
"2","2018","secondary school degree","East Germany","336","0.132615000225307","0.119272123263546","0.145957877187068"
"2","2018","college entrance qualification","West Germany","817","0.122994108950219","0.114867962657813","0.131120255242625"
"2","2018","college entrance qualification","East Germany","159","0.0998377162801378","0.0842563327356962","0.115419099824579"
"2","2018","Other degree","West Germany","470","0.150838988769947","0.140358997692187","0.161318979847707"
"2","2018","Other degree","East Germany","59","0.0885443966208855","0.0661648611587459","0.110923932083025"
"2","2018","no degree/no degree yet","West Germany","154","0.0678369842669023","0.0571124032464921","0.0785615652873125"
"2","2018","no degree/no degree yet","East Germany","37","0.102082048323276","0.0700885386370353","0.134075558009517"
"3","2018","lower secondary degree","West Germany","645","0.140004655736135","0.130185310696785","0.149824000775486"
"3","2018","lower secondary degree","East Germany","141","0.143464208730975","0.121583863262068","0.165344554199883"
"3","2018","secondary school degree","West Germany","692","0.135355350834429","0.125672341984113","0.145038359684745"
"3","2018","secondary school degree","East Germany","379","0.160892473461342","0.146437281116408","0.175347665806275"
"3","2018","college entrance qualification","West Germany","1095","0.180876060683738","0.171352341513765","0.190399779853712"
"3","2018","college entrance qualification","East Germany","250","0.187641411927752","0.167348866495737","0.207933957359766"
"3","2018","Other degree","West Germany","354","0.0914594102290338","0.0830183801169859","0.0999004403410818"
"3","2018","Other degree","East Germany","62","0.0741297985029881","0.0534914838354235","0.0947681131705527"
"3","2018","no degree/no degree yet","West Germany","133","0.0926765844295064","0.0803095034831639","0.105043665375849"
"3","2018","no degree/no degree yet","East Germany","35","0.0906931656974975","0.0603464722158907","0.121039859179104"
"4","2018","lower secondary degree","West Germany","384","0.083509644796217","0.0756808393688468","0.0913384502235872"
"4","2018","lower secondary degree","East Germany","81","0.0776687854997891","0.0609626367496588","0.0943749342499194"
"4","2018","secondary school degree","West Germany","472","0.0960258495677049","0.087686621138386","0.104365077997024"
"4","2018","secondary school degree","East Germany","241","0.0876576509227229","0.0765321126085508","0.098783189236895"
"4","2018","college entrance qualification","West Germany","702","0.115681277820698","0.107767621702733","0.123594933938663"
"4","2018","college entrance qualification","East Germany","159","0.110364535052688","0.094078359734023","0.126650710371352"
"4","2018","Other degree","West Germany","233","0.0758404972018212","0.0680881514015419","0.0835928430021004"
"4","2018","Other degree","East Germany","40","0.106754463871006","0.0824278749860128","0.131081052755999"
"4","2018","no degree/no degree yet","West Germany","117","0.0789098523643524","0.0674119711399304","0.0904077335887744"
"4","2018","no degree/no degree yet","East Germany","11","","",""
"5","2018","lower secondary degree","West Germany","914","0.192445639923552","0.181289777418747","0.203601502428357"
"5","2018","lower secondary degree","East Germany","189","0.190294272774197","0.165793143714866","0.214795401833528"
"5","2018","secondary school degree","West Germany","914","0.189815291784614","0.17871558760098","0.200914995968248"
"5","2018","secondary school degree","East Germany","514","0.224752029960248","0.208330283873192","0.241173776047304"
"5","2018","college entrance qualification","West Germany","1021","0.169551813151643","0.160267522759924","0.178836103543363"
"5","2018","college entrance qualification","East Germany","287","0.199501564468325","0.178730837860209","0.220272291076441"
"5","2018","Other degree","West Germany","751","0.172650482436203","0.161583289245285","0.183717675627121"
"5","2018","Other degree","East Germany","107","0.180809260473875","0.150490906540522","0.211127614407229"
"5","2018","no degree/no degree yet","West Germany","312","0.150481405915121","0.135232840097169","0.165729971733073"
"5","2018","no degree/no degree yet","East Germany","56","0.223722207104962","0.179683759781831","0.267760654428092"
"6","2018","lower secondary degree","West Germany","401","0.0824164370565436","0.0746344059538746","0.0901984681592127"
"6","2018","lower secondary degree","East Germany","80","0.0887510950091177","0.0710004146624643","0.106501775355771"
"6","2018","secondary school degree","West Germany","415","0.0896932708135687","0.0816055231547017","0.0977810184724356"
"6","2018","secondary school degree","East Germany","235","0.0979479277083377","0.0862539938602005","0.109641861556475"
"6","2018","college entrance qualification","West Germany","733","0.126350009382248","0.118129521310692","0.134570497453803"
"6","2018","college entrance qualification","East Germany","171","0.118751802611415","0.101937939046538","0.135565666176291"
"6","2018","Other degree","West Germany","338","0.0969541083647788","0.088289536603317","0.105618680126241"
"6","2018","Other degree","East Germany","47","0.107550824651434","0.0831445561288938","0.131957093173974"
"6","2018","no degree/no degree yet","West Germany","122","0.0918015825208477","0.0794870880402642","0.104116077001431"
"6","2018","no degree/no degree yet","East Germany","32","0.0943904427064914","0.0634943627879525","0.12528652262503"
"7","2018","lower secondary degree","West Germany","453","0.0869331142540845","0.0789603825982247","0.0949058459099442"
"7","2018","lower secondary degree","East Germany","67","0.059045501687135","0.0443329719574236","0.0737580314168464"
"7","2018","secondary school degree","West Germany","512","0.108371254051587","0.0995728710039806","0.117169637099194"
"7","2018","secondary school degree","East Germany","265","0.0894844715976131","0.0782548604028628","0.100714082792364"
"7","2018","college entrance qualification","West Germany","776","0.115722338356393","0.107807461662673","0.123637215050112"
"7","2018","college entrance qualification","East Germany","162","0.0982242428383385","0.0827554324663643","0.113693053210313"
"7","2018","Other degree","West Germany","405","0.0996609552012839","0.0908894394225256","0.108432470980042"
"7","2018","Other degree","East Germany","57","0.159456362019024","0.130615792983363","0.188296931054684"
"7","2018","no degree/no degree yet","West Germany","141","0.106755507878696","0.093585638939655","0.119925376817736"
"7","2018","no degree/no degree yet","East Germany","26","","",""
"8","2018","lower secondary degree","West Germany","417","0.0771714823079048","0.0696196531534411","0.0847233114623686"
"8","2018","lower secondary degree","East Germany","75","0.0858907181166236","0.0684010402761722","0.103380395957075"
"8","2018","secondary school degree","West Germany","404","0.091374429604602","0.0832187791869617","0.0995300800222423"
"8","2018","secondary school degree","East Germany","190","0.0803917194697301","0.0696949090733584","0.0910885298661017"
"8","2018","college entrance qualification","West Germany","507","0.0832480814902305","0.0764128338043529","0.090083329176108"
"8","2018","college entrance qualification","East Germany","107","0.0823761381926221","0.0680861669052762","0.096666109479968"
"8","2018","Other degree","West Germany","341","0.0849674789787985","0.076802525489779","0.0931324324678181"
"8","2018","Other degree","East Germany","39","0.0614716312306293","0.0425497706723587","0.0803934917889"
"8","2018","no degree/no degree yet","West Germany","140","0.105766936356057","0.0926509348382525","0.118882937873862"
"8","2018","no degree/no degree yet","East Germany","28","","",""
"9","2018","lower secondary degree","West Germany","119","0.0216172721156007","0.0175018151465581","0.0257327290846434"
"9","2018","lower secondary degree","East Germany","21","","",""
"9","2018","secondary school degree","West Germany","117","0.0289183721307638","0.0241752033905349","0.0336615408709927"
"9","2018","secondary school degree","East Germany","38","0.0147777657123248","0.010030771599809","0.0195247598248407"
"9","2018","college entrance qualification","West Germany","128","0.0165191324966557","0.0133654512030357","0.0196728137902758"
"9","2018","college entrance qualification","East Germany","26","","",""
"9","2018","Other degree","West Germany","123","0.0267471773399878","0.0220226224544686","0.0314717322255071"
"9","2018","Other degree","East Germany","32","0.0389824619061426","0.0237348069790914","0.0542301168331938"
"9","2018","no degree/no degree yet","West Germany","44","0.0363763316942936","0.0283915267043493","0.0443611366842379"
"9","2018","no degree/no degree yet","East Germany","8","","",""
"10 Very willing to take risks","2018","lower secondary degree","West Germany","92","0.0146486853485948","0.0112488482603262","0.0180485224368634"
"10 Very willing to take risks","2018","lower secondary degree","East Germany","32","0.0201374597106253","0.0113695805974219","0.0289053388238288"
"10 Very willing to take risks","2018","secondary school degree","West Germany","66","0.0107878169546063","0.00786389822043017","0.0137117356887824"
"10 Very willing to take risks","2018","secondary school degree","East Germany","30","0.0111472461767929","0.00701680147503425","0.0152776908785515"
"10 Very willing to take risks","2018","college entrance qualification","West Germany","60","0.00909819109023194","0.00674891497327365","0.0114474672071902"
"10 Very willing to take risks","2018","college entrance qualification","East Germany","7","","",""
"10 Very willing to take risks","2018","Other degree","West Germany","179","0.0315482552483452","0.0264298372494155","0.0366666732472749"
"10 Very willing to take risks","2018","Other degree","East Germany","32","0.0415159532542696","0.0258013754321102","0.0572305310764291"
"10 Very willing to take risks","2018","no degree/no degree yet","West Germany","116","0.0320589886547306","0.0245462118172065","0.0395717654922547"
"10 Very willing to take risks","2018","no degree/no degree yet","East Germany","23","","",""
"0 Not at all Willing to take risks","2019","lower secondary degree","West Germany","227","0.0521659673091646","0.045679936678984","0.0586519979393451"
"0 Not at all Willing to take risks","2019","lower secondary degree","East Germany","40","0.0725107570857684","0.0552086755757901","0.0898128385957466"
"0 Not at all Willing to take risks","2019","secondary school degree","West Germany","138","0.0320427566629756","0.0271366327326453","0.0369488805933058"
"0 Not at all Willing to take risks","2019","secondary school degree","East Germany","53","0.0209091102144797","0.0153038349230268","0.0265143855059326"
"0 Not at all Willing to take risks","2019","college entrance qualification","West Germany","100","0.0160005814112789","0.0130420623605213","0.0189591004620365"
"0 Not at all Willing to take risks","2019","college entrance qualification","East Germany","19","","",""
"0 Not at all Willing to take risks","2019","Other degree","West Germany","564","0.0826968704675465","0.0740539385734989","0.0913398023615942"
"0 Not at all Willing to take risks","2019","Other degree","East Germany","58","0.0305288224915321","0.0156125565148554","0.0454450884682088"
"0 Not at all Willing to take risks","2019","no degree/no degree yet","West Germany","451","0.0979422903862812","0.0846814292970008","0.111203151475562"
"0 Not at all Willing to take risks","2019","no degree/no degree yet","East Germany","38","0.137736711563025","0.0971528834844366","0.178320539641613"
"1","2019","lower secondary degree","West Germany","208","0.0514433221204958","0.0449999181553796","0.057886726085612"
"1","2019","lower secondary degree","East Germany","47","0.0548823388406341","0.0396872956819756","0.0700773819992927"
"1","2019","secondary school degree","West Germany","174","0.0336435904412084","0.0286205655987521","0.0386666152836647"
"1","2019","secondary school degree","East Germany","83","0.0431126868929144","0.0351556639644491","0.0510697098213797"
"1","2019","college entrance qualification","West Germany","191","0.0272138862749981","0.0233775821270509","0.0310501904229453"
"1","2019","college entrance qualification","East Germany","42","0.0300561143745261","0.0217647257562732","0.0383475029927789"
"1","2019","Other degree","West Germany","266","0.0660820448697502","0.0582863251742665","0.0738777645652339"
"1","2019","Other degree","East Germany","37","0.0817641773628011","0.0580069205380778","0.105521434187524"
"1","2019","no degree/no degree yet","West Germany","143","0.0502055729324469","0.0404633018733339","0.0599478439915599"
"1","2019","no degree/no degree yet","East Germany","23","","",""
"2","2019","lower secondary degree","West Germany","389","0.0985844649130473","0.0898891367955822","0.107279793030512"
"2","2019","lower secondary degree","East Germany","105","0.141597062433334","0.118336757034703","0.164857367831965"
