"plh0204_h","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence"
"3","2018","35-65 y.","Urban Area","1487","0.151432674688903","0.144660088412942","0.158205260964865"
"3","2018","35-65 y.","Rural Area","830","0.154871090462392","0.145570841239998","0.164171339684786"
"3","2018","66 and older","Urban Area","474","0.138921623409682","0.126958785872358","0.150884460947005"
"3","2018","66 and older","Rural Area","294","0.139845676609963","0.124138724742785","0.155552628477141"
"4","2018","16-34 y.","Urban Area","455","0.10330403386682","0.0954645033074732","0.111143564426167"
"4","2018","16-34 y.","Rural Area","238","0.121988675169328","0.109149544564536","0.134827805774121"
"4","2018","35-65 y.","Urban Area","902","0.0927801370871769","0.0872988143074668","0.0982614598668869"
"4","2018","35-65 y.","Rural Area","542","0.090766742215384","0.0833817683957388","0.0981517160350291"
"4","2018","66 and older","Urban Area","265","0.0830543744335371","0.0735092633830679","0.0925994854840062"
"4","2018","66 and older","Rural Area","168","0.0919415221334081","0.0788559729005939","0.105027071366222"
"5","2018","16-34 y.","Urban Area","906","0.152815185273102","0.143547289380517","0.162083081165687"
"5","2018","16-34 y.","Rural Area","458","0.178184636437573","0.16317230803917","0.193196964835977"
"5","2018","35-65 y.","Urban Area","1913","0.18454091517296","0.17721184263746","0.191869987708459"
"5","2018","35-65 y.","Rural Area","1064","0.193605206476507","0.183447859150166","0.203762553802848"
"5","2018","66 and older","Urban Area","610","0.196932571656876","0.183177504339116","0.210687638974636"
"5","2018","66 and older","Rural Area","360","0.194881352199865","0.176942515048873","0.212820189350856"
"6","2018","16-34 y.","Urban Area","597","0.122511808903019","0.11406644387289","0.130957173933147"
"6","2018","16-34 y.","Rural Area","242","0.112624348603337","0.10022223513128","0.125026462075394"
"6","2018","35-65 y.","Urban Area","933","0.101046510207852","0.0953523344498371","0.106740685965868"
"6","2018","35-65 y.","Rural Area","506","0.0990736938150327","0.0913935077572037","0.106753879872862"
"6","2018","66 and older","Urban Area","278","0.0773047895534984","0.0680671657375108","0.086542413369486"
"6","2018","66 and older","Rural Area","168","0.0965688638911282","0.0831922777557176","0.109945450026539"
"7","2018","16-34 y.","Urban Area","701","0.132777000732071","0.124036513759831","0.141517487704311"
"7","2018","16-34 y.","Rural Area","276","0.128425928740443","0.115300777726467","0.14155107975442"
"7","2018","35-65 y.","Urban Area","1082","0.107135602895858","0.101292261520997","0.112978944270718"
"7","2018","35-65 y.","Rural Area","580","0.0969061192890132","0.0893012810556162","0.10451095752241"
"7","2018","66 and older","Urban Area","281","0.0832647175821069","0.0737086234722079","0.092820811692006"
"7","2018","66 and older","Rural Area","143","0.0604754750224775","0.0496804685485944","0.0712704814963606"
"8","2018","16-34 y.","Urban Area","590","0.121665769007309","0.113245559137131","0.130085978877487"
"8","2018","16-34 y.","Rural Area","263","0.113266410803531","0.100833496226239","0.125699325380823"
"8","2018","35-65 y.","Urban Area","793","0.0769790296377237","0.0719429383098177","0.0820151209656297"
"8","2018","35-65 y.","Rural Area","424","0.0817327606207483","0.0746902005711617","0.0887753206703349"
"8","2018","66 and older","Urban Area","208","0.0649882110155312","0.0564620452381888","0.0735143767928737"
"8","2018","66 and older","Rural Area","126","0.0707045748917489","0.0590959745511071","0.0823131752323908"
"9","2018","16-34 y.","Urban Area","224","0.0433129246748806","0.0380696511071774","0.0485561982425837"
"9","2018","16-34 y.","Rural Area","92","0.03711001041357","0.0296941819680255","0.0445258388591144"
"9","2018","35-65 y.","Urban Area","216","0.0199750819544801","0.0173316724866498","0.0226184914223103"
"9","2018","35-65 y.","Rural Area","138","0.0224054522798492","0.0186008946022538","0.0262100099574446"
"9","2018","66 and older","Urban Area","36","0.0122944632363586","0.0084829584568181","0.0161059680158992"
"9","2018","66 and older","Rural Area","17","","",""
"10 Very willing to take risks","2018","16-34 y.","Urban Area","256","0.0254858026386636","0.0214264941937745","0.0295451110835527"
"10 Very willing to take risks","2018","16-34 y.","Rural Area","97","0.0181702995663268","0.0129303763033967","0.0234102228292569"
"10 Very willing to take risks","2018","35-65 y.","Urban Area","215","0.0168460970668512","0.0144146657822393","0.0192775283514631"
"10 Very willing to take risks","2018","35-65 y.","Rural Area","96","0.0122173840855972","0.00939336431693329","0.0150414038542611"
"10 Very willing to take risks","2018","66 and older","Urban Area","21","","",""
"10 Very willing to take risks","2018","66 and older","Rural Area","11","","",""
"0 Not at all Willing to take risks","2019","16-34 y.","Urban Area","370","0.0226009836698481","0.0183671520333209","0.0268348153063754"
"0 Not at all Willing to take risks","2019","16-34 y.","Rural Area","132","0.0184254748864036","0.012727609448989","0.0241233403238182"
"0 Not at all Willing to take risks","2019","35-65 y.","Urban Area","667","0.0410393907478127","0.0371988975976286","0.0448798838979968"
"0 Not at all Willing to take risks","2019","35-65 y.","Rural Area","296","0.025998697055097","0.0219229885312888","0.0300744055789051"
"0 Not at all Willing to take risks","2019","66 and older","Urban Area","181","0.0679498533466147","0.0590650938710366","0.0768346128221927"
"0 Not at all Willing to take risks","2019","66 and older","Rural Area","92","0.0613841318283877","0.0506052774170754","0.0721629862397"
"1","2019","16-34 y.","Urban Area","171","0.0185597763701874","0.0147151666433739","0.0224043860970008"
"1","2019","16-34 y.","Rural Area","83","0.023711755154157","0.0172654318154592","0.0301580784928549"
"1","2019","35-65 y.","Urban Area","494","0.0411659921511585","0.0373198337500752","0.0450121505522418"
"1","2019","35-65 y.","Rural Area","229","0.0418426274935682","0.0367143035127156","0.0469709514744209"
"1","2019","66 and older","Urban Area","176","0.0650952607785881","0.0563858226144941","0.073804698942682"
"1","2019","66 and older","Rural Area","93","0.0553042344142449","0.0450400185330919","0.0655684502953979"
"2","2019","16-34 y.","Urban Area","300","0.0677107796948832","0.0605536612759927","0.0748678981137737"
"2","2019","16-34 y.","Rural Area","166","0.0780837756191531","0.0667162135101319","0.0894513377281743"
"2","2019","35-65 y.","Urban Area","854","0.0869740461515331","0.0815186969282191","0.092429395374847"
"2","2019","35-65 y.","Rural Area","579","0.104570156401053","0.0967328429213578","0.112407469880748"
"2","2019","66 and older","Urban Area","282","0.109544736697938","0.0985183407287477","0.120571132667129"
"2","2019","66 and older","Rural Area","231","0.130223272011335","0.115110337711587","0.145336206311084"
"3","2019","16-34 y.","Urban Area","444","0.107305508335145","0.0984890045186061","0.116122012151683"
"3","2019","16-34 y.","Rural Area","190","0.101061492664154","0.0882912529156569","0.11383173241265"
"3","2019","35-65 y.","Urban Area","1190","0.134519628011496","0.12791409908552","0.141125156937472"
"3","2019","35-65 y.","Rural Area","672","0.127177552911408","0.118644277896467","0.13571082792635"
"3","2019","66 and older","Urban Area","353","0.123744329681957","0.112118877658614","0.1353697817053"
"3","2019","66 and older","Rural Area","246","0.130471676975811","0.115346495656171","0.145596858295452"
"4","2019","16-34 y.","Urban Area","386","0.0871909268567938","0.0791545631159227","0.0952272905976649"
"4","2019","16-34 y.","Rural Area","210","0.108124870120166","0.094967895692074","0.121281844548257"
"4","2019","35-65 y.","Urban Area","926","0.100629627960759","0.0948056680063389","0.106453587915179"
"4","2019","35-65 y.","Rural Area","478","0.0864289266613455","0.0792319799542075","0.0936258733684835"
"4","2019","66 and older","Urban Area","275","0.0861992151215914","0.0762906859365391","0.0961077443066437"
"4","2019","66 and older","Rural Area","182","0.101521440338518","0.0879591403830851","0.115083740293951"
"5","2019","16-34 y.","Urban Area","714","0.160405511364978","0.149951610031217","0.17085941269874"
"5","2019","16-34 y.","Rural Area","351","0.172722471899127","0.156706944659592","0.188737999138661"
"5","2019","35-65 y.","Urban Area","1752","0.179651566251864","0.172219649455715","0.187083483048013"
"5","2019","35-65 y.","Rural Area","1063","0.195843951937915","0.185679761220668","0.206008142655162"
"5","2019","66 and older","Urban Area","663","0.20561478445082","0.191346409295038","0.219883159606602"
"5","2019","66 and older","Rural Area","353","0.18422662011301","0.166818111850668","0.201635128375351"
"6","2019","16-34 y.","Urban Area","535","0.139199451173134","0.129338836380352","0.149060065965916"
"6","2019","16-34 y.","Rural Area","260","0.151573655692412","0.136380074900839","0.166767236483985"
"6","2019","35-65 y.","Urban Area","1206","0.129176637309871","0.122683670517332","0.135669604102411"
"6","2019","35-65 y.","Rural Area","682","0.125421068869317","0.116938403963457","0.133903733775176"
"6","2019","66 and older","Urban Area","329","0.0974330980153355","0.0869636271798844","0.107902568850787"
"6","2019","66 and older","Rural Area","210","0.105027726252999","0.0912601537159683","0.118795298790029"
"7","2019","16-34 y.","Urban Area","694","0.158926017668497","0.148511274509574","0.169340760827421"
"7","2019","16-34 y.","Rural Area","286","0.151674459951014","0.136476730669715","0.166872189232314"
"7","2019","35-65 y.","Urban Area","1385","0.138124861751206","0.131445357000265","0.144804366502147"
"7","2019","35-65 y.","Rural Area","806","0.139102856823349","0.130239643238443","0.147966070408255"
"7","2019","66 and older","Urban Area","372","0.128623817936173","0.116804421093557","0.140443214778788"
"7","2019","66 and older","Rural Area","233","0.112511604573143","0.0983216631809302","0.126701545965356"
"8","2019","16-34 y.","Urban Area","583","0.136993205795851","0.127198518258689","0.146787893333013"
"8","2019","16-34 y.","Rural Area","238","0.115394730324165","0.101858150341007","0.128931310307323"
"8","2019","35-65 y.","Urban Area","1081","0.0994976460183316","0.0937028922368533","0.10529239979981"
"8","2019","35-65 y.","Rural Area","665","0.103158926422305","0.0953685452281231","0.110949307616487"
"8","2019","66 and older","Urban Area","312","0.084368632554123","0.0745560661218558","0.0941811989863902"
"8","2019","66 and older","Rural Area","188","0.0813997535538772","0.0691204022383934","0.093679104869361"
"9","2019","16-34 y.","Urban Area","300","0.0578358720073637","0.0511862663561585","0.064485477658569"
"9","2019","16-34 y.","Rural Area","135","0.0478617988442936","0.038817275002053","0.0569063226865341"
"9","2019","35-65 y.","Urban Area","409","0.030042118478973","0.0267374501846932","0.0333467867732529"
"9","2019","35-65 y.","Rural Area","236","0.0307784925150294","0.0263548222182626","0.0352021628117961"
"9","2019","66 and older","Urban Area","93","0.0240474885379888","0.0186389369055894","0.0294560401703882"
"9","2019","66 and older","Rural Area","40","0.0206006109935208","0.0142220815286631","0.0269791404583784"
"10 Very willing to take risks","2019","16-34 y.","Urban Area","237","0.0432719670633181","0.0374759249434695","0.0490680091831667"
"10 Very willing to take risks","2019","16-34 y.","Rural Area","89","0.0313655148449554","0.0239805679275188","0.038750461762392"
"10 Very willing to take risks","2019","35-65 y.","Urban Area","286","0.0191784851669945","0.0165233398161263","0.0218336305178626"
"10 Very willing to take risks","2019","35-65 y.","Rural Area","150","0.0196767429096129","0.0161195385524577","0.0232339472667682"
"10 Very willing to take risks","2019","66 and older","Urban Area","46","0.00737878287887089","0.00435732936756727","0.0104002363901745"
"10 Very willing to take risks","2019","66 and older","Rural Area","37","0.0173289289451533","0.0114690243277308","0.0231888335625759"
