"plh0204_h","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"8","2012","1-pers.-HH","East Germany","80","0.0912190241639249","0.0730058852923","0.10943216303555"
"8","2012","(Married) couple without C. ","West Germany","426","0.0744125198468118","0.0678011036783093","0.0810239360153143"
"8","2012","(Married) couple without C. ","East Germany","138","0.0668669496839926","0.0562313947615973","0.0775025046063879"
"8","2012","Single parent ","West Germany","217","0.121658251077388","0.107894995241351","0.135421506913424"
"8","2012","Single parent ","East Germany","65","0.124431294420789","0.0982163241496182","0.15064626469196"
"8","2012","Couple + C. LE 16 ","West Germany","566","0.0902776302538514","0.0829607763635084","0.0975944841441944"
"8","2012","Couple + C. LE 16 ","East Germany","138","0.0953857707938834","0.0801662219671081","0.110605319620659"
"8","2012","Couple + C. GT 16 ","West Germany","228","0.115651760444644","0.102949342736629","0.12835417815266"
"8","2012","Couple + C. GT 16 ","East Germany","61","0.08985597790553","0.0682341701078737","0.111477785703186"
"8","2012","Couple + C. LE and GT 16","West Germany","200","0.122164029509102","0.106882136261541","0.137445922756664"
"8","2012","Couple + C. LE and GT 16","East Germany","27","","",""
"9","2012","1-pers.-HH","West Germany","62","0.017483715782931","0.0126142845684723","0.0223531469973898"
"9","2012","1-pers.-HH","East Germany","18","","",""
"9","2012","(Married) couple without C. ","West Germany","85","0.0154668060292461","0.0123581100236629","0.0185755020348292"
"9","2012","(Married) couple without C. ","East Germany","25","","",""
"9","2012","Single parent ","West Germany","58","0.036110068132542","0.0282550623106092","0.0439650739544747"
"9","2012","Single parent ","East Germany","13","","",""
"9","2012","Couple + C. LE 16 ","West Germany","161","0.0278602998268457","0.0236584831250333","0.0320621165286582"
"9","2012","Couple + C. LE 16 ","East Germany","43","0.0228811743274067","0.0151340394077186","0.0306283092470947"
"9","2012","Couple + C. GT 16 ","West Germany","73","0.0330440611829964","0.0259442195825146","0.0401439027834782"
"9","2012","Couple + C. GT 16 ","East Germany","11","","",""
"9","2012","Couple + C. LE and GT 16","West Germany","67","0.0388475339134533","0.0298302307671625","0.047864837059744"
"9","2012","Couple + C. LE and GT 16","East Germany","18","","",""
"10 Very willing to take risks","2012","1-pers.-HH","West Germany","53","0.0167245577607994","0.0119601776221234","0.0214889378994754"
"10 Very willing to take risks","2012","1-pers.-HH","East Germany","12","","",""
"10 Very willing to take risks","2012","(Married) couple without C. ","West Germany","57","0.00845569383207597","0.00614898147963025","0.0107624061845217"
"10 Very willing to take risks","2012","(Married) couple without C. ","East Germany","14","","",""
"10 Very willing to take risks","2012","Single parent ","West Germany","49","0.0269936158245975","0.020170118719979","0.0338171129292159"
"10 Very willing to take risks","2012","Single parent ","East Germany","12","","",""
"10 Very willing to take risks","2012","Couple + C. LE 16 ","West Germany","96","0.0157777172282533","0.0125960954464741","0.0189593390100326"
"10 Very willing to take risks","2012","Couple + C. LE 16 ","East Germany","33","0.0220151949996621","0.0144127095780595","0.0296176804212648"
"10 Very willing to take risks","2012","Couple + C. GT 16 ","West Germany","27","","",""
"10 Very willing to take risks","2012","Couple + C. GT 16 ","East Germany","8","","",""
"10 Very willing to take risks","2012","Couple + C. LE and GT 16","West Germany","43","0.0264324091084156","0.0189464021151953","0.0339184161016358"
"10 Very willing to take risks","2012","Couple + C. LE and GT 16","East Germany","7","","",""
"0 Not at all Willing to take risks","2013","1-pers.-HH","West Germany","212","0.0792275807554267","0.0694344324007688","0.0890207291100846"
"0 Not at all Willing to take risks","2013","1-pers.-HH","East Germany","37","0.0419371409524708","0.0288197252691529","0.0550545566357888"
"0 Not at all Willing to take risks","2013","(Married) couple without C. ","West Germany","386","0.0600011824491056","0.0541654574673369","0.0658369074308742"
"0 Not at all Willing to take risks","2013","(Married) couple without C. ","East Germany","93","0.0479567893323986","0.0388004763170417","0.0571131023477556"
"0 Not at all Willing to take risks","2013","Single parent ","West Germany","85","0.0718451776939674","0.0569720318817016","0.0867183235062332"
"0 Not at all Willing to take risks","2013","Single parent ","East Germany","8","","",""
"0 Not at all Willing to take risks","2013","Couple + C. LE 16 ","West Germany","264","0.0544781242556865","0.0472043611370896","0.0617518873742834"
"0 Not at all Willing to take risks","2013","Couple + C. LE 16 ","East Germany","26","","",""
"0 Not at all Willing to take risks","2013","Couple + C. GT 16 ","West Germany","145","0.0503028622356019","0.0420432270791439","0.05856249739206"
"0 Not at all Willing to take risks","2013","Couple + C. GT 16 ","East Germany","18","","",""
"0 Not at all Willing to take risks","2013","Couple + C. LE and GT 16","West Germany","80","0.0548414108340678","0.0424414629778729","0.0672413586902627"
"0 Not at all Willing to take risks","2013","Couple + C. LE and GT 16","East Germany","13","","",""
"1","2013","1-pers.-HH","West Germany","202","0.0678990942441189","0.0587774854851002","0.0770207030031375"
"1","2013","1-pers.-HH","East Germany","59","0.0605137392742912","0.0449101654156923","0.0761173131328902"
"1","2013","(Married) couple without C. ","West Germany","401","0.0599689475476663","0.0541346903293976","0.065803204765935"
"1","2013","(Married) couple without C. ","East Germany","130","0.0537654807346739","0.0441001123514511","0.0634308491178968"
"1","2013","Single parent ","West Germany","61","0.0579279186920634","0.0444730383283229","0.0713827990558039"
"1","2013","Single parent ","East Germany","15","","",""
"1","2013","Couple + C. LE 16 ","West Germany","244","0.0617710166756659","0.0540556053002794","0.0694864280510524"
"1","2013","Couple + C. LE 16 ","East Germany","35","0.0310328375147995","0.018214381958214","0.0438512930713849"
"1","2013","Couple + C. GT 16 ","West Germany","164","0.0511647801575285","0.0428384638414004","0.0594910964736566"
"1","2013","Couple + C. GT 16 ","East Germany","22","","",""
"1","2013","Couple + C. LE and GT 16","West Germany","76","0.0571468849974346","0.0445044273269381","0.069789342667931"
"1","2013","Couple + C. LE and GT 16","East Germany","8","","",""
"2","2013","1-pers.-HH","West Germany","347","0.119393882644916","0.107637062565535","0.131150702724296"
"2","2013","1-pers.-HH","East Germany","83","0.0779877719175441","0.0604395359203276","0.0955360079147606"
"2","2013","(Married) couple without C. ","West Germany","812","0.127799545957006","0.119595575868308","0.136003516045704"
"2","2013","(Married) couple without C. ","East Germany","278","0.132830754977743","0.11828726939059","0.147374240564896"
"2","2013","Single parent ","West Germany","110","0.104595033074322","0.0869688169192408","0.122221249229403"
"2","2013","Single parent ","East Germany","31","0.130593687972935","0.0914737507898057","0.169713625156065"
"2","2013","Couple + C. LE 16 ","West Germany","472","0.124795540086105","0.114203817840602","0.135387262331609"
"2","2013","Couple + C. LE 16 ","East Germany","80","0.140078378820139","0.11442258739379","0.165734170246488"
"2","2013","Couple + C. GT 16 ","West Germany","315","0.100009694469354","0.0886723349978388","0.111347053940869"
"2","2013","Couple + C. GT 16 ","East Germany","55","0.0970545078176234","0.0724701359621677","0.121638879673079"
"2","2013","Couple + C. LE and GT 16","West Germany","165","0.11058149647334","0.0935007235777037","0.127662269368976"
"2","2013","Couple + C. LE and GT 16","East Germany","17","","",""
"3","2013","1-pers.-HH","West Germany","397","0.134019151452328","0.121666916012911","0.146371386891744"
"3","2013","1-pers.-HH","East Germany","128","0.143580047655374","0.120632181699215","0.166527913611533"
"3","2013","(Married) couple without C. ","West Germany","848","0.134494279098762","0.126110532642602","0.142878025554923"
"3","2013","(Married) couple without C. ","East Germany","298","0.14295122174282","0.12795216470246","0.157950278783179"
"3","2013","Single parent ","West Germany","133","0.120110471878636","0.10138648524462","0.138834458512652"
"3","2013","Single parent ","East Germany","27","","",""
"3","2013","Couple + C. LE 16 ","West Germany","534","0.156429231025638","0.144787112771279","0.168071349279996"
"3","2013","Couple + C. LE 16 ","East Germany","96","0.133873500738394","0.108702041009025","0.159044960467764"
"3","2013","Couple + C. GT 16 ","West Germany","370","0.140201016905978","0.127080649506629","0.153321384305328"
"3","2013","Couple + C. GT 16 ","East Germany","90","0.131636164280711","0.103558629939735","0.159713698621686"
"3","2013","Couple + C. LE and GT 16","West Germany","139","0.130435698420195","0.112093039438883","0.148778357401506"
"3","2013","Couple + C. LE and GT 16","East Germany","28","","",""
"4","2013","1-pers.-HH","West Germany","232","0.0814790081385484","0.0715598367320106","0.0913981795450862"
"4","2013","1-pers.-HH","East Germany","90","0.105408685907015","0.0853130197346487","0.125504352079382"
"4","2013","(Married) couple without C. ","West Germany","606","0.102643224081765","0.0951856259911299","0.110100822172401"
"4","2013","(Married) couple without C. ","East Germany","200","0.0928955566019575","0.0804563303041123","0.105334782899803"
"4","2013","Single parent ","West Germany","83","0.0738131888723507","0.0587537048671033","0.0888726728775982"
"4","2013","Single parent ","East Germany","28","","",""
"4","2013","Couple + C. LE 16 ","West Germany","303","0.0918048437987967","0.0825507333494678","0.101058954248126"
"4","2013","Couple + C. LE 16 ","East Germany","73","0.070347245982967","0.0514432176914683","0.0892512742744656"
"4","2013","Couple + C. GT 16 ","West Germany","229","0.0889083923765135","0.0781530472023578","0.0996637375506693"
"4","2013","Couple + C. GT 16 ","East Germany","52","0.085455380581251","0.0622390997084524","0.10867166145405"
"4","2013","Couple + C. LE and GT 16","West Germany","92","0.0551804652044284","0.0427444765375831","0.0676164538712736"
"4","2013","Couple + C. LE and GT 16","East Germany","12","","",""
"5","2013","1-pers.-HH","West Germany","565","0.194534281846709","0.180181714654912","0.208886849038507"
"5","2013","1-pers.-HH","East Germany","195","0.220191765022072","0.193074473222815","0.24730905682133"
"5","2013","(Married) couple without C. ","West Germany","1229","0.195529797327191","0.185784104585653","0.20527549006873"
"5","2013","(Married) couple without C. ","East Germany","399","0.197203033865362","0.180152934739723","0.214253132991002"
"5","2013","Single parent ","West Germany","230","0.173273947617828","0.15147471237315","0.195073182862507"
"5","2013","Single parent ","East Germany","56","0.203460287013959","0.15672238604405","0.250198187983868"
"5","2013","Couple + C. LE 16 ","West Germany","729","0.19004272349006","0.177468853416966","0.202616593563153"
"5","2013","Couple + C. LE 16 ","East Germany","152","0.20599680708776","0.176100895712297","0.235892718463224"
"5","2013","Couple + C. GT 16 ","West Germany","480","0.178702387068367","0.164225092595445","0.193179681541288"
"5","2013","Couple + C. GT 16 ","East Germany","129","0.245829906360451","0.210071965267069","0.281587847453833"
"5","2013","Couple + C. LE and GT 16","West Germany","204","0.157476883965492","0.1376382152232","0.177315552707783"
"5","2013","Couple + C. LE and GT 16","East Germany","31","0.189230915661909","0.132009779866322","0.246452051457495"
"6","2013","1-pers.-HH","West Germany","284","0.101692126725708","0.0907332951278746","0.112650958323542"
"6","2013","1-pers.-HH","East Germany","88","0.0975194797532054","0.0781054149182236","0.116933544588187"
"6","2013","(Married) couple without C. ","West Germany","635","0.0968801137236104","0.0896116725264998","0.104148554920721"
"6","2013","(Married) couple without C. ","East Germany","229","0.105554721953042","0.0923878390944561","0.118721604811628"
"6","2013","Single parent ","West Germany","122","0.122258963428747","0.103391332709434","0.141126594148061"
"6","2013","Single parent ","East Germany","38","0.12244021904673","0.08438396255414","0.16049647553932"
"6","2013","Couple + C. LE 16 ","West Germany","324","0.0918495496285406","0.0825934140599309","0.10110568519715"
"6","2013","Couple + C. LE 16 ","East Germany","69","0.105419104810425","0.0827183707974126","0.128119838823438"
"6","2013","Couple + C. GT 16 ","West Germany","282","0.118859875472377","0.10663028045659","0.131089470488164"
"6","2013","Couple + C. GT 16 ","East Germany","69","0.16248648805805","0.131850983977539","0.19312199213856"
"6","2013","Couple + C. LE and GT 16","West Germany","128","0.0884403912862341","0.0729760626241073","0.103904719948361"
"6","2013","Couple + C. LE and GT 16","East Germany","21","","",""
"7","2013","1-pers.-HH","West Germany","308","0.102752600733291","0.0917432805925154","0.113761920874066"
"7","2013","1-pers.-HH","East Germany","110","0.118197698820614","0.0970704963616972","0.139324901279531"
"7","2013","(Married) couple without C. ","West Germany","703","0.109466051202216","0.101793916403948","0.117138186000484"
"7","2013","(Married) couple without C. ","East Germany","239","0.121720400344362","0.107709522888436","0.135731277800289"
"7","2013","Single parent ","West Germany","148","0.124603686109381","0.105581448020368","0.143625924198393"
"7","2013","Single parent ","East Germany","45","0.145256193158284","0.104347936558325","0.186164449758244"
"7","2013","Couple + C. LE 16 ","West Germany","401","0.113733774240633","0.103558664186012","0.123908884295253"
"7","2013","Couple + C. LE 16 ","East Germany","97","0.157805700886191","0.130856994578174","0.184754407194207"
"7","2013","Couple + C. GT 16 ","West Germany","324","0.133218216080906","0.120376926322891","0.146059505838922"
"7","2013","Couple + C. GT 16 ","East Germany","60","0.108074566169455","0.082290790259372","0.133858342079539"
"7","2013","Couple + C. LE and GT 16","West Germany","177","0.16998939136017","0.149531261175102","0.190447521545238"
"7","2013","Couple + C. LE and GT 16","East Germany","25","","",""
"8","2013","1-pers.-HH","West Germany","246","0.077669660097859","0.0679650758417984","0.0873742443539197"
"8","2013","1-pers.-HH","East Germany","75","0.0907824663633752","0.0719812148465013","0.109583717880249"
"8","2013","(Married) couple without C. ","West Germany","501","0.0761365844871594","0.0696195226982179","0.0826536462761009"
"8","2013","(Married) couple without C. ","East Germany","168","0.0758169805693858","0.0644739399955739","0.0871600211431976"
"8","2013","Single parent ","West Germany","109","0.0976753027488568","0.0805764246337851","0.114774180863928"
"8","2013","Single parent ","East Germany","24","","",""
"8","2013","Couple + C. LE 16 ","West Germany","305","0.0769212352782779","0.0683812957585925","0.0854611747979634"
"8","2013","Couple + C. LE 16 ","East Germany","55","0.0796347734131841","0.059622247664185","0.0996472991621833"
"8","2013","Couple + C. GT 16 ","West Germany","254","0.0855621392740058","0.0749917771024017","0.0961325014456099"
"8","2013","Couple + C. GT 16 ","East Germany","44","0.0761634679262171","0.0541346387789764","0.0981922970734578"
"8","2013","Couple + C. LE and GT 16","West Germany","136","0.112251004804567","0.0950579352492275","0.129444074359906"
"8","2013","Couple + C. LE and GT 16","East Germany","17","","",""
"9","2013","1-pers.-HH","West Germany","73","0.0246388312983063","0.0190179971894544","0.0302596654071582"
"9","2013","1-pers.-HH","East Germany","18","","",""
"9","2013","(Married) couple without C. ","West Germany","146","0.0236601334876294","0.0199253935534823","0.0273948734217765"
"9","2013","(Married) couple without C. ","East Germany","40","0.0219729135763546","0.0156910787048028","0.0282547484479065"
"9","2013","Single parent ","West Germany","41","0.0303326595383844","0.0204548547129471","0.0402104643638216"
"9","2013","Single parent ","East Germany","8","","",""
"9","2013","Couple + C. LE 16 ","West Germany","89","0.0239666928165978","0.0190649709622675","0.0288684146709281"
"9","2013","Couple + C. LE 16 ","East Germany","10","","",""
"9","2013","Couple + C. GT 16 ","West Germany","86","0.0400838543718335","0.032671207062158","0.047496501681509"
"9","2013","Couple + C. GT 16 ","East Germany","15","","",""
"9","2013","Couple + C. LE and GT 16","West Germany","58","0.0414528606484305","0.0305961766352211","0.0523095446616398"
"9","2013","Couple + C. LE and GT 16","East Germany","6","","",""
"10 Very willing to take risks","2013","1-pers.-HH","West Germany","56","0.0166937820627892","0.0120483111226333","0.0213392530029451"
"10 Very willing to take risks","2013","1-pers.-HH","East Germany","14","","",""
"10 Very willing to take risks","2013","(Married) couple without C. ","West Germany","95","0.0134201406378878","0.0105926842503707","0.0162475970254048"
"10 Very willing to take risks","2013","(Married) couple without C. ","East Germany","18","","",""
"10 Very willing to take risks","2013","Single parent ","West Germany","36","0.0235636503454631","0.0148271587103869","0.0323001419805393"
"10 Very willing to take risks","2013","Single parent ","East Germany","5","","",""
"10 Very willing to take risks","2013","Couple + C. LE 16 ","West Germany","75","0.0142072687039991","0.0104144647687778","0.0180000726392205"
"10 Very willing to take risks","2013","Couple + C. LE 16 ","East Germany","10","","",""
"10 Very willing to take risks","2013","Couple + C. GT 16 ","West Germany","41","0.0129867815875347","0.00870835382426556","0.0172652093508038"
"10 Very willing to take risks","2013","Couple + C. GT 16 ","East Germany","3","","",""
"10 Very willing to take risks","2013","Couple + C. LE and GT 16","West Germany","40","0.0222035120056422","0.0141784521520544","0.03022857185923"
"10 Very willing to take risks","2013","Couple + C. LE and GT 16","East Germany","2","","",""
"0 Not at all Willing to take risks","2014","1-pers.-HH","West Germany","202","0.0707637746154464","0.0611552079916176","0.0803723412392753"
"0 Not at all Willing to take risks","2014","1-pers.-HH","East Germany","43","0.0330567463852821","0.02136986081088","0.0447436319596842"
"0 Not at all Willing to take risks","2014","(Married) couple without C. ","West Germany","383","0.0651878921435225","0.0589038422131326","0.0714719420739124"
"0 Not at all Willing to take risks","2014","(Married) couple without C. ","East Germany","92","0.0417804746769366","0.0330828914210425","0.0504780579328307"
"0 Not at all Willing to take risks","2014","Single parent ","West Germany","91","0.0559101346410466","0.0457415330696944","0.0660787362123988"
"0 Not at all Willing to take risks","2014","Single parent ","East Germany","18","","",""
"0 Not at all Willing to take risks","2014","Couple + C. LE 16 ","West Germany","266","0.0398586898166063","0.0347432107602061","0.0449741688730066"
"0 Not at all Willing to take risks","2014","Couple + C. LE 16 ","East Germany","35","0.0197785710806207","0.0119493329147464","0.027607809246495"
"0 Not at all Willing to take risks","2014","Couple + C. GT 16 ","West Germany","202","0.0668785449505974","0.0571424192612747","0.0766146706399202"
"0 Not at all Willing to take risks","2014","Couple + C. GT 16 ","East Germany","17","","",""
"0 Not at all Willing to take risks","2014","Couple + C. LE and GT 16","West Germany","80","0.0345998191521394","0.0264162842125766","0.0427833540917021"
"0 Not at all Willing to take risks","2014","Couple + C. LE and GT 16","East Germany","8","","",""
"1","2014","1-pers.-HH","West Germany","169","0.059066599093127","0.0502329433547249","0.0679002548315292"
"1","2014","1-pers.-HH","East Germany","47","0.0462470476924969","0.0325183861103206","0.0599757092746731"
"1","2014","(Married) couple without C. ","West Germany","282","0.0450083635750975","0.0397307159621002","0.0502860111880947"
"1","2014","(Married) couple without C. ","East Germany","81","0.0454469766491558","0.0363931551261698","0.0545007981721417"
"1","2014","Single parent ","West Germany","95","0.0530116938634489","0.0430949877493562","0.0629283999775415"
"1","2014","Single parent ","East Germany","18","","",""
"1","2014","Couple + C. LE 16 ","West Germany","252","0.0434208931207593","0.0380916314472457","0.0487501547942728"
"1","2014","Couple + C. LE 16 ","East Germany","43","0.0412746721541511","0.030089340427232","0.0524600038810701"
"1","2014","Couple + C. GT 16 ","West Germany","104","0.0461489736277776","0.0379719552219692","0.054325992033586"
"1","2014","Couple + C. GT 16 ","East Germany","18","","",""
"1","2014","Couple + C. LE and GT 16","West Germany","74","0.0404896130258435","0.0316639571053111","0.0493152689463759"
"1","2014","Couple + C. LE and GT 16","East Germany","12","","",""
"2","2014","1-pers.-HH","West Germany","267","0.102394105504683","0.091034313734045","0.113753897275322"
"2","2014","1-pers.-HH","East Germany","85","0.0917527941994905","0.0728824453084762","0.110623143090505"
"2","2014","(Married) couple without C. ","West Germany","585","0.0994414217403177","0.0918235502911755","0.10705929318946"
"2","2014","(Married) couple without C. ","East Germany","214","0.0861217180826214","0.0739267709313918","0.0983166652338509"
"2","2014","Single parent ","West Germany","184","0.0776378923179807","0.0657939334873447","0.0894818511486166"
"2","2014","Single parent ","East Germany","42","0.0813515131371399","0.05694632996829","0.10575669630599"
"2","2014","Couple + C. LE 16 ","West Germany","572","0.102557343365042","0.0946242245477389","0.110490462182346"
"2","2014","Couple + C. LE 16 ","East Germany","118","0.0898014402358468","0.073725748301927","0.105877132169767"
"2","2014","Couple + C. GT 16 ","West Germany","233","0.089852913674358","0.0787075164816752","0.100998310867041"
"2","2014","Couple + C. GT 16 ","East Germany","48","0.0734488033495069","0.0512603054139563","0.0956373012850575"
"2","2014","Couple + C. LE and GT 16","West Germany","195","0.0886379269978023","0.0759115258204937","0.101364328175111"
"2","2014","Couple + C. LE and GT 16","East Germany","21","","",""
"3","2014","1-pers.-HH","West Germany","301","0.110207599221555","0.0984737592329867","0.121941439210123"
"3","2014","1-pers.-HH","East Germany","111","0.126029690894918","0.104335022308202","0.147724359481635"
"3","2014","(Married) couple without C. ","West Germany","751","0.129421226315771","0.120876448276971","0.137966004354571"
"3","2014","(Married) couple without C. ","East Germany","253","0.119338798239579","0.105246732401217","0.133430864077941"
"3","2014","Single parent ","West Germany","216","0.107802753736987","0.094076416623937","0.121529090850037"
"3","2014","Single parent ","East Germany","52","0.0915571445404489","0.0658105675021298","0.117303721578768"
"3","2014","Couple + C. LE 16 ","West Germany","730","0.135916055483091","0.126954764647457","0.144877346318725"
"3","2014","Couple + C. LE 16 ","East Germany","144","0.138423313914787","0.119004998886632","0.157841628942942"
"3","2014","Couple + C. GT 16 ","West Germany","264","0.096612140654245","0.0850981292913259","0.108126152017164"
"3","2014","Couple + C. GT 16 ","East Germany","63","0.120019654515506","0.0923780338493504","0.147661275181662"
"3","2014","Couple + C. LE and GT 16","West Germany","229","0.124214115651676","0.109445670138276","0.138982561165076"
"3","2014","Couple + C. LE and GT 16","East Germany","28","","",""
"4","2014","1-pers.-HH","West Germany","249","0.0893308300973279","0.0786434551436858","0.10001820505097"
"4","2014","1-pers.-HH","East Germany","71","0.0895962921801653","0.0709268959637408","0.10826568839659"
"4","2014","(Married) couple without C. ","West Germany","577","0.100479323546893","0.0928262141722641","0.108132432921521"
"4","2014","(Married) couple without C. ","East Germany","209","0.110315163203281","0.096697107633758","0.123933218772804"
"4","2014","Single parent ","West Germany","175","0.0776468640656443","0.0658022785236074","0.0894914496076812"
"4","2014","Single parent ","East Germany","41","0.0882872012589672","0.0629591094046929","0.113615293113241"
"4","2014","Couple + C. LE 16 ","West Germany","485","0.0924891131949133","0.0849133140274876","0.100064912362339"
"4","2014","Couple + C. LE 16 ","East Germany","104","0.086561817669667","0.0707506946961448","0.102372940643189"
"4","2014","Couple + C. GT 16 ","West Germany","244","0.102431796761151","0.0906143187934983","0.114249274728804"
"4","2014","Couple + C. GT 16 ","East Germany","52","0.067192704703272","0.0458986748304534","0.0884867345760906"
"4","2014","Couple + C. LE and GT 16","West Germany","149","0.0703069134266995","0.0588591892879084","0.0817546375654906"
"4","2014","Couple + C. LE and GT 16","East Germany","35","0.0870083847130696","0.0555318669563081","0.118484902469831"
"5","2014","1-pers.-HH","West Germany","580","0.213005420537869","0.197663799782977","0.22834704129276"
"5","2014","1-pers.-HH","East Germany","215","0.236975701127169","0.209179250876131","0.264772151378207"
"5","2014","(Married) couple without C. ","West Germany","1197","0.194870712484881","0.184787472759781","0.204953952209982"
"5","2014","(Married) couple without C. ","East Germany","464","0.23380867248459","0.215410345813519","0.252206999155662"
"5","2014","Single parent ","West Germany","423","0.211251393750745","0.193184712264029","0.229318075237461"
"5","2014","Single parent ","East Germany","110","0.2157599146632","0.179037225959326","0.252482603367074"
"5","2014","Couple + C. LE 16 ","West Germany","1055","0.190216834708193","0.17995402985678","0.200479639559605"
"5","2014","Couple + C. LE 16 ","East Germany","261","0.224550093842593","0.201086558671688","0.248013629013497"
"5","2014","Couple + C. GT 16 ","West Germany","463","0.186175823710531","0.171005298657966","0.201346348763097"
"5","2014","Couple + C. GT 16 ","East Germany","113","0.216028744936484","0.181025631829527","0.251031858043441"
"5","2014","Couple + C. LE and GT 16","West Germany","370","0.19762501578701","0.179794660888322","0.215455370685699"
"5","2014","Couple + C. LE and GT 16","East Germany","63","0.192070613056791","0.148076973062741","0.236064253050841"
"6","2014","1-pers.-HH","West Germany","280","0.109510280811212","0.0978090392317809","0.121211522390642"
"6","2014","1-pers.-HH","East Germany","115","0.139706200156281","0.117044135103403","0.16236826520916"
"6","2014","(Married) couple without C. ","West Germany","725","0.117030758512273","0.108847678625259","0.125213838399287"
"6","2014","(Married) couple without C. ","East Germany","291","0.148939474328062","0.133463267193791","0.164415681462332"
"6","2014","Single parent ","West Germany","212","0.116824869912261","0.102608118725411","0.13104162109911"
"6","2014","Single parent ","East Germany","67","0.134077641161021","0.103658830538566","0.164496451783477"
"6","2014","Couple + C. LE 16 ","West Germany","675","0.123718075821854","0.115108222980309","0.132327928663398"
"6","2014","Couple + C. LE 16 ","East Germany","152","0.118622771887636","0.100441473313242","0.13680407046203"
"6","2014","Couple + C. GT 16 ","West Germany","292","0.115563672160979","0.103103684005013","0.128023660316945"
"6","2014","Couple + C. GT 16 ","East Germany","72","0.122788782909715","0.0948741278265619","0.150703437992869"
"6","2014","Couple + C. LE and GT 16","West Germany","227","0.132751168938141","0.117558244524276","0.147944093352005"
"6","2014","Couple + C. LE and GT 16","East Germany","41","0.17961950985186","0.136749148114749","0.222489871588972"
"7","2014","1-pers.-HH","West Germany","358","0.131089201948828","0.118442971213648","0.143735432684007"
"7","2014","1-pers.-HH","East Germany","105","0.108444020069451","0.08811832723517","0.128769712903732"
"7","2014","(Married) couple without C. ","West Germany","745","0.131538379153345","0.122934475233023","0.140142283073666"
"7","2014","(Married) couple without C. ","East Germany","225","0.110149497747254","0.0965404045794843","0.123758590915023"
"7","2014","Single parent ","West Germany","255","0.136802111364752","0.121592753487523","0.152011469241981"
"7","2014","Single parent ","East Germany","59","0.12294636576736","0.0936309879329842","0.152261743601736"
"7","2014","Couple + C. LE 16 ","West Germany","809","0.136899428442829","0.127910896975236","0.145887959910421"
"7","2014","Couple + C. LE 16 ","East Germany","164","0.124310471419419","0.105758550387987","0.142862392450851"
"7","2014","Couple + C. GT 16 ","West Germany","344","0.138733988097823","0.125261935607427","0.152206040588218"
"7","2014","Couple + C. GT 16 ","East Germany","77","0.155148708522353","0.124354783427517","0.185942633617188"
"7","2014","Couple + C. LE and GT 16","West Germany","272","0.151001200932933","0.13496896566876","0.167033436197106"
"7","2014","Couple + C. LE and GT 16","East Germany","48","0.147168020894464","0.10760301852895","0.186733023259979"
"8","2014","1-pers.-HH","West Germany","230","0.0783345586481908","0.0682663224204781","0.0884027948759036"
"8","2014","1-pers.-HH","East Germany","79","0.0898150363544871","0.0711251096390189","0.108504963069955"
"8","2014","(Married) couple without C. ","West Germany","490","0.0841888225646685","0.0771203727115963","0.0912572724177407"
"8","2014","(Married) couple without C. ","East Germany","153","0.0774213171060665","0.0658038517205539","0.089038782491579"
"8","2014","Single parent ","West Germany","194","0.107741732996737","0.0940188120088076","0.121464653984666"
"8","2014","Single parent ","East Germany","47","0.104774995254903","0.0774336739329005","0.132116316576906"
"8","2014","Couple + C. LE 16 ","West Germany","539","0.0981044738121964","0.090326262343327","0.105882685281066"
"8","2014","Couple + C. LE 16 ","East Germany","136","0.114791636838507","0.0968675173446652","0.132715756332348"
"8","2014","Couple + C. GT 16 ","West Germany","279","0.119106959266784","0.106482760187938","0.13173115834563"
"8","2014","Couple + C. GT 16 ","East Germany","51","0.132890801365247","0.10401824835718","0.161763354373313"
"8","2014","Couple + C. LE and GT 16","West Germany","204","0.103790799406505","0.0901344548353927","0.117447143977617"
"8","2014","Couple + C. LE and GT 16","East Germany","35","0.181393185864899","0.138358276292253","0.224428095437544"
"9","2014","1-pers.-HH","West Germany","54","0.0199147555919084","0.0146798426904402","0.0251496684933766"
"9","2014","1-pers.-HH","East Germany","11","","",""
"9","2014","(Married) couple without C. ","West Germany","121","0.0182848979662912","0.0148742805918988","0.0216955153406835"
"9","2014","(Married) couple without C. ","East Germany","28","","",""
"9","2014","Single parent ","West Germany","64","0.0274748767954982","0.0202400592087392","0.0347096943822572"
"9","2014","Single parent ","East Germany","16","","",""
"9","2014","Couple + C. LE 16 ","West Germany","136","0.0201670403291245","0.0164912195448975","0.0238428611133515"
"9","2014","Couple + C. LE 16 ","East Germany","33","0.0227572269040923","0.0143718834477908","0.0311425703603937"
"9","2014","Couple + C. GT 16 ","West Germany","60","0.0249795567821512","0.0188971858591274","0.0310619277051749"
"9","2014","Couple + C. GT 16 ","East Germany","10","","",""
"9","2014","Couple + C. LE and GT 16","West Germany","74","0.0296162395569902","0.0220254481767226","0.0372070309372577"
"9","2014","Couple + C. LE and GT 16","East Germany","10","","",""
"10 Very willing to take risks","2014","1-pers.-HH","West Germany","46","0.0163828739298531","0.0116262575177392","0.0211394903419671"
"10 Very willing to take risks","2014","1-pers.-HH","East Germany","17","","",""
