"plh0204_h","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"5","2004","Couple + C. GT 16 ","West Germany","592","0.212635046460144","0.197416764920328","0.227853327999959"
"5","2004","Couple + C. GT 16 ","East Germany","258","0.212705918215375","0.188793135919204","0.236618700511546"
"5","2004","Couple + C. LE and GT 16","West Germany","309","0.238859303577346","0.216492241948326","0.261226365206366"
"5","2004","Couple + C. LE and GT 16","East Germany","97","0.251336056858015","0.208229419330205","0.294442694385826"
"6","2004","1-pers.-HH","West Germany","200","0.0896449009040985","0.0776885958953575","0.10160120591284"
"6","2004","1-pers.-HH","East Germany","68","0.0938792112749119","0.0724859621574875","0.115272460392336"
"6","2004","(Married) couple without C. ","West Germany","519","0.0969544201834824","0.0890914381465168","0.104817402220448"
"6","2004","(Married) couple without C. ","East Germany","193","0.0954114663593272","0.0818958579371596","0.108927074781495"
"6","2004","Single parent ","West Germany","72","0.0850138138904772","0.0656992969136578","0.104328330867297"
"6","2004","Single parent ","East Germany","47","0.20330939640986","0.156908887625283","0.249709905194437"
"6","2004","Couple + C. LE 16 ","West Germany","409","0.125781127709889","0.114477587142556","0.137084668277223"
"6","2004","Couple + C. LE 16 ","East Germany","94","0.110555406187662","0.0880831470516134","0.13302766532371"
"6","2004","Couple + C. GT 16 ","West Germany","339","0.11666164044831","0.104722096572598","0.128601184324022"
"6","2004","Couple + C. GT 16 ","East Germany","151","0.123511873950351","0.104285419482624","0.142738328418078"
"6","2004","Couple + C. LE and GT 16","West Germany","175","0.112046287908661","0.0955000493364127","0.128592526480909"
"6","2004","Couple + C. LE and GT 16","East Germany","53","0.104126344372949","0.0737750662728751","0.134477622473022"
"7","2004","1-pers.-HH","West Germany","241","0.0944708166787579","0.0822294801970359","0.10671215316048"
"7","2004","1-pers.-HH","East Germany","67","0.0886292323436933","0.0677826422865741","0.109475822400813"
"7","2004","(Married) couple without C. ","West Germany","528","0.0936438514915631","0.0859021268973632","0.101385576085763"
"7","2004","(Married) couple without C. ","East Germany","180","0.0900506466771005","0.0768813735577461","0.103219919796455"
"7","2004","Single parent ","West Germany","91","0.0999329599195693","0.07916357488185","0.120702344957289"
"7","2004","Single parent ","East Germany","48","0.13154657511036","0.0925782079523581","0.170514942268361"
"7","2004","Couple + C. LE 16 ","West Germany","387","0.113969224526092","0.103137069508729","0.124801379543455"
"7","2004","Couple + C. LE 16 ","East Germany","107","0.152248573927813","0.126502668282667","0.177994479572959"
"7","2004","Couple + C. GT 16 ","West Germany","372","0.126007657967943","0.113664893697765","0.138350422238122"
"7","2004","Couple + C. GT 16 ","East Germany","144","0.11441566700541","0.0958149562028838","0.133016377807936"
"7","2004","Couple + C. LE and GT 16","West Germany","172","0.112023364242129","0.0954786048045572","0.128568123679701"
"7","2004","Couple + C. LE and GT 16","East Germany","55","0.136891675812052","0.102733516243704","0.1710498353804"
"8","2004","1-pers.-HH","West Germany","158","0.065040217422722","0.0547193492142832","0.0753610856311609"
"8","2004","1-pers.-HH","East Germany","51","0.067897453635892","0.0494448532806309","0.0863500539911532"
"8","2004","(Married) couple without C. ","West Germany","349","0.0563535211842045","0.0502255906739472","0.0624814516944619"
"8","2004","(Married) couple without C. ","East Germany","113","0.057655556879442","0.0469320903913669","0.0683790233675171"
"8","2004","Single parent ","West Germany","67","0.0901134793137392","0.0702835882784051","0.109943370349073"
"8","2004","Single parent ","East Germany","20","","",""
"8","2004","Couple + C. LE 16 ","West Germany","213","0.06469836782745","0.0563130568233944","0.0730836788315056"
"8","2004","Couple + C. LE 16 ","East Germany","65","0.0967650216204183","0.0755786363845215","0.117951406856315"
"8","2004","Couple + C. GT 16 ","West Germany","201","0.0653571130166173","0.0561647020163881","0.0745495240168465"
"8","2004","Couple + C. GT 16 ","East Germany","98","0.0825654888400196","0.0664828005538652","0.0986481771261739"
"8","2004","Couple + C. LE and GT 16","West Germany","111","0.0777657603979457","0.063717575507998","0.0918139452878934"
"8","2004","Couple + C. LE and GT 16","East Germany","44","0.12038514497932","0.0880476765302396","0.152722613428401"
"9","2004","1-pers.-HH","West Germany","31","0.0100417702580239","0.00586882823448496","0.0142147122815629"
"9","2004","1-pers.-HH","East Germany","11","","",""
"9","2004","(Married) couple without C. ","West Germany","73","0.0135713101573738","0.0104966835820653","0.0166459367326822"
"9","2004","(Married) couple without C. ","East Germany","20","","",""
"9","2004","Single parent ","West Germany","20","","",""
"9","2004","Single parent ","East Germany","7","","",""
"9","2004","Couple + C. LE 16 ","West Germany","57","0.0146825730725913","0.0105825544068372","0.0187825917383453"
"9","2004","Couple + C. LE 16 ","East Germany","15","","",""
"9","2004","Couple + C. GT 16 ","West Germany","65","0.0176308827794383","0.0127360875208209","0.0225256780380557"
"9","2004","Couple + C. GT 16 ","East Germany","24","","",""
"9","2004","Couple + C. LE and GT 16","West Germany","35","0.0230579255455336","0.0151847505392517","0.0309311005518154"
"9","2004","Couple + C. LE and GT 16","East Germany","12","","",""
"10 Very willing to take risks","2004","1-pers.-HH","West Germany","17","","",""
"10 Very willing to take risks","2004","1-pers.-HH","East Germany","8","","",""
"10 Very willing to take risks","2004","(Married) couple without C. ","West Germany","46","0.00770752459003965","0.00538357903265976","0.0100314701474195"
"10 Very willing to take risks","2004","(Married) couple without C. ","East Germany","12","","",""
"10 Very willing to take risks","2004","Single parent ","West Germany","9","","",""
"10 Very willing to take risks","2004","Single parent ","East Germany","7","","",""
"10 Very willing to take risks","2004","Couple + C. LE 16 ","West Germany","35","0.0098099033375974","0.00645029755847989","0.0131695091167149"
"10 Very willing to take risks","2004","Couple + C. LE 16 ","East Germany","4","","",""
"10 Very willing to take risks","2004","Couple + C. GT 16 ","West Germany","23","","",""
"10 Very willing to take risks","2004","Couple + C. GT 16 ","East Germany","5","","",""
"10 Very willing to take risks","2004","Couple + C. LE and GT 16","West Germany","31","0.0185738383733749","0.0114913637314595","0.0256563130152903"
"10 Very willing to take risks","2004","Couple + C. LE and GT 16","East Germany","4","","",""
"0 Not at all Willing to take risks","2005","1-pers.-HH","West Germany","","","",""
"0 Not at all Willing to take risks","2005","1-pers.-HH","East Germany","","","",""
"0 Not at all Willing to take risks","2005","(Married) couple without C. ","West Germany","","","",""
"0 Not at all Willing to take risks","2005","(Married) couple without C. ","East Germany","","","",""
"0 Not at all Willing to take risks","2005","Single parent ","West Germany","","","",""
"0 Not at all Willing to take risks","2005","Single parent ","East Germany","","","",""
"0 Not at all Willing to take risks","2005","Couple + C. LE 16 ","West Germany","","","",""
"0 Not at all Willing to take risks","2005","Couple + C. LE 16 ","East Germany","","","",""
"0 Not at all Willing to take risks","2005","Couple + C. GT 16 ","West Germany","","","",""
"0 Not at all Willing to take risks","2005","Couple + C. GT 16 ","East Germany","","","",""
"0 Not at all Willing to take risks","2005","Couple + C. LE and GT 16","West Germany","","","",""
"0 Not at all Willing to take risks","2005","Couple + C. LE and GT 16","East Germany","","","",""
"1","2005","1-pers.-HH","West Germany","","","",""
"1","2005","1-pers.-HH","East Germany","","","",""
"1","2005","(Married) couple without C. ","West Germany","","","",""
"1","2005","(Married) couple without C. ","East Germany","","","",""
"1","2005","Single parent ","West Germany","","","",""
"1","2005","Single parent ","East Germany","","","",""
"1","2005","Couple + C. LE 16 ","West Germany","","","",""
"1","2005","Couple + C. LE 16 ","East Germany","","","",""
"1","2005","Couple + C. GT 16 ","West Germany","","","",""
"1","2005","Couple + C. GT 16 ","East Germany","","","",""
"1","2005","Couple + C. LE and GT 16","West Germany","","","",""
"1","2005","Couple + C. LE and GT 16","East Germany","","","",""
"2","2005","1-pers.-HH","West Germany","","","",""
"2","2005","1-pers.-HH","East Germany","","","",""
"2","2005","(Married) couple without C. ","West Germany","","","",""
"2","2005","(Married) couple without C. ","East Germany","","","",""
"2","2005","Single parent ","West Germany","","","",""
"2","2005","Single parent ","East Germany","","","",""
"2","2005","Couple + C. LE 16 ","West Germany","","","",""
"2","2005","Couple + C. LE 16 ","East Germany","","","",""
"2","2005","Couple + C. GT 16 ","West Germany","","","",""
"2","2005","Couple + C. GT 16 ","East Germany","","","",""
"2","2005","Couple + C. LE and GT 16","West Germany","","","",""
"2","2005","Couple + C. LE and GT 16","East Germany","","","",""
"3","2005","1-pers.-HH","West Germany","","","",""
"3","2005","1-pers.-HH","East Germany","","","",""
"3","2005","(Married) couple without C. ","West Germany","","","",""
"3","2005","(Married) couple without C. ","East Germany","","","",""
"3","2005","Single parent ","West Germany","","","",""
"3","2005","Single parent ","East Germany","","","",""
"3","2005","Couple + C. LE 16 ","West Germany","","","",""
"3","2005","Couple + C. LE 16 ","East Germany","","","",""
"3","2005","Couple + C. GT 16 ","West Germany","","","",""
"3","2005","Couple + C. GT 16 ","East Germany","","","",""
"3","2005","Couple + C. LE and GT 16","West Germany","","","",""
"3","2005","Couple + C. LE and GT 16","East Germany","","","",""
"4","2005","1-pers.-HH","West Germany","","","",""
"4","2005","1-pers.-HH","East Germany","","","",""
"4","2005","(Married) couple without C. ","West Germany","","","",""
"4","2005","(Married) couple without C. ","East Germany","","","",""
"4","2005","Single parent ","West Germany","","","",""
"4","2005","Single parent ","East Germany","","","",""
"4","2005","Couple + C. LE 16 ","West Germany","","","",""
"4","2005","Couple + C. LE 16 ","East Germany","","","",""
"4","2005","Couple + C. GT 16 ","West Germany","","","",""
"4","2005","Couple + C. GT 16 ","East Germany","","","",""
"4","2005","Couple + C. LE and GT 16","West Germany","","","",""
"4","2005","Couple + C. LE and GT 16","East Germany","","","",""
"5","2005","1-pers.-HH","West Germany","","","",""
"5","2005","1-pers.-HH","East Germany","","","",""
"5","2005","(Married) couple without C. ","West Germany","","","",""
"5","2005","(Married) couple without C. ","East Germany","","","",""
"5","2005","Single parent ","West Germany","","","",""
"5","2005","Single parent ","East Germany","","","",""
"5","2005","Couple + C. LE 16 ","West Germany","","","",""
"5","2005","Couple + C. LE 16 ","East Germany","","","",""
"5","2005","Couple + C. GT 16 ","West Germany","","","",""
"5","2005","Couple + C. GT 16 ","East Germany","","","",""
"5","2005","Couple + C. LE and GT 16","West Germany","","","",""
"5","2005","Couple + C. LE and GT 16","East Germany","","","",""
"6","2005","1-pers.-HH","West Germany","","","",""
"6","2005","1-pers.-HH","East Germany","","","",""
"6","2005","(Married) couple without C. ","West Germany","","","",""
"6","2005","(Married) couple without C. ","East Germany","","","",""
"6","2005","Single parent ","West Germany","","","",""
"6","2005","Single parent ","East Germany","","","",""
"6","2005","Couple + C. LE 16 ","West Germany","","","",""
"6","2005","Couple + C. LE 16 ","East Germany","","","",""
"6","2005","Couple + C. GT 16 ","West Germany","","","",""
"6","2005","Couple + C. GT 16 ","East Germany","","","",""
"6","2005","Couple + C. LE and GT 16","West Germany","","","",""
"6","2005","Couple + C. LE and GT 16","East Germany","","","",""
"7","2005","1-pers.-HH","West Germany","","","",""
"7","2005","1-pers.-HH","East Germany","","","",""
"7","2005","(Married) couple without C. ","West Germany","","","",""
"7","2005","(Married) couple without C. ","East Germany","","","",""
"7","2005","Single parent ","West Germany","","","",""
"7","2005","Single parent ","East Germany","","","",""
"7","2005","Couple + C. LE 16 ","West Germany","","","",""
"7","2005","Couple + C. LE 16 ","East Germany","","","",""
"7","2005","Couple + C. GT 16 ","West Germany","","","",""
"7","2005","Couple + C. GT 16 ","East Germany","","","",""
"7","2005","Couple + C. LE and GT 16","West Germany","","","",""
"7","2005","Couple + C. LE and GT 16","East Germany","","","",""
"8","2005","1-pers.-HH","West Germany","","","",""
"8","2005","1-pers.-HH","East Germany","","","",""
"8","2005","(Married) couple without C. ","West Germany","","","",""
"8","2005","(Married) couple without C. ","East Germany","","","",""
"8","2005","Single parent ","West Germany","","","",""
"8","2005","Single parent ","East Germany","","","",""
"8","2005","Couple + C. LE 16 ","West Germany","","","",""
"8","2005","Couple + C. LE 16 ","East Germany","","","",""
"8","2005","Couple + C. GT 16 ","West Germany","","","",""
"8","2005","Couple + C. GT 16 ","East Germany","","","",""
"8","2005","Couple + C. LE and GT 16","West Germany","","","",""
"8","2005","Couple + C. LE and GT 16","East Germany","","","",""
"9","2005","1-pers.-HH","West Germany","","","",""
"9","2005","1-pers.-HH","East Germany","","","",""
"9","2005","(Married) couple without C. ","West Germany","","","",""
"9","2005","(Married) couple without C. ","East Germany","","","",""
"9","2005","Single parent ","West Germany","","","",""
"9","2005","Single parent ","East Germany","","","",""
"9","2005","Couple + C. LE 16 ","West Germany","","","",""
"9","2005","Couple + C. LE 16 ","East Germany","","","",""
"9","2005","Couple + C. GT 16 ","West Germany","","","",""
"9","2005","Couple + C. GT 16 ","East Germany","","","",""
"9","2005","Couple + C. LE and GT 16","West Germany","","","",""
"9","2005","Couple + C. LE and GT 16","East Germany","","","",""
"10 Very willing to take risks","2005","1-pers.-HH","West Germany","","","",""
"10 Very willing to take risks","2005","1-pers.-HH","East Germany","","","",""
"10 Very willing to take risks","2005","(Married) couple without C. ","West Germany","","","",""
"10 Very willing to take risks","2005","(Married) couple without C. ","East Germany","","","",""
"10 Very willing to take risks","2005","Single parent ","West Germany","","","",""
"10 Very willing to take risks","2005","Single parent ","East Germany","","","",""
"10 Very willing to take risks","2005","Couple + C. LE 16 ","West Germany","","","",""
"10 Very willing to take risks","2005","Couple + C. LE 16 ","East Germany","","","",""
"10 Very willing to take risks","2005","Couple + C. GT 16 ","West Germany","","","",""
"10 Very willing to take risks","2005","Couple + C. GT 16 ","East Germany","","","",""
"10 Very willing to take risks","2005","Couple + C. LE and GT 16","West Germany","","","",""
"10 Very willing to take risks","2005","Couple + C. LE and GT 16","East Germany","","","",""
"0 Not at all Willing to take risks","2006","1-pers.-HH","West Germany","198","0.0880511138942184","0.0769565500545988","0.0991456777338381"
"0 Not at all Willing to take risks","2006","1-pers.-HH","East Germany","40","0.0523363189817888","0.037157987211345","0.0675146507522325"
"0 Not at all Willing to take risks","2006","(Married) couple without C. ","West Germany","350","0.0656882538419133","0.0593609735020605","0.0720155341817662"
"0 Not at all Willing to take risks","2006","(Married) couple without C. ","East Germany","86","0.0482730594696413","0.0387790351227584","0.0577670838165243"
"0 Not at all Willing to take risks","2006","Single parent ","West Germany","44","0.0598909493249905","0.0441145489890981","0.0756673496608828"
"0 Not at all Willing to take risks","2006","Single parent ","East Germany","6","","",""
"0 Not at all Willing to take risks","2006","Couple + C. LE 16 ","West Germany","104","0.0387001518895464","0.0320047799740707","0.0453955238050221"
"0 Not at all Willing to take risks","2006","Couple + C. LE 16 ","East Germany","14","","",""
"0 Not at all Willing to take risks","2006","Couple + C. GT 16 ","West Germany","113","0.0501317222067377","0.0417422825326245","0.058521161880851"
"0 Not at all Willing to take risks","2006","Couple + C. GT 16 ","East Germany","26","","",""
"0 Not at all Willing to take risks","2006","Couple + C. LE and GT 16","West Germany","48","0.0546699350536521","0.0417099241517852","0.067629945955519"
"0 Not at all Willing to take risks","2006","Couple + C. LE and GT 16","East Germany","5","","",""
"1","2006","1-pers.-HH","West Germany","164","0.0664302277040297","0.0566800210872716","0.0761804343207878"
"1","2006","1-pers.-HH","East Germany","30","0.0313440473322097","0.0194683902290741","0.0432197044353453"
"1","2006","(Married) couple without C. ","West Germany","258","0.0447411216814172","0.0394610321195206","0.0500212112433138"
"1","2006","(Married) couple without C. ","East Germany","79","0.0495713804392762","0.0399570951160454","0.0591856657625071"
"1","2006","Single parent ","West Germany","36","0.0361521022420961","0.0237410320074728","0.0485631724767194"
"1","2006","Single parent ","East Germany","7","","",""
"1","2006","Couple + C. LE 16 ","West Germany","103","0.0312362512402691","0.0251977754721285","0.0372747270084096"
"1","2006","Couple + C. LE 16 ","East Germany","16","","",""
"1","2006","Couple + C. GT 16 ","West Germany","67","0.0258178775335415","0.0197207497481647","0.0319150053189182"
"1","2006","Couple + C. GT 16 ","East Germany","22","","",""
"1","2006","Couple + C. LE and GT 16","West Germany","39","0.0423216756596288","0.0308446167979786","0.0537987345212789"
"1","2006","Couple + C. LE and GT 16","East Germany","3","","",""
"2","2006","1-pers.-HH","West Germany","241","0.0920752933069939","0.0807550951173069","0.103395491496681"
"2","2006","1-pers.-HH","East Germany","76","0.0842462168988039","0.0653158120957464","0.103176621701862"
"2","2006","(Married) couple without C. ","West Germany","585","0.105788699066906","0.0979333221330074","0.113644076000804"
"2","2006","(Married) couple without C. ","East Germany","164","0.0777745616796041","0.0659119836507189","0.0896371397084893"
"2","2006","Single parent ","West Germany","71","0.0767235095231774","0.0590277861113871","0.0944192329349677"
"2","2006","Single parent ","East Germany","21","","",""
"2","2006","Couple + C. LE 16 ","West Germany","303","0.0913979278448838","0.0813946122422128","0.101401243447555"
"2","2006","Couple + C. LE 16 ","East Germany","64","0.0956857101934833","0.0741543358192216","0.117217084567745"
"2","2006","Couple + C. GT 16 ","West Germany","183","0.0722997043645316","0.0623429668191037","0.0822564419099596"
"2","2006","Couple + C. GT 16 ","East Germany","77","0.0723050955818612","0.0566694857917695","0.087940705371953"
"2","2006","Couple + C. LE and GT 16","West Germany","89","0.0608457418034998","0.0472180308403237","0.0744734527666758"
"2","2006","Couple + C. LE and GT 16","East Germany","15","","",""
"3","2006","1-pers.-HH","West Germany","302","0.123662158902416","0.110773380632112","0.13655093717272"
"3","2006","1-pers.-HH","East Germany","106","0.128904672083961","0.106066438649101","0.151742905518821"
"3","2006","(Married) couple without C. ","West Germany","754","0.119683464279935","0.111393286967733","0.127973641592136"
"3","2006","(Married) couple without C. ","East Germany","224","0.127011007127606","0.11226186328582","0.141760150969392"
"3","2006","Single parent ","West Germany","92","0.100791412122114","0.0807752785404926","0.120807545703736"
"3","2006","Single parent ","East Germany","32","0.111145194247014","0.07527796405476","0.147012424439269"
"3","2006","Couple + C. LE 16 ","West Germany","400","0.12418212895891","0.112734240572154","0.135630017345665"
"3","2006","Couple + C. LE 16 ","East Germany","86","0.118458382763837","0.0948050237954907","0.142111741732184"
"3","2006","Couple + C. GT 16 ","West Germany","298","0.109370422372715","0.0973714665918445","0.121369378153586"
"3","2006","Couple + C. GT 16 ","East Germany","129","0.114527649166735","0.0953024671103606","0.13375283122311"
"3","2006","Couple + C. LE and GT 16","West Germany","141","0.103077593677695","0.0857435883704328","0.120411598984956"
"3","2006","Couple + C. LE and GT 16","East Germany","26","","",""
"4","2006","1-pers.-HH","West Germany","240","0.096863330365791","0.0852831854514843","0.108443475280098"
"4","2006","1-pers.-HH","East Germany","85","0.102710320236888","0.0820199284577838","0.123400712015992"
"4","2006","(Married) couple without C. ","West Germany","657","0.110756276224593","0.102740937298954","0.118771615150232"
"4","2006","(Married) couple without C. ","East Germany","207","0.101203958837626","0.0878450473184693","0.114562870356783"
"4","2006","Single parent ","West Germany","82","0.0882840096570595","0.0694210857192473","0.107146933594872"
"4","2006","Single parent ","East Germany","14","","",""
"4","2006","Couple + C. LE 16 ","West Germany","314","0.0993050319306287","0.0889234525133607","0.109686611347897"
"4","2006","Couple + C. LE 16 ","East Germany","87","0.153537603792594","0.127150013817451","0.179925193767737"
"4","2006","Couple + C. GT 16 ","West Germany","263","0.0988068146912026","0.0873345977706269","0.110279031611778"
"4","2006","Couple + C. GT 16 ","East Germany","120","0.134880325698559","0.114257879325179","0.155502772071939"
"4","2006","Couple + C. LE and GT 16","West Germany","122","0.11005596570008","0.0922146246449952","0.127897306755165"
"4","2006","Couple + C. LE and GT 16","East Germany","28","","",""
"5","2006","1-pers.-HH","West Germany","529","0.205454505252163","0.189635660024258","0.221273350480067"
"5","2006","1-pers.-HH","East Germany","214","0.263377229688848","0.233357483320442","0.293396976057255"
"5","2006","(Married) couple without C. ","West Germany","1353","0.233825937150587","0.223015646305352","0.244636227995821"
"5","2006","(Married) couple without C. ","East Germany","520","0.273420851213388","0.253678492984486","0.293163209442291"
"5","2006","Single parent ","West Germany","216","0.247088328033086","0.218411155247852","0.27576550081832"
"5","2006","Single parent ","East Germany","86","0.287605633356283","0.235952578035654","0.339258688676913"
"5","2006","Couple + C. LE 16 ","West Germany","690","0.221620511490464","0.207203023356717","0.236037999624211"
"5","2006","Couple + C. LE 16 ","East Germany","187","0.255298960732729","0.223383287009545","0.287214634455912"
"5","2006","Couple + C. GT 16 ","West Germany","607","0.247389802200298","0.230800775838701","0.263978828561894"
"5","2006","Couple + C. GT 16 ","East Germany","281","0.262926730545993","0.236350065258272","0.289503395833714"
"5","2006","Couple + C. LE and GT 16","West Germany","256","0.224105928219441","0.200333844993002","0.24787801144588"
"5","2006","Couple + C. LE and GT 16","East Germany","83","0.244383697936721","0.195918343281016","0.292849052592427"
"6","2006","1-pers.-HH","West Germany","252","0.104665871355705","0.0926804674553132","0.116651275256097"
"6","2006","1-pers.-HH","East Germany","89","0.118827360564853","0.0967735284898434","0.140881192639863"
"6","2006","(Married) couple without C. ","West Germany","666","0.110354733496542","0.102352131222318","0.118357335770765"
"6","2006","(Married) couple without C. ","East Germany","265","0.129978139917601","0.115083089125882","0.144873190709321"
"6","2006","Single parent ","West Germany","99","0.101781250767283","0.0816781452285245","0.121884356306041"
"6","2006","Single parent ","East Germany","40","0.138021429707484","0.0986611135330062","0.177381745881962"
