"plh0204_h","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"8","2004","indirect migration background","West Germany","70","0.105398245952726","0.0836387446456037","0.127157747259849","8"
"8","2004","indirect migration background","East Germany","5","","","","8"
"8","2004","direct migration background","East Germany","1","","","","8"
"8","2004","no migration background","West Germany","917","0.0640974584297887","0.0599158575347955","0.0682790593247819","8"
"9","2004","indirect migration background","East Germany","","","","","9"
"9","2004","no migration background","West Germany","227","0.0151206293144841","0.0130371781950603","0.0172040804339079","9"
"9","2004","direct migration background","West Germany","40","0.0123328231786149","0.00793924512467852","0.0167264012325513","9"
"9","2004","direct migration background","East Germany","1","","","","9"
"9","2004","indirect migration background","West Germany","23","","","","9"
"9","2004","no migration background","East Germany","90","0.0149741636056727","0.0116383713862824","0.018309955825063","9"
"0 Not at all Willing to take risks","2005","direct migration background","West Germany","","","","","0"
"0 Not at all Willing to take risks","2005","direct migration background","East Germany","","","","","0"
"0 Not at all Willing to take risks","2005","indirect migration background","West Germany","","","","","0"
"0 Not at all Willing to take risks","2005","indirect migration background","East Germany","","","","","0"
"0 Not at all Willing to take risks","2005","no migration background","East Germany","","","","","0"
"0 Not at all Willing to take risks","2005","no migration background","West Germany","","","","","0"
"1","2005","indirect migration background","West Germany","","","","","1"
"1","2005","direct migration background","East Germany","","","","","1"
"1","2005","no migration background","East Germany","","","","","1"
"1","2005","direct migration background","West Germany","","","","","1"
"1","2005","no migration background","West Germany","","","","","1"
"1","2005","indirect migration background","East Germany","","","","","1"
"10 Very willing to take risks","2005","direct migration background","West Germany","","","","","10"
"10 Very willing to take risks","2005","no migration background","East Germany","","","","","10"
"10 Very willing to take risks","2005","indirect migration background","East Germany","","","","","10"
"10 Very willing to take risks","2005","no migration background","West Germany","","","","","10"
"10 Very willing to take risks","2005","direct migration background","East Germany","","","","","10"
"10 Very willing to take risks","2005","indirect migration background","West Germany","","","","","10"
"2","2005","no migration background","East Germany","","","","","2"
"2","2005","direct migration background","West Germany","","","","","2"
"2","2005","direct migration background","East Germany","","","","","2"
"2","2005","indirect migration background","West Germany","","","","","2"
"2","2005","indirect migration background","East Germany","","","","","2"
"2","2005","no migration background","West Germany","","","","","2"
"3","2005","direct migration background","West Germany","","","","","3"
"3","2005","direct migration background","East Germany","","","","","3"
"3","2005","no migration background","East Germany","","","","","3"
"3","2005","indirect migration background","West Germany","","","","","3"
"3","2005","indirect migration background","East Germany","","","","","3"
"3","2005","no migration background","West Germany","","","","","3"
"4","2005","no migration background","East Germany","","","","","4"
"4","2005","direct migration background","West Germany","","","","","4"
"4","2005","direct migration background","East Germany","","","","","4"
"4","2005","indirect migration background","West Germany","","","","","4"
"4","2005","indirect migration background","East Germany","","","","","4"
"4","2005","no migration background","West Germany","","","","","4"
"5","2005","direct migration background","West Germany","","","","","5"
"5","2005","direct migration background","East Germany","","","","","5"
"5","2005","indirect migration background","West Germany","","","","","5"
"5","2005","indirect migration background","East Germany","","","","","5"
"5","2005","no migration background","East Germany","","","","","5"
"5","2005","no migration background","West Germany","","","","","5"
"6","2005","no migration background","East Germany","","","","","6"
"6","2005","direct migration background","West Germany","","","","","6"
"6","2005","no migration background","West Germany","","","","","6"
"6","2005","direct migration background","East Germany","","","","","6"
"6","2005","indirect migration background","East Germany","","","","","6"
"6","2005","indirect migration background","West Germany","","","","","6"
"7","2005","indirect migration background","West Germany","","","","","7"
"7","2005","indirect migration background","East Germany","","","","","7"
"7","2005","no migration background","East Germany","","","","","7"
"7","2005","no migration background","West Germany","","","","","7"
"7","2005","direct migration background","West Germany","","","","","7"
"7","2005","direct migration background","East Germany","","","","","7"
"8","2005","direct migration background","West Germany","","","","","8"
"8","2005","no migration background","West Germany","","","","","8"
"8","2005","no migration background","East Germany","","","","","8"
"8","2005","indirect migration background","East Germany","","","","","8"
"8","2005","direct migration background","East Germany","","","","","8"
"8","2005","indirect migration background","West Germany","","","","","8"
"9","2005","indirect migration background","West Germany","","","","","9"
"9","2005","no migration background","West Germany","","","","","9"
"9","2005","no migration background","East Germany","","","","","9"
"9","2005","direct migration background","West Germany","","","","","9"
"9","2005","direct migration background","East Germany","","","","","9"
"9","2005","indirect migration background","East Germany","","","","","9"
"0 Not at all Willing to take risks","2006","no migration background","West Germany","656","0.0583366037943539","0.0544009744584854","0.0622722331302225","0"
"0 Not at all Willing to take risks","2006","no migration background","East Germany","173","0.0392094193526137","0.0338955517450318","0.0445232869601957","0"
"0 Not at all Willing to take risks","2006","direct migration background","West Germany","217","0.0966415641599702","0.0844491257385616","0.108834002581379","0"
"0 Not at all Willing to take risks","2006","direct migration background","East Germany","7","","","","0"
"0 Not at all Willing to take risks","2006","indirect migration background","West Germany","25","","","","0"
"0 Not at all Willing to take risks","2006","indirect migration background","East Germany","","","","","0"
"1","2006","direct migration background","West Germany","129","0.0534804811739677","0.0441963560793772","0.0627646062685582","1"
"1","2006","indirect migration background","West Germany","17","","","","1"
"1","2006","direct migration background","East Germany","10","","","","1"
"1","2006","no migration background","East Germany","154","0.03238514494338","0.0275386770243822","0.0372316128623778","1"
"1","2006","no migration background","West Germany","544","0.0445928832771346","0.0411269293414607","0.0480588372128085","1"
"1","2006","indirect migration background","East Germany","1","","","","1"
"10 Very willing to take risks","2006","no migration background","East Germany","59","0.0115364901813467","0.00861288766304421","0.0144600926996492","10"
"10 Very willing to take risks","2006","direct migration background","West Germany","46","0.0209778448837513","0.0150642000439595","0.0268914897235432","10"
"10 Very willing to take risks","2006","indirect migration background","West Germany","19","","","","10"
"10 Very willing to take risks","2006","indirect migration background","East Germany","","","","","10"
"10 Very willing to take risks","2006","no migration background","West Germany","169","0.0151899804553338","0.0131362161082641","0.0172437448024035","10"
"10 Very willing to take risks","2006","direct migration background","East Germany","1","","","","10"
"2","2006","no migration background","East Germany","415","0.0786343743661685","0.0712651228948528","0.0860036258374843","2"
"2","2006","direct migration background","West Germany","231","0.0987479744759712","0.0864377557828179","0.111058193169124","2"
"2","2006","indirect migration background","West Germany","60","0.0591029526027494","0.04254315578906","0.0756627494164389","2"
"2","2006","indirect migration background","East Germany","3","","","","2"
"2","2006","no migration background","West Germany","1212","0.091286598185597","0.0864503035413385","0.0961228928298555","2"
"2","2006","direct migration background","East Germany","12","","","","2"
"3","2006","direct migration background","West Germany","263","0.113214636301498","0.100139714819908","0.126289557783087","3"
"3","2006","direct migration background","East Germany","8","","","","3"
"3","2006","no migration background","East Germany","599","0.119601322305389","0.110717316420441","0.128485328190337","3"
"3","2006","indirect migration background","East Germany","8","","","","3"
"3","2006","no migration background","West Germany","1703","0.121046400720398","0.115569250048623","0.126523551392173","3"
"3","2006","indirect migration background","West Germany","67","0.0748236726653861","0.0563475375817106","0.0932998077490616","3"
"4","2006","direct migration background","West Germany","234","0.114309558105878","0.101179676945745","0.127439439266011","4"
"4","2006","no migration background","East Germany","531","0.106564710366994","0.0981169922890996","0.115012428444889","4"
"4","2006","no migration background","West Germany","1420","0.101525219707185","0.0964537283681359","0.106596711046234","4"
"4","2006","indirect migration background","West Germany","59","0.0731765786960583","0.0548886755701455","0.0914644818219711","4"
"4","2006","direct migration background","East Germany","15","","","","4"
"4","2006","indirect migration background","East Germany","2","","","","4"
"5","2006","indirect migration background","West Germany","180","0.241438568265508","0.211386244116815","0.271490892414201","5"
"5","2006","indirect migration background","East Germany","11","","","","5"
"5","2006","direct migration background","West Germany","417","0.183656033080843","0.167678205259876","0.19963386090181","5"
"5","2006","no migration background","East Germany","1360","0.26713182445092","0.255018121973169","0.279245526928671","5"
"5","2006","no migration background","West Germany","3150","0.234779792978768","0.227662426212143","0.241897159745393","5"
"5","2006","direct migration background","East Germany","21","","","","5"
"6","2006","direct migration background","East Germany","16","","","","6"
"6","2006","no migration background","East Germany","651","0.122403996437674","0.113430818634375","0.131377174240974","6"
"6","2006","direct migration background","West Germany","250","0.1089896186917","0.0961304618911899","0.12184877549221","6"
"6","2006","no migration background","West Germany","1601","0.112693954303252","0.107384097576585","0.118003811029919","6"
"6","2006","indirect migration background","West Germany","95","0.127960321862373","0.104502637026137","0.151418006698609","6"
"6","2006","indirect migration background","East Germany","1","","","","6"
"7","2006","indirect migration background","West Germany","128","0.168396208243098","0.142117516122481","0.194674900363716","7"
"7","2006","indirect migration background","East Germany","5","","","","7"
"7","2006","no migration background","East Germany","659","0.116236558662118","0.107461691633653","0.125011425690582","7"
"7","2006","direct migration background","West Germany","235","0.100330744864514","0.0879331625272311","0.112728327201798","7"
"7","2006","direct migration background","East Germany","11","","","","7"
"7","2006","no migration background","West Germany","1715","0.119363013932843","0.113918875968986","0.1248071518967","7"
"8","2006","direct migration background","East Germany","7","","","","8"
"8","2006","no migration background","West Germany","1171","0.0831523024324318","0.0785158958640782","0.0877887090007854","8"
"8","2006","direct migration background","West Germany","183","0.0812274726132145","0.0699546151966701","0.0925003300297589","8"
"8","2006","no migration background","East Germany","427","0.0856659882873417","0.0780037119879841","0.0933282645866992","8"
"8","2006","indirect migration background","West Germany","93","0.110814461187521","0.0887713050321269","0.132857617342914","8"
"8","2006","indirect migration background","East Germany","8","","","","8"
"9","2006","no migration background","West Germany","283","0.0180332502127025","0.0157987460447491","0.0202677543806559","9"
"9","2006","no migration background","East Germany","97","0.0206301706460544","0.0167385909683556","0.0245217503237532","9"
"9","2006","direct migration background","West Germany","51","0.0284240716486921","0.0215666625223696","0.0352814807750146","9"
"9","2006","direct migration background","East Germany","2","","","","9"
"9","2006","indirect migration background","West Germany","36","0.0408254610138648","0.0269293353759904","0.0547215866517392","9"
"9","2006","indirect migration background","East Germany","1","","","","9"
"0 Not at all Willing to take risks","2007","direct migration background","West Germany","","","","","0"
"0 Not at all Willing to take risks","2007","direct migration background","East Germany","","","","","0"
"0 Not at all Willing to take risks","2007","indirect migration background","West Germany","","","","","0"
"0 Not at all Willing to take risks","2007","indirect migration background","East Germany","","","","","0"
"0 Not at all Willing to take risks","2007","no migration background","West Germany","","","","","0"
"0 Not at all Willing to take risks","2007","no migration background","East Germany","","","","","0"
"1","2007","indirect migration background","West Germany","","","","","1"
"1","2007","no migration background","East Germany","","","","","1"
"1","2007","direct migration background","West Germany","","","","","1"
"1","2007","direct migration background","East Germany","","","","","1"
"1","2007","no migration background","West Germany","","","","","1"
"1","2007","indirect migration background","East Germany","","","","","1"
"10 Very willing to take risks","2007","indirect migration background","East Germany","","","","","10"
"10 Very willing to take risks","2007","indirect migration background","West Germany","","","","","10"
"10 Very willing to take risks","2007","no migration background","East Germany","","","","","10"
"10 Very willing to take risks","2007","direct migration background","West Germany","","","","","10"
"10 Very willing to take risks","2007","no migration background","West Germany","","","","","10"
"10 Very willing to take risks","2007","direct migration background","East Germany","","","","","10"
"2","2007","indirect migration background","East Germany","","","","","2"
"2","2007","direct migration background","West Germany","","","","","2"
"2","2007","direct migration background","East Germany","","","","","2"
"2","2007","indirect migration background","West Germany","","","","","2"
"2","2007","no migration background","East Germany","","","","","2"
"2","2007","no migration background","West Germany","","","","","2"
"3","2007","indirect migration background","East Germany","","","","","3"
"3","2007","indirect migration background","West Germany","","","","","3"
"3","2007","no migration background","East Germany","","","","","3"
"3","2007","direct migration background","West Germany","","","","","3"
"3","2007","direct migration background","East Germany","","","","","3"
"3","2007","no migration background","West Germany","","","","","3"
"4","2007","direct migration background","West Germany","","","","","4"
"4","2007","direct migration background","East Germany","","","","","4"
"4","2007","no migration background","East Germany","","","","","4"
"4","2007","no migration background","West Germany","","","","","4"
"4","2007","indirect migration background","West Germany","","","","","4"
"4","2007","indirect migration background","East Germany","","","","","4"
"5","2007","indirect migration background","East Germany","","","","","5"
"5","2007","direct migration background","West Germany","","","","","5"
"5","2007","indirect migration background","West Germany","","","","","5"
"5","2007","no migration background","East Germany","","","","","5"
"5","2007","no migration background","West Germany","","","","","5"
"5","2007","direct migration background","East Germany","","","","","5"
"6","2007","direct migration background","West Germany","","","","","6"
"6","2007","no migration background","East Germany","","","","","6"
"6","2007","direct migration background","East Germany","","","","","6"
"6","2007","no migration background","West Germany","","","","","6"
"6","2007","indirect migration background","West Germany","","","","","6"
"6","2007","indirect migration background","East Germany","","","","","6"
"7","2007","indirect migration background","East Germany","","","","","7"
"7","2007","indirect migration background","West Germany","","","","","7"
"7","2007","no migration background","East Germany","","","","","7"
"7","2007","no migration background","West Germany","","","","","7"
"7","2007","direct migration background","West Germany","","","","","7"
"7","2007","direct migration background","East Germany","","","","","7"
"8","2007","no migration background","East Germany","","","","","8"
"8","2007","direct migration background","West Germany","","","","","8"
"8","2007","direct migration background","East Germany","","","","","8"
"8","2007","no migration background","West Germany","","","","","8"
"8","2007","indirect migration background","West Germany","","","","","8"
"8","2007","indirect migration background","East Germany","","","","","8"
"9","2007","indirect migration background","East Germany","","","","","9"
"9","2007","no migration background","West Germany","","","","","9"
"9","2007","indirect migration background","West Germany","","","","","9"
"9","2007","no migration background","East Germany","","","","","9"
"9","2007","direct migration background","West Germany","","","","","9"
"9","2007","direct migration background","East Germany","","","","","9"
"0 Not at all Willing to take risks","2008","no migration background","West Germany","524","0.0482172915624471","0.0443913967221108","0.0520431864027833","0"
"0 Not at all Willing to take risks","2008","no migration background","East Germany","179","0.0419415549439527","0.0361880346570511","0.0476950752308544","0"
"0 Not at all Willing to take risks","2008","direct migration background","West Germany","137","0.0742568979965176","0.0622476016237229","0.0862661943693124","0"
"0 Not at all Willing to take risks","2008","direct migration background","East Germany","7","","","","0"
"0 Not at all Willing to take risks","2008","indirect migration background","West Germany","26","","","","0"
"0 Not at all Willing to take risks","2008","indirect migration background","East Germany","","","","","0"
"1","2008","indirect migration background","West Germany","30","0.0383251978545113","0.0243795490997568","0.0522708466092659","1"
"1","2008","no migration background","East Germany","211","0.0450677487945504","0.0391133955425802","0.0510221020465205","1"
"1","2008","no migration background","West Germany","652","0.0585060915919078","0.0543145670035294","0.0626976161802862","1"
"1","2008","direct migration background","West Germany","148","0.070186446226301","0.0584852979768731","0.0818875944757289","1"
"1","2008","direct migration background","East Germany","5","","","","1"
"1","2008","indirect migration background","East Germany","3","","","","1"
"10 Very willing to take risks","2008","no migration background","East Germany","41","0.00924359125139291","0.00649684086132885","0.011990341641457","10"
"10 Very willing to take risks","2008","indirect migration background","West Germany","21","","","","10"
"10 Very willing to take risks","2008","indirect migration background","East Germany","1","","","","10"
"10 Very willing to take risks","2008","direct migration background","West Germany","32","0.0159715139606847","0.0102292811422891","0.0217137467790804","10"
"10 Very willing to take risks","2008","no migration background","West Germany","133","0.0127703596006741","0.0107650872115191","0.0147756319898291","10"
"10 Very willing to take risks","2008","direct migration background","East Germany","1","","","","10"
"2","2008","no migration background","East Germany","577","0.115498326313097","0.106324456805808","0.124672195820387","2"
"2","2008","direct migration background","West Germany","230","0.131021694872747","0.115566304021188","0.146477085724306","2"
"2","2008","direct migration background","East Germany","7","","","","2"
"2","2008","no migration background","West Germany","1483","0.124752843668577","0.118851467497085","0.130654219840069","2"
"2","2008","indirect migration background","West Germany","65","0.106260963380234","0.0838750592481033","0.128646867512365","2"
"2","2008","indirect migration background","East Germany","7","","","","2"
"3","2008","indirect migration background","East Germany","4","","","","3"
"3","2008","no migration background","West Germany","1873","0.153696167001578","0.147255106330969","0.160137227672187","3"
"3","2008","no migration background","East Germany","701","0.148806477736911","0.138591428677238","0.159021526796585","3"
"3","2008","direct migration background","West Germany","231","0.11556363363595","0.1009200352622","0.130207232009701","3"
"3","2008","direct migration background","East Germany","13","","","","3"
"3","2008","indirect migration background","West Germany","97","0.125891670514089","0.10179463992632","0.149988701101859","3"
"4","2008","direct migration background","West Germany","170","0.092809849885938","0.0795190806638522","0.106100619108024","4"
"4","2008","direct migration background","East Germany","8","","","","4"
"4","2008","indirect migration background","East Germany","2","","","","4"
"4","2008","no migration background","East Germany","557","0.124223562712445","0.114756527297505","0.133690598127385","4"
"4","2008","no migration background","West Germany","1396","0.114553380330775","0.108865533870866","0.120241226790684","4"
"4","2008","indirect migration background","West Germany","58","0.0653458902070939","0.0473937182015338","0.0832980622126541","4"
"5","2008","indirect migration background","East Germany","5","","","","5"
"5","2008","no migration background","West Germany","2399","0.199023134985915","0.191892561085433","0.206153708886396","5"
"5","2008","no migration background","East Germany","979","0.216242702489783","0.204426527547506","0.228058877432061","5"
"5","2008","direct migration background","West Germany","323","0.185634387583362","0.167825251721553","0.20344352344517","5"
"5","2008","indirect migration background","West Germany","128","0.22098239408145","0.190842975161184","0.251121813001717","5"
"5","2008","direct migration background","East Germany","13","","","","5"
"6","2008","indirect migration background","East Germany","3","","","","6"
"6","2008","no migration background","East Germany","510","0.0986611782674763","0.0901019901677396","0.107220366367213","6"
"6","2008","direct migration background","West Germany","180","0.113588785479637","0.0990546478686585","0.128122923090616","6"
"6","2008","direct migration background","East Germany","7","","","","6"
"6","2008","indirect migration background","West Germany","89","0.120374352550299","0.096737027616679","0.144011677483919","6"
"6","2008","no migration background","West Germany","1242","0.101128852847679","0.0957443082527348","0.106513397442623","6"
"7","2008","no migration background","West Germany","1273","0.0998781425443688","0.0945232766373124","0.105233008451425","7"
"7","2008","no migration background","East Germany","493","0.112797888673597","0.103718070494707","0.121877706852487","7"
"7","2008","indirect migration background","West Germany","93","0.131984435651211","0.107397323765169","0.156571547537253","7"
"7","2008","indirect migration background","East Germany","9","","","","7"
"7","2008","direct migration background","West Germany","192","0.106778525109942","0.0926327921368289","0.120924258083055","7"
"7","2008","direct migration background","East Germany","10","","","","7"
"8","2008","indirect migration background","West Germany","95","0.0936815996744413","0.0725150559047902","0.114848143444092","8"
"8","2008","indirect migration background","East Germany","8","","","","8"
"8","2008","no migration background","West Germany","840","0.0673549195736144","0.0628787597956846","0.0718310793515443","8"
"8","2008","no migration background","East Germany","337","0.0706721680312384","0.0633164671151037","0.0780278689473731","8"
"8","2008","direct migration background","West Germany","141","0.0630046905775075","0.0518756155871293","0.0741337655678856","8"
"8","2008","direct migration background","East Germany","5","","","","8"
"9","2008","no migration background","West Germany","229","0.0201188162924655","0.0176112603010125","0.0226263722839186","9"
"9","2008","direct migration background","West Germany","47","0.0311835746714126","0.0232222082160007","0.0391449411268245","9"
"9","2008","no migration background","East Germany","78","0.0168448007855551","0.0131511199764115","0.0205384815946987","9"
"9","2008","direct migration background","East Germany","4","","","","9"
"9","2008","indirect migration background","West Germany","26","","","","9"
"9","2008","indirect migration background","East Germany","1","","","","9"
"0 Not at all Willing to take risks","2009","direct migration background","West Germany","233","0.154237120199821","0.136461888783066","0.172012351616576","0"
"0 Not at all Willing to take risks","2009","no migration background","West Germany","1032","0.0978964346484747","0.092403809027413","0.103389060269536","0"
"0 Not at all Willing to take risks","2009","no migration background","East Germany","316","0.0795953082999173","0.0716240221891828","0.0875665944106518","0"
"0 Not at all Willing to take risks","2009","direct migration background","East Germany","7","","","","0"
"0 Not at all Willing to take risks","2009","indirect migration background","West Germany","33","0.0496405727217095","0.0332185824772006","0.0660625629662185","0"
"0 Not at all Willing to take risks","2009","indirect migration background","East Germany","1","","","","0"
"1","2009","indirect migration background","West Germany","37","0.0376546795056327","0.0232621078058521","0.0520472512054132","1"
"1","2009","no migration background","East Germany","309","0.0700818967709586","0.062563581629514","0.0776002119124033","1"
"1","2009","direct migration background","West Germany","147","0.0897173826580703","0.0756529272000758","0.103781838116065","1"
"1","2009","direct migration background","East Germany","4","","","","1"
"1","2009","no migration background","West Germany","854","0.078665842622487","0.0736899609200111","0.083641724324963","1"
"1","2009","indirect migration background","East Germany","2","","","","1"
"10 Very willing to take risks","2009","indirect migration background","West Germany","8","","","","10"
"10 Very willing to take risks","2009","indirect migration background","East Germany","","","","","10"
"10 Very willing to take risks","2009","no migration background","West Germany","38","0.00357009968401381","0.00246771820522086","0.00467248116280675","10"
"10 Very willing to take risks","2009","no migration background","East Germany","11","","","","10"
"10 Very willing to take risks","2009","direct migration background","West Germany","6","","","","10"
"10 Very willing to take risks","2009","direct migration background","East Germany","","","","","10"
"2","2009","direct migration background","West Germany","212","0.126214282152018","0.109870475300662","0.142558089003375","2"
"2","2009","indirect migration background","East Germany","5","","","","2"
"2","2009","no migration background","West Germany","1672","0.144359429464554","0.137863569949141","0.150855288979966","2"
"2","2009","no migration background","East Germany","660","0.141935340483388","0.131657531769602","0.152213149197173","2"
"2","2009","direct migration background","East Germany","14","","","","2"
"2","2009","indirect migration background","West Germany","64","0.0832325945104942","0.0623473409216067","0.104117848099382","2"
"3","2009","no migration background","West Germany","1865","0.156819190079024","0.150098276341363","0.163540103816686","3"
"3","2009","no migration background","East Germany","715","0.159041493672706","0.148270946734794","0.169812040610619","3"
"3","2009","direct migration background","West Germany","269","0.14941043523955","0.131865693079167","0.166955177399934","3"
"3","2009","direct migration background","East Germany","13","","","","3"
"3","2009","indirect migration background","West Germany","93","0.123504285055864","0.0986283527624021","0.148380217349325","3"
"3","2009","indirect migration background","East Germany","3","","","","3"
"4","2009","indirect migration background","East Germany","4","","","","4"
"4","2009","direct migration background","West Germany","169","0.109342901120868","0.0939844626324993","0.124701339609237","4"
"4","2009","no migration background","East Germany","520","0.118455875986289","0.108938974303767","0.127972777668811","4"
"4","2009","indirect migration background","West Germany","83","0.11811141231975","0.093709927876461","0.142512896763038","4"
"4","2009","no migration background","West Germany","1298","0.110925222613974","0.10512088506844","0.116729560159508","4"
"4","2009","direct migration background","East Germany","9","","","","4"
"5","2009","no migration background","West Germany","2197","0.20309924301787","0.195663495527809","0.210534990507931","5"
"5","2009","no migration background","East Germany","1005","0.221839440011242","0.209603164732509","0.234075715289976","5"
"5","2009","direct migration background","West Germany","269","0.176341796125512","0.157585475686364","0.195098116564661","5"
"5","2009","indirect migration background","West Germany","168","0.284399133937631","0.250290602735716","0.318507665139547","5"
"5","2009","indirect migration background","East Germany","9","","","","5"
"5","2009","direct migration background","East Germany","16","","","","5"
"6","2009","indirect migration background","East Germany","8","","","","6"
"6","2009","indirect migration background","West Germany","86","0.138269497105966","0.112171187483308","0.164367806728624","6"
"6","2009","no migration background","West Germany","1047","0.0932910805145671","0.08791553718643","0.0986666238427042","6"
"6","2009","no migration background","East Germany","394","0.0842537414438827","0.0760732870993779","0.0924341957883874","6"
"6","2009","direct migration background","East Germany","4","","","","6"
"6","2009","direct migration background","West Germany","115","0.0884555277262956","0.07448065313262","0.102430402319971","6"
"7","2009","no migration background","West Germany","815","0.0706876388093349","0.065950447153379","0.0754248304652908","7"
"7","2009","no migration background","East Germany","340","0.0808707975072328","0.0728414658674134","0.0889001291470521","7"
"7","2009","direct migration background","West Germany","103","0.0624819387672638","0.0505705179089699","0.0743933596255577","7"
"7","2009","direct migration background","East Germany","5","","","","7"
"7","2009","indirect migration background","West Germany","59","0.0868435145555252","0.0655520883327496","0.108134940778301","7"
"7","2009","indirect migration background","East Germany","2","","","","7"
"8","2009","direct migration background","West Germany","53","0.0294345064924828","0.021116154335024","0.0377528586499416","8"
"8","2009","direct migration background","East Germany","3","","","","8"
"8","2009","indirect migration background","West Germany","33","0.0504552526291893","0.033906153215355","0.0670043520430237","8"
"8","2009","no migration background","East Germany","142","0.0372151311833998","0.0316404548644798","0.0427898075023198","8"
