"plh0204_h","year","sex","n","percent","lower_confidence","upper_confidence"
"3","2008","Female","1685","0.158118715810969","0.151022177067189","0.165215254554748"
"4","2008","Male","985","0.107967848103855","0.10163838142361","0.114297314784101"
"4","2008","Female","1206","0.114141113126563","0.107956210929627","0.120326015323498"
"5","2008","Male","1850","0.20508325129559","0.196848403777856","0.213318098813323"
"5","2008","Female","1997","0.197505921333614","0.189762364502627","0.205249478164601"
"6","2008","Male","1109","0.118186810501993","0.111602619171313","0.124771001832673"
"6","2008","Female","922","0.0887199277300303","0.0831894068307713","0.0942504486292894"
"7","2008","Male","1232","0.131545735766466","0.124652208395446","0.138439263137486"
"7","2008","Female","838","0.0795291735955718","0.074266605111764","0.0847917420793796"
"8","2008","Male","920","0.0907910994579803","0.084931295077833","0.0966509038381275"
"8","2008","Female","506","0.0483839840831719","0.0442103805040841","0.0525575876622597"
"9","2008","Male","254","0.0294817975895126","0.0260318820425214","0.0329317131365039"
"9","2008","Female","131","0.0138530408750907","0.0115796564032759","0.0161264253469055"
"10 Very willing to take risks","2008","Male","145","0.0152606400805438","0.0127604290638879","0.0177608510971998"
"10 Very willing to take risks","2008","Female","84","0.0102935288944524","0.00833032747046854","0.0122567303184362"
"0 Not at all Willing to take risks","2009","Male","556","0.0671356848273213","0.0618499271622109","0.0724214424924317"
"0 Not at all Willing to take risks","2009","Female","1066","0.128548561649258","0.121796081582182","0.135301041716335"
"1","2009","Male","485","0.0555672735265218","0.0507287110358554","0.0604058360171882"
"1","2009","Female","868","0.0956893238503395","0.0897546251310374","0.101624022569642"
"2","2009","Male","1037","0.11549139594058","0.108740721833263","0.122242070047896"
"2","2009","Female","1590","0.161579111873973","0.154153508341474","0.169004715406472"
"3","2009","Male","1338","0.149804185463025","0.142266417722858","0.157341953203191"
"3","2009","Female","1620","0.158886628569653","0.151511339481082","0.166261917658224"
"4","2009","Male","1004","0.118854414210258","0.112019189616455","0.125689638804062"
"4","2009","Female","1079","0.106649456525031","0.100422176707327","0.112876736342735"
"5","2009","Male","1839","0.215977013317708","0.207285618876695","0.224668407758721"
"5","2009","Female","1825","0.199434906604169","0.191373570726562","0.207496242481776"
"6","2009","Male","985","0.117115494081916","0.110323763941563","0.123907224222268"
"6","2009","Female","669","0.0708819824185938","0.0657045853531275","0.0760593794840602"
"7","2009","Male","846","0.0977855034799868","0.0915119524497593","0.104059054510214"
"7","2009","Female","478","0.0477443952774297","0.0434426363193544","0.0520461542355051"
"8","2009","Male","409","0.04799800494528","0.0434830666556914","0.0525129432348686"
"8","2009","Female","192","0.0229673695537864","0.019945203884207","0.0259895352233658"
"9","2009","Male","74","0.00954752050083374","0.00749360100163432","0.0116014400000332"
"9","2009","Female","26","","",""
"10 Very willing to take risks","2009","Male","38","0.00472350970657","0.0032753196031994","0.00617169980994059"
"10 Very willing to take risks","2009","Female","25","","",""
"0 Not at all Willing to take risks","2010","Male","407","0.0423206688000454","0.0385447461407395","0.0460965914593514"
"0 Not at all Willing to take risks","2010","Female","985","0.0884115130844923","0.0835439232792811","0.0932791028897035"
"1","2010","Male","382","0.0380837323676443","0.0344938918187113","0.0416735729165773"
"1","2010","Female","859","0.0800327614592606","0.075380327389761","0.0846851955287602"
"2","2010","Male","977","0.0922725829794229","0.0868444455153387","0.0977007204435071"
"2","2010","Female","1911","0.156926255855917","0.150689758621805","0.163162753090029"
"3","2010","Male","1454","0.142747928735347","0.136186839400612","0.149309018070082"
"3","2010","Female","2113","0.163910275701865","0.15756296615172","0.17025758525201"
"4","2010","Male","1025","0.10011346128258","0.094483869710223","0.105743052854938"
"4","2010","Female","1340","0.0948019374814814","0.0897791990746693","0.0998246758882935"
"5","2010","Male","2256","0.205452557803376","0.197874595073148","0.213030520533604"
"5","2010","Female","2717","0.197537523161637","0.190711035423837","0.204364010899437"
"6","2010","Male","1372","0.121225454832055","0.115103749553561","0.12734716011055"
"6","2010","Female","1192","0.0822358212196924","0.077525438298107","0.0869462041412778"
"7","2010","Male","1536","0.130348351044807","0.124033513171424","0.136663188918189"
"7","2010","Female","1036","0.0762136818201433","0.0716641953307812","0.0807631683095055"
"8","2010","Male","1064","0.0903612347690584","0.0849839587427047","0.0957385107954121"
"8","2010","Female","650","0.0415683025684016","0.0381459726422983","0.0449906324945049"
"9","2010","Male","245","0.02072920882351","0.0180569437492568","0.0234014738977633"
"9","2010","Female","128","0.00925982493354481","0.00761756680333516","0.0109020830637545"
"10 Very willing to take risks","2010","Male","202","0.0163448185621536","0.0139666191588307","0.0187230179654765"
"10 Very willing to take risks","2010","Female","136","0.0091021027135651","0.00747376131318007","0.0107304441139501"
"0 Not at all Willing to take risks","2011","Male","325","0.0341499405502712","0.0305591717382218","0.0377407093623205"
"0 Not at all Willing to take risks","2011","Female","697","0.0718788573867927","0.0670466146499777","0.0767111001236077"
"1","2011","Male","337","0.0336472801293766","0.0300821085842847","0.0372124516744686"
"1","2011","Female","712","0.070244852156436","0.0654636470599086","0.0750260572529634"
"2","2011","Male","814","0.083026663691838","0.0775712867956092","0.0884820405880667"
"2","2011","Female","1408","0.133077614459913","0.126723011235009","0.139432217684816"
"3","2011","Male","1141","0.112156044292864","0.105917011390512","0.118395077195215"
"3","2011","Female","1650","0.149606451621894","0.142933300407523","0.156279602836265"
"4","2011","Male","987","0.0989900327404521","0.0930853285626712","0.104894736918233"
"4","2011","Female","1214","0.103641675831013","0.0979393258587524","0.109344025803274"
"5","2011","Male","2245","0.231329949590096","0.222992686147974","0.239667213032219"
"5","2011","Female","2450","0.216754876006937","0.20904621204015","0.224463539973724"
"6","2011","Male","1233","0.123269310234254","0.116769537068987","0.12976908339952"
"6","2011","Female","1150","0.0999574699477884","0.0943458923862004","0.105569047509376"
"7","2011","Male","1450","0.146486679202418","0.139495638483196","0.15347771992164"
"7","2011","Female","947","0.087240287534089","0.0819609114324873","0.0925196636356907"
"8","2011","Male","945","0.0999447829966477","0.0940148162981977","0.105874749695098"
"8","2011","Female","560","0.0509722715987293","0.0468574380534226","0.055087105144036"
"9","2011","Male","226","0.0228475166093859","0.0198933275603872","0.0258017056583846"
"9","2011","Female","99","0.00935302351729431","0.00755215793127332","0.0111538891033153"
"10 Very willing to take risks","2011","Male","124","0.0141517999623974","0.0118164687841827","0.0164871311406122"
"10 Very willing to take risks","2011","Female","88","0.00727261993911311","0.00568295252176302","0.00886228735646321"
"0 Not at all Willing to take risks","2012","Male","289","0.025227609974736","0.0224865515212911","0.0279686684281809"
"0 Not at all Willing to take risks","2012","Female","693","0.0557865885035561","0.0521248353364659","0.0594483416706462"
"1","2012","Male","294","0.0258089228518436","0.0230372903424176","0.0285805553612695"
"1","2012","Female","723","0.0527248016821917","0.0491591850881196","0.0562904182762638"
"2","2012","Male","873","0.0695889502218739","0.0651412428545022","0.0740366575892455"
"2","2012","Female","1701","0.117452127871502","0.112315375120514","0.122588880622491"
"3","2012","Male","1335","0.10015703018189","0.0949095269285626","0.105404533435218"
"3","2012","Female","2155","0.140823444546855","0.135273766720915","0.146373122372794"
"4","2012","Male","1221","0.0936490877692532","0.0885566163884245","0.0987415591500818"
"4","2012","Female","1615","0.110157762355193","0.105162559353437","0.115152965356949"
"5","2012","Male","2735","0.23069299133056","0.223329298263342","0.238056684397779"
"5","2012","Female","3537","0.224895589632999","0.218234279483102","0.231556899782896"
"6","2012","Male","1688","0.12758408064579","0.121752468009234","0.133415693282346"
"6","2012","Female","1663","0.10681048499101","0.101882517511779","0.11173845247024"
"7","2012","Male","2018","0.157304300984879","0.150940240178683","0.163668361791075"
"7","2012","Female","1623","0.106315014378901","0.101397126610858","0.111232902146945"
"8","2012","Male","1459","0.120376267140094","0.114688424950069","0.126064109330119"
"8","2012","Female","971","0.0618984404838445","0.0580538165603859","0.0657430644073032"
"9","2012","Male","411","0.032171387948707","0.0290870442946594","0.0352557316027545"
"9","2012","Female","232","0.0132094221104588","0.0113878620821214","0.0150309821387963"
"10 Very willing to take risks","2012","Male","250","0.0174393709503728","0.0151512776995266","0.019727464201219"
"10 Very willing to take risks","2012","Female","178","0.00992632344348947","0.00834464917411933","0.0115079977128596"
"0 Not at all Willing to take risks","2013","Male","495","0.039958199008679","0.0363344260231879","0.04358197199417"
"0 Not at all Willing to take risks","2013","Female","974","0.0786035088685204","0.0739154545522746","0.0832915631847663"
"1","2013","Male","449","0.0374239292816616","0.033912328142206","0.0409355304211172"
"1","2013","Female","1031","0.0809115951722185","0.0761611707135411","0.0856620196308958"
"2","2013","Male","1120","0.0975193901496978","0.0920305903934416","0.103008189905954"
"2","2013","Female","1744","0.13612319620535","0.130149538048643","0.142096854362057"
"3","2013","Male","1353","0.126698146133542","0.120543823215163","0.132852469051921"
"3","2013","Female","1841","0.146242973175109","0.140087619091002","0.152398327259217"
"4","2013","Male","937","0.0866897581240385","0.0814837358924178","0.0918957803556593"
"4","2013","Female","1132","0.0932039927182729","0.0881396807688126","0.0982683046677331"
"5","2013","Male","2131","0.190929217573189","0.18365740939396","0.198201025752417"
"5","2013","Female","2454","0.195824320037857","0.188911469419978","0.202737170655737"
"6","2013","Male","1268","0.117079951246147","0.111131349221362","0.123028553270931"
"6","2013","Female","1103","0.0906443246502139","0.0856429937361246","0.0956456555643031"
"7","2013","Male","1575","0.143316025686541","0.136833105747267","0.149798945625815"
"7","2013","Female","1168","0.0908303904020492","0.0858244412185052","0.0958363395855933"
"8","2013","Male","1212","0.101201111011764","0.0956210767896431","0.106781145233885"
"8","2013","Female","814","0.061925618067055","0.0577270402780398","0.0661241958560702"
"9","2013","Male","403","0.0395969453804435","0.0359889118289433","0.0432049789319437"
"9","2013","Female","226","0.0148032851562625","0.0126995603833501","0.0169070099291749"
"10 Very willing to take risks","2013","Male","279","0.0195873264042974","0.0170234032912845","0.0221512495173103"
"10 Very willing to take risks","2013","Female","172","0.0108867955470909","0.00907911608258596","0.0126944750115958"
"0 Not at all Willing to take risks","2014","Male","502","0.0390994269594527","0.0356882115757238","0.0425106423431816"
"0 Not at all Willing to take risks","2014","Female","1023","0.0741051395560594","0.0698595808311719","0.078350698280947"
"1","2014","Male","392","0.0294777949548","0.0265010957317162","0.0324544941778838"
"1","2014","Female","840","0.0650538853815115","0.0610566496432093","0.0690511211198137"
"2","2014","Male","924","0.0721097451369247","0.0675574542395381","0.0766620360343113"
"2","2014","Female","1707","0.116901398400461","0.11169371824781","0.122109078553113"
"3","2014","Male","1302","0.109338017691502","0.103846065163653","0.114829970219351"
"3","2014","Female","1906","0.127420572309642","0.122016114740063","0.132825029879221"
"4","2014","Male","1042","0.0861220225954075","0.0811847633074357","0.0910592818833793"
"4","2014","Female","1424","0.101531736909821","0.0966364051518981","0.106427068667744"
"5","2014","Male","2394","0.197664739811158","0.190656204577324","0.204673275044992"
"5","2014","Female","3075","0.209153735416848","0.202561864451762","0.215745606381935"
"6","2014","Male","1670","0.134644930169463","0.128637663750649","0.140652196588278"
"6","2014","Female","1577","0.106243787105652","0.101249296973887","0.111238277237416"
"7","2014","Male","2005","0.162077036444747","0.155591476033973","0.16856259685552"
"7","2014","Female","1566","0.10345733379335","0.098521097132189","0.108393570454511"
"8","2014","Male","1507","0.12223972972603","0.116475001076787","0.128004458375272"
"8","2014","Female","1032","0.0655167537982067","0.0615063158939493","0.0695271917024641"
"9","2014","Male","381","0.0251153377593941","0.0223615475625011","0.027869127956287"
"9","2014","Female","273","0.0163104467929406","0.0142574332722292","0.0183634603136521"
"10 Very willing to take risks","2014","Male","284","0.0221112187511216","0.0195233884626288","0.0246990490396145"
"10 Very willing to take risks","2014","Female","200","0.0143052105355075","0.0123805762929829","0.0162298447780321"
"0 Not at all Willing to take risks","2015","Male","374","0.0294205148422931","0.0264425368480874","0.0323984928364988"
"0 Not at all Willing to take risks","2015","Female","870","0.0643942859877859","0.060402290689435","0.0683862812861367"
"1","2015","Male","405","0.0304313286731062","0.0274042023775074","0.0334584549687049"
"1","2015","Female","867","0.0600457392169467","0.0561819415079048","0.0639095369259887"
"2","2015","Male","924","0.0697788043211112","0.0652889146073813","0.074268694034841"
"2","2015","Female","1705","0.112719950575856","0.107576546136019","0.117863355015692"
"3","2015","Male","1275","0.109706371562028","0.104198759345263","0.115213983778793"
"3","2015","Female","1940","0.142061611415811","0.136383729697505","0.147739493134118"
"4","2015","Male","1113","0.088620103145811","0.0836117303926564","0.0936284758989657"
"4","2015","Female","1443","0.105708170751838","0.100707666135713","0.110708675367963"
"5","2015","Male","2263","0.196067683688685","0.18907097892339","0.20306438845398"
"5","2015","Female","2770","0.18564902515836","0.179325313355071","0.191972736961649"
"6","2015","Male","1638","0.135701475174278","0.129666090349868","0.141736859998688"
"6","2015","Female","1587","0.115517345067128","0.11031872376389","0.120715966370366"
"7","2015","Male","2021","0.162606549678027","0.15610353710816","0.169109562247894"
"7","2015","Female","1650","0.109832589430528","0.104747233221159","0.114917945639897"
"8","2015","Male","1531","0.120147474647833","0.114417627163837","0.125877322131828"
"8","2015","Female","1130","0.0718357524245405","0.0676362033306239","0.0760353015184572"
"9","2015","Male","483","0.037710996254226","0.0343538708791722","0.0410681216292798"
"9","2015","Female","318","0.017173622472255","0.0150606721813241","0.0192865727631858"
"10 Very willing to take risks","2015","Male","342","0.0198086980126019","0.0173530609245484","0.0222643351006553"
"10 Very willing to take risks","2015","Female","243","0.0150619074989522","0.0130809991726679","0.0170428158252364"
"0 Not at all Willing to take risks","2016","Male","902","0.0301151540010947","0.0272614584914528","0.0329688495107367"
"0 Not at all Willing to take risks","2016","Female","1142","0.0602951360942837","0.0564560829295496","0.0641341892590178"
"1","2016","Male","465","0.0344507704635965","0.0314053891321619","0.037496151795031"
"1","2016","Female","881","0.0639792504586174","0.0600324100931328","0.067926090824102"
"2","2016","Male","1005","0.0774623565575169","0.0729986832503919","0.0819260298646418"
"2","2016","Female","1673","0.1195514631203","0.114318873384063","0.124784052856537"
"3","2016","Male","1294","0.105656041458518","0.100523240099775","0.11078884281726"
"3","2016","Female","1758","0.129043225240485","0.123636265267727","0.134450185213243"
"4","2016","Male","1032","0.0892937216260849","0.0845321027831524","0.0940553404690173"
"4","2016","Female","1312","0.0977056504299894","0.0929169109808672","0.102494389879112"
"5","2016","Male","2425","0.175070882476605","0.168725317758146","0.181416447195063"
"5","2016","Female","2792","0.18594180045781","0.179666948374946","0.192216652540674"
"6","2016","Male","1696","0.137571313336104","0.131819821079694","0.143322805592513"
"6","2016","Female","1592","0.114524034129573","0.109388046642987","0.119660021616159"
"7","2016","Male","2088","0.165705775441778","0.159497321807326","0.17191422907623"
"7","2016","Female","1676","0.112987096468114","0.107881263042184","0.118092929894044"
"8","2016","Male","1719","0.126868925656885","0.121311516730038","0.132426334583732"
"8","2016","Female","1227","0.0797265667033287","0.0753579169978181","0.0840952164088394"
"9","2016","Male","508","0.0361953255162244","0.0330766100190029","0.039314041013446"
"9","2016","Female","368","0.0218679857863859","0.019509189814635","0.0242267817581368"
"10 Very willing to take risks","2016","Male","644","0.0216097334655938","0.0191818056663195","0.024037661264868"
"10 Very willing to take risks","2016","Female","347","0.0143777911111129","0.0124578470544535","0.0162977351677724"
"0 Not at all Willing to take risks","2017","Male","1172","0.0267653086277157","0.0242279866229936","0.0293026306324379"
"0 Not at all Willing to take risks","2017","Female","1438","0.0529939506827999","0.049575557870697","0.0564123434949029"
"1","2017","Male","477","0.0323948985613366","0.0296115470675591","0.0351782500551141"
"1","2017","Female","1005","0.066497369523166","0.0626955416761016","0.0702991973702304"
"2","2017","Male","1214","0.0827608649807998","0.0784294034053757","0.0870923265562239"
"2","2017","Female","2123","0.141511593206861","0.136193013538922","0.146830172874799"
"3","2017","Male","1609","0.123539267498852","0.118366184931536","0.128712350066168"
"3","2017","Female","2193","0.150697134397679","0.145238094943466","0.156156173851892"
"4","2017","Male","1179","0.0861920187143081","0.0817799560993413","0.0906040813292748"
"4","2017","Female","1537","0.0977089969543755","0.0931782163535173","0.102239777555234"
"5","2017","Male","2843","0.187471487428841","0.181335738432589","0.193607236425093"
"5","2017","Female","3073","0.190575233595768","0.184582100590542","0.196568366600994"
"6","2017","Male","1881","0.130759410258228","0.125459272679243","0.136059547837213"
"6","2017","Female","1646","0.099553482147517","0.0949848138217753","0.104122150473259"
"7","2017","Male","2233","0.153806587864203","0.148135022308926","0.159478153419481"
"7","2017","Female","1669","0.104868635241069","0.100193452006715","0.109543818475423"
"8","2017","Male","1757","0.119947238533676","0.114839482452857","0.125054994614494"
"8","2017","Female","1105","0.0658919038121042","0.0621061964695828","0.0696776111546255"
"9","2017","Male","546","0.0340536799350008","0.0312024043940377","0.0369049554759639"
"9","2017","Female","335","0.0166135087774118","0.0146631017949323","0.0185639157598914"
"10 Very willing to take risks","2017","Male","632","0.0223092375970394","0.0199874430448632","0.0246310321492156"
"10 Very willing to take risks","2017","Female","374","0.0130881916612481","0.0113539427237573","0.014822440598739"
"0 Not at all Willing to take risks","2018","Male","1319","0.0365333994374034","0.0334688941073474","0.0395979047674594"
"0 Not at all Willing to take risks","2018","Female","1605","0.0751910727246578","0.0710459829704225","0.0793361624788931"
"1","2018","Male","680","0.0447687843709095","0.0413909456449672","0.0481466230968518"
"1","2018","Female","1230","0.08225133084707","0.0779325800957305","0.0865700815984095"
"2","2018","Male","1410","0.106192047232659","0.101159763608052","0.111224330857266"
"2","2018","Female","2253","0.152932353975308","0.147274737216542","0.158589970734074"
"3","2018","Male","1712","0.135752363198421","0.130157495695826","0.141347230701015"
"3","2018","Female","2245","0.153418873173159","0.147753891917234","0.159083854429083"
"4","2018","Male","1150","0.091171107814871","0.0864692803890588","0.0958729352406832"
"4","2018","Female","1420","0.0975704906190638","0.0929061454625349","0.102234835775593"
"5","2018","Male","2536","0.182225610943205","0.175920126384311","0.1885310955021"
"5","2018","Female","2775","0.183976800686871","0.177886235780251","0.19006736559349"
"6","2018","Male","1480","0.114996673945596","0.109785781640789","0.120207566250403"
"6","2018","Female","1244","0.0870551691180915","0.0826237345567221","0.0914866036794609"
"7","2018","Male","1766","0.128717007830493","0.123246916312222","0.134187099348765"
"7","2018","Female","1297","0.0789036667191405","0.0746660086484132","0.0831413247898678"
"8","2018","Male","1456","0.108153635976528","0.103080662500202","0.113226609452853"
"8","2018","Female","948","0.0631156848819641","0.0592932823026242","0.0669380874613041"
"9","2018","Male","450","0.0315442102214255","0.0286892718644351","0.0343991485784159"
"9","2018","Female","273","0.0153534577823715","0.0134207416515499","0.0172861739131931"
"10 Very willing to take risks","2018","Male","439","0.0199451590284883","0.0176614490620704","0.0222288689949062"
"10 Very willing to take risks","2018","Female","257","0.0102310994723036","0.00864929482490743","0.0118129041196998"
"0 Not at all Willing to take risks","2019","Male","808","0.0275119905033059","0.0248612110573659","0.0301627699492458"
"0 Not at all Willing to take risks","2019","Female","1011","0.0498009036898903","0.0463176178608288","0.0532841895189517"
"1","2019","Male","457","0.0247738870780709","0.022254933302696","0.0272928408534459"
"1","2019","Female","829","0.0561514632327234","0.052465127491382","0.0598377989740649"
"2","2019","Male","981","0.0740054145192328","0.0697630651429988","0.0782477638954668"
"2","2019","Female","1566","0.111412972500561","0.10637470688429","0.116451238116832"
"3","2019","Male","1341","0.10901927386809","0.10396851939021","0.11407002834597"
"3","2019","Female","1936","0.138367784091235","0.132838846956778","0.143896721225692"
"4","2019","Male","1193","0.0905593720820902","0.0859086077029252","0.0952101364612552"
"4","2019","Female","1410","0.0979474911264917","0.0931878329723597","0.102707149280624"
"5","2019","Male","2451","0.178540288409497","0.172334003474183","0.18474657334481"
"5","2019","Female","2731","0.19033835678622","0.184052302383958","0.196624411188483"
"6","2019","Male","1772","0.13287877940959","0.127377823264071","0.138379735555109"
"6","2019","Female","1657","0.116781421291932","0.111638804413105","0.121924038170759"
"7","2019","Male","2260","0.162818129837277","0.156834954242645","0.168801305431909"
"7","2019","Female","1758","0.116479560505606","0.111342716743321","0.12161640426789"
"8","2019","Male","1963","0.127354090524276","0.121951576059548","0.132756604989003"
"8","2019","Female","1312","0.0829656255617463","0.0785488523679774","0.0873823987555152"
"9","2019","Male","814","0.0443207856835895","0.0409855213765025","0.0476560499906764"
"9","2019","Female","468","0.0236400530301603","0.0212073315186483","0.0260727745416724"
"10 Very willing to take risks","2019","Male","587","0.0282179880849823","0.0255343872945933","0.0309015888753713"
"10 Very willing to take risks","2019","Female","304","0.0161143681834335","0.0140981285615638","0.0181306078053032"
