"plh0204_h","year","regtyp","sex","n","percent","lower_confidence","upper_confidence"
"0 Not at all Willing to take risks","2019","Urban Area","Female","670","0.0550064927437411","0.0503441278474065","0.0596688576400757"
"0 Not at all Willing to take risks","2019","Rural Area","Male","219","0.0234495878883058","0.0192042855163051","0.0276948902603066"
"0 Not at all Willing to take risks","2019","Rural Area","Female","301","0.043433923008998","0.037795362456521","0.0490724835614749"
"1","2019","Urban Area","Male","293","0.0245477325014068","0.0213292562382","0.0277662087646136"
"1","2019","Urban Area","Female","548","0.0573475154815456","0.0525928717296152","0.0621021592334761"
"1","2019","Rural Area","Male","146","0.025470442191923","0.0210505727844638","0.0298903115993823"
"1","2019","Rural Area","Female","259","0.0577607973412424","0.0513073256841241","0.0642142689983607"
"2","2019","Urban Area","Male","550","0.0704019298681517","0.0650810739742397","0.0757227857620638"
"2","2019","Urban Area","Female","886","0.104072207685415","0.0978278358155144","0.110316579555315"
"2","2019","Rural Area","Male","373","0.0843846682595779","0.0765866905577845","0.0921826459613713"
"2","2019","Rural Area","Female","603","0.127154654190947","0.11793889722379","0.136370411158105"
"3","2019","Urban Area","Male","800","0.110859407200558","0.10432940837611","0.117389406025006"
"3","2019","Urban Area","Female","1187","0.138656586006081","0.131589452583491","0.145723719428672"
"3","2019","Rural Area","Male","445","0.103594017969514","0.0950450557237281","0.1121429802153"
"3","2019","Rural Area","Female","663","0.141977444943382","0.132322378589762","0.151632511297001"
"4","2019","Urban Area","Male","706","0.0873729687881639","0.081499741358033","0.0932461962182948"
"4","2019","Urban Area","Female","881","0.0998318675290823","0.0937015737819597","0.105962161276205"
"4","2019","Rural Area","Male","405","0.0908528680805682","0.0827901756196476","0.0989155605414887"
"4","2019","Rural Area","Female","465","0.0981523532068453","0.0899221003383971","0.106382606075294"
"5","2019","Urban Area","Male","1493","0.180101991056058","0.172109525358294","0.188094456753821"
"5","2019","Urban Area","Female","1636","0.182310931969387","0.174415328633755","0.19020653530502"
"5","2019","Rural Area","Male","806","0.170313319625469","0.159767628350369","0.18085901090057"
"5","2019","Rural Area","Female","961","0.206210226806662","0.195018320080004","0.217402133533319"
"6","2019","Urban Area","Male","1055","0.130509111375297","0.123502717597934","0.13751550515266"
"6","2019","Urban Area","Female","1015","0.117662916570139","0.111073879645507","0.124251953494772"
"6","2019","Rural Area","Male","602","0.135856451595848","0.126244163768076","0.145468739423621"
"6","2019","Rural Area","Female","550","0.115013417083055","0.106187927045679","0.12383890712043"
"7","2019","Urban Area","Male","1363","0.164356948967348","0.156648871930213","0.172065026004484"
"7","2019","Urban Area","Female","1088","0.118857141674903","0.112239234454834","0.125475048894973"
"7","2019","Rural Area","Male","776","0.166811223728682","0.156352515995522","0.177269931461841"
"7","2019","Rural Area","Female","549","0.103159890036974","0.0947457607795677","0.111574019294379"
"8","2019","Urban Area","Male","1208","0.129019315336883","0.122047060751807","0.135991569921958"
"8","2019","Urban Area","Female","768","0.0824708959613314","0.076845602919509","0.0880961890031538"
"8","2019","Rural Area","Male","647","0.124810513419996","0.115538579708743","0.134082447131249"
"8","2019","Rural Area","Female","444","0.0755203101797734","0.0682109930981062","0.0828296272614406"
"9","2019","Urban Area","Male","498","0.0439364959890336","0.0396736691908201","0.048199322787247"
"9","2019","Urban Area","Female","304","0.0274347241426575","0.0240943543386337","0.0307750939466812"
"9","2019","Rural Area","Male","270","0.0464476365230824","0.0405436171944092","0.0523516558517556"
"9","2019","Rural Area","Female","141","0.01680527209881","0.0132494602127638","0.0203610839848562"
"10 Very willing to take risks","2019","Urban Area","Male","366","0.0285037755019172","0.0250426817677917","0.0319648692360427"
"10 Very willing to take risks","2019","Urban Area","Female","203","0.0163487202357161","0.0137554526467762","0.0189419878246561"
"10 Very willing to take risks","2019","Rural Area","Male","192","0.0280092707170331","0.0233803936275157","0.0326381478065505"
"10 Very willing to take risks","2019","Rural Area","Female","84","0.0148117111033118","0.0114700802729603","0.0181533419336633"
