"plh0204_h","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"4","2014","16-34 y.","Single parent ","71","0.0917546753110592","0.0723020332173877","0.111207317404731","4"
"5","2014","35-65 y.","Couple + C. LE and GT 16","307","0.206972471549267","0.18657863590717","0.227366307191364","5"
"5","2014","16-34 y.","1-pers.-HH","135","0.19378972986285","0.164918094469127","0.222661365256573","5"
"5","2014","16-34 y.","(Married) couple without C. ","158","0.155827943319401","0.133166441013466","0.178489445625337","5"
"5","2014","16-34 y.","Single parent ","168","0.176493419115962","0.150803620203791","0.202183218028132","5"
"5","2014","16-34 y.","Couple + C. LE 16 ","337","0.192678527726933","0.174754668254899","0.210602387198967","5"
"5","2014","16-34 y.","Couple + C. GT 16 ","181","0.173755291745994","0.150593353509432","0.196917229982556","5"
"5","2014","16-34 y.","Couple + C. LE and GT 16","126","0.17607333364997","0.147937950458902","0.204208716841038","5"
"5","2014","35-65 y.","1-pers.-HH","351","0.235828485920128","0.214557093030448","0.257099878809809","5"
"5","2014","35-65 y.","(Married) couple without C. ","775","0.199044486675517","0.186244553086286","0.211844420264748","5"
"5","2014","35-65 y.","Single parent ","355","0.249071975433341","0.22738044665574","0.270763504210942","5"
"5","2014","35-65 y.","Couple + C. LE 16 ","977","0.196962287923936","0.18589323286792","0.208031342979952","5"
"5","2014","35-65 y.","Couple + C. GT 16 ","370","0.207416465298473","0.18900016490913","0.225832765687815","5"
"5","2014","66 and older","1-pers.-HH","309","0.210065028753016","0.188611647355032","0.231518410151","5"
"5","2014","66 and older","(Married) couple without C. ","728","0.223774257463373","0.209421290008333","0.238127224918413","5"
"5","2014","66 and older","Single parent ","10","","","","5"
"5","2014","66 and older","Couple + C. LE 16 ","2","","","","5"
"5","2014","66 and older","Couple + C. GT 16 ","25","","","","5"
"5","2014","66 and older","Couple + C. LE and GT 16","","","","","5"
"6","2014","16-34 y.","Couple + C. LE and GT 16","90","0.131504812271996","0.106540690493385","0.156468934050607","6"
"6","2014","35-65 y.","Couple + C. GT 16 ","215","0.115485549508709","0.10096862757023","0.130002471447189","6"
"6","2014","35-65 y.","Couple + C. LE and GT 16","177","0.140400514112425","0.122912885845237","0.157888142379612","6"
"6","2014","16-34 y.","Couple + C. LE 16 ","206","0.112326924619309","0.0979766544737136","0.126677194764904","6"
"6","2014","16-34 y.","1-pers.-HH","115","0.187583281463671","0.159068612553099","0.216097950374244","6"
"6","2014","16-34 y.","(Married) couple without C. ","147","0.142348588713056","0.12051714140861","0.164180036017502","6"
"6","2014","16-34 y.","Single parent ","110","0.133770972555536","0.110832725910006","0.156709219201066","6"
"6","2014","66 and older","Couple + C. GT 16 ","14","","","","6"
"6","2014","16-34 y.","Couple + C. GT 16 ","135","0.12474743082189","0.104548237029724","0.144946624614056","6"
"6","2014","35-65 y.","1-pers.-HH","162","0.107153691084883","0.0916550258704907","0.122652356299275","6"
"6","2014","35-65 y.","(Married) couple without C. ","489","0.126693864096799","0.116030616602207","0.13735711159139","6"
"6","2014","35-65 y.","Single parent ","165","0.11816260157271","0.101972005009438","0.134353198135981","6"
"6","2014","35-65 y.","Couple + C. LE 16 ","619","0.126635608944064","0.117379537484787","0.135891680403341","6"
"6","2014","66 and older","1-pers.-HH","118","0.0892647667300871","0.0742485920857495","0.104280941374425","6"
"6","2014","66 and older","(Married) couple without C. ","380","0.111807694896251","0.100955140605612","0.122660249186889","6"
"6","2014","66 and older","Single parent ","4","","","","6"
"6","2014","66 and older","Couple + C. LE 16 ","2","","","","6"
"6","2014","66 and older","Couple + C. LE and GT 16","1","","","","6"
"7","2014","16-34 y.","1-pers.-HH","138","0.18526499723001","0.156886674889618","0.213643319570403","7"
"7","2014","16-34 y.","(Married) couple without C. ","165","0.188663863964619","0.164218567200628","0.21310916072861","7"
"7","2014","16-34 y.","Single parent ","142","0.170583261803561","0.145236790008729","0.195929733598392","7"
"7","2014","16-34 y.","Couple + C. LE 16 ","280","0.14014062438584","0.124364970895758","0.155916277875922","7"
"7","2014","16-34 y.","Couple + C. GT 16 ","195","0.195607571411997","0.171359435853035","0.21985570697096","7"
"7","2014","16-34 y.","Couple + C. LE and GT 16","130","0.214443671592842","0.184125218116892","0.244762125068792","7"
"7","2014","35-65 y.","1-pers.-HH","210","0.147954301141088","0.130163413482495","0.16574518879968","7"
"7","2014","35-65 y.","(Married) couple without C. ","471","0.12817635926756","0.117460013224768","0.138892705310351","7"
"7","2014","35-65 y.","Couple + C. GT 16 ","210","0.107886870589124","0.09379552337401","0.121978217804239","7"
"7","2014","35-65 y.","Couple + C. LE and GT 16","190","0.122268706507836","0.105778088167531","0.138759324848141","7"
"7","2014","66 and older","1-pers.-HH","115","0.0738617285807587","0.0600873868427239","0.0876360703187935","7"
"7","2014","66 and older","(Married) couple without C. ","334","0.103600862680575","0.0931060421103379","0.114095683250812","7"
"7","2014","66 and older","Single parent ","4","","","","7"
"7","2014","66 and older","Couple + C. LE 16 ","4","","","","7"
"7","2014","35-65 y.","Single parent ","168","0.116788986256066","0.100680239468713","0.132897733043419","7"
"7","2014","35-65 y.","Couple + C. LE 16 ","689","0.132604721808923","0.123165437696453","0.142044005921394","7"
"7","2014","66 and older","Couple + C. GT 16 ","16","","","","7"
"7","2014","66 and older","Couple + C. LE and GT 16","","","","","7"
"8","2014","66 and older","(Married) couple without C. ","260","0.0753644976386049","0.0662735050518225","0.0844554902253872","8"
"8","2014","66 and older","Single parent ","2","","","","8"
"8","2014","16-34 y.","1-pers.-HH","99","0.137886548850974","0.112702531822464","0.163070565879484","8"
"8","2014","16-34 y.","(Married) couple without C. ","106","0.113779211863976","0.0939386955860188","0.133619728141933","8"
"8","2014","16-34 y.","Single parent ","104","0.135730136162459","0.112650671188425","0.158809601136493","8"
"8","2014","16-34 y.","Couple + C. LE and GT 16","123","0.163223651373832","0.1359239432278","0.190523359519865","8"
"8","2014","35-65 y.","1-pers.-HH","137","0.0815380712046871","0.0678256807185759","0.0952504616907983","8"
"8","2014","35-65 y.","(Married) couple without C. ","277","0.0795175281525189","0.0708445622372429","0.0881904940677949","8"
"8","2014","35-65 y.","Single parent ","135","0.0896347953184108","0.075307153592923","0.103962437043899","8"
"8","2014","35-65 y.","Couple + C. LE and GT 16","116","0.0894725680488843","0.075104778469799","0.103840357627969","8"
"8","2014","66 and older","1-pers.-HH","73","0.0513421565354094","0.0397192416237525","0.0629650714470664","8"
"8","2014","66 and older","Couple + C. LE 16 ","","","","","8"
"8","2014","66 and older","Couple + C. GT 16 ","12","","","","8"
"8","2014","66 and older","Couple + C. LE and GT 16","","","","","8"
"8","2014","16-34 y.","Couple + C. LE 16 ","211","0.108202254874406","0.0940852371648073","0.122319272584005","8"
"8","2014","35-65 y.","Couple + C. GT 16 ","162","0.0915473492407734","0.0784485258146049","0.104646172666942","8"
"8","2014","35-65 y.","Couple + C. LE 16 ","464","0.0984171110241516","0.0901264497194281","0.106707772328875","8"
"8","2014","16-34 y.","Couple + C. GT 16 ","156","0.173922929358999","0.150752171523391","0.197093687194607","8"
"9","2014","16-34 y.","1-pers.-HH","18","","","","9"
"9","2014","16-34 y.","(Married) couple without C. ","32","0.0167759001868288","0.00875136813510969","0.0248004322385479","9"
"9","2014","16-34 y.","Single parent ","41","0.0430701466701699","0.029389987937513","0.0567503054028267","9"
"9","2014","16-34 y.","Couple + C. LE 16 ","53","0.021560262488238","0.0149596280327743","0.0281608969437018","9"
"9","2014","35-65 y.","Couple + C. LE and GT 16","42","0.0204445559627549","0.0133209179461209","0.027568193979389","9"
"9","2014","66 and older","1-pers.-HH","11","","","","9"
"9","2014","66 and older","(Married) couple without C. ","41","0.0149486458841268","0.0107696400231419","0.0191276517451117","9"
"9","2014","66 and older","Single parent ","","","","","9"
"9","2014","66 and older","Couple + C. LE 16 ","","","","","9"
"9","2014","66 and older","Couple + C. GT 16 ","3","","","","9"
"9","2014","66 and older","Couple + C. LE and GT 16","","","","","9"
"9","2014","35-65 y.","Single parent ","39","0.0198961055998922","0.0128920647789464","0.0269001464208381","9"
"9","2014","35-65 y.","1-pers.-HH","36","0.0204386272883761","0.0133486627461351","0.0275285918306172","9"
"9","2014","35-65 y.","(Married) couple without C. ","76","0.0190947720663743","0.0147074531322409","0.0234820910005077","9"
"9","2014","35-65 y.","Couple + C. LE 16 ","116","0.0202993351887879","0.0163743443657263","0.0242243260118494","9"
"9","2014","35-65 y.","Couple + C. GT 16 ","38","0.022315913865327","0.015606804613661","0.0290250231169931","9"
"9","2014","16-34 y.","Couple + C. GT 16 ","29","","","","9"
"9","2014","16-34 y.","Couple + C. LE and GT 16","42","0.0497807692023681","0.0337148909813424","0.0658466474233938","9"
"0 Not at all Willing to take risks","2015","35-65 y.","Couple + C. LE and GT 16","65","0.0443121695421469","0.0338806631265136","0.0547436759577801","0"
"0 Not at all Willing to take risks","2015","66 and older","Single parent ","8","","","","0"
"0 Not at all Willing to take risks","2015","66 and older","Couple + C. LE 16 ","2","","","","0"
"0 Not at all Willing to take risks","2015","16-34 y.","Single parent ","22","","","","0"
"0 Not at all Willing to take risks","2015","16-34 y.","Couple + C. LE and GT 16","22","","","","0"
"0 Not at all Willing to take risks","2015","35-65 y.","(Married) couple without C. ","176","0.0401993410205544","0.0338269612890903","0.0465717207520185","0"
"0 Not at all Willing to take risks","2015","35-65 y.","Single parent ","62","0.0433339943202957","0.0329782958565437","0.0536896927840478","0"
"0 Not at all Willing to take risks","2015","35-65 y.","Couple + C. LE 16 ","182","0.0333338947509","0.02831189034507","0.0383558991567299","0"
"0 Not at all Willing to take risks","2015","66 and older","1-pers.-HH","133","0.101391514687091","0.0854832406312774","0.117299788742904","0"
"0 Not at all Willing to take risks","2015","16-34 y.","1-pers.-HH","16","","","","0"
"0 Not at all Willing to take risks","2015","16-34 y.","(Married) couple without C. ","19","","","","0"
"0 Not at all Willing to take risks","2015","16-34 y.","Couple + C. LE 16 ","111","0.0445493833309426","0.0351759245195221","0.0539228421423631","0"
"0 Not at all Willing to take risks","2015","16-34 y.","Couple + C. GT 16 ","21","","","","0"
"0 Not at all Willing to take risks","2015","35-65 y.","1-pers.-HH","67","0.0377421226635755","0.0282333595894399","0.0472508857377111","0"
"0 Not at all Willing to take risks","2015","35-65 y.","Couple + C. GT 16 ","81","0.0496213338432227","0.0395499320974613","0.0596927355889841","0"
"0 Not at all Willing to take risks","2015","66 and older","(Married) couple without C. ","181","0.0658508993042577","0.0572414001073369","0.0744603985011784","0"
"0 Not at all Willing to take risks","2015","66 and older","Couple + C. GT 16 ","13","","","","0"
"0 Not at all Willing to take risks","2015","66 and older","Couple + C. LE and GT 16","1","","","","0"
"1","2015","16-34 y.","1-pers.-HH","11","","","","1"
"1","2015","16-34 y.","(Married) couple without C. ","32","0.0226648016027423","0.0139013348827062","0.0314282683227784","1"
"1","2015","16-34 y.","Single parent ","19","","","","1"
"1","2015","16-34 y.","Couple + C. LE 16 ","93","0.0522116341779165","0.0421048210828862","0.0623184472729469","1"
"1","2015","16-34 y.","Couple + C. GT 16 ","27","","","","1"
"1","2015","16-34 y.","Couple + C. LE and GT 16","19","","","","1"
"1","2015","35-65 y.","1-pers.-HH","66","0.0379066288841639","0.0283779800723222","0.0474352776960055","1"
"1","2015","35-65 y.","(Married) couple without C. ","182","0.0427782995402794","0.036213526967437","0.0493430721131219","1"
"1","2015","35-65 y.","Single parent ","86","0.0488595404460895","0.0378952159279801","0.059823864964199","1"
"1","2015","35-65 y.","Couple + C. LE 16 ","211","0.0415723867129546","0.0359879682779334","0.0471568051479758","1"
"1","2015","35-65 y.","Couple + C. GT 16 ","91","0.0375838469017929","0.0287634235434463","0.0464042702601396","1"
"1","2015","35-65 y.","Couple + C. LE and GT 16","69","0.0561622096749072","0.0444914730333189","0.0678329463164955","1"
"1","2015","66 and older","1-pers.-HH","119","0.0885872665328483","0.0736118056344857","0.103562727431211","1"
"1","2015","66 and older","(Married) couple without C. ","173","0.0571767650514015","0.0491171580934533","0.0652363720093496","1"
"1","2015","66 and older","Single parent ","11","","","","1"
"1","2015","66 and older","Couple + C. LE 16 ","","","","","1"
"1","2015","66 and older","Couple + C. GT 16 ","12","","","","1"
"1","2015","66 and older","Couple + C. LE and GT 16","","","","","1"
"10 Very willing to take risks","2015","16-34 y.","1-pers.-HH","26","","","","10"
"10 Very willing to take risks","2015","16-34 y.","(Married) couple without C. ","34","0.0203194274459872","0.0120118156949092","0.0286270391970651","10"
"10 Very willing to take risks","2015","16-34 y.","Single parent ","40","0.0506475294557336","0.0358012046754247","0.0654938542360425","10"
"10 Very willing to take risks","2015","16-34 y.","Couple + C. LE 16 ","73","0.032062216403084","0.0240584317261015","0.0400660010800665","10"
"10 Very willing to take risks","2015","16-34 y.","Couple + C. GT 16 ","23","","","","10"
"10 Very willing to take risks","2015","16-34 y.","Couple + C. LE and GT 16","43","0.0500186622037548","0.034259686196603","0.0657776382109067","10"
"10 Very willing to take risks","2015","35-65 y.","1-pers.-HH","33","0.019611249535946","0.0126926702781393","0.0265298287937527","10"
"10 Very willing to take risks","2015","35-65 y.","(Married) couple without C. ","43","0.0109851303877411","0.00760365930802212","0.0143666014674601","10"
"10 Very willing to take risks","2015","35-65 y.","Single parent ","37","0.0274530544091878","0.0191423949527892","0.0357637138655865","10"
"10 Very willing to take risks","2015","35-65 y.","Couple + C. LE 16 ","98","0.0170270985020478","0.0134076957613381","0.0206465012427575","10"
"10 Very willing to take risks","2015","35-65 y.","Couple + C. GT 16 ","29","","","","10"
"10 Very willing to take risks","2015","35-65 y.","Couple + C. LE and GT 16","26","","","","10"
"10 Very willing to take risks","2015","66 and older","1-pers.-HH","12","","","","10"
"10 Very willing to take risks","2015","66 and older","(Married) couple without C. ","27","","","","10"
"10 Very willing to take risks","2015","66 and older","Single parent ","1","","","","10"
"10 Very willing to take risks","2015","66 and older","Couple + C. LE 16 ","","","","","10"
