"plh0204_h","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"7","2012","(2a) intermediate vocational","924","0.140013430403045","0.131875844833716","0.148151015972374"
"7","2012","(2c_gen) general maturity certificate","163","0.167153643609754","0.145033987083029","0.189273300136479"
"7","2012","(2c_voc) vocational maturity certificate","323","0.133627625828659","0.120206530225209","0.147048721432109"
"7","2012","(3a) lower tertiary education","349","0.16181132586837","0.146522701546862","0.177099950189878"
"7","2012","(3b) higher tertiary education","601","0.152424498467613","0.141165525074374","0.163683471860852"
"8","2012","(0) in school","80","0.208004354076411","0.171580448496502","0.24442825965632"
"8","2012","(1a) inadequately completed","31","0.0695158639055658","0.0451345896961252","0.0938971381150064"
"8","2012","(1b) general elementary school","203","0.0726176638210941","0.0617884760700467","0.0834468515721414"
"8","2012","(1c) basic vocational qualification","483","0.0695725527808784","0.0633792786082979","0.0757658269534589"
"8","2012","(2b) intermediate general qualification","97","0.138717011731908","0.114223267961061","0.163210755502755"
"8","2012","(2a) intermediate vocational","593","0.0913780335416018","0.0846206681119047","0.0981353989712988"
"8","2012","(2c_gen) general maturity certificate","133","0.131891010246419","0.111830926846621","0.151951093646216"
"8","2012","(2c_voc) vocational maturity certificate","215","0.080994015654067","0.0702325064467712","0.0917555248613627"
"8","2012","(3a) lower tertiary education","188","0.0905574133878004","0.0786438218811311","0.10247100489447"
"8","2012","(3b) higher tertiary education","327","0.103665491496835","0.0941170086595064","0.113213974334163"
"9","2012","(0) in school","21","","",""
"9","2012","(1a) inadequately completed","9","","",""
"9","2012","(1b) general elementary school","69","0.0335651269539931","0.0260493171645335","0.0410809367434527"
"9","2012","(1c) basic vocational qualification","143","0.0185264695299387","0.0152440377462956","0.0218089013135818"
"9","2012","(2b) intermediate general qualification","35","0.042823035847941","0.0284763291834058","0.0571697425124763"
"9","2012","(2a) intermediate vocational","151","0.0227561914994506","0.019259026368901","0.0262533566300002"
"9","2012","(2c_gen) general maturity certificate","39","0.0310322816076098","0.0207521300316135","0.0413124331836061"
"9","2012","(2c_voc) vocational maturity certificate","42","0.0171468776528771","0.0120262360371557","0.0222675192685984"
"9","2012","(3a) lower tertiary education","34","0.0174384005752544","0.0120043174811027","0.0228724836694062"
"9","2012","(3b) higher tertiary education","75","0.0158557085180409","0.0119427573928041","0.0197686596432778"
"10 Very willing to take risks","2012","(0) in school","10","","",""
"10 Very willing to take risks","2012","(1a) inadequately completed","18","","",""
"10 Very willing to take risks","2012","(1b) general elementary school","68","0.0217959925039355","0.0157027511522677","0.0278892338556033"
"10 Very willing to take risks","2012","(1c) basic vocational qualification","99","0.0117717353757765","0.00914625388359603","0.014397216867957"
"10 Very willing to take risks","2012","(2b) intermediate general qualification","16","","",""
"10 Very willing to take risks","2012","(2a) intermediate vocational","86","0.00991588667069359","0.00759225809329728","0.0122395152480899"
"10 Very willing to take risks","2012","(2c_gen) general maturity certificate","16","","",""
"10 Very willing to take risks","2012","(2c_voc) vocational maturity certificate","32","0.0132206908344929","0.00871538126082603","0.0177260004081598"
"10 Very willing to take risks","2012","(3a) lower tertiary education","14","","",""
"10 Very willing to take risks","2012","(3b) higher tertiary education","33","0.00895649433243184","0.00600530144529075","0.0119076872195729"
"0 Not at all Willing to take risks","2013","(0) in school","15","","",""
"0 Not at all Willing to take risks","2013","(1a) inadequately completed","75","0.0970589268059646","0.0719266442715497","0.12219120934038"
"0 Not at all Willing to take risks","2013","(1b) general elementary school","288","0.135463425084795","0.121459360792731","0.14946748937686"
"0 Not at all Willing to take risks","2013","(1c) basic vocational qualification","449","0.0774355772587676","0.0704251577430635","0.0844459967744717"
"0 Not at all Willing to take risks","2013","(2b) intermediate general qualification","30","0.0365319638816523","0.0225537973841878","0.0505101303791168"
"0 Not at all Willing to take risks","2013","(2a) intermediate vocational","214","0.0472435405218337","0.0413074265392245","0.0531796545044429"
"0 Not at all Willing to take risks","2013","(2c_gen) general maturity certificate","75","0.0456464479002377","0.0344293525552035","0.0568635432452719"
"0 Not at all Willing to take risks","2013","(2c_voc) vocational maturity certificate","107","0.0395726064996839","0.0311681922529048","0.047977020746463"
"0 Not at all Willing to take risks","2013","(3a) lower tertiary education","49","0.029336092580316","0.0215100368147692","0.0371621483458628"
"0 Not at all Willing to take risks","2013","(3b) higher tertiary education","114","0.0233606367183421","0.018487758940031","0.0282335144966532"
"1","2013","(0) in school","8","","",""
"1","2013","(1a) inadequately completed","57","0.121413628571138","0.0936861462573911","0.149141110884884"
"1","2013","(1b) general elementary school","198","0.0902287463133747","0.0785043645608546","0.101953128065895"
"1","2013","(1c) basic vocational qualification","383","0.0704060246701568","0.0636959562559189","0.0771160930843946"
"1","2013","(2b) intermediate general qualification","29","","",""
"1","2013","(2a) intermediate vocational","300","0.0592298096559836","0.0526251262541505","0.0658344930578166"
"1","2013","(2c_gen) general maturity certificate","84","0.0440391327308779","0.0330120227348746","0.0550662427268811"
"1","2013","(2c_voc) vocational maturity certificate","129","0.0493461277206269","0.040008950481226","0.0586833049600278"
"1","2013","(3a) lower tertiary education","72","0.0308163657612462","0.0228014103653285","0.038831321157164"
"1","2013","(3b) higher tertiary education","186","0.0461912726191511","0.0394197446248475","0.0529628006134547"
"2","2013","(0) in school","23","","",""
"2","2013","(1a) inadequately completed","65","0.128831011396701","0.100389943556403","0.157272079236998"
"2","2013","(1b) general elementary school","298","0.125910999587309","0.112335336616713","0.139486662557904"
"2","2013","(1c) basic vocational qualification","718","0.123533570223239","0.114903078786144","0.132164061660333"
"2","2013","(2b) intermediate general qualification","60","0.0811869538925035","0.0608375475545954","0.101536360230412"
"2","2013","(2a) intermediate vocational","600","0.11543887618706","0.106498001019668","0.124379751354453"
"2","2013","(2c_gen) general maturity certificate","126","0.0784258909846953","0.0639775782389375","0.0928742037304531"
"2","2013","(2c_voc) vocational maturity certificate","258","0.144536628434446","0.129377734223991","0.1596955226449"
"2","2013","(3a) lower tertiary education","203","0.10789387483689","0.0935054245854893","0.12228232508829"
"2","2013","(3b) higher tertiary education","458","0.118468464213738","0.108042976656385","0.128893951771091"
"3","2013","(0) in school","36","0.0793048845201751","0.0540279898345156","0.104581779205835"
"3","2013","(1a) inadequately completed","51","0.099640465173743","0.0742125740182748","0.125068356329211"
"3","2013","(1b) general elementary school","268","0.106532263274767","0.0939072629366512","0.119157263612884"
"3","2013","(1c) basic vocational qualification","726","0.13171429911248","0.122844308231694","0.140584289993266"
"3","2013","(2b) intermediate general qualification","79","0.135585844574875","0.110078623032955","0.161093066116795"
"3","2013","(2a) intermediate vocational","693","0.135195110464641","0.125628025680522","0.144762195248759"
"3","2013","(2c_gen) general maturity certificate","155","0.10774748639806","0.0910838517799138","0.124411121016207"
"3","2013","(2c_voc) vocational maturity certificate","329","0.179859226106547","0.163301968159134","0.19641648405396"
"3","2013","(3a) lower tertiary education","281","0.183620543557472","0.165664360186548","0.201576726928396"
"3","2013","(3b) higher tertiary education","532","0.148291481347357","0.136826333335933","0.159756629358782"
"4","2013","(0) in school","29","","",""
"4","2013","(1a) inadequately completed","25","","",""
"4","2013","(1b) general elementary school","158","0.0774682689289408","0.0665286053534228","0.0884079325044588"
"4","2013","(1c) basic vocational qualification","449","0.0876327877759633","0.0802163811221034","0.0950491944298232"
"4","2013","(2b) intermediate general qualification","61","0.125121970129696","0.100470910848558","0.149773029410834"
"4","2013","(2a) intermediate vocational","449","0.0925613998835513","0.0844524681607341","0.100670331606368"
"4","2013","(2c_gen) general maturity certificate","124","0.0901725681433512","0.0747790104629741","0.105566125823728"
"4","2013","(2c_voc) vocational maturity certificate","168","0.0823219883276713","0.0704730090131491","0.0941709676421935"
"4","2013","(3a) lower tertiary education","197","0.104552616288349","0.090362209276502","0.118743023300196"
"4","2013","(3b) higher tertiary education","378","0.101396639344888","0.0916585923020189","0.111134686387757"
"5","2013","(0) in school","71","0.172944902492564","0.13756660454168","0.208323200443449"
"5","2013","(1a) inadequately completed","108","0.193143881320787","0.159630132363845","0.226657630277729"
"5","2013","(1b) general elementary school","416","0.171565822905037","0.156138315029419","0.186993330780655"
"5","2013","(1c) basic vocational qualification","1164","0.216568388761592","0.205764665166955","0.22737211235623"
"5","2013","(2b) intermediate general qualification","117","0.182969605879473","0.154162234829058","0.211776976929887"
"5","2013","(2a) intermediate vocational","1030","0.206412516050671","0.195088369510079","0.217736662591262"
"5","2013","(2c_gen) general maturity certificate","228","0.170223248804332","0.15002506410104","0.190421433507623"
"5","2013","(2c_voc) vocational maturity certificate","384","0.187179624312979","0.170364331693518","0.20399491693244"
"5","2013","(3a) lower tertiary education","325","0.182394655604731","0.164485080648677","0.200304230560785"
"5","2013","(3b) higher tertiary education","628","0.165090875552596","0.15311362299177","0.177068128113422"
"6","2013","(0) in school","58","0.165434052256559","0.130675745234917","0.2001923592782"
"6","2013","(1a) inadequately completed","37","0.0788586814864728","0.0559778199020507","0.101739543070895"
"6","2013","(1b) general elementary school","167","0.0771721531310888","0.0662516653187956","0.0880926409433821"
"6","2013","(1c) basic vocational qualification","484","0.0834276826073756","0.0761747466194419","0.0906806185953092"
"6","2013","(2b) intermediate general qualification","70","0.0917835042197559","0.0702719369005802","0.113295071538932"
"6","2013","(2a) intermediate vocational","497","0.109751981315054","0.101006136752101","0.118497825878007"
"6","2013","(2c_gen) general maturity certificate","161","0.169724053384945","0.149549441141556","0.189898665628335"
"6","2013","(2c_voc) vocational maturity certificate","193","0.0988292372322676","0.085963812716387","0.111694661748148"
"6","2013","(3a) lower tertiary education","213","0.117652906766904","0.102710229242113","0.132595584291695"
"6","2013","(3b) higher tertiary education","439","0.123367028589324","0.112757782551878","0.13397627462677"
"7","2013","(0) in school","81","0.171342449095767","0.136094336909703","0.206590561281831"
"7","2013","(1a) inadequately completed","35","0.0761883199500654","0.0536656221647817","0.098711017735349"
"7","2013","(1b) general elementary school","209","0.0916471344682914","0.0798401735763131","0.10345409536027"
"7","2013","(1c) basic vocational qualification","553","0.0988976053099002","0.0910677209852563","0.106727489634544"
"7","2013","(2b) intermediate general qualification","100","0.135676105509296","0.110161727358415","0.161190483660177"
"7","2013","(2a) intermediate vocational","563","0.113641059182549","0.104761068432526","0.122521049932572"
"7","2013","(2c_gen) general maturity certificate","182","0.164921590093097","0.144977021123181","0.184866159063013"
"7","2013","(2c_voc) vocational maturity certificate","231","0.111169696481802","0.0976184111695965","0.124720981794007"
"7","2013","(3a) lower tertiary education","236","0.12738351581329","0.111921159182883","0.142845872443696"
"7","2013","(3b) higher tertiary education","476","0.145328223382754","0.133958478186083","0.156697968579425"
"8","2013","(0) in school","67","0.139428172803806","0.107025214564894","0.171831131042719"
"8","2013","(1a) inadequately completed","32","0.0558788122326902","0.03637938110145","0.0753782433639303"
"8","2013","(1b) general elementary school","165","0.0725465062861793","0.0619318556116973","0.0831611569606613"
"8","2013","(1c) basic vocational qualification","422","0.0711759748812381","0.0644321106475332","0.077919839114943"
"8","2013","(2b) intermediate general qualification","91","0.117135630044426","0.0931756447136979","0.141095615375155"
"8","2013","(2a) intermediate vocational","385","0.0799077980911467","0.0723211433771032","0.0874944528051901"
"8","2013","(2c_gen) general maturity certificate","127","0.0892431474537432","0.0739213070722605","0.104564987835226"
"8","2013","(2c_voc) vocational maturity certificate","176","0.0679786559087189","0.0571274733893609","0.0788298384280769"
"8","2013","(3a) lower tertiary education","161","0.0829979575417395","0.0702033721303761","0.0957925429531028"
"8","2013","(3b) higher tertiary education","334","0.0928655795373826","0.0835020566108934","0.102229102463872"
"9","2013","(0) in school","34","0.0993181127847705","0.0713401701885165","0.127296055381024"
"9","2013","(1a) inadequately completed","17","","",""
"9","2013","(1b) general elementary school","60","0.027855118508945","0.0211211762768084","0.0345890607410816"
"9","2013","(1c) basic vocational qualification","140","0.0232071901359667","0.0192581832275844","0.027156197044349"
"9","2013","(2b) intermediate general qualification","29","","",""
"9","2013","(2a) intermediate vocational","113","0.0272546651808465","0.0226989132707152","0.0318104170909778"
"9","2013","(2c_gen) general maturity certificate","43","0.0275894757313628","0.0187867165746522","0.0363922348880733"
"9","2013","(2c_voc) vocational maturity certificate","51","0.0248111479736239","0.0181054244101341","0.0315168715371137"
"9","2013","(3a) lower tertiary education","34","0.0265383839071127","0.019084132845758","0.0339926349684674"
"9","2013","(3b) higher tertiary education","89","0.0251992199406887","0.0201429814429417","0.0302554584384357"
"10 Very willing to take risks","2013","(0) in school","17","","",""
"10 Very willing to take risks","2013","(1a) inadequately completed","31","0.050412257093181","0.0318376298183489","0.068986884368013"
"10 Very willing to take risks","2013","(1b) general elementary school","67","0.0236095615112716","0.0173964792492311","0.0298226437733121"
"10 Very willing to take risks","2013","(1c) basic vocational qualification","96","0.0160008992633213","0.01270977005761","0.0192920284690327"
"10 Very willing to take risks","2013","(2b) intermediate general qualification","26","","",""
"10 Very willing to take risks","2013","(2a) intermediate vocational","63","0.0133632434666638","0.0101505103654621","0.0165759765678655"
"10 Very willing to take risks","2013","(2c_gen) general maturity certificate","25","","",""
"10 Very willing to take risks","2013","(2c_voc) vocational maturity certificate","41","0.0143950610016344","0.00926011308333373","0.0195300089199351"
"10 Very willing to take risks","2013","(3a) lower tertiary education","15","","",""
"10 Very willing to take risks","2013","(3b) higher tertiary education","57","0.0104405787537788","0.00716144377251309","0.0137197137350445"
"0 Not at all Willing to take risks","2014","(0) in school","9","","",""
"0 Not at all Willing to take risks","2014","(1a) inadequately completed","67","0.120781277348427","0.0932705557859232","0.148291998910931"
"0 Not at all Willing to take risks","2014","(1b) general elementary school","286","0.126845421502006","0.113387141847831","0.14030370115618"
"0 Not at all Willing to take risks","2014","(1c) basic vocational qualification","453","0.078313969063163","0.0714234365268949","0.0852045015994311"
"0 Not at all Willing to take risks","2014","(2b) intermediate general qualification","32","0.052551359299901","0.0371943205735142","0.0679083980262879"
"0 Not at all Willing to take risks","2014","(2a) intermediate vocational","238","0.0408722727159525","0.0358864587093792","0.0458580867225259"
"0 Not at all Willing to take risks","2014","(2c_gen) general maturity certificate","85","0.0479855152928518","0.0369614607348189","0.0590095698508848"
"0 Not at all Willing to take risks","2014","(2c_voc) vocational maturity certificate","117","0.0430914876316727","0.0351235895803548","0.0510593856829905"
"0 Not at all Willing to take risks","2014","(3a) lower tertiary education","51","0.0236575167955445","0.0170608408528381","0.0302541927382508"
"0 Not at all Willing to take risks","2014","(3b) higher tertiary education","128","0.0222052047829438","0.0177361148110754","0.0266742947548121"
"1","2014","(0) in school","8","","",""
"1","2014","(1a) inadequately completed","41","0.0587279415066139","0.0388791677673629","0.0785767152458648"
"1","2014","(1b) general elementary school","179","0.0916837901638077","0.0800137757020006","0.103353804625615"
"1","2014","(1c) basic vocational qualification","322","0.0586124486790141","0.0525879512177098","0.0646369461403184"
"1","2014","(2b) intermediate general qualification","27","","",""
"1","2014","(2a) intermediate vocational","253","0.0452416920811944","0.04000810325728","0.0504752809051088"
"1","2014","(2c_gen) general maturity certificate","49","0.027405088953197","0.0189844296004549","0.0358257483059392"
"1","2014","(2c_voc) vocational maturity certificate","98","0.0314196862039114","0.0245745584715386","0.0382648139362841"
"1","2014","(3a) lower tertiary education","56","0.0228825314862283","0.0163922295493097","0.0293728334231469"
"1","2014","(3b) higher tertiary education","161","0.0410136382258895","0.0349986025213657","0.0470286739304132"
"2","2014","(0) in school","22","","",""
"2","2014","(1a) inadequately completed","67","0.117358359928487","0.0901875283573058","0.144529191499668"
"2","2014","(1b) general elementary school","271","0.124439408317009","0.11109102546475","0.137787791169267"
"2","2014","(1c) basic vocational qualification","617","0.111956746412034","0.103869813103697","0.12004367972037"
"2","2014","(2b) intermediate general qualification","53","0.0584190941050169","0.0422775939553997","0.074560594254634"
"2","2014","(2a) intermediate vocational","615","0.0930466801867034","0.0857314774776559","0.100361882895751"
"2","2014","(2c_gen) general maturity certificate","127","0.071820774880222","0.0585038037129672","0.0851377460474768"
"2","2014","(2c_voc) vocational maturity certificate","273","0.0980103270869818","0.0863435871283039","0.10967706704566"
"2","2014","(3a) lower tertiary education","172","0.0730160754588195","0.0617237126578176","0.0843084382598213"
"2","2014","(3b) higher tertiary education","365","0.085804597577632","0.0773100032782714","0.0942991918769926"
"3","2014","(0) in school","30","0.0486629450201193","0.0288492537949974","0.0684766362452411"
"3","2014","(1a) inadequately completed","46","0.0937661785789373","0.0691570095065734","0.118375347651301"
"3","2014","(1b) general elementary school","237","0.0913771553081033","0.0797247059175289","0.103029604698678"
"3","2014","(1c) basic vocational qualification","685","0.120499915400111","0.11215055935502","0.128849271445201"
"3","2014","(2b) intermediate general qualification","78","0.11663760303488","0.0945460416957183","0.138729164374041"
"3","2014","(2a) intermediate vocational","747","0.119197496113204","0.111038132393226","0.127356859833181"
"3","2014","(2c_gen) general maturity certificate","146","0.0958347188174885","0.0806519896800772","0.1110174479549"
"3","2014","(2c_voc) vocational maturity certificate","326","0.137553283153216","0.124038333473875","0.151068232832557"
"3","2014","(3a) lower tertiary education","264","0.132619428613229","0.117898069758685","0.147340787467774"
"3","2014","(3b) higher tertiary education","591","0.140912068578103","0.130359437625428","0.151464699530778"
"4","2014","(0) in school","39","0.100368802689078","0.072697435619577","0.128040169758579"
"4","2014","(1a) inadequately completed","37","0.0623368022770203","0.041926501538227","0.0827471030158136"
"4","2014","(1b) general elementary school","167","0.0798431177782788","0.0688819641271028","0.0908042714294547"
"4","2014","(1c) basic vocational qualification","482","0.0850498265926059","0.077895362545385","0.0922042906398269"
"4","2014","(2b) intermediate general qualification","65","0.0675781552593445","0.0503020019295425","0.0848543085891464"
"4","2014","(2a) intermediate vocational","574","0.0910005965384512","0.0837581153596917","0.0982430777172107"
"4","2014","(2c_gen) general maturity certificate","136","0.1050986878732","0.0892807191003139","0.120916656646087"
"4","2014","(2c_voc) vocational maturity certificate","245","0.106956193597122","0.0948292274063212","0.119083159787922"
"4","2014","(3a) lower tertiary education","216","0.107994061270014","0.0945223338206222","0.121465788719405"
"4","2014","(3b) higher tertiary education","436","0.112381213527757","0.10280204205409","0.121960385001424"
"5","2014","(0) in school","89","0.176230952208793","0.141144228354776","0.211317676062809"
"5","2014","(1a) inadequately completed","93","0.185564071877653","0.152744786727212","0.218383357028094"
"5","2014","(1b) general elementary school","416","0.179034418740492","0.163530648530003","0.194538188950982"
"5","2014","(1c) basic vocational qualification","1240","0.212170451382345","0.201684683242373","0.222656219522318"
"5","2014","(2b) intermediate general qualification","176","0.232222619049333","0.203161818082243","0.261283420016422"
"5","2014","(2a) intermediate vocational","1371","0.232433264267764","0.2217969620228","0.243069566512728"
"5","2014","(2c_gen) general maturity certificate","239","0.155328839464699","0.136646365903967","0.17401131302543"
"5","2014","(2c_voc) vocational maturity certificate","491","0.196795259716645","0.181194948437607","0.212395570995684"
"5","2014","(3a) lower tertiary education","417","0.215059856294198","0.197226321887077","0.232893390701319"
"5","2014","(3b) higher tertiary education","789","0.177570856623995","0.165980336198265","0.189161377049725"
"6","2014","(0) in school","59","0.123436806478706","0.0931458529931163","0.153727759964295"
"6","2014","(1a) inadequately completed","50","0.104383213331989","0.0785707084012272","0.13019571826275"
"6","2014","(1b) general elementary school","185","0.0763367135508167","0.0655985465743005","0.0870748805273328"
"6","2014","(1c) basic vocational qualification","608","0.104734869327009","0.0968813711024816","0.112588367551536"
"6","2014","(2b) intermediate general qualification","91","0.106796224942647","0.0855397674026609","0.128052682482633"
"6","2014","(2a) intermediate vocational","721","0.115022584252087","0.106988412516058","0.123056755988116"
"6","2014","(2c_gen) general maturity certificate","207","0.171384447465217","0.151947559160804","0.190821335769631"
"6","2014","(2c_voc) vocational maturity certificate","306","0.134535525850491","0.121146285764174","0.147924765936807"
"6","2014","(3a) lower tertiary education","314","0.15290842427437","0.137287009421979","0.168529839126762"
"6","2014","(3b) higher tertiary education","623","0.14748641882959","0.136731812581713","0.158241025077468"
"7","2014","(0) in school","90","0.209234231979339","0.171776688706665","0.246691775252012"
"7","2014","(1a) inadequately completed","49","0.101689501481293","0.0761739473092011","0.127205055653384"
"7","2014","(1b) general elementary school","227","0.0793025290427585","0.0683753369800065","0.0902297211055106"
"7","2014","(1c) basic vocational qualification","677","0.108488150943819","0.100511944593964","0.116464357293675"
"7","2014","(2b) intermediate general qualification","110","0.143476106325284","0.119349446754619","0.167602765895948"
"7","2014","(2a) intermediate vocational","789","0.133061066517173","0.12450836707924","0.141613765955106"
"7","2014","(2c_gen) general maturity certificate","222","0.170414860861347","0.151021695152431","0.189808026570264"
"7","2014","(2c_voc) vocational maturity certificate","345","0.138734080123885","0.125170540926257","0.152297619321513"
"7","2014","(3a) lower tertiary education","317","0.159178653044841","0.14329926523028","0.175058040859402"
"7","2014","(3b) higher tertiary education","603","0.149837830982739","0.139012791908858","0.160662870056619"
"8","2014","(0) in school","74","0.181130213750563","0.145665058652029","0.216595368849097"
"8","2014","(1a) inadequately completed","51","0.0974077463760606","0.0723757056218249","0.122439787130296"
"8","2014","(1b) general elementary school","212","0.0886597868570251","0.0771647546847143","0.100154819029336"
"8","2014","(1c) basic vocational qualification","517","0.083695685759165","0.0765931558834227","0.0907982156349073"
"8","2014","(2b) intermediate general qualification","108","0.117530725267564","0.0953659583507892","0.139695492184338"
"8","2014","(2a) intermediate vocational","537","0.0936874978399553","0.0863497419097998","0.101025253770111"
"8","2014","(2c_gen) general maturity certificate","163","0.119610936176587","0.102873564562107","0.136348307791068"
"8","2014","(2c_voc) vocational maturity certificate","203","0.0783162963934333","0.0677741306210738","0.0888584621657929"
"8","2014","(3a) lower tertiary education","191","0.0943654017559247","0.081676548421414","0.107054255090435"
"8","2014","(3b) higher tertiary education","368","0.0938731199301009","0.0850274041908763","0.102718835669326"
"9","2014","(0) in school","24","","",""
"9","2014","(1a) inadequately completed","17","","",""
"9","2014","(1b) general elementary school","74","0.0266656199031557","0.0201506343550234","0.0331806054512879"
"9","2014","(1c) basic vocational qualification","132","0.0172414558004865","0.0139029506683462","0.0205799609326268"
"9","2014","(2b) intermediate general qualification","39","0.0320238731758326","0.019906543727925","0.0441412026237402"
"9","2014","(2a) intermediate vocational","124","0.0218100103614068","0.0181319148763118","0.0254881058465019"
"9","2014","(2c_gen) general maturity certificate","44","0.0195241949808583","0.0123879540670816","0.0266604358946349"
"9","2014","(2c_voc) vocational maturity certificate","58","0.0206291496718033","0.0150518103654193","0.0262064889781873"
"9","2014","(3a) lower tertiary education","35","0.0152548776314897","0.00993494954764244","0.020574805715337"
"9","2014","(3b) higher tertiary education","74","0.0168486437842439","0.0129450869078821","0.0207522006606056"
"10 Very willing to take risks","2014","(0) in school","9","","",""
"10 Very willing to take risks","2014","(1a) inadequately completed","21","","",""
"10 Very willing to take risks","2014","(1b) general elementary school","95","0.0358120388365475","0.0282975064883332","0.0433265711847619"
"10 Very willing to take risks","2014","(1c) basic vocational qualification","107","0.0192364806402477","0.0157136916608396","0.0227592696196559"
"10 Very willing to take risks","2014","(2b) intermediate general qualification","32","0.0380672906111008","0.0248972839677227","0.0512372972544789"
"10 Very willing to take risks","2014","(2a) intermediate vocational","89","0.0146268391261084","0.0116036935305751","0.0176499847216417"
"10 Very willing to take risks","2014","(2c_gen) general maturity certificate","26","","",""
"10 Very willing to take risks","2014","(2c_voc) vocational maturity certificate","33","0.0139587105708388","0.00935526494591372","0.0185621561957639"
"10 Very willing to take risks","2014","(3a) lower tertiary education","6","","",""
"10 Very willing to take risks","2014","(3b) higher tertiary education","38","0.0120664071570064","0.008754938030633","0.0153778762833797"
"0 Not at all Willing to take risks","2015","(0) in school","9","","",""
"0 Not at all Willing to take risks","2015","(1a) inadequately completed","67","0.0958214904273854","0.0720504059878469","0.119592574866924"
"0 Not at all Willing to take risks","2015","(1b) general elementary school","220","0.101964547698048","0.0895136064856916","0.114415488910404"
"0 Not at all Willing to take risks","2015","(1c) basic vocational qualification","347","0.0693169718308351","0.0626568918685289","0.0759770517931413"
"0 Not at all Willing to take risks","2015","(2b) intermediate general qualification","26","","",""
"0 Not at all Willing to take risks","2015","(2a) intermediate vocational","207","0.0342045318767976","0.0295298013075046","0.0388792624460906"
"0 Not at all Willing to take risks","2015","(2c_gen) general maturity certificate","62","0.0342632417113511","0.0252739114635149","0.0432525719591872"
"0 Not at all Willing to take risks","2015","(2c_voc) vocational maturity certificate","111","0.0342742376754055","0.0272931697767424","0.0412553055740687"
"0 Not at all Willing to take risks","2015","(3a) lower tertiary education","40","0.0166808647584834","0.0110080542977831","0.0223536752191836"
"0 Not at all Willing to take risks","2015","(3b) higher tertiary education","103","0.0199428738019463","0.0158536160420824","0.0240321315618103"
"1","2015","(0) in school","12","","",""
"1","2015","(1a) inadequately completed","42","0.0655627310121552","0.0455735943471538","0.0855518676771566"
"1","2015","(1b) general elementary school","177","0.0935646903370908","0.0815819749856008","0.105547405688581"
"1","2015","(1c) basic vocational qualification","316","0.0557211214465698","0.0497063543210519","0.0617358885720877"
"1","2015","(2b) intermediate general qualification","29","","",""
"1","2015","(2a) intermediate vocational","253","0.0409594877459643","0.035861862406879","0.0460571130850496"
"1","2015","(2c_gen) general maturity certificate","76","0.0392816633953766","0.0296815424473806","0.0488817843433725"
"1","2015","(2c_voc) vocational maturity certificate","108","0.0356830941791826","0.0285651890556151","0.04280099930275"
"1","2015","(3a) lower tertiary education","49","0.0238640931140921","0.0171037403440077","0.0306244458841765"
"1","2015","(3b) higher tertiary education","174","0.0311823543916305","0.0260984146755799","0.0362662941076811"
"2","2015","(0) in school","21","","",""
"2","2015","(1a) inadequately completed","90","0.132001919172013","0.104665605521144","0.159338232822882"
"2","2015","(1b) general elementary school","250","0.104553737881583","0.0919638927186488","0.117143583044517"
"2","2015","(1c) basic vocational qualification","563","0.0976907927259222","0.0899057093747384","0.105475876077106"
"2","2015","(2b) intermediate general qualification","62","0.0942233050556088","0.0735485607489033","0.114898049362314"
"2","2015","(2a) intermediate vocational","580","0.0958407147775498","0.0882694283999281","0.103412001155171"
"2","2015","(2c_gen) general maturity certificate","144","0.086696009019374","0.07279036971231","0.100601648326438"
"2","2015","(2c_voc) vocational maturity certificate","258","0.0832236847782971","0.0726246525147488","0.0938227170418455"
"2","2015","(3a) lower tertiary education","183","0.0917368094856868","0.0789512593361168","0.104522359635257"
"2","2015","(3b) higher tertiary education","407","0.0778362766138357","0.0699998158449248","0.0856727373827466"
"3","2015","(0) in school","29","","",""
"3","2015","(1a) inadequately completed","63","0.115279892125672","0.0894887738358226","0.141071010415521"
"3","2015","(1b) general elementary school","240","0.125849882050265","0.112202471396873","0.139497292703658"
"3","2015","(1c) basic vocational qualification","658","0.127763732460011","0.119010275090499","0.136517189829524"
"3","2015","(2b) intermediate general qualification","71","0.100896393808524","0.0795810127545437","0.122211774862505"
"3","2015","(2a) intermediate vocational","724","0.126262747809299","0.117719948134124","0.134805547484474"
"3","2015","(2c_gen) general maturity certificate","184","0.121438652370007","0.105296990503003","0.137580314237012"
"3","2015","(2c_voc) vocational maturity certificate","357","0.145767956494712","0.132227602659748","0.159308310329677"
"3","2015","(3a) lower tertiary education","251","0.137765956384159","0.122499955398698","0.15303195736962"
"3","2015","(3b) higher tertiary education","575","0.131964537246337","0.122064831769629","0.141864242723046"
"4","2015","(0) in school","24","","",""
"4","2015","(1a) inadequately completed","35","0.0627597000775284","0.0431732220121374","0.0823461781429193"
"4","2015","(1b) general elementary school","151","0.0758030286634896","0.0649123136777229","0.0866937436492564"
"4","2015","(1c) basic vocational qualification","540","0.096592818251423","0.0888468993897968","0.104338737113049"
"4","2015","(2b) intermediate general qualification","59","0.0782836209106247","0.05927351597499","0.0972937258462595"
"4","2015","(2a) intermediate vocational","589","0.105400344089516","0.0975025181924733","0.113298169986558"
"4","2015","(2c_gen) general maturity certificate","147","0.088046654825702","0.0740434813099994","0.102049828341405"
"4","2015","(2c_voc) vocational maturity certificate","237","0.104646882468331","0.0929013861265919","0.11639237881007"
