"plh0204_h","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"1","2004","(2c_gen) general maturity certificate","Male","4","","",""
"1","2004","(2c_gen) general maturity certificate","Female","12","","",""
"1","2004","(2c_voc) vocational maturity certificate","Male","17","","",""
"1","2004","(2c_voc) vocational maturity certificate","Female","42","0.0432373820843084","0.0296439018531459","0.0568308623154708"
"1","2004","(3a) lower tertiary education","Male","22","","",""
"1","2004","(3a) lower tertiary education","Female","38","0.053102134463026","0.0374158234879238","0.0687884454381282"
"1","2004","(3b) higher tertiary education","Male","34","0.0333134665679449","0.024235041927413","0.0423918912084767"
"1","2004","(3b) higher tertiary education","Female","32","0.0307923145936816","0.0205460311876939","0.0410385979996693"
"2","2004","(0) in school","Male","16","","",""
"2","2004","(0) in school","Female","12","","",""
"2","2004","(1a) inadequately completed","Male","16","","",""
"2","2004","(1a) inadequately completed","Female","19","","",""
"2","2004","(1b) general elementary school","Male","59","0.098305605925769","0.0747752032053175","0.121836008646221"
"2","2004","(1b) general elementary school","Female","220","0.160068021906325","0.140792105333649","0.179343938479002"
"2","2004","(1c) basic vocational qualification","Male","323","0.101306295108216","0.0909865116840428","0.111626078532389"
"2","2004","(1c) basic vocational qualification","Female","378","0.129243637142312","0.116782249973305","0.141705024311318"
"2","2004","(2b) intermediate general qualification","Male","10","","",""
"2","2004","(2b) intermediate general qualification","Female","34","0.10762952809924","0.0758359085914867","0.139423147606993"
"2","2004","(2a) intermediate vocational","Male","154","0.0755847328062406","0.0643958610444744","0.0867736045680068"
"2","2004","(2a) intermediate vocational","Female","328","0.112056081865306","0.100499650049912","0.123612513680699"
"2","2004","(2c_gen) general maturity certificate","Male","22","","",""
"2","2004","(2c_gen) general maturity certificate","Female","37","0.0633277717489529","0.0408001240344756","0.0858554194634303"
"2","2004","(2c_voc) vocational maturity certificate","Male","33","0.049753594593256","0.0336460471100987","0.0658611420764133"
"2","2004","(2c_voc) vocational maturity certificate","Female","88","0.106621410972556","0.0859942789606264","0.127248542984485"
"2","2004","(3a) lower tertiary education","Male","54","0.0615763990881803","0.0460262930334592","0.0771265051429013"
"2","2004","(3a) lower tertiary education","Female","83","0.108285190902469","0.0865476313147773","0.13002275049016"
"2","2004","(3b) higher tertiary education","Male","118","0.0829686110496162","0.0690143528223985","0.0969228692768339"
"2","2004","(3b) higher tertiary education","Female","119","0.11033417291763","0.0917516255566013","0.128916720278658"
"3","2004","(0) in school","Male","27","","",""
"3","2004","(0) in school","Female","33","0.0945827951563831","0.0628162682983023","0.126349322014464"
"3","2004","(1a) inadequately completed","Male","14","","",""
"3","2004","(1a) inadequately completed","Female","16","","",""
"3","2004","(1b) general elementary school","Male","75","0.123622227563132","0.0976083858949511","0.149636069231313"
"3","2004","(1b) general elementary school","Female","180","0.120530546310885","0.103414650532206","0.137646442089564"
"3","2004","(1c) basic vocational qualification","Male","404","0.115435505643601","0.104506491872292","0.12636451941491"
"3","2004","(1c) basic vocational qualification","Female","384","0.131630363159184","0.119071687915455","0.144189038402914"
"3","2004","(2b) intermediate general qualification","Male","16","","",""
"3","2004","(2b) intermediate general qualification","Female","53","0.155032656472901","0.117901949747417","0.192163363198384"
"3","2004","(2a) intermediate vocational","Male","215","0.0979627171300342","0.0853798863584691","0.110545547901599"
"3","2004","(2a) intermediate vocational","Female","434","0.152524670738065","0.139352818305502","0.165696523170628"
"3","2004","(2c_gen) general maturity certificate","Male","28","","",""
"3","2004","(2c_gen) general maturity certificate","Female","49","0.161041539203376","0.127042698706821","0.195040379699931"
"3","2004","(2c_voc) vocational maturity certificate","Male","77","0.108570955193311","0.0855247571011893","0.131617153285432"
"3","2004","(2c_voc) vocational maturity certificate","Female","144","0.142955306126674","0.119561507857011","0.166349104396336"
"3","2004","(3a) lower tertiary education","Male","110","0.143358410146932","0.120689120256599","0.166027700037265"
"3","2004","(3a) lower tertiary education","Female","96","0.118949168276426","0.096303014592755","0.141595321960097"
"3","2004","(3b) higher tertiary education","Male","189","0.129004527426722","0.112046779715517","0.145962275137926"
"3","2004","(3b) higher tertiary education","Female","172","0.14898822138745","0.127868872477318","0.170107570297582"
"4","2004","(0) in school","Male","21","","",""
"4","2004","(0) in school","Female","38","0.126722187777486","0.0906109948895204","0.162833380665452"
"4","2004","(1a) inadequately completed","Male","7","","",""
"4","2004","(1a) inadequately completed","Female","7","","",""
"4","2004","(1b) general elementary school","Male","72","0.11143004372263","0.0865610910330913","0.136298996412168"
"4","2004","(1b) general elementary school","Female","110","0.0904413129891087","0.0753634607405573","0.10551916523766"
"4","2004","(1c) basic vocational qualification","Male","345","0.0979000809041057","0.087736064341348","0.108064097466863"
"4","2004","(1c) basic vocational qualification","Female","303","0.0992621307153084","0.0881549334978225","0.110369327932794"
"4","2004","(2b) intermediate general qualification","Male","20","","",""
"4","2004","(2b) intermediate general qualification","Female","34","0.0774032774027973","0.0499883381742419","0.104818216631353"
"4","2004","(2a) intermediate vocational","Male","222","0.0977937997677699","0.085220644908085","0.110366954627455"
"4","2004","(2a) intermediate vocational","Female","345","0.118136879397353","0.106311730603668","0.129962028191037"
"4","2004","(2c_gen) general maturity certificate","Male","36","0.0979497836577703","0.0687470402142289","0.127152527101312"
"4","2004","(2c_gen) general maturity certificate","Female","52","0.113108332909462","0.0838123881231073","0.142404277695816"
"4","2004","(2c_voc) vocational maturity certificate","Male","64","0.0893293908490522","0.0682004893987489","0.110458292299356"
"4","2004","(2c_voc) vocational maturity certificate","Female","101","0.104626510601689","0.0841704570557595","0.125082564147618"
"4","2004","(3a) lower tertiary education","Male","89","0.101247521229097","0.081733849229977","0.120761193228217"
"4","2004","(3a) lower tertiary education","Female","122","0.162086304288964","0.136306117054072","0.187866491523855"
"4","2004","(3b) higher tertiary education","Male","151","0.0958492918334327","0.0809566202465776","0.110741963420288"
"4","2004","(3b) higher tertiary education","Female","150","0.14191678329233","0.121219261188112","0.162614305396548"
"5","2004","(0) in school","Male","53","0.190854349040928","0.146895806404687","0.234812891677168"
"5","2004","(0) in school","Female","89","0.291432401152596","0.242103794001913","0.340761008303279"
"5","2004","(1a) inadequately completed","Male","17","","",""
"5","2004","(1a) inadequately completed","Female","18","","",""
"5","2004","(1b) general elementary school","Male","129","0.216020379509424","0.183495905472984","0.248544853545864"
"5","2004","(1b) general elementary school","Female","221","0.144353051220868","0.125877347979921","0.162828754461815"
"5","2004","(1c) basic vocational qualification","Male","776","0.244845167035434","0.230138634506546","0.259551699564322"
"5","2004","(1c) basic vocational qualification","Female","600","0.224588637559398","0.20908714749987","0.240090127618925"
"5","2004","(2b) intermediate general qualification","Male","52","0.210264110349648","0.159134004671139","0.261394216028158"
"5","2004","(2b) intermediate general qualification","Female","80","0.202776633388065","0.161528849270405","0.244024417505725"
"5","2004","(2a) intermediate vocational","Male","524","0.246967458301025","0.228713273675385","0.265221642926666"
"5","2004","(2a) intermediate vocational","Female","685","0.229886178470722","0.214471049391185","0.245301307550259"
"5","2004","(2c_gen) general maturity certificate","Male","63","0.183928541950583","0.145866225698076","0.221990858203091"
"5","2004","(2c_gen) general maturity certificate","Female","96","0.201615588303045","0.164505413620125","0.238725762985965"
"5","2004","(2c_voc) vocational maturity certificate","Male","141","0.202668345797058","0.172889248042393","0.232447443551724"
"5","2004","(2c_voc) vocational maturity certificate","Female","197","0.262237420464422","0.232840319146255","0.291634521782589"
"5","2004","(3a) lower tertiary education","Male","199","0.232298031369196","0.204980223751834","0.259615838986558"
"5","2004","(3a) lower tertiary education","Female","187","0.243704835301363","0.213672369061116","0.27373730154161"
"5","2004","(3b) higher tertiary education","Male","274","0.173063913821291","0.153925894991903","0.192201932650678"
"5","2004","(3b) higher tertiary education","Female","244","0.229288045697759","0.204355103752499","0.254220987643019"
"6","2004","(0) in school","Male","52","0.136962545242799","0.098503842195627","0.175421248289972"
"6","2004","(0) in school","Female","42","0.0967395001646854","0.0646511254960613","0.12882787483331"
"6","2004","(1a) inadequately completed","Male","10","","",""
"6","2004","(1a) inadequately completed","Female","6","","",""
"6","2004","(1b) general elementary school","Male","57","0.081413023195675","0.0597998956594953","0.103026150731855"
"6","2004","(1b) general elementary school","Female","63","0.0443579246504566","0.0335342698779135","0.0551815794229996"
"6","2004","(1c) basic vocational qualification","Male","318","0.0984825200397316","0.0882916052736697","0.108673434805793"
"6","2004","(1c) basic vocational qualification","Female","220","0.0737801135386451","0.0640696449931166","0.0834905820841736"
"6","2004","(2b) intermediate general qualification","Male","39","0.128162739855067","0.0862204842792292","0.170104995430904"
"6","2004","(2b) intermediate general qualification","Female","35","0.0805289133021516","0.0526133358057028","0.1084444907986"
"6","2004","(2a) intermediate vocational","Male","268","0.139180660236849","0.124529191778515","0.153832128695184"
"6","2004","(2a) intermediate vocational","Female","316","0.107023570967458","0.0956976639248629","0.118349478010053"
"6","2004","(2c_gen) general maturity certificate","Male","67","0.1489489197562","0.113970269459456","0.183927570052944"
"6","2004","(2c_gen) general maturity certificate","Female","57","0.123327597740888","0.0929135849583765","0.1537416105234"
"6","2004","(2c_voc) vocational maturity certificate","Male","108","0.150870034374096","0.124355277494657","0.177384791253535"
"6","2004","(2c_voc) vocational maturity certificate","Female","104","0.112528241736716","0.0914076100732487","0.133648873400184"
"6","2004","(3a) lower tertiary education","Male","136","0.113372115189009","0.092862827926233","0.133881402451785"
"6","2004","(3a) lower tertiary education","Female","67","0.085345439385898","0.0658006059323537","0.104890272839442"
"6","2004","(3b) higher tertiary education","Male","223","0.156891507893023","0.138492297087812","0.175290718698235"
"6","2004","(3b) higher tertiary education","Female","130","0.134591783735697","0.114349637719185","0.154833929752208"
"7","2004","(0) in school","Male","57","0.183421183763851","0.140129676785355","0.226712690742347"
"7","2004","(0) in school","Female","45","0.135694416731869","0.0985191631599144","0.172869670303823"
"7","2004","(1a) inadequately completed","Male","11","","",""
"7","2004","(1a) inadequately completed","Female","3","","",""
"7","2004","(1b) general elementary school","Male","39","0.0529095041982667","0.0352176595050524","0.070601348891481"
"7","2004","(1b) general elementary school","Female","50","0.0367634307226501","0.026870722770176","0.0466561386751241"
"7","2004","(1c) basic vocational qualification","Male","318","0.0921230156217307","0.0822319270006023","0.102014104242859"
"7","2004","(1c) basic vocational qualification","Female","154","0.0575802447886377","0.0489271309024392","0.0662333586748361"
"7","2004","(2b) intermediate general qualification","Male","39","0.133468457810727","0.0907972744452298","0.176139641176224"
"7","2004","(2b) intermediate general qualification","Female","53","0.144232900509965","0.108190673288004","0.180275127731926"
"7","2004","(2a) intermediate vocational","Male","343","0.159468306072319","0.143971223822512","0.174965388322126"
"7","2004","(2a) intermediate vocational","Female","267","0.0862399979309242","0.0759554852756394","0.0965245105862089"
"7","2004","(2c_gen) general maturity certificate","Male","96","0.257190724154945","0.214249653871456","0.300131794438434"
"7","2004","(2c_gen) general maturity certificate","Female","79","0.136387982478993","0.104643203211051","0.168132761746935"
"7","2004","(2c_voc) vocational maturity certificate","Male","142","0.193892989482532","0.164605882513429","0.223180096451636"
"7","2004","(2c_voc) vocational maturity certificate","Female","67","0.0743096568575905","0.0567807691089132","0.0918385446062679"
"7","2004","(3a) lower tertiary education","Male","156","0.176310351514887","0.151658618240013","0.200962084789762"
"7","2004","(3a) lower tertiary education","Female","93","0.0879901014240638","0.0681734647101752","0.107806738137952"
"7","2004","(3b) higher tertiary education","Male","268","0.172729111322471","0.153605743202066","0.191852479442877"
"7","2004","(3b) higher tertiary education","Female","123","0.0940821183829173","0.0767666305438445","0.11139760622199"
"8","2004","(0) in school","Male","45","0.157335133948846","0.116604684368583","0.19806558352911"
"8","2004","(0) in school","Female","30","0.0793869292178127","0.0500406962475912","0.108733162188034"
"8","2004","(1a) inadequately completed","Male","5","","",""
"8","2004","(1a) inadequately completed","Female","3","","",""
"8","2004","(1b) general elementary school","Male","42","0.0742863360169295","0.0535609160574403","0.0950117559764187"
"8","2004","(1b) general elementary school","Female","40","0.0304367579469075","0.0214059219115039","0.0394675939823111"
"8","2004","(1c) basic vocational qualification","Male","244","0.0716863295995901","0.0628634152725723","0.0805092439266079"
"8","2004","(1c) basic vocational qualification","Female","82","0.0358885003123259","0.0289788707862595","0.0427981298383923"
"8","2004","(2b) intermediate general qualification","Male","37","0.191974291917396","0.142556048495073","0.241392535339719"
"8","2004","(2b) intermediate general qualification","Female","26","","",""
"8","2004","(2a) intermediate vocational","Male","230","0.0990615062487699","0.0864160141175581","0.111706998379982"
"8","2004","(2a) intermediate vocational","Female","134","0.0437769347717197","0.0362811767437747","0.0512726927996648"
"8","2004","(2c_gen) general maturity certificate","Male","53","0.133226901638111","0.0998416056563776","0.166612197619845"
"8","2004","(2c_gen) general maturity certificate","Female","38","0.0918307540728059","0.065119001006918","0.118542507138694"
"8","2004","(2c_voc) vocational maturity certificate","Male","68","0.0876155376717645","0.0666706239069041","0.108560451436625"
"8","2004","(2c_voc) vocational maturity certificate","Female","44","0.0477930853471249","0.0335354643870084","0.0620507063072414"
"8","2004","(3a) lower tertiary education","Male","98","0.0932225329334642","0.0744147519118254","0.112030313955103"
"8","2004","(3a) lower tertiary education","Female","53","0.0614093704841654","0.0446148080817149","0.078203932886616"
"8","2004","(3b) higher tertiary education","Male","163","0.102733699253255","0.0873742767632354","0.118093121743274"
"8","2004","(3b) higher tertiary education","Female","62","0.0402156495319163","0.0285630948999079","0.0518682041639247"
"9","2004","(0) in school","Male","19","","",""
"9","2004","(0) in school","Female","14","","",""
"9","2004","(1a) inadequately completed","Male","","","",""
"9","2004","(1a) inadequately completed","Female","3","","",""
"9","2004","(1b) general elementary school","Male","14","","",""
"9","2004","(1b) general elementary school","Female","9","","",""
"9","2004","(1c) basic vocational qualification","Male","57","0.0126612063825842","0.00883721274138207","0.0164852000237864"
"9","2004","(1c) basic vocational qualification","Female","19","","",""
"9","2004","(2b) intermediate general qualification","Male","12","","",""
"9","2004","(2b) intermediate general qualification","Female","10","","",""
"9","2004","(2a) intermediate vocational","Male","52","0.0209023300466306","0.014846885108001","0.0269577749852603"
"9","2004","(2a) intermediate vocational","Female","25","","",""
"9","2004","(2c_gen) general maturity certificate","Male","15","","",""
"9","2004","(2c_gen) general maturity certificate","Female","4","","",""
"9","2004","(2c_voc) vocational maturity certificate","Male","17","","",""
"9","2004","(2c_voc) vocational maturity certificate","Female","11","","",""
"9","2004","(3a) lower tertiary education","Male","27","","",""
"9","2004","(3a) lower tertiary education","Female","12","","",""
"9","2004","(3b) higher tertiary education","Male","38","0.017402263924136","0.0107869798270444","0.0240175480212276"
"9","2004","(3b) higher tertiary education","Female","12","","",""
"10 Very willing to take risks","2004","(0) in school","Male","4","","",""
"10 Very willing to take risks","2004","(0) in school","Female","7","","",""
"10 Very willing to take risks","2004","(1a) inadequately completed","Male","4","","",""
"10 Very willing to take risks","2004","(1a) inadequately completed","Female","","","",""
"10 Very willing to take risks","2004","(1b) general elementary school","Male","17","","",""
"10 Very willing to take risks","2004","(1b) general elementary school","Female","8","","",""
"10 Very willing to take risks","2004","(1c) basic vocational qualification","Male","39","0.00966588375072775","0.006319635394594","0.0130121321068615"
"10 Very willing to take risks","2004","(1c) basic vocational qualification","Female","21","","",""
"10 Very willing to take risks","2004","(2b) intermediate general qualification","Male","4","","",""
"10 Very willing to take risks","2004","(2b) intermediate general qualification","Female","2","","",""
"10 Very willing to take risks","2004","(2a) intermediate vocational","Male","27","","",""
"10 Very willing to take risks","2004","(2a) intermediate vocational","Female","13","","",""
"10 Very willing to take risks","2004","(2c_gen) general maturity certificate","Male","9","","",""
"10 Very willing to take risks","2004","(2c_gen) general maturity certificate","Female","5","","",""
"10 Very willing to take risks","2004","(2c_voc) vocational maturity certificate","Male","8","","",""
"10 Very willing to take risks","2004","(2c_voc) vocational maturity certificate","Female","","","",""
"10 Very willing to take risks","2004","(3a) lower tertiary education","Male","7","","",""
"10 Very willing to take risks","2004","(3a) lower tertiary education","Female","4","","",""
"10 Very willing to take risks","2004","(3b) higher tertiary education","Male","16","","",""
"10 Very willing to take risks","2004","(3b) higher tertiary education","Female","7","","",""
"0 Not at all Willing to take risks","2005","(0) in school","Male","","","",""
"0 Not at all Willing to take risks","2005","(0) in school","Female","","","",""
"0 Not at all Willing to take risks","2005","(1a) inadequately completed","Male","","","",""
"0 Not at all Willing to take risks","2005","(1a) inadequately completed","Female","","","",""
"0 Not at all Willing to take risks","2005","(1b) general elementary school","Male","","","",""
"0 Not at all Willing to take risks","2005","(1b) general elementary school","Female","","","",""
"0 Not at all Willing to take risks","2005","(1c) basic vocational qualification","Male","","","",""
"0 Not at all Willing to take risks","2005","(1c) basic vocational qualification","Female","","","",""
"0 Not at all Willing to take risks","2005","(2b) intermediate general qualification","Male","","","",""
"0 Not at all Willing to take risks","2005","(2b) intermediate general qualification","Female","","","",""
"0 Not at all Willing to take risks","2005","(2a) intermediate vocational","Male","","","",""
"0 Not at all Willing to take risks","2005","(2a) intermediate vocational","Female","","","",""
"0 Not at all Willing to take risks","2005","(2c_gen) general maturity certificate","Male","","","",""
"0 Not at all Willing to take risks","2005","(2c_gen) general maturity certificate","Female","","","",""
"0 Not at all Willing to take risks","2005","(2c_voc) vocational maturity certificate","Male","","","",""
"0 Not at all Willing to take risks","2005","(2c_voc) vocational maturity certificate","Female","","","",""
"0 Not at all Willing to take risks","2005","(3a) lower tertiary education","Male","","","",""
"0 Not at all Willing to take risks","2005","(3a) lower tertiary education","Female","","","",""
"0 Not at all Willing to take risks","2005","(3b) higher tertiary education","Male","","","",""
"0 Not at all Willing to take risks","2005","(3b) higher tertiary education","Female","","","",""
"1","2005","(0) in school","Male","","","",""
"1","2005","(0) in school","Female","","","",""
"1","2005","(1a) inadequately completed","Male","","","",""
"1","2005","(1a) inadequately completed","Female","","","",""
"1","2005","(1b) general elementary school","Male","","","",""
"1","2005","(1b) general elementary school","Female","","","",""
"1","2005","(1c) basic vocational qualification","Male","","","",""
"1","2005","(1c) basic vocational qualification","Female","","","",""
"1","2005","(2b) intermediate general qualification","Male","","","",""
"1","2005","(2b) intermediate general qualification","Female","","","",""
"1","2005","(2a) intermediate vocational","Male","","","",""
"1","2005","(2a) intermediate vocational","Female","","","",""
"1","2005","(2c_gen) general maturity certificate","Male","","","",""
"1","2005","(2c_gen) general maturity certificate","Female","","","",""
"1","2005","(2c_voc) vocational maturity certificate","Male","","","",""
"1","2005","(2c_voc) vocational maturity certificate","Female","","","",""
"1","2005","(3a) lower tertiary education","Male","","","",""
"1","2005","(3a) lower tertiary education","Female","","","",""
"1","2005","(3b) higher tertiary education","Male","","","",""
"1","2005","(3b) higher tertiary education","Female","","","",""
"2","2005","(0) in school","Male","","","",""
"2","2005","(0) in school","Female","","","",""
"2","2005","(1a) inadequately completed","Male","","","",""
"2","2005","(1a) inadequately completed","Female","","","",""
"2","2005","(1b) general elementary school","Male","","","",""
"2","2005","(1b) general elementary school","Female","","","",""
"2","2005","(1c) basic vocational qualification","Male","","","",""
"2","2005","(1c) basic vocational qualification","Female","","","",""
"2","2005","(2b) intermediate general qualification","Male","","","",""
"2","2005","(2b) intermediate general qualification","Female","","","",""
"2","2005","(2a) intermediate vocational","Male","","","",""
"2","2005","(2a) intermediate vocational","Female","","","",""
"2","2005","(2c_gen) general maturity certificate","Male","","","",""
"2","2005","(2c_gen) general maturity certificate","Female","","","",""
"2","2005","(2c_voc) vocational maturity certificate","Male","","","",""
"2","2005","(2c_voc) vocational maturity certificate","Female","","","",""
"2","2005","(3a) lower tertiary education","Male","","","",""
"2","2005","(3a) lower tertiary education","Female","","","",""
"2","2005","(3b) higher tertiary education","Male","","","",""
"2","2005","(3b) higher tertiary education","Female","","","",""
"3","2005","(0) in school","Male","","","",""
"3","2005","(0) in school","Female","","","",""
"3","2005","(1a) inadequately completed","Male","","","",""
"3","2005","(1a) inadequately completed","Female","","","",""
"3","2005","(1b) general elementary school","Male","","","",""
"3","2005","(1b) general elementary school","Female","","","",""
"3","2005","(1c) basic vocational qualification","Male","","","",""
"3","2005","(1c) basic vocational qualification","Female","","","",""
"3","2005","(2b) intermediate general qualification","Male","","","",""
"3","2005","(2b) intermediate general qualification","Female","","","",""
"3","2005","(2a) intermediate vocational","Male","","","",""
"3","2005","(2a) intermediate vocational","Female","","","",""
"3","2005","(2c_gen) general maturity certificate","Male","","","",""
"3","2005","(2c_gen) general maturity certificate","Female","","","",""
"3","2005","(2c_voc) vocational maturity certificate","Male","","","",""
"3","2005","(2c_voc) vocational maturity certificate","Female","","","",""
"3","2005","(3a) lower tertiary education","Male","","","",""
"3","2005","(3a) lower tertiary education","Female","","","",""
"3","2005","(3b) higher tertiary education","Male","","","",""
"3","2005","(3b) higher tertiary education","Female","","","",""
"4","2005","(0) in school","Male","","","",""
"4","2005","(0) in school","Female","","","",""
"4","2005","(1a) inadequately completed","Male","","","",""
"4","2005","(1a) inadequately completed","Female","","","",""
"4","2005","(1b) general elementary school","Male","","","",""
"4","2005","(1b) general elementary school","Female","","","",""
"4","2005","(1c) basic vocational qualification","Male","","","",""
"4","2005","(1c) basic vocational qualification","Female","","","",""
"4","2005","(2b) intermediate general qualification","Male","","","",""
"4","2005","(2b) intermediate general qualification","Female","","","",""
"4","2005","(2a) intermediate vocational","Male","","","",""
"4","2005","(2a) intermediate vocational","Female","","","",""
"4","2005","(2c_gen) general maturity certificate","Male","","","",""
"4","2005","(2c_gen) general maturity certificate","Female","","","",""
"4","2005","(2c_voc) vocational maturity certificate","Male","","","",""
"4","2005","(2c_voc) vocational maturity certificate","Female","","","",""
"4","2005","(3a) lower tertiary education","Male","","","",""
"4","2005","(3a) lower tertiary education","Female","","","",""
"4","2005","(3b) higher tertiary education","Male","","","",""
"4","2005","(3b) higher tertiary education","Female","","","",""
"5","2005","(0) in school","Male","","","",""
"5","2005","(0) in school","Female","","","",""
"5","2005","(1a) inadequately completed","Male","","","",""
"5","2005","(1a) inadequately completed","Female","","","",""
"5","2005","(1b) general elementary school","Male","","","",""
"5","2005","(1b) general elementary school","Female","","","",""
"5","2005","(1c) basic vocational qualification","Male","","","",""
"5","2005","(1c) basic vocational qualification","Female","","","",""
"5","2005","(2b) intermediate general qualification","Male","","","",""
"5","2005","(2b) intermediate general qualification","Female","","","",""
"5","2005","(2a) intermediate vocational","Male","","","",""
"5","2005","(2a) intermediate vocational","Female","","","",""
"5","2005","(2c_gen) general maturity certificate","Male","","","",""
"5","2005","(2c_gen) general maturity certificate","Female","","","",""
"5","2005","(2c_voc) vocational maturity certificate","Male","","","",""
"5","2005","(2c_voc) vocational maturity certificate","Female","","","",""
"5","2005","(3a) lower tertiary education","Male","","","",""
"5","2005","(3a) lower tertiary education","Female","","","",""
"5","2005","(3b) higher tertiary education","Male","","","",""
"5","2005","(3b) higher tertiary education","Female","","","",""
"6","2005","(0) in school","Male","","","",""
"6","2005","(0) in school","Female","","","",""
"6","2005","(1a) inadequately completed","Male","","","",""
"6","2005","(1a) inadequately completed","Female","","","",""
"6","2005","(1b) general elementary school","Male","","","",""
"6","2005","(1b) general elementary school","Female","","","",""
"6","2005","(1c) basic vocational qualification","Male","","","",""
"6","2005","(1c) basic vocational qualification","Female","","","",""
"6","2005","(2b) intermediate general qualification","Male","","","",""
"6","2005","(2b) intermediate general qualification","Female","","","",""
"6","2005","(2a) intermediate vocational","Male","","","",""
"6","2005","(2a) intermediate vocational","Female","","","",""
"6","2005","(2c_gen) general maturity certificate","Male","","","",""
"6","2005","(2c_gen) general maturity certificate","Female","","","",""
"6","2005","(2c_voc) vocational maturity certificate","Male","","","",""
"6","2005","(2c_voc) vocational maturity certificate","Female","","","",""
"6","2005","(3a) lower tertiary education","Male","","","",""
"6","2005","(3a) lower tertiary education","Female","","","",""
"6","2005","(3b) higher tertiary education","Male","","","",""
"6","2005","(3b) higher tertiary education","Female","","","",""
"7","2005","(0) in school","Male","","","",""
"7","2005","(0) in school","Female","","","",""
"7","2005","(1a) inadequately completed","Male","","","",""
"7","2005","(1a) inadequately completed","Female","","","",""
"7","2005","(1b) general elementary school","Male","","","",""
"7","2005","(1b) general elementary school","Female","","","",""
"7","2005","(1c) basic vocational qualification","Male","","","",""
"7","2005","(1c) basic vocational qualification","Female","","","",""
"7","2005","(2b) intermediate general qualification","Male","","","",""
"7","2005","(2b) intermediate general qualification","Female","","","",""
"7","2005","(2a) intermediate vocational","Male","","","",""
"7","2005","(2a) intermediate vocational","Female","","","",""
"7","2005","(2c_gen) general maturity certificate","Male","","","",""
"7","2005","(2c_gen) general maturity certificate","Female","","","",""
"7","2005","(2c_voc) vocational maturity certificate","Male","","","",""
"7","2005","(2c_voc) vocational maturity certificate","Female","","","",""
"7","2005","(3a) lower tertiary education","Male","","","",""
"7","2005","(3a) lower tertiary education","Female","","","",""
"7","2005","(3b) higher tertiary education","Male","","","",""
"7","2005","(3b) higher tertiary education","Female","","","",""
"8","2005","(0) in school","Male","","","",""
