"plh0204_h","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence"
"5","2004","Not Employed","East Germany","487","0.22188225034298","0.204334995498141","0.239429505187819"
"5","2004","Employed","West Germany","2314","0.231774378479633","0.223653669570178","0.239895087389088"
"5","2004","Employed","East Germany","731","0.243773991905551","0.228595953452126","0.258952030358976"
"6","2004","Not Employed","West Germany","475","0.0729644269670006","0.0663814692322554","0.0795473847017459"
"6","2004","Not Employed","East Germany","229","0.0953453687172089","0.0829426627408823","0.107748074693535"
"6","2004","Employed","West Germany","1268","0.122763794501276","0.116448257810086","0.129079331192466"
"6","2004","Employed","East Germany","389","0.120479781441476","0.108972409284742","0.131987153598209"
"7","2004","Not Employed","West Germany","443","0.0668386712119657","0.060517325403353","0.0731600170205784"
"7","2004","Not Employed","East Germany","163","0.0655025170409288","0.0550542730964464","0.0759507609854113"
"7","2004","Employed","West Germany","1385","0.126729483289121","0.120327271040668","0.133131695537575"
"7","2004","Employed","East Germany","457","0.146883770779082","0.13437002960948","0.159397511948683"
"8","2004","Not Employed","West Germany","293","0.0435172023790156","0.0383532010585752","0.0486812036994559"
"8","2004","Not Employed","East Germany","112","0.0512047384564233","0.0418965199164669","0.0605129569963796"
"8","2004","Employed","West Germany","833","0.0796741867882769","0.0744628821887398","0.084885491387814"
"8","2004","Employed","East Germany","292","0.0933329153258111","0.0830494970738445","0.103616333577778"
"9","2004","Not Employed","West Germany","77","0.00990154045027085","0.00739538587309925","0.0124076950274425"
"9","2004","Not Employed","East Germany","32","0.0132994049480475","0.00846175943467171","0.0181370504614233"
"9","2004","Employed","West Germany","213","0.0188959196656527","0.0162755751501764","0.0215162641811289"
"9","2004","Employed","East Germany","59","0.0159240057690563","0.0114987676842347","0.0203492438538779"
"10 Very willing to take risks","2004","Not Employed","West Germany","48","0.00881414609112565","0.00644830838718286","0.0111799837950684"
"10 Very willing to take risks","2004","Not Employed","East Germany","12","","",""
"10 Very willing to take risks","2004","Employed","West Germany","119","0.0105849827675763","0.00861550463329493","0.0125544609018576"
"10 Very willing to take risks","2004","Employed","East Germany","29","","",""
"0 Not at all Willing to take risks","2005","Not Employed","West Germany","","","",""
"0 Not at all Willing to take risks","2005","Not Employed","East Germany","","","",""
"0 Not at all Willing to take risks","2005","Employed","West Germany","","","",""
"0 Not at all Willing to take risks","2005","Employed","East Germany","","","",""
"1","2005","Not Employed","West Germany","","","",""
"1","2005","Not Employed","East Germany","","","",""
"1","2005","Employed","West Germany","","","",""
"1","2005","Employed","East Germany","","","",""
"2","2005","Not Employed","West Germany","","","",""
"2","2005","Not Employed","East Germany","","","",""
"2","2005","Employed","West Germany","","","",""
"2","2005","Employed","East Germany","","","",""
"3","2005","Not Employed","West Germany","","","",""
"3","2005","Not Employed","East Germany","","","",""
"3","2005","Employed","West Germany","","","",""
"3","2005","Employed","East Germany","","","",""
"4","2005","Not Employed","West Germany","","","",""
"4","2005","Not Employed","East Germany","","","",""
"4","2005","Employed","West Germany","","","",""
"4","2005","Employed","East Germany","","","",""
"5","2005","Not Employed","West Germany","","","",""
"5","2005","Not Employed","East Germany","","","",""
"5","2005","Employed","West Germany","","","",""
"5","2005","Employed","East Germany","","","",""
"6","2005","Not Employed","West Germany","","","",""
"6","2005","Not Employed","East Germany","","","",""
"6","2005","Employed","West Germany","","","",""
"6","2005","Employed","East Germany","","","",""
"7","2005","Not Employed","West Germany","","","",""
"7","2005","Not Employed","East Germany","","","",""
"7","2005","Employed","West Germany","","","",""
"7","2005","Employed","East Germany","","","",""
"8","2005","Not Employed","West Germany","","","",""
"8","2005","Not Employed","East Germany","","","",""
"8","2005","Employed","West Germany","","","",""
"8","2005","Employed","East Germany","","","",""
"9","2005","Not Employed","West Germany","","","",""
"9","2005","Not Employed","East Germany","","","",""
"9","2005","Employed","West Germany","","","",""
"9","2005","Employed","East Germany","","","",""
"10 Very willing to take risks","2005","Not Employed","West Germany","","","",""
"10 Very willing to take risks","2005","Not Employed","East Germany","","","",""
"10 Very willing to take risks","2005","Employed","West Germany","","","",""
"10 Very willing to take risks","2005","Employed","East Germany","","","",""
"0 Not at all Willing to take risks","2006","Not Employed","West Germany","601","0.110052541947714","0.102333240076678","0.117771843818751"
"0 Not at all Willing to take risks","2006","Not Employed","East Germany","119","0.0604722768313147","0.0505547724745479","0.0703897811880814"
"0 Not at all Willing to take risks","2006","Employed","West Germany","297","0.0335166482700836","0.030048398843395","0.0369848976967721"
"0 Not at all Willing to take risks","2006","Employed","East Germany","61","0.0215591957385739","0.0164098153838645","0.0267085760932832"
"1","2006","Not Employed","West Germany","393","0.0680333378468063","0.0618224043329717","0.074244271360641"
"1","2006","Not Employed","East Germany","110","0.0541676659571447","0.0447499284940041","0.0635854034202852"
"1","2006","Employed","West Germany","297","0.029579783404194","0.0263149557825063","0.0328446110258817"
"1","2006","Employed","East Germany","55","0.0160205300600464","0.0115690659595415","0.0204719941605513"
"2","2006","Not Employed","West Germany","704","0.114222792317116","0.106377042792189","0.122068541842043"
"2","2006","Not Employed","East Germany","221","0.0933312934314992","0.0812278931791874","0.105434693683811"
"2","2006","Employed","West Germany","799","0.0754412594758864","0.0703520003629548","0.080530518588818"
"2","2006","Employed","East Germany","209","0.0664505569372916","0.0576199736549666","0.0752811402196166"
"3","2006","Not Employed","West Germany","808","0.119272460188537","0.11127804537271","0.127266875004365"
"3","2006","Not Employed","East Germany","283","0.137613118156144","0.123279678297758","0.15194655801453"
"3","2006","Employed","West Germany","1225","0.1164496237062","0.110268498421515","0.122630748990885"
"3","2006","Employed","East Germany","332","0.104327485777921","0.0934895790212098","0.115165392534631"
"4","2006","Not Employed","West Germany","625","0.0950038985758771","0.0877713747986509","0.102236422353103"
"4","2006","Not Employed","East Germany","220","0.0951770209202308","0.0829669748053346","0.107387067035127"
"4","2006","Employed","West Germany","1088","0.106809618497357","0.100857657943897","0.112761579050817"
"4","2006","Employed","East Germany","328","0.117989966614844","0.106552476862764","0.129427456366924"
"5","2006","Not Employed","West Germany","1378","0.214749851333281","0.20462085878073","0.224878843885832"
"5","2006","Not Employed","East Germany","589","0.269993379471941","0.251521571855137","0.288465187088746"
"5","2006","Employed","West Germany","2369","0.235420286870687","0.227244752078558","0.243595821662816"
"5","2006","Employed","East Germany","803","0.263863028049979","0.248237309329425","0.279488746770533"
"6","2006","Not Employed","West Germany","603","0.0943885313216313","0.0871770186093451","0.101600044033918"
"6","2006","Not Employed","East Germany","247","0.107073591348727","0.0942083345781038","0.119938848119351"
"6","2006","Employed","West Germany","1343","0.125071085408895","0.118696562480317","0.131445608337473"
"6","2006","Employed","East Germany","421","0.13486216099188","0.122751743170929","0.146972578812831"
"7","2006","Not Employed","West Germany","610","0.090121986912679","0.0830587663762036","0.0971852074491545"
"7","2006","Not Employed","East Germany","243","0.0911045794191387","0.0791317580967578","0.10307740074152"
"7","2006","Employed","West Germany","1468","0.137770132075715","0.131128544366553","0.144411719784877"
"7","2006","Employed","East Germany","432","0.134577051823718","0.122477448720984","0.146676654926453"
"8","2006","Not Employed","West Germany","398","0.0643402951476414","0.0582883317893633","0.0703922585059196"
"8","2006","Not Employed","East Germany","143","0.0689600697063783","0.058417355361019","0.0795027840517376"
"8","2006","Employed","West Germany","1049","0.0973284453731703","0.0916167160888063","0.103040174657534"
"8","2006","Employed","East Germany","299","0.099678162709569","0.0890570425955405","0.110299282823598"
"9","2006","Not Employed","West Germany","106","0.0134277515381349","0.0105887743817688","0.0162667286945011"
"9","2006","Not Employed","East Germany","23","","",""
"9","2006","Employed","West Germany","264","0.0255950031888396","0.0225518053368952","0.0286382010407839"
"9","2006","Employed","East Germany","77","0.0289586593515326","0.0230132809367914","0.0349040377662737"
"10 Very willing to take risks","2006","Not Employed","West Germany","88","0.0163865528705808","0.0132550570765657","0.0195180486645959"
"10 Very willing to take risks","2006","Not Employed","East Germany","21","","",""
"10 Very willing to take risks","2006","Employed","West Germany","146","0.0170181137289725","0.014525750634438","0.0195104768235071"
"10 Very willing to take risks","2006","Employed","East Germany","39","0.0117132019446445","0.00789858680153674","0.0155278170877524"
"0 Not at all Willing to take risks","2007","Not Employed","West Germany","","","",""
"0 Not at all Willing to take risks","2007","Not Employed","East Germany","","","",""
"0 Not at all Willing to take risks","2007","Employed","West Germany","","","",""
"0 Not at all Willing to take risks","2007","Employed","East Germany","","","",""
"1","2007","Not Employed","West Germany","","","",""
"1","2007","Not Employed","East Germany","","","",""
"1","2007","Employed","West Germany","","","",""
"1","2007","Employed","East Germany","","","",""
"2","2007","Not Employed","West Germany","","","",""
"2","2007","Not Employed","East Germany","","","",""
"2","2007","Employed","West Germany","","","",""
"2","2007","Employed","East Germany","","","",""
"3","2007","Not Employed","West Germany","","","",""
"3","2007","Not Employed","East Germany","","","",""
"3","2007","Employed","West Germany","","","",""
"3","2007","Employed","East Germany","","","",""
"4","2007","Not Employed","West Germany","","","",""
"4","2007","Not Employed","East Germany","","","",""
"4","2007","Employed","West Germany","","","",""
"4","2007","Employed","East Germany","","","",""
"5","2007","Not Employed","West Germany","","","",""
"5","2007","Not Employed","East Germany","","","",""
"5","2007","Employed","West Germany","","","",""
"5","2007","Employed","East Germany","","","",""
"6","2007","Not Employed","West Germany","","","",""
"6","2007","Not Employed","East Germany","","","",""
"6","2007","Employed","West Germany","","","",""
"6","2007","Employed","East Germany","","","",""
"7","2007","Not Employed","West Germany","","","",""
"7","2007","Not Employed","East Germany","","","",""
"7","2007","Employed","West Germany","","","",""
"7","2007","Employed","East Germany","","","",""
"8","2007","Not Employed","West Germany","","","",""
"8","2007","Not Employed","East Germany","","","",""
"8","2007","Employed","West Germany","","","",""
"8","2007","Employed","East Germany","","","",""
"9","2007","Not Employed","West Germany","","","",""
"9","2007","Not Employed","East Germany","","","",""
"9","2007","Employed","West Germany","","","",""
"9","2007","Employed","East Germany","","","",""
"10 Very willing to take risks","2007","Not Employed","West Germany","","","",""
"10 Very willing to take risks","2007","Not Employed","East Germany","","","",""
"10 Very willing to take risks","2007","Employed","West Germany","","","",""
"10 Very willing to take risks","2007","Employed","East Germany","","","",""
"0 Not at all Willing to take risks","2008","Not Employed","West Germany","418","0.0864535516909138","0.0790202954226115","0.0938868079592161"
"0 Not at all Willing to take risks","2008","Not Employed","East Germany","123","0.0687094303353051","0.0575813920273625","0.0798374686432477"
"0 Not at all Willing to take risks","2008","Employed","West Germany","269","0.0310184536773317","0.0274587892346279","0.0345781181200355"
"0 Not at all Willing to take risks","2008","Employed","East Germany","63","0.0222842385294409","0.0168178972301508","0.0277505798287309"
"1","2008","Not Employed","West Germany","487","0.0929763925997355","0.085295388259727","0.100657396939744"
"1","2008","Not Employed","East Germany","117","0.0596553013150326","0.0492360647763224","0.0700745378537428"
"1","2008","Employed","West Germany","343","0.0380080086874603","0.0340818800757021","0.0419341372992186"
"1","2008","Employed","East Germany","102","0.0344028362040354","0.0276531023109415","0.0411525700971293"
"2","2008","Not Employed","West Germany","760","0.147630294056123","0.138247674336496","0.157012913775751"
"2","2008","Not Employed","East Germany","281","0.133082450446498","0.118140161603876","0.14802473928912"
"2","2008","Employed","West Germany","1018","0.110327390027855","0.103894620115355","0.116760159940355"
"2","2008","Employed","East Germany","310","0.100912452310625","0.0897575721708311","0.112067332450418"
"3","2008","Not Employed","West Germany","828","0.137214055664066","0.128113389148581","0.146314722179552"
"3","2008","Not Employed","East Germany","281","0.14885217197394","0.133193752575975","0.164510591371905"
"3","2008","Employed","West Germany","1373","0.152121325445825","0.14474732529759","0.159495325594061"
"3","2008","Employed","East Germany","437","0.14772706895218","0.134586598176934","0.160867539727427"
"4","2008","Not Employed","West Germany","580","0.0995699378060195","0.0916501876678039","0.107489687944235"
"4","2008","Not Employed","East Germany","237","0.115841499512731","0.101762720758273","0.129920278267189"
"4","2008","Employed","West Germany","1044","0.114174366380014","0.107644569646176","0.120704163113853"
"4","2008","Employed","East Germany","330","0.127729594162361","0.115368330446121","0.140090857878601"
"5","2008","Not Employed","West Germany","1055","0.192492771834264","0.182064729357221","0.202920814311307"
"5","2008","Not Employed","East Germany","398","0.20401106790436","0.186283538491618","0.221738597317103"
"5","2008","Employed","West Germany","1795","0.201767357015414","0.193527276980001","0.210007437050826"
"5","2008","Employed","East Germany","599","0.222292248926586","0.206894334202357","0.237690163650814"
"6","2008","Not Employed","West Germany","464","0.0846436463872626","0.0772813270397488","0.0920059657347763"
"6","2008","Not Employed","East Germany","190","0.0885456139530294","0.0760482380825177","0.101042989823541"
"6","2008","Employed","West Germany","1047","0.116242040818639","0.109661076780527","0.122823004856752"
"6","2008","Employed","East Germany","330","0.105957230312331","0.0945590379266878","0.117355422697975"
"7","2008","Not Employed","West Germany","424","0.0732358600947632","0.0663450723477453","0.0801266478417812"
"7","2008","Not Employed","East Germany","181","0.0977472271329883","0.0846829864947939","0.110811467771183"
"7","2008","Employed","West Germany","1134","0.121125915213211","0.114426712790512","0.127825117635911"
"7","2008","Employed","East Germany","331","0.126514295520549","0.114203411547583","0.138825179493514"
"8","2008","Not Employed","West Germany","327","0.0563344036091255","0.0502359702741307","0.0624328369441203"
"8","2008","Not Employed","East Germany","127","0.0607154020544683","0.0502099227007334","0.0712208814082032"
"8","2008","Employed","West Germany","749","0.0755306040538938","0.0701049889204538","0.0809562191873338"
"8","2008","Employed","East Germany","223","0.0818040508595066","0.0716545045878592","0.091953597131154"
"9","2008","Not Employed","West Germany","89","0.0175679236874492","0.0140930913527201","0.0210427560221784"
"9","2008","Not Employed","East Germany","31","0.0145730313146137","0.00930127889111164","0.0198447837381158"
"9","2008","Employed","West Germany","213","0.0253096074522292","0.0220846997998062","0.0285345151046521"
"9","2008","Employed","East Germany","52","0.0197942565549923","0.014635800257973","0.0249527128520116"
"10 Very willing to take risks","2008","Not Employed","West Germany","59","0.0118811625702768","0.00901529295669938","0.0147470321838542"
"10 Very willing to take risks","2008","Not Employed","East Germany","19","","",""
"10 Very willing to take risks","2008","Employed","West Germany","127","0.0143749312281256","0.0119309380249218","0.0168189244313294"
"10 Very willing to take risks","2008","Employed","East Germany","24","","",""
"0 Not at all Willing to take risks","2009","Not Employed","West Germany","775","0.177675988926756","0.167054450983489","0.188297526870024"
"0 Not at all Willing to take risks","2009","Not Employed","East Germany","198","0.116965523377225","0.102332699489658","0.131598347264792"
"0 Not at all Willing to take risks","2009","Employed","West Germany","523","0.059067704636455","0.0540641490379897","0.0640712602349204"
"0 Not at all Willing to take risks","2009","Employed","East Germany","126","0.0511042577695941","0.0427872385363249","0.0594212770028632"
"1","2009","Not Employed","West Germany","525","0.11400421358651","0.105172848713132","0.122835578459888"
"1","2009","Not Employed","East Germany","163","0.0954244304436846","0.0820473112505514","0.108801549636818"
"1","2009","Employed","West Germany","513","0.0563656446825719","0.0514708598399638","0.0612604295251799"
"1","2009","Employed","East Germany","152","0.0497576530743647","0.04154512157219","0.0579701845765394"
"2","2009","Not Employed","West Germany","814","0.157931007860412","0.147797516778006","0.168064498942817"
"2","2009","Not Employed","East Germany","309","0.161434066385352","0.144681683817661","0.178186448953043"
"2","2009","Employed","West Germany","1134","0.126272895558206","0.119223246964763","0.133322544151648"
"2","2009","Employed","East Germany","370","0.131140834734593","0.11839190934515","0.143889760124036"
"3","2009","Not Employed","West Germany","799","0.144565716866","0.134793850228781","0.154337583503219"
"3","2009","Not Employed","East Germany","305","0.167944502085824","0.150924115335778","0.18496488883587"
"3","2009","Employed","West Germany","1428","0.159199041910191","0.151434044432375","0.166964039388006"
"3","2009","Employed","East Germany","426","0.15014694801558","0.13665545266783","0.163638443363331"
"4","2009","Not Employed","West Germany","493","0.0881116795819036","0.0802350737073326","0.0959882854564745"
"4","2009","Not Employed","East Germany","210","0.110889382390775","0.0965927660762779","0.125185998705273"
"4","2009","Employed","West Germany","1057","0.124778255629245","0.117764461735269","0.13179204952322"
"4","2009","Employed","East Germany","323","0.124810642801938","0.112327994394035","0.137293291209841"
"5","2009","Not Employed","West Germany","855","0.175779391713137","0.165202519394721","0.186356264031552"
"5","2009","Not Employed","East Germany","387","0.198186533557171","0.180036220292887","0.216336846821455"
"5","2009","Employed","West Germany","1779","0.220820617453838","0.212016962122177","0.229624272785499"
"5","2009","Employed","East Germany","643","0.239900471837283","0.223772465075172","0.256028478599393"
"6","2009","Not Employed","West Germany","341","0.0633007450442311","0.0565343703012366","0.0700671197872257"
"6","2009","Not Employed","East Germany","126","0.0605433592135374","0.0496845548534973","0.0714021635735775"
"6","2009","Employed","West Germany","907","0.114240579074718","0.107489198603118","0.120991959546318"
"6","2009","Employed","East Germany","280","0.10295749663093","0.0914795179952668","0.114435475266592"
"7","2009","Not Employed","West Germany","221","0.0444115597327831","0.0386870934048746","0.0501360260606916"
"7","2009","Not Employed","East Germany","99","0.0485928704785556","0.0388029343279101","0.0583828066292011"
"7","2009","Employed","West Germany","756","0.0859081677233466","0.0799606377752298","0.0918556976714633"
"7","2009","Employed","East Germany","248","0.101398870031981","0.0899982111294031","0.112799528934558"
"8","2009","Not Employed","West Germany","107","0.021922493185588","0.0178535356635035","0.0259914507076725"
"8","2009","Not Employed","East Germany","47","0.0326570864224922","0.024564463098088","0.0407497097468964"
"8","2009","Employed","West Germany","342","0.0418722025755235","0.0376211241362528","0.0461232810147942"
"8","2009","Employed","East Germany","105","0.0423135667882153","0.0347106296523182","0.0499165039241124"
"9","2009","Not Employed","West Germany","29","","",""
"9","2009","Not Employed","East Germany","4","","",""
"9","2009","Employed","West Germany","53","0.00749825205849044","0.00566732875188113","0.00932917536509974"
"9","2009","Employed","East Germany","14","","",""
"10 Very willing to take risks","2009","Not Employed","West Germany","16","","",""
"10 Very willing to take risks","2009","Not Employed","East Germany","5","","",""
"10 Very willing to take risks","2009","Employed","West Germany","36","0.00397663869741531","0.00264091286621062","0.00531236452862"
"10 Very willing to take risks","2009","Employed","East Germany","6","","",""
"0 Not at all Willing to take risks","2010","Not Employed","West Germany","640","0.122436301726086","0.114375332324316","0.130497271127857"
"0 Not at all Willing to take risks","2010","Not Employed","East Germany","144","0.0750273973550324","0.0636458900590153","0.0864089046510494"
"0 Not at all Willing to take risks","2010","Employed","West Germany","490","0.0380533397813627","0.0346531776771722","0.0414535018855533"
"0 Not at all Willing to take risks","2010","Employed","East Germany","118","0.0307865263870568","0.0249921540423242","0.0365808987317895"
"1","2010","Not Employed","West Germany","485","0.0862510760859226","0.0793472706006723","0.093154881571173"
"1","2010","Not Employed","East Germany","115","0.0539481542439119","0.0441876743817379","0.063708634106086"
"1","2010","Employed","West Germany","511","0.0491354161678332","0.0452940616234148","0.0529767707122516"
"1","2010","Employed","East Germany","130","0.0368390854646095","0.0305204954335086","0.0431576754957105"
"2","2010","Not Employed","West Germany","903","0.151742718207863","0.142919834107246","0.16056560230848"
"2","2010","Not Employed","East Germany","232","0.112132474878116","0.0985002985382737","0.125764651217958"
"2","2010","Employed","West Germany","1379","0.115309688605441","0.109633507118444","0.120985870092438"
"2","2010","Employed","East Germany","374","0.107020095969416","0.0966503087896824","0.117389883149149"
"3","2010","Not Employed","West Germany","934","0.146766665094578","0.138064236537428","0.155469093651728"
"3","2010","Not Employed","East Germany","348","0.186452274477058","0.169625504179676","0.20327904477444"
"3","2010","Employed","West Germany","1794","0.151386183132913","0.14501638151825","0.157755984747576"
"3","2010","Employed","East Germany","491","0.160899466428797","0.148574077476145","0.173224855381449"
"4","2010","Not Employed","West Germany","607","0.0902938686121036","0.0832457608183964","0.0973419764058107"
"4","2010","Not Employed","East Germany","187","0.0958340967948704","0.0831163698697506","0.10855182371999"
"4","2010","Employed","West Germany","1242","0.101981864381383","0.0966037285708512","0.107360000191914"
"4","2010","Employed","East Germany","329","0.0969846360604635","0.087057696617267","0.10691157550366"
"5","2010","Not Employed","West Germany","1225","0.184126502131045","0.1745949767029","0.19365802755919"
"5","2010","Not Employed","East Germany","461","0.219940573116462","0.202045151830934","0.23783599440199"
"5","2010","Employed","West Germany","2517","0.199912144564146","0.192804656061354","0.207019633066938"
"5","2010","Employed","East Germany","770","0.244666398482827","0.230246144829841","0.259086652135813"
"6","2010","Not Employed","West Germany","534","0.0751115759712699","0.0686298456864372","0.0815933062561026"
"6","2010","Not Employed","East Germany","190","0.0839083344329454","0.0719299727572558","0.095886696108635"
"6","2010","Employed","West Germany","1432","0.116465967084349","0.110765126488248","0.122166807680449"
"6","2010","Employed","East Germany","408","0.115584257852081","0.104859341611104","0.126309174093058"
"7","2010","Not Employed","West Germany","495","0.0741581231032782","0.0677143443378349","0.0806019018687216"
"7","2010","Not Employed","East Germany","182","0.0858527359127087","0.0737492475343939","0.0979562242910236"
"7","2010","Employed","West Germany","1477","0.120971833968464","0.115176596112749","0.126767071824178"
"7","2010","Employed","East Germany","418","0.108408465031637","0.0979797476434709","0.118837182419802"
"8","2010","Not Employed","West Germany","361","0.046328742473681","0.0411596125367006","0.0514978724106615"
"8","2010","Not Employed","East Germany","143","0.0648500518175472","0.0542105523641792","0.0754895512709153"
"8","2010","Employed","West Germany","939","0.0755174213892941","0.0708217177490757","0.0802131250295124"
"8","2010","Employed","East Germany","271","0.072023826101304","0.0633517548039211","0.080695897398687"
"9","2010","Not Employed","West Germany","70","0.00980899769850697","0.00738537701340193","0.012232618383612"
"9","2010","Not Employed","East Germany","35","0.0121560046185767","0.0074216038733305","0.016890405363823"
"9","2010","Employed","West Germany","206","0.0180463886037892","0.0156806411789186","0.0204121360286599"
"9","2010","Employed","East Germany","62","0.0159879400833596","0.0117805498042953","0.0201953303624239"
"10 Very willing to take risks","2010","Not Employed","West Germany","98","0.0129754288956659","0.0101924001672053","0.0157584576241264"
"10 Very willing to take risks","2010","Not Employed","East Germany","21","","",""
"10 Very willing to take risks","2010","Employed","West Germany","176","0.0132197523210263","0.0111899692748744","0.0152495353671782"
"10 Very willing to take risks","2010","Employed","East Germany","43","0.0107993021384489","0.00733228182995573","0.0142663224469421"
"0 Not at all Willing to take risks","2011","Not Employed","West Germany","544","0.101914655753447","0.094328799455009","0.109500512051885"
"0 Not at all Willing to take risks","2011","Not Employed","East Germany","117","0.0586767199563117","0.0483973013795436","0.0689561385330798"
"0 Not at all Willing to take risks","2011","Employed","West Germany","296","0.0304518451466824","0.0270462551117888","0.0338574351815761"
"0 Not at all Willing to take risks","2011","Employed","East Germany","65","0.0162707478080004","0.0116701255907571","0.0208713700252437"
"1","2011","Not Employed","West Germany","478","0.0862959794944538","0.0792551223121764","0.0933368366767312"
"1","2011","Not Employed","East Germany","106","0.0513624602251273","0.0417077487631378","0.0610171716871169"
"1","2011","Employed","West Germany","383","0.0354971637963788","0.0318298383680446","0.039164489224713"
"1","2011","Employed","East Germany","82","0.033059792033331","0.0265581225038608","0.0395614615628013"
"2","2011","Not Employed","West Germany","787","0.134952057305387","0.126384888395387","0.143519226215387"
"2","2011","Not Employed","East Germany","229","0.120733102104019","0.106482284609992","0.134983919598045"
"2","2011","Employed","West Germany","954","0.0954600532791714","0.0896359967757054","0.101284109782637"
"2","2011","Employed","East Germany","252","0.0847989648438836","0.0746685192292599","0.0949294104585073"
"3","2011","Not Employed","West Germany","824","0.132386315638732","0.123888403619875","0.140884227657589"
"3","2011","Not Employed","East Germany","280","0.138822488116335","0.123699330132936","0.153945646099733"
"3","2011","Employed","West Germany","1278","0.130126857734925","0.123458601183719","0.13679511428613"
"3","2011","Employed","East Germany","409","0.128063667726584","0.115912154112988","0.140215181340181"
"4","2011","Not Employed","West Germany","603","0.0941609394402871","0.0868379501456548","0.101483928734919"
"4","2011","Not Employed","East Germany","249","0.129402863229169","0.114722162113297","0.144083564345041"
"4","2011","Employed","West Germany","1046","0.100578606237088","0.0946173844329736","0.106539828041202"
"4","2011","Employed","East Germany","303","0.106334263416118","0.0951244291996918","0.117544097632544"
"5","2011","Not Employed","West Germany","1318","0.211503849278861","0.201264168622989","0.221743529934732"
"5","2011","Not Employed","East Germany","496","0.233691713010906","0.215182427530566","0.252200998491246"
"5","2011","Employed","West Germany","2153","0.224932679136453","0.216657129287273","0.233208228985632"
"5","2011","Employed","East Germany","728","0.248063506748557","0.232358177573702","0.263768835923413"
"6","2011","Not Employed","West Germany","553","0.0833648360382007","0.0764334961936807","0.0902961758827207"
"6","2011","Not Employed","East Germany","216","0.105085031590271","0.0916719813147655","0.118498081865776"
"6","2011","Employed","West Germany","1241","0.125104699533429","0.118547540424671","0.131661858642187"
"6","2011","Employed","East Germany","373","0.132832884669072","0.120491064194772","0.145174705143371"
"7","2011","Not Employed","West Germany","523","0.0823210319617654","0.0754293015886034","0.0892127623349275"
"7","2011","Not Employed","East Germany","174","0.0903175318137962","0.077780429226253","0.102854634401339"
"7","2011","Employed","West Germany","1316","0.136851343278606","0.130039444283083","0.14366324227413"
"7","2011","Employed","East Germany","384","0.136564619177467","0.124077592429879","0.149051645925054"
"8","2011","Not Employed","West Germany","363","0.0539476304504443","0.0482830041849943","0.0596122567158942"
"8","2011","Not Employed","East Germany","105","0.0523769377763319","0.0426325602957035","0.0621213152569604"
"8","2011","Employed","West Germany","806","0.0887761281098879","0.0831389531755005","0.0944133030442753"
"8","2011","Employed","East Germany","231","0.0870888712049206","0.0768354073667471","0.0973423350430942"
"9","2011","Not Employed","West Germany","63","0.00868530411721291","0.00635868242394719","0.0110119258104786"
"9","2011","Not Employed","East Germany","20","","",""
"9","2011","Employed","West Germany","195","0.0206575416589722","0.0178384611543188","0.0234766221636256"
"9","2011","Employed","East Germany","47","0.0165029256693737","0.0118701418978384","0.021135709440909"
"10 Very willing to take risks","2011","Not Employed","West Germany","54","0.0104674005212096","0.00791551046189509","0.0130192905805242"
"10 Very willing to take risks","2011","Not Employed","East Germany","16","","",""
"10 Very willing to take risks","2011","Employed","West Germany","111","0.0115630820884069","0.00944417384150635","0.0136819903353075"
