"plh0204_h","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"2","2004","(2c_gen) general maturity certificate","West Germany","48","0.0618823238728857","0.0434163939285357","0.0803482538172357"
"2","2004","(2c_gen) general maturity certificate","East Germany","11","","",""
"2","2004","(2c_voc) vocational maturity certificate","West Germany","111","0.0820851497302587","0.0674858608746728","0.0966844385858445"
"2","2004","(2c_voc) vocational maturity certificate","East Germany","10","","",""
"2","2004","(3a) lower tertiary education","West Germany","77","0.0762906454049535","0.0600313609865169","0.0925499298233901"
"2","2004","(3a) lower tertiary education","East Germany","60","0.0918441938705201","0.0701212220343793","0.113567165706661"
"2","2004","(3b) higher tertiary education","West Germany","195","0.103226818280107","0.0898724579340954","0.116581178626119"
"2","2004","(3b) higher tertiary education","East Germany","42","0.0576276822829588","0.0389655391298587","0.076289825436059"
"3","2004","(0) in school","West Germany","39","0.0798030446812493","0.0552778876844981","0.104328201678001"
"3","2004","(0) in school","East Germany","21","","",""
"3","2004","(1a) inadequately completed","West Germany","26","","",""
"3","2004","(1a) inadequately completed","East Germany","4","","",""
"3","2004","(1b) general elementary school","West Germany","226","0.119597339897664","0.104535644770657","0.134659035024672"
"3","2004","(1b) general elementary school","East Germany","29","","",""
"3","2004","(1c) basic vocational qualification","West Germany","597","0.114747900871138","0.105832160106755","0.123663641635522"
"3","2004","(1c) basic vocational qualification","East Germany","191","0.170665602490843","0.149006312726849","0.192324892254838"
"3","2004","(2b) intermediate general qualification","West Germany","59","0.13805470766698","0.106147383702837","0.169962031631123"
"3","2004","(2b) intermediate general qualification","East Germany","10","","",""
"3","2004","(2a) intermediate vocational","West Germany","441","0.12676712344531","0.115314369174013","0.138219877716606"
"3","2004","(2a) intermediate vocational","East Germany","208","0.130984020392185","0.115239775365534","0.146728265418837"
"3","2004","(2c_gen) general maturity certificate","West Germany","64","0.11958877401369","0.0947204103621195","0.14445713766526"
"3","2004","(2c_gen) general maturity certificate","East Germany","13","","",""
"3","2004","(2c_voc) vocational maturity certificate","West Germany","192","0.127682549876311","0.109932431252481","0.145432668500141"
"3","2004","(2c_voc) vocational maturity certificate","East Germany","29","","",""
"3","2004","(3a) lower tertiary education","West Germany","124","0.14133469789674","0.119997643369227","0.162671752424253"
"3","2004","(3a) lower tertiary education","East Germany","82","0.115251233927148","0.0912327285524821","0.139269739301814"
"3","2004","(3b) higher tertiary education","West Germany","281","0.138007922011976","0.122869201901927","0.153146642122024"
"3","2004","(3b) higher tertiary education","East Germany","80","0.135241237274053","0.107854724640548","0.162627749907559"
"4","2004","(0) in school","West Germany","41","0.0879977052019305","0.0623590460579598","0.113636364345901"
"4","2004","(0) in school","East Germany","18","","",""
"4","2004","(1a) inadequately completed","West Germany","11","","",""
"4","2004","(1a) inadequately completed","East Germany","3","","",""
"4","2004","(1b) general elementary school","West Germany","163","0.0979823045975241","0.0841831089184221","0.111781500276626"
"4","2004","(1b) general elementary school","East Germany","19","","",""
"4","2004","(1c) basic vocational qualification","West Germany","524","0.0978472100607557","0.0895359696142354","0.106158450507276"
"4","2004","(1c) basic vocational qualification","East Germany","124","0.10251594846564","0.0850530849383584","0.119978811992921"
"4","2004","(2b) intermediate general qualification","West Germany","42","0.0713211793370944","0.0475162471274795","0.0951261115467093"
"4","2004","(2b) intermediate general qualification","East Germany","12","","",""
"4","2004","(2a) intermediate vocational","West Germany","345","0.10327410368534","0.0927987870568441","0.113749420313837"
"4","2004","(2a) intermediate vocational","East Germany","222","0.122941873062184","0.107618199139311","0.138265546985057"
"4","2004","(2c_gen) general maturity certificate","West Germany","72","0.108961318768412","0.0850808047155318","0.132841832821291"
"4","2004","(2c_gen) general maturity certificate","East Germany","16","","",""
"4","2004","(2c_voc) vocational maturity certificate","West Germany","141","0.0943627011324795","0.0788146650996142","0.109910737165345"
"4","2004","(2c_voc) vocational maturity certificate","East Germany","24","","",""
"4","2004","(3a) lower tertiary education","West Germany","120","0.120147780966686","0.100233673034967","0.140061888898405"
"4","2004","(3a) lower tertiary education","East Germany","91","0.141247020962804","0.115050900392131","0.167443141533477"
"4","2004","(3b) higher tertiary education","West Germany","232","0.11974091438705","0.105491006489901","0.133990822284199"
"4","2004","(3b) higher tertiary education","East Germany","69","0.0968238674378891","0.0731422086795008","0.120505526196277"
"5","2004","(0) in school","West Germany","106","0.239383077659705","0.200764934825591","0.278001220493819"
"5","2004","(0) in school","East Germany","36","0.229570912932872","0.165205741084924","0.293936084780821"
"5","2004","(1a) inadequately completed","West Germany","33","0.136028181033931","0.0928360490221538","0.179220313045707"
"5","2004","(1a) inadequately completed","East Germany","2","","",""
"5","2004","(1b) general elementary school","West Germany","311","0.168032411648339","0.150677510135818","0.18538731316086"
"5","2004","(1b) general elementary school","East Germany","39","0.141662999983798","0.0957930002056801","0.187532999761916"
"5","2004","(1c) basic vocational qualification","West Germany","1113","0.23823796621897","0.226320972148277","0.250154960289664"
"5","2004","(1c) basic vocational qualification","East Germany","263","0.21972348699811","0.19588553825612","0.2435614357401"
"5","2004","(2b) intermediate general qualification","West Germany","93","0.200802639339207","0.163748506900876","0.237856771777538"
"5","2004","(2b) intermediate general qualification","East Germany","39","0.223255986001409","0.15873089684714","0.287781075155677"
"5","2004","(2a) intermediate vocational","West Germany","763","0.233054006468033","0.218501015360447","0.247606997575619"
"5","2004","(2a) intermediate vocational","East Germany","446","0.248579188077975","0.228410725532749","0.268747650623202"
"5","2004","(2c_gen) general maturity certificate","West Germany","111","0.181983134085735","0.152412821465855","0.211553446705616"
"5","2004","(2c_gen) general maturity certificate","East Germany","48","0.243900850749693","0.183315801005978","0.304485900493408"
"5","2004","(2c_voc) vocational maturity certificate","West Germany","285","0.226604555045999","0.204339010107629","0.248870099984368"
"5","2004","(2c_voc) vocational maturity certificate","East Germany","53","0.305772457534169","0.242236071559132","0.369308843509207"
"5","2004","(3a) lower tertiary education","West Germany","218","0.212800447578062","0.187732036919905","0.237868858236219"
"5","2004","(3a) lower tertiary education","East Germany","168","0.289777341411268","0.255654697226612","0.323899985595924"
"5","2004","(3b) higher tertiary education","West Germany","404","0.197395406212591","0.179924925487695","0.214865886937488"
"5","2004","(3b) higher tertiary education","East Germany","114","0.194882129745013","0.163160870335106","0.22660338915492"
"6","2004","(0) in school","West Germany","67","0.110612325705107","0.0822260128630437","0.13899863854717"
"6","2004","(0) in school","East Germany","27","","",""
"6","2004","(1a) inadequately completed","West Germany","15","","",""
"6","2004","(1a) inadequately completed","East Germany","1","","",""
"6","2004","(1b) general elementary school","West Germany","99","0.0524783007676626","0.0421279067248075","0.0628286948105177"
"6","2004","(1b) general elementary school","East Germany","21","","",""
"6","2004","(1c) basic vocational qualification","West Germany","434","0.0878426942025253","0.0799242607875516","0.095761127617499"
"6","2004","(1c) basic vocational qualification","East Germany","104","0.0830503903320895","0.0671630957976206","0.0989376848665583"
"6","2004","(2b) intermediate general qualification","West Germany","49","0.0952299050407564","0.0680792248034841","0.122380585278029"
"6","2004","(2b) intermediate general qualification","East Germany","25","","",""
"6","2004","(2a) intermediate vocational","West Germany","377","0.125601846863048","0.114194248708479","0.137009445017616"
"6","2004","(2a) intermediate vocational","East Germany","207","0.111426400164015","0.0967425632084224","0.126110237119607"
"6","2004","(2c_gen) general maturity certificate","West Germany","96","0.135958016672409","0.109689893158131","0.162226140186688"
"6","2004","(2c_gen) general maturity certificate","East Germany","28","","",""
"6","2004","(2c_voc) vocational maturity certificate","West Germany","182","0.130759744713206","0.112828718171692","0.148690771254719"
"6","2004","(2c_voc) vocational maturity certificate","East Germany","30","0.130161508485029","0.0837599033745211","0.176563113595537"
"6","2004","(3a) lower tertiary education","West Germany","132","0.112233324021788","0.0928999147368732","0.131566733306703"
"6","2004","(3a) lower tertiary education","East Germany","71","0.0785294006856479","0.0582959438641179","0.0987628575071779"
"6","2004","(3b) higher tertiary education","West Germany","261","0.14116781185805","0.125884850604502","0.156450773111598"
"6","2004","(3b) higher tertiary education","East Germany","92","0.174189712558899","0.143816825484458","0.20456259963334"
"7","2004","(0) in school","West Germany","75","0.150588106614936","0.118220083549971","0.182956129679901"
"7","2004","(0) in school","East Germany","27","","",""
"7","2004","(1a) inadequately completed","West Germany","14","","",""
"7","2004","(1a) inadequately completed","East Germany","","","",""
"7","2004","(1b) general elementary school","West Germany","78","0.0422739810154627","0.0329343517665464","0.0516136102643791"
"7","2004","(1b) general elementary school","East Germany","11","","",""
"7","2004","(1c) basic vocational qualification","West Germany","417","0.0819730201302681","0.0742991443394068","0.0896468959211294"
"7","2004","(1c) basic vocational qualification","East Germany","55","0.0427078000216437","0.0310670159506752","0.0543485840926123"
"7","2004","(2b) intermediate general qualification","West Germany","62","0.126678530691428","0.0959130646934611","0.157443996689395"
"7","2004","(2b) intermediate general qualification","East Germany","30","0.186340889225873","0.126006707455819","0.246675070995926"
"7","2004","(2a) intermediate vocational","West Germany","394","0.118091109107715","0.106982439583498","0.129199778631933"
"7","2004","(2a) intermediate vocational","East Germany","216","0.121784888995702","0.106523433460497","0.137046344530908"
"7","2004","(2c_gen) general maturity certificate","West Germany","133","0.199966983938834","0.169312619237214","0.230621348640454"
"7","2004","(2c_gen) general maturity certificate","East Germany","42","0.18273137176968","0.128211050296158","0.237251693243203"
"7","2004","(2c_voc) vocational maturity certificate","West Germany","177","0.131755801335854","0.113766925487233","0.149744677184476"
"7","2004","(2c_voc) vocational maturity certificate","East Germany","32","0.123634043049491","0.0782415337206615","0.16902655237832"
"7","2004","(3a) lower tertiary education","West Germany","163","0.148347167832131","0.126576635931997","0.170117699732265"
"7","2004","(3a) lower tertiary education","East Germany","86","0.119382561117014","0.094994499115824","0.143770623118205"
"7","2004","(3b) higher tertiary education","West Germany","280","0.127037815819118","0.112421102180554","0.141654529457683"
"7","2004","(3b) higher tertiary education","East Germany","111","0.192017259479438","0.160474051806307","0.223560467152569"
"8","2004","(0) in school","West Germany","52","0.119140567450406","0.0898218609169202","0.148459273983892"
"8","2004","(0) in school","East Germany","23","","",""
"8","2004","(1a) inadequately completed","West Germany","6","","",""
"8","2004","(1a) inadequately completed","East Germany","2","","",""
"8","2004","(1b) general elementary school","West Germany","70","0.0437963623387235","0.034297608450927","0.0532951162265201"
"8","2004","(1b) general elementary school","East Germany","12","","",""
"8","2004","(1c) basic vocational qualification","West Germany","272","0.0557199850467673","0.0493033480692856","0.062136622024249"
"8","2004","(1c) basic vocational qualification","East Germany","54","0.0525457848460702","0.0397001837687397","0.0653913859234008"
"8","2004","(2b) intermediate general qualification","West Germany","50","0.134910284906243","0.103310943973493","0.166509625838994"
"8","2004","(2b) intermediate general qualification","East Germany","13","","",""
"8","2004","(2a) intermediate vocational","West Germany","218","0.0640203702589354","0.055594129282735","0.0724466112351358"
"8","2004","(2a) intermediate vocational","East Germany","146","0.0798938416201432","0.0672413976861764","0.0925462855541101"
"8","2004","(2c_gen) general maturity certificate","West Germany","65","0.0982686809069278","0.0754544749933397","0.121082886820516"
"8","2004","(2c_gen) general maturity certificate","East Germany","26","","",""
"8","2004","(2c_voc) vocational maturity certificate","West Germany","98","0.0642067667757078","0.0511697400222575","0.0772437935291581"
"8","2004","(2c_voc) vocational maturity certificate","East Germany","14","","",""
"8","2004","(3a) lower tertiary education","West Germany","97","0.0845982073874992","0.067553695357437","0.101642719417561"
"8","2004","(3a) lower tertiary education","East Germany","54","0.0695759193766215","0.0504385097959494","0.0887133289572936"
"8","2004","(3b) higher tertiary education","West Germany","171","0.0759416105557445","0.0643144110910312","0.0875688100204578"
"8","2004","(3b) higher tertiary education","East Germany","54","0.077348601882595","0.0559552056010888","0.0987419981641013"
"9","2004","(0) in school","West Germany","29","","",""
"9","2004","(0) in school","East Germany","4","","",""
"9","2004","(1a) inadequately completed","West Germany","3","","",""
"9","2004","(1a) inadequately completed","East Germany","","","",""
"9","2004","(1b) general elementary school","West Germany","20","","",""
"9","2004","(1b) general elementary school","East Germany","3","","",""
"9","2004","(1c) basic vocational qualification","West Germany","68","0.0102059879203275","0.0073944010210748","0.0130175748195803"
"9","2004","(1c) basic vocational qualification","East Germany","8","","",""
"9","2004","(2b) intermediate general qualification","West Germany","16","","",""
"9","2004","(2b) intermediate general qualification","East Germany","6","","",""
"9","2004","(2a) intermediate vocational","West Germany","39","0.0127244521323701","0.00886629134853667","0.0165826129162035"
"9","2004","(2a) intermediate vocational","East Germany","38","0.0186645401160846","0.0123489171772017","0.0249801630549674"
"9","2004","(2c_gen) general maturity certificate","West Germany","12","","",""
"9","2004","(2c_gen) general maturity certificate","East Germany","7","","",""
"9","2004","(2c_voc) vocational maturity certificate","West Germany","25","","",""
"9","2004","(2c_voc) vocational maturity certificate","East Germany","3","","",""
"9","2004","(3a) lower tertiary education","West Germany","30","0.0227365903366273","0.0136066781524824","0.0318665025207721"
"9","2004","(3a) lower tertiary education","East Germany","9","","",""
"9","2004","(3b) higher tertiary education","West Germany","40","0.0182202999889531","0.0123498647736578","0.0240907352042485"
"9","2004","(3b) higher tertiary education","East Germany","10","","",""
"10 Very willing to take risks","2004","(0) in school","West Germany","10","","",""
"10 Very willing to take risks","2004","(0) in school","East Germany","1","","",""
"10 Very willing to take risks","2004","(1a) inadequately completed","West Germany","3","","",""
"10 Very willing to take risks","2004","(1a) inadequately completed","East Germany","1","","",""
"10 Very willing to take risks","2004","(1b) general elementary school","West Germany","22","","",""
"10 Very willing to take risks","2004","(1b) general elementary school","East Germany","3","","",""
"10 Very willing to take risks","2004","(1c) basic vocational qualification","West Germany","53","0.00875734382761933","0.00615102364596278","0.0113636640092759"
"10 Very willing to take risks","2004","(1c) basic vocational qualification","East Germany","7","","",""
"10 Very willing to take risks","2004","(2b) intermediate general qualification","West Germany","3","","",""
"10 Very willing to take risks","2004","(2b) intermediate general qualification","East Germany","3","","",""
"10 Very willing to take risks","2004","(2a) intermediate vocational","West Germany","27","","",""
"10 Very willing to take risks","2004","(2a) intermediate vocational","East Germany","13","","",""
"10 Very willing to take risks","2004","(2c_gen) general maturity certificate","West Germany","13","","",""
"10 Very willing to take risks","2004","(2c_gen) general maturity certificate","East Germany","1","","",""
"10 Very willing to take risks","2004","(2c_voc) vocational maturity certificate","West Germany","8","","",""
"10 Very willing to take risks","2004","(2c_voc) vocational maturity certificate","East Germany","","","",""
"10 Very willing to take risks","2004","(3a) lower tertiary education","West Germany","4","","",""
"10 Very willing to take risks","2004","(3a) lower tertiary education","East Germany","7","","",""
"10 Very willing to take risks","2004","(3b) higher tertiary education","West Germany","20","","",""
"10 Very willing to take risks","2004","(3b) higher tertiary education","East Germany","3","","",""
"0 Not at all Willing to take risks","2005","(0) in school","West Germany","","","",""
"0 Not at all Willing to take risks","2005","(0) in school","East Germany","","","",""
"0 Not at all Willing to take risks","2005","(1a) inadequately completed","West Germany","","","",""
"0 Not at all Willing to take risks","2005","(1a) inadequately completed","East Germany","","","",""
"0 Not at all Willing to take risks","2005","(1b) general elementary school","West Germany","","","",""
"0 Not at all Willing to take risks","2005","(1b) general elementary school","East Germany","","","",""
"0 Not at all Willing to take risks","2005","(1c) basic vocational qualification","West Germany","","","",""
"0 Not at all Willing to take risks","2005","(1c) basic vocational qualification","East Germany","","","",""
"0 Not at all Willing to take risks","2005","(2b) intermediate general qualification","West Germany","","","",""
"0 Not at all Willing to take risks","2005","(2b) intermediate general qualification","East Germany","","","",""
"0 Not at all Willing to take risks","2005","(2a) intermediate vocational","West Germany","","","",""
"0 Not at all Willing to take risks","2005","(2a) intermediate vocational","East Germany","","","",""
"0 Not at all Willing to take risks","2005","(2c_gen) general maturity certificate","West Germany","","","",""
"0 Not at all Willing to take risks","2005","(2c_gen) general maturity certificate","East Germany","","","",""
"0 Not at all Willing to take risks","2005","(2c_voc) vocational maturity certificate","West Germany","","","",""
"0 Not at all Willing to take risks","2005","(2c_voc) vocational maturity certificate","East Germany","","","",""
"0 Not at all Willing to take risks","2005","(3a) lower tertiary education","West Germany","","","",""
"0 Not at all Willing to take risks","2005","(3a) lower tertiary education","East Germany","","","",""
"0 Not at all Willing to take risks","2005","(3b) higher tertiary education","West Germany","","","",""
"0 Not at all Willing to take risks","2005","(3b) higher tertiary education","East Germany","","","",""
"1","2005","(0) in school","West Germany","","","",""
"1","2005","(0) in school","East Germany","","","",""
"1","2005","(1a) inadequately completed","West Germany","","","",""
"1","2005","(1a) inadequately completed","East Germany","","","",""
"1","2005","(1b) general elementary school","West Germany","","","",""
"1","2005","(1b) general elementary school","East Germany","","","",""
"1","2005","(1c) basic vocational qualification","West Germany","","","",""
"1","2005","(1c) basic vocational qualification","East Germany","","","",""
"1","2005","(2b) intermediate general qualification","West Germany","","","",""
"1","2005","(2b) intermediate general qualification","East Germany","","","",""
"1","2005","(2a) intermediate vocational","West Germany","","","",""
"1","2005","(2a) intermediate vocational","East Germany","","","",""
"1","2005","(2c_gen) general maturity certificate","West Germany","","","",""
"1","2005","(2c_gen) general maturity certificate","East Germany","","","",""
"1","2005","(2c_voc) vocational maturity certificate","West Germany","","","",""
"1","2005","(2c_voc) vocational maturity certificate","East Germany","","","",""
"1","2005","(3a) lower tertiary education","West Germany","","","",""
"1","2005","(3a) lower tertiary education","East Germany","","","",""
"1","2005","(3b) higher tertiary education","West Germany","","","",""
"1","2005","(3b) higher tertiary education","East Germany","","","",""
"2","2005","(0) in school","West Germany","","","",""
"2","2005","(0) in school","East Germany","","","",""
"2","2005","(1a) inadequately completed","West Germany","","","",""
"2","2005","(1a) inadequately completed","East Germany","","","",""
"2","2005","(1b) general elementary school","West Germany","","","",""
"2","2005","(1b) general elementary school","East Germany","","","",""
"2","2005","(1c) basic vocational qualification","West Germany","","","",""
"2","2005","(1c) basic vocational qualification","East Germany","","","",""
"2","2005","(2b) intermediate general qualification","West Germany","","","",""
"2","2005","(2b) intermediate general qualification","East Germany","","","",""
"2","2005","(2a) intermediate vocational","West Germany","","","",""
"2","2005","(2a) intermediate vocational","East Germany","","","",""
"2","2005","(2c_gen) general maturity certificate","West Germany","","","",""
"2","2005","(2c_gen) general maturity certificate","East Germany","","","",""
"2","2005","(2c_voc) vocational maturity certificate","West Germany","","","",""
"2","2005","(2c_voc) vocational maturity certificate","East Germany","","","",""
"2","2005","(3a) lower tertiary education","West Germany","","","",""
"2","2005","(3a) lower tertiary education","East Germany","","","",""
"2","2005","(3b) higher tertiary education","West Germany","","","",""
"2","2005","(3b) higher tertiary education","East Germany","","","",""
"3","2005","(0) in school","West Germany","","","",""
"3","2005","(0) in school","East Germany","","","",""
"3","2005","(1a) inadequately completed","West Germany","","","",""
"3","2005","(1a) inadequately completed","East Germany","","","",""
"3","2005","(1b) general elementary school","West Germany","","","",""
"3","2005","(1b) general elementary school","East Germany","","","",""
"3","2005","(1c) basic vocational qualification","West Germany","","","",""
"3","2005","(1c) basic vocational qualification","East Germany","","","",""
"3","2005","(2b) intermediate general qualification","West Germany","","","",""
"3","2005","(2b) intermediate general qualification","East Germany","","","",""
"3","2005","(2a) intermediate vocational","West Germany","","","",""
"3","2005","(2a) intermediate vocational","East Germany","","","",""
"3","2005","(2c_gen) general maturity certificate","West Germany","","","",""
"3","2005","(2c_gen) general maturity certificate","East Germany","","","",""
"3","2005","(2c_voc) vocational maturity certificate","West Germany","","","",""
"3","2005","(2c_voc) vocational maturity certificate","East Germany","","","",""
"3","2005","(3a) lower tertiary education","West Germany","","","",""
"3","2005","(3a) lower tertiary education","East Germany","","","",""
"3","2005","(3b) higher tertiary education","West Germany","","","",""
"3","2005","(3b) higher tertiary education","East Germany","","","",""
"4","2005","(0) in school","West Germany","","","",""
"4","2005","(0) in school","East Germany","","","",""
"4","2005","(1a) inadequately completed","West Germany","","","",""
"4","2005","(1a) inadequately completed","East Germany","","","",""
"4","2005","(1b) general elementary school","West Germany","","","",""
"4","2005","(1b) general elementary school","East Germany","","","",""
"4","2005","(1c) basic vocational qualification","West Germany","","","",""
"4","2005","(1c) basic vocational qualification","East Germany","","","",""
"4","2005","(2b) intermediate general qualification","West Germany","","","",""
"4","2005","(2b) intermediate general qualification","East Germany","","","",""
"4","2005","(2a) intermediate vocational","West Germany","","","",""
"4","2005","(2a) intermediate vocational","East Germany","","","",""
"4","2005","(2c_gen) general maturity certificate","West Germany","","","",""
"4","2005","(2c_gen) general maturity certificate","East Germany","","","",""
"4","2005","(2c_voc) vocational maturity certificate","West Germany","","","",""
"4","2005","(2c_voc) vocational maturity certificate","East Germany","","","",""
"4","2005","(3a) lower tertiary education","West Germany","","","",""
"4","2005","(3a) lower tertiary education","East Germany","","","",""
"4","2005","(3b) higher tertiary education","West Germany","","","",""
"4","2005","(3b) higher tertiary education","East Germany","","","",""
"5","2005","(0) in school","West Germany","","","",""
"5","2005","(0) in school","East Germany","","","",""
"5","2005","(1a) inadequately completed","West Germany","","","",""
"5","2005","(1a) inadequately completed","East Germany","","","",""
"5","2005","(1b) general elementary school","West Germany","","","",""
"5","2005","(1b) general elementary school","East Germany","","","",""
"5","2005","(1c) basic vocational qualification","West Germany","","","",""
"5","2005","(1c) basic vocational qualification","East Germany","","","",""
"5","2005","(2b) intermediate general qualification","West Germany","","","",""
"5","2005","(2b) intermediate general qualification","East Germany","","","",""
"5","2005","(2a) intermediate vocational","West Germany","","","",""
"5","2005","(2a) intermediate vocational","East Germany","","","",""
"5","2005","(2c_gen) general maturity certificate","West Germany","","","",""
"5","2005","(2c_gen) general maturity certificate","East Germany","","","",""
"5","2005","(2c_voc) vocational maturity certificate","West Germany","","","",""
"5","2005","(2c_voc) vocational maturity certificate","East Germany","","","",""
"5","2005","(3a) lower tertiary education","West Germany","","","",""
"5","2005","(3a) lower tertiary education","East Germany","","","",""
"5","2005","(3b) higher tertiary education","West Germany","","","",""
"5","2005","(3b) higher tertiary education","East Germany","","","",""
"6","2005","(0) in school","West Germany","","","",""
"6","2005","(0) in school","East Germany","","","",""
"6","2005","(1a) inadequately completed","West Germany","","","",""
"6","2005","(1a) inadequately completed","East Germany","","","",""
"6","2005","(1b) general elementary school","West Germany","","","",""
"6","2005","(1b) general elementary school","East Germany","","","",""
"6","2005","(1c) basic vocational qualification","West Germany","","","",""
"6","2005","(1c) basic vocational qualification","East Germany","","","",""
"6","2005","(2b) intermediate general qualification","West Germany","","","",""
"6","2005","(2b) intermediate general qualification","East Germany","","","",""
"6","2005","(2a) intermediate vocational","West Germany","","","",""
"6","2005","(2a) intermediate vocational","East Germany","","","",""
"6","2005","(2c_gen) general maturity certificate","West Germany","","","",""
"6","2005","(2c_gen) general maturity certificate","East Germany","","","",""
"6","2005","(2c_voc) vocational maturity certificate","West Germany","","","",""
"6","2005","(2c_voc) vocational maturity certificate","East Germany","","","",""
"6","2005","(3a) lower tertiary education","West Germany","","","",""
"6","2005","(3a) lower tertiary education","East Germany","","","",""
"6","2005","(3b) higher tertiary education","West Germany","","","",""
"6","2005","(3b) higher tertiary education","East Germany","","","",""
"7","2005","(0) in school","West Germany","","","",""
"7","2005","(0) in school","East Germany","","","",""
"7","2005","(1a) inadequately completed","West Germany","","","",""
"7","2005","(1a) inadequately completed","East Germany","","","",""
"7","2005","(1b) general elementary school","West Germany","","","",""
