"plh0204_h","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"8","2008","Full Time","higher vocational","53","0.0645670352789547","0.0459302235613565","0.083203846996553","8"
"8","2008","Full Time","higher education","207","0.0934043209587339","0.0810924646456955","0.105716177271772","8"
"8","2008","Part Time","in school","9","","","","8"
"8","2008","Part Time","inadequately","1","","","","8"
"8","2008","Part Time","general elemantary","40","0.0830285873350188","0.0562875555865831","0.109769619083455","8"
"8","2008","Not Working","in school","35","0.123768525424095","0.0857350177798281","0.161802033068362","8"
"8","2008","Not Working","inadequately","3","","","","8"
"8","2008","Not Working","higher education","99","0.0859134543758286","0.0697589580096942","0.102067950741963","8"
"8","2008","Full Time","in school","","","","","8"
"8","2008","Part Time","middle vocational","134","0.0641264857955786","0.054114701786657","0.0741382698045001","8"
"8","2008","Part Time","vocational + Abi","24","","","","8"
"8","2008","Part Time","higher vocational","14","","","","8"
"8","2008","Part Time","higher education","54","0.0605068229147455","0.0448779261794507","0.0761357196500402","8"
"9","2008","Full Time","middle vocational","86","0.0248625974299586","0.0197840384191951","0.0299411564407221","9"
"9","2008","Full Time","vocational + Abi","9","","","","9"
"9","2008","Full Time","higher vocational","12","","","","9"
"9","2008","Full Time","in school","","","","","9"
"9","2008","Full Time","inadequately","1","","","","9"
"9","2008","Full Time","general elemantary","14","","","","9"
"9","2008","Full Time","higher education","46","0.0201782977305964","0.0142292285081834","0.0261273669530095","9"
"9","2008","Part Time","in school","5","","","","9"
"9","2008","Part Time","inadequately","1","","","","9"
"9","2008","Part Time","general elemantary","13","","","","9"
"9","2008","Part Time","middle vocational","43","0.0198722486690281","0.0141686491658417","0.0255758481722146","9"
"9","2008","Part Time","vocational + Abi","5","","","","9"
"9","2008","Part Time","higher vocational","6","","","","9"
"9","2008","Not Working","in school","14","","","","9"
"9","2008","Not Working","vocational + Abi","3","","","","9"
"9","2008","Not Working","higher vocational","3","","","","9"
"9","2008","Not Working","higher education","25","","","","9"
"9","2008","Part Time","higher education","14","","","","9"
"9","2008","Not Working","inadequately","3","","","","9"
"9","2008","Not Working","general elemantary","18","","","","9"
"9","2008","Not Working","middle vocational","49","0.0149132982090189","0.0110886538424415","0.0187379425755963","9"
"0 Not at all Willing to take risks","2009","Full Time","in school","","","","","0"
"0 Not at all Willing to take risks","2009","Full Time","inadequately","7","","","","0"
"0 Not at all Willing to take risks","2009","Full Time","general elemantary","28","","","","0"
"0 Not at all Willing to take risks","2009","Full Time","middle vocational","218","0.0658300484810415","0.057432534766213","0.0742275621958701","0"
"0 Not at all Willing to take risks","2009","Full Time","vocational + Abi","19","","","","0"
"0 Not at all Willing to take risks","2009","Full Time","higher vocational","17","","","","0"
"0 Not at all Willing to take risks","2009","Full Time","higher education","74","0.0242507286570122","0.0175902011565553","0.0309112561574692","0"
"0 Not at all Willing to take risks","2009","Part Time","in school","","","","","0"
"0 Not at all Willing to take risks","2009","Part Time","inadequately","7","","","","0"
"0 Not at all Willing to take risks","2009","Part Time","general elemantary","37","0.100201081061868","0.0692694556004774","0.131132706523259","0"
"0 Not at all Willing to take risks","2009","Part Time","middle vocational","170","0.0803943979400299","0.0690299282661566","0.0917588676139032","0"
"0 Not at all Willing to take risks","2009","Part Time","vocational + Abi","8","","","","0"
"0 Not at all Willing to take risks","2009","Part Time","higher vocational","21","","","","0"
"0 Not at all Willing to take risks","2009","Part Time","higher education","37","0.0372087120124559","0.0247528245562986","0.0496645994686131","0"
"0 Not at all Willing to take risks","2009","Not Working","in school","11","","","","0"
"0 Not at all Willing to take risks","2009","Not Working","inadequately","24","","","","0"
"0 Not at all Willing to take risks","2009","Not Working","general elemantary","236","0.262805364559895","0.236182079783151","0.289428649336639","0"
"0 Not at all Willing to take risks","2009","Not Working","middle vocational","516","0.157918012413749","0.145876395880571","0.169959628946928","0"
"0 Not at all Willing to take risks","2009","Not Working","vocational + Abi","26","","","","0"
"0 Not at all Willing to take risks","2009","Not Working","higher vocational","53","0.17185090057614","0.135942559980693","0.207759241171587","0"
"0 Not at all Willing to take risks","2009","Not Working","higher education","95","0.0969581842017992","0.0794798274775755","0.114436540926023","0"
"1","2009","Full Time","vocational + Abi","30","0.033479495644897","0.0173195608513235","0.0496394304384706","1"
"1","2009","Full Time","middle vocational","175","0.048737963980666","0.0414465885376945","0.0560293394236375","1"
"1","2009","Full Time","higher vocational","28","","","","1"
"1","2009","Full Time","in school","","","","","1"
"1","2009","Full Time","inadequately","2","","","","1"
"1","2009","Full Time","general elemantary","12","","","","1"
"1","2009","Full Time","higher education","96","0.0391297207603013","0.0307339056457811","0.0475255358748214","1"
"1","2009","Not Working","in school","9","","","","1"
"1","2009","Part Time","in school","2","","","","1"
"1","2009","Part Time","inadequately","3","","","","1"
"1","2009","Part Time","general elemantary","32","0.0906491684806833","0.0610730312792183","0.120225305682148","1"
"1","2009","Part Time","middle vocational","167","0.070905161336982","0.0601775155594884","0.0816328071144757","1"
"1","2009","Part Time","vocational + Abi","25","","","","1"
"1","2009","Part Time","higher vocational","27","","","","1"
"1","2009","Part Time","higher education","55","0.0738241968877158","0.0566161190453211","0.0910322747301104","1"
"1","2009","Not Working","vocational + Abi","23","","","","1"
"1","2009","Not Working","inadequately","9","","","","1"
"1","2009","Not Working","general elemantary","139","0.140083901438288","0.11909084875997","0.161076954116605","1"
"1","2009","Not Working","middle vocational","371","0.109111725152438","0.0988164228782049","0.119407027426671","1"
"1","2009","Not Working","higher education","89","0.113109645559151","0.0944011347965855","0.131818156321716","1"
"1","2009","Not Working","higher vocational","42","0.108578664419171","0.0789659019833746","0.138191426854968","1"
"10 Very willing to take risks","2009","Full Time","middle vocational","15","","","","10"
"10 Very willing to take risks","2009","Full Time","vocational + Abi","1","","","","10"
"10 Very willing to take risks","2009","Full Time","higher vocational","2","","","","10"
"10 Very willing to take risks","2009","Full Time","higher education","4","","","","10"
"10 Very willing to take risks","2009","Part Time","in school","","","","","10"
"10 Very willing to take risks","2009","Part Time","inadequately","","","","","10"
"10 Very willing to take risks","2009","Part Time","general elemantary","4","","","","10"
"10 Very willing to take risks","2009","Part Time","middle vocational","8","","","","10"
"10 Very willing to take risks","2009","Part Time","vocational + Abi","","","","","10"
"10 Very willing to take risks","2009","Part Time","higher vocational","3","","","","10"
"10 Very willing to take risks","2009","Part Time","higher education","","","","","10"
"10 Very willing to take risks","2009","Not Working","in school","","","","","10"
"10 Very willing to take risks","2009","Not Working","inadequately","","","","","10"
"10 Very willing to take risks","2009","Not Working","general elemantary","7","","","","10"
"10 Very willing to take risks","2009","Not Working","middle vocational","8","","","","10"
"10 Very willing to take risks","2009","Not Working","vocational + Abi","","","","","10"
"10 Very willing to take risks","2009","Not Working","higher vocational","3","","","","10"
"10 Very willing to take risks","2009","Not Working","higher education","2","","","","10"
"10 Very willing to take risks","2009","Full Time","in school","","","","","10"
"10 Very willing to take risks","2009","Full Time","inadequately","","","","","10"
"10 Very willing to take risks","2009","Full Time","general elemantary","3","","","","10"
"2","2009","Full Time","middle vocational","408","0.119707009935138","0.108714443455544","0.130699576414732","2"
"2","2009","Full Time","vocational + Abi","50","0.0985797340678719","0.0718002568445297","0.125359211291214","2"
"2","2009","Full Time","higher vocational","53","0.0917887079206863","0.0688007784588348","0.114776637382538","2"
"2","2009","Not Working","general elemantary","181","0.158248118927689","0.136172404496923","0.180323833358455","2"
"2","2009","Not Working","middle vocational","611","0.170458258705311","0.158041166237831","0.18287535117279","2"
"2","2009","Not Working","vocational + Abi","27","","","","2"
"2","2009","Not Working","higher vocational","71","0.159995303694853","0.12510059016305","0.194890017226656","2"
"2","2009","Full Time","in school","","","","","2"
"2","2009","Full Time","general elemantary","40","0.0915002316516883","0.0628487689948629","0.120151694308514","2"
"2","2009","Full Time","higher education","302","0.135205901023647","0.120400120954709","0.150011681092585","2"
"2","2009","Part Time","in school","3","","","","2"
"2","2009","Part Time","inadequately","4","","","","2"
"2","2009","Full Time","inadequately","3","","","","2"
"2","2009","Part Time","higher education","156","0.149017374688846","0.125582368009982","0.172452381367709","2"
"2","2009","Not Working","in school","14","","","","2"
"2","2009","Part Time","general elemantary","36","0.125990758041346","0.0918068931964994","0.160174622886192","2"
"2","2009","Part Time","middle vocational","343","0.157933458480656","0.142691325195261","0.173175591766051","2"
"2","2009","Part Time","vocational + Abi","50","0.159630801922837","0.11680669233914","0.202454911506533","2"
"2","2009","Part Time","higher vocational","42","0.100468888708331","0.0666195124557869","0.134318264960875","2"
"2","2009","Not Working","inadequately","19","","","","2"
"2","2009","Not Working","higher education","190","0.167762950716855","0.145691748873106","0.189834152560604","2"
"3","2009","Not Working","inadequately","15","","","","3"
