"plh0175","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"2 on Scale 1 to 10","1985","indirect migration background","Rural Area","1","","","","2"
"2 on Scale 1 to 10","1985","direct migration background","Rural Area","12","","","","2"
"3 on Scale 1 to 10","1985","direct migration background","Urban Area","138","0.0611494390067087","0.0518533081245958","0.0704455698888215","3"
"3 on Scale 1 to 10","1985","no migration background","Urban Area","288","0.0488675899694076","0.0433987920431278","0.0543363878956875","3"
"3 on Scale 1 to 10","1985","no migration background","Rural Area","94","0.0524014452462499","0.0422881543271569","0.0625147361653428","3"
"3 on Scale 1 to 10","1985","direct migration background","Rural Area","16","","","","3"
"3 on Scale 1 to 10","1985","indirect migration background","Urban Area","6","","","","3"
"3 on Scale 1 to 10","1985","indirect migration background","Rural Area","","","","","3"
"4 on Scale 1 to 10","1985","direct migration background","Rural Area","22","","","","4"
"4 on Scale 1 to 10","1985","no migration background","Urban Area","309","0.0506471330404139","0.0450848614323803","0.0562094046484476","4"
"4 on Scale 1 to 10","1985","direct migration background","Urban Area","183","0.06094645553097","0.0516647633608842","0.0702281477010558","4"
"4 on Scale 1 to 10","1985","no migration background","Rural Area","104","0.0553266158430932","0.044950935917081","0.0657022957691055","4"
"4 on Scale 1 to 10","1985","indirect migration background","Rural Area","1","","","","4"
"4 on Scale 1 to 10","1985","indirect migration background","Urban Area","6","","","","4"
"5 on Scale 1 to 10","1985","no migration background","Rural Area","301","0.159953741756187","0.143317413700131","0.176590069812242","5"
"5 on Scale 1 to 10","1985","no migration background","Urban Area","990","0.168768293237727","0.159267335089937","0.178269251385517","5"
"5 on Scale 1 to 10","1985","direct migration background","Urban Area","467","0.18192160245844","0.166954168355287","0.196889036561593","5"
"5 on Scale 1 to 10","1985","direct migration background","Rural Area","53","0.175287718845809","0.135109022133883","0.215466415557736","5"
"5 on Scale 1 to 10","1985","indirect migration background","Urban Area","17","","","","5"
"5 on Scale 1 to 10","1985","indirect migration background","Rural Area","4","","","","5"
"6 on Scale 1 to 10","1985","direct migration background","Urban Area","275","0.0987025523912571","0.0871306165182266","0.110274488264288","6"
"6 on Scale 1 to 10","1985","no migration background","Urban Area","608","0.102421442903899","0.0947302694679198","0.110112616339878","6"
"6 on Scale 1 to 10","1985","no migration background","Rural Area","215","0.114941889808803","0.100466384510955","0.129417395106651","6"
"6 on Scale 1 to 10","1985","direct migration background","Rural Area","43","0.114759544805199","0.081077852459602","0.148441237150795","6"
"6 on Scale 1 to 10","1985","indirect migration background","Urban Area","17","","","","6"
"6 on Scale 1 to 10","1985","indirect migration background","Rural Area","1","","","","6"
"7 on Scale 1 to 10","1985","direct migration background","Urban Area","380","0.153077996012682","0.139108335623256","0.167047656402108","7"
"7 on Scale 1 to 10","1985","no migration background","Urban Area","935","0.152609826785081","0.14348774657075","0.161731906999411","7"
"7 on Scale 1 to 10","1985","no migration background","Rural Area","294","0.157417276717783","0.140888483543","0.173946069892567","7"
"7 on Scale 1 to 10","1985","direct migration background","Rural Area","34","0.125674134033214","0.090645073990453","0.160703194075976","7"
"7 on Scale 1 to 10","1985","indirect migration background","Urban Area","15","","","","7"
"7 on Scale 1 to 10","1985","indirect migration background","Rural Area","2","","","","7"
"8 on Scale 1 to 10","1985","no migration background","Rural Area","330","0.172107566898838","0.154976058163782","0.189239075633893","8"
"8 on Scale 1 to 10","1985","indirect migration background","Urban Area","25","","","","8"
"8 on Scale 1 to 10","1985","direct migration background","Rural Area","69","0.172677746231799","0.132736242735403","0.212619249728196","8"
"8 on Scale 1 to 10","1985","direct migration background","Urban Area","433","0.163482119307208","0.149134478361437","0.177829760252979","8"
"8 on Scale 1 to 10","1985","no migration background","Urban Area","1181","0.195011278572485","0.184960824389272","0.205061732755699","8"
"8 on Scale 1 to 10","1985","indirect migration background","Rural Area","1","","","","8"
"9 on Scale 1 to 10","1985","direct migration background","Rural Area","28","","","","9"
"9 on Scale 1 to 10","1985","no migration background","Urban Area","495","0.0801687422254081","0.0732803551644281","0.0870571292863882","9"
"9 on Scale 1 to 10","1985","indirect migration background","Urban Area","9","","","","9"
"9 on Scale 1 to 10","1985","direct migration background","Urban Area","197","0.0741548906356234","0.0639889674511592","0.0843208138200877","9"
"9 on Scale 1 to 10","1985","no migration background","Rural Area","167","0.0912268657891115","0.0781592068820336","0.104294524696189","9"
"9 on Scale 1 to 10","1985","indirect migration background","Rural Area","","","","","9"
"0 Completely dissatisfied","1986","no migration background","Urban Area","106","0.0185028288566845","0.0150187250627863","0.0219869326505827","0"
"0 Completely dissatisfied","1986","no migration background","Rural Area","42","0.0228784972298433","0.0159443126755494","0.0298126817841373","0"
"0 Completely dissatisfied","1986","direct migration background","Urban Area","47","0.0186100579433052","0.0132847723058984","0.0239353435807121","0"
"0 Completely dissatisfied","1986","direct migration background","Rural Area","5","","","","0"
"0 Completely dissatisfied","1986","indirect migration background","Urban Area","2","","","","0"
"0 Completely dissatisfied","1986","indirect migration background","Rural Area","","","","","0"
"1 on Scale 1 to 10","1986","direct migration background","Urban Area","44","0.0169948414529814","0.0119017121683918","0.022087970737571","1"
"1 on Scale 1 to 10","1986","direct migration background","Rural Area","5","","","","1"
"1 on Scale 1 to 10","1986","no migration background","Urban Area","64","0.0100769153010449","0.00749470254284397","0.0126591280592458","1"
"1 on Scale 1 to 10","1986","no migration background","Rural Area","12","","","","1"
"1 on Scale 1 to 10","1986","indirect migration background","Urban Area","3","","","","1"
"1 on Scale 1 to 10","1986","indirect migration background","Rural Area","","","","","1"
"10 Completely satisfied","1986","no migration background","Rural Area","180","0.106611579737172","0.0922986113330363","0.120924548141308","10"
"10 Completely satisfied","1986","no migration background","Urban Area","637","0.113077466626246","0.104889833548","0.121265099704491","10"
"10 Completely satisfied","1986","direct migration background","Rural Area","47","0.117996310569903","0.0841019157464558","0.151890705393351","10"
"10 Completely satisfied","1986","direct migration background","Urban Area","210","0.0912497655381505","0.0799026261452171","0.102596904931084","10"
"10 Completely satisfied","1986","indirect migration background","Urban Area","11","","","","10"
"10 Completely satisfied","1986","indirect migration background","Rural Area","1","","","","10"
"2 on Scale 1 to 10","1986","no migration background","Urban Area","149","0.0271476219712524","0.0229460011034627","0.031349242839042","2"
"2 on Scale 1 to 10","1986","direct migration background","Urban Area","109","0.0394526258521317","0.0317817386811782","0.0471235130230852","2"
"2 on Scale 1 to 10","1986","direct migration background","Rural Area","12","","","","2"
"2 on Scale 1 to 10","1986","indirect migration background","Urban Area","4","","","","2"
"2 on Scale 1 to 10","1986","indirect migration background","Rural Area","2","","","","2"
"2 on Scale 1 to 10","1986","no migration background","Rural Area","59","0.0317407003468948","0.0236103089184424","0.0398710917753473","2"
"3 on Scale 1 to 10","1986","direct migration background","Urban Area","162","0.0647819723135648","0.055082865069607","0.0744810795575225","3"
"3 on Scale 1 to 10","1986","no migration background","Urban Area","256","0.0446764102410408","0.0393351728758363","0.0500176476062454","3"
"3 on Scale 1 to 10","1986","no migration background","Rural Area","81","0.0517283636233174","0.0414567632564131","0.0619999639902218","3"
"3 on Scale 1 to 10","1986","direct migration background","Rural Area","20","","","","3"
"3 on Scale 1 to 10","1986","indirect migration background","Urban Area","8","","","","3"
"3 on Scale 1 to 10","1986","indirect migration background","Rural Area","","","","","3"
"4 on Scale 1 to 10","1986","direct migration background","Urban Area","169","0.0631576103184708","0.0535725609376448","0.0727426596992967","4"
"4 on Scale 1 to 10","1986","direct migration background","Rural Area","21","","","","4"
"4 on Scale 1 to 10","1986","no migration background","Urban Area","325","0.0570351679266563","0.0510393753135836","0.063030960539729","4"
"4 on Scale 1 to 10","1986","no migration background","Rural Area","117","0.0682024717488927","0.0565110265602542","0.0798939169375313","4"
"4 on Scale 1 to 10","1986","indirect migration background","Urban Area","8","","","","4"
"4 on Scale 1 to 10","1986","indirect migration background","Rural Area","1","","","","4"
"5 on Scale 1 to 10","1986","no migration background","Rural Area","271","0.154308179987914","0.137554589211356","0.171061770764471","5"
"5 on Scale 1 to 10","1986","no migration background","Urban Area","933","0.165822203057146","0.156206564153091","0.175437841961201","5"
"5 on Scale 1 to 10","1986","direct migration background","Urban Area","424","0.161192354667077","0.146702912919954","0.175681796414199","5"
"5 on Scale 1 to 10","1986","direct migration background","Rural Area","47","0.115208904426947","0.0816643626239479","0.148753446229947","5"
"5 on Scale 1 to 10","1986","indirect migration background","Urban Area","23","","","","5"
"5 on Scale 1 to 10","1986","indirect migration background","Rural Area","1","","","","5"
"6 on Scale 1 to 10","1986","no migration background","Rural Area","218","0.124655677793063","0.109335886262536","0.139975469323591","6"
"6 on Scale 1 to 10","1986","no migration background","Urban Area","622","0.107625534491021","0.0996132064754209","0.115637862506622","6"
"6 on Scale 1 to 10","1986","direct migration background","Urban Area","296","0.116440838336064","0.103801663472238","0.12908001319989","6"
"6 on Scale 1 to 10","1986","direct migration background","Rural Area","33","0.124351131730484","0.0896815712885332","0.159020692172434","6"
"6 on Scale 1 to 10","1986","indirect migration background","Urban Area","16","","","","6"
"6 on Scale 1 to 10","1986","indirect migration background","Rural Area","","","","","6"
"7 on Scale 1 to 10","1986","no migration background","Rural Area","286","0.151498073077043","0.134870175729574","0.168125970424512","7"
"7 on Scale 1 to 10","1986","no migration background","Urban Area","900","0.153953201236582","0.144622397649331","0.163284004823834","7"
"7 on Scale 1 to 10","1986","direct migration background","Urban Area","399","0.177874003556164","0.162805376856103","0.192942630256224","7"
"7 on Scale 1 to 10","1986","direct migration background","Rural Area","53","0.191898419981883","0.150524454625238","0.233272385338528","7"
"7 on Scale 1 to 10","1986","indirect migration background","Urban Area","16","","","","7"
"7 on Scale 1 to 10","1986","indirect migration background","Rural Area","5","","","","7"
"8 on Scale 1 to 10","1986","no migration background","Rural Area","346","0.187117899689333","0.169030388573677","0.205205410804989","8"
"8 on Scale 1 to 10","1986","no migration background","Urban Area","1219","0.208720331133709","0.198213424487809","0.219227237779609","8"
"8 on Scale 1 to 10","1986","direct migration background","Urban Area","435","0.189617150111332","0.174170576030617","0.205063724192048","8"
"8 on Scale 1 to 10","1986","direct migration background","Rural Area","65","0.191393931670518","0.150061491179218","0.232726372161818","8"
"8 on Scale 1 to 10","1986","indirect migration background","Urban Area","30","0.325377954622494","0.245753476766061","0.405002432478928","8"
"8 on Scale 1 to 10","1986","indirect migration background","Rural Area","4","","","","8"
"9 on Scale 1 to 10","1986","no migration background","Urban Area","536","0.0933623191586172","0.0858403735190691","0.100884264798165","9"
"9 on Scale 1 to 10","1986","no migration background","Rural Area","174","0.0942638044343621","0.0807125123117555","0.107815096556969","9"
"9 on Scale 1 to 10","1986","direct migration background","Urban Area","179","0.0606287799107585","0.0512249171405928","0.0700326426809242","9"
"9 on Scale 1 to 10","1986","direct migration background","Rural Area","40","0.113333463701245","0.0800278294098761","0.146639097992613","9"
"9 on Scale 1 to 10","1986","indirect migration background","Urban Area","12","","","","9"
"9 on Scale 1 to 10","1986","indirect migration background","Rural Area","3","","","","9"
"0 Completely dissatisfied","1987","no migration background","Urban Area","98","0.0185562981957603","0.015042097976007","0.0220704984155135","0"
"0 Completely dissatisfied","1987","no migration background","Rural Area","26","","","","0"
"0 Completely dissatisfied","1987","direct migration background","Urban Area","47","0.0232318819802928","0.0172694176722273","0.0291943462883583","0"
"0 Completely dissatisfied","1987","direct migration background","Rural Area","9","","","","0"
"0 Completely dissatisfied","1987","indirect migration background","Urban Area","5","","","","0"
"0 Completely dissatisfied","1987","indirect migration background","Rural Area","","","","","0"
"1 on Scale 1 to 10","1987","direct migration background","Rural Area","4","","","","1"
"1 on Scale 1 to 10","1987","direct migration background","Urban Area","43","0.0151799838372319","0.0103404676577842","0.0200195000166795","1"
"1 on Scale 1 to 10","1987","no migration background","Urban Area","62","0.0110136115532961","0.00829586991258913","0.013731353194003","1"
"1 on Scale 1 to 10","1987","no migration background","Rural Area","21","","","","1"
"1 on Scale 1 to 10","1987","indirect migration background","Rural Area","","","","","1"
"1 on Scale 1 to 10","1987","indirect migration background","Urban Area","2","","","","1"
"10 Completely satisfied","1987","no migration background","Rural Area","155","0.0948170578280555","0.0810950887564353","0.108539026899676","10"
"10 Completely satisfied","1987","no migration background","Urban Area","570","0.104253791253524","0.0962961097706772","0.112211472736372","10"
"10 Completely satisfied","1987","direct migration background","Urban Area","171","0.0873546466018073","0.0761787625563603","0.0985305306472544","10"
"10 Completely satisfied","1987","direct migration background","Rural Area","32","0.10348643263819","0.0718014075155634","0.135171457760816","10"
"10 Completely satisfied","1987","indirect migration background","Urban Area","12","","","","10"
"10 Completely satisfied","1987","indirect migration background","Rural Area","5","","","","10"
"2 on Scale 1 to 10","1987","no migration background","Urban Area","160","0.0278115357093105","0.0235296423104097","0.0320934291082114","2"
"2 on Scale 1 to 10","1987","direct migration background","Urban Area","73","0.033068427822044","0.0259907220849259","0.040146133559162","2"
"2 on Scale 1 to 10","1987","indirect migration background","Urban Area","4","","","","2"
"2 on Scale 1 to 10","1987","direct migration background","Rural Area","9","","","","2"
"2 on Scale 1 to 10","1987","no migration background","Rural Area","54","0.0321900614497225","0.0239228135655716","0.0404573093338733","2"
"2 on Scale 1 to 10","1987","indirect migration background","Rural Area","","","","","2"
"3 on Scale 1 to 10","1987","no migration background","Urban Area","245","0.0444699929587301","0.0391021002189068","0.0498378856985534","3"
"3 on Scale 1 to 10","1987","no migration background","Rural Area","87","0.0525877657923982","0.0421329382739854","0.063042593310811","3"
"3 on Scale 1 to 10","1987","direct migration background","Urban Area","130","0.0470272321001197","0.038648027164959","0.0554064370352803","3"
"3 on Scale 1 to 10","1987","direct migration background","Rural Area","10","","","","3"
"3 on Scale 1 to 10","1987","indirect migration background","Urban Area","8","","","","3"
"3 on Scale 1 to 10","1987","indirect migration background","Rural Area","1","","","","3"
"4 on Scale 1 to 10","1987","direct migration background","Rural Area","23","","","","4"
"4 on Scale 1 to 10","1987","no migration background","Urban Area","287","0.0506729858410492","0.0449615631679869","0.0563844085141116","4"
"4 on Scale 1 to 10","1987","no migration background","Rural Area","99","0.0579953013184831","0.0470474735341051","0.0689431291028612","4"
"4 on Scale 1 to 10","1987","direct migration background","Urban Area","154","0.0480273951127566","0.0395640003263379","0.0564907898991754","4"
"4 on Scale 1 to 10","1987","indirect migration background","Urban Area","7","","","","4"
"4 on Scale 1 to 10","1987","indirect migration background","Rural Area","1","","","","4"
"5 on Scale 1 to 10","1987","no migration background","Rural Area","276","0.161235091263553","0.144010261903995","0.178459920623112","5"
"5 on Scale 1 to 10","1987","no migration background","Urban Area","893","0.160157252660494","0.150606877606981","0.169707627714007","5"
"5 on Scale 1 to 10","1987","direct migration background","Urban Area","434","0.171281573006393","0.156369202778315","0.18619394323447","5"
"5 on Scale 1 to 10","1987","direct migration background","Rural Area","84","0.243665584422643","0.199008749141948","0.288322419703337","5"
"5 on Scale 1 to 10","1987","indirect migration background","Urban Area","25","","","","5"
"5 on Scale 1 to 10","1987","indirect migration background","Rural Area","1","","","","5"
"6 on Scale 1 to 10","1987","no migration background","Urban Area","633","0.111547645311966","0.103349881363357","0.119745409260574","6"
"6 on Scale 1 to 10","1987","direct migration background","Rural Area","46","0.170906557811831","0.131749052263227","0.210064063360435","6"
"6 on Scale 1 to 10","1987","indirect migration background","Urban Area","17","","","","6"
"6 on Scale 1 to 10","1987","direct migration background","Urban Area","317","0.121525762856885","0.108593141844689","0.13445838386908","6"
"6 on Scale 1 to 10","1987","indirect migration background","Rural Area","2","","","","6"
"6 on Scale 1 to 10","1987","no migration background","Rural Area","184","0.102850009906705","0.0886221455788832","0.117077874234527","6"
"7 on Scale 1 to 10","1987","direct migration background","Urban Area","468","0.182345431018447","0.167062022036323","0.197628840000572","7"
"7 on Scale 1 to 10","1987","no migration background","Urban Area","956","0.169556863604755","0.159785374070599","0.17932835313891","7"
"7 on Scale 1 to 10","1987","no migration background","Rural Area","305","0.170619459367193","0.152999852282023","0.188239066452363","7"
"7 on Scale 1 to 10","1987","direct migration background","Rural Area","36","0.0969143409470849","0.0661397413758656","0.127688940518304","7"
"7 on Scale 1 to 10","1987","indirect migration background","Urban Area","20","","","","7"
"7 on Scale 1 to 10","1987","indirect migration background","Rural Area","5","","","","7"
"8 on Scale 1 to 10","1987","direct migration background","Urban Area","441","0.205927962175016","0.189922232761727","0.221933691588305","8"
"8 on Scale 1 to 10","1987","direct migration background","Rural Area","65","0.154345262292908","0.116763502775167","0.191927021810649","8"
"8 on Scale 1 to 10","1987","no migration background","Urban Area","1244","0.21255677939066","0.201903207553962","0.223210351227358","8"
"8 on Scale 1 to 10","1987","no migration background","Rural Area","392","0.220274384333552","0.200862937042836","0.239685831624269","8"
"8 on Scale 1 to 10","1987","indirect migration background","Urban Area","42","0.30462811654393","0.231699843159124","0.377556389928736","8"
"8 on Scale 1 to 10","1987","indirect migration background","Rural Area","","","","","8"
"9 on Scale 1 to 10","1987","direct migration background","Rural Area","37","0.0688058422699081","0.0424748822569725","0.0951368022828438","9"
"9 on Scale 1 to 10","1987","no migration background","Urban Area","517","0.0894032435204547","0.0819732605046653","0.0968332265362441","9"
"9 on Scale 1 to 10","1987","direct migration background","Urban Area","174","0.0650297034890076","0.0552698645257958","0.0747895424522193","9"
"9 on Scale 1 to 10","1987","no migration background","Rural Area","152","0.0821718091880796","0.0693086649695734","0.0950349534065857","9"
"9 on Scale 1 to 10","1987","indirect migration background","Urban Area","11","","","","9"
"9 on Scale 1 to 10","1987","indirect migration background","Rural Area","6","","","","9"
"0 Completely dissatisfied","1988","no migration background","Rural Area","30","0.0198628651432842","0.0131017114202455","0.0266240188663228","0"
"0 Completely dissatisfied","1988","no migration background","Urban Area","79","0.0162343335185906","0.0128593008634405","0.0196093661737407","0"
"0 Completely dissatisfied","1988","direct migration background","Urban Area","60","0.0215381347739792","0.0156524807155496","0.0274237888324089","0"
"0 Completely dissatisfied","1988","direct migration background","Rural Area","16","","","","0"
"0 Completely dissatisfied","1988","indirect migration background","Urban Area","5","","","","0"
"0 Completely dissatisfied","1988","indirect migration background","Rural Area","","","","","0"
"1 on Scale 1 to 10","1988","direct migration background","Urban Area","32","0.0112082583841672","0.0069401030446637","0.0154764137236706","1"
"1 on Scale 1 to 10","1988","no migration background","Urban Area","66","0.0128501201569849","0.00984224325082627","0.0158579970631435","1"
"1 on Scale 1 to 10","1988","direct migration background","Rural Area","3","","","","1"
"1 on Scale 1 to 10","1988","no migration background","Rural Area","12","","","","1"
"1 on Scale 1 to 10","1988","indirect migration background","Urban Area","2","","","","1"
"1 on Scale 1 to 10","1988","indirect migration background","Rural Area","1","","","","1"
"10 Completely satisfied","1988","no migration background","Urban Area","524","0.100311941142199","0.0922889333884508","0.108334948895947","10"
"10 Completely satisfied","1988","direct migration background","Urban Area","160","0.0754035076949862","0.0646984101187613","0.0861086052712111","10"
"10 Completely satisfied","1988","direct migration background","Rural Area","40","0.0927829482548521","0.0614803197177203","0.124085576791984","10"
"10 Completely satisfied","1988","no migration background","Rural Area","146","0.09060562590625","0.076696169576048","0.104515082236452","10"
"10 Completely satisfied","1988","indirect migration background","Urban Area","14","","","","10"
"10 Completely satisfied","1988","indirect migration background","Rural Area","1","","","","10"
"2 on Scale 1 to 10","1988","no migration background","Urban Area","123","0.0241765840178968","0.0200745618486417","0.0282786061871519","2"
"2 on Scale 1 to 10","1988","no migration background","Rural Area","49","0.0278905392768966","0.0199116491980374","0.0358694293557558","2"
"2 on Scale 1 to 10","1988","direct migration background","Urban Area","113","0.0468229034448893","0.0382577587481451","0.0553880481416334","2"
"2 on Scale 1 to 10","1988","direct migration background","Rural Area","3","","","","2"
"2 on Scale 1 to 10","1988","indirect migration background","Urban Area","8","","","","2"
"2 on Scale 1 to 10","1988","indirect migration background","Rural Area","1","","","","2"
"3 on Scale 1 to 10","1988","no migration background","Urban Area","237","0.0445636092811607","0.039052919230882","0.0500742993314394","3"
"3 on Scale 1 to 10","1988","no migration background","Rural Area","85","0.0560921571717172","0.0449422228346809","0.0672420915087535","3"
"3 on Scale 1 to 10","1988","direct migration background","Urban Area","121","0.0496887861353141","0.0408786857787286","0.0584988864918996","3"
"3 on Scale 1 to 10","1988","direct migration background","Rural Area","17","","","","3"
"3 on Scale 1 to 10","1988","indirect migration background","Urban Area","6","","","","3"
"3 on Scale 1 to 10","1988","indirect migration background","Rural Area","","","","","3"
"4 on Scale 1 to 10","1988","direct migration background","Urban Area","171","0.0697002297028487","0.0593762463314833","0.080024213074214","4"
"4 on Scale 1 to 10","1988","no migration background","Urban Area","292","0.0555664553263069","0.0494484906493762","0.0616844200032376","4"
"4 on Scale 1 to 10","1988","no migration background","Rural Area","93","0.0596568639419573","0.0481798256527206","0.0711339022311939","4"
"4 on Scale 1 to 10","1988","direct migration background","Rural Area","21","","","","4"
"4 on Scale 1 to 10","1988","indirect migration background","Urban Area","9","","","","4"
"4 on Scale 1 to 10","1988","indirect migration background","Rural Area","","","","","4"
"5 on Scale 1 to 10","1988","no migration background","Urban Area","824","0.156275205843531","0.146577693029269","0.165972718657794","5"
"5 on Scale 1 to 10","1988","no migration background","Rural Area","240","0.151650735038996","0.134270083798525","0.169031386279467","5"
"5 on Scale 1 to 10","1988","direct migration background","Urban Area","400","0.178770760468738","0.16323619246676","0.194305328470717","5"
"5 on Scale 1 to 10","1988","direct migration background","Rural Area","52","0.209370040313559","0.165473021893354","0.253267058733764","5"
"5 on Scale 1 to 10","1988","indirect migration background","Urban Area","37","0.236388582781491","0.175494268714269","0.297282896848712","5"
"5 on Scale 1 to 10","1988","indirect migration background","Rural Area","6","","","","5"
"6 on Scale 1 to 10","1988","no migration background","Urban Area","584","0.109512730703341","0.101172826192906","0.117852635213776","6"
"6 on Scale 1 to 10","1988","no migration background","Rural Area","187","0.111543484831342","0.0962890320177258","0.126797937644958","6"
"6 on Scale 1 to 10","1988","direct migration background","Urban Area","283","0.121456878755211","0.10821311776954","0.134700639740883","6"
"6 on Scale 1 to 10","1988","direct migration background","Rural Area","39","0.114714648964224","0.0803317730197884","0.149097524908659","6"
"6 on Scale 1 to 10","1988","indirect migration background","Urban Area","18","","","","6"
"6 on Scale 1 to 10","1988","indirect migration background","Rural Area","4","","","","6"
"7 on Scale 1 to 10","1988","no migration background","Urban Area","972","0.175622841366939","0.165461094058169","0.185784588675709","7"
"7 on Scale 1 to 10","1988","direct migration background","Urban Area","408","0.155296861134275","0.140612599030813","0.169981123237738","7"
"7 on Scale 1 to 10","1988","no migration background","Rural Area","272","0.156791315170429","0.13917216413869","0.174410466202168","7"
"7 on Scale 1 to 10","1988","direct migration background","Rural Area","53","0.160128954170421","0.120562023737826","0.199695884603016","7"
"7 on Scale 1 to 10","1988","indirect migration background","Urban Area","26","","","","7"
"7 on Scale 1 to 10","1988","indirect migration background","Rural Area","7","","","","7"
"8 on Scale 1 to 10","1988","direct migration background","Urban Area","431","0.181228038190636","0.165610487993322","0.196845588387949","8"
"8 on Scale 1 to 10","1988","no migration background","Rural Area","365","0.220937763401262","0.200833993973335","0.241041532829188","8"
"8 on Scale 1 to 10","1988","indirect migration background","Rural Area","6","","","","8"
"8 on Scale 1 to 10","1988","no migration background","Urban Area","1186","0.214446615699772","0.203485308058812","0.225407923340731","8"
"8 on Scale 1 to 10","1988","direct migration background","Rural Area","61","0.186055392554457","0.144068892180627","0.228041892928286","8"
"8 on Scale 1 to 10","1988","indirect migration background","Urban Area","39","0.169347805972692","0.115591838408479","0.223103773536905","8"
"9 on Scale 1 to 10","1988","no migration background","Urban Area","499","0.0904395629432782","0.0827798953178318","0.0980992305687246","9"
"9 on Scale 1 to 10","1988","direct migration background","Urban Area","158","0.0888856413149545","0.0773478950082826","0.100423387621626","9"
"9 on Scale 1 to 10","1988","no migration background","Rural Area","157","0.097187998164472","0.082834378916952","0.111541617411992","9"
"9 on Scale 1 to 10","1988","direct migration background","Rural Area","25","","","","9"
"9 on Scale 1 to 10","1988","indirect migration background","Urban Area","23","","","","9"
"9 on Scale 1 to 10","1988","indirect migration background","Rural Area","3","","","","9"
"0 Completely dissatisfied","1989","no migration background","Urban Area","65","0.0142185643560332","0.0110025779764015","0.0174345507356648","0"
"0 Completely dissatisfied","1989","no migration background","Rural Area","29","","","","0"
"0 Completely dissatisfied","1989","direct migration background","Urban Area","69","0.0206774394940965","0.0148222345331654","0.0265326444550275","0"
"0 Completely dissatisfied","1989","direct migration background","Rural Area","5","","","","0"
"0 Completely dissatisfied","1989","indirect migration background","Urban Area","5","","","","0"
"0 Completely dissatisfied","1989","indirect migration background","Rural Area","","","","","0"
"1 on Scale 1 to 10","1989","no migration background","Urban Area","46","0.00811141894770148","0.00567486590140271","0.0105479719940002","1"
"1 on Scale 1 to 10","1989","no migration background","Rural Area","20","","","","1"
"1 on Scale 1 to 10","1989","direct migration background","Urban Area","24","","","","1"
"1 on Scale 1 to 10","1989","indirect migration background","Rural Area","","","","","1"
"1 on Scale 1 to 10","1989","direct migration background","Rural Area","8","","","","1"
"1 on Scale 1 to 10","1989","indirect migration background","Urban Area","1","","","","1"
"10 Completely satisfied","1989","no migration background","Urban Area","493","0.0982707151082661","0.0901844839083945","0.106356946308138","10"
"10 Completely satisfied","1989","no migration background","Rural Area","148","0.101766704116509","0.0867442556053694","0.116789152627649","10"
"10 Completely satisfied","1989","direct migration background","Urban Area","136","0.0774965541238112","0.066494949387113","0.0884981588605094","10"
"10 Completely satisfied","1989","direct migration background","Rural Area","24","","","","10"
"10 Completely satisfied","1989","indirect migration background","Urban Area","13","","","","10"
"10 Completely satisfied","1989","indirect migration background","Rural Area","4","","","","10"
"2 on Scale 1 to 10","1989","direct migration background","Rural Area","16","","","","2"
