"plh0175","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"3 on Scale 1 to 10","1985","35-65 y.","direct migration background","94","0.0606300552888407","0.0494102449018721","0.0718498656758093","3"
"3 on Scale 1 to 10","1985","66 and older","no migration background","48","0.0485288101798197","0.0356234262201513","0.0614341941394882","3"
"3 on Scale 1 to 10","1985","16-34 y.","indirect migration background","3","","","","3"
"3 on Scale 1 to 10","1985","35-65 y.","no migration background","188","0.0486456522913631","0.0419722701628377","0.0553190344198884","3"
"3 on Scale 1 to 10","1985","66 and older","indirect migration background","","","","","3"
"3 on Scale 1 to 10","1985","66 and older","direct migration background","4","","","","3"
"4 on Scale 1 to 10","1985","66 and older","direct migration background","2","","","","4"
"4 on Scale 1 to 10","1985","16-34 y.","direct migration background","81","0.0690658777122826","0.0542223705294578","0.0839093848951075","4"
"4 on Scale 1 to 10","1985","16-34 y.","indirect migration background","6","","","","4"
"4 on Scale 1 to 10","1985","35-65 y.","no migration background","212","0.0533600273415058","0.046388093362098","0.0603319613209135","4"
"4 on Scale 1 to 10","1985","35-65 y.","indirect migration background","1","","","","4"
"4 on Scale 1 to 10","1985","66 and older","no migration background","47","0.0431290755199478","0.0309283673079516","0.055329783731944","4"
"4 on Scale 1 to 10","1985","16-34 y.","no migration background","154","0.0545755676266895","0.046128722882982","0.063022412370397","4"
"4 on Scale 1 to 10","1985","66 and older","indirect migration background","","","","","4"
"4 on Scale 1 to 10","1985","35-65 y.","direct migration background","122","0.0651575145246711","0.0535543972856026","0.0767606317637396","4"
"5 on Scale 1 to 10","1985","66 and older","direct migration background","7","","","","5"
"5 on Scale 1 to 10","1985","16-34 y.","no migration background","461","0.167905680152396","0.15400612365424","0.181805236650552","5"
"5 on Scale 1 to 10","1985","16-34 y.","direct migration background","207","0.204665951902573","0.181047965293094","0.228283938512052","5"
"5 on Scale 1 to 10","1985","66 and older","no migration background","150","0.147918267871081","0.126596420967377","0.169240114774786","5"
"5 on Scale 1 to 10","1985","66 and older","indirect migration background","1","","","","5"
"5 on Scale 1 to 10","1985","35-65 y.","no migration background","680","0.173130125121295","0.161393108192002","0.184867142050587","5"
"5 on Scale 1 to 10","1985","35-65 y.","direct migration background","306","0.167562631621208","0.150004125028804","0.185121138213612","5"
"5 on Scale 1 to 10","1985","35-65 y.","indirect migration background","2","","","","5"
"5 on Scale 1 to 10","1985","16-34 y.","indirect migration background","18","","","","5"
"6 on Scale 1 to 10","1985","16-34 y.","no migration background","295","0.109048038186154","0.0974571145931824","0.120638961779126","6"
"6 on Scale 1 to 10","1985","16-34 y.","direct migration background","114","0.0908105198639557","0.0739899553635556","0.107631084364356","6"
"6 on Scale 1 to 10","1985","66 and older","no migration background","118","0.109630962067122","0.0908669836646783","0.128394940469565","6"
"6 on Scale 1 to 10","1985","35-65 y.","no migration background","410","0.101484516195922","0.0921171930950418","0.110851839296803","6"
"6 on Scale 1 to 10","1985","35-65 y.","indirect migration background","2","","","","6"
"6 on Scale 1 to 10","1985","16-34 y.","indirect migration background","14","","","","6"
"6 on Scale 1 to 10","1985","35-65 y.","direct migration background","202","0.108210732148682","0.0936061379751139","0.12281532632225","6"
"6 on Scale 1 to 10","1985","66 and older","direct migration background","2","","","","6"
"6 on Scale 1 to 10","1985","66 and older","indirect migration background","2","","","","6"
"7 on Scale 1 to 10","1985","16-34 y.","indirect migration background","14","","","","7"
"7 on Scale 1 to 10","1985","16-34 y.","no migration background","445","0.159912544067254","0.146282869494718","0.173542218639789","7"
"7 on Scale 1 to 10","1985","16-34 y.","direct migration background","155","0.14281896470079","0.122336863767702","0.163301065633877","7"
"7 on Scale 1 to 10","1985","35-65 y.","no migration background","628","0.152937480762519","0.141772254626744","0.164102706898295","7"
"7 on Scale 1 to 10","1985","35-65 y.","direct migration background","256","0.155378379525193","0.138347009053063","0.172409749997324","7"
"7 on Scale 1 to 10","1985","35-65 y.","indirect migration background","1","","","","7"
"7 on Scale 1 to 10","1985","66 and older","no migration background","156","0.145660417175889","0.124473911876041","0.166846922475738","7"
"7 on Scale 1 to 10","1985","66 and older","indirect migration background","2","","","","7"
"7 on Scale 1 to 10","1985","66 and older","direct migration background","3","","","","7"
"8 on Scale 1 to 10","1985","16-34 y.","no migration background","527","0.186395204240835","0.171913953033281","0.20087645544839","8"
"8 on Scale 1 to 10","1985","16-34 y.","indirect migration background","24","","","","8"
"8 on Scale 1 to 10","1985","35-65 y.","indirect migration background","2","","","","8"
"8 on Scale 1 to 10","1985","66 and older","direct migration background","4","","","","8"
"8 on Scale 1 to 10","1985","66 and older","indirect migration background","","","","","8"
"8 on Scale 1 to 10","1985","16-34 y.","direct migration background","176","0.138486165339431","0.11826623720667","0.158706093472192","8"
"8 on Scale 1 to 10","1985","35-65 y.","no migration background","789","0.194986166861888","0.182696039111211","0.207276294612565","8"
"8 on Scale 1 to 10","1985","66 and older","no migration background","195","0.180366632509273","0.157274651015225","0.203458614003322","8"
"8 on Scale 1 to 10","1985","35-65 y.","direct migration background","322","0.184547298208527","0.166309330657007","0.202785265760046","8"
"9 on Scale 1 to 10","1985","16-34 y.","direct migration background","85","0.0755421615552075","0.0600724027298754","0.0910119203805395","9"
"9 on Scale 1 to 10","1985","16-34 y.","no migration background","234","0.0828496270452393","0.0725990686823117","0.0931001854081669","9"
"9 on Scale 1 to 10","1985","66 and older","no migration background","94","0.0860254361867992","0.0691849826493224","0.102865889724276","9"
"9 on Scale 1 to 10","1985","66 and older","direct migration background","2","","","","9"
"9 on Scale 1 to 10","1985","16-34 y.","indirect migration background","9","","","","9"
"9 on Scale 1 to 10","1985","35-65 y.","no migration background","334","0.0816342362056127","0.0731405378368132","0.0901279345744123","9"
"9 on Scale 1 to 10","1985","35-65 y.","direct migration background","138","0.0725529427352315","0.0603575642072968","0.0847483212631662","9"
"9 on Scale 1 to 10","1985","35-65 y.","indirect migration background","","","","","9"
"9 on Scale 1 to 10","1985","66 and older","indirect migration background","","","","","9"
"0 Completely dissatisfied","1986","16-34 y.","no migration background","83","0.0307584489107606","0.0243470062520814","0.0371698915694397","0"
"0 Completely dissatisfied","1986","16-34 y.","direct migration background","23","","","","0"
"0 Completely dissatisfied","1986","16-34 y.","indirect migration background","1","","","","0"
"0 Completely dissatisfied","1986","35-65 y.","no migration background","58","0.0164695406244075","0.0124030887964606","0.0205359924523544","0"
"0 Completely dissatisfied","1986","35-65 y.","direct migration background","29","","","","0"
"0 Completely dissatisfied","1986","35-65 y.","indirect migration background","1","","","","0"
"0 Completely dissatisfied","1986","66 and older","no migration background","7","","","","0"
"0 Completely dissatisfied","1986","66 and older","direct migration background","","","","","0"
"0 Completely dissatisfied","1986","66 and older","indirect migration background","","","","","0"
"1 on Scale 1 to 10","1986","16-34 y.","no migration background","30","0.00852978238264977","0.00511497393439856","0.011944590830901","1"
"1 on Scale 1 to 10","1986","16-34 y.","direct migration background","18","","","","1"
"1 on Scale 1 to 10","1986","16-34 y.","indirect migration background","3","","","","1"
"1 on Scale 1 to 10","1986","35-65 y.","no migration background","37","0.0104355074337717","0.00718867541932034","0.0136823394482231","1"
"1 on Scale 1 to 10","1986","35-65 y.","direct migration background","31","0.0189071640924457","0.0124099059988042","0.0254044221860871","1"
"1 on Scale 1 to 10","1986","66 and older","no migration background","9","","","","1"
"1 on Scale 1 to 10","1986","66 and older","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1986","35-65 y.","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1986","66 and older","direct migration background","","","","","1"
"10 Completely satisfied","1986","16-34 y.","no migration background","229","0.0783860519053043","0.0684055714199748","0.0883665323906337","10"
"10 Completely satisfied","1986","35-65 y.","direct migration background","136","0.0835854285225057","0.0703824125224911","0.0967884445225203","10"
"10 Completely satisfied","1986","16-34 y.","direct migration background","112","0.0887429070269119","0.0718143189909537","0.10567149506287","10"
"10 Completely satisfied","1986","16-34 y.","indirect migration background","11","","","","10"
"10 Completely satisfied","1986","35-65 y.","no migration background","408","0.10650553110941","0.0966492519106136","0.116361810308206","10"
"10 Completely satisfied","1986","35-65 y.","indirect migration background","1","","","","10"
"10 Completely satisfied","1986","66 and older","no migration background","180","0.181617029124874","0.157528675542398","0.205705382707349","10"
"10 Completely satisfied","1986","66 and older","direct migration background","9","","","","10"
"10 Completely satisfied","1986","66 and older","indirect migration background","","","","","10"
"2 on Scale 1 to 10","1986","16-34 y.","no migration background","93","0.0349404942536085","0.0281218331901524","0.0417591553170645","2"
"2 on Scale 1 to 10","1986","16-34 y.","indirect migration background","5","","","","2"
"2 on Scale 1 to 10","1986","35-65 y.","no migration background","95","0.0264780304489574","0.021348274558417","0.0316077863394979","2"
"2 on Scale 1 to 10","1986","66 and older","direct migration background","2","","","","2"
"2 on Scale 1 to 10","1986","66 and older","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1986","16-34 y.","direct migration background","41","0.0318298387945741","0.0213795927372318","0.0422800848519164","2"
"2 on Scale 1 to 10","1986","35-65 y.","direct migration background","78","0.0468870287801366","0.0368023883926556","0.0569716691676177","2"
"2 on Scale 1 to 10","1986","35-65 y.","indirect migration background","1","","","","2"
"2 on Scale 1 to 10","1986","66 and older","no migration background","20","","","","2"
"3 on Scale 1 to 10","1986","16-34 y.","no migration background","156","0.0591678202142092","0.0504067653181858","0.0679288751102326","3"
"3 on Scale 1 to 10","1986","16-34 y.","direct migration background","75","0.0770821363505403","0.0612042807735366","0.092959991927544","3"
"3 on Scale 1 to 10","1986","35-65 y.","direct migration background","106","0.0595384891975509","0.0482501178398097","0.0708268605552921","3"
"3 on Scale 1 to 10","1986","35-65 y.","indirect migration background","1","","","","3"
"3 on Scale 1 to 10","1986","66 and older","no migration background","28","","","","3"
"3 on Scale 1 to 10","1986","16-34 y.","indirect migration background","7","","","","3"
"3 on Scale 1 to 10","1986","35-65 y.","no migration background","153","0.0439495529297892","0.0374001966381018","0.0504989092214765","3"
"3 on Scale 1 to 10","1986","66 and older","indirect migration background","","","","","3"
"3 on Scale 1 to 10","1986","66 and older","direct migration background","1","","","","3"
"4 on Scale 1 to 10","1986","66 and older","direct migration background","3","","","","4"
"4 on Scale 1 to 10","1986","16-34 y.","no migration background","184","0.068478968319742","0.059100487992638","0.077857448646846","4"
"4 on Scale 1 to 10","1986","16-34 y.","direct migration background","67","0.0607199609974273","0.0465033284525872","0.0749365935422674","4"
"4 on Scale 1 to 10","1986","16-34 y.","indirect migration background","8","","","","4"
"4 on Scale 1 to 10","1986","35-65 y.","no migration background","208","0.0556978977199674","0.0483703971347157","0.063025398305219","4"
"4 on Scale 1 to 10","1986","35-65 y.","indirect migration background","1","","","","4"
"4 on Scale 1 to 10","1986","66 and older","no migration background","50","0.0548428297802702","0.0406174953182636","0.0690681642422767","4"
"4 on Scale 1 to 10","1986","66 and older","indirect migration background","","","","","4"
"4 on Scale 1 to 10","1986","35-65 y.","direct migration background","120","0.0580160990398231","0.0468639677893598","0.0691682302902864","4"
"5 on Scale 1 to 10","1986","16-34 y.","no migration background","436","0.157664930763739","0.144132758169734","0.171197103357745","5"
"5 on Scale 1 to 10","1986","16-34 y.","direct migration background","172","0.155870457990123","0.134277113893381","0.177463802086865","5"
"5 on Scale 1 to 10","1986","66 and older","no migration background","150","0.155276520888122","0.132647762758094","0.177905279018149","5"
"5 on Scale 1 to 10","1986","66 and older","direct migration background","7","","","","5"
"5 on Scale 1 to 10","1986","66 and older","indirect migration background","","","","","5"
"5 on Scale 1 to 10","1986","16-34 y.","indirect migration background","19","","","","5"
"5 on Scale 1 to 10","1986","35-65 y.","no migration background","618","0.16976567196984","0.157770505943621","0.18176083799606","5"
"5 on Scale 1 to 10","1986","35-65 y.","direct migration background","292","0.158655048116299","0.141225911901576","0.176084184331023","5"
"5 on Scale 1 to 10","1986","35-65 y.","indirect migration background","5","","","","5"
"6 on Scale 1 to 10","1986","16-34 y.","no migration background","316","0.114078865520027","0.10227409190281","0.125883639137243","6"
"6 on Scale 1 to 10","1986","16-34 y.","direct migration background","129","0.126090469484092","0.106329519514829","0.145851419453355","6"
"6 on Scale 1 to 10","1986","16-34 y.","indirect migration background","13","","","","6"
"6 on Scale 1 to 10","1986","35-65 y.","no migration background","413","0.110480768300488","0.100464591179384","0.120496945421592","6"
"6 on Scale 1 to 10","1986","35-65 y.","indirect migration background","3","","","","6"
"6 on Scale 1 to 10","1986","66 and older","no migration background","111","0.110977318129348","0.0913516669645075","0.130602969294188","6"
"6 on Scale 1 to 10","1986","35-65 y.","direct migration background","192","0.111837390050771","0.0968024526342919","0.12687232746725","6"
"6 on Scale 1 to 10","1986","66 and older","direct migration background","8","","","","6"
"6 on Scale 1 to 10","1986","66 and older","indirect migration background","","","","","6"
"7 on Scale 1 to 10","1986","16-34 y.","no migration background","469","0.164463452634174","0.150698492363902","0.178228412904446","7"
"7 on Scale 1 to 10","1986","16-34 y.","direct migration background","173","0.164801585267436","0.142715996921726","0.186887173613146","7"
"7 on Scale 1 to 10","1986","16-34 y.","indirect migration background","19","","","","7"
"7 on Scale 1 to 10","1986","35-65 y.","no migration background","590","0.155447496604086","0.143870759398284","0.167024233809888","7"
"7 on Scale 1 to 10","1986","35-65 y.","direct migration background","268","0.179324326649644","0.161023645503918","0.19762500779537","7"
"7 on Scale 1 to 10","1986","35-65 y.","indirect migration background","1","","","","7"
"7 on Scale 1 to 10","1986","66 and older","no migration background","127","0.128802433884732","0.107872353160479","0.149732514608985","7"
"7 on Scale 1 to 10","1986","66 and older","direct migration background","11","","","","7"
"7 on Scale 1 to 10","1986","66 and older","indirect migration background","1","","","","7"
"8 on Scale 1 to 10","1986","16-34 y.","indirect migration background","26","","","","8"
"8 on Scale 1 to 10","1986","16-34 y.","direct migration background","182","0.169464895954691","0.147131625703783","0.191798166205599","8"
"8 on Scale 1 to 10","1986","35-65 y.","indirect migration background","5","","","","8"
"8 on Scale 1 to 10","1986","66 and older","no migration background","196","0.195084917764365","0.170325671367724","0.219844164161007","8"
"8 on Scale 1 to 10","1986","16-34 y.","no migration background","536","0.191784613976877","0.177165267018053","0.206403960935702","8"
"8 on Scale 1 to 10","1986","35-65 y.","no migration background","833","0.214806495728303","0.201684707148921","0.227928284307686","8"
"8 on Scale 1 to 10","1986","35-65 y.","direct migration background","311","0.20210677043896","0.182949894311551","0.221263646566369","8"
"8 on Scale 1 to 10","1986","66 and older","direct migration background","7","","","","8"
"8 on Scale 1 to 10","1986","66 and older","indirect migration background","3","","","","8"
