"plh0175","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"10 Completely satisfied","1984","66 and older","middle vocational","125","0.212803220439119","0.179407490774864","0.246198950103373","10"
"10 Completely satisfied","1984","66 and older","vocational + Abi","7","","","","10"
"10 Completely satisfied","1984","66 and older","higher vocational","23","","","","10"
"10 Completely satisfied","1984","16-34 y.","in school","27","","","","10"
"10 Completely satisfied","1984","16-34 y.","inadequately","36","0.115360238322243","0.0793309304265484","0.151389546217937","10"
"10 Completely satisfied","1984","16-34 y.","general elemantary","162","0.117730176416365","0.0995933080661362","0.135867044766593","10"
"10 Completely satisfied","1984","16-34 y.","middle vocational","231","0.0928328423950504","0.0805261328620361","0.105139551928065","10"
"10 Completely satisfied","1984","16-34 y.","vocational + Abi","23","","","","10"
"10 Completely satisfied","1984","16-34 y.","higher vocational","21","","","","10"
"10 Completely satisfied","1984","16-34 y.","higher education","37","0.142613111332354","0.0989164069265403","0.186309815738169","10"
"10 Completely satisfied","1984","35-65 y.","in school","","","","","10"
"10 Completely satisfied","1984","35-65 y.","inadequately","82","0.10639456923308","0.0834210423051959","0.129368096160964","10"
"10 Completely satisfied","1984","35-65 y.","general elemantary","220","0.140048133062429","0.123348742127411","0.156747523997447","10"
"10 Completely satisfied","1984","35-65 y.","middle vocational","463","0.162187605480588","0.148885533164921","0.175489677796255","10"
"10 Completely satisfied","1984","35-65 y.","vocational + Abi","20","","","","10"
"10 Completely satisfied","1984","35-65 y.","higher vocational","66","0.183419696709623","0.143662126482891","0.223177266936356","10"
"10 Completely satisfied","1984","35-65 y.","higher education","90","0.189829246000024","0.154782686088801","0.224875805911248","10"
"10 Completely satisfied","1984","66 and older","in school","","","","","10"
"10 Completely satisfied","1984","66 and older","inadequately","1","","","","10"
"10 Completely satisfied","1984","66 and older","general elemantary","84","0.166583482802526","0.134403078430854","0.198763887174197","10"
"2 on Scale 1 to 10","1984","66 and older","higher vocational","","","","","2"
"2 on Scale 1 to 10","1984","66 and older","inadequately","1","","","","2"
"2 on Scale 1 to 10","1984","66 and older","vocational + Abi","","","","","2"
"2 on Scale 1 to 10","1984","16-34 y.","middle vocational","112","0.0575939482299771","0.0477139941553573","0.0674739023045969","2"
"2 on Scale 1 to 10","1984","16-34 y.","vocational + Abi","8","","","","2"
"2 on Scale 1 to 10","1984","16-34 y.","higher vocational","11","","","","2"
"2 on Scale 1 to 10","1984","35-65 y.","higher vocational","5","","","","2"
"2 on Scale 1 to 10","1984","35-65 y.","vocational + Abi","5","","","","2"
"2 on Scale 1 to 10","1984","66 and older","middle vocational","17","","","","2"
"2 on Scale 1 to 10","1984","66 and older","in school","","","","","2"
"2 on Scale 1 to 10","1984","16-34 y.","in school","3","","","","2"
"2 on Scale 1 to 10","1984","16-34 y.","inadequately","22","","","","2"
"2 on Scale 1 to 10","1984","16-34 y.","general elemantary","56","0.0466652104508014","0.0347955847002855","0.0585348362013173","2"
"2 on Scale 1 to 10","1984","35-65 y.","in school","","","","","2"
"2 on Scale 1 to 10","1984","35-65 y.","middle vocational","67","0.0214438912551725","0.0162165392349021","0.0266712432754428","2"
"2 on Scale 1 to 10","1984","66 and older","general elemantary","21","","","","2"
"2 on Scale 1 to 10","1984","35-65 y.","higher education","6","","","","2"
"2 on Scale 1 to 10","1984","16-34 y.","higher education","5","","","","2"
"2 on Scale 1 to 10","1984","35-65 y.","inadequately","27","","","","2"
"2 on Scale 1 to 10","1984","35-65 y.","general elemantary","66","0.0363412195743006","0.0273361662623773","0.0453462728862238","2"
"2 on Scale 1 to 10","1984","66 and older","higher education","1","","","","2"
"3 on Scale 1 to 10","1984","16-34 y.","vocational + Abi","11","","","","3"
"3 on Scale 1 to 10","1984","16-34 y.","middle vocational","110","0.0507511831023567","0.0414430928725603","0.0600592733321531","3"
"3 on Scale 1 to 10","1984","16-34 y.","in school","7","","","","3"
"3 on Scale 1 to 10","1984","16-34 y.","inadequately","24","","","","3"
"3 on Scale 1 to 10","1984","16-34 y.","general elemantary","86","0.0754550524702217","0.06059138885438","0.0903187160860634","3"
"3 on Scale 1 to 10","1984","16-34 y.","higher vocational","15","","","","3"
"3 on Scale 1 to 10","1984","16-34 y.","higher education","10","","","","3"
"3 on Scale 1 to 10","1984","35-65 y.","general elemantary","110","0.0684234294914076","0.0562745396088167","0.0805723193739986","3"
"3 on Scale 1 to 10","1984","35-65 y.","middle vocational","149","0.049541816408804","0.0417113153429707","0.0573723174746373","3"
"3 on Scale 1 to 10","1984","35-65 y.","higher education","17","","","","3"
"3 on Scale 1 to 10","1984","66 and older","in school","","","","","3"
"3 on Scale 1 to 10","1984","66 and older","inadequately","1","","","","3"
"3 on Scale 1 to 10","1984","66 and older","middle vocational","17","","","","3"
"3 on Scale 1 to 10","1984","66 and older","higher education","1","","","","3"
"3 on Scale 1 to 10","1984","35-65 y.","inadequately","45","0.0945533240352616","0.0727529028784043","0.116353745192119","3"
"3 on Scale 1 to 10","1984","35-65 y.","vocational + Abi","3","","","","3"
"3 on Scale 1 to 10","1984","35-65 y.","higher vocational","10","","","","3"
"3 on Scale 1 to 10","1984","66 and older","vocational + Abi","","","","","3"
"3 on Scale 1 to 10","1984","66 and older","higher vocational","3","","","","3"
"3 on Scale 1 to 10","1984","35-65 y.","in school","","","","","3"
"3 on Scale 1 to 10","1984","66 and older","general elemantary","33","0.0651248087882834","0.0438142653568181","0.0864353522197487","3"
"4 on Scale 1 to 10","1984","16-34 y.","middle vocational","120","0.0507212615907775","0.04141576900651","0.060026754175045","4"
"4 on Scale 1 to 10","1984","16-34 y.","general elemantary","73","0.0539358159853043","0.0412237359657215","0.0666478960048871","4"
"4 on Scale 1 to 10","1984","66 and older","higher education","4","","","","4"
"4 on Scale 1 to 10","1984","66 and older","middle vocational","19","","","","4"
"4 on Scale 1 to 10","1984","66 and older","vocational + Abi","1","","","","4"
"4 on Scale 1 to 10","1984","66 and older","higher vocational","6","","","","4"
"4 on Scale 1 to 10","1984","16-34 y.","in school","7","","","","4"
"4 on Scale 1 to 10","1984","16-34 y.","inadequately","19","","","","4"
"4 on Scale 1 to 10","1984","16-34 y.","vocational + Abi","7","","","","4"
"4 on Scale 1 to 10","1984","16-34 y.","higher vocational","10","","","","4"
"4 on Scale 1 to 10","1984","16-34 y.","higher education","17","","","","4"
"4 on Scale 1 to 10","1984","35-65 y.","in school","","","","","4"
"4 on Scale 1 to 10","1984","35-65 y.","inadequately","51","0.0726329479058413","0.0532960096598381","0.0919698861518446","4"
"4 on Scale 1 to 10","1984","35-65 y.","general elemantary","98","0.0596664644925988","0.0482684025512936","0.071064526433904","4"
"4 on Scale 1 to 10","1984","35-65 y.","middle vocational","156","0.0512396134188435","0.043283182855764","0.0591960439819231","4"
"4 on Scale 1 to 10","1984","35-65 y.","vocational + Abi","6","","","","4"
"4 on Scale 1 to 10","1984","35-65 y.","higher vocational","17","","","","4"
"4 on Scale 1 to 10","1984","35-65 y.","higher education","22","","","","4"
"4 on Scale 1 to 10","1984","66 and older","in school","","","","","4"
"4 on Scale 1 to 10","1984","66 and older","inadequately","1","","","","4"
"4 on Scale 1 to 10","1984","66 and older","general elemantary","29","","","","4"
"5 on Scale 1 to 10","1984","16-34 y.","in school","23","","","","5"
"5 on Scale 1 to 10","1984","35-65 y.","inadequately","121","0.154045083274753","0.127148781189293","0.180941385360212","5"
"5 on Scale 1 to 10","1984","35-65 y.","general elemantary","338","0.194030578960051","0.17500143419043","0.213059723729672","5"
"5 on Scale 1 to 10","1984","66 and older","middle vocational","96","0.169846486496273","0.139207974221917","0.200484998770628","5"
"5 on Scale 1 to 10","1984","66 and older","vocational + Abi","2","","","","5"
"5 on Scale 1 to 10","1984","16-34 y.","inadequately","49","0.171669255647052","0.129139511306425","0.214198999987679","5"
"5 on Scale 1 to 10","1984","16-34 y.","general elemantary","249","0.209358896435209","0.186463240238592","0.232254552631825","5"
"5 on Scale 1 to 10","1984","16-34 y.","middle vocational","364","0.172615449371506","0.156588863972101","0.188642034770911","5"
"5 on Scale 1 to 10","1984","16-34 y.","vocational + Abi","34","0.199712879675797","0.138339471729114","0.26108628762248","5"
"5 on Scale 1 to 10","1984","16-34 y.","higher vocational","35","0.161042780495143","0.111446694844769","0.210638866145517","5"
"5 on Scale 1 to 10","1984","16-34 y.","higher education","29","","","","5"
"5 on Scale 1 to 10","1984","35-65 y.","in school","","","","","5"
"5 on Scale 1 to 10","1984","35-65 y.","middle vocational","538","0.181388263779717","0.167482954324391","0.195293573235043","5"
"5 on Scale 1 to 10","1984","35-65 y.","vocational + Abi","23","","","","5"
"5 on Scale 1 to 10","1984","35-65 y.","higher vocational","62","0.173584985349045","0.134675760642631","0.21249421005546","5"
"5 on Scale 1 to 10","1984","35-65 y.","higher education","60","0.114976970128008","0.0864695268557517","0.143484413400264","5"
"5 on Scale 1 to 10","1984","66 and older","in school","","","","","5"
"5 on Scale 1 to 10","1984","66 and older","inadequately","1","","","","5"
"5 on Scale 1 to 10","1984","66 and older","general elemantary","98","0.18302131306657","0.149624834685647","0.216417791447494","5"
"5 on Scale 1 to 10","1984","66 and older","higher vocational","14","","","","5"
"5 on Scale 1 to 10","1984","66 and older","higher education","3","","","","5"
"6 on Scale 1 to 10","1984","35-65 y.","general elemantary","156","0.0990071212605329","0.0846350688004499","0.113379173720616","6"
"6 on Scale 1 to 10","1984","66 and older","higher education","4","","","","6"
"6 on Scale 1 to 10","1984","35-65 y.","inadequately","75","0.129451034903706","0.104439265907771","0.15446280389964","6"
"6 on Scale 1 to 10","1984","35-65 y.","middle vocational","277","0.0934422395798653","0.0829394070058799","0.103945072153851","6"
"6 on Scale 1 to 10","1984","35-65 y.","vocational + Abi","8","","","","6"
"6 on Scale 1 to 10","1984","35-65 y.","higher vocational","38","0.105323632552235","0.0737885990505512","0.136858666053918","6"
"6 on Scale 1 to 10","1984","35-65 y.","higher education","31","0.0606689018435253","0.0393351140867292","0.0820026896003213","6"
"6 on Scale 1 to 10","1984","66 and older","in school","","","","","6"
"6 on Scale 1 to 10","1984","66 and older","middle vocational","45","0.0753000399615459","0.0537693371108814","0.0968307428122104","6"
"6 on Scale 1 to 10","1984","66 and older","vocational + Abi","1","","","","6"
"6 on Scale 1 to 10","1984","66 and older","higher vocational","7","","","","6"
"6 on Scale 1 to 10","1984","16-34 y.","in school","17","","","","6"
"6 on Scale 1 to 10","1984","16-34 y.","inadequately","24","","","","6"
"6 on Scale 1 to 10","1984","16-34 y.","general elemantary","101","0.0840446282517679","0.0684307845432461","0.0996584719602897","6"
"6 on Scale 1 to 10","1984","16-34 y.","middle vocational","220","0.106321435328111","0.0932492392667284","0.119393631389494","6"
"6 on Scale 1 to 10","1984","16-34 y.","vocational + Abi","14","","","","6"
"6 on Scale 1 to 10","1984","16-34 y.","higher vocational","16","","","","6"
"6 on Scale 1 to 10","1984","16-34 y.","higher education","16","","","","6"
"6 on Scale 1 to 10","1984","35-65 y.","in school","","","","","6"
"6 on Scale 1 to 10","1984","66 and older","inadequately","2","","","","6"
"6 on Scale 1 to 10","1984","66 and older","general elemantary","48","0.0933314306983948","0.0682077816296966","0.118455079767093","6"
"7 on Scale 1 to 10","1984","16-34 y.","general elemantary","147","0.117039376746822","0.0989487189388674","0.135130034554776","7"
"7 on Scale 1 to 10","1984","66 and older","higher education","4","","","","7"
"7 on Scale 1 to 10","1984","66 and older","middle vocational","88","0.14705484475454","0.118157335844367","0.175952353664714","7"
"7 on Scale 1 to 10","1984","66 and older","vocational + Abi","5","","","","7"
"7 on Scale 1 to 10","1984","66 and older","higher vocational","8","","","","7"
"7 on Scale 1 to 10","1984","66 and older","general elemantary","63","0.118654805230113","0.0907254980658313","0.146584112394395","7"
"7 on Scale 1 to 10","1984","16-34 y.","in school","20","","","","7"
"7 on Scale 1 to 10","1984","16-34 y.","inadequately","36","0.0820362446370149","0.0510862717943357","0.112986217479694","7"
"7 on Scale 1 to 10","1984","16-34 y.","middle vocational","310","0.144204561654259","0.129306768166326","0.159102355142192","7"
"7 on Scale 1 to 10","1984","16-34 y.","vocational + Abi","18","","","","7"
"7 on Scale 1 to 10","1984","16-34 y.","higher vocational","35","0.161197466140853","0.111582141694238","0.210812790587468","7"
"7 on Scale 1 to 10","1984","16-34 y.","higher education","32","0.132024546979873","0.089722478686945","0.174326615272802","7"
"7 on Scale 1 to 10","1984","35-65 y.","in school","","","","","7"
"7 on Scale 1 to 10","1984","35-65 y.","inadequately","97","0.127053385158464","0.102240229113949","0.151866541202978","7"
"7 on Scale 1 to 10","1984","35-65 y.","general elemantary","200","0.12733514224723","0.111294462044417","0.143375822450044","7"
"7 on Scale 1 to 10","1984","35-65 y.","middle vocational","431","0.145255300172673","0.132540156102528","0.157970444242819","7"
"7 on Scale 1 to 10","1984","35-65 y.","vocational + Abi","27","","","","7"
"7 on Scale 1 to 10","1984","35-65 y.","higher vocational","53","0.14647979340233","0.110155835624006","0.182803751180655","7"
"7 on Scale 1 to 10","1984","35-65 y.","higher education","73","0.160282285331487","0.127496546618603","0.19306802404437","7"
"7 on Scale 1 to 10","1984","66 and older","in school","","","","","7"
"7 on Scale 1 to 10","1984","66 and older","inadequately","3","","","","7"
"8 on Scale 1 to 10","1984","35-65 y.","inadequately","95","0.120201688905764","0.0959723318103867","0.144431046001141","8"
"8 on Scale 1 to 10","1984","66 and older","middle vocational","106","0.188914546412967","0.156975187797396","0.220853905028539","8"
"8 on Scale 1 to 10","1984","16-34 y.","in school","25","","","","8"
"8 on Scale 1 to 10","1984","16-34 y.","general elemantary","174","0.152361495000268","0.132137793723877","0.172585196276659","8"
"8 on Scale 1 to 10","1984","16-34 y.","middle vocational","365","0.179877857399009","0.163589563813547","0.196166150984471","8"
"8 on Scale 1 to 10","1984","35-65 y.","vocational + Abi","19","","","","8"
"8 on Scale 1 to 10","1984","66 and older","in school","","","","","8"
"8 on Scale 1 to 10","1984","66 and older","general elemantary","77","0.148265314419809","0.117573933829183","0.178956695010435","8"
"8 on Scale 1 to 10","1984","66 and older","vocational + Abi","2","","","","8"
"8 on Scale 1 to 10","1984","66 and older","higher vocational","9","","","","8"
"8 on Scale 1 to 10","1984","66 and older","higher education","13","","","","8"
"8 on Scale 1 to 10","1984","35-65 y.","middle vocational","525","0.175900585368057","0.162161414388565","0.18963975634755","8"
"8 on Scale 1 to 10","1984","35-65 y.","higher education","110","0.234435143811345","0.196575379548264","0.272294908074426","8"
"8 on Scale 1 to 10","1984","16-34 y.","inadequately","45","0.144111899459947","0.104502064309437","0.183721734610457","8"
"8 on Scale 1 to 10","1984","16-34 y.","vocational + Abi","28","","","","8"
"8 on Scale 1 to 10","1984","16-34 y.","higher vocational","41","0.197991380143194","0.144223919870581","0.251758840415807","8"
"8 on Scale 1 to 10","1984","16-34 y.","higher education","57","0.232998860373713","0.180171922125931","0.285825798621496","8"
"8 on Scale 1 to 10","1984","35-65 y.","in school","","","","","8"
"8 on Scale 1 to 10","1984","35-65 y.","general elemantary","264","0.154503723132649","0.137111695274264","0.171895750991033","8"
"8 on Scale 1 to 10","1984","35-65 y.","higher vocational","75","0.195212602612655","0.15449408972206","0.23593111550325","8"
"8 on Scale 1 to 10","1984","66 and older","inadequately","1","","","","8"
"9 on Scale 1 to 10","1984","16-34 y.","middle vocational","162","0.0802861934337119","0.0687624321403102","0.0918099547271137","9"
"9 on Scale 1 to 10","1984","16-34 y.","higher vocational","20","","","","9"
"9 on Scale 1 to 10","1984","35-65 y.","general elemantary","126","0.0708074599412737","0.058464558450174","0.0831503614323735","9"
"9 on Scale 1 to 10","1984","35-65 y.","middle vocational","216","0.0739523670693191","0.0645089366274986","0.0833957975111395","9"
"9 on Scale 1 to 10","1984","66 and older","middle vocational","53","0.0937823179287285","0.069995468052257","0.1175691678052","9"
"9 on Scale 1 to 10","1984","66 and older","higher education","8","","","","9"
"9 on Scale 1 to 10","1984","16-34 y.","general elemantary","86","0.0674784098733978","0.053361827771935","0.0815949919748606","9"
"9 on Scale 1 to 10","1984","16-34 y.","vocational + Abi","7","","","","9"
"9 on Scale 1 to 10","1984","35-65 y.","inadequately","48","0.063257872008161","0.0451210012212484","0.0813947427950737","9"
"9 on Scale 1 to 10","1984","35-65 y.","vocational + Abi","11","","","","9"
"9 on Scale 1 to 10","1984","35-65 y.","higher vocational","25","","","","9"
"9 on Scale 1 to 10","1984","35-65 y.","higher education","65","0.136255288877125","0.105597209959854","0.166913367794396","9"
"9 on Scale 1 to 10","1984","66 and older","vocational + Abi","2","","","","9"
"9 on Scale 1 to 10","1984","66 and older","higher vocational","9","","","","9"
"9 on Scale 1 to 10","1984","16-34 y.","in school","14","","","","9"
"9 on Scale 1 to 10","1984","16-34 y.","inadequately","22","","","","9"
"9 on Scale 1 to 10","1984","16-34 y.","higher education","35","0.150385080409872","0.105717340492399","0.195052820327346","9"
"9 on Scale 1 to 10","1984","35-65 y.","in school","","","","","9"
"9 on Scale 1 to 10","1984","66 and older","inadequately","1","","","","9"
"9 on Scale 1 to 10","1984","66 and older","in school","","","","","9"
"9 on Scale 1 to 10","1984","66 and older","general elemantary","38","0.0756380697168576","0.0528012448962496","0.0984748945374656","9"
"0 Completely dissatisfied","1985","16-34 y.","in school","3","","","","0"
"0 Completely dissatisfied","1985","16-34 y.","inadequately","12","","","","0"
"0 Completely dissatisfied","1985","16-34 y.","general elemantary","43","0.0475205624498462","0.034843954731625","0.0601971701680673","0"
"0 Completely dissatisfied","1985","16-34 y.","middle vocational","53","0.0298352630936678","0.0222133357808057","0.0374571904065299","0"
"0 Completely dissatisfied","1985","16-34 y.","vocational + Abi","7","","","","0"
"0 Completely dissatisfied","1985","16-34 y.","higher vocational","7","","","","0"
"0 Completely dissatisfied","1985","16-34 y.","higher education","4","","","","0"
"0 Completely dissatisfied","1985","35-65 y.","in school","","","","","0"
"0 Completely dissatisfied","1985","35-65 y.","inadequately","19","","","","0"
"0 Completely dissatisfied","1985","35-65 y.","general elemantary","48","0.0345951859021529","0.0253282671213396","0.0438621046829663","0"
"0 Completely dissatisfied","1985","35-65 y.","middle vocational","66","0.027521809263115","0.0213578093994267","0.0336858091268032","0"
"0 Completely dissatisfied","1985","35-65 y.","vocational + Abi","3","","","","0"
"0 Completely dissatisfied","1985","35-65 y.","higher vocational","3","","","","0"
"0 Completely dissatisfied","1985","35-65 y.","higher education","5","","","","0"
"0 Completely dissatisfied","1985","66 and older","in school","","","","","0"
"0 Completely dissatisfied","1985","66 and older","inadequately","1","","","","0"
"0 Completely dissatisfied","1985","66 and older","general elemantary","6","","","","0"
"0 Completely dissatisfied","1985","66 and older","middle vocational","5","","","","0"
"0 Completely dissatisfied","1985","66 and older","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1985","66 and older","higher vocational","1","","","","0"
"0 Completely dissatisfied","1985","66 and older","higher education","","","","","0"
"1 on Scale 1 to 10","1985","66 and older","middle vocational","5","","","","1"
"1 on Scale 1 to 10","1985","66 and older","higher education","","","","","1"
"1 on Scale 1 to 10","1985","66 and older","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1985","66 and older","higher vocational","1","","","","1"
"1 on Scale 1 to 10","1985","16-34 y.","general elemantary","19","","","","1"
"1 on Scale 1 to 10","1985","16-34 y.","middle vocational","28","","","","1"
"1 on Scale 1 to 10","1985","16-34 y.","vocational + Abi","3","","","","1"
"1 on Scale 1 to 10","1985","35-65 y.","general elemantary","21","","","","1"
"1 on Scale 1 to 10","1985","66 and older","general elemantary","5","","","","1"
"1 on Scale 1 to 10","1985","16-34 y.","in school","2","","","","1"
"1 on Scale 1 to 10","1985","35-65 y.","in school","","","","","1"
"1 on Scale 1 to 10","1985","35-65 y.","inadequately","15","","","","1"
"1 on Scale 1 to 10","1985","35-65 y.","middle vocational","26","","","","1"
"1 on Scale 1 to 10","1985","35-65 y.","vocational + Abi","2","","","","1"
"1 on Scale 1 to 10","1985","35-65 y.","higher vocational","","","","","1"
"1 on Scale 1 to 10","1985","16-34 y.","inadequately","4","","","","1"
"1 on Scale 1 to 10","1985","16-34 y.","higher vocational","3","","","","1"
"1 on Scale 1 to 10","1985","16-34 y.","higher education","2","","","","1"
"1 on Scale 1 to 10","1985","35-65 y.","higher education","1","","","","1"
"1 on Scale 1 to 10","1985","66 and older","in school","","","","","1"
"1 on Scale 1 to 10","1985","66 and older","inadequately","","","","","1"
"10 Completely satisfied","1985","66 and older","vocational + Abi","6","","","","10"
"10 Completely satisfied","1985","66 and older","higher education","21","","","","10"
"10 Completely satisfied","1985","66 and older","higher vocational","23","","","","10"
"10 Completely satisfied","1985","66 and older","middle vocational","107","0.203321379429733","0.168595252740747","0.23804750611872","10"
"10 Completely satisfied","1985","16-34 y.","in school","25","","","","10"
"10 Completely satisfied","1985","16-34 y.","inadequately","32","0.150926686047924","0.104663047438315","0.197190324657533","10"
"10 Completely satisfied","1985","16-34 y.","general elemantary","116","0.0957433052777352","0.0782111812171141","0.113275429338356","10"
"10 Completely satisfied","1985","16-34 y.","middle vocational","187","0.0913784172359161","0.0784694807426961","0.104287353729136","10"
"10 Completely satisfied","1985","16-34 y.","vocational + Abi","5","","","","10"
"10 Completely satisfied","1985","16-34 y.","higher vocational","26","","","","10"
"10 Completely satisfied","1985","16-34 y.","higher education","22","","","","10"
"10 Completely satisfied","1985","35-65 y.","in school","","","","","10"
"10 Completely satisfied","1985","35-65 y.","inadequately","47","0.0828164965681501","0.0605210803145764","0.105111912821724","10"
"10 Completely satisfied","1985","35-65 y.","general elemantary","162","0.112029320966914","0.096036025639943","0.128022616293885","10"
"10 Completely satisfied","1985","35-65 y.","middle vocational","305","0.116317960683199","0.104238275982081","0.128397645384317","10"
"10 Completely satisfied","1985","35-65 y.","vocational + Abi","14","","","","10"
"10 Completely satisfied","1985","35-65 y.","higher vocational","50","0.148063340476424","0.110531808260481","0.185594872692368","10"
"10 Completely satisfied","1985","35-65 y.","higher education","75","0.173863016444296","0.139266906730408","0.208459126158184","10"
"10 Completely satisfied","1985","66 and older","in school","","","","","10"
"10 Completely satisfied","1985","66 and older","inadequately","","","","","10"
"10 Completely satisfied","1985","66 and older","general elemantary","63","0.144613137769488","0.111056609086129","0.178169666452847","10"
"2 on Scale 1 to 10","1985","66 and older","higher vocational","","","","","2"
"2 on Scale 1 to 10","1985","66 and older","middle vocational","8","","","","2"
"2 on Scale 1 to 10","1985","66 and older","vocational + Abi","","","","","2"
"2 on Scale 1 to 10","1985","16-34 y.","in school","2","","","","2"
"2 on Scale 1 to 10","1985","16-34 y.","inadequately","17","","","","2"
"2 on Scale 1 to 10","1985","16-34 y.","general elemantary","53","0.0481589997604628","0.0354017988926572","0.0609162006282684","2"
"2 on Scale 1 to 10","1985","16-34 y.","middle vocational","73","0.0372789956194975","0.0287918930774482","0.0457660981615468","2"
"2 on Scale 1 to 10","1985","16-34 y.","higher education","12","","","","2"
"2 on Scale 1 to 10","1985","35-65 y.","general elemantary","66","0.0463265708374365","0.0356682764684596","0.0569848652064135","2"
"2 on Scale 1 to 10","1985","35-65 y.","middle vocational","70","0.0262678192570235","0.0202420018706713","0.0322936366433757","2"
"2 on Scale 1 to 10","1985","35-65 y.","vocational + Abi","3","","","","2"
"2 on Scale 1 to 10","1985","35-65 y.","higher vocational","11","","","","2"
"2 on Scale 1 to 10","1985","35-65 y.","higher education","6","","","","2"
"2 on Scale 1 to 10","1985","66 and older","in school","","","","","2"
"2 on Scale 1 to 10","1985","66 and older","inadequately","1","","","","2"
"2 on Scale 1 to 10","1985","66 and older","general elemantary","16","","","","2"
"2 on Scale 1 to 10","1985","66 and older","higher education","1","","","","2"
"2 on Scale 1 to 10","1985","16-34 y.","vocational + Abi","4","","","","2"
"2 on Scale 1 to 10","1985","16-34 y.","higher vocational","7","","","","2"
"2 on Scale 1 to 10","1985","35-65 y.","in school","","","","","2"
"2 on Scale 1 to 10","1985","35-65 y.","inadequately","28","","","","2"
"3 on Scale 1 to 10","1985","16-34 y.","in school","2","","","","3"
"3 on Scale 1 to 10","1985","16-34 y.","inadequately","9","","","","3"
"3 on Scale 1 to 10","1985","16-34 y.","general elemantary","59","0.0586238222083838","0.0446262367418196","0.072621407674948","3"
"3 on Scale 1 to 10","1985","16-34 y.","middle vocational","102","0.0534228516947317","0.0433484638676262","0.0634972395218372","3"
"3 on Scale 1 to 10","1985","16-34 y.","vocational + Abi","10","","","","3"
