"ple0081_h","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes","2002","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","51","0.456035629685552","0.36907004259551","0.543001216775594"
"Yes","2002","Baden-Württemberg","1-pers.-HH","107","0.284148302396388","0.235339828169383","0.332956776623393"
"Yes","2002","Baden-Württemberg","(Married) couple without C. ","183","0.211566018912741","0.183679769389939","0.239452268435543"
"Yes","2002","Baden-Württemberg","Single parent ","57","0.435281380343971","0.351647488758236","0.518915271929706"
"Yes","2002","Baden-Württemberg","Couple + C. LE 16 ","203","0.314896900176642","0.279541684912973","0.35025211544031"
"Yes","2002","Baden-Württemberg","Couple + C. GT 16 ","139","0.265597030891323","0.226807704345465","0.304386357437181"
"Yes","2002","Baden-Württemberg","Couple + C. LE and GT 16","92","0.363542079047983","0.306272282962811","0.420811875133156"
"Yes","2002","Bavaria","1-pers.-HH","123","0.279320036655596","0.235406524410705","0.323233548900487"
"Yes","2002","Bavaria","(Married) couple without C. ","232","0.213940956881139","0.188786799657177","0.2390951141051"
"Yes","2002","Bavaria","Single parent ","75","0.35676212920958","0.286584813566407","0.426939444852753"
"Yes","2002","Bavaria","Couple + C. LE 16 ","210","0.348292282134087","0.313173718747383","0.383410845520791"
"Yes","2002","Bavaria","Couple + C. GT 16 ","169","0.318439095340306","0.28094298051936","0.355935210161252"
"Yes","2002","Bavaria","Couple + C. LE and GT 16","79","0.284713501226438","0.229754066927515","0.33967293552536"
"Yes","2002","Berlin","1-pers.-HH","86","0.423359828302149","0.354011171193137","0.492708485411161"
"Yes","2002","Berlin","(Married) couple without C. ","66","0.298069003111293","0.238826149710824","0.357311856511762"
"Yes","2002","Berlin","Single parent ","28","","",""
"Yes","2002","Berlin","Couple + C. LE 16 ","56","0.387250541431705","0.305977589764267","0.468523493099144"
"Yes","2002","Berlin","Couple + C. GT 16 ","51","0.370201959466475","0.288446700045853","0.451957218887096"
"Yes","2002","Berlin","Couple + C. LE and GT 16","17","","",""
"Yes","2002","Brandenburg","1-pers.-HH","29","","",""
"Yes","2002","Brandenburg","(Married) couple without C. ","70","0.188249569411239","0.147059900484721","0.229439238337756"
"Yes","2002","Brandenburg","Single parent ","25","","",""
"Yes","2002","Brandenburg","Couple + C. LE 16 ","50","0.401183293782323","0.323771682976449","0.478594904588197"
"Yes","2002","Brandenburg","Couple + C. GT 16 ","57","0.319561560487549","0.254445717915858","0.384677403059239"
"Yes","2002","Brandenburg","Couple + C. LE and GT 16","29","","",""
"Yes","2002","Mecklenburg-Western Pomerania","1-pers.-HH","27","","",""
"Yes","2002","Mecklenburg-Western Pomerania","(Married) couple without C. ","38","0.208499108478001","0.148482760834431","0.26851545612157"
"Yes","2002","Mecklenburg-Western Pomerania","Single parent ","22","","",""
"Yes","2002","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","33","0.308764062513668","0.211687365223749","0.405840759803587"
"Yes","2002","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","23","","",""
"Yes","2002","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","12","","",""
"Yes","2002","Saxony","1-pers.-HH","52","0.253741683087772","0.193881151074188","0.313602215101356"
"Yes","2002","Saxony","(Married) couple without C. ","117","0.181704970587896","0.15004948181305","0.213360459362742"
"Yes","2002","Saxony","Single parent ","24","","",""
"Yes","2002","Saxony","Couple + C. LE 16 ","91","0.331275735989486","0.276047096629692","0.38650437534928"
"Yes","2002","Saxony","Couple + C. GT 16 ","78","0.300047306647281","0.249196247284218","0.350898366010345"
"Yes","2002","Saxony","Couple + C. LE and GT 16","56","0.322922857477759","0.253042947423437","0.392802767532082"
"Yes","2002","Saxony-Anhalt","1-pers.-HH","47","0.351517432578159","0.267819318726664","0.435215546429654"
"Yes","2002","Saxony-Anhalt","(Married) couple without C. ","70","0.1699950391526","0.129831042676051","0.21015903562915"
"Yes","2002","Saxony-Anhalt","Single parent ","23","","",""
"Yes","2002","Saxony-Anhalt","Couple + C. LE 16 ","50","0.410731140786601","0.327121216216973","0.494341065356229"
"Yes","2002","Saxony-Anhalt","Couple + C. GT 16 ","84","0.38346005279113","0.321293779372819","0.445626326209441"
"Yes","2002","Saxony-Anhalt","Couple + C. LE and GT 16","31","0.421653061676937","0.310630014138508","0.532676109215365"
"Yes","2002","Thuringia","1-pers.-HH","40","0.308475694465414","0.227183013147262","0.389768375783566"
"Yes","2002","Thuringia","(Married) couple without C. ","56","0.175295603074619","0.131229997695619","0.21936120845362"
"Yes","2002","Thuringia","Single parent ","22","","",""
"Yes","2002","Thuringia","Couple + C. LE 16 ","46","0.270445268610147","0.202254918231823","0.33863561898847"
"Yes","2002","Thuringia","Couple + C. GT 16 ","80","0.359459014723513","0.295467945479666","0.42345008396736"
"Yes","2002","Thuringia","Couple + C. LE and GT 16","44","0.459815070548517","0.36164178488511","0.557988356211923"
"No","2002","Schleswig-Holstein","1-pers.-HH","62","0.593776741686313","0.498929771458108","0.688623711914518"
"No","2002","Schleswig-Holstein","(Married) couple without C. ","196","0.753249899844891","0.701146216368724","0.805353583321059"
"No","2002","Schleswig-Holstein","Single parent ","17","","",""
"No","2002","Schleswig-Holstein","Couple + C. LE 16 ","97","0.64537145373705","0.568297266265812","0.722445641208289"
"No","2002","Schleswig-Holstein","Couple + C. GT 16 ","78","0.759709785883521","0.675118241156542","0.8443013306105"
"No","2002","Schleswig-Holstein","Couple + C. LE and GT 16","44","0.673107354336142","0.559940077343733","0.786274631328551"
"No","2002","Hamburg","1-pers.-HH","52","0.6113620694368","0.50585950830514","0.71686463056846"
"No","2002","Hamburg","(Married) couple without C. ","83","0.710588797516472","0.626225519030251","0.794952076002693"
"No","2002","Hamburg","Single parent ","6","","",""
"No","2002","Hamburg","Couple + C. LE 16 ","49","0.701702056856384","0.589613930874017","0.81379018283875"
"No","2002","Hamburg","Couple + C. GT 16 ","22","","",""
"No","2002","Hamburg","Couple + C. LE and GT 16","15","","",""
"No","2002","Lower Saxony","1-pers.-HH","151","0.727183666240377","0.668327225873037","0.786040106607717"
"No","2002","Lower Saxony","(Married) couple without C. ","486","0.787701483770744","0.755895008834337","0.819507958707151"
"No","2002","Lower Saxony","Single parent ","46","0.458421248340937","0.359770988991518","0.557071507690356"
"No","2002","Lower Saxony","Couple + C. LE 16 ","265","0.601065131543001","0.555048457228281","0.647081805857721"
"No","2002","Lower Saxony","Couple + C. GT 16 ","215","0.705007213263053","0.655196514558252","0.754817911967854"
"No","2002","Lower Saxony","Couple + C. LE and GT 16","123","0.517010955533767","0.445579799411417","0.588442111656117"
"No","2002","Bremen","1-pers.-HH","23","","",""
"No","2002","Bremen","(Married) couple without C. ","43","0.745039765754295","0.636552641371983","0.853526890136607"
"No","2002","Bremen","Single parent ","3","","",""
"No","2002","Bremen","Couple + C. LE 16 ","18","","",""
"No","2002","Bremen","Couple + C. GT 16 ","13","","",""
"No","2002","Bremen","Couple + C. LE and GT 16","8","","",""
"No","2002","North Rhine-Westphalia","1-pers.-HH","432","0.676588916848415","0.640348098724632","0.712829734972197"
"No","2002","North Rhine-Westphalia","(Married) couple without C. ","1206","0.748213315335422","0.72718749992336","0.769239130747485"
"No","2002","North Rhine-Westphalia","Single parent ","105","0.471623814773521","0.401378606101399","0.541869023445643"
"No","2002","North Rhine-Westphalia","Couple + C. LE 16 ","656","0.628545853538923","0.5993195069847","0.657772200093146"
"No","2002","North Rhine-Westphalia","Couple + C. GT 16 ","560","0.68712314281792","0.655093347809932","0.719152937825907"
"No","2002","North Rhine-Westphalia","Couple + C. LE and GT 16","246","0.623757671186581","0.576693256364632","0.670822086008529"
"No","2002","Hesse","1-pers.-HH","139","0.739627806622463","0.677875790402272","0.801379822842654"
"No","2002","Hesse","(Married) couple without C. ","416","0.749246412311886","0.713600491586099","0.784892333037673"
"No","2002","Hesse","Single parent ","35","0.471842706664432","0.351406688871063","0.592278724457801"
"No","2002","Hesse","Couple + C. LE 16 ","252","0.657613224587269","0.610398660076175","0.704827789098363"
"No","2002","Hesse","Couple + C. GT 16 ","185","0.637391028125679","0.579066654536457","0.695715401714901"
"No","2002","Hesse","Couple + C. LE and GT 16","72","0.686862155189955","0.601729096224203","0.771995214155708"
"No","2002","Rhineland-Palatinate,Saarland","1-pers.-HH","120","0.713217158469907","0.645431548406446","0.781002768533367"
"No","2002","Rhineland-Palatinate,Saarland","(Married) couple without C. ","326","0.78711185187404","0.747963145685342","0.826260558062738"
"No","2002","Rhineland-Palatinate,Saarland","Single parent ","45","0.598001638420474","0.487037974635731","0.708965302205217"
"No","2002","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","186","0.585511128332068","0.531869790558699","0.639152466105438"
"No","2002","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","130","0.673557923540646","0.60670695103488","0.740408896046412"
"No","2002","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","75","0.543964370314448","0.456998783224406","0.63092995740449"
"No","2002","Baden-Württemberg","1-pers.-HH","221","0.715851697603612","0.667043223376607","0.764660171830617"
"No","2002","Baden-Württemberg","(Married) couple without C. ","641","0.788433981087259","0.760547731564457","0.816320230610061"
"No","2002","Baden-Württemberg","Single parent ","78","0.564718619656029","0.481084728070294","0.648352511241764"
"No","2002","Baden-Württemberg","Couple + C. LE 16 ","460","0.685103099823358","0.64974788455969","0.720458315087027"
"No","2002","Baden-Württemberg","Couple + C. GT 16 ","359","0.734402969108677","0.695613642562819","0.773192295654535"
"No","2002","Baden-Württemberg","Couple + C. LE and GT 16","179","0.636457920952017","0.579188124866844","0.693727717037189"
"No","2002","Bavaria","1-pers.-HH","278","0.720679963344404","0.676766451099513","0.764593475589295"
"No","2002","Bavaria","(Married) couple without C. ","789","0.786059043118861","0.7609048858949","0.811213200342823"
"No","2002","Bavaria","Single parent ","104","0.64323787079042","0.573060555147247","0.713415186433593"
"No","2002","Bavaria","Couple + C. LE 16 ","497","0.651707717865913","0.616589154479209","0.686826281252617"
"No","2002","Bavaria","Couple + C. GT 16 ","424","0.681560904659694","0.644064789838748","0.719057019480639"
"No","2002","Bavaria","Couple + C. LE and GT 16","180","0.715286498773562","0.66032706447464","0.770245933072485"
"No","2002","Berlin","1-pers.-HH","109","0.576640171697851","0.507291514588839","0.645988828806863"
"No","2002","Berlin","(Married) couple without C. ","163","0.701930996888707","0.642688143488238","0.761173850289176"
"No","2002","Berlin","Single parent ","37","0.483621351043906","0.362134777244023","0.605107924843789"
"No","2002","Berlin","Couple + C. LE 16 ","82","0.612749458568295","0.531476506900856","0.694022410235733"
"No","2002","Berlin","Couple + C. GT 16 ","83","0.629798040533525","0.548042781112904","0.711553299954147"
"No","2002","Berlin","Couple + C. LE and GT 16","29","","",""
"No","2002","Brandenburg","1-pers.-HH","93","0.775555436368487","0.701521789306725","0.849589083430248"
"No","2002","Brandenburg","(Married) couple without C. ","276","0.811750430588762","0.770560761662244","0.852940099515279"
"No","2002","Brandenburg","Single parent ","23","","",""
"No","2002","Brandenburg","Couple + C. LE 16 ","104","0.598816706217677","0.521405095411803","0.676228317023551"
"No","2002","Brandenburg","Couple + C. GT 16 ","140","0.680438439512451","0.615322596940761","0.745554282084142"
"No","2002","Brandenburg","Couple + C. LE and GT 16","34","0.499356868113724","0.37589084449392","0.622822891733528"
"No","2002","Mecklenburg-Western Pomerania","1-pers.-HH","51","0.640826792412362","0.534357814060526","0.747295770764198"
"No","2002","Mecklenburg-Western Pomerania","(Married) couple without C. ","138","0.791500891521999","0.73148454387843","0.851517239165569"
"No","2002","Mecklenburg-Western Pomerania","Single parent ","15","","",""
"No","2002","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","54","0.691235937486332","0.594159240196413","0.788312634776251"
"No","2002","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","73","0.698769715918959","0.606993778839622","0.790545652998295"
"No","2002","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","21","","",""
"No","2002","Saxony","1-pers.-HH","151","0.746258316912228","0.686397784898644","0.806118848925812"
"No","2002","Saxony","(Married) couple without C. ","453","0.818295029412104","0.786639540637259","0.84995051818695"
"No","2002","Saxony","Single parent ","54","0.694022269724703","0.591756002986565","0.79628853646284"
"No","2002","Saxony","Couple + C. LE 16 ","188","0.668724264010514","0.61349562465072","0.723952903370308"
"No","2002","Saxony","Couple + C. GT 16 ","234","0.699952693352719","0.649101633989655","0.750803752715782"
"No","2002","Saxony","Couple + C. LE and GT 16","116","0.677077142522241","0.607197232467918","0.746957052576563"
"No","2002","Saxony-Anhalt","1-pers.-HH","78","0.648482567421841","0.564784453570346","0.732180681273336"
"No","2002","Saxony-Anhalt","(Married) couple without C. ","266","0.8300049608474","0.78984096437085","0.870168957323949"
"No","2002","Saxony-Anhalt","Single parent ","28","","",""
"No","2002","Saxony-Anhalt","Couple + C. LE 16 ","83","0.589268859213399","0.505658934643771","0.672878783783026"
"No","2002","Saxony-Anhalt","Couple + C. GT 16 ","151","0.61653994720887","0.554373673790559","0.678706220627181"
"No","2002","Saxony-Anhalt","Couple + C. LE and GT 16","45","0.578346938323063","0.467323890784635","0.689369985861492"
"No","2002","Thuringia","1-pers.-HH","84","0.691524305534586","0.610231624216434","0.772816986852738"
"No","2002","Thuringia","(Married) couple without C. ","230","0.824704396925381","0.78063879154638","0.868770002304381"
"No","2002","Thuringia","Single parent ","30","0.508252112270277","0.372371571410843","0.64413265312971"
"No","2002","Thuringia","Couple + C. LE 16 ","117","0.729554731389853","0.66136438101153","0.797745081768176"
"No","2002","Thuringia","Couple + C. GT 16 ","136","0.640540985276487","0.57654991603264","0.704532054520334"
"No","2002","Thuringia","Couple + C. LE and GT 16","55","0.540184929451483","0.442011643788077","0.63835821511489"
"Yes","2003","Schleswig-Holstein","1-pers.-HH","","","",""
"Yes","2003","Schleswig-Holstein","(Married) couple without C. ","","","",""
"Yes","2003","Schleswig-Holstein","Single parent ","","","",""
"Yes","2003","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"Yes","2003","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"Yes","2003","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"Yes","2003","Hamburg","1-pers.-HH","","","",""
"Yes","2003","Hamburg","(Married) couple without C. ","","","",""
"Yes","2003","Hamburg","Single parent ","","","",""
"Yes","2003","Hamburg","Couple + C. LE 16 ","","","",""
"Yes","2003","Hamburg","Couple + C. GT 16 ","","","",""
"Yes","2003","Hamburg","Couple + C. LE and GT 16","","","",""
"Yes","2003","Lower Saxony","1-pers.-HH","","","",""
"Yes","2003","Lower Saxony","(Married) couple without C. ","","","",""
"Yes","2003","Lower Saxony","Single parent ","","","",""
"Yes","2003","Lower Saxony","Couple + C. LE 16 ","","","",""
"Yes","2003","Lower Saxony","Couple + C. GT 16 ","","","",""
"Yes","2003","Lower Saxony","Couple + C. LE and GT 16","","","",""
"Yes","2003","Bremen","1-pers.-HH","","","",""
"Yes","2003","Bremen","(Married) couple without C. ","","","",""
"Yes","2003","Bremen","Single parent ","","","",""
"Yes","2003","Bremen","Couple + C. LE 16 ","","","",""
"Yes","2003","Bremen","Couple + C. GT 16 ","","","",""
"Yes","2003","Bremen","Couple + C. LE and GT 16","","","",""
"Yes","2003","North Rhine-Westphalia","1-pers.-HH","","","",""
"Yes","2003","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"Yes","2003","North Rhine-Westphalia","Single parent ","","","",""
"Yes","2003","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"Yes","2003","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"Yes","2003","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"Yes","2003","Hesse","1-pers.-HH","","","",""
"Yes","2003","Hesse","(Married) couple without C. ","","","",""
"Yes","2003","Hesse","Single parent ","","","",""
"Yes","2003","Hesse","Couple + C. LE 16 ","","","",""
"Yes","2003","Hesse","Couple + C. GT 16 ","","","",""
"Yes","2003","Hesse","Couple + C. LE and GT 16","","","",""
"Yes","2003","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"Yes","2003","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"Yes","2003","Rhineland-Palatinate,Saarland","Single parent ","","","",""
"Yes","2003","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","",""
"Yes","2003","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"Yes","2003","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"Yes","2003","Baden-Württemberg","1-pers.-HH","","","",""
"Yes","2003","Baden-Württemberg","(Married) couple without C. ","","","",""
"Yes","2003","Baden-Württemberg","Single parent ","","","",""
"Yes","2003","Baden-Württemberg","Couple + C. LE 16 ","","","",""
"Yes","2003","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"Yes","2003","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
"Yes","2003","Bavaria","1-pers.-HH","","","",""
"Yes","2003","Bavaria","(Married) couple without C. ","","","",""
"Yes","2003","Bavaria","Single parent ","","","",""
"Yes","2003","Bavaria","Couple + C. LE 16 ","","","",""
"Yes","2003","Bavaria","Couple + C. GT 16 ","","","",""
"Yes","2003","Bavaria","Couple + C. LE and GT 16","","","",""
"Yes","2003","Berlin","1-pers.-HH","","","",""
"Yes","2003","Berlin","(Married) couple without C. ","","","",""
"Yes","2003","Berlin","Single parent ","","","",""
"Yes","2003","Berlin","Couple + C. LE 16 ","","","",""
"Yes","2003","Berlin","Couple + C. GT 16 ","","","",""
"Yes","2003","Berlin","Couple + C. LE and GT 16","","","",""
"Yes","2003","Brandenburg","1-pers.-HH","","","",""
"Yes","2003","Brandenburg","(Married) couple without C. ","","","",""
"Yes","2003","Brandenburg","Single parent ","","","",""
"Yes","2003","Brandenburg","Couple + C. LE 16 ","","","",""
"Yes","2003","Brandenburg","Couple + C. GT 16 ","","","",""
"Yes","2003","Brandenburg","Couple + C. LE and GT 16","","","",""
"Yes","2003","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"Yes","2003","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"Yes","2003","Mecklenburg-Western Pomerania","Single parent ","","","",""
"Yes","2003","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"Yes","2003","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Yes","2003","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Yes","2003","Saxony","1-pers.-HH","","","",""
"Yes","2003","Saxony","(Married) couple without C. ","","","",""
"Yes","2003","Saxony","Single parent ","","","",""
"Yes","2003","Saxony","Couple + C. LE 16 ","","","",""
"Yes","2003","Saxony","Couple + C. GT 16 ","","","",""
"Yes","2003","Saxony","Couple + C. LE and GT 16","","","",""
"Yes","2003","Saxony-Anhalt","1-pers.-HH","","","",""
"Yes","2003","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Yes","2003","Saxony-Anhalt","Single parent ","","","",""
"Yes","2003","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Yes","2003","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Yes","2003","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Yes","2003","Thuringia","1-pers.-HH","","","",""
"Yes","2003","Thuringia","(Married) couple without C. ","","","",""
"Yes","2003","Thuringia","Single parent ","","","",""
"Yes","2003","Thuringia","Couple + C. LE 16 ","","","",""
"Yes","2003","Thuringia","Couple + C. GT 16 ","","","",""
"Yes","2003","Thuringia","Couple + C. LE and GT 16","","","",""
"No","2003","Schleswig-Holstein","1-pers.-HH","","","",""
"No","2003","Schleswig-Holstein","(Married) couple without C. ","","","",""
"No","2003","Schleswig-Holstein","Single parent ","","","",""
"No","2003","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"No","2003","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"No","2003","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"No","2003","Hamburg","1-pers.-HH","","","",""
"No","2003","Hamburg","(Married) couple without C. ","","","",""
"No","2003","Hamburg","Single parent ","","","",""
"No","2003","Hamburg","Couple + C. LE 16 ","","","",""
"No","2003","Hamburg","Couple + C. GT 16 ","","","",""
"No","2003","Hamburg","Couple + C. LE and GT 16","","","",""
"No","2003","Lower Saxony","1-pers.-HH","","","",""
"No","2003","Lower Saxony","(Married) couple without C. ","","","",""
"No","2003","Lower Saxony","Single parent ","","","",""
"No","2003","Lower Saxony","Couple + C. LE 16 ","","","",""
"No","2003","Lower Saxony","Couple + C. GT 16 ","","","",""
"No","2003","Lower Saxony","Couple + C. LE and GT 16","","","",""
"No","2003","Bremen","1-pers.-HH","","","",""
"No","2003","Bremen","(Married) couple without C. ","","","",""
"No","2003","Bremen","Single parent ","","","",""
"No","2003","Bremen","Couple + C. LE 16 ","","","",""
"No","2003","Bremen","Couple + C. GT 16 ","","","",""
"No","2003","Bremen","Couple + C. LE and GT 16","","","",""
"No","2003","North Rhine-Westphalia","1-pers.-HH","","","",""
"No","2003","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"No","2003","North Rhine-Westphalia","Single parent ","","","",""
"No","2003","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"No","2003","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"No","2003","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"No","2003","Hesse","1-pers.-HH","","","",""
"No","2003","Hesse","(Married) couple without C. ","","","",""
"No","2003","Hesse","Single parent ","","","",""
"No","2003","Hesse","Couple + C. LE 16 ","","","",""
"No","2003","Hesse","Couple + C. GT 16 ","","","",""
"No","2003","Hesse","Couple + C. LE and GT 16","","","",""
"No","2003","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"No","2003","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"No","2003","Rhineland-Palatinate,Saarland","Single parent ","","","",""
"No","2003","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","",""
"No","2003","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"No","2003","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"No","2003","Baden-Württemberg","1-pers.-HH","","","",""
"No","2003","Baden-Württemberg","(Married) couple without C. ","","","",""
"No","2003","Baden-Württemberg","Single parent ","","","",""
"No","2003","Baden-Württemberg","Couple + C. LE 16 ","","","",""
"No","2003","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"No","2003","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
"No","2003","Bavaria","1-pers.-HH","","","",""
"No","2003","Bavaria","(Married) couple without C. ","","","",""
"No","2003","Bavaria","Single parent ","","","",""
"No","2003","Bavaria","Couple + C. LE 16 ","","","",""
"No","2003","Bavaria","Couple + C. GT 16 ","","","",""
"No","2003","Bavaria","Couple + C. LE and GT 16","","","",""
"No","2003","Berlin","1-pers.-HH","","","",""
"No","2003","Berlin","(Married) couple without C. ","","","",""
"No","2003","Berlin","Single parent ","","","",""
"No","2003","Berlin","Couple + C. LE 16 ","","","",""
"No","2003","Berlin","Couple + C. GT 16 ","","","",""
"No","2003","Berlin","Couple + C. LE and GT 16","","","",""
"No","2003","Brandenburg","1-pers.-HH","","","",""
"No","2003","Brandenburg","(Married) couple without C. ","","","",""
"No","2003","Brandenburg","Single parent ","","","",""
"No","2003","Brandenburg","Couple + C. LE 16 ","","","",""
"No","2003","Brandenburg","Couple + C. GT 16 ","","","",""
"No","2003","Brandenburg","Couple + C. LE and GT 16","","","",""
"No","2003","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"No","2003","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"No","2003","Mecklenburg-Western Pomerania","Single parent ","","","",""
"No","2003","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
