"ple0081_h","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"Yes","2002","vocational + Abi","Male","195","0.389986984835291","0.347234860831818","0.432739108838764","1"
"Yes","2002","vocational + Abi","Female","164","0.217006574578229","0.186024596790452","0.247988552366007","1"
"Yes","2002","higher vocational","Male","296","0.284385174602316","0.25659117957126","0.312179169633372","1"
"Yes","2002","higher vocational","Female","175","0.222088080291785","0.192100063302408","0.252076097281162","1"
"Yes","2002","higher education","Male","610","0.249911914226748","0.233288872329256","0.26653495612424","1"
"Yes","2002","higher education","Female","370","0.193133786692986","0.175679716966664","0.210587856419308","1"
"No","2003","in school","Female","","","","","2"
"No","2003","general elemantary","Male","","","","","2"
"No","2003","higher vocational","Male","","","","","2"
"No","2003","higher vocational","Female","","","","","2"
"No","2003","higher education","Male","","","","","2"
"No","2003","higher education","Female","","","","","2"
"No","2003","inadequately","Male","","","","","2"
"No","2003","inadequately","Female","","","","","2"
"No","2003","in school","Male","","","","","2"
"No","2003","middle vocational","Female","","","","","2"
"No","2003","vocational + Abi","Male","","","","","2"
"No","2003","vocational + Abi","Female","","","","","2"
"No","2003","general elemantary","Female","","","","","2"
"No","2003","middle vocational","Male","","","","","2"
"Yes","2003","in school","Male","","","","","1"
"Yes","2003","in school","Female","","","","","1"
"Yes","2003","inadequately","Male","","","","","1"
"Yes","2003","inadequately","Female","","","","","1"
"Yes","2003","general elemantary","Male","","","","","1"
"Yes","2003","general elemantary","Female","","","","","1"
"Yes","2003","middle vocational","Male","","","","","1"
"Yes","2003","middle vocational","Female","","","","","1"
"Yes","2003","vocational + Abi","Male","","","","","1"
"Yes","2003","vocational + Abi","Female","","","","","1"
"Yes","2003","higher vocational","Male","","","","","1"
"Yes","2003","higher vocational","Female","","","","","1"
"Yes","2003","higher education","Male","","","","","1"
"Yes","2003","higher education","Female","","","","","1"
"No","2004","higher vocational","Male","672","0.725964122662819","0.697420574130229","0.754507671195409","2"
"No","2004","higher education","Female","1529","0.792851661236245","0.774527614169825","0.811175708302665","2"
"No","2004","in school","Female","243","0.747198034979896","0.700305986607736","0.794090083352056","2"
"No","2004","general elemantary","Male","456","0.539689473342943","0.505963496492666","0.573415450193221","2"
"No","2004","higher vocational","Female","540","0.779889660823088","0.749370803765292","0.810408517880884","2"
"No","2004","inadequately","Male","41","0.4163424802971","0.32114315205926","0.51154180853494","2"
"No","2004","inadequately","Female","112","0.745884140512294","0.676443904366917","0.815324376657671","2"
"No","2004","higher education","Male","1893","0.756447288062299","0.739356692226744","0.773537883897854","2"
"No","2004","in school","Male","246","0.780699905538561","0.734564926875672","0.826834884201451","2"
"No","2004","general elemantary","Female","1325","0.770123387151168","0.750427085642144","0.789819688660191","2"
"No","2004","middle vocational","Male","3197","0.621449230197532","0.608231960682333","0.634666499712731","2"
"No","2004","middle vocational","Female","4044","0.725575247615141","0.713940999880617","0.737209495349664","2"
"No","2004","vocational + Abi","Male","305","0.631519135189493","0.588587448741325","0.674450821637661","2"
"No","2004","vocational + Abi","Female","519","0.779580291916842","0.748377828601767","0.810782755231917","2"
"Yes","2004","in school","Male","63","0.219300094461439","0.173165115798549","0.265435073124328","1"
"Yes","2004","in school","Female","87","0.252801965020104","0.205909916647944","0.299694013392264","1"
"Yes","2004","inadequately","Male","62","0.5836575197029","0.48845819146506","0.67885684794074","1"
"Yes","2004","inadequately","Female","39","0.254115859487706","0.184675623342329","0.323556095633083","1"
"Yes","2004","general elemantary","Male","383","0.460310526657057","0.426584549806779","0.494036503507334","1"
"Yes","2004","general elemantary","Female","428","0.229876612848832","0.210180311339809","0.249572914357856","1"
"Yes","2004","middle vocational","Male","1976","0.378550769802468","0.365333500287269","0.391768039317667","1"
"Yes","2004","middle vocational","Female","1607","0.274424752384859","0.262790504650336","0.286059000119383","1"
"Yes","2004","vocational + Abi","Male","180","0.368480864810507","0.325549178362339","0.411412551258675","1"
"Yes","2004","vocational + Abi","Female","159","0.220419708083158","0.189217244768083","0.251622171398233","1"
"Yes","2004","higher vocational","Male","266","0.274035877337181","0.245492328804591","0.302579425869771","1"
"Yes","2004","higher vocational","Female","168","0.220110339176912","0.189591482119116","0.250629196234708","1"
"Yes","2004","higher education","Male","530","0.243552711937701","0.226462116102146","0.260643307773256","1"
"Yes","2004","higher education","Female","350","0.207148338763755","0.188824291697335","0.225472385830175","1"
"No","2005","general elemantary","Male","","","","","2"
"No","2005","in school","Female","","","","","2"
"No","2005","inadequately","Male","","","","","2"
"No","2005","inadequately","Female","","","","","2"
"No","2005","higher vocational","Male","","","","","2"
"No","2005","higher vocational","Female","","","","","2"
"No","2005","higher education","Female","","","","","2"
"No","2005","higher education","Male","","","","","2"
"No","2005","in school","Male","","","","","2"
"No","2005","general elemantary","Female","","","","","2"
"No","2005","middle vocational","Male","","","","","2"
"No","2005","middle vocational","Female","","","","","2"
"No","2005","vocational + Abi","Male","","","","","2"
"No","2005","vocational + Abi","Female","","","","","2"
"Yes","2005","in school","Male","","","","","1"
"Yes","2005","in school","Female","","","","","1"
"Yes","2005","inadequately","Male","","","","","1"
"Yes","2005","inadequately","Female","","","","","1"
"Yes","2005","general elemantary","Male","","","","","1"
"Yes","2005","general elemantary","Female","","","","","1"
"Yes","2005","middle vocational","Male","","","","","1"
"Yes","2005","middle vocational","Female","","","","","1"
"Yes","2005","vocational + Abi","Male","","","","","1"
"Yes","2005","vocational + Abi","Female","","","","","1"
"Yes","2005","higher vocational","Male","","","","","1"
"Yes","2005","higher vocational","Female","","","","","1"
"Yes","2005","higher education","Male","","","","","1"
"Yes","2005","higher education","Female","","","","","1"
"No","2006","general elemantary","Male","412","0.526684314721104","0.491509788904117","0.56185884053809","2"
"No","2006","in school","Male","150","0.748484694860629","0.688049605737787","0.808919783983471","2"
"No","2006","in school","Female","160","0.771238385931808","0.712879438890178","0.829597332973437","2"
"No","2006","inadequately","Male","38","0.368022658929627","0.272540311797806","0.463505006061448","2"
"No","2006","inadequately","Female","103","0.676222191002235","0.599797253160819","0.752647128843652","2"
"No","2006","higher vocational","Male","697","0.725003425950132","0.696534842504015","0.753472009396248","2"
"No","2006","higher vocational","Female","556","0.771114026324361","0.740277019469959","0.801951033178762","2"
"No","2006","higher education","Female","1671","0.80193393433914","0.78460971255867","0.81925815611961","2"
"No","2006","higher education","Male","2033","0.774191447791348","0.757975885143091","0.790407010439605","2"
"No","2006","general elemantary","Female","1279","0.747049403193333","0.726541549468941","0.767557256917724","2"
"No","2006","middle vocational","Male","3372","0.63379595257621","0.620804907598473","0.646786997553948","2"
"No","2006","middle vocational","Female","4214","0.713787483449294","0.702198137605353","0.725376829293235","2"
"No","2006","vocational + Abi","Male","319","0.649815499294036","0.60727348799136","0.692357510596712","2"
"No","2006","vocational + Abi","Female","555","0.760572247123118","0.729742734032055","0.791401760214181","2"
"Yes","2006","in school","Male","48","0.251515305139371","0.191080216016529","0.311950394262213","1"
"Yes","2006","in school","Female","39","0.228761614068192","0.170402667026563","0.287120561109822","1"
"Yes","2006","inadequately","Male","60","0.631977341070373","0.536494993938552","0.727459688202194","1"
"Yes","2006","inadequately","Female","41","0.323777808997764","0.247352871156348","0.400202746839181","1"
"Yes","2006","general elemantary","Male","362","0.473315685278896","0.43814115946191","0.508490211095883","1"
"Yes","2006","general elemantary","Female","447","0.252950596806667","0.232442743082276","0.273458450531059","1"
"Yes","2006","middle vocational","Male","1911","0.36620404742379","0.353213002446052","0.379195092401527","1"
"Yes","2006","middle vocational","Female","1629","0.286212516550706","0.274623170706765","0.297801862394647","1"
"Yes","2006","vocational + Abi","Male","164","0.350184500705964","0.307642489403288","0.39272651200864","1"
"Yes","2006","vocational + Abi","Female","181","0.239427752876882","0.208598239785819","0.270257265967945","1"
"Yes","2006","higher vocational","Male","248","0.274996574049868","0.246527990603752","0.303465157495985","1"
"Yes","2006","higher vocational","Female","157","0.228885973675639","0.198048966821238","0.259722980530041","1"
"Yes","2006","higher education","Male","521","0.225808552208652","0.209592989560395","0.242024114856909","1"
"Yes","2006","higher education","Female","362","0.19806606566086","0.18074184388039","0.21539028744133","1"
"No","2007","in school","Male","","","","","2"
"No","2007","in school","Female","","","","","2"
"No","2007","inadequately","Male","","","","","2"
"No","2007","inadequately","Female","","","","","2"
"No","2007","general elemantary","Male","","","","","2"
"No","2007","higher vocational","Male","","","","","2"
"No","2007","higher vocational","Female","","","","","2"
"No","2007","higher education","Male","","","","","2"
"No","2007","higher education","Female","","","","","2"
"No","2007","general elemantary","Female","","","","","2"
"No","2007","middle vocational","Male","","","","","2"
"No","2007","middle vocational","Female","","","","","2"
"No","2007","vocational + Abi","Male","","","","","2"
"No","2007","vocational + Abi","Female","","","","","2"
"Yes","2007","in school","Male","","","","","1"
"Yes","2007","in school","Female","","","","","1"
"Yes","2007","inadequately","Male","","","","","1"
"Yes","2007","inadequately","Female","","","","","1"
"Yes","2007","general elemantary","Male","","","","","1"
"Yes","2007","general elemantary","Female","","","","","1"
"Yes","2007","middle vocational","Male","","","","","1"
"Yes","2007","middle vocational","Female","","","","","1"
"Yes","2007","vocational + Abi","Male","","","","","1"
"Yes","2007","vocational + Abi","Female","","","","","1"
"Yes","2007","higher vocational","Male","","","","","1"
"Yes","2007","higher vocational","Female","","","","","1"
"Yes","2007","higher education","Male","","","","","1"
"Yes","2007","higher education","Female","","","","","1"
"No","2008","in school","Male","142","0.817533203448681","0.759644388429098","0.875422018468264","2"
"No","2008","in school","Female","156","0.819867725692657","0.76418888198227","0.875546569403044","2"
"No","2008","inadequately","Male","31","0.422644128336451","0.309326918027613","0.535961338645289","2"
"No","2008","inadequately","Female","76","0.655185525580987","0.567934496771305","0.74243655439067","2"
"No","2008","general elemantary","Male","367","0.544712756400649","0.505948632217682","0.583476880583617","2"
"No","2008","higher vocational","Male","628","0.750375660738741","0.721002688200097","0.779748633277386","2"
"No","2008","higher vocational","Female","460","0.764396644603315","0.730036941330864","0.798756347875767","2"
"No","2008","higher education","Male","1855","0.800773843393211","0.784450380706433","0.817097306079989","2"
"No","2008","higher education","Female","1600","0.829287053752353","0.812390961479823","0.846183146024883","2"
"No","2008","general elemantary","Female","1068","0.773735132594566","0.751802072599947","0.795668192589184","2"
"No","2008","middle vocational","Male","3002","0.637972087037963","0.624124624197214","0.651819549878712","2"
"No","2008","middle vocational","Female","3793","0.732346874995907","0.720250429424837","0.744443320566977","2"
"No","2008","vocational + Abi","Male","292","0.666175127740379","0.622161988174229","0.710188267306528","2"
"No","2008","vocational + Abi","Female","507","0.756617174130415","0.723803982988583","0.789430365272248","2"
"Yes","2008","in school","Male","29","","","","1"
"Yes","2008","in school","Female","27","","","","1"
"Yes","2008","inadequately","Male","42","0.577355871663549","0.464038661354711","0.690673081972387","1"
"Yes","2008","inadequately","Female","38","0.344814474419013","0.25756344560933","0.432065503228695","1"
"Yes","2008","general elemantary","Male","267","0.455287243599351","0.416523119416383","0.494051367782318","1"
"Yes","2008","general elemantary","Female","330","0.226264867405434","0.204331807410816","0.248197927400053","1"
"Yes","2008","middle vocational","Male","1625","0.362027912962037","0.348180450121288","0.375875375802786","1"
"Yes","2008","middle vocational","Female","1353","0.267653125004093","0.255556679433023","0.279749570575163","1"
"Yes","2008","vocational + Abi","Male","149","0.333824872259621","0.289811732693472","0.377838011825771","1"
"Yes","2008","vocational + Abi","Female","150","0.243382825869585","0.210569634727752","0.276196017011417","1"
"Yes","2008","higher vocational","Male","206","0.249624339261259","0.220251366722614","0.278997311799903","1"
"Yes","2008","higher vocational","Female","126","0.235603355396684","0.201243652124233","0.269963058669136","1"
"Yes","2008","higher education","Male","445","0.199226156606789","0.182902693920011","0.215549619293567","1"
"Yes","2008","higher education","Female","305","0.170712946247647","0.153816853975117","0.187609038520177","1"
"No","2009","in school","Male","","","","","2"
"No","2009","in school","Female","","","","","2"
"No","2009","inadequately","Male","","","","","2"
"No","2009","inadequately","Female","","","","","2"
"No","2009","general elemantary","Male","","","","","2"
"No","2009","higher vocational","Male","","","","","2"
"No","2009","higher vocational","Female","","","","","2"
"No","2009","higher education","Male","","","","","2"
"No","2009","higher education","Female","","","","","2"
"No","2009","general elemantary","Female","","","","","2"
"No","2009","middle vocational","Male","","","","","2"
"No","2009","middle vocational","Female","","","","","2"
"No","2009","vocational + Abi","Male","","","","","2"
"No","2009","vocational + Abi","Female","","","","","2"
"Yes","2009","in school","Male","","","","","1"
"Yes","2009","in school","Female","","","","","1"
"Yes","2009","inadequately","Male","","","","","1"
"Yes","2009","inadequately","Female","","","","","1"
"Yes","2009","general elemantary","Male","","","","","1"
"Yes","2009","general elemantary","Female","","","","","1"
"Yes","2009","middle vocational","Male","","","","","1"
"Yes","2009","middle vocational","Female","","","","","1"
"Yes","2009","vocational + Abi","Male","","","","","1"
"Yes","2009","vocational + Abi","Female","","","","","1"
"Yes","2009","higher vocational","Male","","","","","1"
"Yes","2009","higher vocational","Female","","","","","1"
"Yes","2009","higher education","Male","","","","","1"
"Yes","2009","higher education","Female","","","","","1"
"No","2010","in school","Male","134","0.835507233310799","0.777332513327995","0.893681953293602","2"
"No","2010","in school","Female","105","0.875068172588384","0.814898647063658","0.935237698113111","2"
"No","2010","inadequately","Male","26","","","","2"
"No","2010","inadequately","Female","56","0.687451347018096","0.587729837433661","0.78717285660253","2"
"No","2010","general elemantary","Male","290","0.574373876303056","0.530948369353706","0.617799383252406","2"
"No","2010","general elemantary","Female","882","0.785769575968309","0.761910857982759","0.809628293953858","2"
"No","2010","middle vocational","Male","2571","0.656609867678717","0.641750971608586","0.671468763748849","2"
"No","2010","middle vocational","Female","3256","0.741518963137393","0.728602113567421","0.754435812707366","2"
"No","2010","vocational + Abi","Male","243","0.626202188492594","0.576568411333408","0.67583596565178","2"
"No","2010","vocational + Abi","Female","464","0.808821561283173","0.776846908279584","0.840796214286762","2"
"No","2010","higher vocational","Male","554","0.754223832718549","0.723265775854656","0.785181889582441","2"
"No","2010","higher vocational","Female","415","0.762419058285674","0.725732624988522","0.799105491582826","2"
"No","2010","higher education","Male","1692","0.807757034552482","0.79077309533977","0.824740973765194","2"
"No","2010","higher education","Female","1487","0.830001153293109","0.812511606018511","0.847490700567707","2"
"Yes","2010","in school","Male","22","","","","1"
"Yes","2010","in school","Female","11","","","","1"
"Yes","2010","inadequately","Male","32","0.627350938237626","0.502916845338028","0.751785031137225","1"
"Yes","2010","inadequately","Female","27","","","","1"
"Yes","2010","general elemantary","Male","208","0.425626123696944","0.382200616747594","0.469051630646294","1"
"Yes","2010","general elemantary","Female","254","0.214230424031691","0.190371706046142","0.238089142017241","1"
"Yes","2010","middle vocational","Male","1352","0.343390132321283","0.328531236251151","0.358249028391414","1"
"Yes","2010","middle vocational","Female","1157","0.258481036862607","0.245564187292634","0.271397886432579","1"
"Yes","2010","vocational + Abi","Male","122","0.373797811507406","0.32416403434822","0.423431588666592","1"
"Yes","2010","vocational + Abi","Female","117","0.191178438716827","0.159203785713238","0.223153091720416","1"
"Yes","2010","higher vocational","Male","189","0.245776167281451","0.214818110417559","0.276734224145344","1"
"Yes","2010","higher vocational","Female","102","0.237580941714326","0.200894508417174","0.274267375011478","1"
"Yes","2010","higher education","Male","376","0.192242965447518","0.175259026234806","0.209226904660229","1"
"Yes","2010","higher education","Female","285","0.169998846706891","0.152509299432293","0.187488393981489","1"
"No","2011","in school","Male","","","","","2"
"No","2011","in school","Female","","","","","2"
"No","2011","inadequately","Male","","","","","2"
"No","2011","inadequately","Female","","","","","2"
"No","2011","general elemantary","Male","","","","","2"
"No","2011","general elemantary","Female","","","","","2"
"No","2011","middle vocational","Male","","","","","2"
"No","2011","middle vocational","Female","","","","","2"
"No","2011","vocational + Abi","Male","","","","","2"
"No","2011","vocational + Abi","Female","","","","","2"
"No","2011","higher vocational","Male","","","","","2"
"No","2011","higher vocational","Female","","","","","2"
"No","2011","higher education","Male","","","","","2"
"No","2011","higher education","Female","","","","","2"
"Yes","2011","general elemantary","Male","","","","","1"
"Yes","2011","general elemantary","Female","","","","","1"
"Yes","2011","middle vocational","Male","","","","","1"
"Yes","2011","middle vocational","Female","","","","","1"
"Yes","2011","vocational + Abi","Male","","","","","1"
"Yes","2011","in school","Male","","","","","1"
"Yes","2011","in school","Female","","","","","1"
"Yes","2011","inadequately","Male","","","","","1"
"Yes","2011","inadequately","Female","","","","","1"
"Yes","2011","vocational + Abi","Female","","","","","1"
"Yes","2011","higher vocational","Male","","","","","1"
"Yes","2011","higher vocational","Female","","","","","1"
"Yes","2011","higher education","Male","","","","","1"
"Yes","2011","higher education","Female","","","","","1"
"No","2012","in school","Male","107","0.797976521580135","0.729994876339619","0.86595816682065","2"
"No","2012","in school","Female","131","0.865852633101524","0.811129869228594","0.920575396974454","2"
"No","2012","inadequately","Male","39","0.400806545049428","0.301738156895179","0.499874933203677","2"
"No","2012","inadequately","Female","90","0.673126795829743","0.594580464142086","0.751673127517399","2"
"No","2012","general elemantary","Male","407","0.601302216550776","0.564662310943173","0.637942122158379","2"
"No","2012","general elemantary","Female","1094","0.778527940249178","0.757021271002682","0.800034609495673","2"
"No","2012","middle vocational","Male","3190","0.660604774355072","0.647170271748439","0.674039276961705","2"
"No","2012","middle vocational","Female","4098","0.744022024408172","0.732519856019922","0.755524192796422","2"
"No","2012","vocational + Abi","Male","309","0.648970010549899","0.605065960055767","0.692874061044031","2"
"No","2012","vocational + Abi","Female","598","0.805080299580517","0.776842252326551","0.833318346834482","2"
"No","2012","higher vocational","Male","662","0.742332213278895","0.713711458245526","0.770952968312264","2"
"No","2012","higher vocational","Female","435","0.804011074201317","0.770622724170701","0.837399424231933","2"
"No","2012","higher education","Male","2047","0.81797786410281","0.802739134473271","0.83321659373235","2"
"No","2012","higher education","Female","1839","0.837173969626125","0.821693214321075","0.852654724931174","2"
"Yes","2012","general elemantary","Male","279","0.398697783449224","0.362057877841621","0.435337689056827","1"
"Yes","2012","general elemantary","Female","338","0.221472059750822","0.199965390504327","0.242978728997317","1"
"Yes","2012","middle vocational","Male","1582","0.339395225644928","0.325960723038295","0.352829728251561","1"
"Yes","2012","middle vocational","Female","1432","0.255977975591828","0.244475807203578","0.267480143980078","1"
"Yes","2012","vocational + Abi","Male","145","0.351029989450101","0.30712593895597","0.394934039944233","1"
"Yes","2012","in school","Male","27","","","","1"
"Yes","2012","in school","Female","18","","","","1"
"Yes","2012","inadequately","Male","55","0.599193454950572","0.500125066796323","0.698261843104821","1"
"Yes","2012","inadequately","Female","47","0.326873204170258","0.248326872482601","0.405419535857914","1"
"Yes","2012","vocational + Abi","Female","158","0.194919700419484","0.166681653165518","0.223157747673449","1"
"Yes","2012","higher vocational","Male","235","0.257667786721105","0.229047031687736","0.286288541754474","1"
"Yes","2012","higher vocational","Female","108","0.195988925798683","0.162600575768067","0.229377275829299","1"
"Yes","2012","higher education","Male","416","0.18202213589719","0.16678340626765","0.197260865526729","1"
"Yes","2012","higher education","Female","346","0.162826030373875","0.147345275068826","0.178306785678925","1"
"No","2013","in school","Male","","","","","2"
"No","2013","in school","Female","","","","","2"
"No","2013","inadequately","Male","","","","","2"
"No","2013","inadequately","Female","","","","","2"
"No","2013","general elemantary","Male","","","","","2"
"No","2013","general elemantary","Female","","","","","2"
"No","2013","middle vocational","Male","","","","","2"
"No","2013","middle vocational","Female","","","","","2"
"No","2013","vocational + Abi","Male","","","","","2"
"No","2013","vocational + Abi","Female","","","","","2"
"No","2013","higher vocational","Male","","","","","2"
"No","2013","higher vocational","Female","","","","","2"
"No","2013","higher education","Male","","","","","2"
"No","2013","higher education","Female","","","","","2"
"Yes","2013","general elemantary","Male","","","","","1"
"Yes","2013","general elemantary","Female","","","","","1"
"Yes","2013","middle vocational","Male","","","","","1"
"Yes","2013","middle vocational","Female","","","","","1"
"Yes","2013","vocational + Abi","Male","","","","","1"
"Yes","2013","in school","Male","","","","","1"
"Yes","2013","in school","Female","","","","","1"
"Yes","2013","inadequately","Male","","","","","1"
"Yes","2013","inadequately","Female","","","","","1"
"Yes","2013","vocational + Abi","Female","","","","","1"
"Yes","2013","higher vocational","Male","","","","","1"
"Yes","2013","higher vocational","Female","","","","","1"
"Yes","2013","higher education","Male","","","","","1"
"Yes","2013","higher education","Female","","","","","1"
"No","2014","in school","Male","185","0.832933504086012","0.782954102490834","0.88291290568119","2"
"No","2014","in school","Female","200","0.849469996437857","0.803750681121259","0.895189311754456","2"
"No","2014","inadequately","Male","87","0.364287683666831","0.299661152432493","0.428914214901169","2"
"No","2014","inadequately","Female","170","0.63868266255857","0.583677779585299","0.69368754553184","2"
"No","2014","general elemantary","Male","615","0.543838387079697","0.515575132750017","0.572101641409378","2"
"No","2014","general elemantary","Female","1327","0.739287481628495","0.719665355297924","0.758909607959065","2"
"No","2014","middle vocational","Male","3710","0.66324283332977","0.650949112400098","0.675536554259442","2"
"No","2014","middle vocational","Female","4990","0.741759569311891","0.731436473762735","0.752082664861047","2"
"No","2014","vocational + Abi","Male","490","0.6316592337962","0.597229890723114","0.666088576869286","2"
"No","2014","vocational + Abi","Female","1005","0.802121355600914","0.780456139849279","0.823786571352548","2"
"No","2014","higher vocational","Male","753","0.764499112703705","0.738001012229442","0.790997213177968","2"
"No","2014","higher vocational","Female","514","0.83563094627646","0.806268673773278","0.864993218779643","2"
"No","2014","higher education","Male","2565","0.81978787578514","0.806272746240161","0.833303005330119","2"
"No","2014","higher education","Female","2689","0.845555234389919","0.832891193416602","0.858219275363235","2"
"Yes","2014","general elemantary","Male","578","0.456161612920303","0.427898358590622","0.484424867249983","1"
"Yes","2014","general elemantary","Female","596","0.260712518371505","0.241090392040935","0.280334644702076","1"
"Yes","2014","middle vocational","Male","1967","0.33675716667023","0.324463445740558","0.349050887599902","1"
"Yes","2014","middle vocational","Female","1915","0.258240430688109","0.247917335138953","0.268563526237265","1"
"Yes","2014","vocational + Abi","Male","264","0.3683407662038","0.333911423130714","0.402770109276886","1"
"Yes","2014","in school","Female","35","0.150530003562143","0.104810688245544","0.196249318878741","1"
"Yes","2014","in school","Male","29","","","","1"
"Yes","2014","inadequately","Male","126","0.635712316333169","0.571085785098831","0.700338847567507","1"
"Yes","2014","inadequately","Female","123","0.361317337441431","0.30631245446816","0.416322220414701","1"
"Yes","2014","higher vocational","Male","232","0.235500887296295","0.209002786822032","0.261998987770558","1"
"Yes","2014","higher vocational","Female","98","0.16436905372354","0.135006781220357","0.193731326226722","1"
"Yes","2014","higher education","Male","542","0.18021212421486","0.166696994669881","0.193727253759839","1"
"Yes","2014","higher education","Female","439","0.154444765610081","0.141780724636765","0.167108806583398","1"
"Yes","2014","vocational + Abi","Female","294","0.197878644399086","0.176213428647452","0.219543860150721","1"
"No","2015","in school","Male","","","","","2"
"No","2015","in school","Female","","","","","2"
"No","2015","inadequately","Male","","","","","2"
"No","2015","inadequately","Female","","","","","2"
"No","2015","general elemantary","Male","","","","","2"
"No","2015","general elemantary","Female","","","","","2"
"No","2015","middle vocational","Male","","","","","2"
"No","2015","middle vocational","Female","","","","","2"
"No","2015","vocational + Abi","Male","","","","","2"
"No","2015","vocational + Abi","Female","","","","","2"
"No","2015","higher vocational","Male","","","","","2"
"No","2015","higher vocational","Female","","","","","2"
"No","2015","higher education","Male","","","","","2"
"No","2015","higher education","Female","","","","","2"
"Yes","2015","general elemantary","Male","","","","","1"
"Yes","2015","general elemantary","Female","","","","","1"
"Yes","2015","middle vocational","Male","","","","","1"
"Yes","2015","middle vocational","Female","","","","","1"
"Yes","2015","vocational + Abi","Male","","","","","1"
"Yes","2015","higher education","Female","","","","","1"
"Yes","2015","in school","Female","","","","","1"
"Yes","2015","in school","Male","","","","","1"
"Yes","2015","inadequately","Male","","","","","1"
"Yes","2015","inadequately","Female","","","","","1"
"Yes","2015","higher vocational","Male","","","","","1"
"Yes","2015","higher vocational","Female","","","","","1"
"Yes","2015","higher education","Male","","","","","1"
"Yes","2015","vocational + Abi","Female","","","","","1"
"No","2016","in school","Male","125","0.816150137735822","0.752882221855814","0.87941805361583","2"
"No","2016","in school","Female","166","0.864527023415555","0.815865364127932","0.913188682703177","2"
"No","2016","inadequately","Male","80","0.446238634377233","0.371731999932594","0.520745268821872","2"
"No","2016","inadequately","Female","135","0.661848629478457","0.600842002467832","0.722855256489082","2"
"No","2016","general elemantary","Male","534","0.565574990551278","0.534760328657742","0.596389652444814","2"
"No","2016","general elemantary","Female","1090","0.744110040133011","0.722593880742577","0.765626199523445","2"
"No","2016","middle vocational","Male","3276","0.678559737758294","0.66554279114864","0.691576684367948","2"
"No","2016","middle vocational","Female","4466","0.756281272691617","0.745483539936528","0.767079005446707","2"
"No","2016","vocational + Abi","Male","492","0.65885895244741","0.624996857899424","0.692721046995396","2"
"No","2016","vocational + Abi","Female","977","0.801810727125254","0.779886603928679","0.823734850321829","2"
"No","2016","higher vocational","Male","668","0.767217590825614","0.738989541314777","0.795445640336452","2"
"No","2016","higher vocational","Female","461","0.841210795042879","0.810638726504888","0.87178286358087","2"
"No","2016","higher education","Male","2467","0.832319109236563","0.818789815552267","0.845848402920859","2"
"No","2016","higher education","Female","2579","0.839143136655121","0.825941054611296","0.852345218698945","2"
"Yes","2016","general elemantary","Male","460","0.434425009448722","0.403610347555186","0.465239671342258","1"
"Yes","2016","general elemantary","Female","490","0.255889959866989","0.234373800476556","0.277406119257423","1"
"Yes","2016","middle vocational","Male","1669","0.321440262241706","0.308423315632052","0.33445720885136","1"
"Yes","2016","middle vocational","Female","1607","0.243718727308383","0.232920994553293","0.254516460063472","1"
"Yes","2016","vocational + Abi","Male","261","0.34114104755259","0.307278953004604","0.375003142100576","1"
"Yes","2016","higher education","Female","396","0.160856863344879","0.147654781301055","0.174058945388704","1"
"Yes","2016","in school","Female","24","","","","1"
