"ple0081_h","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes","2003","Full Time","1-pers.-HH","","","",""
"Yes","2003","Full Time","(Married) couple without C. ","","","",""
"Yes","2003","Full Time","Single parent ","","","",""
"Yes","2003","Full Time","Couple + C. LE 16 ","","","",""
"Yes","2003","Full Time","Couple + C. GT 16 ","","","",""
"Yes","2003","Full Time","Couple + C. LE and GT 16","","","",""
"Yes","2003","Part Time","1-pers.-HH","","","",""
"Yes","2003","Part Time","(Married) couple without C. ","","","",""
"Yes","2003","Part Time","Single parent ","","","",""
"Yes","2003","Part Time","Couple + C. LE 16 ","","","",""
"Yes","2003","Part Time","Couple + C. GT 16 ","","","",""
"Yes","2003","Part Time","Couple + C. LE and GT 16","","","",""
"Yes","2003","Not Working","1-pers.-HH","","","",""
"Yes","2003","Not Working","(Married) couple without C. ","","","",""
"Yes","2003","Not Working","Single parent ","","","",""
"Yes","2003","Not Working","Couple + C. LE 16 ","","","",""
"Yes","2003","Not Working","Couple + C. GT 16 ","","","",""
"Yes","2003","Not Working","Couple + C. LE and GT 16","","","",""
"No","2003","Full Time","1-pers.-HH","","","",""
"No","2003","Full Time","(Married) couple without C. ","","","",""
"No","2003","Full Time","Single parent ","","","",""
"No","2003","Full Time","Couple + C. LE 16 ","","","",""
"No","2003","Full Time","Couple + C. GT 16 ","","","",""
"No","2003","Full Time","Couple + C. LE and GT 16","","","",""
"No","2003","Part Time","1-pers.-HH","","","",""
"No","2003","Part Time","(Married) couple without C. ","","","",""
"No","2003","Part Time","Single parent ","","","",""
"No","2003","Part Time","Couple + C. LE 16 ","","","",""
"No","2003","Part Time","Couple + C. GT 16 ","","","",""
"No","2003","Part Time","Couple + C. LE and GT 16","","","",""
"No","2003","Not Working","1-pers.-HH","","","",""
"No","2003","Not Working","(Married) couple without C. ","","","",""
"No","2003","Not Working","Single parent ","","","",""
"No","2003","Not Working","Couple + C. LE 16 ","","","",""
"No","2003","Not Working","Couple + C. GT 16 ","","","",""
"No","2003","Not Working","Couple + C. LE and GT 16","","","",""
"Yes","2004","Full Time","1-pers.-HH","450","0.439225706617581","0.408648644307139","0.469802768928022"
"Yes","2004","Full Time","(Married) couple without C. ","806","0.341928273344945","0.323292828448463","0.360563718241426"
"Yes","2004","Full Time","Single parent ","164","0.472142910289557","0.42092798133094","0.523357839248175"
"Yes","2004","Full Time","Couple + C. LE 16 ","670","0.342398374141252","0.32167475300895","0.363121995273554"
"Yes","2004","Full Time","Couple + C. GT 16 ","581","0.373543938747527","0.350528284510202","0.396559592984853"
"Yes","2004","Full Time","Couple + C. LE and GT 16","252","0.388640513458676","0.352375259824072","0.42490576709328"
"Yes","2004","Part Time","1-pers.-HH","183","0.409798725730292","0.364560502654673","0.455036948805912"
"Yes","2004","Part Time","(Married) couple without C. ","368","0.288856502442013","0.263527666491421","0.314185338392605"
"Yes","2004","Part Time","Single parent ","171","0.52115676609206","0.467900512894007","0.574413019290113"
"Yes","2004","Part Time","Couple + C. LE 16 ","400","0.31923673508012","0.293767652352944","0.344705817807295"
"Yes","2004","Part Time","Couple + C. GT 16 ","305","0.311919091142626","0.28354389676617","0.340294285519082"
"Yes","2004","Part Time","Couple + C. LE and GT 16","187","0.346183521997812","0.306674014108706","0.385693029886919"
"Yes","2004","Not Working","1-pers.-HH","294","0.194000622349953","0.173717230632459","0.214284014067447"
"Yes","2004","Not Working","(Married) couple without C. ","512","0.140363378868569","0.128952805879525","0.151773951857613"
"Yes","2004","Not Working","Single parent ","157","0.399601040745292","0.351050621664872","0.448151459825711"
"Yes","2004","Not Working","Couple + C. LE 16 ","263","0.347049103968549","0.313160848450779","0.380937359486319"
"Yes","2004","Not Working","Couple + C. GT 16 ","299","0.263738006942259","0.238836947307374","0.288639066577143"
"Yes","2004","Not Working","Couple + C. LE and GT 16","170","0.309933067934553","0.270999158559892","0.348866977309213"
"No","2004","Full Time","1-pers.-HH","562","0.560774293382419","0.530197231071978","0.59135135569286"
"No","2004","Full Time","(Married) couple without C. ","1683","0.658071726655055","0.639436281758574","0.676707171551537"
"No","2004","Full Time","Single parent ","201","0.527857089710443","0.476642160751825","0.57907201866906"
"No","2004","Full Time","Couple + C. LE 16 ","1344","0.657601625858748","0.636878004726446","0.67832524699105"
"No","2004","Full Time","Couple + C. GT 16 ","1116","0.626456061252472","0.603440407015147","0.649471715489798"
"No","2004","Full Time","Couple + C. LE and GT 16","442","0.611359486541324","0.57509423290672","0.647624740175928"
"No","2004","Part Time","1-pers.-HH","271","0.590201274269707","0.544963051194088","0.635439497345327"
"No","2004","Part Time","(Married) couple without C. ","862","0.711143497557987","0.685814661607395","0.736472333508579"
"No","2004","Part Time","Single parent ","167","0.47884323390794","0.425586980709886","0.532099487105993"
"No","2004","Part Time","Couple + C. LE 16 ","887","0.68076326491988","0.655294182192705","0.706232347647056"
"No","2004","Part Time","Couple + C. GT 16 ","719","0.688080908857374","0.659705714480918","0.71645610323383"
"No","2004","Part Time","Couple + C. LE and GT 16","370","0.653816478002188","0.614306970113081","0.693325985891294"
"No","2004","Not Working","1-pers.-HH","1166","0.805999377650047","0.785715985932553","0.826282769367541"
"No","2004","Not Working","(Married) couple without C. ","3048","0.859636621131431","0.848226048142387","0.871047194120475"
"No","2004","Not Working","Single parent ","234","0.600398959254708","0.551848540174289","0.648949378335128"
"No","2004","Not Working","Couple + C. LE 16 ","495","0.652950896031451","0.619062640513681","0.686839151549221"
"No","2004","Not Working","Couple + C. GT 16 ","904","0.736261993057741","0.711360933422857","0.761163052692626"
"No","2004","Not Working","Couple + C. LE and GT 16","372","0.690066932065447","0.651133022690787","0.729000841440108"
"Yes","2005","Full Time","1-pers.-HH","","","",""
"Yes","2005","Full Time","(Married) couple without C. ","","","",""
"Yes","2005","Full Time","Single parent ","","","",""
"Yes","2005","Full Time","Couple + C. LE 16 ","","","",""
"Yes","2005","Full Time","Couple + C. GT 16 ","","","",""
"Yes","2005","Full Time","Couple + C. LE and GT 16","","","",""
"Yes","2005","Part Time","1-pers.-HH","","","",""
"Yes","2005","Part Time","(Married) couple without C. ","","","",""
"Yes","2005","Part Time","Single parent ","","","",""
"Yes","2005","Part Time","Couple + C. LE 16 ","","","",""
"Yes","2005","Part Time","Couple + C. GT 16 ","","","",""
"Yes","2005","Part Time","Couple + C. LE and GT 16","","","",""
"Yes","2005","Not Working","1-pers.-HH","","","",""
"Yes","2005","Not Working","(Married) couple without C. ","","","",""
"Yes","2005","Not Working","Single parent ","","","",""
"Yes","2005","Not Working","Couple + C. LE 16 ","","","",""
"Yes","2005","Not Working","Couple + C. GT 16 ","","","",""
"Yes","2005","Not Working","Couple + C. LE and GT 16","","","",""
"No","2005","Full Time","1-pers.-HH","","","",""
"No","2005","Full Time","(Married) couple without C. ","","","",""
"No","2005","Full Time","Single parent ","","","",""
"No","2005","Full Time","Couple + C. LE 16 ","","","",""
"No","2005","Full Time","Couple + C. GT 16 ","","","",""
"No","2005","Full Time","Couple + C. LE and GT 16","","","",""
"No","2005","Part Time","1-pers.-HH","","","",""
"No","2005","Part Time","(Married) couple without C. ","","","",""
"No","2005","Part Time","Single parent ","","","",""
"No","2005","Part Time","Couple + C. LE 16 ","","","",""
"No","2005","Part Time","Couple + C. GT 16 ","","","",""
"No","2005","Part Time","Couple + C. LE and GT 16","","","",""
"No","2005","Not Working","1-pers.-HH","","","",""
"No","2005","Not Working","(Married) couple without C. ","","","",""
"No","2005","Not Working","Single parent ","","","",""
"No","2005","Not Working","Couple + C. LE 16 ","","","",""
"No","2005","Not Working","Couple + C. GT 16 ","","","",""
"No","2005","Not Working","Couple + C. LE and GT 16","","","",""
"Yes","2006","Full Time","1-pers.-HH","515","0.436188766795772","0.407773007792818","0.464604525798726"
"Yes","2006","Full Time","(Married) couple without C. ","792","0.330953105282107","0.312823954340992","0.349082256223221"
"Yes","2006","Full Time","Single parent ","174","0.513137914979126","0.4622773516446","0.563998478313651"
"Yes","2006","Full Time","Couple + C. LE 16 ","617","0.345754424866398","0.324232260469774","0.367276589263021"
"Yes","2006","Full Time","Couple + C. GT 16 ","530","0.345044795137008","0.322072272979486","0.368017317294531"
"Yes","2006","Full Time","Couple + C. LE and GT 16","211","0.364949674542425","0.32693263480551","0.402966714279339"
"Yes","2006","Part Time","1-pers.-HH","186","0.388532991676249","0.345287718393039","0.431778264959458"
"Yes","2006","Part Time","(Married) couple without C. ","365","0.301021992114784","0.275961494741322","0.326082489488246"
"Yes","2006","Part Time","Single parent ","179","0.452529273418655","0.403256291279126","0.501802255558183"
"Yes","2006","Part Time","Couple + C. LE 16 ","372","0.31604735457987","0.290734875196372","0.341359833963368"
"Yes","2006","Part Time","Couple + C. GT 16 ","310","0.354797068307876","0.32481118538728","0.384782951228471"
"Yes","2006","Part Time","Couple + C. LE and GT 16","136","0.331398679592663","0.288476071295218","0.374321287890107"
"Yes","2006","Not Working","1-pers.-HH","344","0.20686899951133","0.187585608421285","0.226152390601376"
"Yes","2006","Not Working","(Married) couple without C. ","580","0.147922839897917","0.136928992644327","0.158916687151507"
"Yes","2006","Not Working","Single parent ","178","0.449082382074198","0.40075901073954","0.497405753408856"
"Yes","2006","Not Working","Couple + C. LE 16 ","232","0.308889773770284","0.275954398351918","0.341825149188649"
"Yes","2006","Not Working","Couple + C. GT 16 ","276","0.282189470215682","0.25496692323362","0.309412017197745"
"Yes","2006","Not Working","Couple + C. LE and GT 16","140","0.39589568392576","0.348957485520905","0.442833882330616"
"No","2006","Full Time","1-pers.-HH","655","0.563811233204228","0.535395474201274","0.592226992207182"
"No","2006","Full Time","(Married) couple without C. ","1796","0.669046894717893","0.650917743776779","0.687176045659008"
"No","2006","Full Time","Single parent ","197","0.486862085020874","0.436001521686349","0.5377226483554"
"No","2006","Full Time","Couple + C. LE 16 ","1259","0.654245575133602","0.632723410736979","0.675767739530226"
"No","2006","Full Time","Couple + C. GT 16 ","1115","0.654955204862992","0.631982682705469","0.677927727020514"
"No","2006","Full Time","Couple + C. LE and GT 16","405","0.635050325457575","0.597033285720661","0.67306736519449"
"No","2006","Part Time","1-pers.-HH","302","0.611467008323751","0.568221735040542","0.654712281606961"
"No","2006","Part Time","(Married) couple without C. ","922","0.698978007885216","0.673917510511754","0.724038505258678"
"No","2006","Part Time","Single parent ","213","0.547470726581345","0.498197744441817","0.596743708720874"
"No","2006","Part Time","Couple + C. LE 16 ","924","0.68395264542013","0.658640166036632","0.709265124803628"
"No","2006","Part Time","Couple + C. GT 16 ","668","0.645202931692124","0.615217048771529","0.67518881461272"
"No","2006","Part Time","Couple + C. LE and GT 16","326","0.668601320407337","0.625678712109892","0.711523928704782"
"No","2006","Not Working","1-pers.-HH","1351","0.79313100048867","0.773847609398624","0.812414391578715"
"No","2006","Not Working","(Married) couple without C. ","3426","0.852077160102083","0.841083312848493","0.863071007355673"
"No","2006","Not Working","Single parent ","229","0.550917617925802","0.502594246591144","0.59924098926046"
"No","2006","Not Working","Couple + C. LE 16 ","524","0.691110226229716","0.658174850811351","0.724045601648082"
"No","2006","Not Working","Couple + C. GT 16 ","774","0.717810529784318","0.690587982802255","0.74503307676638"
"No","2006","Not Working","Couple + C. LE and GT 16","277","0.60410431607424","0.557166117669384","0.651042514479095"
"Yes","2007","Full Time","1-pers.-HH","","","",""
"Yes","2007","Full Time","(Married) couple without C. ","","","",""
"Yes","2007","Full Time","Single parent ","","","",""
"Yes","2007","Full Time","Couple + C. LE 16 ","","","",""
"Yes","2007","Full Time","Couple + C. GT 16 ","","","",""
"Yes","2007","Full Time","Couple + C. LE and GT 16","","","",""
"Yes","2007","Part Time","1-pers.-HH","","","",""
"Yes","2007","Part Time","(Married) couple without C. ","","","",""
"Yes","2007","Part Time","Single parent ","","","",""
"Yes","2007","Part Time","Couple + C. LE 16 ","","","",""
"Yes","2007","Part Time","Couple + C. GT 16 ","","","",""
"Yes","2007","Part Time","Couple + C. LE and GT 16","","","",""
"Yes","2007","Not Working","1-pers.-HH","","","",""
"Yes","2007","Not Working","(Married) couple without C. ","","","",""
"Yes","2007","Not Working","Single parent ","","","",""
"Yes","2007","Not Working","Couple + C. LE 16 ","","","",""
"Yes","2007","Not Working","Couple + C. GT 16 ","","","",""
"Yes","2007","Not Working","Couple + C. LE and GT 16","","","",""
"No","2007","Full Time","1-pers.-HH","","","",""
"No","2007","Full Time","(Married) couple without C. ","","","",""
"No","2007","Full Time","Single parent ","","","",""
"No","2007","Full Time","Couple + C. LE 16 ","","","",""
"No","2007","Full Time","Couple + C. GT 16 ","","","",""
"No","2007","Full Time","Couple + C. LE and GT 16","","","",""
"No","2007","Part Time","1-pers.-HH","","","",""
"No","2007","Part Time","(Married) couple without C. ","","","",""
"No","2007","Part Time","Single parent ","","","",""
"No","2007","Part Time","Couple + C. LE 16 ","","","",""
"No","2007","Part Time","Couple + C. GT 16 ","","","",""
"No","2007","Part Time","Couple + C. LE and GT 16","","","",""
"No","2007","Not Working","1-pers.-HH","","","",""
"No","2007","Not Working","(Married) couple without C. ","","","",""
"No","2007","Not Working","Single parent ","","","",""
"No","2007","Not Working","Couple + C. LE 16 ","","","",""
"No","2007","Not Working","Couple + C. GT 16 ","","","",""
"No","2007","Not Working","Couple + C. LE and GT 16","","","",""
"Yes","2008","Full Time","1-pers.-HH","414","0.391169836444753","0.361666067883893","0.420673605005613"
"Yes","2008","Full Time","(Married) couple without C. ","734","0.318206757009068","0.299330580694561","0.337082933323575"
"Yes","2008","Full Time","Single parent ","155","0.466683160214478","0.413809575997959","0.519556744430998"
"Yes","2008","Full Time","Couple + C. LE 16 ","493","0.325920639269161","0.302772330926795","0.349068947611527"
"Yes","2008","Full Time","Couple + C. GT 16 ","465","0.331360319347158","0.307766911697815","0.3549537269965"
"Yes","2008","Full Time","Couple + C. LE and GT 16","151","0.253660187956485","0.21661731897135","0.290703056941619"
"Yes","2008","Part Time","1-pers.-HH","188","0.421689599571567","0.376364098280623","0.467015100862511"
"Yes","2008","Part Time","(Married) couple without C. ","305","0.277020498544802","0.250342441964621","0.303698555124984"
"Yes","2008","Part Time","Single parent ","184","0.535926183113513","0.484764163535731","0.587088202691294"
"Yes","2008","Part Time","Couple + C. LE 16 ","294","0.295766348399325","0.269296722356199","0.322235974442452"
"Yes","2008","Part Time","Couple + C. GT 16 ","269","0.318832621264383","0.288487261710213","0.349177980818552"
"Yes","2008","Part Time","Couple + C. LE and GT 16","103","0.302686368919084","0.256615445322714","0.348757292515453"
"Yes","2008","Not Working","1-pers.-HH","313","0.220185562249611","0.199516798646832","0.24085432585239"
"Yes","2008","Not Working","(Married) couple without C. ","510","0.142217584087632","0.130897469347757","0.153537698827507"
"Yes","2008","Not Working","Single parent ","133","0.352700644521663","0.30465964808941","0.400741640953917"
"Yes","2008","Not Working","Couple + C. LE 16 ","134","0.235487507639929","0.19822177623784","0.272753239042018"
"Yes","2008","Not Working","Couple + C. GT 16 ","190","0.212593489397029","0.186312135681412","0.238874843112647"
"Yes","2008","Not Working","Couple + C. LE and GT 16","65","0.254290375342063","0.205258713583135","0.30332203710099"
"No","2008","Full Time","1-pers.-HH","637","0.608830163555247","0.579326394994387","0.638333932116107"
"No","2008","Full Time","(Married) couple without C. ","1605","0.681793242990932","0.662917066676425","0.700669419305439"
"No","2008","Full Time","Single parent ","187","0.533316839785522","0.480443255569002","0.586190424002041"
"No","2008","Full Time","Couple + C. LE 16 ","1082","0.674079360730839","0.650931052388474","0.697227669073205"
"No","2008","Full Time","Couple + C. GT 16 ","1064","0.668639680652842","0.6450462730035","0.692233088302185"
"No","2008","Full Time","Couple + C. LE and GT 16","379","0.746339812043515","0.709296943058381","0.78338268102865"
"No","2008","Part Time","1-pers.-HH","268","0.578310400428433","0.532984899137489","0.623635901719377"
"No","2008","Part Time","(Married) couple without C. ","776","0.722979501455198","0.696301444875016","0.749657558035379"
"No","2008","Part Time","Single parent ","181","0.464073816886487","0.412911797308706","0.515235836464269"
"No","2008","Part Time","Couple + C. LE 16 ","848","0.704233651600675","0.677764025557548","0.730703277643801"
"No","2008","Part Time","Couple + C. GT 16 ","637","0.681167378735617","0.650822019181448","0.711512738289787"
"No","2008","Part Time","Couple + C. LE and GT 16","279","0.697313631080916","0.651242707484547","0.743384554677286"
"No","2008","Not Working","1-pers.-HH","1231","0.779814437750389","0.75914567414761","0.800483201353168"
"No","2008","Not Working","(Married) couple without C. ","3147","0.857782415912368","0.846462301172493","0.869102530652243"
"No","2008","Not Working","Single parent ","247","0.647299355478337","0.599258359046083","0.69534035191059"
"No","2008","Not Working","Couple + C. LE 16 ","364","0.764512492360071","0.727246760957982","0.80177822376216"
"No","2008","Not Working","Couple + C. GT 16 ","741","0.787406510602971","0.761125156887353","0.813687864318588"
"No","2008","Not Working","Couple + C. LE and GT 16","238","0.745709624657937","0.69667796289901","0.794741286416865"
"Yes","2009","Full Time","1-pers.-HH","","","",""
"Yes","2009","Full Time","(Married) couple without C. ","","","",""
"Yes","2009","Full Time","Single parent ","","","",""
"Yes","2009","Full Time","Couple + C. LE 16 ","","","",""
"Yes","2009","Full Time","Couple + C. GT 16 ","","","",""
"Yes","2009","Full Time","Couple + C. LE and GT 16","","","",""
"Yes","2009","Part Time","1-pers.-HH","","","",""
"Yes","2009","Part Time","(Married) couple without C. ","","","",""
"Yes","2009","Part Time","Single parent ","","","",""
"Yes","2009","Part Time","Couple + C. LE 16 ","","","",""
"Yes","2009","Part Time","Couple + C. GT 16 ","","","",""
"Yes","2009","Part Time","Couple + C. LE and GT 16","","","",""
"Yes","2009","Not Working","1-pers.-HH","","","",""
"Yes","2009","Not Working","(Married) couple without C. ","","","",""
"Yes","2009","Not Working","Single parent ","","","",""
"Yes","2009","Not Working","Couple + C. LE 16 ","","","",""
"Yes","2009","Not Working","Couple + C. GT 16 ","","","",""
"Yes","2009","Not Working","Couple + C. LE and GT 16","","","",""
"No","2009","Full Time","1-pers.-HH","","","",""
"No","2009","Full Time","(Married) couple without C. ","","","",""
"No","2009","Full Time","Single parent ","","","",""
"No","2009","Full Time","Couple + C. LE 16 ","","","",""
"No","2009","Full Time","Couple + C. GT 16 ","","","",""
"No","2009","Full Time","Couple + C. LE and GT 16","","","",""
"No","2009","Part Time","1-pers.-HH","","","",""
"No","2009","Part Time","(Married) couple without C. ","","","",""
"No","2009","Part Time","Single parent ","","","",""
"No","2009","Part Time","Couple + C. LE 16 ","","","",""
"No","2009","Part Time","Couple + C. GT 16 ","","","",""
"No","2009","Part Time","Couple + C. LE and GT 16","","","",""
"No","2009","Not Working","1-pers.-HH","","","",""
"No","2009","Not Working","(Married) couple without C. ","","","",""
"No","2009","Not Working","Single parent ","","","",""
"No","2009","Not Working","Couple + C. LE 16 ","","","",""
"No","2009","Not Working","Couple + C. GT 16 ","","","",""
"No","2009","Not Working","Couple + C. LE and GT 16","","","",""
"Yes","2010","Full Time","1-pers.-HH","363","0.388204891952752","0.356917192096217","0.419492591809288"
"Yes","2010","Full Time","(Married) couple without C. ","634","0.317788747691052","0.297826766367726","0.337750729014378"
"Yes","2010","Full Time","Single parent ","132","0.461391202478537","0.405260800443176","0.517521604513897"
"Yes","2010","Full Time","Couple + C. LE 16 ","405","0.312284393768876","0.286817022718505","0.337751764819247"
"Yes","2010","Full Time","Couple + C. GT 16 ","371","0.300842902216763","0.276083072349671","0.325602732083855"
"Yes","2010","Full Time","Couple + C. LE and GT 16","128","0.270174197185786","0.22868325524452","0.311665139127053"
"Yes","2010","Part Time","1-pers.-HH","146","0.340597368121966","0.295594595297704","0.385600140946227"
"Yes","2010","Part Time","(Married) couple without C. ","298","0.313851332789945","0.285902015006079","0.341800650573811"
"Yes","2010","Part Time","Single parent ","148","0.442143826226314","0.388149352191983","0.496138300260646"
"Yes","2010","Part Time","Couple + C. LE 16 ","230","0.232260015601293","0.204717822359305","0.259802208843282"
"Yes","2010","Part Time","Couple + C. GT 16 ","206","0.286667442444784","0.255053982708813","0.318280902180755"
"Yes","2010","Part Time","Couple + C. LE and GT 16","82","0.215127684898318","0.171191118993032","0.259064250803605"
"Yes","2010","Not Working","1-pers.-HH","259","0.211232035838062","0.189812230913073","0.232651840763051"
"Yes","2010","Not Working","(Married) couple without C. ","456","0.140719838313395","0.12864530756885","0.152794369057941"
"Yes","2010","Not Working","Single parent ","90","0.295055254647612","0.24014488471344","0.349965624581784"
"Yes","2010","Not Working","Couple + C. LE 16 ","108","0.292734269229621","0.246803310885533","0.338665227573709"
"Yes","2010","Not Working","Couple + C. GT 16 ","148","0.226704596209287","0.196352249143866","0.257056943274708"
"Yes","2010","Not Working","Couple + C. LE and GT 16","52","0.144349323005021","0.102583671166523","0.186114974843519"
"No","2010","Full Time","1-pers.-HH","569","0.611795108047248","0.580507408190712","0.643082807903783"
"No","2010","Full Time","(Married) couple without C. ","1456","0.682211252308948","0.662249270985622","0.702173233632274"
"No","2010","Full Time","Single parent ","171","0.538608797521464","0.482478395486103","0.594739199556824"
"No","2010","Full Time","Couple + C. LE 16 ","867","0.687715606231124","0.662248235180753","0.713182977281495"
"No","2010","Full Time","Couple + C. GT 16 ","947","0.699157097783237","0.674397267916145","0.723916927650329"
"No","2010","Full Time","Couple + C. LE and GT 16","312","0.729825802814214","0.688334860872947","0.77131674475548"
"No","2010","Part Time","1-pers.-HH","280","0.659402631878034","0.614399859053773","0.704405404702296"
"No","2010","Part Time","(Married) couple without C. ","761","0.686148667210055","0.658199349426189","0.714097984993922"
"No","2010","Part Time","Single parent ","177","0.557856173773686","0.503861699739354","0.611850647808017"
"No","2010","Part Time","Couple + C. LE 16 ","673","0.767739984398707","0.740197791156718","0.795282177640695"
"No","2010","Part Time","Couple + C. GT 16 ","580","0.713332557555216","0.681719097819245","0.744946017291187"
"No","2010","Part Time","Couple + C. LE and GT 16","254","0.784872315101682","0.740935749196395","0.828808881006968"
"No","2010","Not Working","1-pers.-HH","1136","0.788767964161938","0.767348159236949","0.810187769086927"
"No","2010","Not Working","(Married) couple without C. ","2730","0.859280161686605","0.847205630942059","0.87135469243115"
"No","2010","Not Working","Single parent ","175","0.704944745352388","0.650034375418217","0.75985511528656"
"No","2010","Not Working","Couple + C. LE 16 ","269","0.707265730770379","0.661334772426291","0.753196689114467"
"No","2010","Not Working","Couple + C. GT 16 ","583","0.773295403790713","0.742943056725292","0.803647750856134"
"No","2010","Not Working","Couple + C. LE and GT 16","220","0.855650676994979","0.813885025156481","0.897416328833477"
"Yes","2011","Full Time","1-pers.-HH","","","",""
"Yes","2011","Full Time","(Married) couple without C. ","","","",""
"Yes","2011","Full Time","Single parent ","","","",""
"Yes","2011","Full Time","Couple + C. LE 16 ","","","",""
"Yes","2011","Full Time","Couple + C. GT 16 ","","","",""
"Yes","2011","Full Time","Couple + C. LE and GT 16","","","",""
"Yes","2011","Part Time","1-pers.-HH","","","",""
"Yes","2011","Part Time","(Married) couple without C. ","","","",""
"Yes","2011","Part Time","Single parent ","","","",""
"Yes","2011","Part Time","Couple + C. LE 16 ","","","",""
"Yes","2011","Part Time","Couple + C. GT 16 ","","","",""
"Yes","2011","Part Time","Couple + C. LE and GT 16","","","",""
"Yes","2011","Not Working","1-pers.-HH","","","",""
"Yes","2011","Not Working","(Married) couple without C. ","","","",""
"Yes","2011","Not Working","Single parent ","","","",""
"Yes","2011","Not Working","Couple + C. LE 16 ","","","",""
"Yes","2011","Not Working","Couple + C. GT 16 ","","","",""
"Yes","2011","Not Working","Couple + C. LE and GT 16","","","",""
"No","2011","Full Time","1-pers.-HH","","","",""
"No","2011","Full Time","(Married) couple without C. ","","","",""
"No","2011","Full Time","Single parent ","","","",""
"No","2011","Full Time","Couple + C. LE 16 ","","","",""
"No","2011","Full Time","Couple + C. GT 16 ","","","",""
"No","2011","Full Time","Couple + C. LE and GT 16","","","",""
"No","2011","Part Time","1-pers.-HH","","","",""
"No","2011","Part Time","(Married) couple without C. ","","","",""
"No","2011","Part Time","Single parent ","","","",""
"No","2011","Part Time","Couple + C. LE 16 ","","","",""
"No","2011","Part Time","Couple + C. GT 16 ","","","",""
"No","2011","Part Time","Couple + C. LE and GT 16","","","",""
