"ple0081_h","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","2014","Couple + C. LE and GT 16","(1a) inadequately completed","32","0.343131575751377","0.230291551742433","0.455971599760322"
"No","2014","Couple + C. LE and GT 16","(1b) general elementary school","128","0.573474591294203","0.509557983602262","0.637391198986143"
"No","2014","Couple + C. LE and GT 16","(1c) basic vocational qualification","227","0.689630162207165","0.641022319412535","0.738238005001796"
"No","2014","Couple + C. LE and GT 16","(2b) intermediate general qualification","97","0.736247969090237","0.661636489403955","0.810859448776519"
"No","2014","Couple + C. LE and GT 16","(2a) intermediate vocational","300","0.760774663587338","0.718650471214706","0.80289885595997"
"No","2014","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","175","0.772169673151921","0.716234710500516","0.828104635803325"
"No","2014","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","160","0.754795779945813","0.695904653377468","0.813686906514158"
"No","2014","Couple + C. LE and GT 16","(3a) lower tertiary education","98","0.879276126388783","0.819986553987866","0.9385656987897"
"No","2014","Couple + C. LE and GT 16","(3b) higher tertiary education","191","0.8484678844466","0.801086603455092","0.895849165438107"
"Yes","2015","1-pers.-HH","(0) in school","","","",""
"Yes","2015","1-pers.-HH","(1a) inadequately completed","","","",""
"Yes","2015","1-pers.-HH","(1b) general elementary school","","","",""
"Yes","2015","1-pers.-HH","(1c) basic vocational qualification","","","",""
"Yes","2015","1-pers.-HH","(2b) intermediate general qualification","","","",""
"Yes","2015","1-pers.-HH","(2a) intermediate vocational","","","",""
"Yes","2015","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"Yes","2015","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"Yes","2015","1-pers.-HH","(3a) lower tertiary education","","","",""
"Yes","2015","1-pers.-HH","(3b) higher tertiary education","","","",""
"Yes","2015","(Married) couple without C. ","(0) in school","","","",""
"Yes","2015","(Married) couple without C. ","(1a) inadequately completed","","","",""
"Yes","2015","(Married) couple without C. ","(1b) general elementary school","","","",""
"Yes","2015","(Married) couple without C. ","(1c) basic vocational qualification","","","",""
"Yes","2015","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"Yes","2015","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"Yes","2015","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"Yes","2015","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2015","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"Yes","2015","(Married) couple without C. ","(3b) higher tertiary education","","","",""
"Yes","2015","Single parent ","(0) in school","","","",""
"Yes","2015","Single parent ","(1a) inadequately completed","","","",""
"Yes","2015","Single parent ","(1b) general elementary school","","","",""
"Yes","2015","Single parent ","(1c) basic vocational qualification","","","",""
"Yes","2015","Single parent ","(2b) intermediate general qualification","","","",""
"Yes","2015","Single parent ","(2a) intermediate vocational","","","",""
"Yes","2015","Single parent ","(2c_gen) general maturity certificate","","","",""
"Yes","2015","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2015","Single parent ","(3a) lower tertiary education","","","",""
"Yes","2015","Single parent ","(3b) higher tertiary education","","","",""
"Yes","2015","Couple + C. LE 16 ","(0) in school","","","",""
"Yes","2015","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"Yes","2015","Couple + C. LE 16 ","(1b) general elementary school","","","",""
"Yes","2015","Couple + C. LE 16 ","(1c) basic vocational qualification","","","",""
"Yes","2015","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"Yes","2015","Couple + C. LE 16 ","(2a) intermediate vocational","","","",""
"Yes","2015","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"Yes","2015","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2015","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"Yes","2015","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"Yes","2015","Couple + C. GT 16 ","(0) in school","","","",""
"Yes","2015","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"Yes","2015","Couple + C. GT 16 ","(1b) general elementary school","","","",""
"Yes","2015","Couple + C. GT 16 ","(1c) basic vocational qualification","","","",""
"Yes","2015","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"Yes","2015","Couple + C. GT 16 ","(2a) intermediate vocational","","","",""
"Yes","2015","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"Yes","2015","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2015","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"Yes","2015","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"Yes","2015","Couple + C. LE and GT 16","(0) in school","","","",""
"Yes","2015","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Yes","2015","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"Yes","2015","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","",""
"Yes","2015","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"Yes","2015","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"Yes","2015","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"Yes","2015","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"Yes","2015","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Yes","2015","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"No","2015","1-pers.-HH","(0) in school","","","",""
"No","2015","1-pers.-HH","(1a) inadequately completed","","","",""
"No","2015","1-pers.-HH","(1b) general elementary school","","","",""
"No","2015","1-pers.-HH","(1c) basic vocational qualification","","","",""
"No","2015","1-pers.-HH","(2b) intermediate general qualification","","","",""
"No","2015","1-pers.-HH","(2a) intermediate vocational","","","",""
"No","2015","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"No","2015","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"No","2015","1-pers.-HH","(3a) lower tertiary education","","","",""
"No","2015","1-pers.-HH","(3b) higher tertiary education","","","",""
"No","2015","(Married) couple without C. ","(0) in school","","","",""
"No","2015","(Married) couple without C. ","(1a) inadequately completed","","","",""
"No","2015","(Married) couple without C. ","(1b) general elementary school","","","",""
"No","2015","(Married) couple without C. ","(1c) basic vocational qualification","","","",""
"No","2015","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"No","2015","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"No","2015","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"No","2015","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"No","2015","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"No","2015","(Married) couple without C. ","(3b) higher tertiary education","","","",""
"No","2015","Single parent ","(0) in school","","","",""
"No","2015","Single parent ","(1a) inadequately completed","","","",""
"No","2015","Single parent ","(1b) general elementary school","","","",""
"No","2015","Single parent ","(1c) basic vocational qualification","","","",""
"No","2015","Single parent ","(2b) intermediate general qualification","","","",""
"No","2015","Single parent ","(2a) intermediate vocational","","","",""
"No","2015","Single parent ","(2c_gen) general maturity certificate","","","",""
"No","2015","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"No","2015","Single parent ","(3a) lower tertiary education","","","",""
"No","2015","Single parent ","(3b) higher tertiary education","","","",""
"No","2015","Couple + C. LE 16 ","(0) in school","","","",""
"No","2015","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"No","2015","Couple + C. LE 16 ","(1b) general elementary school","","","",""
"No","2015","Couple + C. LE 16 ","(1c) basic vocational qualification","","","",""
"No","2015","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"No","2015","Couple + C. LE 16 ","(2a) intermediate vocational","","","",""
"No","2015","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"No","2015","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","","","",""
"No","2015","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"No","2015","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"No","2015","Couple + C. GT 16 ","(0) in school","","","",""
"No","2015","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"No","2015","Couple + C. GT 16 ","(1b) general elementary school","","","",""
"No","2015","Couple + C. GT 16 ","(1c) basic vocational qualification","","","",""
"No","2015","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"No","2015","Couple + C. GT 16 ","(2a) intermediate vocational","","","",""
"No","2015","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"No","2015","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"No","2015","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"No","2015","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"No","2015","Couple + C. LE and GT 16","(0) in school","","","",""
"No","2015","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"No","2015","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"No","2015","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","",""
"No","2015","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"No","2015","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"No","2015","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"No","2015","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"No","2015","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"No","2015","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"Yes","2016","1-pers.-HH","(0) in school","","","",""
"Yes","2016","1-pers.-HH","(1a) inadequately completed","29","","",""
"Yes","2016","1-pers.-HH","(1b) general elementary school","101","0.317919795488689","0.26920386066729","0.366635730310087"
"Yes","2016","1-pers.-HH","(1c) basic vocational qualification","244","0.259453334788629","0.230606901340831","0.288299768236428"
"Yes","2016","1-pers.-HH","(2b) intermediate general qualification","28","","",""
"Yes","2016","1-pers.-HH","(2a) intermediate vocational","246","0.34589196663631","0.310554252721951","0.381229680550669"
"Yes","2016","1-pers.-HH","(2c_gen) general maturity certificate","34","0.205473789032207","0.143254805326272","0.267692772738143"
"Yes","2016","1-pers.-HH","(2c_voc) vocational maturity certificate","103","0.33232533520356","0.279199130198533","0.385451540208587"
"Yes","2016","1-pers.-HH","(3a) lower tertiary education","54","0.176829784800831","0.131489298675434","0.222170270926229"
"Yes","2016","1-pers.-HH","(3b) higher tertiary education","119","0.222721956206249","0.189177244261282","0.256266668151217"
"Yes","2016","(Married) couple without C. ","(0) in school","","","",""
"Yes","2016","(Married) couple without C. ","(1a) inadequately completed","21","","",""
"Yes","2016","(Married) couple without C. ","(1b) general elementary school","112","0.246105905284723","0.20720552691823","0.285006283651215"
"Yes","2016","(Married) couple without C. ","(1c) basic vocational qualification","444","0.225071624414947","0.207001940014295","0.243141308815599"
"Yes","2016","(Married) couple without C. ","(2b) intermediate general qualification","38","0.260769633888232","0.178345716800989","0.343193550975475"
"Yes","2016","(Married) couple without C. ","(2a) intermediate vocational","425","0.254098139789924","0.233378759816963","0.274817519762885"
"Yes","2016","(Married) couple without C. ","(2c_gen) general maturity certificate","42","0.150217618803288","0.0983105272847187","0.202124710321857"
"Yes","2016","(Married) couple without C. ","(2c_voc) vocational maturity certificate","143","0.206642514416534","0.174537580033047","0.238747448800022"
"Yes","2016","(Married) couple without C. ","(3a) lower tertiary education","108","0.170371891816966","0.142833899041746","0.197909884592186"
"Yes","2016","(Married) couple without C. ","(3b) higher tertiary education","177","0.135301745161084","0.117055849074628","0.15354764124754"
"Yes","2016","Single parent ","(0) in school","20","","",""
"Yes","2016","Single parent ","(1a) inadequately completed","30","0.589667955554311","0.459669489723977","0.719666421384645"
"Yes","2016","Single parent ","(1b) general elementary school","94","0.412242229382865","0.344022730954362","0.480461727811368"
"Yes","2016","Single parent ","(1c) basic vocational qualification","165","0.460892544935252","0.406947857681767","0.514837232188736"
"Yes","2016","Single parent ","(2b) intermediate general qualification","55","0.447762540420614","0.360936573452682","0.534588507388547"
"Yes","2016","Single parent ","(2a) intermediate vocational","208","0.399010804076487","0.356216126517173","0.441805481635801"
"Yes","2016","Single parent ","(2c_gen) general maturity certificate","42","0.248691191746062","0.185190635169016","0.312191748323108"
"Yes","2016","Single parent ","(2c_voc) vocational maturity certificate","75","0.42429503086031","0.357921908093996","0.490668153626624"
"Yes","2016","Single parent ","(3a) lower tertiary education","31","0.409581342081898","0.318508435203824","0.500654248959971"
"Yes","2016","Single parent ","(3b) higher tertiary education","35","0.200647212920274","0.145419352464204","0.255875073376344"
"Yes","2016","Couple + C. LE 16 ","(0) in school","","","",""
"Yes","2016","Couple + C. LE 16 ","(1a) inadequately completed","82","0.474726676766048","0.394275625321004","0.555177728211093"
"Yes","2016","Couple + C. LE 16 ","(1b) general elementary school","193","0.460455716475977","0.41136402678853","0.509547406163423"
"Yes","2016","Couple + C. LE 16 ","(1c) basic vocational qualification","371","0.38263573587885","0.350486967438397","0.414784504319303"
"Yes","2016","Couple + C. LE 16 ","(2b) intermediate general qualification","44","0.445588033422232","0.346163048948591","0.545013017895873"
"Yes","2016","Couple + C. LE 16 ","(2a) intermediate vocational","397","0.295919150024356","0.271659952066108","0.320178347982604"
"Yes","2016","Couple + C. LE 16 ","(2c_gen) general maturity certificate","65","0.172721462021537","0.124080390879849","0.221362533163226"
"Yes","2016","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","210","0.253512955693444","0.223737913777454","0.283287997609433"
"Yes","2016","Couple + C. LE 16 ","(3a) lower tertiary education","68","0.123682529125323","0.0934986603048643","0.153866397945782"
"Yes","2016","Couple + C. LE 16 ","(3b) higher tertiary education","146","0.125150555235562","0.107142734711329","0.143158375759795"
"Yes","2016","Couple + C. GT 16 ","(0) in school","9","","",""
"Yes","2016","Couple + C. GT 16 ","(1a) inadequately completed","21","","",""
"Yes","2016","Couple + C. GT 16 ","(1b) general elementary school","81","0.33480728109398","0.269073791791985","0.400540770395974"
"Yes","2016","Couple + C. GT 16 ","(1c) basic vocational qualification","179","0.330876856156727","0.290551011970863","0.371202700342591"
"Yes","2016","Couple + C. GT 16 ","(2b) intermediate general qualification","33","0.239762711994764","0.163054825845201","0.316470598144326"
"Yes","2016","Couple + C. GT 16 ","(2a) intermediate vocational","150","0.275394130437611","0.239500459925641","0.311287800949581"
"Yes","2016","Couple + C. GT 16 ","(2c_gen) general maturity certificate","31","0.141766045317968","0.10000516426712","0.183526926368817"
"Yes","2016","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","46","0.191480811078262","0.141492621577723","0.241469000578801"
"Yes","2016","Couple + C. GT 16 ","(3a) lower tertiary education","29","","",""
"Yes","2016","Couple + C. GT 16 ","(3b) higher tertiary education","43","0.179020112544721","0.137782242945791","0.220257982143651"
"Yes","2016","Couple + C. LE and GT 16","(0) in school","13","","",""
"Yes","2016","Couple + C. LE and GT 16","(1a) inadequately completed","29","","",""
"Yes","2016","Couple + C. LE and GT 16","(1b) general elementary school","96","0.419922009595868","0.35236060446935","0.487483414722387"
"Yes","2016","Couple + C. LE and GT 16","(1c) basic vocational qualification","105","0.290936529701938","0.237925624534429","0.343947434869446"
"Yes","2016","Couple + C. LE and GT 16","(2b) intermediate general qualification","43","0.255042965278377","0.181785662563186","0.328300267993569"
"Yes","2016","Couple + C. LE and GT 16","(2a) intermediate vocational","87","0.180168203528352","0.141877436893049","0.218458970163656"
"Yes","2016","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","22","","",""
"Yes","2016","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","43","0.201305933785341","0.146282014104346","0.256329853466335"
"Yes","2016","Couple + C. LE and GT 16","(3a) lower tertiary education","11","","",""
"Yes","2016","Couple + C. LE and GT 16","(3b) higher tertiary education","18","","",""
"No","2016","1-pers.-HH","(0) in school","","","",""
"No","2016","1-pers.-HH","(1a) inadequately completed","21","","",""
"No","2016","1-pers.-HH","(1b) general elementary school","250","0.682080204511311","0.633364269689913","0.73079613933271"
"No","2016","1-pers.-HH","(1c) basic vocational qualification","643","0.74054666521137","0.711700231763572","0.769393098659169"
"No","2016","1-pers.-HH","(2b) intermediate general qualification","48","0.57657535191929","0.465489845592873","0.687660858245707"
"No","2016","1-pers.-HH","(2a) intermediate vocational","450","0.65410803336369","0.618770319449331","0.689445747278049"
"No","2016","1-pers.-HH","(2c_gen) general maturity certificate","128","0.794526210967793","0.732307227261857","0.856745194673728"
"No","2016","1-pers.-HH","(2c_voc) vocational maturity certificate","199","0.66767466479644","0.614548459791413","0.720800869801467"
"No","2016","1-pers.-HH","(3a) lower tertiary education","218","0.823170215199169","0.777829729073771","0.868510701324566"
"No","2016","1-pers.-HH","(3b) higher tertiary education","472","0.777278043793751","0.743733331848783","0.810822755738719"
"No","2016","(Married) couple without C. ","(0) in school","","","",""
"No","2016","(Married) couple without C. ","(1a) inadequately completed","51","0.722722119528029","0.61932102663264","0.826123212423417"
"No","2016","(Married) couple without C. ","(1b) general elementary school","359","0.753894094715277","0.714993716348785","0.79279447308177"
"No","2016","(Married) couple without C. ","(1c) basic vocational qualification","1608","0.774928375585053","0.756858691184402","0.792998059985705"
"No","2016","(Married) couple without C. ","(2b) intermediate general qualification","71","0.739230366111768","0.656806449024525","0.821654283199011"
"No","2016","(Married) couple without C. ","(2a) intermediate vocational","1271","0.745901860210076","0.725182480237115","0.766621240183037"
"No","2016","(Married) couple without C. ","(2c_gen) general maturity certificate","140","0.849782381196712","0.797875289678143","0.901689472715281"
"No","2016","(Married) couple without C. ","(2c_voc) vocational maturity certificate","468","0.793357485583466","0.761252551199978","0.825462419966953"
"No","2016","(Married) couple without C. ","(3a) lower tertiary education","608","0.829628108183034","0.802090115407814","0.857166100958255"
"No","2016","(Married) couple without C. ","(3b) higher tertiary education","1173","0.864698254838916","0.84645235875246","0.882944150925372"
"No","2016","Single parent ","(0) in school","62","0.686070044679906","0.585621933968557","0.786518155391256"
"No","2016","Single parent ","(1a) inadequately completed","25","","",""
"No","2016","Single parent ","(1b) general elementary school","106","0.587757770617135","0.519538272188632","0.655977269045638"
"No","2016","Single parent ","(1c) basic vocational qualification","163","0.539107455064748","0.485162767811264","0.593052142318233"
"No","2016","Single parent ","(2b) intermediate general qualification","71","0.552237459579386","0.465411492611453","0.639063426547318"
"No","2016","Single parent ","(2a) intermediate vocational","295","0.600989195923513","0.558194518364199","0.643783873482827"
"No","2016","Single parent ","(2c_gen) general maturity certificate","136","0.751308808253938","0.687808251676892","0.814809364830984"
"No","2016","Single parent ","(2c_voc) vocational maturity certificate","138","0.57570496913969","0.509331846373376","0.642078091906004"
"No","2016","Single parent ","(3a) lower tertiary education","81","0.590418657918102","0.499345751040029","0.681491564796176"
"No","2016","Single parent ","(3b) higher tertiary education","167","0.799352787079726","0.744124926623656","0.854580647535795"
"No","2016","Couple + C. LE 16 ","(0) in school","2","","",""
"No","2016","Couple + C. LE 16 ","(1a) inadequately completed","66","0.525273323233952","0.444822271788907","0.605724374678996"
"No","2016","Couple + C. LE 16 ","(1b) general elementary school","203","0.539544283524023","0.490452593836577","0.58863597321147"
"No","2016","Couple + C. LE 16 ","(1c) basic vocational qualification","507","0.61736426412115","0.585215495680697","0.649513032561603"
"No","2016","Couple + C. LE 16 ","(2b) intermediate general qualification","52","0.554411966577768","0.454986982104127","0.653836951051409"
"No","2016","Couple + C. LE 16 ","(2a) intermediate vocational","963","0.704080849975644","0.679821652017396","0.728340047933892"
"No","2016","Couple + C. LE 16 ","(2c_gen) general maturity certificate","167","0.827278537978463","0.778637466836774","0.875919609120151"
"No","2016","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","610","0.746487044306557","0.716712002390567","0.776262086222546"
"No","2016","Couple + C. LE 16 ","(3a) lower tertiary education","389","0.876317470874677","0.846133602054218","0.906501339695136"
"No","2016","Couple + C. LE 16 ","(3b) higher tertiary education","1151","0.874849444764438","0.856841624240205","0.892857265288671"
"No","2016","Couple + C. GT 16 ","(0) in school","93","0.882719715543081","0.820278417340814","0.945161013745348"
"No","2016","Couple + C. GT 16 ","(1a) inadequately completed","25","","",""
"No","2016","Couple + C. GT 16 ","(1b) general elementary school","117","0.66519271890602","0.599459229604026","0.730926208208015"
"No","2016","Couple + C. GT 16 ","(1c) basic vocational qualification","344","0.669123143843273","0.628797299657409","0.709448988029137"
"No","2016","Couple + C. GT 16 ","(2b) intermediate general qualification","86","0.760237288005236","0.683529401855674","0.836945174154799"
"No","2016","Couple + C. GT 16 ","(2a) intermediate vocational","445","0.724605869562389","0.688712199050419","0.760499540074359"
"No","2016","Couple + C. GT 16 ","(2c_gen) general maturity certificate","237","0.858233954682032","0.816473073631183","0.89999483573288"
"No","2016","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","192","0.808519188921738","0.758530999421199","0.858507378422277"
"No","2016","Couple + C. GT 16 ","(3a) lower tertiary education","131","0.832717087954183","0.774885831483806","0.890548344424559"
"No","2016","Couple + C. GT 16 ","(3b) higher tertiary education","289","0.82097988745528","0.77974201785635","0.862217757054209"
"No","2016","Couple + C. LE and GT 16","(0) in school","123","0.909340162884314","0.861084388364725","0.957595937403902"
"No","2016","Couple + C. LE and GT 16","(1a) inadequately completed","40","0.53782293276647","0.420184995653289","0.65546086987965"
"No","2016","Couple + C. LE and GT 16","(1b) general elementary school","109","0.580077990404132","0.512516585277613","0.64763939553065"
"No","2016","Couple + C. LE and GT 16","(1c) basic vocational qualification","177","0.709063470298062","0.656052565130554","0.762074375465571"
"No","2016","Couple + C. LE and GT 16","(2b) intermediate general qualification","93","0.744957034721623","0.671699732006432","0.818214337436814"
"No","2016","Couple + C. LE and GT 16","(2a) intermediate vocational","300","0.819831796471648","0.781541029836344","0.858122563106951"
"No","2016","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","151","0.866007910438423","0.815247450460648","0.916768370416199"
"No","2016","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","161","0.798694066214659","0.743670146533665","0.853717985895654"
"No","2016","Couple + C. LE and GT 16","(3a) lower tertiary education","90","0.884166426353988","0.82175391736085","0.946578935347127"
"No","2016","Couple + C. LE and GT 16","(3b) higher tertiary education","215","0.932503234504054","0.900289818231329","0.96471665077678"
"Yes","2017","1-pers.-HH","(0) in school","","","",""
"Yes","2017","1-pers.-HH","(1a) inadequately completed","","","",""
"Yes","2017","1-pers.-HH","(1b) general elementary school","","","",""
"Yes","2017","1-pers.-HH","(1c) basic vocational qualification","","","",""
"Yes","2017","1-pers.-HH","(2b) intermediate general qualification","","","",""
"Yes","2017","1-pers.-HH","(2a) intermediate vocational","","","",""
"Yes","2017","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"Yes","2017","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"Yes","2017","1-pers.-HH","(3a) lower tertiary education","","","",""
"Yes","2017","1-pers.-HH","(3b) higher tertiary education","","","",""
"Yes","2017","(Married) couple without C. ","(0) in school","","","",""
"Yes","2017","(Married) couple without C. ","(1a) inadequately completed","","","",""
"Yes","2017","(Married) couple without C. ","(1b) general elementary school","","","",""
"Yes","2017","(Married) couple without C. ","(1c) basic vocational qualification","","","",""
"Yes","2017","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"Yes","2017","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"Yes","2017","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"Yes","2017","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2017","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"Yes","2017","(Married) couple without C. ","(3b) higher tertiary education","","","",""
"Yes","2017","Single parent ","(0) in school","","","",""
"Yes","2017","Single parent ","(1a) inadequately completed","","","",""
"Yes","2017","Single parent ","(1b) general elementary school","","","",""
"Yes","2017","Single parent ","(1c) basic vocational qualification","","","",""
"Yes","2017","Single parent ","(2b) intermediate general qualification","","","",""
"Yes","2017","Single parent ","(2a) intermediate vocational","","","",""
"Yes","2017","Single parent ","(2c_gen) general maturity certificate","","","",""
"Yes","2017","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2017","Single parent ","(3a) lower tertiary education","","","",""
"Yes","2017","Single parent ","(3b) higher tertiary education","","","",""
"Yes","2017","Couple + C. LE 16 ","(0) in school","","","",""
"Yes","2017","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"Yes","2017","Couple + C. LE 16 ","(1b) general elementary school","","","",""
"Yes","2017","Couple + C. LE 16 ","(1c) basic vocational qualification","","","",""
"Yes","2017","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"Yes","2017","Couple + C. LE 16 ","(2a) intermediate vocational","","","",""
"Yes","2017","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"Yes","2017","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2017","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"Yes","2017","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"Yes","2017","Couple + C. GT 16 ","(0) in school","","","",""
"Yes","2017","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"Yes","2017","Couple + C. GT 16 ","(1b) general elementary school","","","",""
"Yes","2017","Couple + C. GT 16 ","(1c) basic vocational qualification","","","",""
"Yes","2017","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"Yes","2017","Couple + C. GT 16 ","(2a) intermediate vocational","","","",""
"Yes","2017","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"Yes","2017","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2017","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"Yes","2017","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"Yes","2017","Couple + C. LE and GT 16","(0) in school","","","",""
"Yes","2017","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Yes","2017","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"Yes","2017","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","",""
"Yes","2017","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"Yes","2017","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"Yes","2017","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"Yes","2017","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"Yes","2017","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Yes","2017","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"No","2017","1-pers.-HH","(0) in school","","","",""
"No","2017","1-pers.-HH","(1a) inadequately completed","","","",""
"No","2017","1-pers.-HH","(1b) general elementary school","","","",""
"No","2017","1-pers.-HH","(1c) basic vocational qualification","","","",""
"No","2017","1-pers.-HH","(2b) intermediate general qualification","","","",""
"No","2017","1-pers.-HH","(2a) intermediate vocational","","","",""
"No","2017","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"No","2017","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"No","2017","1-pers.-HH","(3a) lower tertiary education","","","",""
"No","2017","1-pers.-HH","(3b) higher tertiary education","","","",""
"No","2017","(Married) couple without C. ","(0) in school","","","",""
"No","2017","(Married) couple without C. ","(1a) inadequately completed","","","",""
"No","2017","(Married) couple without C. ","(1b) general elementary school","","","",""
"No","2017","(Married) couple without C. ","(1c) basic vocational qualification","","","",""
"No","2017","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"No","2017","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"No","2017","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"No","2017","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
