"ple0081_h","year","bula_h","sex","n","percent","lower_confidence","upper_confidence","value"
"Yes","2014","Rhineland-Palatinate,Saarland","Male","240","0.299283582062642","0.266040833857557","0.332526330267726","1"
"Yes","2014","Rhineland-Palatinate,Saarland","Female","219","0.239996375650216","0.211469337128468","0.268523414171964","1"
"Yes","2014","Baden-Württemberg","Male","402","0.246069022945957","0.224242901845494","0.267895144046421","1"
"Yes","2014","Hamburg","Female","48","0.210564729619184","0.158983279591442","0.262146179646927","1"
"Yes","2014","Baden-Württemberg","Female","346","0.191489349666741","0.172985445672463","0.209993253661018","1"
"Yes","2014","Bavaria","Male","597","0.304129967924905","0.284083224838092","0.324176711011718","1"
"Yes","2014","Bavaria","Female","515","0.198985499681132","0.182996318044688","0.214974681317576","1"
"Yes","2014","Berlin","Male","143","0.329499291116712","0.286119577252546","0.372879004980877","1"
"Yes","2014","Lower Saxony","Male","384","0.273679240588256","0.248630380987325","0.298728100189186","1"
"Yes","2014","Berlin","Female","159","0.304510084225314","0.265802645532815","0.343217522917813","1"
"Yes","2014","Brandenburg","Male","165","0.396618169846084","0.352344646330808","0.440891693361361","1"
"Yes","2014","Mecklenburg-Western Pomerania","Male","93","0.353007699563539","0.293767060907597","0.41224833821948","1"
"Yes","2014","Brandenburg","Female","148","0.253638299902992","0.217570115908129","0.289706483897855","1"
"Yes","2014","North Rhine-Westphalia","Male","853","0.330677706601563","0.312562867195201","0.348792546007926","1"
"Yes","2014","North Rhine-Westphalia","Female","777","0.237825354175032","0.222745337466088","0.252905370883977","1"
"Yes","2014","Thuringia","Male","132","0.291382095393015","0.249257880345401","0.33350631044063","1"
"Yes","2014","Lower Saxony","Female","386","0.254437484344499","0.231581834903263","0.277293133785736","1"
"Yes","2014","Bremen","Female","32","0.244886579602892","0.16919878767328","0.320574371532503","1"
"Yes","2014","Mecklenburg-Western Pomerania","Female","90","0.268062771053529","0.218991072322606","0.317134469784453","1"
"Yes","2014","Saxony","Male","220","0.294322216589912","0.262132476232163","0.326511956947662","1"
"Yes","2014","Saxony-Anhalt","Female","159","0.268112107450142","0.23036351612491","0.305860698775373","1"
"Yes","2014","Thuringia","Female","149","0.2755507408865","0.238278686599223","0.312822795173778","1"
"Yes","2014","Bremen","Male","27","","","","1"
"Yes","2014","Saxony","Female","174","0.183597366304175","0.157631394707513","0.209563337900836","1"
"Yes","2014","Saxony-Anhalt","Male","172","0.408227251008365","0.362144770313333","0.454309731703397","1"
"No","2015","Brandenburg","Male","","","","","2"
"No","2015","Brandenburg","Female","","","","","2"
"No","2015","Mecklenburg-Western Pomerania","Male","","","","","2"
"No","2015","Mecklenburg-Western Pomerania","Female","","","","","2"
"No","2015","Saxony","Male","","","","","2"
"No","2015","Saxony","Female","","","","","2"
"No","2015","Saxony-Anhalt","Male","","","","","2"
"No","2015","Saxony-Anhalt","Female","","","","","2"
"No","2015","Thuringia","Male","","","","","2"
"No","2015","Schleswig-Holstein","Male","","","","","2"
"No","2015","Schleswig-Holstein","Female","","","","","2"
"No","2015","Hamburg","Male","","","","","2"
"No","2015","Hamburg","Female","","","","","2"
"No","2015","Lower Saxony","Male","","","","","2"
"No","2015","Lower Saxony","Female","","","","","2"
"No","2015","Bremen","Male","","","","","2"
"No","2015","Bremen","Female","","","","","2"
"No","2015","North Rhine-Westphalia","Male","","","","","2"
"No","2015","North Rhine-Westphalia","Female","","","","","2"
"No","2015","Hesse","Male","","","","","2"
"No","2015","Hesse","Female","","","","","2"
"No","2015","Rhineland-Palatinate,Saarland","Male","","","","","2"
"No","2015","Rhineland-Palatinate,Saarland","Female","","","","","2"
"No","2015","Baden-Württemberg","Male","","","","","2"
"No","2015","Baden-Württemberg","Female","","","","","2"
"No","2015","Bavaria","Male","","","","","2"
"No","2015","Bavaria","Female","","","","","2"
"No","2015","Berlin","Male","","","","","2"
"No","2015","Berlin","Female","","","","","2"
"No","2015","Thuringia","Female","","","","","2"
"Yes","2015","Schleswig-Holstein","Male","","","","","1"
"Yes","2015","Schleswig-Holstein","Female","","","","","1"
"Yes","2015","Hamburg","Male","","","","","1"
"Yes","2015","Hesse","Male","","","","","1"
"Yes","2015","Hesse","Female","","","","","1"
"Yes","2015","Rhineland-Palatinate,Saarland","Male","","","","","1"
"Yes","2015","Hamburg","Female","","","","","1"
"Yes","2015","Rhineland-Palatinate,Saarland","Female","","","","","1"
"Yes","2015","Baden-Württemberg","Male","","","","","1"
"Yes","2015","Baden-Württemberg","Female","","","","","1"
"Yes","2015","Bavaria","Male","","","","","1"
"Yes","2015","Lower Saxony","Male","","","","","1"
"Yes","2015","Bavaria","Female","","","","","1"
"Yes","2015","Berlin","Male","","","","","1"
"Yes","2015","Berlin","Female","","","","","1"
"Yes","2015","Brandenburg","Male","","","","","1"
"Yes","2015","Mecklenburg-Western Pomerania","Male","","","","","1"
"Yes","2015","Lower Saxony","Female","","","","","1"
"Yes","2015","Brandenburg","Female","","","","","1"
"Yes","2015","Mecklenburg-Western Pomerania","Female","","","","","1"
"Yes","2015","Saxony","Male","","","","","1"
"Yes","2015","Saxony-Anhalt","Female","","","","","1"
"Yes","2015","Thuringia","Male","","","","","1"
"Yes","2015","Thuringia","Female","","","","","1"
"Yes","2015","Bremen","Male","","","","","1"
"Yes","2015","Bremen","Female","","","","","1"
"Yes","2015","North Rhine-Westphalia","Female","","","","","1"
"Yes","2015","Saxony-Anhalt","Male","","","","","1"
"Yes","2015","North Rhine-Westphalia","Male","","","","","1"
"Yes","2015","Saxony","Female","","","","","1"
"No","2016","Schleswig-Holstein","Male","254","0.688988638501507","0.641948263146094","0.73602901385692","2"
"No","2016","Schleswig-Holstein","Female","339","0.772808907411918","0.733964720154129","0.811653094669708","2"
"No","2016","Hamburg","Male","139","0.724840653737762","0.661670652872719","0.788010654602806","2"
"No","2016","Hamburg","Female","190","0.81583803983096","0.766173993280434","0.865502086381486","2"
"No","2016","Lower Saxony","Male","766","0.723464261561147","0.697019879758092","0.749908643364202","2"
"No","2016","Lower Saxony","Female","974","0.777536456724626","0.754698713658075","0.800374199791178","2"
"No","2016","Bremen","Male","58","0.802379956191898","0.716191977407504","0.888567934976293","2"
"No","2016","Bremen","Female","72","0.818173557720859","0.740202144721608","0.89614497072011","2"
"No","2016","North Rhine-Westphalia","Male","1644","0.700268955073501","0.681646586716088","0.718891323430913","2"
"No","2016","North Rhine-Westphalia","Female","2064","0.765654709918841","0.749756430853457","0.781552988984225","2"
"No","2016","Hesse","Male","539","0.695984411524228","0.662887015919009","0.729081807129446","2"
"No","2016","Hesse","Female","652","0.74649055363731","0.717600506854826","0.775380600419794","2"
"No","2016","Rhineland-Palatinate,Saarland","Male","466","0.709078866477972","0.67514066853705","0.743017064418895","2"
"No","2016","Rhineland-Palatinate,Saarland","Female","595","0.76364403924216","0.734186025247912","0.793102053236408","2"
"No","2016","Baden-Württemberg","Male","969","0.775109960743641","0.752344124726812","0.79787579676047","2"
"No","2016","Baden-Württemberg","Female","1287","0.838764094389605","0.820515198733483","0.857012990045728","2"
"No","2016","Bavaria","Male","1287","0.716986865994877","0.696048580935454","0.737925151054299","2"
"No","2016","Brandenburg","Male","296","0.681139794068663","0.636884872087972","0.725394716049354","2"
"No","2016","Brandenburg","Female","399","0.755252334935077","0.718299161856807","0.792205508013346","2"
"No","2016","Mecklenburg-Western Pomerania","Male","142","0.608279350595059","0.546001751814442","0.670556949375676","2"
"No","2016","Mecklenburg-Western Pomerania","Female","210","0.731503429613995","0.680230905584252","0.782775953643737","2"
"No","2016","Saxony","Male","482","0.673707175438551","0.638672893546255","0.708741457330846","2"
"No","2016","Saxony","Female","597","0.801921311640969","0.773715723341725","0.830126899940214","2"
"No","2016","Saxony-Anhalt","Male","231","0.648310466174678","0.599391329190641","0.697229603158715","2"
"No","2016","Saxony-Anhalt","Female","335","0.762069641639459","0.723449673545973","0.800689609732944","2"
"No","2016","Thuringia","Male","291","0.67151627101534","0.625831623813127","0.717200918217553","2"
"No","2016","Thuringia","Female","373","0.739097648748091","0.700452306340908","0.777742991155273","2"
"No","2016","Bavaria","Female","1648","0.795371738015861","0.778194612148382","0.812548863883341","2"
"No","2016","Berlin","Male","285","0.687439085257683","0.642515864836336","0.732362305679029","2"
"No","2016","Berlin","Female","361","0.697808206093411","0.657637857359336","0.737978554827487","2"
"Yes","2016","Schleswig-Holstein","Male","118","0.311011361498493","0.26397098614308","0.358051736853906","1"
"Yes","2016","Schleswig-Holstein","Female","108","0.227191092588081","0.188346905330292","0.266035279845871","1"
"Yes","2016","Hamburg","Male","53","0.275159346262238","0.211989345397195","0.338329347127281","1"
"Yes","2016","Hesse","Male","203","0.304015588475772","0.270918192870554","0.337112984080991","1"
"Yes","2016","Hesse","Female","219","0.25350944636269","0.224619399580206","0.282399493145174","1"
"Yes","2016","Rhineland-Palatinate,Saarland","Male","222","0.290921133522028","0.256982935581105","0.32485933146295","1"
"Yes","2016","Hamburg","Female","44","0.18416196016904","0.134497913618514","0.233826006719566","1"
"Yes","2016","Rhineland-Palatinate,Saarland","Female","204","0.23635596075784","0.206897946763592","0.265813974752088","1"
"Yes","2016","Baden-Württemberg","Male","323","0.224890039256359","0.20212420323953","0.247655875273188","1"
"Yes","2016","Bavaria","Male","491","0.283013134005123","0.262074848945701","0.303951419064546","1"
"Yes","2016","Baden-Württemberg","Female","273","0.161235905610395","0.142987009954272","0.179484801266517","1"
"Yes","2016","Lower Saxony","Male","333","0.276535738438853","0.250091356635798","0.302980120241908","1"
"Yes","2016","Bavaria","Female","471","0.204628261984139","0.187451136116659","0.221805387851618","1"
"Yes","2016","Berlin","Male","124","0.312560914742317","0.267637694320971","0.357484135163664","1"
"Yes","2016","Berlin","Female","141","0.302191793906589","0.262021445172513","0.342362142640664","1"
"Yes","2016","Lower Saxony","Female","300","0.222463543275374","0.199625800208822","0.245301286341925","1"
"Yes","2016","Brandenburg","Male","130","0.318860205931337","0.274605283950646","0.363115127912028","1"
"Yes","2016","Brandenburg","Female","121","0.244747665064923","0.207794491986654","0.281700838143193","1"
"Yes","2016","Mecklenburg-Western Pomerania","Male","94","0.391720649404941","0.329443050624324","0.453998248185558","1"
"Yes","2016","Mecklenburg-Western Pomerania","Female","77","0.268496570386005","0.217224046356263","0.319769094415748","1"
"Yes","2016","Bremen","Male","24","","","","1"
"Yes","2016","North Rhine-Westphalia","Female","663","0.234345290081159","0.218447011015775","0.250243569146543","1"
"Yes","2016","Saxony","Male","206","0.326292824561449","0.291258542669153","0.361327106453745","1"
"Yes","2016","Saxony","Female","170","0.198078688359031","0.169873100059786","0.226284276658275","1"
"Yes","2016","Saxony-Anhalt","Male","135","0.351689533825322","0.302770396841285","0.400608670809359","1"
"Yes","2016","Thuringia","Male","115","0.32848372898466","0.282799081782447","0.374168376186873","1"
"Yes","2016","Thuringia","Female","123","0.260902351251909","0.222257008844727","0.299547693659092","1"
"Yes","2016","Bremen","Female","22","","","","1"
"Yes","2016","North Rhine-Westphalia","Male","681","0.299731044926499","0.281108676569087","0.318353413283911","1"
"Yes","2016","Saxony-Anhalt","Female","132","0.237930358360541","0.199310390267056","0.276550326454027","1"
"No","2017","Brandenburg","Male","","","","","2"
"No","2017","Brandenburg","Female","","","","","2"
"No","2017","Mecklenburg-Western Pomerania","Male","","","","","2"
"No","2017","Mecklenburg-Western Pomerania","Female","","","","","2"
"No","2017","Saxony","Male","","","","","2"
"No","2017","Saxony","Female","","","","","2"
"No","2017","Saxony-Anhalt","Male","","","","","2"
"No","2017","Saxony-Anhalt","Female","","","","","2"
"No","2017","Thuringia","Male","","","","","2"
"No","2017","Thuringia","Female","","","","","2"
"No","2017","Schleswig-Holstein","Male","","","","","2"
"No","2017","Schleswig-Holstein","Female","","","","","2"
"No","2017","Hamburg","Male","","","","","2"
"No","2017","Hamburg","Female","","","","","2"
"No","2017","Lower Saxony","Male","","","","","2"
"No","2017","Lower Saxony","Female","","","","","2"
"No","2017","Bremen","Male","","","","","2"
"No","2017","Bremen","Female","","","","","2"
"No","2017","North Rhine-Westphalia","Male","","","","","2"
"No","2017","North Rhine-Westphalia","Female","","","","","2"
"No","2017","Hesse","Male","","","","","2"
"No","2017","Hesse","Female","","","","","2"
"No","2017","Rhineland-Palatinate,Saarland","Male","","","","","2"
"No","2017","Rhineland-Palatinate,Saarland","Female","","","","","2"
"No","2017","Baden-Württemberg","Male","","","","","2"
"No","2017","Baden-Württemberg","Female","","","","","2"
"No","2017","Bavaria","Male","","","","","2"
"No","2017","Bavaria","Female","","","","","2"
"No","2017","Berlin","Male","","","","","2"
"No","2017","Berlin","Female","","","","","2"
"Yes","2017","Schleswig-Holstein","Male","","","","","1"
"Yes","2017","Schleswig-Holstein","Female","","","","","1"
"Yes","2017","Hamburg","Male","","","","","1"
"Yes","2017","Hamburg","Female","","","","","1"
"Yes","2017","Hesse","Male","","","","","1"
"Yes","2017","Hesse","Female","","","","","1"
"Yes","2017","Rhineland-Palatinate,Saarland","Male","","","","","1"
"Yes","2017","Rhineland-Palatinate,Saarland","Female","","","","","1"
"Yes","2017","Baden-Württemberg","Male","","","","","1"
"Yes","2017","Lower Saxony","Male","","","","","1"
"Yes","2017","Bavaria","Male","","","","","1"
"Yes","2017","Baden-Württemberg","Female","","","","","1"
"Yes","2017","Bavaria","Female","","","","","1"
"Yes","2017","Lower Saxony","Female","","","","","1"
"Yes","2017","Berlin","Male","","","","","1"
"Yes","2017","Berlin","Female","","","","","1"
"Yes","2017","Brandenburg","Male","","","","","1"
"Yes","2017","Brandenburg","Female","","","","","1"
"Yes","2017","Mecklenburg-Western Pomerania","Male","","","","","1"
"Yes","2017","Mecklenburg-Western Pomerania","Female","","","","","1"
"Yes","2017","Bremen","Male","","","","","1"
"Yes","2017","Saxony","Female","","","","","1"
"Yes","2017","Thuringia","Male","","","","","1"
"Yes","2017","North Rhine-Westphalia","Male","","","","","1"
"Yes","2017","Bremen","Female","","","","","1"
"Yes","2017","Saxony-Anhalt","Male","","","","","1"
"Yes","2017","Saxony","Male","","","","","1"
"Yes","2017","Thuringia","Female","","","","","1"
"Yes","2017","Saxony-Anhalt","Female","","","","","1"
"Yes","2017","North Rhine-Westphalia","Female","","","","","1"
"No","2018","Schleswig-Holstein","Male","301","0.717352498911207","0.674542766931308","0.760162230891106","2"
"No","2018","Schleswig-Holstein","Female","384","0.761941732427455","0.724648352722911","0.799235112131998","2"
"No","2018","Hamburg","Male","159","0.754573693144719","0.696781433492029","0.812365952797408","2"
"No","2018","Hamburg","Female","222","0.851972595603928","0.8099234975785","0.894021693629356","2"
"No","2018","Lower Saxony","Male","854","0.740636554480609","0.715608194037523","0.765664914923696","2"
"No","2018","Lower Saxony","Female","1037","0.777083989292525","0.754972212582504","0.799195766002547","2"
"No","2018","Bremen","Male","74","0.752688842102487","0.669768513245904","0.83560917095907","2"
"No","2018","Bremen","Female","97","0.725019437881087","0.64578864564366","0.804250230118514","2"
"No","2018","North Rhine-Westphalia","Male","1774","0.709821492899887","0.691945096986422","0.727697888813352","2"
"No","2018","North Rhine-Westphalia","Female","2236","0.769790178171268","0.754586329138256","0.784994027204281","2"
"No","2018","Hesse","Male","587","0.734646169129704","0.703935475191052","0.765356863068355","2"
"No","2018","Hesse","Female","684","0.753901602375534","0.72585400152039","0.781949203230677","2"
"No","2018","Rhineland-Palatinate,Saarland","Male","490","0.749711352966271","0.717248427156266","0.782174278776276","2"
"No","2018","Rhineland-Palatinate,Saarland","Female","590","0.761671992421889","0.732055333692738","0.79128865115104","2"
"No","2018","Baden-Württemberg","Male","995","0.759308724828655","0.735952739888419","0.78266470976889","2"
"No","2018","Baden-Württemberg","Female","1232","0.812237600796654","0.792501105699215","0.831974095894092","2"
"No","2018","Bavaria","Male","1359","0.716402095458635","0.695671102627107","0.737133088290163","2"
"No","2018","Bavaria","Female","1713","0.804719545375254","0.788067386715873","0.821371704034635","2"
"No","2018","Berlin","Male","328","0.67664943233207","0.63502044019498","0.71827842446916","2"
"No","2018","Berlin","Female","362","0.725580722235965","0.687004765337153","0.764156679134776","2"
"No","2018","Brandenburg","Male","315","0.651082840900045","0.60835475564603","0.69381092615406","2"
"No","2018","Brandenburg","Female","404","0.732785668787542","0.695937868610786","0.769633468964299","2"
"No","2018","Mecklenburg-Western Pomerania","Male","175","0.641417578222943","0.583892477574702","0.698942678871184","2"
"No","2018","Mecklenburg-Western Pomerania","Female","240","0.729489604885056","0.681633689552965","0.777345520217147","2"
"No","2018","Saxony","Male","557","0.724671631854119","0.693182951905191","0.756160311803048","2"
"No","2018","Saxony","Female","676","0.822070152408637","0.79646446003775","0.847675844779525","2"
"No","2018","Saxony-Anhalt","Male","263","0.687260233329764","0.642108675303467","0.732411791356062","2"
"No","2018","Saxony-Anhalt","Female","374","0.787314231365535","0.751869117409222","0.822759345321849","2"
"No","2018","Thuringia","Male","296","0.680677037663532","0.636456931760729","0.724897143566335","2"
"No","2018","Thuringia","Female","394","0.76521718199088","0.72857409585112","0.801860268130639","2"
"Yes","2018","Schleswig-Holstein","Male","124","0.282647501088793","0.239837769108894","0.325457233068692","1"
"Yes","2018","Schleswig-Holstein","Female","117","0.238058267572545","0.200764887868002","0.275351647277089","1"
"Yes","2018","Hamburg","Male","54","0.245426306855281","0.187634047202592","0.303218566507971","1"
"Yes","2018","Hamburg","Female","52","0.148027404396072","0.105978306370644","0.1900765024215","1"
"Yes","2018","Hesse","Male","207","0.265353830870296","0.234643136931645","0.296064524808948","1"
"Yes","2018","Hesse","Female","222","0.246098397624466","0.218050796769323","0.27414599847961","1"
"Yes","2018","Rhineland-Palatinate,Saarland","Male","194","0.250288647033729","0.217825721223724","0.282751572843734","1"
"Yes","2018","Rhineland-Palatinate,Saarland","Female","205","0.238328007578111","0.20871134884896","0.267944666307262","1"
"Yes","2018","Baden-Württemberg","Male","292","0.240691275171345","0.21733529023111","0.264047260111581","1"
"Yes","2018","Bavaria","Male","457","0.283597904541365","0.262866911709837","0.304328897372893","1"
"Yes","2018","Lower Saxony","Male","324","0.259363445519391","0.234335085076304","0.284391805962477","1"
"Yes","2018","Baden-Württemberg","Female","272","0.187762399203346","0.168025904105908","0.207498894300785","1"
"Yes","2018","Bavaria","Female","464","0.195280454624746","0.178628295965365","0.211932613284127","1"
"Yes","2018","Berlin","Male","157","0.32335056766793","0.28172157553084","0.36497955980502","1"
"Yes","2018","Lower Saxony","Female","324","0.222916010707474","0.200804233997453","0.245027787417496","1"
"Yes","2018","Brandenburg","Male","163","0.348917159099955","0.30618907384594","0.39164524435397","1"
"Yes","2018","Berlin","Female","152","0.274419277764035","0.235843320865224","0.312995234662847","1"
"Yes","2018","Brandenburg","Female","150","0.267214331212458","0.230366531035701","0.304062131389214","1"
"Yes","2018","Mecklenburg-Western Pomerania","Male","92","0.358582421777057","0.301057321128816","0.416107522425299","1"
"Yes","2018","Bremen","Male","30","0.247311157897513","0.16439082904093","0.330231486754096","1"
"Yes","2018","Mecklenburg-Western Pomerania","Female","91","0.270510395114944","0.222654479782853","0.318366310447035","1"
"Yes","2018","Saxony","Male","216","0.275328368145881","0.243839688196952","0.306817048094809","1"
"Yes","2018","Saxony","Female","181","0.177929847591363","0.152324155220475","0.20353553996225","1"
"Yes","2018","Thuringia","Female","120","0.23478281800912","0.198139731869361","0.27142590414888","1"
"Yes","2018","North Rhine-Westphalia","Female","709","0.230209821828732","0.215005972795719","0.245413670861745","1"
"Yes","2018","Bremen","Female","25","","","","1"
"Yes","2018","Saxony-Anhalt","Male","142","0.312739766670236","0.267588208643938","0.357891324696533","1"
"Yes","2018","North Rhine-Westphalia","Male","702","0.290178507100113","0.272302111186648","0.308054903013578","1"
"Yes","2018","Saxony-Anhalt","Female","138","0.212685768634465","0.177240654678151","0.248130882590778","1"
"Yes","2018","Thuringia","Male","131","0.319322962336468","0.275102856433665","0.363543068239271","1"
