"ple0081_h","year","bula_h","sex","n","percent","lower_confidence","upper_confidence","value"
"Yes","2002","Thuringia","Female","116","0.217368910300756","0.180811878747112","0.2539259418544","1"
"No","2003","Brandenburg","Male","","","","","2"
"No","2003","Hamburg","Male","","","","","2"
"No","2003","Schleswig-Holstein","Male","","","","","2"
"No","2003","Lower Saxony","Female","","","","","2"
"No","2003","Hamburg","Female","","","","","2"
"No","2003","Mecklenburg-Western Pomerania","Male","","","","","2"
"No","2003","Brandenburg","Female","","","","","2"
"No","2003","Schleswig-Holstein","Female","","","","","2"
"No","2003","Lower Saxony","Male","","","","","2"
"No","2003","Mecklenburg-Western Pomerania","Female","","","","","2"
"No","2003","Bremen","Male","","","","","2"
"No","2003","Bremen","Female","","","","","2"
"No","2003","North Rhine-Westphalia","Male","","","","","2"
"No","2003","North Rhine-Westphalia","Female","","","","","2"
"No","2003","Hesse","Male","","","","","2"
"No","2003","Hesse","Female","","","","","2"
"No","2003","Saxony","Male","","","","","2"
"No","2003","Rhineland-Palatinate,Saarland","Male","","","","","2"
"No","2003","Baden-Württemberg","Male","","","","","2"
"No","2003","Rhineland-Palatinate,Saarland","Female","","","","","2"
"No","2003","Saxony","Female","","","","","2"
"No","2003","Baden-Württemberg","Female","","","","","2"
"No","2003","Bavaria","Male","","","","","2"
"No","2003","Bavaria","Female","","","","","2"
"No","2003","Berlin","Male","","","","","2"
"No","2003","Berlin","Female","","","","","2"
"No","2003","Saxony-Anhalt","Male","","","","","2"
"No","2003","Saxony-Anhalt","Female","","","","","2"
"No","2003","Thuringia","Male","","","","","2"
"No","2003","Thuringia","Female","","","","","2"
"Yes","2003","Hesse","Male","","","","","1"
"Yes","2003","Hesse","Female","","","","","1"
"Yes","2003","Rhineland-Palatinate,Saarland","Male","","","","","1"
"Yes","2003","Rhineland-Palatinate,Saarland","Female","","","","","1"
"Yes","2003","Baden-Württemberg","Male","","","","","1"
"Yes","2003","Baden-Württemberg","Female","","","","","1"
"Yes","2003","Bavaria","Male","","","","","1"
"Yes","2003","Bavaria","Female","","","","","1"
"Yes","2003","Berlin","Male","","","","","1"
"Yes","2003","Berlin","Female","","","","","1"
"Yes","2003","Brandenburg","Male","","","","","1"
"Yes","2003","Brandenburg","Female","","","","","1"
"Yes","2003","Mecklenburg-Western Pomerania","Male","","","","","1"
"Yes","2003","Mecklenburg-Western Pomerania","Female","","","","","1"
"Yes","2003","Saxony","Male","","","","","1"
"Yes","2003","Saxony","Female","","","","","1"
"Yes","2003","Saxony-Anhalt","Male","","","","","1"
"Yes","2003","Saxony-Anhalt","Female","","","","","1"
"Yes","2003","Thuringia","Male","","","","","1"
"Yes","2003","Thuringia","Female","","","","","1"
"Yes","2003","Schleswig-Holstein","Male","","","","","1"
"Yes","2003","Schleswig-Holstein","Female","","","","","1"
"Yes","2003","Hamburg","Male","","","","","1"
"Yes","2003","Hamburg","Female","","","","","1"
"Yes","2003","Lower Saxony","Male","","","","","1"
"Yes","2003","Lower Saxony","Female","","","","","1"
"Yes","2003","Bremen","Male","","","","","1"
"Yes","2003","Bremen","Female","","","","","1"
"Yes","2003","North Rhine-Westphalia","Male","","","","","1"
"Yes","2003","North Rhine-Westphalia","Female","","","","","1"
"No","2004","Hamburg","Male","90","0.554373891774239","0.471745863583616","0.637001919964862","2"
"No","2004","Brandenburg","Female","379","0.777182557135187","0.739955081534484","0.814410032735889","2"
"No","2004","Mecklenburg-Western Pomerania","Male","158","0.689743213515895","0.630723587591976","0.748762839439814","2"
"No","2004","Schleswig-Holstein","Male","204","0.596582129670379","0.542662460697161","0.650501798643597","2"
"No","2004","Schleswig-Holstein","Female","271","0.752420507027933","0.707835946817517","0.797005067238349","2"
"No","2004","Hamburg","Female","121","0.672952176314283","0.599569085881766","0.746335266746801","2"
"No","2004","Lower Saxony","Male","607","0.652803379268092","0.621939256707951","0.683667501828233","2"
"No","2004","Lower Saxony","Female","718","0.746666630458557","0.719367088882789","0.773966172034324","2"
"No","2004","Brandenburg","Male","284","0.640522359312507","0.59537770675653","0.685667011868483","2"
"No","2004","Mecklenburg-Western Pomerania","Female","206","0.737687657519014","0.685884786728222","0.789490528309806","2"
"No","2004","Bremen","Male","48","0.650808464655638","0.545014902629153","0.756602026682123","2"
"No","2004","Bremen","Female","63","0.649257609527208","0.550668376215933","0.747846842838483","2"
"No","2004","North Rhine-Westphalia","Male","1412","0.642120195258617","0.622070458104174","0.662169932413061","2"
"No","2004","North Rhine-Westphalia","Female","1678","0.734456674164533","0.71658243957478","0.752330908754286","2"
"No","2004","Saxony","Male","517","0.663785072637342","0.630308606229112","0.697261539045573","2"
"No","2004","Hesse","Male","476","0.658687148957811","0.623511971656278","0.693862326259344","2"
"No","2004","Hesse","Female","549","0.757483535635066","0.726768253779957","0.788198817490175","2"
"No","2004","Rhineland-Palatinate,Saarland","Male","393","0.622952493799265","0.584555441911827","0.661349545686703","2"
"No","2004","Saxony","Female","656","0.815285002602488","0.788543879947837","0.84202612525714","2"
"No","2004","Baden-Württemberg","Male","859","0.664302318733676","0.638411861574735","0.690192775892618","2"
"No","2004","Rhineland-Palatinate,Saarland","Female","503","0.747466426065827","0.715072433739512","0.779860418392142","2"
"No","2004","Baden-Württemberg","Female","1036","0.78242133192626","0.76036278224139","0.804479881611131","2"
"No","2004","Bavaria","Male","1030","0.693431850233804","0.669732780607398","0.717130919860209","2"
"No","2004","Saxony-Anhalt","Male","264","0.648465314278078","0.603232493310384","0.693698135245771","2"
"No","2004","Bavaria","Female","1205","0.753463484283877","0.732364912317104","0.774562056250649","2"
"No","2004","Berlin","Male","248","0.591330115100924","0.542851426906815","0.639808803295034","2"
"No","2004","Berlin","Female","274","0.619939026982603","0.573294300336074","0.666583753629132","2"
"No","2004","Saxony-Anhalt","Female","369","0.776544385624029","0.739995293321708","0.81309347792635","2"
"No","2004","Thuringia","Male","294","0.644343338397746","0.600691629684904","0.687995047110588","2"
"No","2004","Thuringia","Female","365","0.767716881909723","0.729978356915144","0.805455406904301","2"
"Yes","2004","Hesse","Male","222","0.341312851042189","0.306137673740656","0.376488028343721","1"
"Yes","2004","Hesse","Female","199","0.242516464364934","0.211801182509825","0.273231746220043","1"
"Yes","2004","Rhineland-Palatinate,Saarland","Male","219","0.377047506200735","0.338650454313297","0.415444558088172","1"
"Yes","2004","Schleswig-Holstein","Male","114","0.403417870329621","0.349498201356403","0.457337539302839","1"
"Yes","2004","Schleswig-Holstein","Female","89","0.247579492972067","0.202994932761651","0.292164053182483","1"
"Yes","2004","Hamburg","Male","49","0.445626108225761","0.362998080035138","0.528254136416384","1"
"Yes","2004","Hamburg","Female","36","0.327047823685717","0.253664733253199","0.400430914118235","1"
"Yes","2004","Lower Saxony","Male","307","0.347196620731908","0.316332498171767","0.378060743292049","1"
"Yes","2004","Lower Saxony","Female","257","0.253333369541443","0.226033827965676","0.280632911117211","1"
"Yes","2004","Bremen","Male","30","0.349191535344362","0.243397973317877","0.454985097370847","1"
"Yes","2004","Bremen","Female","27","","","","1"
"Yes","2004","North Rhine-Westphalia","Male","784","0.357879804741383","0.337830067586939","0.377929541895826","1"
"Yes","2004","North Rhine-Westphalia","Female","667","0.265543325835467","0.247669091245714","0.28341756042522","1"
"Yes","2004","Rhineland-Palatinate,Saarland","Female","188","0.252533573934173","0.220139581607858","0.284927566260488","1"
"Yes","2004","Baden-Württemberg","Male","419","0.335697681266324","0.309807224107382","0.361588138425265","1"
"Yes","2004","Baden-Württemberg","Female","308","0.21757866807374","0.195520118388869","0.23963721775861","1"
"Yes","2004","Bavaria","Male","424","0.306568149766196","0.282869080139791","0.330267219392602","1"
"Yes","2004","Bavaria","Female","398","0.246536515716123","0.225437943749351","0.267635087682896","1"
"Yes","2004","Berlin","Male","147","0.408669884899076","0.360191196704966","0.457148573093185","1"
"Yes","2004","Berlin","Female","142","0.380060973017397","0.333416246370868","0.426705699663926","1"
"Yes","2004","Brandenburg","Male","150","0.359477640687493","0.314332988131517","0.40462229324347","1"
"Yes","2004","Brandenburg","Female","101","0.222817442864813","0.185589967264111","0.260044918465516","1"
"Yes","2004","Mecklenburg-Western Pomerania","Male","78","0.310256786484105","0.251237160560186","0.369276412408024","1"
"Yes","2004","Mecklenburg-Western Pomerania","Female","71","0.262312342480986","0.210509471690193","0.314115213271778","1"
"Yes","2004","Saxony","Male","248","0.336214927362658","0.302738460954427","0.369691393770888","1"
"Yes","2004","Saxony","Female","153","0.184714997397512","0.15797387474286","0.211456120052163","1"
"Yes","2004","Saxony-Anhalt","Male","164","0.351534685721922","0.306301864754229","0.396767506689616","1"
"Yes","2004","Saxony-Anhalt","Female","130","0.223455614375971","0.18690652207365","0.260004706678292","1"
"Yes","2004","Thuringia","Male","168","0.355656661602254","0.312004952889412","0.399308370315096","1"
"Yes","2004","Thuringia","Female","116","0.232283118090277","0.194544593095699","0.270021643084856","1"
"No","2005","Lower Saxony","Male","","","","","2"
"No","2005","Brandenburg","Female","","","","","2"
"No","2005","Hamburg","Female","","","","","2"
"No","2005","Brandenburg","Male","","","","","2"
"No","2005","Mecklenburg-Western Pomerania","Male","","","","","2"
"No","2005","Mecklenburg-Western Pomerania","Female","","","","","2"
"No","2005","Schleswig-Holstein","Male","","","","","2"
"No","2005","Schleswig-Holstein","Female","","","","","2"
"No","2005","Hamburg","Male","","","","","2"
"No","2005","Lower Saxony","Female","","","","","2"
"No","2005","Bremen","Male","","","","","2"
"No","2005","North Rhine-Westphalia","Male","","","","","2"
"No","2005","Saxony","Male","","","","","2"
"No","2005","Bremen","Female","","","","","2"
"No","2005","North Rhine-Westphalia","Female","","","","","2"
"No","2005","Hesse","Male","","","","","2"
"No","2005","Hesse","Female","","","","","2"
"No","2005","Rhineland-Palatinate,Saarland","Male","","","","","2"
"No","2005","Saxony","Female","","","","","2"
"No","2005","Rhineland-Palatinate,Saarland","Female","","","","","2"
"No","2005","Baden-Württemberg","Male","","","","","2"
"No","2005","Baden-Württemberg","Female","","","","","2"
"No","2005","Bavaria","Male","","","","","2"
"No","2005","Saxony-Anhalt","Male","","","","","2"
"No","2005","Bavaria","Female","","","","","2"
"No","2005","Berlin","Male","","","","","2"
"No","2005","Berlin","Female","","","","","2"
"No","2005","Saxony-Anhalt","Female","","","","","2"
"No","2005","Thuringia","Male","","","","","2"
"No","2005","Thuringia","Female","","","","","2"
"Yes","2005","Schleswig-Holstein","Male","","","","","1"
"Yes","2005","Hesse","Male","","","","","1"
"Yes","2005","Hesse","Female","","","","","1"
"Yes","2005","Rhineland-Palatinate,Saarland","Male","","","","","1"
"Yes","2005","Rhineland-Palatinate,Saarland","Female","","","","","1"
"Yes","2005","Baden-Württemberg","Male","","","","","1"
"Yes","2005","Baden-Württemberg","Female","","","","","1"
"Yes","2005","Bavaria","Male","","","","","1"
"Yes","2005","Bavaria","Female","","","","","1"
"Yes","2005","Berlin","Male","","","","","1"
"Yes","2005","Berlin","Female","","","","","1"
"Yes","2005","Brandenburg","Male","","","","","1"
"Yes","2005","Brandenburg","Female","","","","","1"
"Yes","2005","Mecklenburg-Western Pomerania","Male","","","","","1"
"Yes","2005","Mecklenburg-Western Pomerania","Female","","","","","1"
"Yes","2005","Saxony","Male","","","","","1"
"Yes","2005","Saxony","Female","","","","","1"
"Yes","2005","Saxony-Anhalt","Male","","","","","1"
"Yes","2005","Saxony-Anhalt","Female","","","","","1"
"Yes","2005","Thuringia","Male","","","","","1"
"Yes","2005","Thuringia","Female","","","","","1"
"Yes","2005","Schleswig-Holstein","Female","","","","","1"
"Yes","2005","Hamburg","Male","","","","","1"
"Yes","2005","Hamburg","Female","","","","","1"
"Yes","2005","Lower Saxony","Male","","","","","1"
"Yes","2005","Lower Saxony","Female","","","","","1"
"Yes","2005","Bremen","Male","","","","","1"
"Yes","2005","Bremen","Female","","","","","1"
"Yes","2005","North Rhine-Westphalia","Male","","","","","1"
"Yes","2005","North Rhine-Westphalia","Female","","","","","1"
"No","2006","Hamburg","Female","127","0.744899305781437","0.678183187188768","0.811615424374107","2"
"No","2006","Lower Saxony","Male","662","0.703097248004946","0.674074105956868","0.732120390053023","2"
"No","2006","Mecklenburg-Western Pomerania","Female","217","0.714500923923747","0.662785744979033","0.766216102868462","2"
"No","2006","Schleswig-Holstein","Male","215","0.62719479351533","0.573710597262989","0.68067898976767","2"
"No","2006","Hamburg","Male","97","0.607704993504242","0.527957023383906","0.687452963624578","2"
"No","2006","Lower Saxony","Female","743","0.721078881322271","0.693570356128592","0.748587406515949","2"
"No","2006","Bremen","Male","44","0.695918843427746","0.582325765196336","0.809511921659156","2"
"No","2006","Mecklenburg-Western Pomerania","Male","165","0.634881627970532","0.576132495069631","0.693630760871434","2"
"No","2006","Saxony","Male","538","0.686604411343869","0.653754557590912","0.719454265096826","2"
"No","2006","Schleswig-Holstein","Female","265","0.699855903856337","0.652642748782786","0.747069058929888","2"
"No","2006","Brandenburg","Male","302","0.644549054566279","0.600520138959625","0.688577970172932","2"
"No","2006","Brandenburg","Female","377","0.76847106088377","0.731084969681211","0.805857152086328","2"
"No","2006","North Rhine-Westphalia","Male","1431","0.63045348338753","0.610219374023685","0.650687592751376","2"
"No","2006","Bremen","Female","58","0.63025160218832","0.525767240371527","0.734735964005113","2"
"No","2006","North Rhine-Westphalia","Female","1726","0.727168844368594","0.709247778552743","0.745089910184445","2"
"No","2006","Hesse","Male","477","0.621407056952245","0.585704499955124","0.657109613949366","2"
"No","2006","Saxony","Female","668","0.823167468069813","0.797021987963788","0.849312948175838","2"
"No","2006","Hesse","Female","583","0.736985203680182","0.705988414132921","0.767981993227442","2"
"No","2006","Rhineland-Palatinate,Saarland","Male","399","0.644583070984432","0.606252685894915","0.682913456073949","2"
"No","2006","Rhineland-Palatinate,Saarland","Female","508","0.729209516445333","0.696077190124387","0.762341842766279","2"
"No","2006","Baden-Württemberg","Male","905","0.676378934995209","0.651014585692816","0.701743284297602","2"
"No","2006","Saxony-Anhalt","Male","270","0.649715885443363","0.604833576572126","0.6945981943146","2"
"No","2006","Baden-Württemberg","Female","1097","0.755423940582068","0.733098736368225","0.777749144795911","2"
"No","2006","Bavaria","Male","1054","0.691709471310417","0.668301194357649","0.715117748263184","2"
"No","2006","Bavaria","Female","1249","0.746412810470869","0.725477563166834","0.767348057774904","2"
"No","2006","Berlin","Male","236","0.621401435678696","0.571709815631739","0.671093055725653","2"
"No","2006","Berlin","Female","289","0.625284480963256","0.57899171708521","0.671577244841301","2"
"No","2006","Saxony-Anhalt","Female","348","0.754791952265178","0.716385378804759","0.793198525725597","2"
"No","2006","Thuringia","Male","320","0.682520801761417","0.639795882247685","0.72524572127515","2"
"No","2006","Thuringia","Female","381","0.786061005929574","0.750044090114403","0.822077921744744","2"
"Yes","2006","Schleswig-Holstein","Male","99","0.37280520648467","0.31932101023233","0.426289402737011","1"
"Yes","2006","Hesse","Male","232","0.378592943047755","0.342890386050634","0.414295500044876","1"
"Yes","2006","Hesse","Female","192","0.263014796319818","0.232018006772557","0.294011585867079","1"
"Yes","2006","Rhineland-Palatinate,Saarland","Male","200","0.355416929015568","0.317086543926051","0.393747314105085","1"
"Yes","2006","Rhineland-Palatinate,Saarland","Female","183","0.270790483554667","0.237658157233721","0.303922809875613","1"
"Yes","2006","Baden-Württemberg","Male","402","0.323621065004791","0.298256715702398","0.348985414307184","1"
"Yes","2006","Schleswig-Holstein","Female","97","0.300144096143663","0.252930941070111","0.347357251217214","1"
"Yes","2006","Hamburg","Male","47","0.392295006495758","0.312547036375422","0.472042976616094","1"
"Yes","2006","Hamburg","Female","37","0.255100694218563","0.188384575625893","0.321816812811232","1"
"Yes","2006","Lower Saxony","Male","290","0.296902751995054","0.267879609946977","0.325925894043132","1"
"Yes","2006","Lower Saxony","Female","278","0.278921118677729","0.251412593484051","0.306429643871408","1"
"Yes","2006","Bremen","Male","19","","","","1"
"Yes","2006","Bremen","Female","24","","","","1"
"Yes","2006","North Rhine-Westphalia","Male","755","0.36954651661247","0.349312407248624","0.389780625976315","1"
"Yes","2006","North Rhine-Westphalia","Female","647","0.272831155631406","0.254910089815555","0.290752221447257","1"
"Yes","2006","Baden-Württemberg","Female","327","0.244576059417932","0.222250855204089","0.266901263631775","1"
"Yes","2006","Bavaria","Male","441","0.308290528689583","0.284882251736816","0.331698805642351","1"
"Yes","2006","Bavaria","Female","410","0.253587189529131","0.232651942225096","0.274522436833167","1"
"Yes","2006","Berlin","Male","130","0.378598564321304","0.328906944274347","0.428290184368261","1"
"Yes","2006","Berlin","Female","131","0.374715519036745","0.328422755158699","0.42100828291479","1"
"Yes","2006","Brandenburg","Male","152","0.355450945433721","0.311422029827068","0.399479861040375","1"
"Yes","2006","Brandenburg","Female","112","0.23152893911623","0.194142847913672","0.268915030318789","1"
"Yes","2006","Mecklenburg-Western Pomerania","Male","93","0.365118372029468","0.306369239128566","0.423867504930369","1"
"Yes","2006","Mecklenburg-Western Pomerania","Female","76","0.285499076076253","0.233783897131538","0.337214255020967","1"
"Yes","2006","Saxony","Male","228","0.313395588656131","0.280545734903174","0.346245442409088","1"
"Yes","2006","Saxony","Female","150","0.176832531930187","0.150687051824162","0.202978012036213","1"
"Yes","2006","Saxony-Anhalt","Male","164","0.350284114556637","0.3054018056854","0.395166423427875","1"
"Yes","2006","Saxony-Anhalt","Female","134","0.245208047734822","0.206801474274403","0.283614621195241","1"
"Yes","2006","Thuringia","Male","136","0.317479198238583","0.27475427872485","0.360204117752315","1"
"Yes","2006","Thuringia","Female","117","0.213938994070426","0.177922078255256","0.249955909885597","1"
"No","2007","Mecklenburg-Western Pomerania","Male","","","","","2"
"No","2007","Mecklenburg-Western Pomerania","Female","","","","","2"
"No","2007","Saxony","Male","","","","","2"
"No","2007","Hamburg","Male","","","","","2"
"No","2007","Brandenburg","Female","","","","","2"
"No","2007","North Rhine-Westphalia","Male","","","","","2"
"No","2007","Schleswig-Holstein","Female","","","","","2"
"No","2007","Hamburg","Female","","","","","2"
"No","2007","Lower Saxony","Male","","","","","2"
"No","2007","Lower Saxony","Female","","","","","2"
"No","2007","Brandenburg","Male","","","","","2"
"No","2007","Bremen","Female","","","","","2"
"No","2007","Schleswig-Holstein","Male","","","","","2"
"No","2007","Bremen","Male","","","","","2"
"No","2007","North Rhine-Westphalia","Female","","","","","2"
"No","2007","Hesse","Male","","","","","2"
"No","2007","Saxony","Female","","","","","2"
"No","2007","Hesse","Female","","","","","2"
"No","2007","Rhineland-Palatinate,Saarland","Male","","","","","2"
"No","2007","Rhineland-Palatinate,Saarland","Female","","","","","2"
"No","2007","Baden-Württemberg","Male","","","","","2"
"No","2007","Saxony-Anhalt","Male","","","","","2"
"No","2007","Baden-Württemberg","Female","","","","","2"
"No","2007","Bavaria","Male","","","","","2"
"No","2007","Bavaria","Female","","","","","2"
"No","2007","Berlin","Male","","","","","2"
"No","2007","Berlin","Female","","","","","2"
"No","2007","Saxony-Anhalt","Female","","","","","2"
"No","2007","Thuringia","Male","","","","","2"
"No","2007","Thuringia","Female","","","","","2"
"Yes","2007","Schleswig-Holstein","Male","","","","","1"
"Yes","2007","Hesse","Male","","","","","1"
"Yes","2007","Hesse","Female","","","","","1"
"Yes","2007","Rhineland-Palatinate,Saarland","Male","","","","","1"
"Yes","2007","Schleswig-Holstein","Female","","","","","1"
"Yes","2007","Rhineland-Palatinate,Saarland","Female","","","","","1"
"Yes","2007","Baden-Württemberg","Male","","","","","1"
"Yes","2007","Baden-Württemberg","Female","","","","","1"
"Yes","2007","Bavaria","Male","","","","","1"
"Yes","2007","Bavaria","Female","","","","","1"
"Yes","2007","Berlin","Male","","","","","1"
"Yes","2007","Berlin","Female","","","","","1"
"Yes","2007","Brandenburg","Male","","","","","1"
"Yes","2007","Brandenburg","Female","","","","","1"
"Yes","2007","Mecklenburg-Western Pomerania","Male","","","","","1"
"Yes","2007","Mecklenburg-Western Pomerania","Female","","","","","1"
"Yes","2007","Saxony","Male","","","","","1"
"Yes","2007","Saxony","Female","","","","","1"
"Yes","2007","Saxony-Anhalt","Male","","","","","1"
"Yes","2007","Saxony-Anhalt","Female","","","","","1"
"Yes","2007","Thuringia","Male","","","","","1"
"Yes","2007","Thuringia","Female","","","","","1"
"Yes","2007","Hamburg","Male","","","","","1"
"Yes","2007","Hamburg","Female","","","","","1"
"Yes","2007","Lower Saxony","Male","","","","","1"
"Yes","2007","Lower Saxony","Female","","","","","1"
"Yes","2007","Bremen","Male","","","","","1"
"Yes","2007","Bremen","Female","","","","","1"
"Yes","2007","North Rhine-Westphalia","Male","","","","","1"
"Yes","2007","North Rhine-Westphalia","Female","","","","","1"
"No","2008","North Rhine-Westphalia","Male","1249","0.645998786712707","0.624312865206024","0.667684708219389","2"
"No","2008","Schleswig-Holstein","Female","224","0.743059183338353","0.693197683719827","0.792920682956879","2"
"No","2008","Hamburg","Male","90","0.600764002421785","0.517217567413616","0.684310437429953","2"
"No","2008","Hamburg","Female","117","0.749742080337015","0.680652989795078","0.818831170878952","2"
"No","2008","Lower Saxony","Male","598","0.69812744625383","0.667174719984217","0.729080172523442","2"
"No","2008","Bremen","Female","59","0.738273578291973","0.638790341720697","0.837756814863249","2"
"No","2008","Brandenburg","Female","335","0.747595156575554","0.706679810911736","0.788510502239371","2"
"No","2008","Schleswig-Holstein","Male","192","0.673149529745183","0.616352218647356","0.729946840843011","2"
"No","2008","Lower Saxony","Female","685","0.737409493582892","0.708819025381019","0.765999961784764","2"
"No","2008","Bremen","Male","42","0.729150284352762","0.619413928735005","0.83888663997052","2"
"No","2008","Brandenburg","Male","266","0.625165257482237","0.577366421962986","0.672964093001489","2"
"No","2008","Mecklenburg-Western Pomerania","Male","151","0.63474951452523","0.573187793925781","0.69631123512468","2"
"No","2008","Mecklenburg-Western Pomerania","Female","192","0.70150255682899","0.64577331357153","0.757231800086449","2"
"No","2008","Saxony","Male","504","0.700832702566995","0.667032619230521","0.734632785903468","2"
"No","2008","North Rhine-Westphalia","Female","1546","0.733455557325428","0.714426580692274","0.752484533958581","2"
"No","2008","Hesse","Male","438","0.644881121348345","0.607571893251665","0.682190349445024","2"
