"ple0081_h","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"No","2004","35-65 y.","college entrance qualification","2417","0.730055038157721","0.714611029223248","0.745499047092194"
"No","2004","35-65 y.","Other degree","602","0.722360793327996","0.691948927145428","0.752772659510565"
"No","2004","35-65 y.","no degree/no degree yet","87","0.540134470557668","0.46217576122904","0.618093179886295"
"No","2004","66 and older","lower secondary degree","2221","0.898925182036288","0.887030666071882","0.910819698000693"
"No","2004","66 and older","secondary school degree","467","0.862562629387296","0.833629435371023","0.891495823403569"
"No","2004","66 and older","college entrance qualification","472","0.899303834436798","0.873946176000302","0.924661492873295"
"No","2004","66 and older","Other degree","151","0.871887330502496","0.822511094413229","0.921263566591762"
"No","2004","66 and older","no degree/no degree yet","62","0.940444899242982","0.883777034430658","0.997112764055306"
"Yes","2005","16-34 y.","lower secondary degree","","","",""
"Yes","2005","16-34 y.","secondary school degree","","","",""
"Yes","2005","16-34 y.","college entrance qualification","","","",""
"Yes","2005","16-34 y.","Other degree","","","",""
"Yes","2005","16-34 y.","no degree/no degree yet","","","",""
"Yes","2005","35-65 y.","lower secondary degree","","","",""
"Yes","2005","35-65 y.","secondary school degree","","","",""
"Yes","2005","35-65 y.","college entrance qualification","","","",""
"Yes","2005","35-65 y.","Other degree","","","",""
"Yes","2005","35-65 y.","no degree/no degree yet","","","",""
"Yes","2005","66 and older","lower secondary degree","","","",""
"Yes","2005","66 and older","secondary school degree","","","",""
"Yes","2005","66 and older","college entrance qualification","","","",""
"Yes","2005","66 and older","Other degree","","","",""
"Yes","2005","66 and older","no degree/no degree yet","","","",""
"No","2005","16-34 y.","lower secondary degree","","","",""
"No","2005","16-34 y.","secondary school degree","","","",""
"No","2005","16-34 y.","college entrance qualification","","","",""
"No","2005","16-34 y.","Other degree","","","",""
"No","2005","16-34 y.","no degree/no degree yet","","","",""
"No","2005","35-65 y.","lower secondary degree","","","",""
"No","2005","35-65 y.","secondary school degree","","","",""
"No","2005","35-65 y.","college entrance qualification","","","",""
"No","2005","35-65 y.","Other degree","","","",""
"No","2005","35-65 y.","no degree/no degree yet","","","",""
"No","2005","66 and older","lower secondary degree","","","",""
"No","2005","66 and older","secondary school degree","","","",""
"No","2005","66 and older","college entrance qualification","","","",""
"No","2005","66 and older","Other degree","","","",""
"No","2005","66 and older","no degree/no degree yet","","","",""
"Yes","2006","16-34 y.","lower secondary degree","507","0.540209307582045","0.507917031034151","0.57250158412994"
"Yes","2006","16-34 y.","secondary school degree","655","0.430203157171574","0.405981302808629","0.454425011534519"
"Yes","2006","16-34 y.","college entrance qualification","437","0.26904953527382","0.247501165924878","0.290597904622762"
"Yes","2006","16-34 y.","Other degree","56","0.337222750062198","0.268538900826761","0.405906599297636"
"Yes","2006","16-34 y.","no degree/no degree yet","112","0.306023970243031","0.262516942619038","0.349530997867024"
"Yes","2006","35-65 y.","lower secondary degree","1475","0.395251759343955","0.379907709515363","0.410595809172548"
"Yes","2006","35-65 y.","secondary school degree","1328","0.336526073063454","0.322249252056094","0.350802894070815"
"Yes","2006","35-65 y.","college entrance qualification","753","0.256976860114851","0.242117624958743","0.27183609527096"
"Yes","2006","35-65 y.","Other degree","260","0.354516450826813","0.321450512438407","0.387582389215218"
"Yes","2006","35-65 y.","no degree/no degree yet","56","0.474521005494488","0.392677264297365","0.55636474669161"
"Yes","2006","66 and older","lower secondary degree","273","0.0947746870684363","0.0839641303105474","0.105585243826325"
"Yes","2006","66 and older","secondary school degree","94","0.163344073360574","0.135331038043188","0.191357108677961"
"Yes","2006","66 and older","college entrance qualification","77","0.0959305967093732","0.0737305339727061","0.11813065944604"
"Yes","2006","66 and older","Other degree","33","0.145745729905881","0.0989063277567195","0.192585132055043"
"Yes","2006","66 and older","no degree/no degree yet","10","","",""
"No","2006","16-34 y.","lower secondary degree","408","0.459790692417955","0.42749841587006","0.492082968965849"
"No","2006","16-34 y.","secondary school degree","950","0.569796842828426","0.545574988465481","0.594018697191371"
"No","2006","16-34 y.","college entrance qualification","1190","0.73095046472618","0.709402095377238","0.752498834075122"
"No","2006","16-34 y.","Other degree","126","0.662777249937802","0.594093400702364","0.731461099173239"
"No","2006","16-34 y.","no degree/no degree yet","319","0.693976029756969","0.650469002132975","0.737483057380962"
"No","2006","35-65 y.","lower secondary degree","2425","0.604748240656044","0.589404190827452","0.620092290484637"
"No","2006","35-65 y.","secondary school degree","2880","0.663473926936546","0.649197105929185","0.677750747943906"
"No","2006","35-65 y.","college entrance qualification","2569","0.743023139885148","0.72816390472904","0.757882375041257"
"No","2006","35-65 y.","Other degree","544","0.645483549173187","0.612417610784782","0.678549487561593"
"No","2006","35-65 y.","no degree/no degree yet","87","0.525478994505512","0.44363525330839","0.607322735702635"
"No","2006","66 and older","lower secondary degree","2547","0.905225312931564","0.894414756173675","0.916035869689452"
"No","2006","66 and older","secondary school degree","575","0.836655926639426","0.808642891322039","0.864668961956812"
"No","2006","66 and older","college entrance qualification","599","0.904069403290627","0.88186934055396","0.926269466027294"
"No","2006","66 and older","Other degree","185","0.854254270094119","0.807414867944957","0.901093672243281"
"No","2006","66 and older","no degree/no degree yet","73","0.89058456399269","0.823428393311466","0.957740734673914"
"Yes","2007","16-34 y.","lower secondary degree","","","",""
"Yes","2007","16-34 y.","secondary school degree","","","",""
"Yes","2007","16-34 y.","college entrance qualification","","","",""
"Yes","2007","16-34 y.","Other degree","","","",""
"Yes","2007","16-34 y.","no degree/no degree yet","","","",""
"Yes","2007","35-65 y.","lower secondary degree","","","",""
"Yes","2007","35-65 y.","secondary school degree","","","",""
"Yes","2007","35-65 y.","college entrance qualification","","","",""
"Yes","2007","35-65 y.","Other degree","","","",""
"Yes","2007","35-65 y.","no degree/no degree yet","","","",""
"Yes","2007","66 and older","lower secondary degree","","","",""
"Yes","2007","66 and older","secondary school degree","","","",""
"Yes","2007","66 and older","college entrance qualification","","","",""
"Yes","2007","66 and older","Other degree","","","",""
"Yes","2007","66 and older","no degree/no degree yet","","","",""
"No","2007","16-34 y.","lower secondary degree","","","",""
"No","2007","16-34 y.","secondary school degree","","","",""
"No","2007","16-34 y.","college entrance qualification","","","",""
"No","2007","16-34 y.","Other degree","","","",""
"No","2007","16-34 y.","no degree/no degree yet","","","",""
"No","2007","35-65 y.","lower secondary degree","","","",""
"No","2007","35-65 y.","secondary school degree","","","",""
"No","2007","35-65 y.","college entrance qualification","","","",""
"No","2007","35-65 y.","Other degree","","","",""
"No","2007","35-65 y.","no degree/no degree yet","","","",""
"No","2007","66 and older","lower secondary degree","","","",""
"No","2007","66 and older","secondary school degree","","","",""
"No","2007","66 and older","college entrance qualification","","","",""
"No","2007","66 and older","Other degree","","","",""
"No","2007","66 and older","no degree/no degree yet","","","",""
"Yes","2008","16-34 y.","lower secondary degree","368","0.559269513751558","0.521732426148598","0.596806601354519"
"Yes","2008","16-34 y.","secondary school degree","481","0.382639980007169","0.356158309594291","0.409121650420047"
"Yes","2008","16-34 y.","college entrance qualification","369","0.249298659572154","0.22696244011524","0.271634879029068"
"Yes","2008","16-34 y.","Other degree","42","0.395086315255974","0.306879978570166","0.483292651941783"
"Yes","2008","16-34 y.","no degree/no degree yet","79","0.240352037822137","0.198052545948811","0.282651529695462"
"Yes","2008","35-65 y.","lower secondary degree","1219","0.400968751679248","0.383926793831601","0.418010709526895"
"Yes","2008","35-65 y.","secondary school degree","1155","0.319721860449486","0.304824990576615","0.334618730322358"
"Yes","2008","35-65 y.","college entrance qualification","601","0.216841866879153","0.20203371343344","0.231650020324867"
"Yes","2008","35-65 y.","Other degree","189","0.33938184059932","0.302289821172732","0.376473860025909"
"Yes","2008","35-65 y.","no degree/no degree yet","46","0.470204349100516","0.372865788582259","0.567542909618774"
"Yes","2008","66 and older","lower secondary degree","287","0.10974603851295","0.0978317325333743","0.121660344492527"
"Yes","2008","66 and older","secondary school degree","89","0.134811162741546","0.109493250850627","0.160129074632466"
"Yes","2008","66 and older","college entrance qualification","78","0.0856459318071401","0.0653736273203109","0.105918236293969"
"Yes","2008","66 and older","Other degree","21","","",""
"Yes","2008","66 and older","no degree/no degree yet","7","","",""
"No","2008","16-34 y.","lower secondary degree","304","0.440730486248442","0.403193398645481","0.478267573851402"
"No","2008","16-34 y.","secondary school degree","813","0.617360019992831","0.590878349579953","0.643841690405709"
"No","2008","16-34 y.","college entrance qualification","1072","0.750701340427846","0.728365120970932","0.77303755988476"
"No","2008","16-34 y.","Other degree","76","0.604913684744026","0.516707348058217","0.693120021429834"
"No","2008","16-34 y.","no degree/no degree yet","313","0.759647962177863","0.717348470304538","0.801947454051188"
"No","2008","35-65 y.","lower secondary degree","1958","0.599031248320752","0.581989290473105","0.616073206168399"
"No","2008","35-65 y.","secondary school degree","2610","0.680278139550514","0.665381269677642","0.695175009423385"
"No","2008","35-65 y.","college entrance qualification","2374","0.783158133120846","0.768349979675133","0.79796628656656"
"No","2008","35-65 y.","Other degree","437","0.66061815940068","0.623526139974091","0.697710178827268"
"No","2008","35-65 y.","no degree/no degree yet","55","0.529795650899483","0.432457090381226","0.627134211417741"
"No","2008","66 and older","lower secondary degree","2357","0.89025396148705","0.878339655507474","0.902168267466626"
"No","2008","66 and older","secondary school degree","610","0.865188837258454","0.839870925367534","0.890506749149373"
"No","2008","66 and older","college entrance qualification","654","0.91435406819286","0.894081763706031","0.934626372679689"
"No","2008","66 and older","Other degree","186","0.877126496279271","0.832404296776489","0.921848695782053"
"No","2008","66 and older","no degree/no degree yet","51","0.882450873880829","0.79956336920402","0.965338378557638"
"Yes","2009","16-34 y.","lower secondary degree","","","",""
"Yes","2009","16-34 y.","secondary school degree","","","",""
"Yes","2009","16-34 y.","college entrance qualification","","","",""
"Yes","2009","16-34 y.","Other degree","","","",""
"Yes","2009","16-34 y.","no degree/no degree yet","","","",""
"Yes","2009","35-65 y.","lower secondary degree","","","",""
"Yes","2009","35-65 y.","secondary school degree","","","",""
"Yes","2009","35-65 y.","college entrance qualification","","","",""
"Yes","2009","35-65 y.","Other degree","","","",""
"Yes","2009","35-65 y.","no degree/no degree yet","","","",""
"Yes","2009","66 and older","lower secondary degree","","","",""
"Yes","2009","66 and older","secondary school degree","","","",""
"Yes","2009","66 and older","college entrance qualification","","","",""
"Yes","2009","66 and older","Other degree","","","",""
"Yes","2009","66 and older","no degree/no degree yet","","","",""
"No","2009","16-34 y.","lower secondary degree","","","",""
"No","2009","16-34 y.","secondary school degree","","","",""
"No","2009","16-34 y.","college entrance qualification","","","",""
"No","2009","16-34 y.","Other degree","","","",""
"No","2009","16-34 y.","no degree/no degree yet","","","",""
"No","2009","35-65 y.","lower secondary degree","","","",""
"No","2009","35-65 y.","secondary school degree","","","",""
"No","2009","35-65 y.","college entrance qualification","","","",""
"No","2009","35-65 y.","Other degree","","","",""
"No","2009","35-65 y.","no degree/no degree yet","","","",""
"No","2009","66 and older","lower secondary degree","","","",""
"No","2009","66 and older","secondary school degree","","","",""
"No","2009","66 and older","college entrance qualification","","","",""
"No","2009","66 and older","Other degree","","","",""
"No","2009","66 and older","no degree/no degree yet","","","",""
"Yes","2010","16-34 y.","lower secondary degree","253","0.486047160803826","0.441241283757381","0.53085303785027"
"Yes","2010","16-34 y.","secondary school degree","376","0.415395095808522","0.385256377539222","0.445533814077822"
"Yes","2010","16-34 y.","college entrance qualification","313","0.229851900150629","0.206945504196742","0.252758296104517"
"Yes","2010","16-34 y.","Other degree","28","","",""
"Yes","2010","16-34 y.","no degree/no degree yet","46","0.200418237292084","0.154344955179007","0.24649151940516"
"Yes","2010","35-65 y.","lower secondary degree","1020","0.405358791426359","0.386384747208151","0.424332835644567"
"Yes","2010","35-65 y.","secondary school degree","1030","0.324753392314707","0.308715381848857","0.340791402780556"
"Yes","2010","35-65 y.","college entrance qualification","519","0.237830565373697","0.221571341760357","0.254089788987037"
"Yes","2010","35-65 y.","Other degree","128","0.282822947378867","0.24240638090212","0.323239513855614"
"Yes","2010","35-65 y.","no degree/no degree yet","35","0.414044815049444","0.304735627672579","0.523354002426308"
"Yes","2010","66 and older","lower secondary degree","241","0.102634902931168","0.0903255060819211","0.114944299780415"
"Yes","2010","66 and older","secondary school degree","85","0.126252963933067","0.102371148747276","0.150134779118857"
"Yes","2010","66 and older","college entrance qualification","84","0.0868227734846936","0.0666035571872564","0.107041989782131"
"Yes","2010","66 and older","Other degree","17","","",""
"Yes","2010","66 and older","no degree/no degree yet","8","","",""
"No","2010","16-34 y.","lower secondary degree","225","0.513952839196174","0.46914696214973","0.558758716242619"
"No","2010","16-34 y.","secondary school degree","651","0.584604904191478","0.554466185922178","0.614743622460778"
"No","2010","16-34 y.","college entrance qualification","983","0.770148099849371","0.747241703895483","0.793054495803258"
"No","2010","16-34 y.","Other degree","47","0.611157209955659","0.500830427057731","0.721483992853587"
"No","2010","16-34 y.","no degree/no degree yet","244","0.799581762707916","0.75350848059484","0.845655044820993"
"No","2010","35-65 y.","lower secondary degree","1552","0.594641208573641","0.575667164355433","0.613615252791849"
"No","2010","35-65 y.","secondary school degree","2245","0.675246607685293","0.659208597219444","0.691284618151143"
"No","2010","35-65 y.","college entrance qualification","2115","0.762169434626303","0.745910211012963","0.778428658239643"
"No","2010","35-65 y.","Other degree","349","0.717177052621133","0.676760486144386","0.75759361909788"
"No","2010","35-65 y.","no degree/no degree yet","43","0.585955184950556","0.476645997573692","0.695264372327421"
"No","2010","66 and older","lower secondary degree","2094","0.897365097068832","0.885055700219585","0.909674493918079"
"No","2010","66 and older","secondary school degree","658","0.873747036066933","0.849865220881143","0.897628851252724"
"No","2010","66 and older","college entrance qualification","661","0.913177226515306","0.892958010217869","0.933396442812744"
"No","2010","66 and older","Other degree","154","0.878630855852966","0.829685960313585","0.927575751392347"
"No","2010","66 and older","no degree/no degree yet","45","0.827036974143802","0.725213184524207","0.928860763763398"
"Yes","2011","16-34 y.","lower secondary degree","","","",""
"Yes","2011","16-34 y.","secondary school degree","","","",""
"Yes","2011","16-34 y.","college entrance qualification","","","",""
"Yes","2011","16-34 y.","Other degree","","","",""
"Yes","2011","16-34 y.","no degree/no degree yet","","","",""
"Yes","2011","35-65 y.","lower secondary degree","","","",""
"Yes","2011","35-65 y.","secondary school degree","","","",""
"Yes","2011","35-65 y.","college entrance qualification","","","",""
"Yes","2011","35-65 y.","Other degree","","","",""
"Yes","2011","35-65 y.","no degree/no degree yet","","","",""
"Yes","2011","66 and older","lower secondary degree","","","",""
"Yes","2011","66 and older","secondary school degree","","","",""
"Yes","2011","66 and older","college entrance qualification","","","",""
"Yes","2011","66 and older","Other degree","","","",""
"Yes","2011","66 and older","no degree/no degree yet","","","",""
"No","2011","16-34 y.","lower secondary degree","","","",""
"No","2011","16-34 y.","secondary school degree","","","",""
"No","2011","16-34 y.","college entrance qualification","","","",""
"No","2011","16-34 y.","Other degree","","","",""
"No","2011","16-34 y.","no degree/no degree yet","","","",""
"No","2011","35-65 y.","lower secondary degree","","","",""
"No","2011","35-65 y.","secondary school degree","","","",""
"No","2011","35-65 y.","college entrance qualification","","","",""
"No","2011","35-65 y.","Other degree","","","",""
"No","2011","35-65 y.","no degree/no degree yet","","","",""
"No","2011","66 and older","lower secondary degree","","","",""
"No","2011","66 and older","secondary school degree","","","",""
"No","2011","66 and older","college entrance qualification","","","",""
"No","2011","66 and older","Other degree","","","",""
"No","2011","66 and older","no degree/no degree yet","","","",""
"Yes","2012","16-34 y.","lower secondary degree","306","0.508480142582267","0.467111221634305","0.549849063530229"
"Yes","2012","16-34 y.","secondary school degree","406","0.389592333515667","0.360981455575517","0.418203211455817"
"Yes","2012","16-34 y.","college entrance qualification","360","0.215178529491747","0.194960234298793","0.235396824684701"
"Yes","2012","16-34 y.","Other degree","45","0.295895996149528","0.21619738198721","0.375594610311846"
"Yes","2012","16-34 y.","no degree/no degree yet","70","0.248747644519643","0.202177615779014","0.295317673260272"
"Yes","2012","35-65 y.","lower secondary degree","1217","0.39278196431162","0.375559819485889","0.410004109137351"
"Yes","2012","35-65 y.","secondary school degree","1257","0.325350522854937","0.310732642628146","0.339968403081727"
"Yes","2012","35-65 y.","college entrance qualification","624","0.224024220502908","0.209457181269245","0.238591259736572"
"Yes","2012","35-65 y.","Other degree","211","0.30539536451755","0.272800403342776","0.337990325692324"
"Yes","2012","35-65 y.","no degree/no degree yet","67","0.500707390797223","0.416981962638007","0.58443281895644"
"Yes","2012","66 and older","lower secondary degree","298","0.109266895243625","0.0978472570933445","0.120686533393906"
"Yes","2012","66 and older","secondary school degree","119","0.123322200140532","0.102902044005883","0.143742356275182"
"Yes","2012","66 and older","college entrance qualification","88","0.0843871200770995","0.066692634063055","0.102081606091144"
"Yes","2012","66 and older","Other degree","35","0.16744701409982","0.123791452826859","0.211102575372781"
"Yes","2012","66 and older","no degree/no degree yet","14","","",""
"No","2012","16-34 y.","lower secondary degree","255","0.491519857417733","0.450150936469771","0.532888778365695"
"No","2012","16-34 y.","secondary school degree","710","0.610407666484333","0.581796788544183","0.639018544424483"
"No","2012","16-34 y.","college entrance qualification","1227","0.784821470508253","0.764603175315299","0.805039765701207"
"No","2012","16-34 y.","Other degree","81","0.704104003850472","0.624405389688154","0.78380261801279"
"No","2012","16-34 y.","no degree/no degree yet","261","0.751252355480357","0.704682326739728","0.797822384220986"
"No","2012","35-65 y.","lower secondary degree","1872","0.60721803568838","0.589995890862649","0.624440180514111"
"No","2012","35-65 y.","secondary school degree","2689","0.674649477145063","0.660031596918273","0.689267357371854"
"No","2012","35-65 y.","college entrance qualification","2523","0.775975779497092","0.761408740263428","0.790542818730755"
"No","2012","35-65 y.","Other degree","556","0.69460463548245","0.662009674307676","0.727199596657224"
"No","2012","35-65 y.","no degree/no degree yet","70","0.499292609202777","0.41556718104356","0.583018037361993"
"No","2012","66 and older","lower secondary degree","2569","0.890733104756375","0.879313466606094","0.902152742906655"
"No","2012","66 and older","secondary school degree","877","0.876677799859468","0.856257643724818","0.897097955994117"
"No","2012","66 and older","college entrance qualification","860","0.9156128799229","0.897918393908856","0.933307365936945"
"No","2012","66 and older","Other degree","246","0.83255298590018","0.788897424627219","0.876208547173141"
"No","2012","66 and older","no degree/no degree yet","67","0.846362603059498","0.767833202100807","0.924892004018188"
"Yes","2013","16-34 y.","lower secondary degree","","","",""
"Yes","2013","16-34 y.","secondary school degree","","","",""
"Yes","2013","16-34 y.","college entrance qualification","","","",""
"Yes","2013","16-34 y.","Other degree","","","",""
"Yes","2013","16-34 y.","no degree/no degree yet","","","",""
"Yes","2013","35-65 y.","lower secondary degree","","","",""
"Yes","2013","35-65 y.","secondary school degree","","","",""
"Yes","2013","35-65 y.","college entrance qualification","","","",""
"Yes","2013","35-65 y.","Other degree","","","",""
"Yes","2013","35-65 y.","no degree/no degree yet","","","",""
"Yes","2013","66 and older","lower secondary degree","","","",""
"Yes","2013","66 and older","secondary school degree","","","",""
"Yes","2013","66 and older","college entrance qualification","","","",""
"Yes","2013","66 and older","Other degree","","","",""
"Yes","2013","66 and older","no degree/no degree yet","","","",""
"No","2013","16-34 y.","lower secondary degree","","","",""
"No","2013","16-34 y.","secondary school degree","","","",""
"No","2013","16-34 y.","college entrance qualification","","","",""
"No","2013","16-34 y.","Other degree","","","",""
"No","2013","16-34 y.","no degree/no degree yet","","","",""
"No","2013","35-65 y.","lower secondary degree","","","",""
"No","2013","35-65 y.","secondary school degree","","","",""
"No","2013","35-65 y.","college entrance qualification","","","",""
"No","2013","35-65 y.","Other degree","","","",""
"No","2013","35-65 y.","no degree/no degree yet","","","",""
"No","2013","66 and older","lower secondary degree","","","",""
"No","2013","66 and older","secondary school degree","","","",""
"No","2013","66 and older","college entrance qualification","","","",""
"No","2013","66 and older","Other degree","","","",""
"No","2013","66 and older","no degree/no degree yet","","","",""
"Yes","2014","16-34 y.","lower secondary degree","586","0.520563864415848","0.490375289508352","0.550752439323344"
"Yes","2014","16-34 y.","secondary school degree","628","0.381296174884277","0.357817703967102","0.404774645801451"
"Yes","2014","16-34 y.","college entrance qualification","417","0.193260754001665","0.176016008669745","0.210505499333586"
"Yes","2014","16-34 y.","Other degree","198","0.308583082320006","0.271248139957553","0.345918024682459"
"Yes","2014","16-34 y.","no degree/no degree yet","144","0.25516364310258","0.219986390619601","0.290340895585558"
"Yes","2014","35-65 y.","lower secondary degree","1363","0.416223836165698","0.399326148294183","0.433121524037213"
"Yes","2014","35-65 y.","secondary school degree","1519","0.318589532546575","0.305530415537843","0.331648649555308"
"Yes","2014","35-65 y.","college entrance qualification","851","0.225307945416236","0.213061824011523","0.237554066820949"
"Yes","2014","35-65 y.","Other degree","700","0.320965933227315","0.302319528732843","0.339612337721787"
"Yes","2014","35-65 y.","no degree/no degree yet","175","0.528960477098419","0.47628859591675","0.581632358280088"
"Yes","2014","66 and older","lower secondary degree","286","0.111994005322146","0.0998698835824431","0.124118127061849"
"Yes","2014","66 and older","secondary school degree","117","0.112444168865597","0.0929997295957883","0.131888608135406"
"Yes","2014","66 and older","college entrance qualification","98","0.0954915583591823","0.0768812255762652","0.114101891142099"
"Yes","2014","66 and older","Other degree","59","0.183164563217068","0.140381558788221","0.225947567645916"
"Yes","2014","66 and older","no degree/no degree yet","7","","",""
"No","2014","16-34 y.","lower secondary degree","466","0.479436135584152","0.449247560676656","0.509624710491648"
