"ple0081_h","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2013","(3a) lower tertiary education","higher vocational","","","",""
"Yes","2013","(3a) lower tertiary education","higher education","","","",""
"Yes","2013","(3b) higher tertiary education","in school","","","",""
"Yes","2013","(3b) higher tertiary education","inadequately","","","",""
"Yes","2013","(3b) higher tertiary education","general elemantary","","","",""
"Yes","2013","(3b) higher tertiary education","middle vocational","","","",""
"Yes","2013","(3b) higher tertiary education","vocational + Abi","","","",""
"Yes","2013","(3b) higher tertiary education","higher vocational","","","",""
"Yes","2013","(3b) higher tertiary education","higher education","","","",""
"No","2013","(0) in school","in school","","","",""
"No","2013","(0) in school","inadequately","","","",""
"No","2013","(0) in school","general elemantary","","","",""
"No","2013","(0) in school","middle vocational","","","",""
"No","2013","(0) in school","vocational + Abi","","","",""
"No","2013","(0) in school","higher vocational","","","",""
"No","2013","(0) in school","higher education","","","",""
"No","2013","(1a) inadequately completed","in school","","","",""
"No","2013","(1a) inadequately completed","inadequately","","","",""
"No","2013","(1a) inadequately completed","general elemantary","","","",""
"No","2013","(1a) inadequately completed","middle vocational","","","",""
"No","2013","(1a) inadequately completed","vocational + Abi","","","",""
"No","2013","(1a) inadequately completed","higher vocational","","","",""
"No","2013","(1a) inadequately completed","higher education","","","",""
"No","2013","(1b) general elementary school","in school","","","",""
"No","2013","(1b) general elementary school","inadequately","","","",""
"No","2013","(1b) general elementary school","general elemantary","","","",""
"No","2013","(1b) general elementary school","middle vocational","","","",""
"No","2013","(1b) general elementary school","vocational + Abi","","","",""
"No","2013","(1b) general elementary school","higher vocational","","","",""
"No","2013","(1b) general elementary school","higher education","","","",""
"No","2013","(1c) basic vocational qualification","in school","","","",""
"No","2013","(1c) basic vocational qualification","inadequately","","","",""
"No","2013","(1c) basic vocational qualification","general elemantary","","","",""
"No","2013","(1c) basic vocational qualification","middle vocational","","","",""
"No","2013","(1c) basic vocational qualification","vocational + Abi","","","",""
"No","2013","(1c) basic vocational qualification","higher vocational","","","",""
"No","2013","(1c) basic vocational qualification","higher education","","","",""
"No","2013","(2b) intermediate general qualification","in school","","","",""
"No","2013","(2b) intermediate general qualification","inadequately","","","",""
"No","2013","(2b) intermediate general qualification","general elemantary","","","",""
"No","2013","(2b) intermediate general qualification","middle vocational","","","",""
"No","2013","(2b) intermediate general qualification","vocational + Abi","","","",""
"No","2013","(2b) intermediate general qualification","higher vocational","","","",""
"No","2013","(2b) intermediate general qualification","higher education","","","",""
"No","2013","(2a) intermediate vocational","in school","","","",""
"No","2013","(2a) intermediate vocational","inadequately","","","",""
"No","2013","(2a) intermediate vocational","general elemantary","","","",""
"No","2013","(2a) intermediate vocational","middle vocational","","","",""
"No","2013","(2a) intermediate vocational","vocational + Abi","","","",""
"No","2013","(2a) intermediate vocational","higher vocational","","","",""
"No","2013","(2a) intermediate vocational","higher education","","","",""
"No","2013","(2c_gen) general maturity certificate","in school","","","",""
"No","2013","(2c_gen) general maturity certificate","inadequately","","","",""
"No","2013","(2c_gen) general maturity certificate","general elemantary","","","",""
"No","2013","(2c_gen) general maturity certificate","middle vocational","","","",""
"No","2013","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"No","2013","(2c_gen) general maturity certificate","higher vocational","","","",""
"No","2013","(2c_gen) general maturity certificate","higher education","","","",""
"No","2013","(2c_voc) vocational maturity certificate","in school","","","",""
"No","2013","(2c_voc) vocational maturity certificate","inadequately","","","",""
"No","2013","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"No","2013","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"No","2013","(2c_voc) vocational maturity certificate","vocational + Abi","","","",""
"No","2013","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"No","2013","(2c_voc) vocational maturity certificate","higher education","","","",""
"No","2013","(3a) lower tertiary education","in school","","","",""
"No","2013","(3a) lower tertiary education","inadequately","","","",""
"No","2013","(3a) lower tertiary education","general elemantary","","","",""
"No","2013","(3a) lower tertiary education","middle vocational","","","",""
"No","2013","(3a) lower tertiary education","vocational + Abi","","","",""
"No","2013","(3a) lower tertiary education","higher vocational","","","",""
"No","2013","(3a) lower tertiary education","higher education","","","",""
"No","2013","(3b) higher tertiary education","in school","","","",""
"No","2013","(3b) higher tertiary education","inadequately","","","",""
"No","2013","(3b) higher tertiary education","general elemantary","","","",""
"No","2013","(3b) higher tertiary education","middle vocational","","","",""
"No","2013","(3b) higher tertiary education","vocational + Abi","","","",""
"No","2013","(3b) higher tertiary education","higher vocational","","","",""
"No","2013","(3b) higher tertiary education","higher education","","","",""
"Yes","2014","(0) in school","in school","64","0.158778684985776","0.124974057456509","0.192583312515043"
"Yes","2014","(0) in school","inadequately","","","",""
"Yes","2014","(0) in school","general elemantary","","","",""
"Yes","2014","(0) in school","middle vocational","1","","",""
"Yes","2014","(0) in school","vocational + Abi","","","",""
"Yes","2014","(0) in school","higher vocational","","","",""
"Yes","2014","(0) in school","higher education","","","",""
"Yes","2014","(1a) inadequately completed","in school","","","",""
"Yes","2014","(1a) inadequately completed","inadequately","212","0.461924238348019","0.415393934714242","0.508454541981796"
"Yes","2014","(1a) inadequately completed","general elemantary","","","",""
"Yes","2014","(1a) inadequately completed","middle vocational","44","0.39819058946049","0.300773038545765","0.495608140375216"
"Yes","2014","(1a) inadequately completed","vocational + Abi","","","",""
"Yes","2014","(1a) inadequately completed","higher vocational","3","","",""
"Yes","2014","(1a) inadequately completed","higher education","","","",""
"Yes","2014","(1b) general elementary school","in school","","","",""
"Yes","2014","(1b) general elementary school","inadequately","37","0.587431694574697","0.467752672774492","0.707110716374902"
"Yes","2014","(1b) general elementary school","general elemantary","848","0.327144860917854","0.307987411315145","0.346302310520563"
"Yes","2014","(1b) general elementary school","middle vocational","","","",""
"Yes","2014","(1b) general elementary school","vocational + Abi","","","",""
"Yes","2014","(1b) general elementary school","higher vocational","","","",""
"Yes","2014","(1b) general elementary school","higher education","","","",""
"Yes","2014","(1c) basic vocational qualification","in school","","","",""
"Yes","2014","(1c) basic vocational qualification","inadequately","","","",""
"Yes","2014","(1c) basic vocational qualification","general elemantary","","","",""
"Yes","2014","(1c) basic vocational qualification","middle vocational","1736","0.296098015020877","0.283995179804524","0.30820085023723"
"Yes","2014","(1c) basic vocational qualification","vocational + Abi","","","",""
"Yes","2014","(1c) basic vocational qualification","higher vocational","84","0.190811431041949","0.152636527334234","0.228986334749664"
"Yes","2014","(1c) basic vocational qualification","higher education","","","",""
"Yes","2014","(2b) intermediate general qualification","in school","","","",""
"Yes","2014","(2b) intermediate general qualification","inadequately","","","",""
"Yes","2014","(2b) intermediate general qualification","general elemantary","326","0.365547230729461","0.332423330019717","0.398671131439204"
"Yes","2014","(2b) intermediate general qualification","middle vocational","","","",""
"Yes","2014","(2b) intermediate general qualification","vocational + Abi","","","",""
"Yes","2014","(2b) intermediate general qualification","higher vocational","","","",""
"Yes","2014","(2b) intermediate general qualification","higher education","","","",""
"Yes","2014","(2a) intermediate vocational","in school","","","",""
"Yes","2014","(2a) intermediate vocational","inadequately","","","",""
"Yes","2014","(2a) intermediate vocational","general elemantary","","","",""
