"ple0081_h","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"Yes","2010","Employed","direct migration background","265","0.322037842113178","0.290607404596143","0.353468279630214","1"
"Yes","2010","Not Employed","no migration background","996","0.180221496301181","0.170119127894035","0.190323864708328","1"
"Yes","2010","Not Employed","direct migration background","105","0.206347537480879","0.174671623868086","0.238023451093671","1"
"Yes","2010","Employed","indirect migration background","194","0.429450356408369","0.385259972469013","0.473640740347726","1"
"No","2011","Not Employed","no migration background","","","","","2"
"No","2011","Not Employed","direct migration background","","","","","2"
"No","2011","Employed","direct migration background","","","","","2"
"No","2011","Employed","indirect migration background","","","","","2"
"No","2011","Not Employed","indirect migration background","","","","","2"
"No","2011","Employed","no migration background","","","","","2"
"Yes","2011","Not Employed","indirect migration background","","","","","1"
"Yes","2011","Employed","no migration background","","","","","1"
"Yes","2011","Employed","direct migration background","","","","","1"
"Yes","2011","Employed","indirect migration background","","","","","1"
"Yes","2011","Not Employed","no migration background","","","","","1"
"Yes","2011","Not Employed","direct migration background","","","","","1"
"No","2012","Not Employed","no migration background","5785","0.817068758720697","0.808056957007345","0.826080560434048","2"
"No","2012","Not Employed","direct migration background","639","0.791994778024744","0.763655860298462","0.820333695751026","2"
"No","2012","Not Employed","indirect migration background","146","0.723604715369166","0.660347002501414","0.786862428236918","2"
"No","2012","Employed","no migration background","7455","0.689025197091247","0.680259777882611","0.697790616299883","2"
"No","2012","Employed","direct migration background","823","0.682516134123398","0.655647182065477","0.709385086181318","2"
"No","2012","Employed","indirect migration background","394","0.655437917502853","0.617570130427372","0.693305704578334","2"
"Yes","2012","Not Employed","indirect migration background","46","0.276395284630834","0.213137571763082","0.339652997498586","1"
"Yes","2012","Employed","no migration background","3258","0.310974802908753","0.302209383700117","0.319740222117389","1"
"Yes","2012","Employed","direct migration background","330","0.317483865876602","0.290614913818682","0.344352817934523","1"
"Yes","2012","Employed","indirect migration background","211","0.344562082497147","0.306694295421666","0.382429869572628","1"
"Yes","2012","Not Employed","no migration background","1285","0.182931241279304","0.173919439565952","0.191943042992655","1"
"Yes","2012","Not Employed","direct migration background","149","0.208005221975256","0.179666304248974","0.236344139701538","1"
"No","2013","Not Employed","no migration background","","","","","2"
"No","2013","Not Employed","direct migration background","","","","","2"
"No","2013","Not Employed","indirect migration background","","","","","2"
"No","2013","Employed","no migration background","","","","","2"
"No","2013","Employed","direct migration background","","","","","2"
"No","2013","Employed","indirect migration background","","","","","2"
"Yes","2013","Not Employed","indirect migration background","","","","","1"
"Yes","2013","Employed","no migration background","","","","","1"
"Yes","2013","Employed","direct migration background","","","","","1"
"Yes","2013","Employed","indirect migration background","","","","","1"
"Yes","2013","Not Employed","no migration background","","","","","1"
"Yes","2013","Not Employed","direct migration background","","","","","1"
"No","2014","Not Employed","no migration background","5696","0.813033567224785","0.803999582930907","0.822067551518663","2"
"No","2014","Not Employed","direct migration background","1255","0.763258421561922","0.743116719937252","0.783400123186592","2"
"No","2014","Not Employed","indirect migration background","343","0.631628638582683","0.590009117706214","0.673248159459152","2"
"No","2014","Employed","no migration background","9264","0.69576415339562","0.687880744740053","0.703647562051187","2"
"No","2014","Employed","direct migration background","2355","0.691982307987142","0.676504930019767","0.707459685954518","2"
"No","2014","Employed","indirect migration background","815","0.63961066538153","0.613298497453276","0.665922833309784","2"
"Yes","2014","Not Employed","indirect migration background","173","0.368371361417317","0.326751840540848","0.409990882293786","1"
"Yes","2014","Employed","no migration background","3820","0.30423584660438","0.296352437948813","0.312119255259946","1"
"Yes","2014","Employed","direct migration background","1063","0.308017692012858","0.292540314045482","0.323495069980233","1"
"Yes","2014","Employed","indirect migration background","464","0.36038933461847","0.334077166690216","0.386701502546724","1"
"Yes","2014","Not Employed","no migration background","1459","0.186966432775215","0.177932448481337","0.196000417069093","1"
"Yes","2014","Not Employed","direct migration background","456","0.236741578438078","0.216599876813408","0.256883280062748","1"
"No","2015","Not Employed","no migration background","","","","","2"
"No","2015","Not Employed","direct migration background","","","","","2"
"No","2015","Not Employed","indirect migration background","","","","","2"
"No","2015","Employed","no migration background","","","","","2"
"No","2015","Employed","direct migration background","","","","","2"
"No","2015","Employed","indirect migration background","","","","","2"
"Yes","2015","Not Employed","indirect migration background","","","","","1"
"Yes","2015","Employed","no migration background","","","","","1"
"Yes","2015","Not Employed","no migration background","","","","","1"
"Yes","2015","Employed","direct migration background","","","","","1"
"Yes","2015","Not Employed","direct migration background","","","","","1"
"Yes","2015","Employed","indirect migration background","","","","","1"
"No","2016","Not Employed","no migration background","5104","0.819701580428456","0.810201077099866","0.829202083757046","2"
"No","2016","Not Employed","direct migration background","1065","0.75425094223737","0.731944406138084","0.776557478336656","2"
"No","2016","Not Employed","indirect migration background","275","0.65236955983702","0.605583949620916","0.699155170053125","2"
"No","2016","Employed","no migration background","8397","0.711818637912284","0.703585781251163","0.720051494573405","2"
"No","2016","Employed","direct migration background","2332","0.712880227906281","0.697603251054136","0.728157204758427","2"
"No","2016","Employed","indirect migration background","772","0.698324878091147","0.671808821650014","0.724840934532281","2"
"Yes","2016","Not Employed","indirect migration background","123","0.34763044016298","0.300844829946875","0.394416050379084","1"
"Yes","2016","Employed","no migration background","3229","0.288181362087716","0.279948505426595","0.296414218748837","1"
"Yes","2016","Not Employed","no migration background","1186","0.180298419571544","0.170797916242954","0.189798922900134","1"
"Yes","2016","Not Employed","direct migration background","366","0.24574905776263","0.223442521663344","0.268055593861916","1"
"Yes","2016","Employed","direct migration background","1037","0.287119772093718","0.271842795241573","0.302396748945864","1"
"Yes","2016","Employed","indirect migration background","379","0.301675121908853","0.275159065467719","0.328191178349986","1"
"No","2017","Not Employed","no migration background","","","","","2"
"No","2017","Not Employed","direct migration background","","","","","2"
"No","2017","Not Employed","indirect migration background","","","","","2"
"No","2017","Employed","no migration background","","","","","2"
"No","2017","Employed","direct migration background","","","","","2"
"No","2017","Employed","indirect migration background","","","","","2"
"Yes","2017","Not Employed","indirect migration background","","","","","1"
"Yes","2017","Employed","no migration background","","","","","1"
"Yes","2017","Not Employed","no migration background","","","","","1"
"Yes","2017","Not Employed","direct migration background","","","","","1"
"Yes","2017","Employed","direct migration background","","","","","1"
"Yes","2017","Employed","indirect migration background","","","","","1"
"No","2018","Not Employed","no migration background","5274","0.82819509444703","0.81903903929331","0.837351149600751","2"
"No","2018","Not Employed","direct migration background","989","0.759281689157067","0.73608644960703","0.782476928707103","2"
"No","2018","Not Employed","indirect migration background","296","0.725286861621768","0.68104286681011","0.769530856433426","2"
"No","2018","Employed","no migration background","9581","0.727874622276363","0.720246398119789","0.735502846432937","2"
"No","2018","Employed","direct migration background","2141","0.688344697319214","0.671992654348247","0.704696740290181","2"
"No","2018","Employed","indirect migration background","891","0.672613689520178","0.647153833456189","0.698073545584167","2"
"Yes","2018","Not Employed","no migration background","1246","0.17180490555297","0.162648850399249","0.18096096070669","1"
"Yes","2018","Not Employed","indirect migration background","95","0.274713138378232","0.230469143566574","0.318957133189889","1"
"Yes","2018","Employed","no migration background","3495","0.272125377723637","0.264497153567063","0.279753601880211","1"
"Yes","2018","Not Employed","direct migration background","316","0.240718310842933","0.217523071292897","0.26391355039297","1"
"Yes","2018","Employed","direct migration background","941","0.311655302680786","0.295303259709819","0.328007345651753","1"
"Yes","2018","Employed","indirect migration background","414","0.327386310479822","0.301926454415833","0.35284616654381","1"
