"ple0081_h","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Yes","2004","Saxony-Anhalt","college entrance qualification","55","0.28334809472477","0.219273544130637","0.347422645318904"
"Yes","2004","Saxony-Anhalt","Other degree","5","","",""
"Yes","2004","Saxony-Anhalt","no degree/no degree yet","14","","",""
"Yes","2004","Thuringia","lower secondary degree","78","0.259686016748488","0.210397748667838","0.308974284829138"
"Yes","2004","Thuringia","secondary school degree","149","0.33516208707864","0.290336227814562","0.379987946342718"
"Yes","2004","Thuringia","college entrance qualification","40","0.272524101891411","0.204378484551342","0.34066971923148"
"Yes","2004","Thuringia","Other degree","1","","",""
"Yes","2004","Thuringia","no degree/no degree yet","10","","",""
"No","2004","Schleswig-Holstein","lower secondary degree","168","0.610330150404594","0.55216042371952","0.668499877089669"
"No","2004","Schleswig-Holstein","secondary school degree","112","0.657608600282457","0.586695081907516","0.728522118657398"
"No","2004","Schleswig-Holstein","college entrance qualification","144","0.839695523253554","0.784381087958205","0.895009958548904"
"No","2004","Schleswig-Holstein","Other degree","22","","",""
"No","2004","Schleswig-Holstein","no degree/no degree yet","18","","",""
"No","2004","Hamburg","lower secondary degree","43","0.450988692334641","0.33911840177592","0.562858982893362"
"No","2004","Hamburg","secondary school degree","66","0.640483622727145","0.541345614257246","0.739621631197044"
"No","2004","Hamburg","college entrance qualification","82","0.750414566501318","0.668028189708292","0.832800943294343"
"No","2004","Hamburg","Other degree","9","","",""
"No","2004","Hamburg","no degree/no degree yet","9","","",""
"No","2004","Lower Saxony","lower secondary degree","470","0.70324065259246","0.669154519651769","0.737326785533151"
"No","2004","Lower Saxony","secondary school degree","379","0.675255806792528","0.636574712267324","0.713936901317732"
"No","2004","Lower Saxony","college entrance qualification","334","0.723604595938643","0.681530064013738","0.765679127863548"
"No","2004","Lower Saxony","Other degree","58","0.702376460330786","0.606302193819011","0.79845072684256"
"No","2004","Lower Saxony","no degree/no degree yet","64","0.730985464644127","0.637263559277866","0.824707370010388"
"No","2004","Bremen","lower secondary degree","38","0.719676755726536","0.602037472179117","0.837316039273955"
"No","2004","Bremen","secondary school degree","27","","",""
"No","2004","Bremen","college entrance qualification","32","0.75345084149034","0.626100247132206","0.880801435848473"
"No","2004","Bremen","Other degree","10","","",""
"No","2004","Bremen","no degree/no degree yet","4","","",""
"No","2004","North Rhine-Westphalia","lower secondary degree","1112","0.704356273754085","0.682384386382856","0.726328161125314"
"No","2004","North Rhine-Westphalia","secondary school degree","613","0.631649462774974","0.601511127412664","0.661787798137284"
"No","2004","North Rhine-Westphalia","college entrance qualification","941","0.712204323061248","0.687450575201385","0.736958070921112"
"No","2004","North Rhine-Westphalia","Other degree","225","0.678711793421591","0.627707087820808","0.729716499022374"
"No","2004","North Rhine-Westphalia","no degree/no degree yet","165","0.713749414563665","0.65520621905888","0.77229261006845"
"No","2004","Hesse","lower secondary degree","328","0.7016881515491","0.659695529523805","0.743680773574395"
"No","2004","Hesse","secondary school degree","238","0.667160694322864","0.618949533491998","0.71537185515373"
"No","2004","Hesse","college entrance qualification","318","0.761044756965931","0.720309503375183","0.801780010556679"
"No","2004","Hesse","Other degree","83","0.678363152219361","0.595135157828996","0.761591146609727"
"No","2004","Hesse","no degree/no degree yet","42","0.723366424229223","0.610177460360599","0.836555388097848"
"No","2004","Rhineland-Palatinate,Saarland","lower secondary degree","414","0.694625064812659","0.658076099010188","0.73117403061513"
"No","2004","Rhineland-Palatinate,Saarland","secondary school degree","170","0.630275358238377","0.573012749449491","0.687537967027262"
"No","2004","Rhineland-Palatinate,Saarland","college entrance qualification","192","0.71578146296592","0.660421674224802","0.771141251707038"
"No","2004","Rhineland-Palatinate,Saarland","Other degree","65","0.717655670681495","0.624657494495516","0.810653846867474"
"No","2004","Rhineland-Palatinate,Saarland","no degree/no degree yet","40","0.744504606278795","0.627086414472498","0.861922798085092"
"No","2004","Baden-Württemberg","lower secondary degree","651","0.717413571062687","0.688397562603514","0.74642957952186"
"No","2004","Baden-Württemberg","secondary school degree","434","0.70167073231982","0.665333314995972","0.738008149643668"
"No","2004","Baden-Württemberg","college entrance qualification","483","0.746073326258896","0.712139371976156","0.780007280541637"
"No","2004","Baden-Württemberg","Other degree","205","0.805999891937408","0.759516889664233","0.852482894210584"
"No","2004","Baden-Württemberg","no degree/no degree yet","92","0.681444688575264","0.601659886143611","0.761229491006916"
"No","2004","Bavaria","lower secondary degree","862","0.692930482877452","0.667551134547118","0.718309831207786"
"No","2004","Bavaria","secondary school degree","530","0.712628783219214","0.68015506704753","0.745102499390898"
"No","2004","Bavaria","college entrance qualification","600","0.803290560193879","0.774493942348148","0.83208717803961"
"No","2004","Bavaria","Other degree","135","0.814467432558163","0.755154000037936","0.873780865078391"
"No","2004","Bavaria","no degree/no degree yet","82","0.749328155996038","0.666430501052948","0.832225810939128"
"No","2004","Berlin","lower secondary degree","89","0.560189894108842","0.480490468056452","0.639889320161231"
"No","2004","Berlin","secondary school degree","167","0.569248341129434","0.510400842810435","0.628095839448432"
"No","2004","Berlin","college entrance qualification","208","0.691602805081957","0.639167531098323","0.744038079065591"
"No","2004","Berlin","Other degree","23","","",""
"No","2004","Berlin","no degree/no degree yet","21","","",""
"No","2004","Brandenburg","lower secondary degree","204","0.757571688417667","0.706454171972606","0.808689204862728"
"No","2004","Brandenburg","secondary school degree","268","0.666920166481517","0.620203611755562","0.713636721207473"
"No","2004","Brandenburg","college entrance qualification","158","0.755375935944568","0.696242756132422","0.814509115756714"
"No","2004","Brandenburg","Other degree","8","","",""
"No","2004","Brandenburg","no degree/no degree yet","21","","",""
"No","2004","Mecklenburg-Western Pomerania","lower secondary degree","94","0.692940386114704","0.614250229075353","0.771630543154056"
"No","2004","Mecklenburg-Western Pomerania","secondary school degree","173","0.716521091712612","0.660654400300968","0.772387783124255"
"No","2004","Mecklenburg-Western Pomerania","college entrance qualification","75","0.761639985642153","0.676848197617883","0.846431773666424"
"No","2004","Mecklenburg-Western Pomerania","Other degree","7","","",""
"No","2004","Mecklenburg-Western Pomerania","no degree/no degree yet","12","","",""
"No","2004","Saxony","lower secondary degree","330","0.789322661682403","0.750183072686916","0.82846225067789"
"No","2004","Saxony","secondary school degree","515","0.703131407540629","0.66982871730636","0.736434097774899"
"No","2004","Saxony","college entrance qualification","262","0.724681751908562","0.677819134768881","0.771544369048244"
"No","2004","Saxony","Other degree","12","","",""
"No","2004","Saxony","no degree/no degree yet","41","0.784784944590266","0.674142487378619","0.895427401801913"
"No","2004","Saxony-Anhalt","lower secondary degree","221","0.793810660465561","0.747876950250493","0.839744370680629"
"No","2004","Saxony-Anhalt","secondary school degree","245","0.656529237402998","0.608721255774004","0.704337219031992"
"No","2004","Saxony-Anhalt","college entrance qualification","135","0.71665190527523","0.652577354681096","0.780726455869363"
"No","2004","Saxony-Anhalt","Other degree","5","","",""
"No","2004","Saxony-Anhalt","no degree/no degree yet","23","","",""
"No","2004","Thuringia","lower secondary degree","226","0.740313983251512","0.691025715170862","0.789602251332162"
"No","2004","Thuringia","secondary school degree","277","0.66483791292136","0.620012053657283","0.709663772185438"
"No","2004","Thuringia","college entrance qualification","124","0.727475898108589","0.65933028076852","0.795621515448658"
"No","2004","Thuringia","Other degree","4","","",""
"No","2004","Thuringia","no degree/no degree yet","21","","",""
"Yes","2005","Schleswig-Holstein","lower secondary degree","","","",""
"Yes","2005","Schleswig-Holstein","secondary school degree","","","",""
"Yes","2005","Schleswig-Holstein","college entrance qualification","","","",""
"Yes","2005","Schleswig-Holstein","Other degree","","","",""
"Yes","2005","Schleswig-Holstein","no degree/no degree yet","","","",""
"Yes","2005","Hamburg","lower secondary degree","","","",""
"Yes","2005","Hamburg","secondary school degree","","","",""
"Yes","2005","Hamburg","college entrance qualification","","","",""
"Yes","2005","Hamburg","Other degree","","","",""
"Yes","2005","Hamburg","no degree/no degree yet","","","",""
"Yes","2005","Lower Saxony","lower secondary degree","","","",""
"Yes","2005","Lower Saxony","secondary school degree","","","",""
"Yes","2005","Lower Saxony","college entrance qualification","","","",""
"Yes","2005","Lower Saxony","Other degree","","","",""
"Yes","2005","Lower Saxony","no degree/no degree yet","","","",""
"Yes","2005","Bremen","lower secondary degree","","","",""
"Yes","2005","Bremen","secondary school degree","","","",""
"Yes","2005","Bremen","college entrance qualification","","","",""
"Yes","2005","Bremen","Other degree","","","",""
"Yes","2005","Bremen","no degree/no degree yet","","","",""
"Yes","2005","North Rhine-Westphalia","lower secondary degree","","","",""
"Yes","2005","North Rhine-Westphalia","secondary school degree","","","",""
"Yes","2005","North Rhine-Westphalia","college entrance qualification","","","",""
"Yes","2005","North Rhine-Westphalia","Other degree","","","",""
"Yes","2005","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Yes","2005","Hesse","lower secondary degree","","","",""
"Yes","2005","Hesse","secondary school degree","","","",""
"Yes","2005","Hesse","college entrance qualification","","","",""
"Yes","2005","Hesse","Other degree","","","",""
"Yes","2005","Hesse","no degree/no degree yet","","","",""
"Yes","2005","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Yes","2005","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Yes","2005","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Yes","2005","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Yes","2005","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Yes","2005","Baden-Württemberg","lower secondary degree","","","",""
"Yes","2005","Baden-Württemberg","secondary school degree","","","",""
"Yes","2005","Baden-Württemberg","college entrance qualification","","","",""
"Yes","2005","Baden-Württemberg","Other degree","","","",""
"Yes","2005","Baden-Württemberg","no degree/no degree yet","","","",""
"Yes","2005","Bavaria","lower secondary degree","","","",""
"Yes","2005","Bavaria","secondary school degree","","","",""
"Yes","2005","Bavaria","college entrance qualification","","","",""
"Yes","2005","Bavaria","Other degree","","","",""
"Yes","2005","Bavaria","no degree/no degree yet","","","",""
"Yes","2005","Berlin","lower secondary degree","","","",""
"Yes","2005","Berlin","secondary school degree","","","",""
"Yes","2005","Berlin","college entrance qualification","","","",""
"Yes","2005","Berlin","Other degree","","","",""
"Yes","2005","Berlin","no degree/no degree yet","","","",""
"Yes","2005","Brandenburg","lower secondary degree","","","",""
"Yes","2005","Brandenburg","secondary school degree","","","",""
"Yes","2005","Brandenburg","college entrance qualification","","","",""
"Yes","2005","Brandenburg","Other degree","","","",""
"Yes","2005","Brandenburg","no degree/no degree yet","","","",""
"Yes","2005","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Yes","2005","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Yes","2005","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Yes","2005","Mecklenburg-Western Pomerania","Other degree","","","",""
"Yes","2005","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Yes","2005","Saxony","lower secondary degree","","","",""
"Yes","2005","Saxony","secondary school degree","","","",""
"Yes","2005","Saxony","college entrance qualification","","","",""
"Yes","2005","Saxony","Other degree","","","",""
