"ple0081_h","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Yes","2015","in school","Urban Area","","","","","1"
"Yes","2015","inadequately","Urban Area","","","","","1"
"Yes","2015","inadequately","Rural Area","","","","","1"
"Yes","2015","higher vocational","Urban Area","","","","","1"
"Yes","2015","higher vocational","Rural Area","","","","","1"
"Yes","2015","higher education","Urban Area","","","","","1"
"Yes","2015","vocational + Abi","Rural Area","","","","","1"
"No","2016","in school","Urban Area","212","0.841063011360705","0.79528132288564","0.88684469983577","2"
"No","2016","in school","Rural Area","79","0.848774206521413","0.774341791494592","0.923206621548234","2"
"No","2016","inadequately","Urban Area","152","0.582817976466769","0.525266986394474","0.640368966539064","2"
"No","2016","inadequately","Rural Area","63","0.545683487574935","0.45659796436548","0.634769010784391","2"
"No","2016","general elemantary","Urban Area","1052","0.660757167945192","0.638204605522482","0.683309730367902","2"
"No","2016","general elemantary","Rural Area","572","0.701677373975171","0.671465896146764","0.731888851803579","2"
"No","2016","middle vocational","Urban Area","4763","0.727890433096709","0.717220363020696","0.738560503172723","2"
"No","2016","middle vocational","Rural Area","2979","0.702330615210923","0.688719571612388","0.715941658809457","2"
"No","2016","vocational + Abi","Urban Area","1079","0.731828448409294","0.709319374784281","0.754337522034306","2"
"No","2016","vocational + Abi","Rural Area","390","0.762106402958202","0.72602608286924","0.798186723047164","2"
"No","2016","higher vocational","Urban Area","674","0.784478892407549","0.75680401527695","0.812153769538149","2"
"No","2016","higher vocational","Rural Area","455","0.811672955616981","0.779348827721683","0.84399708351228","2"
"No","2016","higher education","Urban Area","3662","0.840149424583547","0.829157606740645","0.851141242426449","2"
"No","2016","higher education","Rural Area","1384","0.821496291689138","0.802929003001086","0.84006358037719","2"
"Yes","2016","general elemantary","Urban Area","641","0.339242832054808","0.316690269632098","0.361795394477518","1"
"Yes","2016","general elemantary","Rural Area","309","0.298322626024828","0.268111148196421","0.328534103853236","1"
"Yes","2016","middle vocational","Urban Area","1920","0.272109566903291","0.261439496827277","0.282779636979304","1"
"Yes","2016","middle vocational","Rural Area","1356","0.297669384789077","0.284058341190543","0.311280428387612","1"
"Yes","2016","vocational + Abi","Urban Area","409","0.268171551590707","0.245662477965694","0.290680625215719","1"
"Yes","2016","higher education","Rural Area","250","0.178503708310862","0.15993641962281","0.197070996998914","1"
"Yes","2016","in school","Rural Area","10","","","","1"
"Yes","2016","higher vocational","Urban Area","174","0.215521107592451","0.187846230461851","0.24319598472305","1"
"Yes","2016","higher vocational","Rural Area","107","0.188327044383018","0.15600291648772","0.220651172278317","1"
"Yes","2016","inadequately","Urban Area","130","0.417182023533231","0.359631033460936","0.474733013605526","1"
"Yes","2016","vocational + Abi","Rural Area","145","0.237893597041798","0.201813276952836","0.27397391713076","1"
"Yes","2016","higher education","Urban Area","608","0.159850575416453","0.148858757573551","0.170842393259355","1"
"Yes","2016","in school","Urban Area","33","0.158936988639295","0.11315530016423","0.20471867711436","1"
"Yes","2016","inadequately","Rural Area","57","0.454316512425065","0.365230989215609","0.54340203563452","1"
"No","2017","in school","Urban Area","","","","","2"
"No","2017","in school","Rural Area","","","","","2"
"No","2017","inadequately","Urban Area","","","","","2"
"No","2017","inadequately","Rural Area","","","","","2"
"No","2017","general elemantary","Urban Area","","","","","2"
"No","2017","general elemantary","Rural Area","","","","","2"
"No","2017","middle vocational","Urban Area","","","","","2"
"No","2017","middle vocational","Rural Area","","","","","2"
"No","2017","vocational + Abi","Urban Area","","","","","2"
"No","2017","vocational + Abi","Rural Area","","","","","2"
"No","2017","higher vocational","Urban Area","","","","","2"
"No","2017","higher vocational","Rural Area","","","","","2"
"No","2017","higher education","Urban Area","","","","","2"
"No","2017","higher education","Rural Area","","","","","2"
"Yes","2017","middle vocational","Rural Area","","","","","1"
"Yes","2017","vocational + Abi","Urban Area","","","","","1"
"Yes","2017","general elemantary","Urban Area","","","","","1"
"Yes","2017","general elemantary","Rural Area","","","","","1"
"Yes","2017","middle vocational","Urban Area","","","","","1"
"Yes","2017","higher education","Rural Area","","","","","1"
"Yes","2017","higher vocational","Urban Area","","","","","1"
"Yes","2017","higher vocational","Rural Area","","","","","1"
"Yes","2017","in school","Urban Area","","","","","1"
"Yes","2017","in school","Rural Area","","","","","1"
"Yes","2017","inadequately","Urban Area","","","","","1"
"Yes","2017","inadequately","Rural Area","","","","","1"
"Yes","2017","vocational + Abi","Rural Area","","","","","1"
"Yes","2017","higher education","Urban Area","","","","","1"
"No","2018","in school","Urban Area","226","0.913623032488834","0.878869918361138","0.94837614661653","2"
"No","2018","in school","Rural Area","76","0.942077679219735","0.892123160142882","0.992032198296589","2"
"No","2018","inadequately","Urban Area","175","0.540058816896758","0.487237804930542","0.592879828862974","2"
"No","2018","inadequately","Rural Area","71","0.56257968880686","0.478272663211856","0.646886714401865","2"
"No","2018","general elemantary","Urban Area","1050","0.665315535679578","0.642824580698913","0.687806490660243","2"
"No","2018","general elemantary","Rural Area","612","0.668599637631947","0.639022834622787","0.698176440641108","2"
"No","2018","middle vocational","Urban Area","4995","0.735839270765324","0.725438757730056","0.746239783800591","2"
"No","2018","middle vocational","Rural Area","3178","0.704878819427954","0.691675497676276","0.718082141179631","2"
"No","2018","vocational + Abi","Urban Area","1103","0.7293806086253","0.706934740654757","0.751826476595842","2"
"No","2018","vocational + Abi","Rural Area","462","0.767103785110322","0.733506469479919","0.800701100740724","2"
"No","2018","higher vocational","Urban Area","677","0.794613572357545","0.767277823831428","0.821949320883663","2"
"No","2018","higher vocational","Rural Area","492","0.791173128871105","0.758890536694782","0.823455721047428","2"
"No","2018","higher education","Urban Area","3917","0.846130396725943","0.835655349342291","0.856605444109594","2"
"No","2018","higher education","Rural Area","1514","0.853065442343517","0.836510969347826","0.869619915339208","2"
"Yes","2018","middle vocational","Rural Area","1406","0.295121180572046","0.281917858820369","0.308324502323724","1"
"Yes","2018","vocational + Abi","Urban Area","402","0.2706193913747","0.248173523404158","0.293065259345242","1"
"Yes","2018","vocational + Abi","Rural Area","146","0.232896214889678","0.199298899259276","0.266493530520081","1"
"Yes","2018","higher education","Rural Area","243","0.146934557656483","0.130380084660792","0.163489030652174","1"
"Yes","2018","higher vocational","Urban Area","162","0.205386427642455","0.178050679116337","0.232722176168572","1"
"Yes","2018","in school","Urban Area","25","","","","1"
"Yes","2018","general elemantary","Urban Area","641","0.334684464320422","0.312193509339757","0.357175419301087","1"
"Yes","2018","general elemantary","Rural Area","361","0.331400362368053","0.301823559358892","0.360977165377213","1"
"Yes","2018","middle vocational","Urban Area","1908","0.264160729234676","0.253760216199409","0.274561242269944","1"
"Yes","2018","higher vocational","Rural Area","117","0.208826871128895","0.176544278952572","0.241109463305218","1"
"Yes","2018","in school","Rural Area","8","","","","1"
"Yes","2018","inadequately","Urban Area","167","0.459941183103242","0.407120171137026","0.512762195069458","1"
"Yes","2018","higher education","Urban Area","641","0.153869603274057","0.143394555890406","0.164344650657709","1"
"Yes","2018","inadequately","Rural Area","62","0.43742031119314","0.353113285598135","0.521727336788144","1"
