"ple0081_h","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Yes","2002","Bavaria","Rural Area","483","0.284390701156238","0.262663008550512","0.306118393761965","1"
"Yes","2002","Berlin","Urban Area","314","0.390236474130217","0.357110379269731","0.423362568990703","1"
"Yes","2002","Berlin","Rural Area","","","","","1"
"Yes","2002","Brandenburg","Urban Area","18","","","","1"
"Yes","2002","Brandenburg","Rural Area","251","0.286899142389919","0.257364902374938","0.316433382404901","1"
"Yes","2002","Mecklenburg-Western Pomerania","Urban Area","17","","","","1"
"Yes","2002","Mecklenburg-Western Pomerania","Rural Area","140","0.327882610811525","0.284266208135838","0.371499013487213","1"
"Yes","2002","Saxony","Urban Area","198","0.266845177174273","0.236195166901656","0.297495187446891","1"
"Yes","2002","Saxony","Rural Area","230","0.243840998014291","0.2151090961725","0.272572899856082","1"
"Yes","2002","Saxony-Anhalt","Urban Area","65","0.27209785754171","0.21715049128988","0.327045223793541","1"
"Yes","2002","Saxony-Anhalt","Rural Area","247","0.33080657374807","0.296486960042516","0.365126187453623","1"
"Yes","2002","Thuringia","Urban Area","91","0.35032291596589","0.295320442864634","0.405325389067146","1"
"Yes","2002","Thuringia","Rural Area","208","0.271074722475261","0.237713502791233","0.304435942159289","1"
"No","2003","Brandenburg","Urban Area","","","","","2"
"No","2003","Hamburg","Urban Area","","","","","2"
"No","2003","Schleswig-Holstein","Urban Area","","","","","2"
"No","2003","Lower Saxony","Rural Area","","","","","2"
"No","2003","Hamburg","Rural Area","","","","","2"
"No","2003","Mecklenburg-Western Pomerania","Urban Area","","","","","2"
"No","2003","Brandenburg","Rural Area","","","","","2"
"No","2003","Schleswig-Holstein","Rural Area","","","","","2"
"No","2003","Lower Saxony","Urban Area","","","","","2"
"No","2003","Mecklenburg-Western Pomerania","Rural Area","","","","","2"
"No","2003","Bremen","Urban Area","","","","","2"
"No","2003","Bremen","Rural Area","","","","","2"
"No","2003","North Rhine-Westphalia","Urban Area","","","","","2"
"No","2003","North Rhine-Westphalia","Rural Area","","","","","2"
"No","2003","Hesse","Urban Area","","","","","2"
"No","2003","Hesse","Rural Area","","","","","2"
"No","2003","Saxony","Urban Area","","","","","2"
"No","2003","Rhineland-Palatinate,Saarland","Urban Area","","","","","2"
"No","2003","Baden-Württemberg","Urban Area","","","","","2"
"No","2003","Rhineland-Palatinate,Saarland","Rural Area","","","","","2"
"No","2003","Saxony","Rural Area","","","","","2"
"No","2003","Baden-Württemberg","Rural Area","","","","","2"
"No","2003","Bavaria","Urban Area","","","","","2"
"No","2003","Bavaria","Rural Area","","","","","2"
"No","2003","Berlin","Urban Area","","","","","2"
"No","2003","Berlin","Rural Area","","","","","2"
"No","2003","Saxony-Anhalt","Urban Area","","","","","2"
"No","2003","Saxony-Anhalt","Rural Area","","","","","2"
"No","2003","Thuringia","Urban Area","","","","","2"
"No","2003","Thuringia","Rural Area","","","","","2"
"Yes","2003","Hesse","Urban Area","","","","","1"
"Yes","2003","Hesse","Rural Area","","","","","1"
"Yes","2003","Rhineland-Palatinate,Saarland","Urban Area","","","","","1"
"Yes","2003","Rhineland-Palatinate,Saarland","Rural Area","","","","","1"
"Yes","2003","Baden-Württemberg","Urban Area","","","","","1"
"Yes","2003","Baden-Württemberg","Rural Area","","","","","1"
"Yes","2003","Bavaria","Urban Area","","","","","1"
"Yes","2003","Bavaria","Rural Area","","","","","1"
"Yes","2003","Berlin","Urban Area","","","","","1"
"Yes","2003","Berlin","Rural Area","","","","","1"
"Yes","2003","Brandenburg","Urban Area","","","","","1"
"Yes","2003","Brandenburg","Rural Area","","","","","1"
"Yes","2003","Mecklenburg-Western Pomerania","Urban Area","","","","","1"
"Yes","2003","Mecklenburg-Western Pomerania","Rural Area","","","","","1"
"Yes","2003","Saxony","Urban Area","","","","","1"
"Yes","2003","Saxony","Rural Area","","","","","1"
"Yes","2003","Saxony-Anhalt","Urban Area","","","","","1"
"Yes","2003","Saxony-Anhalt","Rural Area","","","","","1"
"Yes","2003","Thuringia","Urban Area","","","","","1"
"Yes","2003","Thuringia","Rural Area","","","","","1"
"Yes","2003","Schleswig-Holstein","Urban Area","","","","","1"
"Yes","2003","Schleswig-Holstein","Rural Area","","","","","1"
"Yes","2003","Hamburg","Urban Area","","","","","1"
"Yes","2003","Hamburg","Rural Area","","","","","1"
"Yes","2003","Lower Saxony","Urban Area","","","","","1"
"Yes","2003","Lower Saxony","Rural Area","","","","","1"
"Yes","2003","Bremen","Urban Area","","","","","1"
"Yes","2003","Bremen","Rural Area","","","","","1"
"Yes","2003","North Rhine-Westphalia","Urban Area","","","","","1"
"Yes","2003","North Rhine-Westphalia","Rural Area","","","","","1"
"No","2004","Hamburg","Urban Area","211","0.617670954084946","0.562310521937075","0.673031386232817","2"
"No","2004","Brandenburg","Rural Area","612","0.715426268877669","0.684913031106252","0.745939506649086","2"
"No","2004","Mecklenburg-Western Pomerania","Urban Area","49","0.638705856064079","0.529988628311924","0.747423083816234","2"
"No","2004","Schleswig-Holstein","Urban Area","202","0.69134164998467","0.638267020312366","0.744416279656974","2"
"No","2004","Schleswig-Holstein","Rural Area","273","0.669102819761073","0.622223039028841","0.715982600493306","2"
"No","2004","Hamburg","Rural Area","","","","","2"
"No","2004","Lower Saxony","Urban Area","664","0.691417424743508","0.662243772140687","0.720591077346329","2"
"No","2004","Lower Saxony","Rural Area","661","0.711532010083243","0.682351785290836","0.740712234875649","2"
"No","2004","Brandenburg","Urban Area","51","0.641196140815783","0.531912228587795","0.750480053043772","2"
"No","2004","Mecklenburg-Western Pomerania","Rural Area","315","0.727124859074458","0.685409352811274","0.768840365337642","2"
"No","2004","Bremen","Urban Area","111","0.650011278937093","0.577887093584447","0.722135464289739","2"
"No","2004","Bremen","Rural Area","","","","","2"
"No","2004","North Rhine-Westphalia","Urban Area","3013","0.688047677389846","0.674411155155136","0.701684199624556","2"
"No","2004","North Rhine-Westphalia","Rural Area","77","0.710289390045793","0.624337374313948","0.796241405777639","2"
"No","2004","Saxony","Urban Area","590","0.735622859597245","0.704674306600357","0.766571412594134","2"
"No","2004","Hesse","Urban Area","846","0.706639119746537","0.680770423066635","0.732507816426438","2"
"No","2004","Hesse","Rural Area","179","0.715689457338203","0.66043250851417","0.770946406162236","2"
"No","2004","Rhineland-Palatinate,Saarland","Urban Area","686","0.678729688537261","0.649743959226647","0.707715417847875","2"
"No","2004","Saxony","Rural Area","583","0.742879340065888","0.712479908203799","0.773278771927977","2"
"No","2004","Baden-Württemberg","Urban Area","1716","0.720643907465471","0.702651907171671","0.738635907759272","2"
"No","2004","Rhineland-Palatinate,Saarland","Rural Area","210","0.72455283939581","0.67449852016508","0.774607158626539","2"
"No","2004","Baden-Württemberg","Rural Area","179","0.765229821274039","0.710806187071197","0.819653455476882","2"
"No","2004","Bavaria","Urban Area","1135","0.741423476933002","0.71930233442144","0.763544619444564","2"
"No","2004","Saxony-Anhalt","Urban Area","177","0.749211414607804","0.694933753582621","0.803489075632987","2"
"No","2004","Bavaria","Rural Area","1100","0.708726721341258","0.686122374710273","0.731331067972242","2"
"No","2004","Berlin","Urban Area","522","0.606017631668007","0.572388265104344","0.63964699823167","2"
"No","2004","Berlin","Rural Area","","","","","2"
"No","2004","Saxony-Anhalt","Rural Area","456","0.70582653745776","0.671628070244341","0.740025004671179","2"
"No","2004","Thuringia","Urban Area","201","0.672323986532074","0.617735563355347","0.726912409708801","2"
"No","2004","Thuringia","Rural Area","458","0.716349702782101","0.681933769769971","0.75076563579423","2"
"Yes","2004","Hesse","Urban Area","344","0.293360880253463","0.267492183573562","0.319229576933365","1"
"Yes","2004","Hesse","Rural Area","77","0.284310542661797","0.229053593837764","0.33956749148583","1"
"Yes","2004","Rhineland-Palatinate,Saarland","Urban Area","311","0.321270311462739","0.292284582152125","0.350256040773353","1"
"Yes","2004","Schleswig-Holstein","Urban Area","89","0.30865835001533","0.255583720343026","0.361732979687634","1"
"Yes","2004","Schleswig-Holstein","Rural Area","114","0.330897180238927","0.284017399506694","0.377776960971159","1"
"Yes","2004","Hamburg","Urban Area","85","0.382329045915054","0.326968613767183","0.437689478062925","1"
"Yes","2004","Hamburg","Rural Area","","","","","1"
"Yes","2004","Lower Saxony","Urban Area","299","0.308582575256492","0.279408922653671","0.337756227859313","1"
"Yes","2004","Lower Saxony","Rural Area","265","0.288467989916757","0.25928776512435","0.317648214709164","1"
"Yes","2004","Bremen","Urban Area","57","0.349988721062907","0.277864535710261","0.422112906415553","1"
"Yes","2004","Bremen","Rural Area","","","","","1"
"Yes","2004","North Rhine-Westphalia","Urban Area","1421","0.311952322610154","0.298315800375444","0.325588844844864","1"
"Yes","2004","North Rhine-Westphalia","Rural Area","30","0.289710609954207","0.203758594222361","0.375662625686052","1"
"Yes","2004","Rhineland-Palatinate,Saarland","Rural Area","96","0.27544716060419","0.225392841373461","0.32550147983492","1"
"Yes","2004","Baden-Württemberg","Urban Area","673","0.279356092534529","0.261364092240728","0.297348092828329","1"
"Yes","2004","Baden-Württemberg","Rural Area","54","0.234770178725961","0.180346544523118","0.289193812928803","1"
"Yes","2004","Bavaria","Urban Area","370","0.258576523066998","0.236455380555436","0.28069766557856","1"
"Yes","2004","Bavaria","Rural Area","452","0.291273278658742","0.268668932027758","0.313877625289727","1"
"Yes","2004","Berlin","Urban Area","289","0.393982368331993","0.36035300176833","0.427611734895656","1"
"Yes","2004","Berlin","Rural Area","","","","","1"
"Yes","2004","Brandenburg","Urban Area","23","","","","1"
"Yes","2004","Brandenburg","Rural Area","228","0.284573731122331","0.254060493350914","0.315086968893748","1"
"Yes","2004","Mecklenburg-Western Pomerania","Urban Area","26","","","","1"
"Yes","2004","Mecklenburg-Western Pomerania","Rural Area","123","0.272875140925542","0.231159634662358","0.314590647188726","1"
"Yes","2004","Saxony","Urban Area","190","0.264377140402755","0.233428587405866","0.295325693399643","1"
"Yes","2004","Saxony","Rural Area","211","0.257120659934112","0.226721228072023","0.287520091796201","1"
"Yes","2004","Saxony-Anhalt","Urban Area","68","0.250788585392196","0.196510924367013","0.305066246417379","1"
"Yes","2004","Saxony-Anhalt","Rural Area","226","0.29417346254224","0.259974995328821","0.328371929755659","1"
"Yes","2004","Thuringia","Urban Area","83","0.327676013467926","0.273087590291199","0.382264436644653","1"
"Yes","2004","Thuringia","Rural Area","201","0.283650297217899","0.24923436420577","0.318066230230029","1"
"No","2005","Lower Saxony","Urban Area","","","","","2"
"No","2005","Brandenburg","Rural Area","","","","","2"
"No","2005","Hamburg","Rural Area","","","","","2"
"No","2005","Brandenburg","Urban Area","","","","","2"
"No","2005","Mecklenburg-Western Pomerania","Urban Area","","","","","2"
"No","2005","Mecklenburg-Western Pomerania","Rural Area","","","","","2"
"No","2005","Schleswig-Holstein","Urban Area","","","","","2"
"No","2005","Schleswig-Holstein","Rural Area","","","","","2"
"No","2005","Hamburg","Urban Area","","","","","2"
"No","2005","Lower Saxony","Rural Area","","","","","2"
"No","2005","Bremen","Urban Area","","","","","2"
"No","2005","North Rhine-Westphalia","Urban Area","","","","","2"
"No","2005","Saxony","Urban Area","","","","","2"
"No","2005","Bremen","Rural Area","","","","","2"
"No","2005","North Rhine-Westphalia","Rural Area","","","","","2"
"No","2005","Hesse","Urban Area","","","","","2"
"No","2005","Hesse","Rural Area","","","","","2"
"No","2005","Rhineland-Palatinate,Saarland","Urban Area","","","","","2"
"No","2005","Saxony","Rural Area","","","","","2"
"No","2005","Rhineland-Palatinate,Saarland","Rural Area","","","","","2"
"No","2005","Baden-Württemberg","Urban Area","","","","","2"
"No","2005","Baden-Württemberg","Rural Area","","","","","2"
"No","2005","Bavaria","Urban Area","","","","","2"
"No","2005","Saxony-Anhalt","Urban Area","","","","","2"
"No","2005","Bavaria","Rural Area","","","","","2"
"No","2005","Berlin","Urban Area","","","","","2"
"No","2005","Berlin","Rural Area","","","","","2"
"No","2005","Saxony-Anhalt","Rural Area","","","","","2"
"No","2005","Thuringia","Urban Area","","","","","2"
"No","2005","Thuringia","Rural Area","","","","","2"
"Yes","2005","Schleswig-Holstein","Urban Area","","","","","1"
"Yes","2005","Hesse","Urban Area","","","","","1"
"Yes","2005","Hesse","Rural Area","","","","","1"
"Yes","2005","Rhineland-Palatinate,Saarland","Urban Area","","","","","1"
"Yes","2005","Rhineland-Palatinate,Saarland","Rural Area","","","","","1"
"Yes","2005","Baden-Württemberg","Urban Area","","","","","1"
"Yes","2005","Baden-Württemberg","Rural Area","","","","","1"
"Yes","2005","Bavaria","Urban Area","","","","","1"
"Yes","2005","Bavaria","Rural Area","","","","","1"
"Yes","2005","Berlin","Urban Area","","","","","1"
"Yes","2005","Berlin","Rural Area","","","","","1"
"Yes","2005","Brandenburg","Urban Area","","","","","1"
"Yes","2005","Brandenburg","Rural Area","","","","","1"
"Yes","2005","Mecklenburg-Western Pomerania","Urban Area","","","","","1"
"Yes","2005","Mecklenburg-Western Pomerania","Rural Area","","","","","1"
"Yes","2005","Saxony","Urban Area","","","","","1"
"Yes","2005","Saxony","Rural Area","","","","","1"
"Yes","2005","Saxony-Anhalt","Urban Area","","","","","1"
"Yes","2005","Saxony-Anhalt","Rural Area","","","","","1"
"Yes","2005","Thuringia","Urban Area","","","","","1"
"Yes","2005","Thuringia","Rural Area","","","","","1"
"Yes","2005","Schleswig-Holstein","Rural Area","","","","","1"
"Yes","2005","Hamburg","Urban Area","","","","","1"
"Yes","2005","Hamburg","Rural Area","","","","","1"
"Yes","2005","Lower Saxony","Urban Area","","","","","1"
"Yes","2005","Lower Saxony","Rural Area","","","","","1"
"Yes","2005","Bremen","Urban Area","","","","","1"
"Yes","2005","Bremen","Rural Area","","","","","1"
"Yes","2005","North Rhine-Westphalia","Urban Area","","","","","1"
"Yes","2005","North Rhine-Westphalia","Rural Area","","","","","1"
"No","2006","Hamburg","Rural Area","","","","","2"
"No","2006","Lower Saxony","Urban Area","703","0.716571649795962","0.688442209629226","0.744701089962697","2"
"No","2006","Mecklenburg-Western Pomerania","Rural Area","341","0.682111249464233","0.640626297086087","0.72359620184238","2"
"No","2006","Schleswig-Holstein","Urban Area","212","0.704360449443899","0.651749284620989","0.756971614266809","2"
"No","2006","Hamburg","Urban Area","224","0.677474108539978","0.625270397630563","0.729677819449393","2"
"No","2006","Lower Saxony","Rural Area","702","0.707748056599272","0.679374906122758","0.736121207075786","2"
"No","2006","Bremen","Urban Area","102","0.659329345676003","0.582188809140046","0.73646988221196","2"
"No","2006","Mecklenburg-Western Pomerania","Urban Area","41","0.641604441725553","0.526782290320661","0.756426593130444","2"
"No","2006","Saxony","Urban Area","625","0.739139419697566","0.709029855259034","0.769248984136099","2"
"No","2006","Schleswig-Holstein","Rural Area","268","0.641891019754379","0.594123701006038","0.689658338502719","2"
"No","2006","Brandenburg","Urban Area","53","0.680088579390041","0.574524765478059","0.785652393302022","2"
"No","2006","Brandenburg","Rural Area","626","0.708285089951546","0.678045799821862","0.73852438008123","2"
"No","2006","North Rhine-Westphalia","Urban Area","3069","0.677421212370404","0.663671174176702","0.691171250564106","2"
"No","2006","Bremen","Rural Area","","","","","2"
"No","2006","North Rhine-Westphalia","Rural Area","88","0.733423782923196","0.653979471517326","0.812868094329066","2"
"No","2006","Hesse","Urban Area","867","0.665890457555966","0.639346631295154","0.692434283816777","2"
"No","2006","Saxony","Rural Area","581","0.768232505022968","0.738370221680873","0.798094788365063","2"
"No","2006","Hesse","Rural Area","193","0.729987141135038","0.677128831072888","0.782845451197187","2"
"No","2006","Rhineland-Palatinate,Saarland","Urban Area","678","0.672020792251728","0.642552138595651","0.701489445907805","2"
"No","2006","Rhineland-Palatinate,Saarland","Rural Area","229","0.750995131910066","0.703240522871158","0.798749740948975","2"
"No","2006","Baden-Württemberg","Urban Area","1818","0.716051375304532","0.698372406099222","0.733730344509841","2"
"No","2006","Saxony-Anhalt","Urban Area","177","0.763322422765432","0.70897903267806","0.817665812852804","2"
"No","2006","Baden-Württemberg","Rural Area","184","0.736148297942916","0.679437376373992","0.792859219511839","2"
"No","2006","Bavaria","Urban Area","1119","0.724459622122754","0.702006165867679","0.746913078377829","2"
"No","2006","Bavaria","Rural Area","1184","0.716362121665998","0.694499440579094","0.738224802752903","2"
"No","2006","Berlin","Urban Area","525","0.623465708365201","0.589593355034523","0.657338061695878","2"
"No","2006","Berlin","Rural Area","","","","","2"
"No","2006","Saxony-Anhalt","Rural Area","441","0.684182309471719","0.64926999168305","0.719094627260388","2"
"No","2006","Thuringia","Urban Area","199","0.701348039242999","0.647741403302738","0.754954675183261","2"
"No","2006","Thuringia","Rural Area","502","0.746595722741299","0.713758390878033","0.779433054604566","2"
"Yes","2006","Schleswig-Holstein","Urban Area","77","0.295639550556101","0.243028385733191","0.348250715379011","1"
"Yes","2006","Hesse","Urban Area","346","0.334109542444034","0.307565716183223","0.360653368704846","1"
"Yes","2006","Hesse","Rural Area","78","0.270012858864962","0.217154548802813","0.322871168927112","1"
"Yes","2006","Rhineland-Palatinate,Saarland","Urban Area","297","0.327979207748272","0.298510554092195","0.357447861404349","1"
"Yes","2006","Rhineland-Palatinate,Saarland","Rural Area","86","0.249004868089934","0.201250259051025","0.296759477128842","1"
"Yes","2006","Baden-Württemberg","Urban Area","681","0.283948624695468","0.266269655490159","0.301627593900778","1"
"Yes","2006","Schleswig-Holstein","Rural Area","119","0.358108980245621","0.310341661497281","0.405876298993962","1"
"Yes","2006","Hamburg","Urban Area","84","0.322525891460022","0.270322180550607","0.374729602369437","1"
"Yes","2006","Hamburg","Rural Area","","","","","1"
"Yes","2006","Lower Saxony","Urban Area","283","0.283428350204039","0.255298910037303","0.311557790370774","1"
"Yes","2006","Lower Saxony","Rural Area","285","0.292251943400728","0.263878792924214","0.320625093877242","1"
"Yes","2006","Bremen","Urban Area","43","0.340670654323997","0.26353011778804","0.417811190859954","1"
"Yes","2006","Bremen","Rural Area","","","","","1"
"Yes","2006","North Rhine-Westphalia","Urban Area","1371","0.322578787629596","0.308828749435894","0.336328825823298","1"
"Yes","2006","North Rhine-Westphalia","Rural Area","31","0.266576217076804","0.187131905670934","0.346020528482674","1"
"Yes","2006","Baden-Württemberg","Rural Area","48","0.263851702057084","0.207140780488161","0.320562623626008","1"
"Yes","2006","Bavaria","Urban Area","402","0.275540377877246","0.253086921622171","0.297993834132321","1"
"Yes","2006","Bavaria","Rural Area","449","0.283637878334002","0.261775197247097","0.305500559420906","1"
"Yes","2006","Berlin","Urban Area","261","0.376534291634799","0.342661938304122","0.410406644965477","1"
"Yes","2006","Berlin","Rural Area","","","","","1"
"Yes","2006","Brandenburg","Urban Area","22","","","","1"
"Yes","2006","Brandenburg","Rural Area","242","0.291714910048454","0.26147561991877","0.321954200178138","1"
"Yes","2006","Mecklenburg-Western Pomerania","Urban Area","26","","","","1"
"Yes","2006","Mecklenburg-Western Pomerania","Rural Area","143","0.317888750535767","0.27640379815762","0.359373702913913","1"
"Yes","2006","Saxony","Urban Area","192","0.260860580302434","0.230751015863901","0.290970144740966","1"
"Yes","2006","Saxony","Rural Area","186","0.231767494977032","0.201905211634937","0.261629778319127","1"
"Yes","2006","Saxony-Anhalt","Urban Area","58","0.236677577234568","0.182334187147196","0.29102096732194","1"
"Yes","2006","Saxony-Anhalt","Rural Area","240","0.315817690528281","0.280905372739612","0.35073000831695","1"
"Yes","2006","Thuringia","Urban Area","81","0.298651960757001","0.245045324816739","0.352258596697262","1"
"Yes","2006","Thuringia","Rural Area","172","0.253404277258701","0.220566945395434","0.286241609121967","1"
"No","2007","Mecklenburg-Western Pomerania","Urban Area","","","","","2"
"No","2007","Mecklenburg-Western Pomerania","Rural Area","","","","","2"
"No","2007","Saxony","Urban Area","","","","","2"
"No","2007","Hamburg","Urban Area","","","","","2"
"No","2007","Brandenburg","Rural Area","","","","","2"
"No","2007","North Rhine-Westphalia","Urban Area","","","","","2"
"No","2007","Schleswig-Holstein","Rural Area","","","","","2"
"No","2007","Hamburg","Rural Area","","","","","2"
"No","2007","Lower Saxony","Urban Area","","","","","2"
"No","2007","Lower Saxony","Rural Area","","","","","2"
"No","2007","Brandenburg","Urban Area","","","","","2"
"No","2007","Bremen","Rural Area","","","","","2"
"No","2007","Schleswig-Holstein","Urban Area","","","","","2"
"No","2007","Bremen","Urban Area","","","","","2"
"No","2007","North Rhine-Westphalia","Rural Area","","","","","2"
"No","2007","Hesse","Urban Area","","","","","2"
"No","2007","Saxony","Rural Area","","","","","2"
"No","2007","Hesse","Rural Area","","","","","2"
"No","2007","Rhineland-Palatinate,Saarland","Urban Area","","","","","2"
"No","2007","Rhineland-Palatinate,Saarland","Rural Area","","","","","2"
"No","2007","Baden-Württemberg","Urban Area","","","","","2"
"No","2007","Saxony-Anhalt","Urban Area","","","","","2"
"No","2007","Baden-Württemberg","Rural Area","","","","","2"
"No","2007","Bavaria","Urban Area","","","","","2"
"No","2007","Bavaria","Rural Area","","","","","2"
"No","2007","Berlin","Urban Area","","","","","2"
"No","2007","Berlin","Rural Area","","","","","2"
"No","2007","Saxony-Anhalt","Rural Area","","","","","2"
"No","2007","Thuringia","Urban Area","","","","","2"
"No","2007","Thuringia","Rural Area","","","","","2"
"Yes","2007","Schleswig-Holstein","Urban Area","","","","","1"
"Yes","2007","Hesse","Urban Area","","","","","1"
"Yes","2007","Hesse","Rural Area","","","","","1"
"Yes","2007","Rhineland-Palatinate,Saarland","Urban Area","","","","","1"
"Yes","2007","Schleswig-Holstein","Rural Area","","","","","1"
"Yes","2007","Rhineland-Palatinate,Saarland","Rural Area","","","","","1"
"Yes","2007","Baden-Württemberg","Urban Area","","","","","1"
"Yes","2007","Baden-Württemberg","Rural Area","","","","","1"
"Yes","2007","Bavaria","Urban Area","","","","","1"
"Yes","2007","Bavaria","Rural Area","","","","","1"
"Yes","2007","Berlin","Urban Area","","","","","1"
"Yes","2007","Berlin","Rural Area","","","","","1"
"Yes","2007","Brandenburg","Urban Area","","","","","1"
"Yes","2007","Brandenburg","Rural Area","","","","","1"
"Yes","2007","Mecklenburg-Western Pomerania","Urban Area","","","","","1"
"Yes","2007","Mecklenburg-Western Pomerania","Rural Area","","","","","1"
"Yes","2007","Saxony","Urban Area","","","","","1"
"Yes","2007","Saxony","Rural Area","","","","","1"
"Yes","2007","Saxony-Anhalt","Urban Area","","","","","1"
"Yes","2007","Saxony-Anhalt","Rural Area","","","","","1"
"Yes","2007","Thuringia","Urban Area","","","","","1"
"Yes","2007","Thuringia","Rural Area","","","","","1"
"Yes","2007","Hamburg","Urban Area","","","","","1"
"Yes","2007","Hamburg","Rural Area","","","","","1"
"Yes","2007","Lower Saxony","Urban Area","","","","","1"
"Yes","2007","Lower Saxony","Rural Area","","","","","1"
"Yes","2007","Bremen","Urban Area","","","","","1"
"Yes","2007","Bremen","Rural Area","","","","","1"
"Yes","2007","North Rhine-Westphalia","Urban Area","","","","","1"
"Yes","2007","North Rhine-Westphalia","Rural Area","","","","","1"
"No","2008","North Rhine-Westphalia","Urban Area","2711","0.687776100362299","0.673117393942545","0.702434806782053","2"
"No","2008","Schleswig-Holstein","Rural Area","235","0.675625267233648","0.625039703723631","0.726210830743665","2"
