"ple0081_h","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No","2014","North Rhine-Westphalia","Urban Area","3920","0.712888497208519","0.700968816740001","0.724808177677038","2"
"No","2014","North Rhine-Westphalia","Rural Area","103","0.837565391590674","0.771294432606438","0.90383635057491","2"
"No","2014","Hesse","Urban Area","1168","0.740488464700507","0.7186792657233","0.762297663677714","2"
"No","2014","Hesse","Rural Area","239","0.689133294986141","0.6397168086952","0.738549781277081","2"
"No","2014","Rhineland-Palatinate,Saarland","Urban Area","853","0.745758004865297","0.721069957370585","0.770446052360009","2"
"No","2014","Rhineland-Palatinate,Saarland","Rural Area","278","0.689039987854469","0.64339174878863","0.734688226920307","2"
"No","2014","Baden-Württemberg","Urban Area","2213","0.780765608769083","0.76565553703396","0.795875680504205","2"
"No","2014","Brandenburg","Urban Area","62","0.698503524995125","0.600945264363666","0.796061785626584","2"
"No","2014","Brandenburg","Rural Area","653","0.673920809358388","0.644001041458093","0.703840577258683","2"
"No","2014","Mecklenburg-Western Pomerania","Urban Area","45","0.786399200855612","0.685194476901513","0.887603924809712","2"
"No","2014","Mecklenburg-Western Pomerania","Rural Area","335","0.682287757904156","0.641478015542418","0.723097500265894","2"
"No","2014","Saxony","Urban Area","640","0.76632289936926","0.737773902883976","0.794871895854543","2"
"No","2014","Saxony","Rural Area","590","0.752396616559957","0.722106391926516","0.782686841193399","2"
"No","2014","Saxony-Anhalt","Urban Area","211","0.654171932533269","0.601394669286743","0.706949195779795","2"
"No","2014","Saxony-Anhalt","Rural Area","424","0.667767940293374","0.631669140025876","0.703866740560872","2"
"No","2014","Thuringia","Urban Area","212","0.670424723675611","0.617843434896774","0.723006012454448","2"
"No","2014","Baden-Württemberg","Rural Area","272","0.790143066180393","0.747663970115507","0.832622162245278","2"
"No","2014","Bavaria","Urban Area","1535","0.779110744299582","0.760934194972499","0.797287293626665","2"
"No","2014","Bavaria","Rural Area","1771","0.72185071472799","0.703986972824768","0.739714456631213","2"
"No","2014","Berlin","Urban Area","692","0.683491295834041","0.654576893360588","0.712405698307495","2"
"No","2014","Berlin","Rural Area","","","","","2"
"No","2014","Thuringia","Rural Area","506","0.737524466086314","0.704743052762596","0.770305879410033","2"
"Yes","2014","Schleswig-Holstein","Urban Area","65","0.224517637088605","0.175290481327387","0.273744792849823","1"
"Yes","2014","Schleswig-Holstein","Rural Area","199","0.295011939916147","0.260086802901839","0.329937076930455","1"
"Yes","2014","Hamburg","Urban Area","107","0.275892111579142","0.234410851302296","0.317373371855987","1"
"Yes","2014","Hesse","Urban Area","384","0.259511535299493","0.237702336322286","0.2813207342767","1"
"Yes","2014","Hesse","Rural Area","98","0.310866705013859","0.261450218722919","0.3602831913048","1"
"Yes","2014","Rhineland-Palatinate,Saarland","Urban Area","342","0.254241995134703","0.229553947639991","0.278930042629415","1"
"Yes","2014","Rhineland-Palatinate,Saarland","Rural Area","117","0.310960012145531","0.265311773079693","0.35660825121137","1"
"Yes","2014","Baden-Württemberg","Urban Area","667","0.219234391230917","0.204124319495795","0.23434446296604","1"
"Yes","2014","Hamburg","Rural Area","","","","","1"
"Yes","2014","Baden-Württemberg","Rural Area","81","0.209856933819607","0.167377837754722","0.252336029884493","1"
"Yes","2014","Bavaria","Urban Area","466","0.220889255700418","0.202712706373335","0.239065805027501","1"
"Yes","2014","Bavaria","Rural Area","646","0.27814928527201","0.260285543368787","0.296013027175232","1"
"Yes","2014","Berlin","Urban Area","302","0.316508704165959","0.287594301692505","0.345423106639412","1"
"Yes","2014","Lower Saxony","Urban Area","314","0.248169535355655","0.223355020176413","0.272984050534898","1"
"Yes","2014","Berlin","Rural Area","","","","","1"
"Yes","2014","Brandenburg","Urban Area","23","","","","1"
"Yes","2014","Mecklenburg-Western Pomerania","Urban Area","18","","","","1"
"Yes","2014","Brandenburg","Rural Area","290","0.326079190641612","0.296159422741317","0.355998958541907","1"
"Yes","2014","North Rhine-Westphalia","Urban Area","1614","0.28711150279148","0.275191822322962","0.299031183259999","1"
"Yes","2014","North Rhine-Westphalia","Rural Area","16","","","","1"
"Yes","2014","Thuringia","Urban Area","95","0.329575276324389","0.276993987545552","0.382156565103226","1"
"Yes","2014","Lower Saxony","Rural Area","456","0.277964390954831","0.254889603993392","0.301039177916269","1"
"Yes","2014","Bremen","Rural Area","","","","","1"
"Yes","2014","Mecklenburg-Western Pomerania","Rural Area","165","0.317712242095844","0.276902499734106","0.358521984457582","1"
"Yes","2014","Saxony","Urban Area","204","0.23367710063074","0.205128104145457","0.262226097116024","1"
"Yes","2014","Saxony-Anhalt","Rural Area","230","0.332232059706626","0.296133259439128","0.368330859974124","1"
"Yes","2014","Thuringia","Rural Area","186","0.262475533913686","0.229694120589967","0.295256947237404","1"
"Yes","2014","Bremen","Urban Area","59","0.242089411216446","0.185097252333508","0.299081570099384","1"
"Yes","2014","Saxony","Rural Area","190","0.247603383440043","0.217313158806601","0.277893608073484","1"
"Yes","2014","Saxony-Anhalt","Urban Area","101","0.345828067466731","0.293050804220205","0.398605330713257","1"
"No","2015","Brandenburg","Urban Area","","","","","2"
"No","2015","Brandenburg","Rural Area","","","","","2"
"No","2015","Mecklenburg-Western Pomerania","Urban Area","","","","","2"
"No","2015","Mecklenburg-Western Pomerania","Rural Area","","","","","2"
"No","2015","Saxony","Urban Area","","","","","2"
"No","2015","Saxony","Rural Area","","","","","2"
"No","2015","Saxony-Anhalt","Urban Area","","","","","2"
"No","2015","Saxony-Anhalt","Rural Area","","","","","2"
"No","2015","Thuringia","Urban Area","","","","","2"
"No","2015","Schleswig-Holstein","Urban Area","","","","","2"
"No","2015","Schleswig-Holstein","Rural Area","","","","","2"
"No","2015","Hamburg","Urban Area","","","","","2"
"No","2015","Hamburg","Rural Area","","","","","2"
"No","2015","Lower Saxony","Urban Area","","","","","2"
"No","2015","Lower Saxony","Rural Area","","","","","2"
"No","2015","Bremen","Urban Area","","","","","2"
"No","2015","Bremen","Rural Area","","","","","2"
"No","2015","North Rhine-Westphalia","Urban Area","","","","","2"
"No","2015","North Rhine-Westphalia","Rural Area","","","","","2"
"No","2015","Hesse","Urban Area","","","","","2"
"No","2015","Hesse","Rural Area","","","","","2"
"No","2015","Rhineland-Palatinate,Saarland","Urban Area","","","","","2"
"No","2015","Rhineland-Palatinate,Saarland","Rural Area","","","","","2"
"No","2015","Baden-Württemberg","Urban Area","","","","","2"
"No","2015","Baden-Württemberg","Rural Area","","","","","2"
"No","2015","Bavaria","Urban Area","","","","","2"
"No","2015","Bavaria","Rural Area","","","","","2"
"No","2015","Berlin","Urban Area","","","","","2"
"No","2015","Berlin","Rural Area","","","","","2"
"No","2015","Thuringia","Rural Area","","","","","2"
"Yes","2015","Schleswig-Holstein","Urban Area","","","","","1"
"Yes","2015","Schleswig-Holstein","Rural Area","","","","","1"
"Yes","2015","Hamburg","Urban Area","","","","","1"
"Yes","2015","Hesse","Urban Area","","","","","1"
"Yes","2015","Hesse","Rural Area","","","","","1"
"Yes","2015","Rhineland-Palatinate,Saarland","Urban Area","","","","","1"
"Yes","2015","Hamburg","Rural Area","","","","","1"
"Yes","2015","Rhineland-Palatinate,Saarland","Rural Area","","","","","1"
"Yes","2015","Baden-Württemberg","Urban Area","","","","","1"
"Yes","2015","Baden-Württemberg","Rural Area","","","","","1"
"Yes","2015","Bavaria","Urban Area","","","","","1"
"Yes","2015","Lower Saxony","Urban Area","","","","","1"
"Yes","2015","Bavaria","Rural Area","","","","","1"
"Yes","2015","Berlin","Urban Area","","","","","1"
"Yes","2015","Berlin","Rural Area","","","","","1"
"Yes","2015","Brandenburg","Urban Area","","","","","1"
"Yes","2015","Mecklenburg-Western Pomerania","Urban Area","","","","","1"
"Yes","2015","Lower Saxony","Rural Area","","","","","1"
"Yes","2015","Brandenburg","Rural Area","","","","","1"
"Yes","2015","Mecklenburg-Western Pomerania","Rural Area","","","","","1"
"Yes","2015","Saxony","Urban Area","","","","","1"
"Yes","2015","Saxony-Anhalt","Rural Area","","","","","1"
"Yes","2015","Thuringia","Urban Area","","","","","1"
"Yes","2015","Thuringia","Rural Area","","","","","1"
"Yes","2015","Bremen","Urban Area","","","","","1"
"Yes","2015","Bremen","Rural Area","","","","","1"
"Yes","2015","North Rhine-Westphalia","Rural Area","","","","","1"
"Yes","2015","Saxony-Anhalt","Urban Area","","","","","1"
"Yes","2015","North Rhine-Westphalia","Urban Area","","","","","1"
"Yes","2015","Saxony","Rural Area","","","","","1"
"No","2016","Schleswig-Holstein","Urban Area","176","0.770880593078416","0.716088440080959","0.825672746075874","2"
"No","2016","Schleswig-Holstein","Rural Area","417","0.718464261031743","0.682265800933029","0.754662721130456","2"
"No","2016","Hamburg","Urban Area","329","0.772553518583302","0.732747642174724","0.81235939499188","2"
"No","2016","Hamburg","Rural Area","","","","","2"
"No","2016","Lower Saxony","Urban Area","784","0.761886902554974","0.735900561230633","0.787873243879315","2"
"No","2016","Lower Saxony","Rural Area","956","0.741542360974836","0.718111061694482","0.76497366025519","2"
"No","2016","Bremen","Urban Area","130","0.810449971158252","0.752544874605658","0.868355067710845","2"
"No","2016","Bremen","Rural Area","","","","","2"
"No","2016","North Rhine-Westphalia","Urban Area","3622","0.730142139138853","0.717775246009872","0.742509032267834","2"
"No","2016","North Rhine-Westphalia","Rural Area","86","0.829703991367979","0.757111232342122","0.902296750393836","2"
"No","2016","Hesse","Urban Area","986","0.72654401257694","0.702534752230034","0.750553272923846","2"
"No","2016","Hesse","Rural Area","205","0.699479157708017","0.646619559517342","0.752338755898693","2"
"No","2016","Rhineland-Palatinate,Saarland","Urban Area","768","0.739600320076778","0.713366434066234","0.765834206087323","2"
"No","2016","Rhineland-Palatinate,Saarland","Rural Area","293","0.73242171581199","0.689674727596795","0.775168704027185","2"
"No","2016","Baden-Württemberg","Urban Area","2011","0.806663290879552","0.791311338103619","0.822015243655485","2"
"No","2016","Baden-Württemberg","Rural Area","245","0.823322540386369","0.780866174258306","0.865778906514431","2"
"No","2016","Bavaria","Urban Area","1377","0.76882443839869","0.749283343928925","0.788365532868456","2"
"No","2016","Brandenburg","Urban Area","59","0.861567490060796","0.78288176893124","0.940253211190351","2"
"No","2016","Brandenburg","Rural Area","636","0.706507920483941","0.676284295020817","0.736731545947064","2"
"No","2016","Mecklenburg-Western Pomerania","Urban Area","45","0.804786942656697","0.708429269287109","0.901144616026286","2"
"No","2016","Mecklenburg-Western Pomerania","Rural Area","307","0.655465241589487","0.611943455860376","0.698987027318599","2"
"No","2016","Saxony","Urban Area","561","0.730252414839791","0.698801545303736","0.761703284375847","2"
"No","2016","Saxony","Rural Area","518","0.739221034557073","0.70646080149009","0.771981267624056","2"
"No","2016","Saxony-Anhalt","Urban Area","189","0.723264434887922","0.670387924308328","0.776140945467516","2"
"No","2016","Saxony-Anhalt","Rural Area","377","0.703180015742305","0.665273765943546","0.741086265541063","2"
"No","2016","Thuringia","Urban Area","204","0.699119107422394","0.645398369989043","0.752839844855745","2"
"No","2016","Thuringia","Rural Area","460","0.710830878017064","0.675201191659781","0.746460564374348","2"
"No","2016","Bavaria","Rural Area","1558","0.746413921886829","0.72784603976832","0.764981804005337","2"
"No","2016","Berlin","Urban Area","646","0.692858915651972","0.662903161060267","0.722814670243677","2"
"No","2016","Berlin","Rural Area","","","","","2"
"Yes","2016","Schleswig-Holstein","Urban Area","50","0.229119406921584","0.174327253924126","0.283911559919041","1"
"Yes","2016","Schleswig-Holstein","Rural Area","176","0.281535738968257","0.245337278869544","0.317734199066971","1"
"Yes","2016","Hamburg","Urban Area","97","0.227446481416698","0.18764060500812","0.267252357825276","1"
"Yes","2016","Hesse","Urban Area","338","0.27345598742306","0.249446727076154","0.297465247769966","1"
"Yes","2016","Hesse","Rural Area","84","0.300520842291982","0.247661244101307","0.353380440482658","1"
"Yes","2016","Rhineland-Palatinate,Saarland","Urban Area","307","0.260399679923222","0.234165793912677","0.286633565933766","1"
"Yes","2016","Hamburg","Rural Area","","","","","1"
"Yes","2016","Rhineland-Palatinate,Saarland","Rural Area","119","0.26757828418801","0.224831295972815","0.310325272403205","1"
"Yes","2016","Baden-Württemberg","Urban Area","531","0.193336709120448","0.177984756344515","0.208688661896381","1"
"Yes","2016","Bavaria","Urban Area","411","0.23117556160131","0.211634467131544","0.250716656071075","1"
"Yes","2016","Baden-Württemberg","Rural Area","65","0.176677459613631","0.134221093485569","0.219133825741694","1"
"Yes","2016","Lower Saxony","Urban Area","248","0.238113097445026","0.212126756120685","0.264099438769367","1"
"Yes","2016","Bavaria","Rural Area","551","0.253586078113172","0.235018195994663","0.27215396023168","1"
"Yes","2016","Berlin","Urban Area","265","0.307141084348028","0.277185329756323","0.337096838939733","1"
"Yes","2016","Berlin","Rural Area","","","","","1"
"Yes","2016","Lower Saxony","Rural Area","385","0.258457639025164","0.23502633974481","0.281888938305518","1"
"Yes","2016","Brandenburg","Urban Area","15","","","","1"
"Yes","2016","Brandenburg","Rural Area","236","0.293492079516059","0.263268454052936","0.323715704979183","1"
"Yes","2016","Mecklenburg-Western Pomerania","Urban Area","20","","","","1"
"Yes","2016","Mecklenburg-Western Pomerania","Rural Area","151","0.344534758410513","0.301012972681401","0.388056544139624","1"
"Yes","2016","Bremen","Urban Area","46","0.189550028841748","0.131644932289154","0.247455125394342","1"
"Yes","2016","North Rhine-Westphalia","Rural Area","17","","","","1"
"Yes","2016","Saxony","Urban Area","204","0.269747585160209","0.238296715624153","0.301198454696264","1"
"Yes","2016","Saxony","Rural Area","172","0.260778965442927","0.228018732375944","0.29353919850991","1"
"Yes","2016","Saxony-Anhalt","Urban Area","86","0.276735565112078","0.223859054532484","0.329612075691672","1"
"Yes","2016","Thuringia","Urban Area","76","0.300880892577606","0.247160155144255","0.354601630010956","1"
"Yes","2016","Thuringia","Rural Area","162","0.289169121982936","0.253539435625652","0.324798808340219","1"
"Yes","2016","Bremen","Rural Area","","","","","1"
"Yes","2016","North Rhine-Westphalia","Urban Area","1327","0.269857860861147","0.257490967732166","0.282224753990128","1"
"Yes","2016","Saxony-Anhalt","Rural Area","181","0.296819984257695","0.258913734458937","0.334726234056454","1"
"No","2017","Brandenburg","Urban Area","","","","","2"
"No","2017","Brandenburg","Rural Area","","","","","2"
"No","2017","Mecklenburg-Western Pomerania","Urban Area","","","","","2"
"No","2017","Mecklenburg-Western Pomerania","Rural Area","","","","","2"
"No","2017","Saxony","Urban Area","","","","","2"
"No","2017","Saxony","Rural Area","","","","","2"
"No","2017","Saxony-Anhalt","Urban Area","","","","","2"
"No","2017","Saxony-Anhalt","Rural Area","","","","","2"
"No","2017","Thuringia","Urban Area","","","","","2"
"No","2017","Thuringia","Rural Area","","","","","2"
"No","2017","Schleswig-Holstein","Urban Area","","","","","2"
"No","2017","Schleswig-Holstein","Rural Area","","","","","2"
"No","2017","Hamburg","Urban Area","","","","","2"
"No","2017","Hamburg","Rural Area","","","","","2"
"No","2017","Lower Saxony","Urban Area","","","","","2"
"No","2017","Lower Saxony","Rural Area","","","","","2"
"No","2017","Bremen","Urban Area","","","","","2"
"No","2017","Bremen","Rural Area","","","","","2"
"No","2017","North Rhine-Westphalia","Urban Area","","","","","2"
"No","2017","North Rhine-Westphalia","Rural Area","","","","","2"
"No","2017","Hesse","Urban Area","","","","","2"
"No","2017","Hesse","Rural Area","","","","","2"
"No","2017","Rhineland-Palatinate,Saarland","Urban Area","","","","","2"
"No","2017","Rhineland-Palatinate,Saarland","Rural Area","","","","","2"
"No","2017","Baden-Württemberg","Urban Area","","","","","2"
"No","2017","Baden-Württemberg","Rural Area","","","","","2"
"No","2017","Bavaria","Urban Area","","","","","2"
"No","2017","Bavaria","Rural Area","","","","","2"
"No","2017","Berlin","Urban Area","","","","","2"
"No","2017","Berlin","Rural Area","","","","","2"
"Yes","2017","Schleswig-Holstein","Urban Area","","","","","1"
"Yes","2017","Schleswig-Holstein","Rural Area","","","","","1"
"Yes","2017","Hamburg","Urban Area","","","","","1"
"Yes","2017","Hamburg","Rural Area","","","","","1"
"Yes","2017","Hesse","Urban Area","","","","","1"
"Yes","2017","Hesse","Rural Area","","","","","1"
"Yes","2017","Rhineland-Palatinate,Saarland","Urban Area","","","","","1"
"Yes","2017","Rhineland-Palatinate,Saarland","Rural Area","","","","","1"
"Yes","2017","Baden-Württemberg","Urban Area","","","","","1"
"Yes","2017","Lower Saxony","Urban Area","","","","","1"
"Yes","2017","Bavaria","Urban Area","","","","","1"
"Yes","2017","Baden-Württemberg","Rural Area","","","","","1"
"Yes","2017","Bavaria","Rural Area","","","","","1"
"Yes","2017","Lower Saxony","Rural Area","","","","","1"
"Yes","2017","Berlin","Urban Area","","","","","1"
"Yes","2017","Berlin","Rural Area","","","","","1"
"Yes","2017","Brandenburg","Urban Area","","","","","1"
"Yes","2017","Brandenburg","Rural Area","","","","","1"
"Yes","2017","Mecklenburg-Western Pomerania","Urban Area","","","","","1"
"Yes","2017","Mecklenburg-Western Pomerania","Rural Area","","","","","1"
"Yes","2017","Bremen","Urban Area","","","","","1"
"Yes","2017","Saxony","Rural Area","","","","","1"
"Yes","2017","Thuringia","Urban Area","","","","","1"
"Yes","2017","North Rhine-Westphalia","Urban Area","","","","","1"
"Yes","2017","Bremen","Rural Area","","","","","1"
"Yes","2017","Saxony-Anhalt","Urban Area","","","","","1"
"Yes","2017","Saxony","Urban Area","","","","","1"
"Yes","2017","Thuringia","Rural Area","","","","","1"
"Yes","2017","Saxony-Anhalt","Rural Area","","","","","1"
"Yes","2017","North Rhine-Westphalia","Rural Area","","","","","1"
"No","2018","Schleswig-Holstein","Urban Area","246","0.766194692299561","0.719675594471797","0.812713790127324","2"
"No","2018","Schleswig-Holstein","Rural Area","439","0.727049691824206","0.691640163378958","0.762459220269453","2"
"No","2018","Hamburg","Urban Area","381","0.804278600908854","0.769041025108664","0.839516176709044","2"
"No","2018","Hamburg","Rural Area","","","","","2"
"No","2018","Lower Saxony","Urban Area","815","0.768526183241877","0.743111451635381","0.793940914848373","2"
"No","2018","Lower Saxony","Rural Area","1076","0.752300865013342","0.730315757826941","0.774285972199742","2"
"No","2018","Bremen","Urban Area","171","0.738735936134766","0.681459191921465","0.796012680348066","2"
"No","2018","Bremen","Rural Area","","","","","2"
"No","2018","North Rhine-Westphalia","Urban Area","3922","0.738290325916757","0.726477424679184","0.750103227154331","2"
"No","2018","North Rhine-Westphalia","Rural Area","88","0.840611207076439","0.76957586374696","0.911646550405918","2"
"No","2018","Hesse","Urban Area","1031","0.750973255591958","0.727972958969847","0.773973552214069","2"
"No","2018","Hesse","Rural Area","240","0.717053571044927","0.669315710873436","0.764791431216417","2"
"No","2018","Rhineland-Palatinate,Saarland","Urban Area","796","0.762876386649818","0.737557305646192","0.788195467653444","2"
"No","2018","Rhineland-Palatinate,Saarland","Rural Area","284","0.733696109863557","0.690105152557526","0.777287067169589","2"
"No","2018","Baden-Württemberg","Urban Area","1968","0.787966147320091","0.771853005114381","0.804079289525801","2"
"No","2018","Baden-Württemberg","Rural Area","259","0.774729639979651","0.728885918860996","0.820573361098305","2"
"No","2018","Bavaria","Urban Area","1392","0.768289533223306","0.748765382304687","0.787813684141925","2"
"No","2018","Bavaria","Rural Area","1680","0.755608718655847","0.737647871762603","0.77356956554909","2"
"No","2018","Berlin","Urban Area","690","0.700201547513713","0.67179021693213","0.728612878095297","2"
"No","2018","Berlin","Rural Area","","","","","2"
"No","2018","Brandenburg","Urban Area","70","0.792080760120175","0.71004253881175","0.874118981428601","2"
"No","2018","Brandenburg","Rural Area","649","0.680929559938183","0.651100398032276","0.71075872184409","2"
"No","2018","Mecklenburg-Western Pomerania","Urban Area","72","0.823456231388617","0.747185320833884","0.89972714194335","2"
"No","2018","Mecklenburg-Western Pomerania","Rural Area","343","0.66780576633565","0.626603855341066","0.709007677330234","2"
"No","2018","Saxony","Urban Area","664","0.795140156754862","0.768259529011449","0.822020784498274","2"
"No","2018","Saxony","Rural Area","569","0.749449538827571","0.718722535085436","0.780176542569706","2"
"No","2018","Saxony-Anhalt","Urban Area","139","0.762656379734339","0.7023192506004","0.822993508868277","2"
"No","2018","Saxony-Anhalt","Rural Area","498","0.73541921292744","0.703332412096286","0.767506013758594","2"
"No","2018","Thuringia","Urban Area","216","0.745924526869501","0.696330308410661","0.795518745328341","2"
"No","2018","Thuringia","Rural Area","474","0.715100077927054","0.680266521948511","0.749933633905597","2"
"Yes","2018","Schleswig-Holstein","Urban Area","72","0.233805307700439","0.187286209872676","0.280324405528203","1"
"Yes","2018","Schleswig-Holstein","Rural Area","169","0.272950308175794","0.237540779730547","0.308359836621041","1"
"Yes","2018","Hamburg","Urban Area","106","0.195721399091146","0.160483823290956","0.230958974891336","1"
"Yes","2018","Hamburg","Rural Area","","","","","1"
"Yes","2018","Hesse","Urban Area","327","0.249026744408042","0.226026447785931","0.272027041030153","1"
"Yes","2018","Hesse","Rural Area","102","0.282946428955073","0.235208568783583","0.330684289126564","1"
"Yes","2018","Rhineland-Palatinate,Saarland","Urban Area","288","0.237123613350182","0.211804532346556","0.262442694353808","1"
"Yes","2018","Rhineland-Palatinate,Saarland","Rural Area","111","0.266303890136443","0.222712932830411","0.309894847442474","1"
"Yes","2018","Baden-Württemberg","Urban Area","504","0.212033852679909","0.195920710474199","0.228146994885619","1"
"Yes","2018","Bavaria","Urban Area","402","0.231710466776694","0.212186315858075","0.251234617695313","1"
"Yes","2018","Lower Saxony","Urban Area","243","0.231473816758123","0.206059085151627","0.256888548364619","1"
"Yes","2018","Baden-Württemberg","Rural Area","60","0.225270360020349","0.179426638901695","0.271114081139004","1"
"Yes","2018","Bavaria","Rural Area","519","0.244391281344153","0.22643043445091","0.262352128237397","1"
"Yes","2018","Berlin","Urban Area","309","0.299798452486287","0.271387121904703","0.32820978306787","1"
"Yes","2018","Lower Saxony","Rural Area","405","0.247699134986658","0.225714027800258","0.269684242173059","1"
"Yes","2018","Brandenburg","Urban Area","24","","","","1"
"Yes","2018","Berlin","Rural Area","","","","","1"
"Yes","2018","Brandenburg","Rural Area","289","0.319070440061817","0.289241278155911","0.348899601967724","1"
"Yes","2018","Mecklenburg-Western Pomerania","Urban Area","24","","","","1"
"Yes","2018","Bremen","Urban Area","55","0.261264063865234","0.203987319651934","0.318540808078535","1"
"Yes","2018","Mecklenburg-Western Pomerania","Rural Area","159","0.33219423366435","0.290992322669766","0.373396144658934","1"
"Yes","2018","Saxony","Urban Area","202","0.204859843245138","0.177979215501726","0.231740470988551","1"
"Yes","2018","Saxony","Rural Area","195","0.250550461172429","0.219823457430294","0.281277464914564","1"
"Yes","2018","Thuringia","Rural Area","171","0.284899922072946","0.250066366094403","0.319733478051489","1"
"Yes","2018","North Rhine-Westphalia","Rural Area","14","","","","1"
"Yes","2018","Bremen","Rural Area","","","","","1"
"Yes","2018","Saxony-Anhalt","Urban Area","52","0.237343620265661","0.177006491131723","0.2976807493996","1"
"Yes","2018","North Rhine-Westphalia","Urban Area","1397","0.261709674083243","0.249896772845669","0.273522575320816","1"
"Yes","2018","Saxony-Anhalt","Rural Area","228","0.26458078707256","0.232493986241406","0.296667587903714","1"
"Yes","2018","Thuringia","Urban Area","80","0.254075473130499","0.204481254671659","0.303669691589339","1"
