"pli0080","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Rarely","1990","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Rarely","1990","Saxony","1-pers.-HH","","","",""
"Rarely","1990","Saxony","(Married) couple without C. ","","","",""
"Rarely","1990","Saxony","Single parent ","","","",""
"Rarely","1990","Saxony","Couple + C. LE 16 ","","","",""
"Rarely","1990","Saxony","Couple + C. GT 16 ","","","",""
"Rarely","1990","Saxony","Couple + C. LE and GT 16","","","",""
"Rarely","1990","Saxony-Anhalt","1-pers.-HH","","","",""
"Rarely","1990","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Rarely","1990","Saxony-Anhalt","Single parent ","","","",""
"Rarely","1990","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Rarely","1990","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Rarely","1990","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Rarely","1990","Thuringia","1-pers.-HH","","","",""
"Rarely","1990","Thuringia","(Married) couple without C. ","","","",""
"Rarely","1990","Thuringia","Single parent ","","","",""
"Rarely","1990","Thuringia","Couple + C. LE 16 ","","","",""
"Rarely","1990","Thuringia","Couple + C. GT 16 ","","","",""
"Rarely","1990","Thuringia","Couple + C. LE and GT 16","","","",""
"Never","1990","Schleswig-Holstein","1-pers.-HH","1","","",""
"Never","1990","Schleswig-Holstein","(Married) couple without C. ","5","","",""
"Never","1990","Schleswig-Holstein","Single parent ","2","","",""
"Never","1990","Schleswig-Holstein","Couple + C. LE 16 ","2","","",""
"Never","1990","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"Never","1990","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"Never","1990","Hamburg","1-pers.-HH","2","","",""
"Never","1990","Hamburg","(Married) couple without C. ","","","",""
"Never","1990","Hamburg","Single parent ","2","","",""
"Never","1990","Hamburg","Couple + C. LE 16 ","","","",""
"Never","1990","Hamburg","Couple + C. GT 16 ","","","",""
"Never","1990","Hamburg","Couple + C. LE and GT 16","","","",""
"Never","1990","Lower Saxony","1-pers.-HH","5","","",""
"Never","1990","Lower Saxony","(Married) couple without C. ","1","","",""
"Never","1990","Lower Saxony","Single parent ","1","","",""
"Never","1990","Lower Saxony","Couple + C. LE 16 ","3","","",""
"Never","1990","Lower Saxony","Couple + C. GT 16 ","7","","",""
"Never","1990","Lower Saxony","Couple + C. LE and GT 16","1","","",""
"Never","1990","Bremen","1-pers.-HH","1","","",""
"Never","1990","Bremen","(Married) couple without C. ","","","",""
"Never","1990","Bremen","Single parent ","","","",""
"Never","1990","Bremen","Couple + C. LE 16 ","","","",""
"Never","1990","Bremen","Couple + C. GT 16 ","","","",""
"Never","1990","Bremen","Couple + C. LE and GT 16","1","","",""
"Never","1990","North Rhine-Westphalia","1-pers.-HH","12","","",""
"Never","1990","North Rhine-Westphalia","(Married) couple without C. ","11","","",""
"Never","1990","North Rhine-Westphalia","Single parent ","3","","",""
"Never","1990","North Rhine-Westphalia","Couple + C. LE 16 ","1","","",""
"Never","1990","North Rhine-Westphalia","Couple + C. GT 16 ","6","","",""
"Never","1990","North Rhine-Westphalia","Couple + C. LE and GT 16","7","","",""
"Never","1990","Hesse","1-pers.-HH","5","","",""
"Never","1990","Hesse","(Married) couple without C. ","21","","",""
"Never","1990","Hesse","Single parent ","4","","",""
"Never","1990","Hesse","Couple + C. LE 16 ","4","","",""
"Never","1990","Hesse","Couple + C. GT 16 ","5","","",""
"Never","1990","Hesse","Couple + C. LE and GT 16","3","","",""
"Never","1990","Rhineland-Palatinate,Saarland","1-pers.-HH","4","","",""
"Never","1990","Rhineland-Palatinate,Saarland","(Married) couple without C. ","10","","",""
"Never","1990","Rhineland-Palatinate,Saarland","Single parent ","2","","",""
"Never","1990","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","2","","",""
"Never","1990","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","5","","",""
"Never","1990","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"Never","1990","Baden-Württemberg","1-pers.-HH","7","","",""
"Never","1990","Baden-Württemberg","(Married) couple without C. ","9","","",""
"Never","1990","Baden-Württemberg","Single parent ","4","","",""
"Never","1990","Baden-Württemberg","Couple + C. LE 16 ","11","","",""
"Never","1990","Baden-Württemberg","Couple + C. GT 16 ","14","","",""
"Never","1990","Baden-Württemberg","Couple + C. LE and GT 16","5","","",""
"Never","1990","Bavaria","1-pers.-HH","11","","",""
"Never","1990","Bavaria","(Married) couple without C. ","9","","",""
"Never","1990","Bavaria","Single parent ","1","","",""
"Never","1990","Bavaria","Couple + C. LE 16 ","5","","",""
"Never","1990","Bavaria","Couple + C. GT 16 ","7","","",""
"Never","1990","Bavaria","Couple + C. LE and GT 16","2","","",""
"Never","1990","Berlin","1-pers.-HH","5","","",""
"Never","1990","Berlin","(Married) couple without C. ","","","",""
"Never","1990","Berlin","Single parent ","1","","",""
"Never","1990","Berlin","Couple + C. LE 16 ","3","","",""
"Never","1990","Berlin","Couple + C. GT 16 ","2","","",""
"Never","1990","Berlin","Couple + C. LE and GT 16","1","","",""
"Never","1990","Brandenburg","1-pers.-HH","","","",""
"Never","1990","Brandenburg","(Married) couple without C. ","","","",""
"Never","1990","Brandenburg","Single parent ","","","",""
"Never","1990","Brandenburg","Couple + C. LE 16 ","","","",""
"Never","1990","Brandenburg","Couple + C. GT 16 ","","","",""
"Never","1990","Brandenburg","Couple + C. LE and GT 16","","","",""
"Never","1990","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"Never","1990","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"Never","1990","Mecklenburg-Western Pomerania","Single parent ","","","",""
"Never","1990","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"Never","1990","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Never","1990","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Never","1990","Saxony","1-pers.-HH","","","",""
"Never","1990","Saxony","(Married) couple without C. ","","","",""
"Never","1990","Saxony","Single parent ","","","",""
"Never","1990","Saxony","Couple + C. LE 16 ","","","",""
"Never","1990","Saxony","Couple + C. GT 16 ","","","",""
"Never","1990","Saxony","Couple + C. LE and GT 16","","","",""
"Never","1990","Saxony-Anhalt","1-pers.-HH","","","",""
"Never","1990","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Never","1990","Saxony-Anhalt","Single parent ","","","",""
"Never","1990","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Never","1990","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Never","1990","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Never","1990","Thuringia","1-pers.-HH","","","",""
"Never","1990","Thuringia","(Married) couple without C. ","","","",""
"Never","1990","Thuringia","Single parent ","","","",""
"Never","1990","Thuringia","Couple + C. LE 16 ","","","",""
"Never","1990","Thuringia","Couple + C. GT 16 ","","","",""
"Never","1990","Thuringia","Couple + C. LE and GT 16","","","",""
"Daily","1991","Schleswig-Holstein","1-pers.-HH","","","",""
"Daily","1991","Schleswig-Holstein","(Married) couple without C. ","","","",""
"Daily","1991","Schleswig-Holstein","Single parent ","","","",""
"Daily","1991","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"Daily","1991","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"Daily","1991","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"Daily","1991","Hamburg","1-pers.-HH","","","",""
"Daily","1991","Hamburg","(Married) couple without C. ","","","",""
"Daily","1991","Hamburg","Single parent ","","","",""
"Daily","1991","Hamburg","Couple + C. LE 16 ","","","",""
"Daily","1991","Hamburg","Couple + C. GT 16 ","","","",""
"Daily","1991","Hamburg","Couple + C. LE and GT 16","","","",""
"Daily","1991","Lower Saxony","1-pers.-HH","","","",""
"Daily","1991","Lower Saxony","(Married) couple without C. ","","","",""
"Daily","1991","Lower Saxony","Single parent ","","","",""
"Daily","1991","Lower Saxony","Couple + C. LE 16 ","","","",""
"Daily","1991","Lower Saxony","Couple + C. GT 16 ","","","",""
"Daily","1991","Lower Saxony","Couple + C. LE and GT 16","","","",""
"Daily","1991","Bremen","1-pers.-HH","","","",""
"Daily","1991","Bremen","(Married) couple without C. ","","","",""
"Daily","1991","Bremen","Single parent ","","","",""
"Daily","1991","Bremen","Couple + C. LE 16 ","","","",""
"Daily","1991","Bremen","Couple + C. GT 16 ","","","",""
"Daily","1991","Bremen","Couple + C. LE and GT 16","","","",""
"Daily","1991","North Rhine-Westphalia","1-pers.-HH","","","",""
"Daily","1991","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"Daily","1991","North Rhine-Westphalia","Single parent ","","","",""
"Daily","1991","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"Daily","1991","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"Daily","1991","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"Daily","1991","Hesse","1-pers.-HH","","","",""
"Daily","1991","Hesse","(Married) couple without C. ","","","",""
"Daily","1991","Hesse","Single parent ","","","",""
"Daily","1991","Hesse","Couple + C. LE 16 ","","","",""
"Daily","1991","Hesse","Couple + C. GT 16 ","","","",""
"Daily","1991","Hesse","Couple + C. LE and GT 16","","","",""
"Daily","1991","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"Daily","1991","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"Daily","1991","Rhineland-Palatinate,Saarland","Single parent ","","","",""
"Daily","1991","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","",""
"Daily","1991","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"Daily","1991","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"Daily","1991","Baden-Württemberg","1-pers.-HH","","","",""
"Daily","1991","Baden-Württemberg","(Married) couple without C. ","","","",""
"Daily","1991","Baden-Württemberg","Single parent ","","","",""
"Daily","1991","Baden-Württemberg","Couple + C. LE 16 ","","","",""
"Daily","1991","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"Daily","1991","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
"Daily","1991","Bavaria","1-pers.-HH","","","",""
"Daily","1991","Bavaria","(Married) couple without C. ","","","",""
"Daily","1991","Bavaria","Single parent ","","","",""
"Daily","1991","Bavaria","Couple + C. LE 16 ","","","",""
"Daily","1991","Bavaria","Couple + C. GT 16 ","","","",""
"Daily","1991","Bavaria","Couple + C. LE and GT 16","","","",""
"Daily","1991","Berlin","1-pers.-HH","","","",""
"Daily","1991","Berlin","(Married) couple without C. ","","","",""
"Daily","1991","Berlin","Single parent ","","","",""
"Daily","1991","Berlin","Couple + C. LE 16 ","","","",""
"Daily","1991","Berlin","Couple + C. GT 16 ","","","",""
"Daily","1991","Berlin","Couple + C. LE and GT 16","","","",""
"Daily","1991","Brandenburg","1-pers.-HH","","","",""
"Daily","1991","Brandenburg","(Married) couple without C. ","","","",""
"Daily","1991","Brandenburg","Single parent ","","","",""
"Daily","1991","Brandenburg","Couple + C. LE 16 ","","","",""
"Daily","1991","Brandenburg","Couple + C. GT 16 ","","","",""
"Daily","1991","Brandenburg","Couple + C. LE and GT 16","","","",""
"Daily","1991","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"Daily","1991","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"Daily","1991","Mecklenburg-Western Pomerania","Single parent ","","","",""
"Daily","1991","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"Daily","1991","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Daily","1991","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Daily","1991","Saxony","1-pers.-HH","","","",""
"Daily","1991","Saxony","(Married) couple without C. ","","","",""
"Daily","1991","Saxony","Single parent ","","","",""
"Daily","1991","Saxony","Couple + C. LE 16 ","","","",""
"Daily","1991","Saxony","Couple + C. GT 16 ","","","",""
"Daily","1991","Saxony","Couple + C. LE and GT 16","","","",""
"Daily","1991","Saxony-Anhalt","1-pers.-HH","","","",""
"Daily","1991","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Daily","1991","Saxony-Anhalt","Single parent ","","","",""
"Daily","1991","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Daily","1991","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Daily","1991","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Daily","1991","Thuringia","1-pers.-HH","","","",""
"Daily","1991","Thuringia","(Married) couple without C. ","","","",""
"Daily","1991","Thuringia","Single parent ","","","",""
"Daily","1991","Thuringia","Couple + C. LE 16 ","","","",""
"Daily","1991","Thuringia","Couple + C. GT 16 ","","","",""
"Daily","1991","Thuringia","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1991","Schleswig-Holstein","1-pers.-HH","","","",""
"Min 1x per week","1991","Schleswig-Holstein","(Married) couple without C. ","","","",""
"Min 1x per week","1991","Schleswig-Holstein","Single parent ","","","",""
"Min 1x per week","1991","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"Min 1x per week","1991","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"Min 1x per week","1991","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1991","Hamburg","1-pers.-HH","","","",""
"Min 1x per week","1991","Hamburg","(Married) couple without C. ","","","",""
"Min 1x per week","1991","Hamburg","Single parent ","","","",""
"Min 1x per week","1991","Hamburg","Couple + C. LE 16 ","","","",""
"Min 1x per week","1991","Hamburg","Couple + C. GT 16 ","","","",""
"Min 1x per week","1991","Hamburg","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1991","Lower Saxony","1-pers.-HH","","","",""
"Min 1x per week","1991","Lower Saxony","(Married) couple without C. ","","","",""
"Min 1x per week","1991","Lower Saxony","Single parent ","","","",""
"Min 1x per week","1991","Lower Saxony","Couple + C. LE 16 ","","","",""
"Min 1x per week","1991","Lower Saxony","Couple + C. GT 16 ","","","",""
"Min 1x per week","1991","Lower Saxony","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1991","Bremen","1-pers.-HH","","","",""
"Min 1x per week","1991","Bremen","(Married) couple without C. ","","","",""
"Min 1x per week","1991","Bremen","Single parent ","","","",""
"Min 1x per week","1991","Bremen","Couple + C. LE 16 ","","","",""
"Min 1x per week","1991","Bremen","Couple + C. GT 16 ","","","",""
"Min 1x per week","1991","Bremen","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1991","North Rhine-Westphalia","1-pers.-HH","","","",""
"Min 1x per week","1991","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"Min 1x per week","1991","North Rhine-Westphalia","Single parent ","","","",""
"Min 1x per week","1991","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"Min 1x per week","1991","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"Min 1x per week","1991","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1991","Hesse","1-pers.-HH","","","",""
"Min 1x per week","1991","Hesse","(Married) couple without C. ","","","",""
"Min 1x per week","1991","Hesse","Single parent ","","","",""
"Min 1x per week","1991","Hesse","Couple + C. LE 16 ","","","",""
"Min 1x per week","1991","Hesse","Couple + C. GT 16 ","","","",""
"Min 1x per week","1991","Hesse","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1991","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"Min 1x per week","1991","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"Min 1x per week","1991","Rhineland-Palatinate,Saarland","Single parent ","","","",""
"Min 1x per week","1991","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","",""
"Min 1x per week","1991","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"Min 1x per week","1991","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1991","Baden-Württemberg","1-pers.-HH","","","",""
"Min 1x per week","1991","Baden-Württemberg","(Married) couple without C. ","","","",""
