"ple0098_v5","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2000","16-34 y.","middle vocational","3009","0.914118124473234","0.904522033447628","0.923714215498839","2"
"No","2000","16-34 y.","higher vocational","326","0.890668540783491","0.858742454162474","0.922594627404509","2"
"No","2000","35-65 y.","in school","6","","","","2"
"No","2000","35-65 y.","inadequately","236","0.985040324815421","0.969682470026145","1.0003981796047","2"
"No","2000","35-65 y.","middle vocational","6079","0.895370193155198","0.888047286475005","0.90269309983539","2"
"No","2000","35-65 y.","vocational + Abi","390","0.844186653606047","0.810640209747639","0.877733097464455","2"
"No","2000","35-65 y.","higher vocational","945","0.890097330254242","0.871286468008084","0.9089081925004","2"
"No","2000","35-65 y.","higher education","1598","0.822740140198878","0.805482149238734","0.839998131159022","2"
"No","2000","66 and older","in school","2","","","","2"
"No","2000","16-34 y.","inadequately","96","0.977319728845165","0.947843120750492","1.00679633693984","2"
"No","2000","16-34 y.","higher education","499","0.842700466391411","0.813146610708102","0.87225432207472","2"
"No","2000","16-34 y.","vocational + Abi","440","0.90440431747078","0.8782628231763","0.930545811765259","2"
"No","2000","35-65 y.","general elemantary","1286","0.953276680869812","0.941942965373304","0.96461039636632","2"
"Yes","2000","16-34 y.","in school","26","","","","1"
"Yes","2000","16-34 y.","inadequately","2","","","","1"
"Yes","2000","16-34 y.","general elemantary","48","0.0422642388400039","0.0309977283702261","0.0535307493097817","1"
"Yes","2000","16-34 y.","middle vocational","266","0.0858818755267663","0.0762857845011605","0.0954779665523721","1"
"Yes","2000","16-34 y.","vocational + Abi","46","0.0955956825292205","0.0694541882347405","0.1217371768237","1"
"Yes","2000","16-34 y.","higher vocational","41","0.109331459216509","0.0774053725954907","0.141257545837526","1"
"Yes","2000","16-34 y.","higher education","84","0.157299533608589","0.127745677925279","0.186853389291898","1"
"Yes","2000","35-65 y.","in school","","","","","1"
"Yes","2000","35-65 y.","inadequately","4","","","","1"
"Yes","2000","35-65 y.","general elemantary","46","0.0467233191301882","0.0353896036336801","0.0580570346266964","1"
"Yes","2000","35-65 y.","middle vocational","632","0.104629806844802","0.0973069001646103","0.111952713524995","1"
"Yes","2000","35-65 y.","vocational + Abi","59","0.155813346393953","0.122266902535545","0.189359790252361","1"
"Yes","2000","35-65 y.","higher vocational","117","0.109902669745758","0.0910918074996","0.128713531991916","1"
"Yes","2000","35-65 y.","higher education","283","0.177259859801123","0.160001868840979","0.194517850761267","1"
"Yes","2000","66 and older","in school","","","","","1"
"Yes","2000","66 and older","inadequately","","","","","1"
"Yes","2000","66 and older","general elemantary","29","","","","1"
"Yes","2000","66 and older","middle vocational","105","0.0682828347976257","0.0565222847075574","0.080043384887694","1"
"Yes","2000","66 and older","vocational + Abi","17","","","","1"
"Yes","2000","66 and older","higher vocational","18","","","","1"
"Yes","2000","66 and older","higher education","55","0.193790322607814","0.149210876734312","0.238369768481317","1"
"No","2001","66 and older","middle vocational","1567","0.926887086379054","0.914431545994526","0.939342626763581","2"
"No","2001","66 and older","general elemantary","771","0.976513040030949","0.965945789187506","0.987080290874392","2"
"No","2001","66 and older","inadequately","55","1","1","1","2"
"No","2001","66 and older","higher education","261","0.835259236528513","0.793697033608431","0.876821439448596","2"
"No","2001","66 and older","vocational + Abi","68","0.799354222103092","0.713196601987544","0.885511842218641","2"
"No","2001","66 and older","higher vocational","203","0.924700181624884","0.889672025235842","0.959728338013925","2"
"No","2001","35-65 y.","vocational + Abi","395","0.839175566658944","0.805640431696446","0.872710701621442","2"
"No","2001","35-65 y.","higher education","1512","0.824680015016101","0.806980874765146","0.842379155267056","2"
"No","2001","35-65 y.","middle vocational","5605","0.893671165309755","0.885983867782687","0.901358462836822","2"
"No","2001","35-65 y.","higher vocational","858","0.869143392553655","0.847953184749511","0.890333600357799","2"
"No","2001","66 and older","in school","","","","","2"
"No","2001","16-34 y.","in school","420","0.931861487505354","0.908579833005274","0.955143142005434","2"
"No","2001","16-34 y.","inadequately","67","0.963913266075554","0.920222280815676","1.00760425133543","2"
"No","2001","16-34 y.","general elemantary","1057","0.961818336946803","0.950483354090023","0.973153319803583","2"
"No","2001","16-34 y.","middle vocational","2545","0.907938087461125","0.897198648612466","0.918677526309785","2"
"No","2001","16-34 y.","higher vocational","250","0.891362683717356","0.854913667246521","0.927811700188192","2"
"No","2001","16-34 y.","higher education","417","0.827095353359475","0.793747664609238","0.860443042109713","2"
"No","2001","35-65 y.","in school","1","","","","2"
"No","2001","35-65 y.","inadequately","181","0.991531823295477","0.978219290775658","1.0048443558153","2"
"No","2001","35-65 y.","general elemantary","1085","0.967068517780488","0.956635758248864","0.977501277312111","2"
"No","2001","16-34 y.","vocational + Abi","382","0.892364048626196","0.86307106743511","0.921657029817281","2"
"Yes","2001","16-34 y.","in school","30","0.0681385124946457","0.0448568579945656","0.0914201669947259","1"
"Yes","2001","16-34 y.","inadequately","3","","","","1"
"Yes","2001","16-34 y.","general elemantary","41","0.0381816630531971","0.0268466801964167","0.0495166459099774","1"
"Yes","2001","16-34 y.","middle vocational","239","0.092061912538875","0.0813224736902155","0.102801351387534","1"
"Yes","2001","16-34 y.","vocational + Abi","48","0.107635951373804","0.0783429701827188","0.13692893256489","1"
"Yes","2001","16-34 y.","higher vocational","30","0.108637316282644","0.0721882998118082","0.145086332753479","1"
"Yes","2001","16-34 y.","higher education","77","0.172904646640525","0.139556957890287","0.206252335390762","1"
"Yes","2001","35-65 y.","in school","","","","","1"
"Yes","2001","35-65 y.","inadequately","1","","","","1"
"Yes","2001","35-65 y.","general elemantary","39","0.0329314822195124","0.0224987226878888","0.0433642417511361","1"
"Yes","2001","35-65 y.","middle vocational","572","0.106328834690245","0.0986415371631775","0.114016132217313","1"
"Yes","2001","35-65 y.","vocational + Abi","66","0.160824433341056","0.127289298378558","0.194359568303554","1"
"Yes","2001","35-65 y.","higher vocational","115","0.130856607446345","0.109666399642201","0.152046815250489","1"
"Yes","2001","35-65 y.","higher education","261","0.175319984983899","0.157620844732944","0.193019125234854","1"
"Yes","2001","66 and older","in school","","","","","1"
"Yes","2001","66 and older","inadequately","","","","","1"
"Yes","2001","66 and older","general elemantary","18","","","","1"
"Yes","2001","66 and older","middle vocational","111","0.0731129136209462","0.0606573732364188","0.0855684540054736","1"
"Yes","2001","66 and older","vocational + Abi","15","","","","1"
"Yes","2001","66 and older","higher vocational","15","","","","1"
"Yes","2001","66 and older","higher education","45","0.164740763471487","0.123178560551404","0.206302966391569","1"
"No","2002","66 and older","higher education","294","0.816841904480371","0.777951867433379","0.855731941527363","2"
"No","2002","66 and older","middle vocational","1622","0.913827255997624","0.900724515077303","0.926929996917945","2"
"No","2002","66 and older","general elemantary","746","0.959940913541921","0.946125929669906","0.973755897413936","2"
"No","2002","66 and older","inadequately","55","1","1","1","2"
"No","2002","66 and older","higher vocational","208","0.902711610321521","0.864160207668646","0.941263012974397","2"
"No","2002","66 and older","vocational + Abi","63","0.780300198832541","0.690683930531307","0.869916467133775","2"
"No","2002","35-65 y.","middle vocational","5402","0.885733026627764","0.877771653352348","0.893694399903181","2"
"No","2002","35-65 y.","vocational + Abi","438","0.863536648707015","0.834228311030708","0.892844986383323","2"
"No","2002","35-65 y.","higher vocational","858","0.86371583667377","0.842408627994787","0.885023045352753","2"
"No","2002","35-65 y.","higher education","1660","0.818998272976248","0.802294697608177","0.835701848344319","2"
"No","2002","66 and older","in school","","","","","2"
"No","2002","16-34 y.","in school","453","0.945848402118382","0.925870906840103","0.965825897396661","2"
"No","2002","16-34 y.","inadequately","62","1","1","1","2"
"No","2002","16-34 y.","general elemantary","951","0.96281585480055","0.951053198249624","0.974578511351477","2"
"No","2002","16-34 y.","middle vocational","2342","0.890607430895346","0.878653316432222","0.90256154535847","2"
"No","2002","16-34 y.","higher vocational","226","0.850062760984272","0.807078901842023","0.893046620126521","2"
"No","2002","16-34 y.","higher education","390","0.841212859355581","0.808065398505245","0.874360320205917","2"
"No","2002","35-65 y.","in school","","","","","2"
"No","2002","35-65 y.","inadequately","159","0.987974242193094","0.971137262402643","1.00481122198354","2"
"No","2002","35-65 y.","general elemantary","1009","0.969311047927289","0.958843895523032","0.979778200331546","2"
"No","2002","16-34 y.","vocational + Abi","386","0.90106612321122","0.872943554428128","0.929188691994313","2"
"Yes","2002","66 and older","general elemantary","28","","","","1"
"Yes","2002","66 and older","middle vocational","140","0.0861727440023762","0.0730700030820551","0.0992754849226973","1"
"Yes","2002","66 and older","vocational + Abi","19","","","","1"
"Yes","2002","66 and older","higher vocational","19","","","","1"
"Yes","2002","66 and older","higher education","86","0.183158095519629","0.144268058472637","0.222048132566621","1"
"Yes","2002","16-34 y.","in school","40","0.0541515978816182","0.034174102603339","0.0741290931598975","1"
"Yes","2002","16-34 y.","inadequately","","","","","1"
"Yes","2002","16-34 y.","general elemantary","43","0.0371841451994497","0.0254214886485233","0.0489468017503761","1"
"Yes","2002","16-34 y.","middle vocational","277","0.109392569104654","0.0974384546415295","0.121346683567778","1"
"Yes","2002","16-34 y.","vocational + Abi","47","0.0989338767887797","0.0708113080056871","0.127056445571872","1"
"Yes","2002","16-34 y.","higher vocational","39","0.149937239015728","0.106953379873479","0.192921098157977","1"
"Yes","2002","16-34 y.","higher education","77","0.158787140644419","0.125639679794083","0.191934601494755","1"
"Yes","2002","35-65 y.","in school","","","","","1"
"Yes","2002","35-65 y.","inadequately","2","","","","1"
"Yes","2002","35-65 y.","general elemantary","34","0.0306889520727109","0.0202217996684537","0.0411561044769681","1"
"Yes","2002","35-65 y.","middle vocational","732","0.114266973372235","0.106305600096819","0.122228346647652","1"
"Yes","2002","35-65 y.","vocational + Abi","89","0.136463351292985","0.107155013616677","0.165771688969292","1"
"Yes","2002","35-65 y.","higher vocational","138","0.13628416332623","0.114976954647247","0.157591372005213","1"
"Yes","2002","35-65 y.","higher education","381","0.181001727023752","0.16429815165568","0.197705302391823","1"
"Yes","2002","66 and older","in school","","","","","1"
"Yes","2002","66 and older","inadequately","","","","","1"
"No","2003","66 and older","higher education","304","0.758448372141018","0.716450272531685","0.800446471750351","2"
"No","2003","66 and older","general elemantary","740","0.962773048675411","0.949366271105789","0.976179826245033","2"
"No","2003","66 and older","inadequately","51","1","1","1","2"
"No","2003","66 and older","middle vocational","1646","0.91898300561094","0.906335463397074","0.931630547824807","2"
"No","2003","66 and older","higher vocational","212","0.917383885373788","0.881805018710843","0.952962752036734","2"
"No","2003","66 and older","vocational + Abi","65","0.825460862459908","0.744289449797085","0.906632275122731","2"
"No","2003","35-65 y.","middle vocational","5153","0.885551238752985","0.877391865421573","0.893710612084397","2"
"No","2003","35-65 y.","vocational + Abi","435","0.859107849553879","0.829319277180008","0.888896421927749","2"
"No","2003","35-65 y.","higher vocational","840","0.866174286839757","0.844737552331608","0.887611021347907","2"
"No","2003","35-65 y.","higher education","1588","0.815438016456266","0.798250256484512","0.832625776428019","2"
"No","2003","66 and older","in school","","","","","2"
"No","2003","16-34 y.","in school","452","0.929963741175397","0.90745873719702","0.952468745153774","2"
"No","2003","16-34 y.","inadequately","56","0.975903828007904","0.936438871165427","1.01536878485038","2"
"No","2003","16-34 y.","general elemantary","903","0.959554853285614","0.947014434697136","0.972095271874091","2"
"No","2003","16-34 y.","middle vocational","2172","0.88941164281585","0.876962560207539","0.90186072542416","2"
"No","2003","16-34 y.","higher vocational","205","0.842141126796805","0.795916216364023","0.888366037229586","2"
"No","2003","16-34 y.","higher education","352","0.835753457227081","0.800487768324397","0.871019146129764","2"
"No","2003","35-65 y.","in school","","","","","2"
"No","2003","35-65 y.","inadequately","150","0.990246175743409","0.974570774458573","1.00592157702825","2"
"No","2003","35-65 y.","general elemantary","925","0.967922351890998","0.956752673624055","0.97909203015794","2"
"No","2003","16-34 y.","vocational + Abi","358","0.85628000375592","0.822650036080962","0.889909971430877","2"
"Yes","2003","66 and older","general elemantary","26","","","","1"
"Yes","2003","66 and older","middle vocational","142","0.0810169943890599","0.0683694521751934","0.0936645366029264","1"
"Yes","2003","66 and older","vocational + Abi","19","","","","1"
"Yes","2003","66 and older","higher vocational","18","","","","1"
"Yes","2003","66 and older","higher education","95","0.241551627858982","0.199553528249649","0.283549727468315","1"
"Yes","2003","16-34 y.","in school","42","0.0700362588246029","0.0475312548462257","0.0925412628029802","1"
"Yes","2003","16-34 y.","inadequately","2","","","","1"
"Yes","2003","16-34 y.","general elemantary","45","0.0404451467143864","0.0279047281259089","0.0529855653028639","1"
"Yes","2003","16-34 y.","middle vocational","266","0.11058835718415","0.09813927457584","0.123037439792461","1"
"Yes","2003","16-34 y.","vocational + Abi","60","0.14371999624408","0.110090028569123","0.177349963919038","1"
"Yes","2003","16-34 y.","higher vocational","34","0.157858873203195","0.111633962770414","0.204083783635977","1"
"Yes","2003","16-34 y.","higher education","72","0.164246542772919","0.128980853870236","0.199512231675603","1"
"Yes","2003","35-65 y.","in school","","","","","1"
"Yes","2003","35-65 y.","inadequately","1","","","","1"
"Yes","2003","35-65 y.","general elemantary","31","0.0320776481090025","0.0209079698420601","0.0432473263759449","1"
"Yes","2003","35-65 y.","middle vocational","695","0.114448761247015","0.106289387915603","0.122608134578427","1"
"Yes","2003","35-65 y.","vocational + Abi","89","0.140892150446121","0.111103578072251","0.170680722819992","1"
"Yes","2003","35-65 y.","higher vocational","129","0.133825713160243","0.112388978652093","0.155262447668392","1"
"Yes","2003","35-65 y.","higher education","369","0.184561983543734","0.16737422357198","0.201749743515488","1"
"Yes","2003","66 and older","in school","","","","","1"
"Yes","2003","66 and older","inadequately","","","","","1"
"No","2004","66 and older","inadequately","53","1","1","1","2"
"No","2004","66 and older","middle vocational","1696","0.914651072090331","0.901943315191186","0.927358828989477","2"
"No","2004","66 and older","higher education","337","0.783311792645574","0.74468467135395","0.821938913937198","2"
"No","2004","66 and older","general elemantary","723","0.960440874909467","0.94652786564211","0.974353884176823","2"
"No","2004","66 and older","vocational + Abi","65","0.804744152253794","0.719465567507274","0.890022737000313","2"
"No","2004","66 and older","higher vocational","216","0.887005076384131","0.847117933661864","0.926892219106398","2"
"No","2004","35-65 y.","vocational + Abi","428","0.841453949079807","0.810240043670053","0.87266785448956","2"
"No","2004","35-65 y.","higher education","1506","0.79241719246696","0.774170984420651","0.810663400513269","2"
"No","2004","35-65 y.","middle vocational","4947","0.878506638407275","0.869978134127189","0.887035142687361","2"
"No","2004","35-65 y.","higher vocational","793","0.845956083858453","0.82285444149341","0.869057726223496","2"
"No","2004","66 and older","in school","","","","","2"
"No","2004","16-34 y.","higher vocational","183","0.813354856954699","0.76198594903749","0.864723764871909","2"
"No","2004","16-34 y.","higher education","324","0.833141662920956","0.796465303543676","0.869818022298237","2"
"No","2004","35-65 y.","in school","","","","","2"
"No","2004","35-65 y.","inadequately","140","1","1","1","2"
"No","2004","35-65 y.","general elemantary","848","0.964055203907252","0.951756036333571","0.976354371480932","2"
"No","2004","16-34 y.","in school","450","0.916722215828645","0.892406295519308","0.941038136137983","2"
"No","2004","16-34 y.","inadequately","56","1","1","1","2"
"No","2004","16-34 y.","general elemantary","822","0.93451196057477","0.918129864657524","0.950894056492016","2"
"No","2004","16-34 y.","middle vocational","2029","0.889042652259276","0.876195659446037","0.901889645072515","2"
"No","2004","16-34 y.","vocational + Abi","352","0.876322029513479","0.844686182593406","0.907957876433551","2"
"Yes","2004","66 and older","general elemantary","31","0.0395591250905331","0.0256461158231765","0.0534721343578898","1"
"Yes","2004","66 and older","middle vocational","161","0.0853489279096687","0.0726411710105234","0.0980566848088139","1"
"Yes","2004","66 and older","vocational + Abi","18","","","","1"
"Yes","2004","66 and older","higher vocational","26","","","","1"
"Yes","2004","66 and older","higher education","100","0.216688207354426","0.178061086062802","0.25531532864605","1"
"Yes","2004","16-34 y.","in school","46","0.0832777841713548","0.0589618638620173","0.107593704480692","1"
"Yes","2004","16-34 y.","inadequately","","","","","1"
"Yes","2004","16-34 y.","general elemantary","54","0.0654880394252301","0.0491059435079843","0.081870135342476","1"
"Yes","2004","16-34 y.","middle vocational","267","0.110957347740724","0.098110354927485","0.123804340553963","1"
"Yes","2004","16-34 y.","vocational + Abi","64","0.123677970486521","0.0920421235664489","0.155313817406594","1"
"Yes","2004","16-34 y.","higher vocational","38","0.186645143045301","0.135276235128091","0.23801405096251","1"
"Yes","2004","16-34 y.","higher education","73","0.166858337079044","0.130181977701763","0.203534696456324","1"
"Yes","2004","35-65 y.","in school","","","","","1"
"Yes","2004","35-65 y.","inadequately","","","","","1"
"Yes","2004","35-65 y.","general elemantary","32","0.0359447960927485","0.0236456285190683","0.0482439636664286","1"
"Yes","2004","35-65 y.","middle vocational","690","0.121493361592724","0.112964857312638","0.13002186587281","1"
"Yes","2004","35-65 y.","vocational + Abi","98","0.158546050920193","0.12733214551044","0.189759956329947","1"
"Yes","2004","35-65 y.","higher vocational","145","0.154043916141547","0.130942273776504","0.17714555850659","1"
"Yes","2004","35-65 y.","higher education","392","0.20758280753304","0.189336599486731","0.225829015579349","1"
"Yes","2004","66 and older","in school","","","","","1"
"Yes","2004","66 and older","inadequately","","","","","1"
"No","2005","66 and older","higher education","362","0.807539524614939","0.771668666036037","0.843410383193841","2"
"No","2005","66 and older","higher vocational","202","0.852153445030325","0.806281338972621","0.898025551088029","2"
"No","2005","66 and older","inadequately","50","1","1","1","2"
"No","2005","66 and older","middle vocational","1664","0.897981966816365","0.884178539772712","0.911785393860017","2"
"No","2005","66 and older","general elemantary","701","0.958674313452907","0.944215655440795","0.973132971465019","2"
"No","2005","66 and older","vocational + Abi","64","0.740092880588596","0.648974647640743","0.831211113536449","2"
"No","2005","35-65 y.","middle vocational","4588","0.867145566063432","0.858015461341758","0.876275670785107","2"
"No","2005","35-65 y.","vocational + Abi","410","0.848529073049721","0.817384154103357","0.879673991996085","2"
"No","2005","35-65 y.","higher vocational","757","0.833259171618028","0.808893450234488","0.857624893001567","2"
"No","2005","35-65 y.","higher education","1435","0.797797602386861","0.77930455390552","0.816290650868203","2"
"No","2005","66 and older","in school","","","","","2"
"No","2005","16-34 y.","higher vocational","148","0.840083997515836","0.786833984836746","0.893334010194926","2"
"No","2005","16-34 y.","higher education","310","0.784586780030058","0.743733215085859","0.825440344974257","2"
"No","2005","35-65 y.","in school","","","","","2"
"No","2005","35-65 y.","inadequately","130","1","1","1","2"
"No","2005","35-65 y.","general elemantary","756","0.945340986659442","0.929539801415132","0.961142171903752","2"
"No","2005","16-34 y.","in school","470","0.916921366140601","0.892920497805252","0.940922234475949","2"
"No","2005","16-34 y.","inadequately","55","0.963043594119339","0.913632790764699","1.01245439747398","2"
"No","2005","16-34 y.","general elemantary","767","0.948908574529799","0.933698324741128","0.96411882431847","2"
"No","2005","16-34 y.","middle vocational","1821","0.856599920961891","0.841659621246889","0.871540220676892","2"
"No","2005","16-34 y.","vocational + Abi","328","0.812544365227018","0.774767235816691","0.850321494637344","2"
"Yes","2005","66 and older","general elemantary","27","","","","1"
"Yes","2005","66 and older","middle vocational","183","0.102018033183635","0.0882146061399827","0.115821460227288","1"
"Yes","2005","66 and older","vocational + Abi","25","","","","1"
"Yes","2005","66 and older","higher vocational","28","","","","1"
"Yes","2005","66 and older","higher education","102","0.192460475385061","0.156589616806159","0.228331333963963","1"
"Yes","2005","35-65 y.","vocational + Abi","99","0.151470926950279","0.120326008003915","0.182615845896643","1"
"Yes","2005","35-65 y.","higher vocational","142","0.166740828381972","0.142375106998433","0.191106549765512","1"
"Yes","2005","35-65 y.","higher education","377","0.202202397613138","0.183709349131797","0.22069544609448","1"
"Yes","2005","66 and older","in school","","","","","1"
"Yes","2005","66 and older","inadequately","","","","","1"
"Yes","2005","16-34 y.","in school","38","0.0830786338593993","0.0590777655240508","0.107079502194748","1"
"Yes","2005","16-34 y.","inadequately","1","","","","1"
"Yes","2005","16-34 y.","general elemantary","38","0.0510914254702013","0.0358811756815303","0.0663016752588723","1"
"Yes","2005","16-34 y.","middle vocational","293","0.14340007903811","0.128459779323108","0.158340378753111","1"
"Yes","2005","16-34 y.","vocational + Abi","82","0.187455634772982","0.149678505362656","0.225232764183309","1"
"Yes","2005","16-34 y.","higher vocational","34","0.159916002484164","0.106665989805074","0.213166015163254","1"
"Yes","2005","16-34 y.","higher education","79","0.215413219969942","0.174559655025744","0.256266784914141","1"
"Yes","2005","35-65 y.","in school","","","","","1"
"Yes","2005","35-65 y.","inadequately","","","","","1"
"Yes","2005","35-65 y.","general elemantary","39","0.0546590133405581","0.0388578280962482","0.070460198584868","1"
"Yes","2005","35-65 y.","middle vocational","721","0.132854433936568","0.123724329214893","0.141984538658242","1"
"No","2006","66 and older","higher education","416","0.759460688772724","0.723837630090706","0.795083747454741","2"
"No","2006","66 and older","middle vocational","1945","0.896401142481313","0.883602973590427","0.9091993113722","2"
"No","2006","66 and older","higher vocational","246","0.874089415558604","0.835438131733787","0.912740699383421","2"
"No","2006","66 and older","general elemantary","782","0.957455270725445","0.943598838687786","0.971311702763104","2"
"No","2006","66 and older","vocational + Abi","72","0.77386160441122","0.691870470230882","0.855852738591558","2"
"No","2006","66 and older","inadequately","56","1","1","1","2"
"No","2006","35-65 y.","middle vocational","4740","0.846452463868064","0.837090915315882","0.855814012420246","2"
"No","2006","35-65 y.","vocational + Abi","428","0.779114531194375","0.744938305363657","0.813290757025092","2"
"No","2006","35-65 y.","higher vocational","775","0.821354432584511","0.796918803798236","0.845790061370787","2"
"No","2006","35-65 y.","higher education","1477","0.768080030452216","0.749308668329826","0.786851392574607","2"
"No","2006","66 and older","in school","4","","","","2"
"No","2006","16-34 y.","higher vocational","137","0.820508648907172","0.762304599538502","0.878712698275842","2"
"No","2006","16-34 y.","higher education","339","0.742847377107712","0.702101634944943","0.783593119270481","2"
"No","2006","35-65 y.","in school","3","","","","2"
"No","2006","35-65 y.","inadequately","123","0.978820205670784","0.953579271934961","1.00406113940661","2"
"No","2006","35-65 y.","general elemantary","773","0.94323460167892","0.927425766183799","0.959043437174041","2"
"No","2006","16-34 y.","in school","256","0.876840284569331","0.838279969398077","0.915400599740586","2"
"No","2006","16-34 y.","inadequately","54","0.918313031024733","0.84657889996642","0.990047162083046","2"
"No","2006","16-34 y.","general elemantary","718","0.948878085953853","0.933229881062511","0.964526290845195","2"
"No","2006","16-34 y.","middle vocational","1863","0.857437081278392","0.84270295963326","0.872171202923524","2"
"No","2006","16-34 y.","vocational + Abi","323","0.762719056270504","0.722321320843721","0.803116791697286","2"
"Yes","2006","66 and older","general elemantary","33","0.042544729274555","0.0286882972368956","0.0564011613122143","1"
"Yes","2006","66 and older","middle vocational","233","0.103598857518687","0.0908006886278001","0.116397026409573","1"
"Yes","2006","66 and older","vocational + Abi","28","","","","1"
"Yes","2006","66 and older","higher vocational","37","0.125910584441396","0.0872593006165789","0.164561868266213","1"
"Yes","2006","66 and older","higher education","137","0.240539311227277","0.204916252545259","0.276162369909294","1"
"Yes","2006","35-65 y.","vocational + Abi","138","0.220885468805625","0.186709242974908","0.255061694636343","1"
"Yes","2006","35-65 y.","higher vocational","169","0.178645567415489","0.154209938629213","0.203081196201764","1"
"Yes","2006","35-65 y.","higher education","465","0.231919969547784","0.213148607425393","0.250691331670175","1"
"Yes","2006","66 and older","in school","","","","","1"
"Yes","2006","66 and older","inadequately","","","","","1"
"Yes","2006","16-34 y.","in school","23","","","","1"
"Yes","2006","16-34 y.","inadequately","2","","","","1"
"Yes","2006","16-34 y.","general elemantary","43","0.0511219140461467","0.0354737091548045","0.066770118937489","1"
"Yes","2006","16-34 y.","middle vocational","300","0.142562918721608","0.127828797076477","0.15729704036674","1"
"Yes","2006","16-34 y.","vocational + Abi","103","0.237280943729496","0.196883208302714","0.277678679156279","1"
