"ple0098_v5","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence"
"Yes","2010","Saxony","Not Working","45","0.0583888634018787","0.0392235920534451","0.0775541347503123"
"Yes","2010","Saxony-Anhalt","Full Time","58","0.192991377588168","0.149479022468195","0.236503732708141"
"Yes","2010","Saxony-Anhalt","Part Time","29","","",""
"Yes","2010","Saxony-Anhalt","Not Working","21","","",""
"Yes","2010","Thuringia","Full Time","58","0.159794557155295","0.120380350829741","0.199208763480849"
"Yes","2010","Thuringia","Part Time","24","","",""
"Yes","2010","Thuringia","Not Working","19","","",""
"No","2010","Schleswig-Holstein","Full Time","154","0.758056646380354","0.699432188658101","0.816681104102607"
"No","2010","Schleswig-Holstein","Part Time","137","0.735129270901475","0.670844567444009","0.799413974358941"
"No","2010","Schleswig-Holstein","Not Working","210","0.802887252724048","0.75415541994863","0.851619085499466"
"No","2010","Hamburg","Full Time","71","0.578373088932726","0.486507090022304","0.670239087843147"
"No","2010","Hamburg","Part Time","70","0.849233007553898","0.775307654909545","0.923158360198252"
"No","2010","Hamburg","Not Working","98","0.723998519015606","0.644018406064899","0.803978631966312"
"No","2010","Lower Saxony","Full Time","466","0.783472224370124","0.751462042425572","0.815482406314676"
"No","2010","Lower Saxony","Part Time","436","0.797196466342846","0.763982989930484","0.830409942755209"
"No","2010","Lower Saxony","Not Working","598","0.858550094442357","0.832641739405657","0.884458449479057"
"No","2010","Bremen","Full Time","31","0.588795973941504","0.439985143336977","0.737606804546031"
"No","2010","Bremen","Part Time","38","0.892397070103065","0.803805932538603","0.980988207667528"
"No","2010","Bremen","Not Working","53","0.924877249809419","0.85873012657593","0.991024373042908"
"No","2010","North Rhine-Westphalia","Full Time","1092","0.719818912654678","0.696806775025574","0.742831050283783"
"No","2010","North Rhine-Westphalia","Part Time","898","0.791812040576828","0.768507654271076","0.815116426882579"
"No","2010","North Rhine-Westphalia","Not Working","1354","0.854468422820782","0.837264679560647","0.871672166080916"
"No","2010","Hesse","Full Time","358","0.74290345882909","0.704286341933942","0.781520575724238"
"No","2010","Hesse","Part Time","330","0.780946355701044","0.741853292114578","0.82003941928751"
"No","2010","Hesse","Not Working","380","0.872532109579399","0.841989477525191","0.903074741633607"
"No","2010","Rhineland-Palatinate,Saarland","Full Time","315","0.78377560274689","0.744216207517737","0.823334997976043"
"No","2010","Rhineland-Palatinate,Saarland","Part Time","260","0.867706760179669","0.830172207983841","0.905241312375497"
"No","2010","Rhineland-Palatinate,Saarland","Not Working","329","0.895450982601157","0.864848027490562","0.926053937711751"
"No","2010","Baden-Württemberg","Full Time","684","0.701260139638432","0.672015959994949","0.730504319281916"
"No","2010","Baden-Württemberg","Part Time","525","0.745825680090703","0.714066886715883","0.777584473465524"
"No","2010","Baden-Württemberg","Not Working","625","0.782165546582176","0.753597961271099","0.810733131893252"
"No","2010","Bavaria","Full Time","824","0.681684987096861","0.654970484312863","0.708399489880859"
"No","2010","Bavaria","Part Time","656","0.736247521934016","0.707584936374442","0.76491010749359"
"No","2010","Bavaria","Not Working","796","0.810140785344776","0.785561188686952","0.834720382002599"
"No","2010","Berlin","Full Time","219","0.806506130180174","0.759731511981342","0.853280748379006"
"No","2010","Berlin","Part Time","171","0.820524780243034","0.768373554404931","0.872676006081138"
"No","2010","Berlin","Not Working","260","0.883712082127784","0.847735420211896","0.919688744043673"
"No","2010","Brandenburg","Full Time","238","0.785857413591427","0.738885562004852","0.832829265178001"
"No","2010","Brandenburg","Part Time","174","0.905732922979345","0.86461536402919","0.9468504819295"
"No","2010","Brandenburg","Not Working","348","0.901694893328623","0.872184326132769","0.931205460524478"
"No","2010","Mecklenburg-Western Pomerania","Full Time","172","0.851106527245772","0.801269762020438","0.900943292471106"
"No","2010","Mecklenburg-Western Pomerania","Part Time","112","0.926250407774103","0.881322061572606","0.971178753975599"
"No","2010","Mecklenburg-Western Pomerania","Not Working","197","0.926364514668834","0.891207281228188","0.96152174810948"
"No","2010","Saxony","Full Time","493","0.823635311829273","0.793537769680772","0.853732853977773"
"No","2010","Saxony","Part Time","307","0.800456293181634","0.759623225252778","0.841289361110489"
"No","2010","Saxony","Not Working","530","0.941611136598121","0.922445865249688","0.960776407946555"
"No","2010","Saxony-Anhalt","Full Time","258","0.807008622411832","0.763496267291859","0.850520977531805"
"No","2010","Saxony-Anhalt","Part Time","162","0.85388816636942","0.803795447970458","0.903980884768382"
"No","2010","Saxony-Anhalt","Not Working","328","0.935574377177014","0.909816868786186","0.961331885567843"
"No","2010","Thuringia","Full Time","274","0.840205442844705","0.80079123651915","0.879619649170259"
"No","2010","Thuringia","Part Time","173","0.868683787092785","0.821520397420538","0.915847176765031"
"No","2010","Thuringia","Not Working","339","0.967842623728805","0.949567965919059","0.986117281538552"
"Yes","2011","Schleswig-Holstein","Full Time","42","0.246470784527978","0.183338086903703","0.309603482152253"
"Yes","2011","Schleswig-Holstein","Part Time","34","0.259464355640102","0.188362080270016","0.330566631010189"
"Yes","2011","Schleswig-Holstein","Not Working","50","0.207233153959544","0.156582752082588","0.2578835558365"
"Yes","2011","Hamburg","Full Time","25","","",""
"Yes","2011","Hamburg","Part Time","14","","",""
"Yes","2011","Hamburg","Not Working","23","","",""
"Yes","2011","Lower Saxony","Full Time","161","0.272161199965128","0.235032541339048","0.309289858591209"
"Yes","2011","Lower Saxony","Part Time","107","0.214475939103523","0.175267813728186","0.25368406447886"
"Yes","2011","Lower Saxony","Not Working","111","0.145770359991422","0.118746376158136","0.172794343824708"
"Yes","2011","Bremen","Full Time","11","","",""
"Yes","2011","Bremen","Part Time","5","","",""
"Yes","2011","Bremen","Not Working","3","","",""
"Yes","2011","North Rhine-Westphalia","Full Time","338","0.277171577865491","0.251686798770519","0.302656356960463"
"Yes","2011","North Rhine-Westphalia","Part Time","209","0.20239847742271","0.175761252219908","0.229035702625512"
"Yes","2011","North Rhine-Westphalia","Not Working","254","0.157944330635753","0.138861549099261","0.177027112172245"
"Yes","2011","Hesse","Full Time","123","0.265654011121777","0.222901196169984","0.30840682607357"
"Yes","2011","Hesse","Part Time","97","0.284207147476546","0.235395625916122","0.33301866903697"
"Yes","2011","Hesse","Not Working","78","0.1739268100693","0.136780932330738","0.211072687807862"
"Yes","2011","Rhineland-Palatinate,Saarland","Full Time","81","0.213560102124986","0.170502355476614","0.256617848773358"
"Yes","2011","Rhineland-Palatinate,Saarland","Part Time","56","0.196367245863183","0.14808085382011","0.244653637906256"
"Yes","2011","Rhineland-Palatinate,Saarland","Not Working","59","0.147294487915901","0.112300554371192","0.18228842146061"
"Yes","2011","Baden-Württemberg","Full Time","236","0.328491879454339","0.295361424914183","0.361622333994495"
"Yes","2011","Baden-Württemberg","Part Time","136","0.263736238955978","0.226291234063764","0.301181243848191"
"Yes","2011","Baden-Württemberg","Not Working","182","0.241559981075208","0.211169070055239","0.271950892095176"
"Yes","2011","Bavaria","Full Time","274","0.246253737502534","0.219348676754736","0.273158798250331"
"Yes","2011","Bavaria","Part Time","198","0.260625418468501","0.227311492448899","0.293939344488104"
"Yes","2011","Bavaria","Not Working","204","0.212395325260061","0.186917807486042","0.23787284303408"
"Yes","2011","Berlin","Full Time","60","0.240839410888369","0.186053262747062","0.295625559029677"
"Yes","2011","Berlin","Part Time","38","0.240609779423831","0.172878151635099","0.308341407212564"
"Yes","2011","Berlin","Not Working","56","0.188993733199199","0.142121407698919","0.235866058699479"
"Yes","2011","Brandenburg","Full Time","64","0.252057964039419","0.201560088908823","0.302555839170015"
"Yes","2011","Brandenburg","Part Time","21","","",""
"Yes","2011","Brandenburg","Not Working","44","0.109100037433424","0.0777126327996909","0.140487442067157"
"Yes","2011","Mecklenburg-Western Pomerania","Full Time","29","","",""
"Yes","2011","Mecklenburg-Western Pomerania","Part Time","15","","",""
"Yes","2011","Mecklenburg-Western Pomerania","Not Working","14","","",""
"Yes","2011","Saxony","Full Time","105","0.161621573940896","0.129388706581261","0.193854441300532"
"Yes","2011","Saxony","Part Time","55","0.180277169382914","0.135330365828754","0.225223972937075"
"Yes","2011","Saxony","Not Working","43","0.0568090574395809","0.0369517005121795","0.0766664143669823"
"Yes","2011","Saxony-Anhalt","Full Time","54","0.169139281397386","0.125844235821756","0.212434326973016"
"Yes","2011","Saxony-Anhalt","Part Time","24","","",""
"Yes","2011","Saxony-Anhalt","Not Working","22","","",""
"Yes","2011","Thuringia","Full Time","55","0.174593450978368","0.131778786069043","0.217408115887693"
"Yes","2011","Thuringia","Part Time","22","","",""
"Yes","2011","Thuringia","Not Working","33","0.0673922743148893","0.0416378432711336","0.0931467053586451"
"No","2011","Schleswig-Holstein","Full Time","137","0.753529215472022","0.690396517847747","0.816661913096297"
"No","2011","Schleswig-Holstein","Part Time","112","0.740535644359898","0.669433368989811","0.811637919729985"
"No","2011","Schleswig-Holstein","Not Working","196","0.792766846040456","0.7421164441635","0.843417247917412"
"No","2011","Hamburg","Full Time","53","0.629834758146814","0.522679886620943","0.736989629672686"
"No","2011","Hamburg","Part Time","49","0.804580766727203","0.706666428695908","0.902495104758498"
"No","2011","Hamburg","Not Working","88","0.786931572770836","0.710756191473994","0.863106954067678"
"No","2011","Lower Saxony","Full Time","391","0.727838800034872","0.690710141408791","0.764967458660952"
"No","2011","Lower Saxony","Part Time","314","0.785524060896477","0.74631593552114","0.824732186271814"
"No","2011","Lower Saxony","Not Working","544","0.854229640008578","0.827205656175292","0.881253623841864"
"No","2011","Bremen","Full Time","23","","",""
"No","2011","Bremen","Part Time","24","","",""
"No","2011","Bremen","Not Working","45","0.948239876309422","0.885566335338412","1.01091341728043"
"No","2011","North Rhine-Westphalia","Full Time","847","0.722828422134509","0.697343643039537","0.748313201229481"
"No","2011","North Rhine-Westphalia","Part Time","665","0.79760152257729","0.770964297374488","0.824238747780092"
"No","2011","North Rhine-Westphalia","Not Working","1149","0.842055669364247","0.822972887827756","0.861138450900739"
"No","2011","Hesse","Full Time","287","0.734345988878223","0.69159317392643","0.777098803830016"
"No","2011","Hesse","Part Time","231","0.715792852523454","0.66698133096303","0.764604374083878"
"No","2011","Hesse","Not Working","322","0.8260731899307","0.788927312192138","0.863219067669262"
"No","2011","Rhineland-Palatinate,Saarland","Full Time","267","0.786439897875014","0.743382151226642","0.829497644523386"
"No","2011","Rhineland-Palatinate,Saarland","Part Time","204","0.803632754136817","0.755346362093744","0.85191914617989"
"No","2011","Rhineland-Palatinate,Saarland","Not Working","335","0.852705512084099","0.81771157853939","0.887699445628808"
"No","2011","Baden-Württemberg","Full Time","536","0.671508120545661","0.638377666005505","0.704638575085817"
"No","2011","Baden-Württemberg","Part Time","396","0.736263761044022","0.698818756151809","0.773708765936236"
"No","2011","Baden-Württemberg","Not Working","580","0.758440018924792","0.728049107904824","0.78883092994476"
"No","2011","Bavaria","Full Time","711","0.753746262497466","0.726841201749669","0.780651323245264"
"No","2011","Bavaria","Part Time","469","0.739374581531499","0.706060655511896","0.772688507551101"
"No","2011","Bavaria","Not Working","786","0.787604674739939","0.76212715696592","0.813082192513958"
"No","2011","Berlin","Full Time","174","0.75916058911163","0.704374440970323","0.813946737252938"
"No","2011","Berlin","Part Time","115","0.759390220576169","0.691658592787436","0.827121848364901"
"No","2011","Berlin","Not Working","212","0.811006266800801","0.764133941300521","0.857878592301081"
"No","2011","Brandenburg","Full Time","220","0.747942035960581","0.697444160829986","0.798439911091177"
"No","2011","Brandenburg","Part Time","124","0.869337178161867","0.814479902844461","0.924194453479273"
"No","2011","Brandenburg","Not Working","335","0.890899962566576","0.859512557932843","0.922287367200309"
"No","2011","Mecklenburg-Western Pomerania","Full Time","139","0.77259706978468","0.709214768026222","0.835979371543138"
"No","2011","Mecklenburg-Western Pomerania","Part Time","80","0.790436657247334","0.708594421759268","0.872278892735399"
"No","2011","Mecklenburg-Western Pomerania","Not Working","196","0.942456887086387","0.910960128189591","0.973953645983183"
"No","2011","Saxony","Full Time","396","0.838378426059104","0.806145558699468","0.870611293418739"
"No","2011","Saxony","Part Time","226","0.819722830617086","0.774776027062925","0.864669634171246"
"No","2011","Saxony","Not Working","479","0.943190942560419","0.923333585633018","0.96304829948782"
"No","2011","Saxony-Anhalt","Full Time","234","0.830860718602614","0.787565673026984","0.874155764178244"
"No","2011","Saxony-Anhalt","Part Time","139","0.866475588235514","0.814258483100683","0.918692693370345"
"No","2011","Saxony-Anhalt","Not Working","327","0.939658415724545","0.914676327621895","0.964640503827196"
"No","2011","Thuringia","Full Time","247","0.825406549021632","0.782591884112307","0.868221213930957"
"No","2011","Thuringia","Part Time","138","0.845152425289984","0.789098268424032","0.901206582155937"
"No","2011","Thuringia","Not Working","331","0.932607725685111","0.906853294641355","0.958362156728866"
"Yes","2012","Schleswig-Holstein","Full Time","70","0.245306201404282","0.194452637022942","0.296159765785622"
"Yes","2012","Schleswig-Holstein","Part Time","62","0.191989177788993","0.146019601581775","0.237958753996211"
"Yes","2012","Schleswig-Holstein","Not Working","47","0.139409340401698","0.10109798497513","0.177720695828267"
"Yes","2012","Hamburg","Full Time","44","0.393257936003707","0.305494137760147","0.481021734247266"
"Yes","2012","Hamburg","Part Time","22","","",""
"Yes","2012","Hamburg","Not Working","26","","",""
"Yes","2012","Lower Saxony","Full Time","225","0.293463401178798","0.261026119193607","0.325900683163989"
"Yes","2012","Lower Saxony","Part Time","143","0.208659088147212","0.177275281501827","0.240042894792597"
"Yes","2012","Lower Saxony","Not Working","143","0.158942224460822","0.133901972261566","0.183982476660078"
"Yes","2012","Bremen","Full Time","15","","",""
"Yes","2012","Bremen","Part Time","16","","",""
"Yes","2012","Bremen","Not Working","8","","",""
"Yes","2012","North Rhine-Westphalia","Full Time","438","0.281037343310441","0.259066827596859","0.303007859024022"
"Yes","2012","North Rhine-Westphalia","Part Time","332","0.209183412547022","0.187646208913067","0.230720616180978"
"Yes","2012","North Rhine-Westphalia","Not Working","283","0.154241660371573","0.137202362872528","0.171280957870618"
"Yes","2012","Hesse","Full Time","153","0.233962062160565","0.198741242472274","0.269182881848855"
"Yes","2012","Hesse","Part Time","136","0.282222918573205","0.242249200660717","0.322196636485693"
"Yes","2012","Hesse","Not Working","99","0.155415463130081","0.124829484213842","0.186001442046321"
"Yes","2012","Rhineland-Palatinate,Saarland","Full Time","122","0.242116265004624","0.203674601069365","0.280557928939883"
"Yes","2012","Rhineland-Palatinate,Saarland","Part Time","88","0.23541627564192","0.192646895311893","0.278185655971946"
"Yes","2012","Rhineland-Palatinate,Saarland","Not Working","80","0.163005970595381","0.129718525992435","0.196293415198328"
"Yes","2012","Baden-Württemberg","Full Time","307","0.313575657907281","0.285931588814136","0.341219727000425"
"Yes","2012","Baden-Württemberg","Part Time","257","0.254776203325513","0.225256760908645","0.284295645742382"
"Yes","2012","Baden-Württemberg","Not Working","232","0.242848499836472","0.215185049508186","0.270511950164757"
"Yes","2012","Bavaria","Full Time","442","0.273533692379979","0.250356319668323","0.296711065091635"
"Yes","2012","Bavaria","Part Time","332","0.288034323232889","0.261321782069705","0.314746864396072"
"Yes","2012","Bavaria","Not Working","262","0.215567325071046","0.192034807637829","0.239099842504263"
"Yes","2012","Berlin","Full Time","74","0.251439868706395","0.201679099828025","0.301200637584766"
"Yes","2012","Berlin","Part Time","58","0.239121795683119","0.186768363987708","0.29147522737853"
"Yes","2012","Berlin","Not Working","59","0.204747564196579","0.161537236151133","0.247957892242025"
"Yes","2012","Brandenburg","Full Time","80","0.218726889000616","0.17529477228211","0.262159005719122"
"Yes","2012","Brandenburg","Part Time","29","","",""
"Yes","2012","Brandenburg","Not Working","54","0.109561114793943","0.0803434090565934","0.138778820531292"
"Yes","2012","Mecklenburg-Western Pomerania","Full Time","34","0.173911550209623","0.122524648177683","0.225298452241564"
"Yes","2012","Mecklenburg-Western Pomerania","Part Time","20","","",""
"Yes","2012","Mecklenburg-Western Pomerania","Not Working","25","","",""
"Yes","2012","Saxony","Full Time","153","0.231536910236826","0.198387598044954","0.264686222428699"
"Yes","2012","Saxony","Part Time","70","0.183175613526193","0.146226398351279","0.220124828701106"
"Yes","2012","Saxony","Not Working","74","0.0932085690228714","0.0713251655293045","0.115091972516438"
"Yes","2012","Saxony-Anhalt","Full Time","62","0.164120409109051","0.12553708721686","0.202703731001242"
"Yes","2012","Saxony-Anhalt","Part Time","28","","",""
"Yes","2012","Saxony-Anhalt","Not Working","30","0.0570720292208458","0.0346173384220759","0.0795267200196157"
"Yes","2012","Thuringia","Full Time","70","0.193296364757012","0.15369726983218","0.232895459681845"
"Yes","2012","Thuringia","Part Time","29","","",""
"Yes","2012","Thuringia","Not Working","26","","",""
"No","2012","Schleswig-Holstein","Full Time","205","0.754693798595718","0.703840234214378","0.805547362977058"
"No","2012","Schleswig-Holstein","Part Time","220","0.808010822211007","0.762041246003789","0.853980398418225"
"No","2012","Schleswig-Holstein","Not Working","267","0.860590659598302","0.822279304171733","0.89890201502487"
"No","2012","Hamburg","Full Time","75","0.606742063996293","0.518978265752734","0.694505862239853"
"No","2012","Hamburg","Part Time","80","0.844207168059624","0.77382765483551","0.914586681283738"
"No","2012","Hamburg","Not Working","119","0.820963063384037","0.758561248905362","0.883364877862713"
"No","2012","Lower Saxony","Full Time","532","0.706536598821202","0.674099316836011","0.738973880806393"
"No","2012","Lower Saxony","Part Time","501","0.791340911852788","0.759957105207403","0.822724718498173"
"No","2012","Lower Saxony","Not Working","676","0.841057775539178","0.816017523339922","0.866098027738434"
"No","2012","Bremen","Full Time","34","0.797793365343026","0.685334690480515","0.910252040205537"
"No","2012","Bremen","Part Time","43","0.828025986731938","0.731737251596266","0.92431472186761"
"No","2012","Bremen","Not Working","58","0.888305427948912","0.812312475929391","0.964298379968432"
"No","2012","North Rhine-Westphalia","Full Time","1170","0.718962656689559","0.696992140975978","0.740933172403141"
"No","2012","North Rhine-Westphalia","Part Time","1038","0.790816587452978","0.769279383819022","0.812353791086933"
"No","2012","North Rhine-Westphalia","Not Working","1443","0.845758339628427","0.828719042129382","0.862797637127472"
"No","2012","Hesse","Full Time","402","0.766037937839435","0.730817118151145","0.801258757527726"
"No","2012","Hesse","Part Time","351","0.717777081426795","0.677803363514307","0.757750799339283"
"No","2012","Hesse","Not Working","440","0.844584536869919","0.813998557953679","0.875170515786158"
"No","2012","Rhineland-Palatinate,Saarland","Full Time","355","0.757883734995376","0.719442071060116","0.796325398930635"
"No","2012","Rhineland-Palatinate,Saarland","Part Time","290","0.76458372435808","0.721814344028054","0.807353104688107"
"No","2012","Rhineland-Palatinate,Saarland","Not Working","393","0.836994029404619","0.803706584801672","0.870281474007565"
"No","2012","Baden-Württemberg","Full Time","775","0.686424342092719","0.658780272999575","0.714068411185864"
"No","2012","Baden-Württemberg","Part Time","580","0.745223796674487","0.715704354257618","0.774743239091355"
"No","2012","Baden-Württemberg","Not Working","691","0.757151500163529","0.729488049835243","0.784814950491814"
"No","2012","Bavaria","Full Time","979","0.726466307620021","0.703288934908365","0.749643680331677"
"No","2012","Bavaria","Part Time","772","0.711965676767112","0.685253135603928","0.738678217930295"
"No","2012","Bavaria","Not Working","911","0.784432674928954","0.760900157495737","0.807965192362171"
"No","2012","Berlin","Full Time","218","0.748560131293605","0.698799362415235","0.798320900171975"
"No","2012","Berlin","Part Time","197","0.760878204316881","0.70852477262147","0.813231636012292"
"No","2012","Berlin","Not Working","276","0.795252435803421","0.752042107757975","0.838462763848867"
"No","2012","Brandenburg","Full Time","268","0.781273110999384","0.737840994280878","0.82470522771789"
"No","2012","Brandenburg","Part Time","197","0.875376216334252","0.83231446297525","0.918437969693254"
"No","2012","Brandenburg","Not Working","385","0.890438885206057","0.861221179468708","0.919656590943406"
"No","2012","Mecklenburg-Western Pomerania","Full Time","175","0.826088449790376","0.774701547758435","0.877475351822317"
"No","2012","Mecklenburg-Western Pomerania","Part Time","114","0.845219280643834","0.783978767664946","0.906459793622721"
"No","2012","Mecklenburg-Western Pomerania","Not Working","226","0.910699183519201","0.875419358802806","0.945979008235595"
"No","2012","Saxony","Full Time","469","0.768463089763174","0.735313777571301","0.801612401955046"
"No","2012","Saxony","Part Time","351","0.816824386473807","0.779875171298894","0.853773601648721"
"No","2012","Saxony","Not Working","604","0.906791430977129","0.884908027483562","0.928674834470696"
"No","2012","Saxony-Anhalt","Full Time","292","0.835879590890949","0.797296268998757","0.87446291278314"
"No","2012","Saxony-Anhalt","Part Time","185","0.85447026798071","0.807113437072337","0.901827098889084"
"No","2012","Saxony-Anhalt","Not Working","380","0.942927970779154","0.920473279980384","0.965382661577924"
"No","2012","Thuringia","Full Time","312","0.806703635242988","0.767104540318155","0.846302730167821"
"No","2012","Thuringia","Part Time","189","0.881174324934152","0.838220098065784","0.92412855180252"
"No","2012","Thuringia","Not Working","376","0.951734570035346","0.930783265166633","0.972685874904058"
"Yes","2013","Schleswig-Holstein","Full Time","40","0.250285979770934","0.182954895784028","0.31761706375784"
"Yes","2013","Schleswig-Holstein","Part Time","35","0.259078157254559","0.186242794144216","0.331913520364901"
"Yes","2013","Schleswig-Holstein","Not Working","51","0.267736469429776","0.208273614325448","0.327199324534104"
"Yes","2013","Hamburg","Full Time","35","0.470268612201924","0.368279214477863","0.572258009925985"
"Yes","2013","Hamburg","Part Time","11","","",""
"Yes","2013","Hamburg","Not Working","20","","",""
"Yes","2013","Lower Saxony","Full Time","162","0.326853837563661","0.286104487983427","0.367603187143894"
"Yes","2013","Lower Saxony","Part Time","104","0.250416073731403","0.20795809365375","0.292874053809056"
"Yes","2013","Lower Saxony","Not Working","116","0.183588008871054","0.152584451849066","0.214591565893042"
"Yes","2013","Bremen","Full Time","12","","",""
"Yes","2013","Bremen","Part Time","5","","",""
"Yes","2013","Bremen","Not Working","6","","",""
"Yes","2013","North Rhine-Westphalia","Full Time","312","0.291284010727481","0.263630316833704","0.318937704621258"
"Yes","2013","North Rhine-Westphalia","Part Time","240","0.263277842158928","0.233565568348775","0.292990115969081"
"Yes","2013","North Rhine-Westphalia","Not Working","266","0.19717390287533","0.174644216860372","0.219703588890288"
"Yes","2013","Hesse","Full Time","137","0.306576333924443","0.261278733328106","0.351873934520779"
"Yes","2013","Hesse","Part Time","88","0.323597330459175","0.268895727538707","0.378298933379643"
"Yes","2013","Hesse","Not Working","93","0.21649588608146","0.174866535760852","0.258125236402069"
"Yes","2013","Rhineland-Palatinate,Saarland","Full Time","89","0.278961975709334","0.229355901787143","0.328568049631524"
"Yes","2013","Rhineland-Palatinate,Saarland","Part Time","53","0.228189810182705","0.17441937642433","0.281960243941079"
"Yes","2013","Rhineland-Palatinate,Saarland","Not Working","66","0.150104962315411","0.113612400416746","0.186597524214076"
"Yes","2013","Baden-Württemberg","Full Time","208","0.316562728996045","0.280941683570186","0.352183774421905"
"Yes","2013","Baden-Württemberg","Part Time","143","0.312790803715395","0.270875691676864","0.354705915753926"
"Yes","2013","Baden-Württemberg","Not Working","169","0.229323053488645","0.197177163939061","0.261468943038229"
"Yes","2013","Bavaria","Full Time","293","0.314660779877186","0.284637064406002","0.344684495348369"
"Yes","2013","Bavaria","Part Time","212","0.304362875771453","0.268934780568897","0.339790970974008"
"Yes","2013","Bavaria","Not Working","230","0.272221898615483","0.24283043874463","0.301613358486337"
"Yes","2013","Berlin","Full Time","58","0.256796101989578","0.199328932498821","0.314263271480336"
"Yes","2013","Berlin","Part Time","45","0.265266877710124","0.198903275351047","0.331630480069201"
"Yes","2013","Berlin","Not Working","66","0.258066481594931","0.204569432663864","0.311563530525999"
"Yes","2013","Brandenburg","Full Time","53","0.223446684990566","0.169377071575362","0.277516298405771"
"Yes","2013","Brandenburg","Part Time","27","","",""
"Yes","2013","Brandenburg","Not Working","47","0.0996684278243991","0.0684190926543539","0.130917762994444"
"Yes","2013","Mecklenburg-Western Pomerania","Full Time","26","","",""
"Yes","2013","Mecklenburg-Western Pomerania","Part Time","15","","",""
"Yes","2013","Mecklenburg-Western Pomerania","Not Working","20","","",""
"Yes","2013","Saxony","Full Time","107","0.205677679985052","0.168579070215142","0.242776289754962"
"Yes","2013","Saxony","Part Time","57","0.166603659370654","0.122074959627771","0.211132359113536"
"Yes","2013","Saxony","Not Working","65","0.104116770299278","0.0777650308608362","0.130468509737719"
"Yes","2013","Saxony-Anhalt","Full Time","59","0.210146749607021","0.160336803398322","0.25995669581572"
"Yes","2013","Saxony-Anhalt","Part Time","21","","",""
"Yes","2013","Saxony-Anhalt","Not Working","26","","",""
"Yes","2013","Thuringia","Full Time","54","0.234655824479933","0.18304482507175","0.286266823888116"
"Yes","2013","Thuringia","Part Time","25","","",""
"Yes","2013","Thuringia","Not Working","29","","",""
"No","2013","Schleswig-Holstein","Full Time","119","0.749714020229066","0.68238293624216","0.817045104215972"
"No","2013","Schleswig-Holstein","Part Time","104","0.740921842745441","0.668086479635099","0.813757205855784"
"No","2013","Schleswig-Holstein","Not Working","162","0.732263530570224","0.672800675465895","0.791726385674552"
"No","2013","Hamburg","Full Time","57","0.529731387798076","0.427741990074015","0.631720785522137"
"No","2013","Hamburg","Part Time","42","0.751143060021463","0.634744833305249","0.867541286737677"
"No","2013","Hamburg","Not Working","91","0.840174210141229","0.772003988737012","0.908344431545445"
"No","2013","Lower Saxony","Full Time","347","0.673146162436339","0.632396812856106","0.713895512016573"
"No","2013","Lower Saxony","Part Time","296","0.749583926268597","0.707125946190944","0.79204190634625"
"No","2013","Lower Saxony","Not Working","483","0.816411991128946","0.785408434106957","0.847415548150934"
"No","2013","Bremen","Full Time","22","","",""
"No","2013","Bremen","Part Time","24","","",""
"No","2013","Bremen","Not Working","36","0.893486530741085","0.800189093165913","0.986783968316257"
"No","2013","North Rhine-Westphalia","Full Time","725","0.708715989272519","0.681062295378742","0.736369683166296"
"No","2013","North Rhine-Westphalia","Part Time","604","0.736722157841072","0.707009884030919","0.766434431651225"
"No","2013","North Rhine-Westphalia","Not Working","932","0.80282609712467","0.780296411109712","0.825355783139628"
"No","2013","Hesse","Full Time","261","0.693423666075557","0.648126065479221","0.738721266671894"
"No","2013","Hesse","Part Time","193","0.676402669540825","0.621701066620357","0.731104272461293"
"No","2013","Hesse","Not Working","283","0.78350411391854","0.741874763597931","0.825133464239148"
"No","2013","Rhineland-Palatinate,Saarland","Full Time","225","0.721038024290666","0.671431950368476","0.770644098212857"
"No","2013","Rhineland-Palatinate,Saarland","Part Time","181","0.771810189817295","0.718039756058921","0.82558062357567"
"No","2013","Rhineland-Palatinate,Saarland","Not Working","302","0.849895037684589","0.813402475785924","0.886387599583254"
"No","2013","Baden-Württemberg","Full Time","447","0.683437271003954","0.647816225578095","0.719058316429814"
"No","2013","Baden-Württemberg","Part Time","327","0.687209196284605","0.645294084246074","0.729124308323136"
"No","2013","Baden-Württemberg","Not Working","488","0.770676946511355","0.738531056961771","0.802822836060939"
"No","2013","Bavaria","Full Time","626","0.685339220122814","0.655315504651631","0.715362935593998"
"No","2013","Bavaria","Part Time","436","0.695637124228547","0.660209029025992","0.731065219431103"
"No","2013","Bavaria","Not Working","651","0.727778101384517","0.698386641513663","0.75716956125537"
"No","2013","Berlin","Full Time","164","0.743203898010422","0.685736728519664","0.800671067501179"
"No","2013","Berlin","Part Time","125","0.734733122289876","0.668369519930799","0.801096724648953"
"No","2013","Berlin","Not Working","191","0.741933518405069","0.688436469474001","0.795430567336136"
"No","2013","Brandenburg","Full Time","175","0.776553315009434","0.722483701594229","0.830622928424638"
"No","2013","Brandenburg","Part Time","121","0.800704237254872","0.736346268393075","0.86506220611667"
"No","2013","Brandenburg","Not Working","306","0.900331572175601","0.869082237005556","0.931580907345646"
"No","2013","Mecklenburg-Western Pomerania","Full Time","124","0.801217365457108","0.737351785641","0.865082945273216"
"No","2013","Mecklenburg-Western Pomerania","Part Time","59","0.874623031326193","0.79917436479227","0.950071697860117"
