"ple0098_v5","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"No","2005","1-pers.-HH","indirect migration background","68","0.798989180971298","0.71171500691137","0.886263355031225"
"No","2005","(Married) couple without C. ","no migration background","4325","0.850707881523178","0.840985115602195","0.860430647444162"
"No","2005","(Married) couple without C. ","direct migration background","623","0.962535188375732","0.947936578697002","0.977133798054462"
"No","2005","(Married) couple without C. ","indirect migration background","88","0.850169623196595","0.780217513239525","0.920121733153666"
"No","2005","Single parent ","no migration background","733","0.900999329373084","0.880456920054825","0.921541738691342"
"No","2005","Single parent ","direct migration background","112","0.941066139443096","0.898753791085103","0.98337848780109"
"No","2005","Single parent ","indirect migration background","77","0.982093410601683","0.952663860302515","1.01152296090085"
"No","2005","Couple + C. LE 16 ","no migration background","1991","0.842651624208555","0.828170926187873","0.857132322229237"
"No","2005","Couple + C. LE 16 ","direct migration background","456","0.905826550208024","0.879992404312612","0.931660696103437"
"No","2005","Couple + C. LE 16 ","indirect migration background","145","0.842069593336307","0.786426279242643","0.897712907429972"
"No","2005","Couple + C. GT 16 ","no migration background","2197","0.878031257057699","0.865256844718956","0.890805669396441"
"No","2005","Couple + C. GT 16 ","direct migration background","359","0.965654102346361","0.947295043168039","0.984013161524682"
"No","2005","Couple + C. GT 16 ","indirect migration background","166","0.933308838399839","0.897260437045175","0.969357239754503"
"No","2005","Couple + C. LE and GT 16","no migration background","925","0.855468161693438","0.834349957935774","0.876586365451102"
"No","2005","Couple + C. LE and GT 16","direct migration background","258","0.966444683425546","0.944803727348149","0.988085639502943"
"No","2005","Couple + C. LE and GT 16","indirect migration background","111","0.953717679821229","0.915648577325774","0.991786782316684"
"Yes","2006","1-pers.-HH","no migration background","359","0.149233883989946","0.135474025260268","0.162993742719624"
"Yes","2006","1-pers.-HH","direct migration background","13","","",""
"Yes","2006","1-pers.-HH","indirect migration background","14","","",""
"Yes","2006","(Married) couple without C. ","no migration background","1046","0.162468794344736","0.15299664954568","0.171940939143792"
"Yes","2006","(Married) couple without C. ","direct migration background","52","0.0616023584283055","0.0436365818143388","0.0795681350422723"
"Yes","2006","(Married) couple without C. ","indirect migration background","19","","",""
"Yes","2006","Single parent ","no migration background","109","0.13331823297684","0.110372131590258","0.156264334363422"
"Yes","2006","Single parent ","direct migration background","6","","",""
"Yes","2006","Single parent ","indirect migration background","1","","",""
"Yes","2006","Couple + C. LE 16 ","no migration background","539","0.193062226226039","0.177808312466835","0.208316139985242"
"Yes","2006","Couple + C. LE 16 ","direct migration background","43","0.0898934956259092","0.0649714850411359","0.114815506210683"
"Yes","2006","Couple + C. LE 16 ","indirect migration background","25","","",""
"Yes","2006","Couple + C. GT 16 ","no migration background","392","0.142947094655458","0.129516274502522","0.156377914808394"
"Yes","2006","Couple + C. GT 16 ","direct migration background","16","","",""
"Yes","2006","Couple + C. GT 16 ","indirect migration background","19","","",""
"Yes","2006","Couple + C. LE and GT 16","no migration background","154","0.159712454873402","0.136142570139239","0.183282339607565"
"Yes","2006","Couple + C. LE and GT 16","direct migration background","6","","",""
"Yes","2006","Couple + C. LE and GT 16","indirect migration background","4","","",""
"No","2006","1-pers.-HH","no migration background","2217","0.850766116010054","0.837006257280376","0.864525974739732"
"No","2006","1-pers.-HH","direct migration background","204","0.946317674652863","0.916329339231453","0.976306010074272"
"No","2006","1-pers.-HH","indirect migration background","78","0.859278539859184","0.788222446486343","0.930334633232024"
"No","2006","(Married) couple without C. ","no migration background","4780","0.837531205655264","0.828059060856208","0.84700335045432"
"No","2006","(Married) couple without C. ","direct migration background","636","0.938397641571694","0.920431864957728","0.956363418185661"
"No","2006","(Married) couple without C. ","indirect migration background","90","0.819254415806033","0.747014357900839","0.891494473711228"
"No","2006","Single parent ","no migration background","734","0.86668176702316","0.843735665636578","0.889627868409742"
"No","2006","Single parent ","direct migration background","127","0.93150120654251","0.88857174488893","0.97443066819609"
"No","2006","Single parent ","indirect migration background","75","0.991592906700389","0.971065649017093","1.01212016438369"
"No","2006","Couple + C. LE 16 ","no migration background","2033","0.806937773773961","0.791683860014758","0.822191687533165"
"No","2006","Couple + C. LE 16 ","direct migration background","463","0.910106504374091","0.885184493789317","0.935028514958864"
"No","2006","Couple + C. LE 16 ","indirect migration background","148","0.829926478102273","0.773942571273421","0.885910384931124"
"No","2006","Couple + C. GT 16 ","no migration background","2217","0.857052905344542","0.843622085191606","0.870483725497478"
"No","2006","Couple + C. GT 16 ","direct migration background","312","0.963381111419017","0.943054601693148","0.983707621144886"
"No","2006","Couple + C. GT 16 ","indirect migration background","150","0.899583627154672","0.854270109754917","0.944897144554426"
"No","2006","Couple + C. LE and GT 16","no migration background","774","0.840287545126598","0.816717660392435","0.863857429860761"
"No","2006","Couple + C. LE and GT 16","direct migration background","241","0.967963241778471","0.946002180240108","0.989924303316833"
"No","2006","Couple + C. LE and GT 16","indirect migration background","92","0.944565498116698","0.89879152730843","0.990339468924966"
"Yes","2007","1-pers.-HH","no migration background","376","0.157559283974827","0.14306771449619","0.172050853453464"
"Yes","2007","1-pers.-HH","direct migration background","15","","",""
"Yes","2007","1-pers.-HH","indirect migration background","12","","",""
"Yes","2007","(Married) couple without C. ","no migration background","1136","0.193887300716133","0.183399029987202","0.204375571445065"
"Yes","2007","(Married) couple without C. ","direct migration background","45","0.0564904271563393","0.0383033314879667","0.0746775228247119"
"Yes","2007","(Married) couple without C. ","indirect migration background","19","","",""
"Yes","2007","Single parent ","no migration background","92","0.113942333021775","0.0919106208566111","0.135974045186939"
"Yes","2007","Single parent ","direct migration background","9","","",""
"Yes","2007","Single parent ","indirect migration background","5","","",""
"Yes","2007","Couple + C. LE 16 ","no migration background","518","0.204193502029063","0.187902262407823","0.220484741650302"
"Yes","2007","Couple + C. LE 16 ","direct migration background","43","0.100161714674896","0.0723928560530251","0.127930573296767"
"Yes","2007","Couple + C. LE 16 ","indirect migration background","18","","",""
"Yes","2007","Couple + C. GT 16 ","no migration background","389","0.166526287793651","0.151884383891131","0.18116819169617"
"Yes","2007","Couple + C. GT 16 ","direct migration background","21","","",""
"Yes","2007","Couple + C. GT 16 ","indirect migration background","18","","",""
"Yes","2007","Couple + C. LE and GT 16","no migration background","134","0.149746248434476","0.126049363082628","0.173443133786323"
"Yes","2007","Couple + C. LE and GT 16","direct migration background","6","","",""
"Yes","2007","Couple + C. LE and GT 16","indirect migration background","5","","",""
"No","2007","1-pers.-HH","no migration background","2052","0.842440716025173","0.827949146546536","0.85693228550381"
"No","2007","1-pers.-HH","direct migration background","186","0.922447527048903","0.885471629635138","0.959423424462667"
"No","2007","1-pers.-HH","indirect migration background","78","0.823316093194633","0.74451928328019","0.902112903109075"
"No","2007","(Married) couple without C. ","no migration background","4322","0.806112699283867","0.795624428554935","0.816600970012798"
"No","2007","(Married) couple without C. ","direct migration background","574","0.943509572843661","0.925322477175288","0.961696668512033"
