"ple0098_v5","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"No","2001","(3a) lower tertiary education","West Germany","486","0.741132965618494","0.707171681609047","0.77509424962794"
"No","2001","(3a) lower tertiary education","East Germany","604","0.929364279483106","0.909575895219397","0.949152663746816"
"No","2001","(3b) higher tertiary education","West Germany","687","0.802345757644255","0.775495182858511","0.829196332429998"
"No","2001","(3b) higher tertiary education","East Germany","413","0.936448681886013","0.913782813730472","0.959114550041555"
"Yes","2002","(0) in school","West Germany","34","0.0514182099040996","0.0284768604638501","0.0743595593443492"
"Yes","2002","(0) in school","East Germany","6","","",""
"Yes","2002","(1a) inadequately completed","West Germany","6","","",""
"Yes","2002","(1a) inadequately completed","East Germany","","","",""
"Yes","2002","(1b) general elementary school","West Germany","67","0.0346283936453824","0.0265545857569574","0.0427022015338073"
"Yes","2002","(1b) general elementary school","East Germany","1","","",""
"Yes","2002","(1c) basic vocational qualification","West Germany","508","0.0992709192375838","0.0909708814823069","0.107570956992861"
"Yes","2002","(1c) basic vocational qualification","East Germany","26","","",""
"Yes","2002","(2b) intermediate general qualification","West Germany","32","0.060943237414006","0.0387909913514787","0.0830954834765334"
"Yes","2002","(2b) intermediate general qualification","East Germany","6","","",""
"Yes","2002","(2a) intermediate vocational","West Germany","565","0.182272114330838","0.168342855578874","0.196201373082802"
"Yes","2002","(2a) intermediate vocational","East Germany","104","0.0582246636943557","0.0472534110155055","0.069195916373206"
"Yes","2002","(2c_gen) general maturity certificate","West Germany","66","0.111588447090008","0.0855106565222684","0.137666237657748"
"Yes","2002","(2c_gen) general maturity certificate","East Germany","21","","",""
"Yes","2002","(2c_voc) vocational maturity certificate","West Germany","192","0.140471306097505","0.120543904666842","0.160398707528169"
"Yes","2002","(2c_voc) vocational maturity certificate","East Germany","13","","",""
"Yes","2002","(3a) lower tertiary education","West Germany","189","0.249843497519796","0.218460142693441","0.28122685234615"
"Yes","2002","(3a) lower tertiary education","East Germany","46","0.067347349821149","0.0478388586394242","0.0868558410028737"
"Yes","2002","(3b) higher tertiary education","West Germany","268","0.217855194682175","0.192839659916796","0.242870729447555"
"Yes","2002","(3b) higher tertiary education","East Germany","41","0.0576076720058458","0.0366981100320113","0.0785172339796803"
"No","2002","(0) in school","West Germany","322","0.9485817900959","0.925640440655651","0.97152313953615"
"No","2002","(0) in school","East Germany","132","0.936846512823439","0.896263766046185","0.977429259600693"
"No","2002","(1a) inadequately completed","West Germany","263","0.975832624622624","0.957481006573628","0.994184242671619"
"No","2002","(1a) inadequately completed","East Germany","18","","",""
"No","2002","(1b) general elementary school","West Germany","1903","0.965371606354618","0.957297798466193","0.973445414243043"
"No","2002","(1b) general elementary school","East Germany","265","0.99729017994722","0.99104293880183","1.00353742109261"
"No","2002","(1c) basic vocational qualification","West Germany","4478","0.900729080762416","0.892429043007139","0.909029118517693"
"No","2002","(1c) basic vocational qualification","East Germany","1209","0.982085838397632","0.974688293999931","0.989483382795333"
"No","2002","(2b) intermediate general qualification","West Germany","416","0.939056762585994","0.916904516523466","0.961209008648521"
"No","2002","(2b) intermediate general qualification","East Germany","158","0.968302503866441","0.941489580113391","0.995115427619492"
"No","2002","(2a) intermediate vocational","West Germany","2386","0.817727885669162","0.803798626917198","0.831657144421126"
"No","2002","(2a) intermediate vocational","East Germany","1646","0.941775336305644","0.930804083626794","0.952746588984494"
"No","2002","(2c_gen) general maturity certificate","West Germany","494","0.888411552909992","0.862333762342252","0.914489343477731"
"No","2002","(2c_gen) general maturity certificate","East Germany","145","0.877067712942942","0.827116781658496","0.927018644227389"
"No","2002","(2c_voc) vocational maturity certificate","West Germany","976","0.859528693902495","0.839601292471831","0.879456095333158"
"No","2002","(2c_voc) vocational maturity certificate","East Germany","150","0.889489851924545","0.841358742970859","0.937620960878232"
"No","2002","(3a) lower tertiary education","West Germany","542","0.750156502480204","0.71877314765385","0.781539857306559"
"No","2002","(3a) lower tertiary education","East Germany","588","0.932652650178851","0.913144158997126","0.952161141360576"
"No","2002","(3b) higher tertiary education","West Germany","778","0.782144805317825","0.757129270552445","0.807160340083204"
"No","2002","(3b) higher tertiary education","East Germany","436","0.942392327994154","0.92148276602032","0.963301889967989"
"Yes","2003","(0) in school","West Germany","29","","",""
"Yes","2003","(0) in school","East Germany","13","","",""
"Yes","2003","(1a) inadequately completed","West Germany","7","","",""
"Yes","2003","(1a) inadequately completed","East Germany","","","",""
"Yes","2003","(1b) general elementary school","West Germany","63","0.0356231317362257","0.0271907832603919","0.0440554802120594"
"Yes","2003","(1b) general elementary school","East Germany","1","","",""
"Yes","2003","(1c) basic vocational qualification","West Germany","490","0.0969870053538073","0.088546996675325","0.10542701403229"
"Yes","2003","(1c) basic vocational qualification","East Germany","28","","",""
"Yes","2003","(2b) intermediate general qualification","West Germany","31","0.0556703451533029","0.0340491354696125","0.0772915548369932"
"Yes","2003","(2b) intermediate general qualification","East Germany","8","","",""
"Yes","2003","(2a) intermediate vocational","West Germany","528","0.187418362327328","0.173048110622844","0.201788614031812"
"Yes","2003","(2a) intermediate vocational","East Germany","100","0.0569856287771457","0.0460015177470329","0.0679697398072585"
"Yes","2003","(2c_gen) general maturity certificate","West Germany","70","0.0898960691809865","0.0655445532376088","0.114247585124364"
"Yes","2003","(2c_gen) general maturity certificate","East Germany","20","","",""
"Yes","2003","(2c_voc) vocational maturity certificate","West Germany","191","0.144150459229163","0.123779017538233","0.164521900920094"
"Yes","2003","(2c_voc) vocational maturity certificate","East Germany","18","","",""
"Yes","2003","(3a) lower tertiary education","West Germany","176","0.244219479786211","0.212232777245958","0.276206182326464"
"Yes","2003","(3a) lower tertiary education","East Germany","51","0.0790037856454677","0.0578052543693092","0.100202316921626"
"Yes","2003","(3b) higher tertiary education","West Germany","265","0.238999955081558","0.212672488157082","0.265327422006035"
"Yes","2003","(3b) higher tertiary education","East Germany","44","0.0867331590990604","0.0609294927151128","0.112536825483008"
"No","2003","(0) in school","West Germany","316","0.937046593267512","0.91141776476243","0.962675421772594"
"No","2003","(0) in school","East Germany","136","0.908725590207064","0.862482606014319","0.95496857439981"
"No","2003","(1a) inadequately completed","West Germany","242","0.971380343312428","0.950670572972647","0.99209011365221"
"No","2003","(1a) inadequately completed","East Germany","20","","",""
"No","2003","(1b) general elementary school","West Germany","1793","0.964376868263774","0.955944519787941","0.972809216739608"
"No","2003","(1b) general elementary school","East Germany","252","0.999035792920235","0.995211391132631","1.00286019470784"
"No","2003","(1c) basic vocational qualification","West Germany","4233","0.903012994646193","0.89457298596771","0.911453003324675"
"No","2003","(1c) basic vocational qualification","East Germany","1164","0.979889289654452","0.971920136485111","0.987858442823792"
"No","2003","(2b) intermediate general qualification","West Germany","401","0.944329654846697","0.922708445163007","0.965950864530387"
"No","2003","(2b) intermediate general qualification","East Germany","157","0.956949004870354","0.925978940086138","0.98791906965457"
"No","2003","(2a) intermediate vocational","West Germany","2305","0.812581637672672","0.798211385968188","0.826951889377156"
"No","2003","(2a) intermediate vocational","East Germany","1611","0.943014371222854","0.932030260192742","0.953998482252967"
"No","2003","(2c_gen) general maturity certificate","West Germany","460","0.910103930819013","0.885752414875636","0.934455446762391"
"No","2003","(2c_gen) general maturity certificate","East Germany","142","0.885102518019522","0.835995605764073","0.934209430274972"
"No","2003","(2c_voc) vocational maturity certificate","West Germany","951","0.855849540770837","0.835478099079906","0.876220982461767"
"No","2003","(2c_voc) vocational maturity certificate","East Germany","156","0.886820980445127","0.839747705890952","0.933894254999302"
"No","2003","(3a) lower tertiary education","West Germany","517","0.755780520213789","0.723793817673536","0.787767222754042"
"No","2003","(3a) lower tertiary education","East Germany","571","0.920996214354532","0.899797683078374","0.942194745630691"
"No","2003","(3b) higher tertiary education","West Germany","743","0.761000044918441","0.734672577993965","0.787327511842918"
"No","2003","(3b) higher tertiary education","East Germany","413","0.91326684090094","0.887463174516992","0.939070507284887"
"Yes","2004","(0) in school","West Germany","35","0.0795730629926284","0.0513011980723509","0.107844927912906"
"Yes","2004","(0) in school","East Germany","11","","",""
"Yes","2004","(1a) inadequately completed","West Germany","6","","",""
"Yes","2004","(1a) inadequately completed","East Germany","","","",""
"Yes","2004","(1b) general elementary school","West Germany","64","0.0387330121089989","0.0297002664282625","0.0477657577897352"
"Yes","2004","(1b) general elementary school","East Germany","","","",""
"Yes","2004","(1c) basic vocational qualification","West Germany","499","0.103408093318867","0.0945509262435168","0.112265260394218"
"Yes","2004","(1c) basic vocational qualification","East Germany","36","0.0279075743337775","0.0183880774607257","0.0374270712068293"
"Yes","2004","(2b) intermediate general qualification","West Germany","44","0.0945091744960082","0.0663979063510074","0.122620442641009"
"Yes","2004","(2b) intermediate general qualification","East Germany","9","","",""
"Yes","2004","(2a) intermediate vocational","West Germany","519","0.186213150909642","0.171747764601352","0.200678537217933"
"Yes","2004","(2a) intermediate vocational","East Germany","111","0.0645014698577996","0.0526272921328937","0.0763756475827055"
"Yes","2004","(2c_gen) general maturity certificate","West Germany","88","0.14453990923529","0.11422916604035","0.17485065243023"
"Yes","2004","(2c_gen) general maturity certificate","East Germany","17","","",""
"Yes","2004","(2c_voc) vocational maturity certificate","West Germany","202","0.154591377857886","0.133447522299909","0.175735233415863"
"Yes","2004","(2c_voc) vocational maturity certificate","East Germany","25","","",""
"Yes","2004","(3a) lower tertiary education","West Germany","191","0.27293523749004","0.239600089599548","0.306270385380532"
"Yes","2004","(3a) lower tertiary education","East Germany","58","0.0885170424396643","0.0661043912205367","0.110929693658792"
"Yes","2004","(3b) higher tertiary education","West Germany","263","0.236476589391244","0.209818535747668","0.263134643034821"
"Yes","2004","(3b) higher tertiary education","East Germany","53","0.0915012529788831","0.0649506323729868","0.118051873584779"
"No","2004","(0) in school","West Germany","317","0.920426937007372","0.892155072087094","0.948698801927649"
"No","2004","(0) in school","East Germany","134","0.902944823072003","0.854760690074475","0.951128956069531"
"No","2004","(1a) inadequately completed","West Germany","234","0.975373233383329","0.955765310772374","0.994981155994285"
"No","2004","(1a) inadequately completed","East Germany","18","","",""
"No","2004","(1b) general elementary school","West Germany","1689","0.961266987891001","0.952234242210265","0.970299733571737"
"No","2004","(1b) general elementary school","East Germany","223","1","1","1"
"No","2004","(1c) basic vocational qualification","West Germany","4041","0.896591906681133","0.887734739605782","0.905449073756483"
"No","2004","(1c) basic vocational qualification","East Germany","1114","0.972092425666223","0.962572928793171","0.981611922539274"
"No","2004","(2b) intermediate general qualification","West Germany","372","0.905490825503992","0.877379557358991","0.933602093648993"
"No","2004","(2b) intermediate general qualification","East Germany","148","0.910189033235866","0.865466257567634","0.954911808904098"
"No","2004","(2a) intermediate vocational","West Germany","2263","0.813786849090358","0.799321462782068","0.828252235398648"
"No","2004","(2a) intermediate vocational","East Germany","1533","0.935498530142201","0.923624352417295","0.947372707867106"
"No","2004","(2c_gen) general maturity certificate","West Germany","429","0.85546009076471","0.825149347569769","0.88577083395965"
"No","2004","(2c_gen) general maturity certificate","East Germany","158","0.939630135471249","0.904342899979795","0.974917370962702"
"No","2004","(2c_voc) vocational maturity certificate","West Germany","921","0.845408622142114","0.824264766584137","0.866552477700091"
"No","2004","(2c_voc) vocational maturity certificate","East Germany","164","0.883796539734253","0.83810846394059","0.929484615527916"
"No","2004","(3a) lower tertiary education","West Germany","495","0.72706476250996","0.693729614619468","0.760399910400452"
"No","2004","(3a) lower tertiary education","East Germany","559","0.911482957560336","0.889070306341208","0.933895608779463"
"No","2004","(3b) higher tertiary education","West Germany","713","0.763523410608756","0.736865356965179","0.790181464252332"
"No","2004","(3b) higher tertiary education","East Germany","400","0.908498747021117","0.88194812641522","0.935049367627013"
"Yes","2005","(0) in school","West Germany","30","0.0864103372556676","0.0581605792926251","0.11466009521871"
"Yes","2005","(0) in school","East Germany","8","","",""
"Yes","2005","(1a) inadequately completed","West Germany","7","","",""
"Yes","2005","(1a) inadequately completed","East Germany","","","",""
"Yes","2005","(1b) general elementary school","West Germany","63","0.045284999089239","0.035140972457401","0.055429025721077"
"Yes","2005","(1b) general elementary school","East Germany","3","","",""
"Yes","2005","(1c) basic vocational qualification","West Germany","519","0.121897031458835","0.112081695413364","0.131712367504307"
"Yes","2005","(1c) basic vocational qualification","East Germany","33","0.0230591770779222","0.0140785996610176","0.0320397544948269"
"Yes","2005","(2b) intermediate general qualification","West Germany","32","0.0738616036980094","0.0483893195481487","0.0993338878478701"
"Yes","2005","(2b) intermediate general qualification","East Germany","6","","",""
"Yes","2005","(2a) intermediate vocational","West Germany","567","0.211148691404973","0.195577560055898","0.226719822754048"
"Yes","2005","(2a) intermediate vocational","East Germany","127","0.0751127553405468","0.0620667875019481","0.0881587231791455"
"Yes","2005","(2c_gen) general maturity certificate","West Germany","73","0.136880654483345","0.106539570449573","0.167221738517117"
"Yes","2005","(2c_gen) general maturity certificate","East Germany","23","","",""
"Yes","2005","(2c_voc) vocational maturity certificate","West Germany","224","0.186906035457284","0.163645516485624","0.210166554428944"
"Yes","2005","(2c_voc) vocational maturity certificate","East Germany","27","","",""
"Yes","2005","(3a) lower tertiary education","West Germany","176","0.240641659981225","0.208273390539301","0.273009929423148"
"Yes","2005","(3a) lower tertiary education","East Germany","62","0.10068389561001","0.0766065472434004","0.124761243976621"
"Yes","2005","(3b) higher tertiary education","West Germany","255","0.239684272815059","0.212452315983115","0.266916229647002"
"Yes","2005","(3b) higher tertiary education","East Germany","65","0.138376521956412","0.106508890384787","0.170244153528038"
"No","2005","(0) in school","West Germany","350","0.913589662744332","0.88533990478129","0.941839420707375"
"No","2005","(0) in school","East Germany","122","0.931129677502821","0.887598786384234","0.974660568621408"
"No","2005","(1a) inadequately completed","West Germany","214","0.96669271286323","0.943035378552371","0.990350047174089"
"No","2005","(1a) inadequately completed","East Germany","18","","",""
"No","2005","(1b) general elementary school","West Germany","1551","0.954715000910761","0.944570974278923","0.964859027542599"
"No","2005","(1b) general elementary school","East Germany","206","0.985654921268034","0.969534036881628","1.00177580565444"
"No","2005","(1c) basic vocational qualification","West Germany","3749","0.878102968541165","0.868287632495693","0.887918304586636"
"No","2005","(1c) basic vocational qualification","East Germany","1040","0.976940822922078","0.967960245505173","0.985921400338982"
"No","2005","(2b) intermediate general qualification","West Germany","373","0.926138396301991","0.90066611215213","0.951610680451851"
"No","2005","(2b) intermediate general qualification","East Germany","132","0.943650094753784","0.905176688641351","0.982123500866218"
"No","2005","(2a) intermediate vocational","West Germany","2072","0.788851308595027","0.773280177245952","0.804422439944102"
"No","2005","(2a) intermediate vocational","East Germany","1441","0.924887244659453","0.911841276820854","0.937933212498052"
"No","2005","(2c_gen) general maturity certificate","West Germany","420","0.863119345516655","0.832778261482883","0.893460429550426"
"No","2005","(2c_gen) general maturity certificate","East Germany","144","0.918583449432848","0.877106623623036","0.96006027524266"
"No","2005","(2c_voc) vocational maturity certificate","West Germany","855","0.813093964542716","0.789833445571056","0.836354483514376"
"No","2005","(2c_voc) vocational maturity certificate","East Germany","170","0.911808998681911","0.872210469809921","0.951407527553902"
"No","2005","(3a) lower tertiary education","West Germany","494","0.759358340018776","0.726990070576852","0.791726609460699"
"No","2005","(3a) lower tertiary education","East Germany","538","0.89931610438999","0.87523875602338","0.9233934527566"
"No","2005","(3b) higher tertiary education","West Germany","689","0.760315727184941","0.733083770352998","0.787547684016885"
"No","2005","(3b) higher tertiary education","East Germany","386","0.861623478043588","0.829755846471963","0.893491109615213"
"Yes","2006","(0) in school","West Germany","21","","",""
"Yes","2006","(0) in school","East Germany","2","","",""
"Yes","2006","(1a) inadequately completed","West Germany","8","","",""
"Yes","2006","(1a) inadequately completed","East Germany","1","","",""
"Yes","2006","(1b) general elementary school","West Germany","69","0.0404326886872396","0.0310138472981064","0.0498515300763728"
"Yes","2006","(1b) general elementary school","East Germany","2","","",""
"Yes","2006","(1c) basic vocational qualification","West Germany","650","0.125963050299805","0.116368180708535","0.135557919891075"
"Yes","2006","(1c) basic vocational qualification","East Germany","48","0.0320525040913029","0.0219119133524641","0.0421930948301417"
"Yes","2006","(2b) intermediate general qualification","West Germany","44","0.105486364184956","0.0752317135328534","0.13574101483706"
"Yes","2006","(2b) intermediate general qualification","East Germany","11","","",""
"Yes","2006","(2a) intermediate vocational","West Germany","700","0.23049799023732","0.21511144397489","0.24588453649975"
"Yes","2006","(2a) intermediate vocational","East Germany","154","0.0953934802430456","0.0813002961111397","0.109486664374951"
"Yes","2006","(2c_gen) general maturity certificate","West Germany","88","0.144035944786162","0.113827552060415","0.174244337511909"
"Yes","2006","(2c_gen) general maturity certificate","East Germany","22","","",""
"Yes","2006","(2c_voc) vocational maturity certificate","West Germany","284","0.22687668392146","0.202919632723571","0.250833735119348"
"Yes","2006","(2c_voc) vocational maturity certificate","East Germany","34","0.120218588396472","0.0770474950986687","0.163389681694275"
"Yes","2006","(3a) lower tertiary education","West Germany","232","0.293423234600063","0.261008653425864","0.325837815774263"
"Yes","2006","(3a) lower tertiary education","East Germany","84","0.136427961313795","0.109409959471048","0.163445963156542"
"Yes","2006","(3b) higher tertiary education","West Germany","322","0.273994189684518","0.247068396205111","0.300919983163925"
"Yes","2006","(3b) higher tertiary education","East Germany","67","0.132240077376363","0.102695094438528","0.161785060314198"
"No","2006","(0) in school","West Germany","218","0.871510924495142","0.829086236172218","0.913935612818067"
