"ple0098_v5","year","bula_h","migback","n","percent","lower_confidence","upper_confidence","value"
"Yes","2006","Brandenburg","no migration background","87","0.119360562483296","0.09766684696531","0.141054278001282","1"
"Yes","2006","Brandenburg","direct migration background","7","","","","1"
"Yes","2006","Brandenburg","indirect migration background","1","","","","1"
"Yes","2006","Mecklenburg-Western Pomerania","no migration background","31","0.0549359359810996","0.0344666118290558","0.0754052601331434","1"
"Yes","2006","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Yes","2006","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Yes","2006","Saxony","no migration background","140","0.0881246019527729","0.0734269381098191","0.102822265795727","1"
"Yes","2006","Saxony","direct migration background","1","","","","1"
"Yes","2006","Saxony","indirect migration background","2","","","","1"
"Yes","2006","Saxony-Anhalt","no migration background","60","0.0632459230458711","0.0465555468229535","0.0799362992687888","1"
"Yes","2006","Saxony-Anhalt","direct migration background","1","","","","1"
"Yes","2006","Saxony-Anhalt","indirect migration background","","","","","1"
"Yes","2006","Thuringia","no migration background","74","0.0589432134568946","0.0431380716990641","0.0747483552147252","1"
"Yes","2006","Thuringia","direct migration background","","","","","1"
"Yes","2006","Thuringia","indirect migration background","1","","","","1"
"No","2007","Schleswig-Holstein","no migration background","394","0.844960446710057","0.812098402411905","0.877822491008209","2"
"No","2007","Schleswig-Holstein","direct migration background","46","0.997862759142312","0.984660103272378","1.01106541501225","2"
"No","2007","Schleswig-Holstein","indirect migration background","6","","","","2"
"No","2007","Hamburg","no migration background","175","0.80135783209271","0.74815065947242","0.854565004713","2"
"No","2007","Hamburg","direct migration background","18","","","","2"
"No","2007","Hamburg","indirect migration background","8","","","","2"
"No","2007","Lower Saxony","no migration background","1084","0.822706904471984","0.802212341647263","0.843201467296705","2"
"No","2007","Lower Saxony","direct migration background","148","0.907863943895304","0.863464300489284","0.952263587301323","2"
"No","2007","Lower Saxony","indirect migration background","43","0.895525969402151","0.808079469889779","0.982972468914523","2"
"No","2007","Bremen","no migration background","93","0.865929527529104","0.803655491259946","0.928203563798262","2"
"No","2007","Bremen","direct migration background","11","","","","2"
"No","2007","Bremen","indirect migration background","4","","","","2"
"No","2007","North Rhine-Westphalia","no migration background","2081","0.788340993010698","0.773023659247767","0.803658326773628","2"
"No","2007","North Rhine-Westphalia","direct migration background","499","0.930997149108594","0.909459417162157","0.952534881055031","2"
"No","2007","Berlin","direct migration background","49","0.909786573876281","0.834752344316009","0.984820803436553","2"
"No","2007","Berlin","indirect migration background","27","","","","2"
"No","2007","Brandenburg","no migration background","683","0.879786272067305","0.856904858354632","0.902667685779977","2"
"No","2007","Brandenburg","direct migration background","10","","","","2"
"No","2007","Brandenburg","indirect migration background","7","","","","2"
"No","2007","Mecklenburg-Western Pomerania","no migration background","412","0.940792835779517","0.91896256857101","0.962623102988024","2"
"No","2007","Mecklenburg-Western Pomerania","direct migration background","8","","","","2"
"No","2007","Mecklenburg-Western Pomerania","indirect migration background","1","","","","2"
"No","2007","Saxony","no migration background","1195","0.896026902668422","0.879763170706263","0.912290634630582","2"
"No","2007","North Rhine-Westphalia","indirect migration background","171","0.844559884232185","0.793574698456968","0.895545070007402","2"
"No","2007","Hesse","no migration background","681","0.819004594863628","0.79342077381062","0.844588415916635","2"
"No","2007","Hesse","direct migration background","165","0.93290039605582","0.89665105108317","0.969149741028471","2"
"No","2007","Hesse","indirect migration background","57","0.84750602966782","0.760775128772582","0.934236930563059","2"
"No","2007","Rhineland-Palatinate,Saarland","no migration background","662","0.8321957954851","0.806170259761058","0.858221331209142","2"
"No","2007","Baden-Württemberg","direct migration background","418","0.922250793091855","0.897564756061583","0.946936830122127","2"
"No","2007","Baden-Württemberg","indirect migration background","156","0.867897808517256","0.81744163093633","0.918353986098182","2"
"No","2007","Bavaria","direct migration background","280","0.917875214993516","0.88685864368729","0.948891786299741","2"
"No","2007","Bavaria","indirect migration background","92","0.873669940478931","0.810721750136668","0.936618130821194","2"
"No","2007","Berlin","no migration background","460","0.881347115311808","0.854046882368308","0.908647348255309","2"
"No","2007","Rhineland-Palatinate,Saarland","direct migration background","141","0.992548315157427","0.978501757292237","1.00659487302262","2"
"No","2007","Rhineland-Palatinate,Saarland","indirect migration background","36","0.945068556123525","0.876161196344285","1.01397591590276","2"
"No","2007","Baden-Württemberg","no migration background","1101","0.766211118151255","0.744553076439546","0.787869159862964","2"
"No","2007","Bavaria","no migration background","1531","0.765281132653256","0.746720528013267","0.783841737293245","2"
"No","2007","Saxony","direct migration background","26","","","","2"
"No","2007","Saxony","indirect migration background","8","","","","2"
"No","2007","Saxony-Anhalt","no migration background","718","0.931669588938583","0.913985499976093","0.949353677901073","2"
"No","2007","Saxony-Anhalt","direct migration background","16","","","","2"
"No","2007","Saxony-Anhalt","indirect migration background","8","","","","2"
"No","2007","Thuringia","no migration background","749","0.93280254317644","0.915697685985066","0.949907400367814","2"
"No","2007","Thuringia","direct migration background","15","","","","2"
"No","2007","Thuringia","indirect migration background","4","","","","2"
"Yes","2007","Schleswig-Holstein","no migration background","72","0.155039553289943","0.122177508991791","0.187901597588094","1"
"Yes","2007","Schleswig-Holstein","direct migration background","1","","","","1"
"Yes","2007","Schleswig-Holstein","indirect migration background","2","","","","1"
"Yes","2007","Hamburg","no migration background","41","0.19864216790729","0.145434995287","0.251849340527581","1"
"Yes","2007","Hesse","indirect migration background","9","","","","1"
"Yes","2007","Rhineland-Palatinate,Saarland","indirect migration background","6","","","","1"
"Yes","2007","Baden-Württemberg","no migration background","366","0.233788881848745","0.212130840137036","0.255446923560454","1"
"Yes","2007","Baden-Württemberg","direct migration background","34","0.0777492069081451","0.0530631698778734","0.102435243938417","1"
"Yes","2007","Hamburg","direct migration background","4","","","","1"
"Yes","2007","Hamburg","indirect migration background","1","","","","1"
"Yes","2007","Lower Saxony","no migration background","250","0.177293095528016","0.156798532703295","0.197787658352737","1"
"Yes","2007","Lower Saxony","direct migration background","15","","","","1"
"Yes","2007","Lower Saxony","indirect migration background","4","","","","1"
"Yes","2007","Bremen","no migration background","22","","","","1"
"Yes","2007","Bremen","direct migration background","","","","","1"
"Yes","2007","Bremen","indirect migration background","","","","","1"
"Yes","2007","North Rhine-Westphalia","no migration background","651","0.211659006989302","0.196341673226372","0.226976340752233","1"
"Yes","2007","North Rhine-Westphalia","direct migration background","33","0.0690028508914063","0.0474651189449691","0.0905405828378434","1"
"Yes","2007","North Rhine-Westphalia","indirect migration background","23","","","","1"
"Yes","2007","Hesse","no migration background","189","0.180995405136372","0.155411584083365","0.20657922618938","1"
"Yes","2007","Hesse","direct migration background","18","","","","1"
"Yes","2007","Rhineland-Palatinate,Saarland","no migration background","130","0.1678042045149","0.141778668790858","0.193829740238942","1"
"Yes","2007","Rhineland-Palatinate,Saarland","direct migration background","3","","","","1"
"Yes","2007","Baden-Württemberg","indirect migration background","17","","","","1"
"Yes","2007","Bavaria","no migration background","472","0.234718867346744","0.216158262706755","0.253279471986733","1"
"Yes","2007","Bavaria","direct migration background","21","","","","1"
"Yes","2007","Bavaria","indirect migration background","15","","","","1"
"Yes","2007","Berlin","no migration background","79","0.118652884688192","0.0913526517446914","0.145953117631692","1"
"Yes","2007","Berlin","direct migration background","7","","","","1"
"Yes","2007","Berlin","indirect migration background","1","","","","1"
"Yes","2007","Brandenburg","no migration background","93","0.120213727932695","0.0973323142200226","0.143095141645368","1"
"Yes","2007","Brandenburg","direct migration background","3","","","","1"
"Yes","2007","Brandenburg","indirect migration background","1","","","","1"
"Yes","2007","Mecklenburg-Western Pomerania","no migration background","37","0.0592071642204827","0.0373768970119758","0.0810374314289897","1"
"Yes","2007","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Yes","2007","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Yes","2007","Saxony","no migration background","158","0.103973097331578","0.0877093653694184","0.120236829293737","1"
"Yes","2007","Saxony","direct migration background","2","","","","1"
"Yes","2007","Saxony","indirect migration background","1","","","","1"
"Yes","2007","Saxony-Anhalt","no migration background","64","0.0683304110614171","0.0506463220989274","0.0860145000239067","1"
"Yes","2007","Saxony-Anhalt","direct migration background","1","","","","1"
"Yes","2007","Saxony-Anhalt","indirect migration background","","","","","1"
"Yes","2007","Thuringia","no migration background","74","0.0671974568235601","0.0500925996321858","0.0843023140149344","1"
"Yes","2007","Thuringia","direct migration background","1","","","","1"
"Yes","2007","Thuringia","indirect migration background","2","","","","1"
"No","2008","Schleswig-Holstein","no migration background","349","0.817280037513614","0.780797259535599","0.853762815491629","2"
"No","2008","Schleswig-Holstein","direct migration background","40","0.944975041200691","0.876819072428244","1.01313100997314","2"
"No","2008","Schleswig-Holstein","indirect migration background","6","","","","2"
"No","2008","Hamburg","no migration background","150","0.678391601195608","0.615066065822433","0.741717136568782","2"
"No","2008","Hamburg","direct migration background","17","","","","2"
"No","2008","Hamburg","indirect migration background","6","","","","2"
"No","2008","Lower Saxony","no migration background","1004","0.795752865936076","0.773812432929369","0.817693298942783","2"
"No","2008","Lower Saxony","direct migration background","128","0.89656126423629","0.84629575088012","0.94682677759246","2"
"No","2008","Lower Saxony","indirect migration background","42","0.898426381263314","0.811129066372137","0.98572369615449","2"
"No","2008","Bremen","no migration background","83","0.820504272694977","0.748459525278746","0.892549020111207","2"
"No","2008","Bremen","direct migration background","8","","","","2"
"No","2008","Bremen","indirect migration background","4","","","","2"
"No","2008","North Rhine-Westphalia","no migration background","1918","0.766001278701688","0.749658416310598","0.782344141092778","2"
"No","2008","North Rhine-Westphalia","direct migration background","454","0.923935798691241","0.900342521306142","0.94752907607634","2"
"No","2008","North Rhine-Westphalia","indirect migration background","167","0.862041711334995","0.813262416688569","0.910821005981421","2"
"No","2008","Hesse","no migration background","641","0.809014279763023","0.782320865135565","0.835707694390482","2"
"No","2008","Hesse","direct migration background","157","0.927771486247822","0.889308029104025","0.966234943391619","2"
"No","2008","Hesse","indirect migration background","49","0.740952028360027","0.631899085457844","0.85000497126221","2"
"No","2008","Rhineland-Palatinate,Saarland","no migration background","610","0.848094496236937","0.822075036207028","0.874113956266846","2"
"No","2008","Berlin","direct migration background","43","0.935091648672404","0.864658591371018","1.00552470597379","2"
"No","2008","Berlin","indirect migration background","21","","","","2"
"No","2008","Brandenburg","no migration background","649","0.870276231712112","0.846083922418181","0.894468541006044","2"
"No","2008","Brandenburg","direct migration background","11","","","","2"
"No","2008","Brandenburg","indirect migration background","7","","","","2"
"No","2008","Mecklenburg-Western Pomerania","no migration background","393","0.902815512643693","0.875106961892941","0.930524063394445","2"
"No","2008","Mecklenburg-Western Pomerania","direct migration background","5","","","","2"
"No","2008","Mecklenburg-Western Pomerania","indirect migration background","1","","","","2"
"No","2008","Saxony","no migration background","1110","0.872667977360113","0.854547495024469","0.890788459695756","2"
"No","2008","Rhineland-Palatinate,Saarland","direct migration background","129","0.923198157459799","0.87844621187305","0.967950103046547","2"
"No","2008","Rhineland-Palatinate,Saarland","indirect migration background","38","0.893515299960252","0.804377116817201","0.982653483103302","2"
"No","2008","Baden-Württemberg","no migration background","1011","0.714490405767235","0.691031829509233","0.737948982025238","2"
"No","2008","Baden-Württemberg","direct migration background","377","0.884050351289764","0.85339443519975","0.914706267379778","2"
"No","2008","Baden-Württemberg","indirect migration background","143","0.810043009762723","0.750549233665224","0.869536785860221","2"
"No","2008","Bavaria","direct migration background","230","0.843845517183719","0.799806609413011","0.887884424954427","2"
"No","2008","Bavaria","indirect migration background","102","0.866110775728511","0.805684238248888","0.926537313208135","2"
"No","2008","Berlin","no migration background","424","0.832626891032322","0.80081508592316","0.864438696141483","2"
"No","2008","Bavaria","no migration background","1395","0.728337022954276","0.708256554744539","0.748417491164014","2"
"No","2008","Saxony","direct migration background","23","","","","2"
"No","2008","Saxony","indirect migration background","8","","","","2"
"No","2008","Saxony-Anhalt","no migration background","666","0.905071810314646","0.884080173648176","0.926063446981116","2"
"No","2008","Saxony-Anhalt","direct migration background","12","","","","2"
"No","2008","Saxony-Anhalt","indirect migration background","6","","","","2"
"No","2008","Thuringia","no migration background","712","0.907136728852596","0.886973971589828","0.927299486115363","2"
"No","2008","Thuringia","direct migration background","14","","","","2"
"No","2008","Thuringia","indirect migration background","7","","","","2"
"Yes","2008","Schleswig-Holstein","no migration background","82","0.182719962486386","0.146237184508371","0.219202740464401","1"
"Yes","2008","Schleswig-Holstein","direct migration background","3","","","","1"
"Yes","2008","Schleswig-Holstein","indirect migration background","2","","","","1"
"Yes","2008","Hamburg","no migration background","59","0.321608398804392","0.258282863431218","0.384933934177567","1"
"Yes","2008","Hamburg","direct migration background","3","","","","1"
"Yes","2008","Hamburg","indirect migration background","","","","","1"
"Yes","2008","Lower Saxony","no migration background","293","0.204247134063924","0.182306701057217","0.226187567070631","1"
"Yes","2008","Lower Saxony","direct migration background","13","","","","1"
"Yes","2008","Rhineland-Palatinate,Saarland","indirect migration background","8","","","","1"
"Yes","2008","Baden-Württemberg","no migration background","413","0.285509594232765","0.262051017974762","0.308968170490767","1"
"Yes","2008","Hesse","indirect migration background","13","","","","1"
"Yes","2008","Rhineland-Palatinate,Saarland","no migration background","121","0.151905503763063","0.125886043733154","0.177924963792972","1"
"Yes","2008","Rhineland-Palatinate,Saarland","direct migration background","7","","","","1"
"Yes","2008","Baden-Württemberg","direct migration background","42","0.115949648710236","0.0852937326202223","0.14660556480025","1"
"Yes","2008","Baden-Württemberg","indirect migration background","24","","","","1"
"Yes","2008","Bavaria","no migration background","490","0.271662977045724","0.251582508835986","0.291743445255461","1"
"Yes","2008","Bavaria","direct migration background","31","0.156154482816281","0.112115575045573","0.200193390586989","1"
"Yes","2008","Bavaria","indirect migration background","20","","","","1"
"Yes","2008","Lower Saxony","indirect migration background","4","","","","1"
"Yes","2008","Bremen","no migration background","26","","","","1"
"Yes","2008","Bremen","direct migration background","","","","","1"
"Yes","2008","Bremen","indirect migration background","","","","","1"
"Yes","2008","North Rhine-Westphalia","no migration background","660","0.233998721298312","0.217655858907222","0.250341583689402","1"
"Yes","2008","North Rhine-Westphalia","direct migration background","31","0.0760642013087588","0.0524709239236598","0.0996574786938577","1"
"Yes","2008","North Rhine-Westphalia","indirect migration background","25","","","","1"
"Yes","2008","Hesse","no migration background","192","0.190985720236977","0.164292305609518","0.217679134864435","1"
"Yes","2008","Hesse","direct migration background","17","","","","1"
"Yes","2008","Berlin","no migration background","105","0.167373108967678","0.135561303858517","0.19918491407684","1"
"Yes","2008","Berlin","direct migration background","4","","","","1"
"Yes","2008","Berlin","indirect migration background","2","","","","1"
"Yes","2008","Brandenburg","no migration background","92","0.129723768287887","0.105531458993956","0.153916077581819","1"
"Yes","2008","Brandenburg","direct migration background","3","","","","1"
"Yes","2008","Brandenburg","indirect migration background","2","","","","1"
"Yes","2008","Mecklenburg-Western Pomerania","no migration background","46","0.0971844873563069","0.0694759366055551","0.124893038107059","1"
"Yes","2008","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Yes","2008","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Yes","2008","Saxony","no migration background","190","0.127332022639887","0.109211540304244","0.145452504975531","1"
"Yes","2008","Saxony","direct migration background","1","","","","1"
"Yes","2008","Saxony","indirect migration background","2","","","","1"
"Yes","2008","Saxony-Anhalt","no migration background","83","0.0949281896853539","0.0739365530188836","0.115919826351824","1"
"Yes","2008","Saxony-Anhalt","direct migration background","1","","","","1"
"Yes","2008","Saxony-Anhalt","indirect migration background","1","","","","1"
"Yes","2008","Thuringia","no migration background","84","0.0928632711474045","0.0727005138846371","0.113026028410172","1"
"Yes","2008","Thuringia","direct migration background","2","","","","1"
"Yes","2008","Thuringia","indirect migration background","1","","","","1"
"No","2009","Schleswig-Holstein","no migration background","","","","","2"
"No","2009","Schleswig-Holstein","direct migration background","","","","","2"
"No","2009","Schleswig-Holstein","indirect migration background","","","","","2"
"No","2009","Hamburg","no migration background","","","","","2"
"No","2009","Hamburg","direct migration background","","","","","2"
"No","2009","Hamburg","indirect migration background","","","","","2"
"No","2009","Lower Saxony","no migration background","","","","","2"
"No","2009","Lower Saxony","direct migration background","","","","","2"
"No","2009","Lower Saxony","indirect migration background","","","","","2"
"No","2009","Bremen","no migration background","","","","","2"
"No","2009","Bremen","direct migration background","","","","","2"
"No","2009","Bremen","indirect migration background","","","","","2"
"No","2009","North Rhine-Westphalia","no migration background","","","","","2"
"No","2009","North Rhine-Westphalia","direct migration background","","","","","2"
"No","2009","North Rhine-Westphalia","indirect migration background","","","","","2"
"No","2009","Hesse","no migration background","","","","","2"
"No","2009","Hesse","direct migration background","","","","","2"
"No","2009","Hesse","indirect migration background","","","","","2"
"No","2009","Berlin","direct migration background","","","","","2"
"No","2009","Berlin","indirect migration background","","","","","2"
"No","2009","Brandenburg","no migration background","","","","","2"
"No","2009","Brandenburg","direct migration background","","","","","2"
"No","2009","Brandenburg","indirect migration background","","","","","2"
"No","2009","Mecklenburg-Western Pomerania","no migration background","","","","","2"
"No","2009","Mecklenburg-Western Pomerania","direct migration background","","","","","2"
"No","2009","Mecklenburg-Western Pomerania","indirect migration background","","","","","2"
"No","2009","Saxony","no migration background","","","","","2"
"No","2009","Rhineland-Palatinate,Saarland","no migration background","","","","","2"
"No","2009","Rhineland-Palatinate,Saarland","direct migration background","","","","","2"
"No","2009","Rhineland-Palatinate,Saarland","indirect migration background","","","","","2"
"No","2009","Baden-Württemberg","no migration background","","","","","2"
"No","2009","Baden-Württemberg","direct migration background","","","","","2"
"No","2009","Bavaria","direct migration background","","","","","2"
"No","2009","Bavaria","indirect migration background","","","","","2"
"No","2009","Berlin","no migration background","","","","","2"
"No","2009","Baden-Württemberg","indirect migration background","","","","","2"
"No","2009","Bavaria","no migration background","","","","","2"
"No","2009","Saxony","direct migration background","","","","","2"
"No","2009","Saxony","indirect migration background","","","","","2"
"No","2009","Saxony-Anhalt","no migration background","","","","","2"
"No","2009","Saxony-Anhalt","direct migration background","","","","","2"
"No","2009","Saxony-Anhalt","indirect migration background","","","","","2"
"No","2009","Thuringia","no migration background","","","","","2"
"No","2009","Thuringia","direct migration background","","","","","2"
"No","2009","Thuringia","indirect migration background","","","","","2"
"Yes","2009","Schleswig-Holstein","no migration background","","","","","1"
"Yes","2009","Schleswig-Holstein","direct migration background","","","","","1"
"Yes","2009","Schleswig-Holstein","indirect migration background","","","","","1"
"Yes","2009","Hamburg","no migration background","","","","","1"
"Yes","2009","Hamburg","direct migration background","","","","","1"
"Yes","2009","Hamburg","indirect migration background","","","","","1"
"Yes","2009","Lower Saxony","no migration background","","","","","1"
"Yes","2009","Lower Saxony","direct migration background","","","","","1"
"Yes","2009","Rhineland-Palatinate,Saarland","indirect migration background","","","","","1"
"Yes","2009","Hesse","indirect migration background","","","","","1"
"Yes","2009","Rhineland-Palatinate,Saarland","no migration background","","","","","1"
"Yes","2009","Rhineland-Palatinate,Saarland","direct migration background","","","","","1"
"Yes","2009","Baden-Württemberg","no migration background","","","","","1"
"Yes","2009","Baden-Württemberg","direct migration background","","","","","1"
"Yes","2009","Baden-Württemberg","indirect migration background","","","","","1"
"Yes","2009","Bavaria","no migration background","","","","","1"
"Yes","2009","Bavaria","direct migration background","","","","","1"
"Yes","2009","Lower Saxony","indirect migration background","","","","","1"
"Yes","2009","Bremen","no migration background","","","","","1"
"Yes","2009","Bremen","direct migration background","","","","","1"
"Yes","2009","Bremen","indirect migration background","","","","","1"
"Yes","2009","North Rhine-Westphalia","no migration background","","","","","1"
"Yes","2009","North Rhine-Westphalia","direct migration background","","","","","1"
"Yes","2009","North Rhine-Westphalia","indirect migration background","","","","","1"
"Yes","2009","Hesse","no migration background","","","","","1"
"Yes","2009","Hesse","direct migration background","","","","","1"
"Yes","2009","Bavaria","indirect migration background","","","","","1"
"Yes","2009","Berlin","no migration background","","","","","1"
"Yes","2009","Berlin","direct migration background","","","","","1"
"Yes","2009","Berlin","indirect migration background","","","","","1"
"Yes","2009","Brandenburg","no migration background","","","","","1"
"Yes","2009","Brandenburg","direct migration background","","","","","1"
"Yes","2009","Brandenburg","indirect migration background","","","","","1"
"Yes","2009","Mecklenburg-Western Pomerania","no migration background","","","","","1"
"Yes","2009","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Yes","2009","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Yes","2009","Saxony","no migration background","","","","","1"
"Yes","2009","Saxony","direct migration background","","","","","1"
"Yes","2009","Saxony","indirect migration background","","","","","1"
"Yes","2009","Saxony-Anhalt","no migration background","","","","","1"
"Yes","2009","Saxony-Anhalt","direct migration background","","","","","1"
"Yes","2009","Saxony-Anhalt","indirect migration background","","","","","1"
"Yes","2009","Thuringia","no migration background","","","","","1"
"Yes","2009","Thuringia","direct migration background","","","","","1"
"Yes","2009","Thuringia","indirect migration background","","","","","1"
"No","2010","Schleswig-Holstein","no migration background","413","0.746011732956906","0.709466604203854","0.782556861709958","2"
"No","2010","Schleswig-Holstein","direct migration background","69","0.983298794245557","0.954101077053795","1.01249651143732","2"
"No","2010","Schleswig-Holstein","indirect migration background","19","","","","2"
"No","2010","Hamburg","no migration background","185","0.666139910969958","0.609036450785052","0.723243371154865","2"
"No","2010","Hamburg","direct migration background","43","0.982916991471915","0.945056832402245","1.02077715054159","2"
"No","2010","Hamburg","indirect migration background","11","","","","2"
"No","2010","Lower Saxony","no migration background","1244","0.799399056775718","0.779838399036389","0.818959714515047","2"
"No","2010","Lower Saxony","direct migration background","195","0.917937323527952","0.88125066021062","0.954623986845284","2"
"No","2010","Lower Saxony","indirect migration background","61","0.9666666626456","0.924311991395103","1.0090213338961","2"
"No","2010","Bremen","no migration background","101","0.80016734474287","0.730621710544959","0.869712978940781","2"
"No","2010","Bremen","direct migration background","17","","","","2"
"No","2010","Bremen","indirect migration background","4","","","","2"
"No","2010","North Rhine-Westphalia","no migration background","2302","0.754436031176439","0.739284351617922","0.769587710734956","2"
"No","2010","North Rhine-Westphalia","direct migration background","770","0.924541955059563","0.906562069958136","0.942521840160989","2"
"No","2010","North Rhine-Westphalia","indirect migration background","272","0.86154885135638","0.823348135406475","0.899749567306285","2"
"No","2010","Hesse","no migration background","738","0.772136617433304","0.746152055673245","0.798121179193364","2"
"No","2010","Hesse","direct migration background","258","0.92050442541958","0.889635500833652","0.951373350005507","2"
"No","2010","Hesse","indirect migration background","72","0.740087048607139","0.646295477567059","0.83387861964722","2"
"No","2010","Rhineland-Palatinate,Saarland","no migration background","673","0.826900377246711","0.80161476224311","0.852185992250312","2"
"No","2010","Rhineland-Palatinate,Saarland","direct migration background","171","0.914858815377809","0.874199909617892","0.955517721137727","2"
"No","2010","Rhineland-Palatinate,Saarland","indirect migration background","60","0.847250823808964","0.764155366736398","0.93034628088153","2"
"No","2010","Baden-Württemberg","no migration background","1256","0.707753311845431","0.686696392064602","0.728810231626259","2"
"No","2010","Bavaria","direct migration background","364","0.839557456508341","0.803944913218686","0.875169999797996","2"
"No","2010","Bavaria","indirect migration background","139","0.794429289565497","0.734894653922962","0.853963925208032","2"
"No","2010","Berlin","direct migration background","93","0.915897603648676","0.861500504869504","0.970294702427847","2"
"No","2010","Berlin","indirect migration background","34","0.984887576297923","0.945034923934444","1.0247402286614","2"
"No","2010","Brandenburg","no migration background","729","0.861652367864828","0.838345376683738","0.884959359045917","2"
"No","2010","Brandenburg","direct migration background","22","","","","2"
"No","2010","Brandenburg","indirect migration background","9","","","","2"
"No","2010","Mecklenburg-Western Pomerania","no migration background","464","0.898159201468315","0.872189510056171","0.924128892880458","2"
"No","2010","Mecklenburg-Western Pomerania","direct migration background","13","","","","2"
"No","2010","Mecklenburg-Western Pomerania","indirect migration background","4","","","","2"
"No","2010","Saxony","no migration background","1276","0.862147151829387","0.844712563572939","0.879581740085834","2"
"No","2010","Saxony","direct migration background","33","0.956245185032293","0.888479220313643","1.02401114975094","2"
"No","2010","Saxony","indirect migration background","21","","","","2"
"No","2010","Saxony-Anhalt","no migration background","721","0.869088165762712","0.846127091785155","0.89204923974027","2"
"No","2010","Saxony-Anhalt","direct migration background","17","","","","2"
"No","2010","Baden-Württemberg","direct migration background","409","0.842680518148413","0.809693132710439","0.875667903586387","2"
"No","2010","Baden-Württemberg","indirect migration background","169","0.775830964378698","0.718743266937165","0.832918661820231","2"
"No","2010","Bavaria","no migration background","1773","0.714200928494511","0.69638008902631","0.732021767962712","2"
"No","2010","Berlin","no migration background","523","0.821362840229859","0.791938209270823","0.850787471188895","2"
"No","2010","Saxony-Anhalt","indirect migration background","10","","","","2"
"No","2010","Thuringia","no migration background","762","0.904336202194281","0.884666840044914","0.924005564343649","2"
"No","2010","Thuringia","direct migration background","15","","","","2"
"No","2010","Thuringia","indirect migration background","9","","","","2"
"Yes","2010","Schleswig-Holstein","no migration background","132","0.253988267043094","0.217443138290042","0.290533395796146","1"
"Yes","2010","Schleswig-Holstein","direct migration background","5","","","","1"
"Yes","2010","Schleswig-Holstein","indirect migration background","4","","","","1"
"Yes","2010","Hamburg","no migration background","77","0.333860089030042","0.276756628845135","0.390963549214948","1"
"Yes","2010","Hamburg","direct migration background","2","","","","1"
"Yes","2010","Hamburg","indirect migration background","3","","","","1"
"Yes","2010","Lower Saxony","no migration background","366","0.200600943224282","0.181040285484953","0.220161600963611","1"
"Yes","2010","Lower Saxony","direct migration background","20","","","","1"
"Yes","2010","Rhineland-Palatinate,Saarland","indirect migration background","12","","","","1"
"Yes","2010","Baden-Württemberg","indirect migration background","36","0.224169035621302","0.167081338179769","0.281256733062835","1"
"Yes","2010","Bavaria","no migration background","696","0.285799071505489","0.267978232037289","0.30361991097369","1"
"Yes","2010","Bavaria","direct migration background","44","0.160442543491659","0.124830000202004","0.196055086781314","1"
"Yes","2010","Hesse","indirect migration background","12","","","","1"
"Yes","2010","Rhineland-Palatinate,Saarland","no migration background","187","0.173099622753289","0.147814007749688","0.19838523775689","1"
"Yes","2010","Rhineland-Palatinate,Saarland","direct migration background","10","","","","1"
"Yes","2010","Baden-Württemberg","no migration background","536","0.292246688154569","0.271189768373741","0.313303607935398","1"
"Yes","2010","Baden-Württemberg","direct migration background","59","0.157319481851587","0.124332096413613","0.190306867289561","1"
"Yes","2010","Bavaria","indirect migration background","38","0.205570710434503","0.146036074791968","0.265105346077038","1"
"Yes","2010","Berlin","no migration background","128","0.178637159770141","0.149212528811105","0.208061790729177","1"
"Yes","2010","Berlin","direct migration background","7","","","","1"
"Yes","2010","Berlin","indirect migration background","2","","","","1"
"Yes","2010","Brandenburg","no migration background","114","0.138347632135172","0.115040640954083","0.161654623316262","1"
"Yes","2010","Lower Saxony","indirect migration background","8","","","","1"
"Yes","2010","Bremen","no migration background","26","","","","1"
"Yes","2010","Bremen","direct migration background","2","","","","1"
"Yes","2010","Bremen","indirect migration background","","","","","1"
"Yes","2010","North Rhine-Westphalia","no migration background","798","0.245563968823561","0.230412289265044","0.260715648382078","1"
"Yes","2010","North Rhine-Westphalia","direct migration background","59","0.0754580449404373","0.0574781598390108","0.0934379300418638","1"
"Yes","2010","North Rhine-Westphalia","indirect migration background","42","0.13845114864362","0.100250432693715","0.176651864593525","1"
"Yes","2010","Hesse","no migration background","263","0.227863382566696","0.201878820806636","0.253847944326755","1"
"Yes","2010","Hesse","direct migration background","37","0.0794955745804204","0.0486266499944929","0.110364499166348","1"
"Yes","2010","Brandenburg","direct migration background","3","","","","1"
"Yes","2010","Brandenburg","indirect migration background","1","","","","1"
"Yes","2010","Mecklenburg-Western Pomerania","no migration background","57","0.101840798531685","0.0758711071195416","0.127810489943829","1"
"Yes","2010","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Yes","2010","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Yes","2010","Saxony","no migration background","226","0.137852848170613","0.120418259914166","0.155287436427061","1"
