"ple0098_v5","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Yes","2001","Single parent ","Urban Area","48","0.0661363812348275","0.0471907402356301","0.0850820222340248","1"
"Yes","2001","Single parent ","Rural Area","16","","","","1"
"Yes","2001","Couple + C. LE 16 ","Urban Area","336","0.132315461345351","0.119683659660835","0.144947263029868","1"
"Yes","2001","Couple + C. LE 16 ","Rural Area","111","0.0826482677718714","0.0683368350491659","0.0969597004945768","1"
"Yes","2001","Couple + C. GT 16 ","Urban Area","181","0.101911397876115","0.0883615420715594","0.11546125368067","1"
"Yes","2001","Couple + C. GT 16 ","Rural Area","113","0.0868935948826376","0.0715283478517532","0.102258841913522","1"
"Yes","2001","Couple + C. LE and GT 16","Urban Area","60","0.0532001032952774","0.0389584882539236","0.0674417183366313","1"
"Yes","2001","Couple + C. LE and GT 16","Rural Area","22","","","","1"
"Yes","2001","1-pers.-HH","Urban Area","187","0.112269086450153","0.0979258991181676","0.126612273782138","1"
"Yes","2001","1-pers.-HH","Rural Area","42","0.0596483613795479","0.0431957076000359","0.0761010151590599","1"
"Yes","2001","(Married) couple without C. ","Urban Area","435","0.122494301605073","0.112337938675909","0.132650664534236","1"
"Yes","2001","(Married) couple without C. ","Rural Area","136","0.0769857538547607","0.0655436878993966","0.0884278198101249","1"
"No","2002","Couple + C. GT 16 ","Urban Area","1794","0.896767647775032","0.883647739159704","0.90988755639036","2"
"No","2002","(Married) couple without C. ","Urban Area","3551","0.867744525812829","0.857446337038376","0.878042714587282","2"
"No","2002","1-pers.-HH","Urban Area","1671","0.886408059931679","0.872002977636678","0.900813142226681","2"
"No","2002","1-pers.-HH","Rural Area","740","0.931794229444916","0.914158889699083","0.949429569190748","2"
"No","2002","Single parent ","Urban Area","600","0.92200193198364","0.901511883666175","0.942491980301105","2"
"No","2002","(Married) couple without C. ","Rural Area","1931","0.917163314534346","0.905421847687396","0.928904781381296","2"
"No","2002","Couple + C. LE 16 ","Urban Area","2320","0.867203004476369","0.854395570390997","0.88001043856174","2"
"No","2002","Single parent ","Rural Area","357","0.955287322035839","0.934285403527598","0.976289240544081","2"
"No","2002","Couple + C. GT 16 ","Rural Area","1207","0.927752323075454","0.913785774561498","0.941718871589409","2"
"No","2002","Couple + C. LE 16 ","Rural Area","1152","0.897978295532821","0.88143557952905","0.914521011536592","2"
"No","2002","Couple + C. LE and GT 16","Urban Area","917","0.92379929189751","0.90742845717503","0.94017012661999","2"
"No","2002","Couple + C. LE and GT 16","Rural Area","598","0.936806128415625","0.918086893871561","0.955525362959689","2"
"Yes","2002","Single parent ","Urban Area","58","0.07799806801636","0.0575080196988947","0.0984881163338253","1"
"Yes","2002","Single parent ","Rural Area","15","","","","1"
"Yes","2002","Couple + C. LE 16 ","Urban Area","377","0.132796995523631","0.11998956143826","0.145604429609003","1"
"Yes","2002","Couple + C. LE 16 ","Rural Area","134","0.102021704467179","0.0854789884634084","0.11856442047095","1"
"Yes","2002","Couple + C. GT 16 ","Urban Area","272","0.103232352224968","0.0901124436096396","0.116352260840296","1"
"Yes","2002","Couple + C. GT 16 ","Rural Area","113","0.0722476769245463","0.0582811284105905","0.0862142254385021","1"
"Yes","2002","Couple + C. LE and GT 16","Urban Area","92","0.0762007081024901","0.05982987338001","0.0925715428249702","1"
"Yes","2002","Couple + C. LE and GT 16","Rural Area","51","0.0631938715843746","0.0444746370403106","0.0819131061284385","1"
"Yes","2002","1-pers.-HH","Urban Area","193","0.113591940068321","0.0991868577733189","0.127997022363323","1"
"Yes","2002","1-pers.-HH","Rural Area","45","0.0682057705550843","0.050570430809252","0.0858411103009166","1"
"Yes","2002","(Married) couple without C. ","Urban Area","606","0.132255474187171","0.121957285412718","0.142553662961624","1"
"Yes","2002","(Married) couple without C. ","Rural Area","186","0.0828366854656539","0.071095218618704","0.0945781523126038","1"
"No","2003","1-pers.-HH","Urban Area","1617","0.88880503439866","0.874338141543003","0.903271927254318","2"
"No","2003","1-pers.-HH","Rural Area","730","0.932651172448393","0.914971912524307","0.950330432372479","2"
"No","2003","(Married) couple without C. ","Urban Area","3496","0.871190699088537","0.860931857027497","0.881449541149577","2"
"No","2003","Couple + C. GT 16 ","Urban Area","1797","0.879796146601004","0.865786952870234","0.893805340331773","2"
"No","2003","Couple + C. GT 16 ","Rural Area","1141","0.896717332202117","0.879946896961072","0.913487767443161","2"
"No","2003","(Married) couple without C. ","Rural Area","1920","0.920913623213247","0.909371153804478","0.932456092622016","2"
"No","2003","Single parent ","Urban Area","607","0.929759311060781","0.910203500535206","0.949315121586357","2"
"No","2003","Single parent ","Rural Area","340","0.943397920931765","0.9196589959269","0.96713684593663","2"
"No","2003","Couple + C. LE 16 ","Urban Area","2093","0.856382469187829","0.842506976149534","0.870257962226124","2"
"No","2003","Couple + C. LE and GT 16","Urban Area","913","0.930251953485999","0.914416838606108","0.946087068365891","2"
"No","2003","Couple + C. LE 16 ","Rural Area","1084","0.900081282681622","0.883162903808899","0.916999661554346","2"
"No","2003","Couple + C. LE and GT 16","Rural Area","527","0.910447323068575","0.887148880950263","0.933745765186886","2"
"Yes","2003","Single parent ","Urban Area","49","0.0702406889392187","0.0506848784136435","0.0897964994647938","1"
"Yes","2003","1-pers.-HH","Urban Area","197","0.11119496560134","0.0967280727456822","0.125661858456997","1"
"Yes","2003","1-pers.-HH","Rural Area","42","0.0673488275516069","0.0496695676275212","0.0850280874756926","1"
"Yes","2003","(Married) couple without C. ","Urban Area","600","0.128809300911463","0.118550458850423","0.139068142972503","1"
"Yes","2003","(Married) couple without C. ","Rural Area","180","0.079086376786753","0.0675439073779841","0.0906288461955219","1"
"Yes","2003","Single parent ","Rural Area","24","","","","1"
"Yes","2003","Couple + C. LE 16 ","Urban Area","361","0.143617530812171","0.129742037773876","0.157493023850466","1"
"Yes","2003","Couple + C. LE 16 ","Rural Area","123","0.0999187173183775","0.0830003384456536","0.116837096191101","1"
"Yes","2003","Couple + C. GT 16 ","Urban Area","273","0.120203853398996","0.106194659668227","0.134213047129766","1"
"Yes","2003","Couple + C. GT 16 ","Rural Area","124","0.103282667797883","0.0865122325568387","0.120053103038928","1"
"Yes","2003","Couple + C. LE and GT 16","Urban Area","81","0.0697480465140007","0.0539129316341092","0.0855831613938922","1"
"Yes","2003","Couple + C. LE and GT 16","Rural Area","50","0.0895526769314255","0.0662542348131136","0.112851119049737","1"
"No","2004","1-pers.-HH","Rural Area","727","0.919513374667719","0.900531002933672","0.938495746401766","2"
"No","2004","(Married) couple without C. ","Urban Area","3467","0.871246025726502","0.860977774189279","0.881514277263726","2"
"No","2004","Couple + C. GT 16 ","Rural Area","1141","0.902300097856372","0.886085255672994","0.91851494003975","2"
"No","2004","1-pers.-HH","Urban Area","1550","0.880199262458869","0.864967638214486","0.895430886703252","2"
"No","2004","Couple + C. GT 16 ","Urban Area","1739","0.875161821504041","0.860740488560318","0.889583154447764","2"
"No","2004","(Married) couple without C. ","Rural Area","1855","0.907463457434643","0.894916214143521","0.920010700725765","2"
"No","2004","Single parent ","Urban Area","582","0.893575794198364","0.86988697007297","0.917264618323758","2"
"No","2004","Single parent ","Rural Area","324","0.928388030756984","0.90121940845949","0.955556653054478","2"
"No","2004","Couple + C. LE 16 ","Urban Area","1945","0.856245912490892","0.841898388810762","0.870593436171023","2"
"No","2004","Couple + C. LE and GT 16","Urban Area","845","0.87483767302807","0.853817796066152","0.895857549989987","2"
"No","2004","Couple + C. LE 16 ","Rural Area","1002","0.905414962261806","0.888152664301598","0.922677260222013","2"
"No","2004","Couple + C. LE and GT 16","Rural Area","522","0.914986484795943","0.892130422911591","0.937842546680294","2"
"Yes","2004","Single parent ","Urban Area","69","0.106424205801636","0.0827353816762415","0.13011302992703","1"
"Yes","2004","1-pers.-HH","Urban Area","196","0.119800737541131","0.104569113296748","0.135032361785514","1"
"Yes","2004","1-pers.-HH","Rural Area","62","0.0804866253322809","0.0615042535982335","0.0994689970663283","1"
"Yes","2004","(Married) couple without C. ","Urban Area","620","0.128753974273497","0.118485722736274","0.139022225810721","1"
"Yes","2004","(Married) couple without C. ","Rural Area","194","0.0925365425653572","0.0799892992742352","0.105083785856479","1"
"Yes","2004","Single parent ","Rural Area","22","","","","1"
"Yes","2004","Couple + C. LE 16 ","Urban Area","352","0.143754087509108","0.129406563828977","0.158101611189238","1"
"Yes","2004","Couple + C. LE 16 ","Rural Area","102","0.0945850377381941","0.0773227397779867","0.111847335698402","1"
"Yes","2004","Couple + C. GT 16 ","Urban Area","279","0.124838178495959","0.110416845552236","0.139259511439682","1"
"Yes","2004","Couple + C. GT 16 ","Rural Area","147","0.0976999021436279","0.08148505996025","0.113914744327006","1"
"Yes","2004","Couple + C. LE and GT 16","Urban Area","107","0.12516232697193","0.104142450010013","0.146182203933848","1"
"Yes","2004","Couple + C. LE and GT 16","Rural Area","50","0.0850135152040574","0.0621574533197058","0.107869577088409","1"
"No","2005","Couple + C. GT 16 ","Rural Area","1070","0.891031473425407","0.873386673281988","0.908676273568826","2"
"No","2005","Couple + C. GT 16 ","Urban Area","1652","0.898756584316412","0.885139101039226","0.912374067593599","2"
"No","2005","1-pers.-HH","Rural Area","716","0.896551008798164","0.875300945836234","0.917801071760094","2"
"No","2005","(Married) couple without C. ","Rural Area","1774","0.906230678772863","0.893390671722814","0.919070685822912","2"
"No","2005","1-pers.-HH","Urban Area","1531","0.851722190750534","0.835147714905154","0.868296666595914","2"
"No","2005","(Married) couple without C. ","Urban Area","3262","0.845857477393971","0.834569753009542","0.8571452017784","2"
"No","2005","Single parent ","Urban Area","587","0.904757748190948","0.882138564181734","0.927376932200162","2"
"No","2005","Single parent ","Rural Area","335","0.930491987954997","0.904294022894945","0.956689953015048","2"
"No","2005","Couple + C. LE and GT 16","Urban Area","820","0.8584795615518","0.836017387538473","0.880941735565128","2"
"No","2005","Couple + C. LE 16 ","Urban Area","1716","0.845809353516172","0.830267279551461","0.861351427480882","2"
"No","2005","Couple + C. LE 16 ","Rural Area","876","0.873475295105245","0.852983241049959","0.89396734916053","2"
"No","2005","Couple + C. LE and GT 16","Rural Area","474","0.943080218106028","0.923223696263246","0.962936739948811","2"
"Yes","2005","1-pers.-HH","Urban Area","235","0.148277809249466","0.131703333404086","0.164852285094846","1"
"Yes","2005","Single parent ","Urban Area","60","0.0952422518090522","0.0726230677998382","0.117861435818266","1"
"Yes","2005","1-pers.-HH","Rural Area","73","0.103448991201836","0.0821989282399056","0.124699054163766","1"
"Yes","2005","(Married) couple without C. ","Urban Area","669","0.154142522606029","0.142854798221599","0.165430246990458","1"
"Yes","2005","(Married) couple without C. ","Rural Area","206","0.0937693212271372","0.080929314177088","0.106609328277186","1"
"Yes","2005","Single parent ","Rural Area","27","","","","1"
"Yes","2005","Couple + C. LE 16 ","Urban Area","358","0.154190646483828","0.138648572519118","0.169732720448539","1"
"Yes","2005","Couple + C. LE 16 ","Rural Area","135","0.126524704894755","0.10603265083947","0.147016758950041","1"
"Yes","2005","Couple + C. GT 16 ","Urban Area","233","0.101243415683588","0.0876259324064015","0.114860898960774","1"
"Yes","2005","Couple + C. GT 16 ","Rural Area","128","0.108968526574593","0.091323726431174","0.126613326718012","1"
"Yes","2005","Couple + C. LE and GT 16","Urban Area","105","0.141520438448199","0.119058264434872","0.163982612461527","1"
"Yes","2005","Couple + C. LE and GT 16","Rural Area","49","0.0569197818939717","0.0370632600511892","0.0767763037367541","1"
"No","2006","Couple + C. GT 16 ","Urban Area","1541","0.871474136657133","0.856056020264024","0.886892253050243","2"
"No","2006","Couple + C. GT 16 ","Rural Area","1138","0.882044462156685","0.864483431677397","0.899605492635973","2"
"No","2006","1-pers.-HH","Urban Area","1653","0.842204540507611","0.826015926982173","0.858393154033049","2"
"No","2006","1-pers.-HH","Rural Area","846","0.896209795560787","0.876681635661251","0.915737955460323","2"
"No","2006","(Married) couple without C. ","Rural Area","1963","0.879792539260412","0.866279938905803","0.89330513961502","2"
"No","2006","Single parent ","Urban Area","589","0.873735421303508","0.848509809120947","0.898961033486068","2"
"No","2006","(Married) couple without C. ","Urban Area","3543","0.836393342214494","0.825460671981694","0.847326012447294","2"
"No","2006","Single parent ","Rural Area","347","0.90765410833563","0.878772364143093","0.936535852528166","2"
"No","2006","Couple + C. LE 16 ","Urban Area","1773","0.826950888322019","0.811164968846574","0.842736807797464","2"
"No","2006","Couple + C. LE and GT 16","Urban Area","712","0.868223540937596","0.845128476384605","0.891318605490588","2"
"No","2006","Couple + C. LE 16 ","Rural Area","871","0.832548823111725","0.809910778912276","0.855186867311174","2"
"No","2006","Couple + C. LE and GT 16","Rural Area","395","0.911993587686516","0.885730403450863","0.938256771922169","2"
"Yes","2006","1-pers.-HH","Urban Area","295","0.157795459492389","0.141606845966951","0.173984073017827","1"
"Yes","2006","Single parent ","Urban Area","77","0.126264578696492","0.101038966513932","0.151490190879053","1"
"Yes","2006","Single parent ","Rural Area","39","0.0923458916643702","0.0634641474718337","0.121227635856907","1"
"Yes","2006","Couple + C. LE 16 ","Urban Area","433","0.173049111677981","0.157263192202536","0.188835031153426","1"
"Yes","2006","Couple + C. LE 16 ","Rural Area","174","0.167451176888275","0.144813132688826","0.190089221087724","1"
"Yes","2006","Couple + C. GT 16 ","Urban Area","269","0.128525863342867","0.113107746949757","0.143943979735976","1"
"Yes","2006","Couple + C. GT 16 ","Rural Area","158","0.117955537843315","0.100394507364027","0.135516568322603","1"
"Yes","2006","Couple + C. LE and GT 16","Urban Area","112","0.131776459062404","0.108681394509412","0.154871523615396","1"
"Yes","2006","Couple + C. LE and GT 16","Rural Area","52","0.0880064123134838","0.0617432280778308","0.114269596549137","1"
"Yes","2006","1-pers.-HH","Rural Area","91","0.103790204439213","0.0842620445396772","0.123318364338749","1"
"Yes","2006","(Married) couple without C. ","Urban Area","855","0.163606657785506","0.152673987552706","0.174539328018306","1"
"Yes","2006","(Married) couple without C. ","Rural Area","262","0.120207460739588","0.10669486038498","0.133720061094197","1"
"No","2007","1-pers.-HH","Urban Area","1522","0.828584652535303","0.811327122002296","0.84584218306831","2"
"No","2007","1-pers.-HH","Rural Area","794","0.895222457472321","0.875067315142038","0.915377599802604","2"
"No","2007","(Married) couple without C. ","Rural Area","1816","0.857380723452415","0.842488447152277","0.872272999752552","2"
"No","2007","Single parent ","Urban Area","552","0.869151822743687","0.842691967896081","0.895611677591294","2"
"No","2007","Couple + C. GT 16 ","Urban Area","1474","0.844532251226998","0.827555392245259","0.861509110208737","2"
"No","2007","Couple + C. GT 16 ","Rural Area","1066","0.878676365853851","0.860340069274144","0.897012662433558","2"
"No","2007","(Married) couple without C. ","Urban Area","3179","0.807564896275409","0.795464249030275","0.819665543520544","2"
"No","2007","Single parent ","Rural Area","324","0.923012623880755","0.895399206507657","0.950626041253852","2"
"No","2007","Couple + C. LE 16 ","Urban Area","1596","0.815445283404859","0.79850695484877","0.832383611960948","2"
"No","2007","Couple + C. LE 16 ","Rural Area","790","0.837761056181353","0.814317476431866","0.86120463593084","2"
"No","2007","Couple + C. LE and GT 16","Urban Area","653","0.875386788700815","0.851889960524764","0.898883616876867","2"
"No","2007","Couple + C. LE and GT 16","Rural Area","369","0.905450871864361","0.877059967986739","0.933841775741983","2"
"Yes","2007","1-pers.-HH","Urban Area","310","0.171415347464697","0.15415781693169","0.188672877997704","1"
"Yes","2007","Single parent ","Urban Area","72","0.130848177256313","0.104388322408706","0.157308032103919","1"
"Yes","2007","Single parent ","Rural Area","34","0.0769873761192451","0.0493739587461477","0.104600793492343","1"
"Yes","2007","Couple + C. LE 16 ","Urban Area","419","0.184554716595141","0.167616388039052","0.20149304515123","1"
"Yes","2007","Couple + C. LE 16 ","Rural Area","160","0.162238943818647","0.13879536406916","0.185682523568134","1"
"Yes","2007","Couple + C. GT 16 ","Urban Area","276","0.155467748773002","0.138490889791263","0.172444607754741","1"
"Yes","2007","Couple + C. GT 16 ","Rural Area","152","0.121323634146149","0.102987337566442","0.139659930725856","1"
"Yes","2007","Couple + C. LE and GT 16","Urban Area","106","0.124613211299184","0.101116383123133","0.148110039475236","1"
"Yes","2007","Couple + C. LE and GT 16","Rural Area","39","0.0945491281356394","0.0661582242580175","0.122940032013261","1"
"Yes","2007","1-pers.-HH","Rural Area","93","0.104777542527679","0.0846224001973956","0.124932684857962","1"
"Yes","2007","(Married) couple without C. ","Urban Area","898","0.192435103724591","0.180334456479456","0.204535750969725","1"
"Yes","2007","(Married) couple without C. ","Rural Area","302","0.142619276547585","0.127727000247448","0.157511552847723","1"
"No","2008","1-pers.-HH","Urban Area","1429","0.78890880336625","0.770035697025881","0.807781909706618","2"
"No","2008","1-pers.-HH","Rural Area","755","0.867733608153814","0.845038661246533","0.890428555061094","2"
"No","2008","(Married) couple without C. ","Urban Area","2933","0.767858880006825","0.754591351372396","0.781126408641253","2"
"No","2008","(Married) couple without C. ","Rural Area","1736","0.831287309148816","0.815087754785345","0.847486863512286","2"
"No","2008","Single parent ","Urban Area","530","0.859559494156687","0.832298608603452","0.886820379709922","2"
"No","2008","Couple + C. GT 16 ","Urban Area","1415","0.848371873380962","0.831397293111746","0.865346453650178","2"
"No","2008","Couple + C. GT 16 ","Rural Area","989","0.86626512035307","0.846627315215684","0.885902925490456","2"
"No","2008","Couple + C. LE and GT 16","Urban Area","539","0.831265099028561","0.803074423819796","0.859455774237326","2"
"No","2008","Single parent ","Rural Area","328","0.908481924873262","0.879061665851105","0.93790218389542","2"
"No","2008","Couple + C. LE 16 ","Urban Area","1429","0.781925637697475","0.763083293285001","0.80076798210995","2"
"No","2008","Couple + C. LE 16 ","Rural Area","683","0.796856200134204","0.770074983271053","0.823637416997354","2"
"No","2008","Couple + C. LE and GT 16","Rural Area","328","0.883526066626065","0.850883432991912","0.916168700260218","2"
"Yes","2008","1-pers.-HH","Urban Area","367","0.21109119663375","0.192218090293382","0.229964302974119","1"
"Yes","2008","Single parent ","Urban Area","94","0.140440505843313","0.113179620290078","0.167701391396548","1"
"Yes","2008","Single parent ","Rural Area","41","0.0915180751267377","0.0620978161045801","0.120938334148895","1"
"Yes","2008","Couple + C. LE 16 ","Urban Area","416","0.218074362302525","0.19923201789005","0.236916706714999","1"
"Yes","2008","1-pers.-HH","Rural Area","101","0.132266391846186","0.109571444938906","0.154961338753467","1"
"Yes","2008","(Married) couple without C. ","Urban Area","957","0.232141119993175","0.218873591358747","0.245408648627604","1"
"Yes","2008","(Married) couple without C. ","Rural Area","317","0.168712690851184","0.152513136487714","0.184912245214655","1"
"Yes","2008","Couple + C. LE 16 ","Rural Area","184","0.203143799865796","0.176362583002646","0.229925016728947","1"
"Yes","2008","Couple + C. GT 16 ","Urban Area","300","0.151628126619038","0.134653546349822","0.168602706888254","1"
"Yes","2008","Couple + C. GT 16 ","Rural Area","165","0.13373487964693","0.114097074509544","0.153372684784316","1"
"Yes","2008","Couple + C. LE and GT 16","Urban Area","139","0.168734900971439","0.140544225762674","0.196925576180204","1"
"Yes","2008","Couple + C. LE and GT 16","Rural Area","43","0.116473933373935","0.0838312997397822","0.149116567008088","1"
"No","2009","1-pers.-HH","Urban Area","","","","","2"
"No","2009","1-pers.-HH","Rural Area","","","","","2"
"No","2009","(Married) couple without C. ","Urban Area","","","","","2"
"No","2009","(Married) couple without C. ","Rural Area","","","","","2"
"No","2009","Single parent ","Urban Area","","","","","2"
"No","2009","Couple + C. GT 16 ","Urban Area","","","","","2"
"No","2009","Couple + C. GT 16 ","Rural Area","","","","","2"
"No","2009","Couple + C. LE and GT 16","Urban Area","","","","","2"
"No","2009","Single parent ","Rural Area","","","","","2"
"No","2009","Couple + C. LE 16 ","Urban Area","","","","","2"
"No","2009","Couple + C. LE 16 ","Rural Area","","","","","2"
"No","2009","Couple + C. LE and GT 16","Rural Area","","","","","2"
"Yes","2009","1-pers.-HH","Urban Area","","","","","1"
"Yes","2009","Single parent ","Urban Area","","","","","1"
"Yes","2009","Single parent ","Rural Area","","","","","1"
"Yes","2009","Couple + C. LE 16 ","Urban Area","","","","","1"
"Yes","2009","1-pers.-HH","Rural Area","","","","","1"
"Yes","2009","(Married) couple without C. ","Urban Area","","","","","1"
"Yes","2009","(Married) couple without C. ","Rural Area","","","","","1"
"Yes","2009","Couple + C. LE 16 ","Rural Area","","","","","1"
"Yes","2009","Couple + C. GT 16 ","Urban Area","","","","","1"
"Yes","2009","Couple + C. GT 16 ","Rural Area","","","","","1"
"Yes","2009","Couple + C. LE and GT 16","Urban Area","","","","","1"
"Yes","2009","Couple + C. LE and GT 16","Rural Area","","","","","1"
"No","2010","Couple + C. GT 16 ","Urban Area","1210","0.825065857119026","0.805865656288272","0.84426605794978","2"
"No","2010","Couple + C. GT 16 ","Rural Area","806","0.821622831604262","0.797443692722839","0.845801970485685","2"
"No","2010","Couple + C. LE and GT 16","Urban Area","728","0.822325255028233","0.797311059857128","0.847339450199339","2"
"No","2010","1-pers.-HH","Urban Area","1269","0.780988929861954","0.760936013725335","0.801041845998572","2"
"No","2010","1-pers.-HH","Rural Area","667","0.882328284063161","0.859329039995074","0.905327528131247","2"
"No","2010","(Married) couple without C. ","Urban Area","2462","0.739646703410776","0.724915836903102","0.754377569918449","2"
"No","2010","(Married) couple without C. ","Rural Area","1527","0.823372199619152","0.80604603109019","0.840698368148114","2"
"No","2010","Single parent ","Urban Area","1141","0.845264872925522","0.826218421526089","0.864311324324956","2"
"No","2010","Single parent ","Rural Area","633","0.901163132225381","0.879602058794142","0.92272420565662","2"
